,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Range,Voltage (V),Hazardous,Torque Rating,Position Indicator,Operating Range,Override Type,Running Time Motor,Cable Length (m),Position Feedback,Protection Class,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Number of Ports,Feature 13,Feature 14,Feature 15,Attachment 6,Weight
43,P621279,Evinox EVI-00286 6 sec actuator VC6012,Evinox,151.54,This Evinox EVI-00286 six second actuator offers a differential pressure of 4 bar.,Heating/Central Heating Controls/Actuator Valves/Actuator Valves.csv -> Evinox EVI-00286 6 sec actuator VC6012,,Actuator,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/79/621279_wm.jpg,,,,,,,200-240,N,N/A,N/A,N/A,,6 s,1,N/A,IP 40,EVI_00286,Actuator,N,Maximum differential pressure of 4 bar,With 1M cable,IP40 protected,,,,,,,,,,N/A,,,,,
44,P359150,Siemens Acvatix - SAL 2 position actuator 230v,Siemens,245.95,"Manufactured for butterfly or slipper valves with a 90° rotary angle, the Siemens Acvatix SAL 10Nm electromotoric rotary actuator is compatible with valves VKF41, VKF46 and VBF21 as control or shut-off valves in heating, ventilation and air conditioning systems.",Heating/Central Heating Controls/Actuator Valves/Actuator Valves.csv -> Siemens Acvatix - SAL 2 position actuator 230v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/50/NW-359150_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Siemens_Acvatix_SA-X-Y-V-L_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Siemens_SAL-31-61-81_EU-Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/pd/Siemens_Acvatix_SAL_EPD.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/po/rt/Siemens_Acvatix_SAL_Test_Report.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Siemens_Acvatix_SAL_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,P307262,ESBE ARA600 ARA672 actuator  230v 50hz 240 sec,ESBE,190.48,"Operating DN 15 - 50 rotary mixing valves, the ESBE ARA600 ARA672 230V actuator with 6Nm torque rating is controlled by a three point signal. Suitable for mixing operations, this actuator has a 90° operating range with the simple pull-and-turn knob located on the front providing ease of operation.",Heating/Central Heating Controls/Actuator Valves/Actuator Valves.csv -> ESBE ARA600 ARA672 actuator  230v 50hz 240 sec,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/62/NW-307260_307262_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Esbe_ARA600_3-Point_Instrcts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Esbe_ARA600_3-Point_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Esbe_ARA600_3-Point_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,P359421,Siemens Acvatix - SAS 3 position electronic motor non-spring return valve actuator 5.5mm 230vac 400N,Siemens,136.8,"Designed to operate two and three port valves, this Siemens Acvatix SAS 400 N electromotoric actuator is suitable for valve types VG44, VVG55 and VVG549 used as control or shut-off valves in heating or ventilation plants.",Heating/Central Heating Controls/Actuator Valves/Actuator Valves.csv -> Siemens Acvatix - SAS 3 position electronic motor non-spring return valve actuator 5.5mm 230vac 400N,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/21/NW-359421_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Siemens_Acvatix_SAS_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Siemens_SAS-31-61-81_EU-Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/po/rt/Siemens_Acvatix_SAS-SAT_Test_Report.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Siemens_Acvatix_SAS-SAT_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/pd/Siemens_Acvatix_SAS_EPD.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,P308420,Belimo HT rotary actuator,Belimo,182.7,"Supplied with a mounting kit, the Belimo HT 10Nm rotary actuator is suitable for motorisation of the most often used HVAC system mixing valves. The actuator is connected via a standard modulating signal of DC 0 - 10V and drives to the position supplied by the positioning signal.",Heating/Central Heating Controls/Actuator Valves/Actuator Valves.csv -> Belimo HT rotary actuator,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/20/NW-308420_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Belimo_HT_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Belimo_HT24-SR_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,P303148,Siemens Acvatix - SKB high torque spring return actuator  0-10vdc,Siemens,876.75,"Suitable for 20mm stroke two and three port valves, the Siemens Acvatix SKB 2800 N high torque electrohydraulic actuator is compatible with valve types VVF, VVG, VXF and VXG used as control or shut-off valves in heating, ventilation or air conditioning systems.",Heating/Central Heating Controls/Actuator Valves/Actuator Valves.csv -> Siemens Acvatix - SKB high torque spring return actuator  0-10vdc,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/48/NW-303148_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Siemens_SKB-KC_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Siemens_SKB-SKC-SKD_CE-Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/pd/Siemens_SKB_EPD.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/po/rt/Siemens_SKB-KC-KD_Test_Report.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Siemens_SKB-SKC_EU-Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Siemens_Acvatix_SKB_Guide.pdf,
49,P323941,Schneider Electric Tac - MZZ0B actuator switch valve 24v 0.5va,Schneider Electric,88.23,"Manufactured for use with VZ19 valves, the Schneider Electric Tac MZ20B 200 N electro-mechanical zone valve actuator is optimised for long term operation without feedback potentiometer or end switches. With a 100s running time, this actuator ensures precise valve positioning and flow adjustment.",Heating/Central Heating Controls/Actuator Valves/Actuator Valves.csv -> Schneider Electric Tac - MZZ0B actuator switch valve 24v 0.5va,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/41/NW-323941_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/SE_Valv-Actor_Catalogue-2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/SE_MZ20_Envir_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/SE_MZ20B-24_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/SE_MZ20_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/SE_MZ20_Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,P309626,Honeywell M7410C floating actuator 24v 280n,Honeywell,124.23,"This compact Honeywell M7410C 300 N three position linear valve actuator works alongside the V5822/23, V5832/33, V5825B, and VSMF series of small linear valves to provide floating control. This actuator is suitable for use in fan coil units, induction units, small reheaters and recoolers and is also recommended for zone control applications and for electronic temperature control systems using hot and/or cold water as the controlled medium.",Heating/Central Heating Controls/Actuator Valves/Actuator Valves.csv -> Honeywell M7410C floating actuator 24v 280n,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/96/26/NW-309626_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Honeywell_M6410C-M7410C_Instrcts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Honeywell_M6410C-M7410C_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,P312308,Belimo NR-A 3 point open/close actuator 24v 10nm,Belimo,127.4,"Designed for ball valves, this Belimo NR-A rotary actuator with 10Nm actuating torque offers simple, direct mounting using just one central screw. The assembly tool is integrated into the plug-in position indication and mounting orientation is selectable in 90° steps.",Heating/Central Heating Controls/Actuator Valves/Actuator Valves.csv -> Belimo NR-A 3 point open/close actuator 24v 10nm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/08/NW-312308_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Belimo_NR24A_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Belimo_TR-LR-NR-SR-A_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Belimo_NR24A_EU-Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,P359428,Siemens Acvatix - SAS 3 position electronic motor non-spring return valve actuator 5.5mm 230vac 400N,Siemens,136.8,"Designed to operate two and three port valves, this Siemens Acvatix SAS 400 N electromotoric actuator is suitable for valve types VG44, VVG55 and VVG549 used as control or shut-off valves in heating or ventilation plants.",Heating/Central Heating Controls/Actuator Valves/Actuator Valves.csv -> Siemens Acvatix - SAS 3 position electronic motor non-spring return valve actuator 5.5mm 230vac 400N,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/28/NW-359428_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Siemens_Acvatix_SAS_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Siemens_SAS-31-61-81_EU-Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/po/rt/Siemens_Acvatix_SAS-SAT_Test_Report.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Siemens_Acvatix_SAS-SAT_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/pd/Siemens_Acvatix_SAS_EPD.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,P304558,Schneider Electric Tac - Forta - M800 actuator valve  24v ac,Schneider Electric,404.21,"Offering 800 N torque, this Schneider Electric Tac Forta M800 valve actuator is controlled by an increase/decrease signal or by a modulating 2 - 10V control signal for faster positioning. The actuator's electronic circuitry ensures that the running time is correct regardless of valve stroke and its working range is automatically adjustable dependent on the stroke of the valve. The electronic circuitry of the actuator adjusts valve end positions. Simple to connect, this actuator can be mounted directly onto TAC's control valves, with no need for a mounting kit.",Heating/Central Heating Controls/Actuator Valves/Actuator Valves.csv -> Schneider Electric Tac - Forta - M800 actuator valve  24v ac,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/58/NW-304558_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/SE_Valv-Actor_Catalogue-2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/SE_M800_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/SE_M800_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,P322123,Honeywell plant valve actuator 20mm stroke 60 secs 24VAC,Honeywell,315.97,The Honeywell ML7420 20mm 60 secs 24VAC plant valve actuator offer 0/2 - 10VDC control of 20mm stroke control valves.,Heating/Central Heating Controls/Actuator Valves/Actuator Valves.csv -> Honeywell plant valve actuator 20mm stroke 60 secs 24VAC,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/23/322123_wm.jpg,,,,,,,24,N,600 N,Visual,Ambient Temperature: -10…50 °C,N/A,60s,0,2…10 Vdc,IP54,ML7420A6025,Linear valve actuator,N,25 V(ac),60 Second runtime,Rated at 600N linear force,IP54 protection class,,,,,,,,,N/A,,,,,
55,P309646,Honeywell M7410E actuator + manual override 24v 0/2-10vdc,Honeywell,167.11,"This compact Honeywell M7410E 300 N modulating linear valve actuator works alongside M30 x 1.5 interface Honeywell valves to provide modulating control. It is suitable for use in fan coil units, induction units, small reheaters and recoolers and can also be used in zone control applications and electronic temperature control systems with hot and/or cold water as the controlled medium. This actuator is fully compatible with all controllers offering 0 - 10V or 2 - 10V output signals.",Heating/Central Heating Controls/Actuator Valves/Actuator Valves.csv -> Honeywell M7410E actuator + manual override 24v 0/2-10vdc,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/96/46/NW-309646_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Honeywell_M7410E_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Honeywell_M7410E_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,P310859,Honeywell M7410E actuator 24v 0/2-10vdc,Honeywell,122.43,"This compact Honeywell M7410E 180 N modulating linear valve actuator works alongside M30 x 1.5 interface Honeywell valves to provide modulating control. It is suitable for use in fan coil units, induction units, small reheaters and recoolers and can also be used in zone control applications and electronic temperature control systems with hot and/or cold water as the controlled medium. This actuator is fully compatible with all controllers offering 0 - 10V or 2 - 10V output signals.",Heating/Central Heating Controls/Actuator Valves/Actuator Valves.csv -> Honeywell M7410E actuator 24v 0/2-10vdc,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/59/NW-310859_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Honeywell_M7410E_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Honeywell_M7410E_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,P621194,Evinox ModuSat 01-1856 24V 0-10V actuator,Evinox,142.95,The Evinox Modusat 01-1856 24V 0 - 10V DN10 - 32 actuator is IP43 protected.,Heating/Central Heating Controls/Actuator Valves/Actuator Valves.csv -> Evinox ModuSat 01-1856 24V 0-10V actuator,,Actuator,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/94/621194_wm.jpg,,,,,,ModuSat,"24 VDC, 0-10V control signal",N,120N,N/A,2.5 / 5.0 / 5.5 mm,N/A,8 s/mm,0.7,0...10V,IP 43,01-1856,Actuator,N,1.5W 2.5VA power,120N force,With 0.7M cable,IP43 protected,,,,,,,,,N/A,,,,,
58,P303889,Siemens Acvatix - SSP 3 position actuator for 50hz,Siemens,70.76,"Intended for small 2.5mm stroke valves, the Siemens Acvatix SSC 160 N electromotoric actuator is suitable for valve type VP47 used for water-side control of hot and cooling water in heating, ventilation and air conditioning systems. Driven by a three position signal, the actuator produces a stroke transmitted to the valve stem.",Heating/Central Heating Controls/Actuator Valves/Actuator Valves.csv -> Siemens Acvatix - SSP 3 position actuator for 50hz,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/89/NW-303889_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Siemens_Acvatix_SSP_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Siemens_SSA-B-P_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/pd/Siemens_SSP_EPD.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Siemens_SSP_Supplier_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Siemens_SSP_EU-Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,P311542,Belimo SMA adjustable modulating damper actuator IP54 20Nm 150s,Belimo,227.0,"With an actuating torque of 20Nm, this Belimo SMA-S modulating damper actuator is suitable for adjusting dampers with a cross section of up to 4M² in technical building installations. Offering straightforward direct mounting on the damper shaft using a universal shaft clamp, this actuator is supplied with an anti-rotation device.",Heating/Central Heating Controls/Actuator Valves/Actuator Valves.csv -> Belimo SMA adjustable modulating damper actuator IP54 20Nm 150s,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/42/NW-311542_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Belimo_SM-A_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Belimo_SM24A-S_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Belimo_SM24A-S_EU-Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,P687499,Johnson Controls VA-7480 proportional actuator 24v,Johnson Controls,141.17,"Suitable for field mounting onto terminal unit valves, this Johnson Controls VA-7480 120 N valve actuator offers proportional control with 0 - 10V position feedback signal in HVAC applications. With its compact design, this actuator is suitable for installation in confined spaces, making it ideal for fan coils, chilled ceilings and manifolds.",Heating/Central Heating Controls/Actuator Valves/Actuator Valves.csv -> Johnson Controls VA-7480 proportional actuator 24v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/99/NW-687499_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/JC_VA-7480_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/JC_VA-7480_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/JC_VA-7482_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/JC_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,P308569,Belimo SRA rotary valve actuator modulating ac 24v 20nm,Belimo,194.6,"Designed for ball valves, this Belimo SRA modulating rotary actuator with 20Nm actuating torque offers simple, direct mounting using just one central screw. The assembly tool is integrated into the plug-in position indication and mounting orientation is selectable in 90° steps. This actuator is connected with a standard modulating signal of 0 - 10 V and drives to the position defined by the positioning signal. Measuring voltage U serves the electrical display of the valve position 0.5 - 100% and acts as a slave control signal for additional actuators.",Heating/Central Heating Controls/Actuator Valves/Actuator Valves.csv -> Belimo SRA rotary valve actuator modulating ac 24v 20nm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/69/NW-308569_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Belimo_SR24A-SR_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Belimo_TR-LR-NR-SR-A_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Belimo_SR24A-SR_EU-Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,P303099,Schneider Electric SmartX - MG350S compact electro-mechanical actuator VZX/MZX valves,Schneider Electric,364.45,"Ideal for mounting in small or awkward spots, this compact Schneider Electric SmartX MG350S 350 N electro-mechanical actuator is designed to control VZX and MZX two way and three way linear globe valves. Designed for applications where speed and thrust demands are relatively small, the SmartX actuator offers fast, easy installation and provides auto stroke calibration on first power up. A removable electrical connector allows wiring to take place ahead of connection to the valve actuator assembly.",Heating/Central Heating Controls/Actuator Valves/Actuator Valves.csv -> Schneider Electric SmartX - MG350S compact electro-mechanical actuator VZX/MZX valves,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/00/NW-303099_303100_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/SE_MG350S_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/SE_Valv-Actor_Catalogue-2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,P312277,Belimo LR rotary valve actuator modulating ad/dc 24v 5nm,Belimo,132.3,"Designed for ball valves, this Belimo LR-A modulating rotary actuator with 5Nm actuating torque offers simple, direct mounting using just one central screw. The assembly tool is integrated into the plug-in position indication and mounting orientation is selectable in 90° steps.",Heating/Central Heating Controls/Actuator Valves/Actuator Valves.csv -> Belimo LR rotary valve actuator modulating ad/dc 24v 5nm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/77/NW-312277_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Belimo_TR-LR-NR-SR-A_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Belimo_LR24A-SR_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Belimo_LR24A-SR_EU-Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
