,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Colour,Hazardous,Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Range,Feature 6,Feature 7,Feature 8,Feature 9
112,P207233,"Myson Premier He SC 2 tapping radiator 27"" x 33""",Myson,315.34,"A simple and sleek design that will suit almost any interior, the Myson Premier HE single convector two tapping horizontal radiator has a smoothly rounded top for a smart finish and extra safety with no sharp edges. Measuring 690 x 844mm, this 3079 BTU/h output radiator offers the ideal blend of good looks, comfort and ease of fitting so it's a popular choice with both homeowners and engineers.","Radiators/Central Heating Radiators/Panel Radiators/Single panel single convector K1 radiators (Type 11)/Single panel single convector K1 radiators (Type 11).csv -> Myson Premier He SC 2 tapping radiator 27"" x 33""",,"Radiator, brackets ;plug ;vent kit",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/e_/11/Myson_Premier HE Type 11_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Premier_HE_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Myson_HeatingSolutions_Brchr_Nov2021.pdf,,,,,,,,,,,,,,,,,,,
113,P271127,Stelrad Compact K1 27 section radiator 450 x 900mm,Stelrad,70.81,"Suitable for domestic or commercial properties, the Stelrad Compact single panel single convector radiator has been designed to take up minimal space and blend seamlessly into interiors. Highly reliable and efficient, this 900 x 450mm radiator is robustly built, with the convector precision-welded onto the waterways. Flexible connection options make installation simple in any space and tough packaging helps your new radiator to reach you in perfect condition with no need to unwrap until fully in-place, minimising the risk of transport or installation hiccups.",Radiators/Central Heating Radiators/Panel Radiators/Single panel single convector K1 radiators (Type 11)/Single panel single convector K1 radiators (Type 11).csv -> Stelrad Compact K1 27 section radiator 450 x 900mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/27/NW-271127_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Compact_Horizontal_Technical.pdf,,,,,,,,,,,,,,,,,,
114,P271309,Stelrad Compact K1 compact radiator 700 x 300mm 1143btu/h,Stelrad,61.19,"A perfect choice for those homes where space is at a premium, the Stelrad Compact K1 radiator measures a slimline 700 x 300mm. Made of robust steel, this radiator packs a heating punch in spite of its smaller size, with outputs of up to 1143 BTU/h.",Radiators/Central Heating Radiators/Panel Radiators/Single panel single convector K1 radiators (Type 11)/Single panel single convector K1 radiators (Type 11).csv -> Stelrad Compact K1 compact radiator 700 x 300mm 1143btu/h,,Compact radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/09/271309_wm.jpg,,,,,,,,Traffic White,N,143648,N,Compact design,Ideal for smaller rooms,Horizontal installation,Steel construction,10 year warranty,,,,,
115,P207141,"Myson Premier HE SC 2 tapping radiator 21"" x 41""",Myson,297.98,"With a design suited to any interior, the Myson Premier HE single convector tapping radiator offers safety, style and comfort all in one. Finished in neat, clean white, this horizontal unit measures 41 x 21"".","Radiators/Central Heating Radiators/Panel Radiators/Single panel single convector K1 radiators (Type 11)/Single panel single convector K1 radiators (Type 11).csv -> Myson Premier HE SC 2 tapping radiator 21"" x 41""",,Single convector tapping radiator;Wall bracket;Air vent,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/41/NW-207141_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Premeir_HE_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/Myson_Declaration_Of_Performance.pdf,,,,,,,,,,,,,,,,,,,
116,P706878,Center Type 11 Single Panel Single Convector Radiator 300 mm x 1200 mm 2235 BTU,Center,69.11,"A high quality radiator with smart contemporary styling to suit any room, the Center Type 21 horizontal radiator has been built using advanced production technology and high quality materials for a robust, reliable unit that will stand up to family life. Measuring 300 x 1200mm, this steel radiator is finished in a smart white powder coating and offers a heat output of 2235 BTU/h for cosy warmth, even in the depths of winter.",Radiators/Central Heating Radiators/Panel Radiators/Single panel single convector K1 radiators (Type 11)/Single panel single convector K1 radiators (Type 11).csv -> Center Type 11 Single Panel Single Convector Radiator 300 mm x 1200 mm 2235 BTU,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/91/706878_706991_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Product Codes Data Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/000136_Center Radiator TDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/da/ta/000189_Center Radiator Spares Data.pdf,,,,,,,,,,,,,,,,,,
117,P271324,Stelrad Compact K1 24 section radiator 700 x 800mm,Stelrad,88.43,"Suitable for domestic or commercial properties, the Stelrad Compact single panel single convector radiator has been designed to take up minimal space and blend seamlessly into interiors. Highly reliable and efficient, this 800 x 700mm radiator is robustly built, with the convector precision-welded onto the waterways. Flexible connection options make installation simple in any space and tough packaging helps your new radiator to reach you in perfect condition with no need to unwrap until fully in-place, minimising the risk of transport or installation hiccups.",Radiators/Central Heating Radiators/Panel Radiators/Single panel single convector K1 radiators (Type 11)/Single panel single convector K1 radiators (Type 11).csv -> Stelrad Compact K1 24 section radiator 700 x 800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/24/NW-271324_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Compact_Horizontal_Technical.pdf,,,,,,,,,,,,,,,,,,
118,P239520,Myson Premier Compact SC compact radiator 600 x 600mm,Myson,140.77,"Smart and stylish, yet traditional in design, the Myson Premier Compact single convector radiator has a smooth round top and compact side panels to the top grille. Perfect for newly renovated period homes yet equally suitable in a contemporary new build, this 600 x 600mm square radiator is finished in crowd-pleasing white.",Radiators/Central Heating Radiators/Panel Radiators/Single panel single convector K1 radiators (Type 11)/Single panel single convector K1 radiators (Type 11).csv -> Myson Premier Compact SC compact radiator 600 x 600mm,,Single convector compact radiator;Air vent ;plug pack;Wall bracket,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/22/NW-239518_239522_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Premeir_Compact_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_ProductRange_Brochure.pdf,,,,,,,,,,,,,,,,,,,
119,P271212,Stelrad Compact 12 sections K1 compact radiator 600 x 400mm,Stelrad,44.86,"Suitable for domestic or commercial properties, the Stelrad Compact single panel single convector radiator has been designed to take up minimal space and blend seamlessly into interiors. Highly reliable and efficient, this 400 x 600mm radiator is robustly built, with the convector precision-welded onto the waterways. Flexible connection options make installation simple in any space and tough packaging helps your new radiator to reach you in perfect condition with no need to unwrap until fully in-place, minimising the risk of transport or installation hiccups.",Radiators/Central Heating Radiators/Panel Radiators/Single panel single convector K1 radiators (Type 11)/Single panel single convector K1 radiators (Type 11).csv -> Stelrad Compact 12 sections K1 compact radiator 600 x 400mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/12/NW-271212_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Compact_Horizontal_Technical.pdf,,,,,,,,,,,,,,,,,,
120,P236036,Myson Select Compact SC compact radiator 500 x 1000mm,Myson,93.52,"Neatly designed to suit all interiors, the Myson Select Compact single convector radiator is ideal for the eco-friendly modern home. This lightweight 1000 x 500mm horizontal radiator is not only manufactured using less steel than comparable units, it also delivers high outputs while minimising water use, helping homeowners to reduce the carbon footprint of their heating system.",Radiators/Central Heating Radiators/Panel Radiators/Single panel single convector K1 radiators (Type 11)/Single panel single convector K1 radiators (Type 11).csv -> Myson Select Compact SC compact radiator 500 x 1000mm,,Single convector compact radiator;Fixing brackets;Air vent ;plug pack,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/36/NW-236030_236036_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Select_Compact_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/Myson_Declaration_Of_Performance.pdf,,,,,,,,,,,,,,,,,,,
121,P243481,Stelrad Vita Compact K1 radiator 700 x 500mm,Stelrad,59.52,"The Stelrad Vita Compact single panel rectangular radiator is perfect for homes where space is at a premium. With its reduced dimensions, sleek design and 1795 BTU/h heat output, this compact radiator is designed to be unobtrusive even in the smallest of spaces. Powder-coated steel finished in bright Traffic White, the classic lines and neat finish of the Vita Compact make it a real crowd pleaser.",Radiators/Central Heating Radiators/Panel Radiators/Single panel single convector K1 radiators (Type 11)/Single panel single convector K1 radiators (Type 11).csv -> Stelrad Vita Compact K1 radiator 700 x 500mm,,Compact radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/42/243454_243542_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_Vita_Series_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Vita_Compact_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vita_Compact_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Vita Series_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_VITA_Brochure.pdf,,,,,,,,,,,,,,,,
122,P236033,Myson Select Compact SC compact radiator 500 x 700mm,Myson,65.87,"Neatly designed to suit all interiors, the Myson Select Compact single convector radiator is ideal for the eco-friendly modern home. This lightweight 700 x 500mm horizontal radiator is not only manufactured using less steel than comparable units, it also delivers high outputs while minimising water use, helping homeowners to reduce the carbon footprint of their heating system.",Radiators/Central Heating Radiators/Panel Radiators/Single panel single convector K1 radiators (Type 11)/Single panel single convector K1 radiators (Type 11).csv -> Myson Select Compact SC compact radiator 500 x 700mm,,Single convector compact radiator;Fixing brackets;Air vent ;plug pack,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/36/NW-236030_236036_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Select_Compact_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/Myson_Declaration_Of_Performance.pdf,,,,,,,,,,,,,,,,,,,
123,P224145,Myson Premier Metric SC 4 tapping radiator 600 x 1000mm,Myson,117.18,"Free of sharp edges, the smooth Myson Premier Metric single convector radiator is beautifully designed to suit modern and traditional interiors alike. Measuring 1000 x 600mm, this sleek horizontal unit is finished in classic white.",Radiators/Central Heating Radiators/Panel Radiators/Single panel single convector K1 radiators (Type 11)/Single panel single convector K1 radiators (Type 11).csv -> Myson Premier Metric SC 4 tapping radiator 600 x 1000mm,,Single convector tapping radiator;Fixing brackets;Air vent ;plug pack,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/46/NW-224138_224146_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/Myson_Declaration_Of_Performance.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Premier_Metric_Technical.pdf,,,,,,,,,,,,,,,,,,,
124,P271336,Stelrad Compact K1 36 section radiator 700 x 1200mm,Stelrad,123.95,"Suitable for domestic or commercial properties, the Stelrad Compact single panel single convector radiator has been designed to take up minimal space and blend seamlessly into interiors. Highly reliable and efficient, this 1200 x 700mm radiator is robustly built, with the convector precision-welded onto the waterways. Flexible connection options make installation simple in any space and tough packaging helps your new radiator to reach you in perfect condition with no need to unwrap until fully in-place, minimising the risk of transport or installation hiccups.",Radiators/Central Heating Radiators/Panel Radiators/Single panel single convector K1 radiators (Type 11)/Single panel single convector K1 radiators (Type 11).csv -> Stelrad Compact K1 36 section radiator 700 x 1200mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/36/NW-271336_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Compact_Horizontal_Technical.pdf,,,,,,,,,,,,,,,,,,
125,P207002,"Myson Premier HE SC 2 tapping radiator 12"" x 15""",Myson,99.49,"With a design suited to any interior, the Myson Premier HE single convector tapping radiator offers safety, style and comfort all in one. Finished in neat, clean white, this horizontal unit measures 15 x 12"".","Radiators/Central Heating Radiators/Panel Radiators/Single panel single convector K1 radiators (Type 11)/Single panel single convector K1 radiators (Type 11).csv -> Myson Premier HE SC 2 tapping radiator 12"" x 15""",,Single convector tapping radiator;Wall bracket;Air vent,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/02/NW-207002_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Premeir_HE_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/Myson_Declaration_Of_Performance.pdf,,,,,,,,,,,,,,,,,,,
126,P200121,Stelrad Elite K1 21 section radiator 450 x 700mm,Stelrad,46.65,"Offering the brand's best ever quality and performance, the Stelrad Elite single panel single convector radiator provides improved outputs for even more impressive heating performance. With a symmetrical convector, this 700 x 450mm radiator can be mounted either way up, for the ultimate in flexibility of siting, while a TBOE connection ensures high levels of efficiency and economy, a must for commercial applications. The Elite's convector is precision-welded directly onto the waterways while all tappings are well-aligned, with robust nickel-plated plugs and vents and quality EPDM O-rings for reliability and longevity. Manufactured with high definition pressings, this radiator promises smooth edges and corners and a run-free, two-coat paint finish that won't let your decor down. Wrapped in tough packaging, every Stelrad radiator reaches its destination in pristine condition, with unwrapping required only after installation, removing the risk of last-minute scrapes and chips.",Radiators/Central Heating Radiators/Panel Radiators/Single panel single convector K1 radiators (Type 11)/Single panel single convector K1 radiators (Type 11).csv -> Stelrad Elite K1 21 section radiator 450 x 700mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/21/NW-200121_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Series_Elite_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,,,,,,,,,,,,,,,,,,,
127,P243465,Stelrad Vita Compact K1 radiator 450 x 1400mm,Stelrad,97.81,"The Stelrad Vita Compact single panel rectangular radiator is perfect for homes where space is at a premium. With its reduced dimensions, sleek design and 3420 BTU/h heat output, this compact radiator is designed to be unobtrusive even in the smallest of spaces. Powder-coated steel finished in bright Traffic White, the classic lines and neat finish of the Vita Compact make it a real crowd pleaser.",Radiators/Central Heating Radiators/Panel Radiators/Single panel single convector K1 radiators (Type 11)/Single panel single convector K1 radiators (Type 11).csv -> Stelrad Vita Compact K1 radiator 450 x 1400mm,,Compact radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/42/243454_243542_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_Vita_Series_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Vita_Compact_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vita_Compact_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Vita Series_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_VITA_Brochure.pdf,,,,,,,,,,,,,,,,
128,P271142,Stelrad Compact K1 42 section radiator 450 x 1400mm,Stelrad,101.44,"Suitable for domestic or commercial properties, the Stelrad Compact single panel single convector radiator has been designed to take up minimal space and blend seamlessly into interiors. Highly reliable and efficient, this 1400 x 450mm radiator is robustly built, with the convector precision-welded onto the waterways. Flexible connection options make installation simple in any space and tough packaging helps your new radiator to reach you in perfect condition with no need to unwrap until fully in-place, minimising the risk of transport or installation hiccups.",Radiators/Central Heating Radiators/Panel Radiators/Single panel single convector K1 radiators (Type 11)/Single panel single convector K1 radiators (Type 11).csv -> Stelrad Compact K1 42 section radiator 450 x 1400mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/42/NW-271142_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Compact_Horizontal_Technical.pdf,,,,,,,,,,,,,,,,,,
129,P207006,"Myson Premier HE SC 2 tapping radiator 12"" x 47""",Myson,249.28,"With a design suited to any interior, the Myson Premier HE single convector tapping radiator offers safety, style and comfort all in one. Finished in neat, clean white, this horizontal unit measures 47 x 12"".","Radiators/Central Heating Radiators/Panel Radiators/Single panel single convector K1 radiators (Type 11)/Single panel single convector K1 radiators (Type 11).csv -> Myson Premier HE SC 2 tapping radiator 12"" x 47""",,Single convector tapping radiator;Wall bracket;Air vent,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/06/NW-207006_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Premeir_HE_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/Myson_Declaration_Of_Performance.pdf,,,,,,,,,,,,,,,,,,,
130,P271224,Stelrad Compact 24 sections K1 compact radiator 600 x 800mm,Stelrad,71.39,"Suitable for domestic or commercial properties, the Stelrad Compact single panel single convector radiator has been designed to take up minimal space and blend seamlessly into interiors. Highly reliable and efficient, this 800 x 600mm radiator is robustly built, with the convector precision-welded onto the waterways. Flexible connection options make installation simple in any space and tough packaging helps your new radiator to reach you in perfect condition with no need to unwrap until fully in-place, minimising the risk of transport or installation hiccups.",Radiators/Central Heating Radiators/Panel Radiators/Single panel single convector K1 radiators (Type 11)/Single panel single convector K1 radiators (Type 11).csv -> Stelrad Compact 24 sections K1 compact radiator 600 x 800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/24/NW-271224_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Compact_Horizontal_Technical.pdf,,,,,,,,,,,,,,,,,,
131,P200318,Stelrad Elite K1 18 section radiator 700 x 600mm,Stelrad,58.35,"Offering the brand's best ever quality and performance, the Stelrad Elite single panel single convector radiator provides improved outputs for even more impressive heating performance. With a symmetrical convector, this 600 x 700mm radiator can be mounted either way up, for the ultimate in flexibility of siting, while a TBOE connection ensures high levels of efficiency and economy, a must for commercial applications. The Elite's convector is precision-welded directly onto the waterways while all tappings are well-aligned, with robust nickel-plated plugs and vents and quality EPDM O-rings for reliability and longevity. Manufactured with high definition pressings, this radiator promises smooth edges and corners and a run-free, two-coat paint finish that won't let your decor down. Wrapped in tough packaging, every Stelrad radiator reaches its destination in pristine condition, with unwrapping required only after installation, removing the risk of last-minute scrapes and chips.",Radiators/Central Heating Radiators/Panel Radiators/Single panel single convector K1 radiators (Type 11)/Single panel single convector K1 radiators (Type 11).csv -> Stelrad Elite K1 18 section radiator 700 x 600mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/18/NW-200318_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Series_Elite_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,,,,,,,,,,,,,,,,,,,
132,P207121,"Myson Premier HE SC 2 tapping radiator 21"" x 21""",Myson,159.99,"With a design suited to any interior, the Myson Premier HE single convector tapping radiator offers safety, style and comfort all in one. Finished in neat, clean white, this square unit measures 21 x 21"".","Radiators/Central Heating Radiators/Panel Radiators/Single panel single convector K1 radiators (Type 11)/Single panel single convector K1 radiators (Type 11).csv -> Myson Premier HE SC 2 tapping radiator 21"" x 21""",,Single convector tapping radiator;Wall bracket;Air vent,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/21/NW-207121_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Premeir_HE_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/Myson_Declaration_Of_Performance.pdf,,,,,,,,,,,,,,,,,,,
