,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Range,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Pack Type,Application,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Range For Use With,Boiler Section,Boiler Range,Colour,Volume,Physical State / Form,Feature 12,Pack Quantity,Feature 13,Feature 14,Feature 15,Weight,Connection Size,Connection Type
160,PM12584,JET Range Mag reusable filter bag 1 micron,JET Range,150.1,This reusable JET Range Mag 1 micron filter bag is for use with a side stream system hub filter.,Heating/Water Treatment Products/Water Treatment Products.csv -> JET Range Mag reusable filter bag 1 micron,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/89/NW-M12584_M12589_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/M12578_M12590_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Jet_Mag_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/M12578_M12590_JetRange_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/M12578_M12590_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JET_M12578-M12579-M12580_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PB98699,Center CB water softener salt tablets bag 25kg,Center CB,24.47,"Bring domestic and small commercial water softeners back to life with Center CB Aquasol water softener salt tablets, formulated to efficiently soften water while treating hard water. Supplied in a 25kg bag, these tablets offer numerous benefits, including the prevention of limescale, which can help your clients to save money on maintenance and extend the life of appliances, showers and hot water and heating systems. Pure and high-quality, these pillow-shaped briquettes are compressed from fine salt and have been designed to minimise breakage and chipping while fully dissolving with no bridging in the salt reservoir.",Heating/Water Treatment Products/Water Treatment Products.csv -> Center CB water softener salt tablets bag 25kg,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/99/NW-B98699_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/CenterCB_BritishSalt_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Aquasol_BritishSalt_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,P607990,Adey MC1+ central heating protector 500ml 3 pack promotions,Adey,39.75,"Supplied in a 500ml bottle, this Adey MC1+ protector effectively protects from the damage caused by scale and corrosion. Preventing the build-up of magnetite and other debris that can cause problems in your heating system, MC1+ helps to improve efficiency, reduce waste and extend the working life of your heating system.",Heating/Water Treatment Products/Water Treatment Products.csv -> Adey MC1+ central heating protector 500ml 3 pack promotions,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/71/NW-608071_wm.jpg,,,,,,,,MC1+,N,607990 PK,Protector,N,Protects against corrosion and scale,Maintains heating efficiency,Bottle,Suitable for Central Heating Systems,Helps reduce heating costs,Reduces maintenance,Extends central heating system's lifespan,For mild steel protection,Compatible with all metals,Part L Building Regulations compliant,,,,,,,,,,,,,,,,,
163,PM10752,JET Range A&D M10752 air and dirt separator flange 50mm,JET Range,614.46,"Fitted with 50mm flanged connections, this Jet Range air and dirt separator is designed for use in sealed heating and cooling systems. Removing air and dirt from the system, this separator protects against the damage that can be caused by particle deposits or by dissolved or undissolved air.",Heating/Water Treatment Products/Water Treatment Products.csv -> JET Range A&D M10752 air and dirt separator flange 50mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/57/M10752_M10757_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Jet_Air-Dirt_Separator_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PM12579,"JET Range Mag side stream system hub 1""",JET Range,1733.38,"The magnetic JET Range Mag 1"" side stream system hub contains a magnetic dirt separator with integral filter basket, an automatic air vent, manual air venting point, a draining valve and a chemical dosing point. This hub can help improve the efficiency of industrial and commercial systems by removing damaging particles of corrosion and other debris, which can form during the day-to-day operation of a heating or cooling system.","Heating/Water Treatment Products/Water Treatment Products.csv -> JET Range Mag side stream system hub 1""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/80/NW-M12578_M12580_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/M12578_M12590_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Jet_Mag_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/M12578_M12590_JetRange_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/M12578_M12590_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JET_M12578-M12579-M12580_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PM10757,JET Range A&D M10757 air and dirt separator flange 150mm,JET Range,1310.84,"Fitted with 150mm flanged connections, this Jet Range air and dirt separator is designed for use in sealed heating and cooling systems. Removing air and dirt from the system, this separator protects against the damage that can be caused by particle deposits or by dissolved or undissolved air.",Heating/Water Treatment Products/Water Treatment Products.csv -> JET Range A&D M10757 air and dirt separator flange 150mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/57/M10752_M10757_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Jet_Air-Dirt_Separator_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PM12580,"JET Range Mag side stream system hub 2""",JET Range,2055.47,"The magnetic JET Range Mag 2"" side stream system hub contains a magnetic dirt separator with integral filter basket, an automatic air vent, manual air venting point, a draining valve and a chemical dosing point. This hub can help improve the efficiency of industrial and commercial systems by removing damaging particles of corrosion and other debris, which can form during the day-to-day operation of a heating or cooling system.","Heating/Water Treatment Products/Water Treatment Products.csv -> JET Range Mag side stream system hub 2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/80/NW-M12578_M12580_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/M12578_M12590_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Jet_Mag_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/M12578_M12590_JetRange_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/M12578_M12590_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JET_M12578-M12579-M12580_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,P608000,Adey MC1+/MC3+ central heating protector and cleaner 500ml (2),Adey,23.97,"Offering strong protection against corrosion and scale, Adey MC1+/MC3+ protector and cleaner formula has been stringently tested in Adey's own fully accredited laboratory. A single bottle of this high power formula can protect a system of 125L or up to 15 radiators.",Heating/Water Treatment Products/Water Treatment Products.csv -> Adey MC1+/MC3+ central heating protector and cleaner 500ml (2),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/00/NW-608000_wm.jpg,,,,,,,,MC1+/MC3+,N,608000 PK,Protector and Cleaner,N,Protects against corrosion and scale,Increased strength high-performance inhibitor,Bottle,,Maintains heating efficiency,Highly concentrated formula treats 125L,Removes sludge and debris,Restores heating efficiency,,,,,,,,,,,,,2,,,,,,
168,P609946,Center heating system cleaner 500ml,Center,40.07,A 500ml supply of Center heating system cleaner.,Heating/Water Treatment Products/Water Treatment Products.csv -> Center heating system cleaner 500ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/-1/609939-1_wm.jpg,,,,,,,,,N,609946 PK,Cleaner,N,High performance chemical cleaner,"Removes sludge, debris and scale",,,Restores heating efficiency of existing systems,Treats 100 litres,Suitable for all heating systems,Environmentally friendly,,,,,,,,,,,,,,,,,,,
169,P120068,Glow-worm system filter,Glow-worm,150.27,"Fitting horizontally onto pipework, the Glow-worm Power system filter is suitable for installation in tight spaces, discreetly fitting in close to a boiler's underside. Made of attractive, high-quality brass, this filter is designed to blend seamlessly with existing Glow-worm products.",Heating/Water Treatment Products/Water Treatment Products.csv -> Glow-worm system filter,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/68/NW-120068_wm.jpg,,,,,,,,Power,N,0010035820,System Filter,N,Designed to be sited horizontally,Discreet fit saves space,,Suitable for Boilers,Compact design,High quality brass body matches Glow-worm portfolio,Easily dismantled at the middle and magnet sheath removed,Faster removal of dirt,,,,,,,,,,,,,,,,,,,
170,P606011,Fernox TF1 filter with valve connections 22mm pack,Fernox,81.75,"Easy to install, the Fernox TF1 Omega 22mm filter with valve connections is a fully sealed, in-line system filter with a compact design ideal for fitting into restricted spaces. An award-winning design, this filter is manufactured in a tough nickel-plated brass and harnesses the power of hydronic particle separation (HPS) technology while also using magnetic filtration to remove magnetic and-non magnetic debris from a central heating system for improved efficiency and longevity. Maintenance of the Omega filter is simple with no need to dismantle the unit or replace O-rings when carrying out a service.",Heating/Water Treatment Products/Water Treatment Products.csv -> Fernox TF1 filter with valve connections 22mm pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/57/NW-608957_wm.jpg,,,,,,,,TF1,N,606011 PK,Omega Filter,N,High capacity,Compact design ideal for smaller spaces,,Suitable for Central Heating Systems,Includes valves,Designed for easy installation,Fits onto horizontal and vertical pipework in both flow directions,Operates at 45° angle,Unique action removes magnetic and non-magnetic contaminants,Robust nickel-plated forged brass construction,Powerful neodymium magnet assembly,Unique manifold with double radial seals,Manifold offers multiple orientation options,,,,,,,,,,,,,,
171,PG40386,Liff Limebeater electrolytic filter compression fitting 15mm (1),Liff,41.72,"The Liff Limebeater 2 Compact from LIFF uses electrolytic principles, designed for easy installation into existing, or new installations. Due to its compact size, and high quality finish, the Limebeater is ideal for use in restricted spaces, and where the finished installation is visible for the user to see. This electrolytic inhibitor requires no chemicals, or power supply, and is both environmentally friendly, and maintenance free. The scale reducer works by changing the structure of the hardness salts, inducing coagulation, and providing benefits to a range of appliances and as a result, provides protection for the whole house against scale, providing a more efficient central heating system. A more efficient system allows for a warmer, longer life boiler system, allowing for lower fuel bills and less maintenance costs. As well as your heating system, the LimeBeater will help protect household, kitchen and bathroom appliances from limescale build up, such as kettles and showers.",Heating/Water Treatment Products/Water Treatment Products.csv -> Liff Limebeater electrolytic filter compression fitting 15mm (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/87/NW-G40386_G40387_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Liff_Water_Treatment_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PB68698,Bwt Luxury Water WS555 water softener 14ltr,Bwt,770.89,"Developed specifically for use in UK home plumbing systems, BWT Luxury Water softeners are simple to install, highly efficient and fully automatic. Easy to live with, the BWT Luxury Water range incorporates smart water monitoring for better efficiency and control. BWT WS555 is a 14L water softener pack.",Heating/Water Treatment Products/Water Treatment Products.csv -> Bwt Luxury Water WS555 water softener 14ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/98/NW-B68697_B68698_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Liff_WaterSoftner_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/BWT_Product_Guide_2020_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PP12995,JET Range JCO40 heavy duty cleaner 10 ltr,JET Range,298.88,"Quickly cleaning heating, chilled and condenser systems, JET Heavy Duty cleaner effectively does away with the stubborn sludge, scale and other debris that can damage a system and reduce efficiency. The liquid can be left inside a system for up to seven days where it works hard on oils, flux and much more, before draining, flushing and refilling with new, clean water. After treatment, immediate dosing of JET's System Protector is advised for long lasting protection against damage.",Heating/Water Treatment Products/Water Treatment Products.csv -> JET Range JCO40 heavy duty cleaner 10 ltr,,10 Litres,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/95/P12995_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/P12995_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PP12993,JET Range JCO35 leave-in cleaner 10 ltr,JET Range,238.24,"Lifting and mobilising magnetic and non-magnetic contaminants, JET Leave-In Cleaner tackles even the toughest biofilms. Suitable for use on any heating, chilled or condenser system with a magnetic or non-magnetic filter, the cleaner promotes the capture of damaging debris. Additionally, it contains JET's System Protector, an inhibitor that passivates and protects bare metals, ensuring delicate components are well cared for during cleaning.",Heating/Water Treatment Products/Water Treatment Products.csv -> JET Range JCO35 leave-in cleaner 10 ltr,,10 Litres,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/93/P12993_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/P12993_P12994_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PM12590,JET Range Mag nitrile insulation jacket,JET Range,308.61,A JET Range Mag insulation jacket for use with a side stream system hub filter.,Heating/Water Treatment Products/Water Treatment Products.csv -> JET Range Mag nitrile insulation jacket,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/90/NW-M12590_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/M12578_M12590_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/M12578_M12590_JetRange_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/M12578_M12590_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JET_M12578-M12579-M12580_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,P608205,"MagnaClean DRX magnetic filter 3""",MagnaClean,1971.89,"Protecting commercial heating systems, the MagnaClean DRX 3"" magnetic filter removes debris and black iron oxide sludge. This compact filter incorporates a design based on industry-proven magnetic filtration technologies and components. It consists of an innovative magnetic belt made up of high-performing neodymium magnets which have been wrapped around a robust, precision-engineered stainless steel canister.","Heating/Water Treatment Products/Water Treatment Products.csv -> MagnaClean DRX magnetic filter 3""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/05/NW-608203_608205_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/MagnaClean_DRX_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,P608004,Adey VibraClean radiator agitator,Adey,93.05,"There's no need to remove radiators with this Adey VibraClean radiator agitator, which frees up sludge, hardened deposits and blockages. Used alongside MagnaCleanse Rapid Flush Filter, VibraClean makes the system cleaning process faster and helps to achieve a higher quality system flush. This smart system can remove more system damaging sludge in 20 seconds than 30 minutes of traditional power-flushing.",Heating/Water Treatment Products/Water Treatment Products.csv -> Adey VibraClean radiator agitator,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/04/NW-608004_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Adey_VibraClean_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,P608177,Fernox Solar S1 solar inhibitor 10ltr,Fernox,57.69,"Fernox Solar S1 inhibitor, supplied in a 10L drum, is a heat transfer fluid used to protect solar thermal heating systems working at elevated temperatures. Effective in its gaseous and liquid state, S1 operates in temperatures of over 180°C.",Heating/Water Treatment Products/Water Treatment Products.csv -> Fernox Solar S1 solar inhibitor 10ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/77/NW-608177_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Fernox_57675_Safetydatasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Fernox_57675_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ds/22/Alpha_SDS22.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,P609291,Adey MC10+ Rapide MC10+ underfloor heating biocide 300ml (1),Adey,22.5,"Ultra-concentrated, Adey MC10+ underfloor heating biocide, supplied in a 300ml canister, has a dual formula to deal with algae and biological contamination in your underfloor heating system. Formulated with two active ingredients, MC10+ is more effective than a single biocide, providing additional protection from potential UFH problems.",Heating/Water Treatment Products/Water Treatment Products.csv -> Adey MC10+ Rapide MC10+ underfloor heating biocide 300ml (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ad/ey/609291 adey_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Adey_RapideBiocide_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,P609313,Adey Commercial Water diagnostics test kit,Adey,70.63,"A premium water testing service, the Adey System Diagnostics Test Kit is designed for use by contractors and facility and commercial plant room managers requiring active testing and monitoring of the water used in heating and chilled systems. Testing for common commercial water quality issues, this service provides more than simple validation of system cleaning, flushing and inhibitor dosing, giving users actionable diagnostics and advice. Testing for pH, suspended and dissolved solids, chloride, aluminium, copper, iron, zinc, molybdate, sodium nitrite and conductivity, analysis takes place at UKAS accredited laboratories. Accredited test reports are supplied by Alpha Scientific within 72 hours of sample receipt with the option to discuss results and recommendations with the team in detail. Adey's analysis service can help you to build an ongoing programme of system maintenance and servicing using chemical water treatment, air removal and system filtration for long term improvements to your system's health an",Heating/Water Treatment Products/Water Treatment Products.csv -> Adey Commercial Water diagnostics test kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/13/609313_wm.jpg,,,,,,,,Commercial Water,N,CP1-03-06460,Diagnostics Test Kit,N,Accurate indicators of system health,2x 150ml water sample bottles for samples from different areas,,Commercial heating & chilled system process water analysis,"Results from independent, UKAS accredited laboratories","Quick, accurate and reliable testing",Offers 11x system water health-check parameters,Includes pre-paid Royal Mail 1st Class postage to lab,72-hour test report turnaround upon receipt,Secure online system diagnostics test portal,Online management of test submissions,View sample progress online,Download test reports and view test report history online,,,,,,,Access to online portal can be granted to others,,Direct access to discuss test results,Adey can advise on remedial actions,Testing complies with BSRIA guidance BG29/2021 Table 4 & 5 & BG50/2021 Table 1,,,
181,P608030,"Adey MagnaClean Commercial industrial filter 2""",Adey,2481.45,"Available in five sizes, the Adey MagnaClean Commercial industrial filter protects from the damage caused by system debris, offering suitability for all systems, from light commercial to heavy-duty industrial. This MagnaClean Commercial filter is supplied in a 2"" size.","Heating/Water Treatment Products/Water Treatment Products.csv -> Adey MagnaClean Commercial industrial filter 2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/32/NW-608030_608032_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Adey_MagnaClean_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,P608017,Adey MagnaCleanse MACK01 Complete Magnacleanse Solution,Adey,408.07,"Making the flushing of central heating systems faster and more effective, the Adey MagnaCleanse flushing system kit contains a filter, connectors and a drain valve. Removing virtually all black iron oxide in a single job, this kit is also capable of reducing standard power flushing times by up to two-thirds, with some central heating systems flushed in just two hours. Designed for ongoing protection, this kit helps to maximise your system's lifespan with Adey’s VirbraClean technology agitating magnetite sludge so the maximum amount of iron oxide flows out and into the MagnaCleanse Rapid Flush filter.",Heating/Water Treatment Products/Water Treatment Products.csv -> Adey MagnaCleanse MACK01 Complete Magnacleanse Solution,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/17/NW-608017_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Adey_MagnaCleanse_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,P609948,Center heating system cleaner 500ml,Center,82.06,A 500ml supply of Center heating system cleaner.,Heating/Water Treatment Products/Water Treatment Products.csv -> Center heating system cleaner 500ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/-1/609939-1_wm.jpg,,,,,,,,,N,609948 PK,Cleaner,N,High performance chemical cleaner,"Removes sludge, debris and scale",,,Restores heating efficiency of existing systems,Treats 100 litres,Suitable for all heating systems,Environmentally friendly,,,,,,,,,,,,,,,,,,,
184,P171300,Calmag CalCombi PF water conditioner 15/22mm,Calmag,42.53,"Combining magnetic and electrolytic technology, the Calmag CalCombi 15/22mm scale inhibitor provides highly effective protection from the damage that can be caused by hard scale.",Heating/Water Treatment Products/Water Treatment Products.csv -> Calmag CalCombi PF water conditioner 15/22mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/00/NW-171300_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Calmag_CalCombi_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Calmag_Scale inhibitor_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CalMag_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PB98723,Monarch Water Ultimate Ultra HE twin tank duplex series dual power water softener,Monarch Water,745.32,"Supplying twice the contact time for even softer water, the Monarch Water Ultra HE water softener is built with a twin tank duplex Sof'N'Polish system. Using unique resin beads with a large surface area and tablet or block salt, this softener offers a greater capacity per regeneration compared to other resin systems, with Opti-Brining technology reducing waste by regenerating only used resin. For extra efficiency, the Ultra HE has a Customer Protect Programme (CPP) that not only learns and acts on usage patterns to save water and salt, automatically adjusting to BST/GMT time changes, but that also detects leaks, allowing for fast repair action to be taken. Fitting to 15mm or 22mm systems and suitable for combi boilers or pressurised unvented systems, the Ultra HE comes with an installation kit including a Hi-flow Rapid-Fit bypass meaning up to 80% fewer installation components are needed.",Heating/Water Treatment Products/Water Treatment Products.csv -> Monarch Water Ultimate Ultra HE twin tank duplex series dual power water softener,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/23/NW-B98723_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Monarch_Water_UltraPremioHE_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Monarch_Water_UltraPremioHE_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
