,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Range,Voltage (V),Warranty,Weight,Hazardous,Depth (mm),Mounting Type,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Feature 7,Feature 8,Attachment 5,Pack Quantity,Capacity Litre,Refrigerant Suitability
61,P635064,Vaillant Renewables Accessory 0020173592 wall bracket for expansion vessel,Vaillant,43.05,A useful Vaillant flexoTHERM expansion vessel mounting bracket designed to securely hold a flexoTHERM expansion vessel and cap valve.,Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pump Parts & Accessories/Air Source Heat Pump Parts & Accessories.csv -> Vaillant Renewables Accessory 0020173592 wall bracket for expansion vessel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/64/635064_wm.jpg,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_Planning_Module_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Vaillant_Solar_Thermal_System_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_flexoTHERM_HP_Brochure.pdf,,,,,,,
62,P613544,Diversitech SpeediChannel 230-CP4 connection piece 105 mm,Diversitech,3.83,"Used to join two pieces of channel of the same size, this DiversiTech SpeediChannel 230-CP4 105mm union coupling is individually packed complete with screws for easy fitting.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pump Parts & Accessories/Air Source Heat Pump Parts & Accessories.csv -> Diversitech SpeediChannel 230-CP4 connection piece 105 mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/44/613544_wm.jpg,SpeediChannel,,,,N,,,230-CP4,,N,PVC construction,UV-resistant to resist fading and damage,Paintable finish,Includes stainless steel screws,,,,,,,,,,,,
63,P444905,Bosch storage heat pump cylinder 210ltr Green,Bosch,1184.37,"Designed for use with Compress heat pumps, the Bosch Green 210L storage heat pump cylinder provides fast reheat times and high levels of heat retention for on-demand hot water, no waiting. Tested along with the Compress 7000 range, this efficient cylinder is a tried and tested choice for reliable hot water.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pump Parts & Accessories/Air Source Heat Pump Parts & Accessories.csv -> Bosch storage heat pump cylinder 210ltr Green,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/05/444905_wm.jpg,,,5 years comoponents/25 years on the basic vessel,60 kg,N,,,7733601334,Cylinder,N,Compatible with Compress 7000 and 7400 series heat pumps,ErP Class C efficiency,Good reheat and heat retention,Green shell,"25 year warranty on vessel, 5 years on components",,,,,,,,,,210 l,
64,P506192,Intatec 28mm fill and flush valve,Intatec,41.27,"This Intatec 28mm fill and flush ball valve is a valuable addition to any ASHP system, allowing for both filling and flushing tasks through a single convenient fitting.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pump Parts & Accessories/Air Source Heat Pump Parts & Accessories.csv -> Intatec 28mm fill and flush valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/92/506192_wm.jpg,,N/A,2 years,13.4KG,N,45,Pipework,INFAF28,Heat Pump,N,For easy filling and flushing,With end caps,Brass construction,2 year warranty,,,,,,,,,,,,
65,P635927,Grant Aerona HPID10R32 R32 remote control kit,Grant,295.72,"An alternative controller for Aerona³ heat pumps, the Grant Aerona HPID10R32 R32 remote control kit is a compact wall-mounted unit offering an intuitive interface via which core ASHP parameters can be set, viewed and adjusted. Allowing both the homeowner and the heating engineer to access operating functions, this kit is compatible with a separate Grant brand timer used for hot water settings while a programmer or room thermostat is put in control of heating settings.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pump Parts & Accessories/Air Source Heat Pump Parts & Accessories.csv -> Grant Aerona HPID10R32 R32 remote control kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/27/635927_wm.jpg,Aerona,N/A,1 year minimum (Subject to T&C's),41kg,N,225,N/A,HPIDR32CON10,ASHP Remote Control,N,White casing to suit most homes,Wall-mounted installation,Allows engineer to view and set functions remotely,"1 year warranty minimum, subject to T&Cs",,,,,,,,,,,,
66,P613548,Diversitech SpeediChannel 230-D4A duct 2 M 105 mm,Diversitech,20.88,"Measuring 6 1/2ft in length, this DiversiTech SpeediChannel 230-D4A 105mm lineset cover channel is supplied with a pack of SpeediClips for ease of fitting.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pump Parts & Accessories/Air Source Heat Pump Parts & Accessories.csv -> Diversitech SpeediChannel 230-D4A duct 2 M 105 mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/48/613548_wm.jpg,SpeediChannel,,,,N,,,230-D4,,N,PVC construction,UV-resistant to resist fading and damage,Paintable finish,SpeediClip slides into place on railing moulding into interior of Speedichannel,Suitable for one person installation,,,,,,,,,,,
67,P613566,Diversitech SpeediChannel 230-FB3 flat bend 90 degree 70 mm,Diversitech,5.22,"Made of UV-resistant PVC for a long usable life, the DiversiTech SpeediChannel 230-FB3 70mm 90° flat bend routes a lineset around an obstacle where required. Individually packed, this elbow is supplied with screws for ease of fixing.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pump Parts & Accessories/Air Source Heat Pump Parts & Accessories.csv -> Diversitech SpeediChannel 230-FB3 flat bend 90 degree 70 mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/66/613566_wm.jpg,SpeediChannel,,,,N,,,230-FB3,,N,PVC construction,UV-resistant to resist fading and damage,Paintable finish,Includes stainless steel screws,,,,,,,,,,,,
68,P613546,Diversitech SpeediChannel 230-D3A duct 2 M 70 mm,Diversitech,16.66,"Measuring 6 1/2ft in length, this DiversiTech SpeediChannel 230-D3A 70mm lineset cover channel is supplied with a pack of SpeediClips for ease of fitting.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pump Parts & Accessories/Air Source Heat Pump Parts & Accessories.csv -> Diversitech SpeediChannel 230-D3A duct 2 M 70 mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/46/613546_wm.jpg,SpeediChannel,,,,N,,,230-D3,,N,PVC construction,UV-resistant to resist fading and damage,Paintable finish,SpeediClip slides into place on railing moulding into interior of Speedichannel,Suitable for one person installation,,,,,,,,,,,
69,P613559,Diversitech SpeediChannel 230-EB3W inside elbow 90 degree 70 mm White,Diversitech,4.66,"Made of UV-resistant PVC for a long usable life, the DiversiTech SpeediChannel 230-EB3W 70mm inside elbow routes a lineset around an inside corner. Individually packed, this elbow is supplied with screws for ease of fixing.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pump Parts & Accessories/Air Source Heat Pump Parts & Accessories.csv -> Diversitech SpeediChannel 230-EB3W inside elbow 90 degree 70 mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/59/613559_wm.jpg,SpeediChannel,,,,N,,,230-EB3W,,N,PVC construction,UV-resistant to resist fading and damage,Paintable finish,Includes stainless steel screws,White colour,,,,,,,,,,,
70,P419948,Alpha anti-vibration mounting feet,Alpha,56.7,"Made of recycled rubber, these Alpha 100mm height anti-vibration mounting feet provide sturdy installation while also reducing noise and vibration.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pump Parts & Accessories/Air Source Heat Pump Parts & Accessories.csv -> Alpha anti-vibration mounting feet,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/48/419948_wm.jpg,,,,,N,,,3.034580,,N,Manufactured using recycled tyre rubber,For stable mounting,Prevents noise transition,Provides clearance from ground,,,,,,,,,,,,
71,P613542,Diversitech SpeediChannel 230-CP3 connection piece 70 mm,Diversitech,1.92,"Used to join two pieces of channel of the same size, this DiversiTech SpeediChannel 230-CP3 70mm union coupling is individually packed complete with screws for easy fitting.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pump Parts & Accessories/Air Source Heat Pump Parts & Accessories.csv -> Diversitech SpeediChannel 230-CP3 connection piece 70 mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/42/613542_wm.jpg,SpeediChannel,,,,N,,,230-CP3,,N,PVC construction,UV-resistant to resist fading and damage,Paintable finish,Includes stainless steel screws,,,,,,,,,,,,
72,P117995,Vaillant 0020222285 heat schanger module,Vaillant,646.0,"The compact Vaillant aroTHERM heat exchanger module separates the heat pump glycol circuit from the heating system circuit. Using this module means there's no need to fill an entire system with frost protection, reducing cost and preventing contamination of glycol circuits if radiators need to be removed or drained and re-filled. Easy to install, the module includes integral glycol circuit fill and flush points.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pump Parts & Accessories/Air Source Heat Pump Parts & Accessories.csv -> Vaillant 0020222285 heat schanger module,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/95/117995_wm.jpg,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vaillant_aroTherm_Val0040_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_aroTHERM_AWHP_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vaillant_aroTHERM_AW_HP_Technical.pdf,,,,,,,
73,P444907,Bosch storage heat pump cylinder 300ltr Green,Bosch,1320.17,"Designed for use with Compress heat pumps, the Bosch Green 300L storage heat pump cylinder provides fast reheat times and high levels of heat retention for on-demand hot water, no waiting. Tested along with the Compress 7000 range, this efficient cylinder is a tried and tested choice for reliable hot water.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pump Parts & Accessories/Air Source Heat Pump Parts & Accessories.csv -> Bosch storage heat pump cylinder 300ltr Green,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/07/444907_wm.jpg,,,5 years comoponents/25 years on the basic vessel,70 kg,N,,,7733601336,Cylinder,N,Compatible with Compress 7000 and 7400 series heat pumps,ErP Class C efficiency,Good reheat and heat retention,Green shell,"25 year warranty on vessel, 5 years on components",,,,,,,,,,300 l,
74,P613558,Diversitech SpeediChannel 230-EB3 inside elbow 90 degree 70 mm,Diversitech,4.66,"Made of UV-resistant PVC for a long usable life, the DiversiTech SpeediChannel 230-EB3 70mm inside elbow routes a lineset around an inside corner. Individually packed, this elbow is supplied with screws for ease of fixing.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pump Parts & Accessories/Air Source Heat Pump Parts & Accessories.csv -> Diversitech SpeediChannel 230-EB3 inside elbow 90 degree 70 mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/58/613558_wm.jpg,SpeediChannel,,,,N,,,230-EB3,,N,PVC construction,UV-resistant to resist fading and damage,Paintable finish,Includes stainless steel screws,,,,,,,,,,,,
75,P612228,Pump House Easy fit heat pump guard 1150mm x 1450mm x 750mm,Pump House,583.24,"Designed for use on buildings with preservation orders, listed buildings or those set in areas of outstanding natural beauty, the Pump House EasyFit 1150 x 1450 x 750mm heat pump guard is manufactured in a tanalised pressure-treated timber to blend in with its surroundings. Optimising airflow, this guard incorporates louvered panels angled to deflect air downwards. A complete range of guards is available to suit a variety of air conditioning units and air source heat pumps from manufacturers including Fujitsu, Daikin, LG, Panasonic, Mitsubishi and Hitachi.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pump Parts & Accessories/Air Source Heat Pump Parts & Accessories.csv -> Pump House Easy fit heat pump guard 1150mm x 1450mm x 750mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/28/612228_wm.jpg,,,,,N,,,CG-750L-INV,,N,Improves appearance of heat pump,Quick and easy to install and assemble,Components are flat packed easy transportation,Pressure treated external grade timber,Sized to suit most standard sizes of ASHPs,,,,,,,,,,,
76,P616631,Mitsubishi Ecodan 2-zone different temperature pack,Mitsubishi,640.61,"Simple to install, the convenient Mitsubishi Ecodan two zone pack 2 is designed for two-zone applications where the temperature of each zone is different.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pump Parts & Accessories/Air Source Heat Pump Parts & Accessories.csv -> Mitsubishi Ecodan 2-zone different temperature pack,,15-60 pumpIsolation valvesmixing valve/actuatorStandard flow return sensors,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/31/616631_wm.jpg,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Mitsubishi_Ecodan_ASHP_Guide.pdf,,,,,,,,,
77,P613820,Mitsubishi Ecodan flexible hoses 22mmx500mm,Mitsubishi,65.42,"These Mitsubishi Ecodan 22 x 50mm flexible hoses are suitable for use with the Ecodan range of air source heat pumps. Accessories of this type may help to provide complete system protection, minimise operational noise or provide improved control.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pump Parts & Accessories/Air Source Heat Pump Parts & Accessories.csv -> Mitsubishi Ecodan flexible hoses 22mmx500mm,,Connection pipe,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/32/605254_613820_613832_wm.jpg,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Mitsi_Heating_Catalogue_2021.pdf,,,,,,,,,
78,P635915,Grant Aerona install pack C direct 4 non PP,Grant,896.16,"The Grant Aerona³ direct 4 non-PP installation pack C includes a combined volumiser/low loss header, isolation valves, a DHW programmer and 7-day immersion programmer. Also included is an 18L sealed system kit, heat pump wiring interface, hot water priority relay and three-port diverter valve cylinder sensor along with a flexible foot kit, MagOne filter and a 32A AC isolator.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pump Parts & Accessories/Air Source Heat Pump Parts & Accessories.csv -> Grant Aerona install pack C direct 4 non PP,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/15/635915_wm.jpg,,N/A,Subject to T&C'S,1.278,N,690,N/A,HPIDR32PACKC,,N,Non-pre plumbed,With low loss header,Immersion programmer for Legionella protection,With 18L sealed system kit,Includes filter,Warranty subject to T&Cs,,,,,,,,,,
79,P613590,Diversitech SpeediChannel 230-WC3 wall cover 70 mm,Diversitech,5.67,"Made of UV-resistant PVC for a long usable life, the DiversiTech SpeediChannel 230-WC3 70mm wall penetration cover is used to provide a clean transition from the channel to a through-wall penetration. The sleeve ensures a clean hole while the cover conceals the lineset. Screws are included for ease of fitting.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pump Parts & Accessories/Air Source Heat Pump Parts & Accessories.csv -> Diversitech SpeediChannel 230-WC3 wall cover 70 mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/90/613590_wm.jpg,SpeediChannel,,,,N,,,230-WC3,,N,PVC construction,UV-resistant to resist fading and damage,Paintable finish,Includes stainless steel screws,,,,,,,,,,,,
80,P506189,Intatec IntaKlean HP Magnetic Heat Pump Filter,Intatec,155.67,"Designed with a unique direct multi-layered non-ferrous fine filter, the Intatec IntaKlean HP magnetic heat pump filter protects an air source heat pump system from magnetic and non-ferrous particulate while also removing trapped air, reducing the risk of expensive and inconvenient breakdowns. Working by forcing debris into the multi-layered 300 micron stainless steel fine gauze direct filter, the easy to install IntaKlean is capable of breaking down nuisance debris and precipitating it into the base of the pot ready for removal. Any remaining magnetic debris is captured by the filter's 11,000 gauss rare earth neodymium magnet.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pump Parts & Accessories/Air Source Heat Pump Parts & Accessories.csv -> Intatec IntaKlean HP Magnetic Heat Pump Filter,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/89/506189_wm.jpg,,,,,N,,,IKHPMF28,,N,For the active filtration of magnetite and non-ferrous system debris,"Forces system debris directly into filter core, capturing as much debris as possible",Multi-layered filter incorporates 300 micron fine particle filter and 800 micron mesh filter,With low profile drain valve,"ully removable 11,000 gauss magnet for live system service",Allows for 360° installation,,,,,With full bore isolation valves,With manual air vent,,,,
81,P613547,Diversitech SpeediChannel 230-D3W duct 2 M 70 mm White,Diversitech,16.66,"Measuring 6 1/2ft in length, this DiversiTech SpeediChannel 230-D3W 70mm lineset cover channel is supplied with a pack of SpeediClips for ease of fitting.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pump Parts & Accessories/Air Source Heat Pump Parts & Accessories.csv -> Diversitech SpeediChannel 230-D3W duct 2 M 70 mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/47/613547_wm.jpg,SpeediChannel,,,,N,,,230-D3W,,N,PVC construction,UV-resistant to resist fading and damage,Paintable finish,SpeediClip slides into place on railing moulding into interior of Speedichannel,Suitable for one person installation,,,,,,,,,,,
82,P433070,Grant 30ltr ext volumiser w/3kw backup htr,Grant,429.0,This Grant 30L W/3kW external volumiser back-up heater is compatible with the brand's Aerona³ heat pump systems.,Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pump Parts & Accessories/Air Source Heat Pump Parts & Accessories.csv -> Grant 30ltr ext volumiser w/3kw backup htr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/70/433070_wm.jpg,,N/A,Subject to T&C'S,30,N,815,N/A,HPIDVOL30EXT,,N,For use with Grant Aerona³ heat pump systems,30L volume,Warranty subject to T&Cs,,,,,,,,,,,,,
83,P506184,"Intatec Zero - Anti freeze valve 1"" male",Intatec,97.73,"Providing unique protection to your air source heat pump system, this Intatec antifreeze valve with 1"" male connections protects water-operated pump systems from the potential damage that can be caused in freezing temperatures.","Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pump Parts & Accessories/Air Source Heat Pump Parts & Accessories.csv -> Intatec Zero - Anti freeze valve 1"" male",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/_1/506184_1_wm.jpg,,N/A,2 years,0.42KG,N,245,Pipework,ZERO01,Heat Pump,N,Discharges when system water temperature drops to 3°C,Reduces risk of ice formation,Reduces risk of circuit breakdown or damage,2 year warranty,,,,,,,,,,,,
84,P614110,Daikin Altherma BRC1HHDW R32 Madoka White,Daikin,103.68,"Offering ease of operation for a better user experience, the Daikin Altherma R32 Madoka wired remote control in white provides homeowners with an intuitive interface through which basic heating and hot water functions are controlled.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pump Parts & Accessories/Air Source Heat Pump Parts & Accessories.csv -> Daikin Altherma BRC1HHDW R32 Madoka White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/10/614110_wm.jpg,Altherma,,,,N,,,BRC1HHDW,,N,White colour to match interior,Symbol driven end user interface,Intuitive touch button control,Basic functions focus on space heating and DHW,Basic functions on/off and temperature set point,Compact design for ease of integration into standard electrical installation boxes,,,,,,,,,,R-32
85,PT21895,Panasonic Aquarea PAW-TS2 tank sensor with cable 20mtr,Panasonic,42.9,"This Panasonic Aquarea PAW-TS2 water tank sensor, also known as a thermistor, is supplied complete with a 20M long cable and a sensor pocket.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pump Parts & Accessories/Air Source Heat Pump Parts & Accessories.csv -> Panasonic Aquarea PAW-TS2 tank sensor with cable 20mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/95/T21895_wm.jpg,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Panasonic_Renewables_Brochure.pdf,,,,,,,,,
86,P635913,Grant Aerona³ HPIDR32PACKA Installation Pack A S plan for non pre plumbed,Grant,787.21,"Designed to make installation and maintenance of a Grant air source heat pump system easier, this Grant Aerona³ Installation Pack A includes a range of peripherals and other items, including a volumiser, programmer and filter.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pump Parts & Accessories/Air Source Heat Pump Parts & Accessories.csv -> Grant Aerona³ HPIDR32PACKA Installation Pack A S plan for non pre plumbed,,"Grant System Combined Volumiser/Low Loss Header, 7 day Immersion Programmer (Legionella), Flexi Foot Kit, Mag One filter, 18ltr Sealed System Kit, Wiring Centre c/w DHW Priority, Domestic Hot Water Programmer and AC Isolator.",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/13/635913_wm.jpg,Aerona,N/A,Subject to T&C'S,42,N,1000,N/A,HPIDR32PACKA,ASHP Install Pack,N,With Grant System combined volumiser/low loss header,Includes 7 day Legionella immersion programmer,Includes flexi foot kit and Mag One filter,With 18L sealed system kit,Wiring centre with DHW priority,With DHW programmer and AC isolater,,,,,Warranty is subject to terms and conditions,,,,,
87,P616630,Mitsubishi Ecodan ACC-2ZP-K01 2-zone same temperature pack,Mitsubishi,211.91,"Offering easy installation, the Mitsubishi Ecodan two-zone pack 1 incorporates the 15-60 pump along with sensors and isolation valves. It is suitable for two-zone applications where the temperature of both zones is the same.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pump Parts & Accessories/Air Source Heat Pump Parts & Accessories.csv -> Mitsubishi Ecodan ACC-2ZP-K01 2-zone same temperature pack,,15-60 pumpIsolation valvesStandard flow return sensors,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/30/616630_wm.jpg,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Mitsubishi_Ecodan_ASHP_Guide.pdf,,,,,,,,,
88,P635928,Grant Aerona 13R32/17R32 R32 remote control kit,Grant,323.57,"An alternative controller for Aerona³ heat pumps, the Grant Aerona HPID13R32 and HPID17R32 R32 remote control kit is a compact wall-mounted unit offering an intuitive interface via which core ASHP ASHP parameters can be set, viewed and adjusted. Allowing both the homeowner and the heating engineer to access operating functions, this kit is compatible with a separate Grant brand timer used for hot water settings while a programmer or room thermostat is put in control of heating settings.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pump Parts & Accessories/Air Source Heat Pump Parts & Accessories.csv -> Grant Aerona 13R32/17R32 R32 remote control kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/28/635928_wm.jpg,Aerona,N/A,1 year minimum (Subject to T&C's),45kg,N,225,N/A,HPIDR32CON1317,ASHP Remote Control,N,White casing to suit most homes,Wall-mounted installation,Allows engineer to view and set functions remotely,"1 year warranty minimum, subject to T&Cs",,,,,,,,,,,,
89,PT21891,Panasonic Aquarea CZ-TAW1 smart cloud control system,Panasonic,181.35,"Providing complete comfort from just about anywhere, the Panasonic Aquarea Smart Cloud control system gives you remote control of a full range of heating and hot water functions using a smartphone app. With the option to monitor energy consumption, this clever system can help property owners to minimise waste and reduce their fuel costs while also keeping a fuel pump working efficiently for reduced maintenance requirements. Easy to set up, the Smart Cloud system requires you to connect via a wired or wireless LAN and download either the Smart Cloud app for end users or Smart Cloud Service app for installers.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pump Parts & Accessories/Air Source Heat Pump Parts & Accessories.csv -> Panasonic Aquarea CZ-TAW1 smart cloud control system,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/91/T21891_wm.jpg,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/d_/ds/Panasonic_Smart Cloud_DS.pdf,,,,,,,,,
90,PT21897,Panasonic Aquarea PAW-A2W-TSHC zone water sensor,Panasonic,42.9,This Panasonic Aquarea PAW-A2W-TSHC zone water sensor helps to optimise system control for reduced disruption and improved efficiency.,Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pump Parts & Accessories/Air Source Heat Pump Parts & Accessories.csv -> Panasonic Aquarea PAW-A2W-TSHC zone water sensor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/97/T21897_wm.jpg,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Panasonic_Renewables_Brochure.pdf,,,,,,,,,
91,PT21899,Panasonic PAW-A2W-AFVL Anti-freeze valve,Panasonic,109.2,"Designed to drain down a heat pump system should the temperature of a heating circuit drop to a predetermined point, this Panasonic anti-freeze valve contains a sensor that triggers drain down at 3°C.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pump Parts & Accessories/Air Source Heat Pump Parts & Accessories.csv -> Panasonic PAW-A2W-AFVL Anti-freeze valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/99/T21899_wm.jpg,,,,,N,,,PAW-A2W-AFVLV,,N,Drains down heat pump,Operates when heating circuit temperature drops below 3°C degrees,Fitted with temperature sensor,,,,,,,,,,,,,
