,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Colour,Flow Rate,Min System Pressure Cold (Bar),Operating Temperature,Projection Depth,Style,Warranty,Hazardous,Depth (mm),Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Fitting / Mounting Type,Handle Type,Material,Number of Tap Holes,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Range,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Finish,Feature 11,Feature 12,Feature 13
44,PD77197,Bristan Blitz bath filler tap Chrome Plated,Bristan,169.5,"Made of tough brass, this Bristan Blitz bath filler tap has a durable, easy to clean chrome finish for a lasting shine. Well-suited to contemporary bathroom designs, this attractive deck-mounted tap uses ceramic disc technology for ease of use and longevity.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Filler Taps/Bathroom Filler Taps.csv -> Bristan Blitz bath filler tap Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/97/NW-D77197_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D77197_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/D77197_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Blitz_Tap_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PC25034,Ideal Standard Sandringham 21 deck mounted two hole bath filler,Ideal Standard,155.58,"Designed to look great in both modern and traditional bathrooms, this Ideal Standard Sandringham 21 bath filler is part of a wide range of bathroom furniture and fittings for an effortlessly finished look. With ceramic disc operation, this chrome deck-mounted tap is user-friendly and practical too.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Filler Taps/Bathroom Filler Taps.csv -> Ideal Standard Sandringham 21 deck mounted two hole bath filler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/34/NW-C25034_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Sandringham21_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Sandringham_B3309AA_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PD88231,Bristan Napoli Napoli Bath Filler,Bristan,147.34,"Soft yet sleek, the Napoli deck-mounted bath filler brings a touch of modern elegance to the bathroom. Robustly built to withstand the rigours of family life, this chrome-finished mixer tap is supplied with a robust backnut for reliable fitting with no risk of loosening through use.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Filler Taps/Bathroom Filler Taps.csv -> Bristan Napoli Napoli Bath Filler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/31/D88231_wm.jpg,,,,,,Chrome Plated,14.2l/min@0.2bar - 76.8l/min@5bar,0.2,60,110,Contemporary,10 Years,N,146,LowMedHigh,No,No,No,Fixed,Deck,Lever,Brass,2,NAP BF C,Bath Filler,N,Long life quarter-turn ceramic disc valves give durability and smooth control,Supplied with backnut,Tough metal fixing nut reduces risk of tap loosening over time,Tough brass construction,"Long-lasting, scratch-resistant chrome finish",Napoli,Salt spray tested for durability,"Flow rate of 14.2LPM at 0.2 bar, 76.8LPM at 5 bar",10 year warranty,,,,,,
47,PJ98160,"Grohe Eurosmart basin mixer 1/2"" Chrome",Grohe,64.97,"A simple and practical choice for any bathroom, the Grohe Eurosmart 1/2"" basin mixer features a range of smart features, including a SilkMove ceramic cartridge for smooth turning and an adjustable flow rate limiter to help save water. Easy to install using the FastFixation system, this monobloc mixer with integrated mousseur is finished in a long-lasting high shine chrome for reliable resistance to scratches and smears.","Bathrooms and Kitchens/Bathroom Taps/Bathroom Filler Taps/Bathroom Filler Taps.csv -> Grohe Eurosmart basin mixer 1/2"" Chrome",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/60/J98160_wm.jpg,,,,,,Chrome,"1 bar 4.8 l/min, 2 bar 5.0 l/min, 3 bar 5.0 l/min",0.1,Up to 70,111,Contemporary,5 Years,N,111,Low - Med,No,Yes,Yes,Fixed,Deck Mounted,Lever,Nickel,1,3246730L,Basin Mixer,N,Monobloc installation,Metal lever,28mm ceramic cartridge with Grohe SilkMove,Ajustable flow rate limiter,Mousseur,Eurosmart,Grohe long-life shine durable sparkling sheen,Lead and Nickel free inner water ways,Grohe FastFixation installation system,Smooth body,Flexible connection hoses,,Min. recommended pressure 0.2 bar,For low pressure,Professional edition
48,PD80815,MILA BATH FILLER TAP CHROME,Bristan,160.34,"The Bristan Mila bath filler is a smart, modern bathroom fitting with an elegantly elongated and angled spout and easy-use single lever. Constructed in robust brass with hardwearing ceramic disc valves, this smart bath filler tap is designed for long lasting reliability.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Filler Taps/Bathroom Filler Taps.csv -> MILA BATH FILLER TAP CHROME,,"1 x Bath Filler, 2 x Metal Back Nuts, 2 x Washers, 1 x Fitting Instructions",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/15/D80815_wm.jpg,,,,,,Chrome Plated,80.3 l/min @ 3 bar,0.2,60,115,Contemporary,10 Years,N,150,All,No,No,Yes,Fixed,Deck Mounted,Round,Brass,2,MI BF C,Bath Filler,N,Brass construction,Chrome finish,With long life quarter-turn ceramic disc valves for smooth control,"Robust metal fixing nut secures tap in place, reducing loosening over time",Tough scratch-resistant chrome finish lasts for years,Mila,Salt spray tested to ensure added durability,Flow rate of 80.3LPM at 3 bar,10 year warranty,,,,,,
49,PD80836,Bristan Aster bath filler tap Chrome,Bristan,89.27,"Finished in glossy chrome and suitable for both high and low pressure systems, the Bristan Aster bath filler is the perfect choice for just about any bathroom. Simple and modern, this bath tap is supplied with all fittings for ease of installation and incorporates a ceramic cartridge for smooth operation and a longer life.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Filler Taps/Bathroom Filler Taps.csv -> Bristan Aster bath filler tap Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/36/D80836_wm.jpg,,,,,,Chrome,78,0.2,60,116,Contemporay,5,N,260,Low,No,No,No,Fixed,Deck,Lever,Brass,2,AST BF C,Bath Fillers 2 Hole,N,Hardwearing chrome finish,Long life and easy to use quarter-turn ceramic disc valves,Supplied with metal fixing nuts to secure tap,Suitable for high and low pressure water systems,5 year warranty,Aster,,,,,,,,,
50,PJ98161,"Grohe Bau edge basin mixer small 1/2"" Chrome",Grohe,58.76,"The ceramic cartridge of the Grohe Bauedge basin mixer provides smooth, easy turning along with robust practicality while its mousseur promises soft, balanced delivery of water. Made of robust metal, this elegant tap has a durable Starlight Chrome finish, helping it to look great for longer. The Bauedge is compatible with any water pressure system.","Bathrooms and Kitchens/Bathroom Taps/Bathroom Filler Taps/Bathroom Filler Taps.csv -> Grohe Bau edge basin mixer small 1/2"" Chrome",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/61/NW-J98161_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grohe_Bauedge_23972001_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grohe_Bauedge_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PC44439,Bristan Quadrato bath filler tap Chrome Plated,Bristan,219.22,"With its angled design, the Bristan Quadrato bath filler is ideal for modern bathroom designs. Suitable for any plumbing system but best in balanced pressure, this deck-mounted tap is built of tough brass with a contemporary chrome finish.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Filler Taps/Bathroom Filler Taps.csv -> Bristan Quadrato bath filler tap Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/39/NW-C44439_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Quadrato_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C44439_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/C44439_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT04225,Ideal Standard Tesi single lever basin mixer tap with pop-up waste,Ideal Standard,127.94,"Designed to complement any bathroom, the Ideal Standard Tesi basin mixer blends geometric lines with smooth curves and a chrome finish. Easy to control and helping to save on water, this elegant deck-mounted basin mixer tap is supplied with a flow regulator and a ceramic disc.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Filler Taps/Bathroom Filler Taps.csv -> Ideal Standard Tesi single lever basin mixer tap with pop-up waste,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/25/T04225_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Tesi_A6592AA_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/IS_Bathrooms_Brchr_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PC63124,Bristan Quest bath filler tap Chrome Plated,Bristan,183.36,"Built to last, the modern Bristan Quest bath filler is made of tough brass with a long lasting chrome surface. This curved, deck-mounted tap is compatible with all plumbing systems and features ceramic cartridge control for ease of use.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Filler Taps/Bathroom Filler Taps.csv -> Bristan Quest bath filler tap Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/24/NW-C63124_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C63124_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/C63124_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/C63124_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PD40663,Roca Maxiflow overflow bath filler with waste,Roca,208.49,"Elegantly designed, the contemporary Roca Maxiflow bath filler is provided with a waste for easy, all-in-one installation.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Filler Taps/Bathroom Filler Taps.csv -> Roca Maxiflow overflow bath filler with waste,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/63/NW-D40663_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_Maxiflow_D50010008_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PQ97354,Hansgrohe Logis basin mixer tap with push-open waste 70mm Chrome,Hansgrohe,138.15,"The Hansgrohe Logis basin mixer with pop-up waste has a smooth, clean lined design ideal for modern bathrooms. This single lever basin mixer includes AirPower technology for gently aerated, soft and splash-free water delivery. Finished in smart chrome, the deck-mounted Logis tap includes ceramic cartridge operation for comfort, precision and longevity.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Filler Taps/Bathroom Filler Taps.csv -> Hansgrohe Logis basin mixer tap with push-open waste 70mm Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/54/NW-Q97354_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Hansgrohe_Service_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/tn/Hansgrohe_Logis_MixerAssy_Instrctn.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Hansgrohe_Logis_71077000_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/tn/HansgroheLogisSafeWaterAssy_Instrctn.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PC34298,Ideal Standard Ceraplan dual control bath filler,Ideal Standard,167.13,"A slimline, modern choice for contemporary bathrooms, the Ideal Standard Ceraplan dual control bath filler has a smooth chrome finish and a simple silhouette. Bringing together sleek style and reliable technology, this easy to install tap is a redesign of a brand classic.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Filler Taps/Bathroom Filler Taps.csv -> Ideal Standard Ceraplan dual control bath filler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/98/C34298_wm.jpg,,,,,,Chrome,13L per min,0.2,,115,Contemporary,5 Years,N,156,Any,No,Yes,Yes,Fixed,Deck Mounted,Dual Lever,Chrome Plated Brass,2,BD264AA,Dual Control Bath Filler,N,Brass construction,Chrome-plated finish,Suitable for low and high pressure installations,Shank fixation,With flexible tails,Ceraplan,13LPM flow rate,Deck-mounted installation,Dual lever handles,5 year warranty,,,,,
57,PC45601,Bristan Commercial Commercial Single Timed Flow Control Tap,Bristan,76.15,"Supplied with a flow straightener for splash-free delivery, the Bristan Commercial single basin timed flow tap uses a timed shut-off mechanism for less water waste. A robust brass tap with smart, clean chrome finish, the Commercial provides soft-touch operation for ease of use.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Filler Taps/Bathroom Filler Taps.csv -> Bristan Commercial Commercial Single Timed Flow Control Tap,,Flow straightener;2x Indices;Backnut;Basket filter;1x washer,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/01/NW-C45601_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_Z21-2C_Spares_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Bristan_Timed_Flow_Z21-2C_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Bristan_Timed_Flow_Z21-2C_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PD77192,Bristan Hourglass bath filler tap Chrome Plated,Bristan,254.81,"With a curvy design and bright chrome finish, the Bristan Hourglass bath filler lends any bathroom a touch of glamour. Built in robust brass, this deck-mounted filler is suitable for use in all plumbing systems and offers smooth ceramic cartridge controlled operation.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Filler Taps/Bathroom Filler Taps.csv -> Bristan Hourglass bath filler tap Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/92/NW-D77192_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Hourglass_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/D77192_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D77192_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PD80801,Bristan Cobalt bath filler tap Black,Bristan,199.34,"Stylishly square, this Bristan Cobalt bath filler tap is manufactured in robust brass with a smart black finish. The perfect finishing touch for an uber-modern bathroom, this tap combines unique looks with classic reliability.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Filler Taps/Bathroom Filler Taps.csv -> Bristan Cobalt bath filler tap Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/01/D80801_wm.jpg,,,,,,Black,110.9,0.3,60,104,Contemporary,10 Years,N,250,Low,No,No,Yes,Fixed,Deck,Lever,Brass,2,COB BF BLK,Bath Fillers 2 Hole,N,Brass construction,Black finish,Long life quarter-turn ceramic disc valves,With metal fixing nuts for durable security,Easy-operation lever handles,Cobalt,10 year warranty,,,,,,,,
60,PD88207,Bristan Value bath filler ceramic disc valves Chrome,Bristan,167.7,"A budget choice designed to suit most bathrooms, this Bristan Value bath filler tap has a simple silhouette, a tough brass body and a clean, glossy chrome finish. Operated with 3"" metal lever handles, this mixer tap incorporates ceramic disc valves for ease of use and has a 115mm spout projection.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Filler Taps/Bathroom Filler Taps.csv -> Bristan Value bath filler ceramic disc valves Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/07/NW-D88207_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/D88207_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/D88207_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D88207_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PE87458,Vado Zoo 2 Hole Bath Filler Deck Mounted,Vado,310.0,"The Vado Zoo bath filler is supplied with water flow straighteners and two 3/4"" x 50mm male threaded connections. Suitable for two hole deck installation, this tap is finished in chrome.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Filler Taps/Bathroom Filler Taps.csv -> Vado Zoo 2 Hole Bath Filler Deck Mounted,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/58/NW-E87458_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Vado_Zoo_ZOO-137-C_P_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Vado_Zoo_ZOO-137-C_P_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vado_Zoo_SEN-137_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PC44928,Bristan Prism filler bath pillar tap Chrome Plated,Bristan,232.93,"Contemporary and practical, the Bristan Prism pillar bath filler is made of brass with an easy-clean chrome surface. This deck-mounted pillar is suitable for installation into any plumbing system.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Filler Taps/Bathroom Filler Taps.csv -> Bristan Prism filler bath pillar tap Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/28/NW-C44928_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C44928_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/C44928_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/C44928_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PC01691,Grohe BauEdge Deck mounted bath filler,Grohe,114.37,"Stylishly modern, the Grohe BauEdge dual lever bath filler features two solid metal handles and a bright, long lasting Grohe Starlight chrome finish. This hardwearing chrome coating is easy to keep clean and streak-free and is resistant to scratches, ensuring it looks gleamingly new for longer.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Filler Taps/Bathroom Filler Taps.csv -> Grohe BauEdge Deck mounted bath filler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/91/NW-C01691_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C01691_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PC41415,Bristan 1901 2 tap hole bridge deck sink mixer tap Chrome,Bristan,281.09,"A classic design durably built in brass, this Bristan 1901 bridge sink mixer with 240mm high arc spout is tough and elegant all at once, making it perfect for period family homes. Chrome finished, this deck-mounted two tap hole mixer incorporates ceramic disc technology for long lasting smooth operation.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Filler Taps/Bathroom Filler Taps.csv -> Bristan 1901 2 tap hole bridge deck sink mixer tap Chrome,,Bridge sink mixer;Handles,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/15/NW-C41415_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/C41415_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Bristan_BridgeDeck_Sink_Mixer_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C41415_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PC43252,Deva Insignia bath filler tap,Deva,136.95,"Manufactured in a tough brass with a polished chrome finish, the Deva Insignia bath filler is a smart choice for a wide variety of bathrooms. Compatible with any plumbing system this family-friendly bath tap has quarter-turn ceramic discs for smooth, easy operation.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Filler Taps/Bathroom Filler Taps.csv -> Deva Insignia bath filler tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/52/NW-C43252_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Deva_INS108_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Deva_Shower-Tap_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PC26212,Bristan Smile bath filler tap Chrome Plated,Bristan,163.98,"Simply styled with an easy to use looped handle, the Bristan Smile bath filler provides an effortless bathroom update. Made of tough brass with a chrome finish, this deck-mounted tap is compatible with all plumbing systems.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Filler Taps/Bathroom Filler Taps.csv -> Bristan Smile bath filler tap Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/12/NW-C26212_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/C26212_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Smile_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C26212_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
