,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Colour,Volume,Hazardous,Pack Type,Physical State / Form,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Attachment 3,Attachment 4,Attachment 5,Length (M),Double Sided,Diameter,Range,Weight,Approvals,Equal / Unequal,End Connection A size,End Connection C size,Material,Size,Connection Type 1,Connection Type 2,Attachment 6,Attachment 7,Attachment 8,Application,Feature 9,Pack Quantity
50,P497667,Rocol gas tap lubricant 50g,Rocol,27.85,"Formulated for effective lubrication and sealing of gas taps and taper plug cocks, Rocol M23660 gas tap lubricant is a molybdenum disulphide lubricant developed with cooker and tap manufacturers for taps operating with 1st, 2nd and 3rd family gases.",Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> Rocol gas tap lubricant 50g,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/67/NW-497667_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/ROCOL_Gas_and_Plumbing_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/ROCOL_M23660_Lubricant_SDS.pdf,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/ROCOL_M23660_Lubricant_Technical.pdf,,,,,,,,,,,,,,,,,,,,,
51,PS17000,Bostik ali-foil tape 50mm x 45mtr,Bostik,11.64,"Ideal for use in HVAC and asbestos abatement applications, this Bostik Idenden T303 50mm self-adhesive bright foil tape has a high tack rubber/resin adhesive protected by removable release paper. Easy to apply and mouldable to any profile, this tape offers a strong final bond and promotes surface conformity and tensile strength, making it perfect for lap sealing foil-faced insulation materials and metal and duct sealing. Maintaining insulation efficiency, T303 protects against the effects of fire, moisture and dust.",Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> Bostik ali-foil tape 50mm x 45mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/01/NW-S17000_S17001_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Bostik_T303_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PM10356,Yesss Electrical insulation tape 19mm x 33mtr Red,Yesss Electrical,1.92,"This Yesss Electrical 19mm yellow insulation tape is made of a flame retardant, self-extinguishing PVC.",Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> Yesss Electrical insulation tape 19mm x 33mtr Red,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/56/NW-M10356_wm.jpg,,,Red,,N,Roll,,2420110,Tape,N,33M roll,Red colour,"Flame retardant, self-extinguishing PVC","Suitable for electrical insulation, binding, colour coding and general work",Meets BS EN 60454 standards,,,,,,,33m,No,,,,,,,,,,,,,,,,,
53,P651271,Center CB spray contact adhesive 400ml,Center CB,4.94,"A solvent-based, pressure-sensitive spray, this Center CB contact adhesive offers both an excellent initial bond and a strong cured bond. Fast drying to a clear finish, this adhesive won't expand, ensuring a perfect, neat finish every time. Center CB spray contact adhesive is suitable for bonding porous and smooth surfaces, including cardboard, felt, fabric, paper, leather, rubber, foam, foil, most plastics, metal, stainless steel, glass, cork and wood.",Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> Center CB spray contact adhesive 400ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/71/NW-651271_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Drainage_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/CenterCB_651271_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT80175,JET Range anti corrosion tape 75mm x 10m roll,JET Range,15.22,This JET Range 75mm anti-corrosion tape is designed to protect steelwork pipe and metal fittings. It is made of a non-rotting synthetic fibre fabric which has been impregnated and coated with a compound based on petrolatum and inert fillers.,Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> JET Range anti corrosion tape 75mm x 10m roll,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/75/NW_T80175_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/v2/Anti Corrossion Tape V2.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PM10358,Yesss Electrical insulation tape 19mm x 33mtr Blue,Yesss Electrical,1.77,"This Yesss Electrical 19mm blue insulation tape is made of a flame retardant, self-extinguishing PVC.",Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> Yesss Electrical insulation tape 19mm x 33mtr Blue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/58/NW-M10358_wm.jpg,,,Blue,,N,Roll,,YPVCTBL,Tape,N,33M roll,Blue colour,"Flame retardant, self-extinguishing PVC","Suitable for electrical insulation, binding, colour coding and general work",Meets BS EN 60454 standards,,,,,,,33m,No,,,,,,,,,,,,,,,,,
56,P830267,Regin flue & fire silicone natural,Regin,4.33,"Designed to repair and seal joints that are subject to high temperatures, this Regin Flue’n’Fire Seal silicate cement is supplied in a 150ml tube with a nozzle for ease of application. With a natural medium brown finish, this cement is well-suited to use on bricks or stone.",Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> Regin flue & fire silicone natural,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/67/830267_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Regin_REGZ31_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/sd/s2/Regin_SDS2.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,P231590,CT1 Adhesive and Sealant White or Clear,CT1,20.0,TBC,Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> CT1 Adhesive and Sealant White or Clear,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/90/231590_wm.jpg,,,,,N,,,231590 PK,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PN37670,Center CB acrylic sealant 300ml White,Center CB,2.91,"Highly weather-resistant after curing, this Center CB acrylic sealant is easy to apply and quick drying, providing a tough, flexible finish in inside or outside applications.",Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> Center CB acrylic sealant 300ml White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/70/NW-N37670_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/Center_N37670_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/Center_DECORATORS CAULK_H&S.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PH94799,Sika Everbuild grip 350ml Pink,Sika Everbuild,5.67,"Formulated with professional users in mind, this Everbuild Pinkgrip direct bond grab adhesive for cartridge application uses cutting edge polymers for reliable bonding in almost all common building surfaces. It is suitable for indoor and outdoor use.",Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> Sika Everbuild grip 350ml Pink,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/99/NW-H94799_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Everbuild_Pinkgrip_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fl/et/Everbuild_Pinkgrip_Leaflet.pdf,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Everbuild_Pinkgrip_Technical.pdf,,,,,,,,,,,,,,,,,,,,,
60,PP02248,DP ABS PLAIN SKT UNION         250104 1,Durapipe,34.78,"This Durapipe SuperFlo 1 x 1"" socket union is made of ABS and includes plain end connections. Ideal for low temperature fluid transportation, Durapipe ABS is highly robust, resistant to corrosion and extremely cost-effective.",Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> DP ABS PLAIN SKT UNION         250104 1,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/48/NW-P02248_wm.jpg,,,,,N,,,01205104,Socket Union,N,Impact-resistant,Corrosion-resistant,Offers ductile strength,Lightweight,Superior flow,Low installed cost,WRAS approved,,,,,,,1,SuperFLO,0.21486,WRAS,Equal,1,1,Acrylonitrile Butadiene Styrene (ABS),1 x 1,Solvent Weld,Plain,,,,,,
61,PP56172,"Durapipe Astore abs cap 2.1/2""",Durapipe,9.23,"This Durapipe Astore CA4 2 1/2"" end cap is made of ABS (Acrylonitrile Butadiene Styrene) pipe. Suitable for pressurised irrigation systems, drinking water, chemical installations and water treatment systems, Astore PVC-U is a solvent-welded, fully matched pipework system available in imperial and metric sizes. Lightweight ABS makes installation simple, saving on time, effort and cost of fitting compared to traditional pipework materials.","Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> Durapipe Astore abs cap 2.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/72/NW-P56172_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Durapipe_Astore_Technical_May2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,P651275,Center CB anti static foam cleaner 400ml,Center CB,4.1,"A unique thick-foaming cleaner, Center CB anti-static foam cleaner lifts, breaks down and removes dirt, grease, stains and soiling from hard surfaces and fabrics. Formulated to help remove static charges, this cleaner can reduce the attraction of dust, ideal for use on electrical equipment. Anti-static foam cleaner is suitable for domestic appliances, worktops, walls, machinery, plant equipment, cabinets, casings, formica, vinyl and leatherette upholstery.",Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> Center CB anti static foam cleaner 400ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/75/NW-651275_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/CenterCB_651275_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,P691461,Adhesive Specialities PVC tape 19mm x 33mtr Black,Adhesive Specialities,2.81,"Made of PVC, this Adhesive Specialities Flexelec FSG tape is 19mm wide.",Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> Adhesive Specialities PVC tape 19mm x 33mtr Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/61/NW-691461_wm.jpg,,,Black,,N,Roll,,4010033001904AS,Tape,N,33M roll,PVC tape,Black colour,,,,,,,,,,No,,,,,,,,,19mm x 33m,,,,,,,,
64,PE68201,Geocel Dowsil 791 weatherproofing sealant 310ml Black,Geocel,13.38,"This Dowsil 791 black weatherproofing silicone sealant is a one-part neutral silicone suitable for the weather sealing of curtain walling, building facades and expansion joints to the majority of exterior substrates.",Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> Geocel Dowsil 791 weatherproofing sealant 310ml Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/01/NW-E68201_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/Dow_Corning_791_Sealant_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Dow_Corning_791_Sealant_Technical.pdf,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Dow_Corning_791_Sealant_SDS.pdf,,,,,,,,,,,,,,,,,,,,,
65,PN08336,Sika Everbuild Sikabond PVA glue 5ltr,Sika Everbuild,27.34,"Containing no harmful phthalates, Everbuild Sikabond PVA+ general purpose adhesive, sealer and primer is an easy to use medium viscosity, polyvinyl alcohol stabilised, externally plasticised, vinyl acetate homopolymer.",Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> Sika Everbuild Sikabond PVA glue 5ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/36/NW-N08336_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Everbuild_Sikabond_PVA+_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Everbuild_Sikabond_PVA+_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PH79937,Building Adhesives mixed class adhesive (white star ready) 10ltr,Building Adhesives,36.98,"Highly flexible, this ready-mixed BAL White Star white tile adhesive is formulated with advanced fibre strand technology for reliable non-slip, water-resistant fitting of ceramics, mosaics and porcelain tile and some natural stone in dry or wet interiors. Offering an extended open time of more than 30 minutes, ideal for larger jobs, and high grab and bond strength, this standard-exceeding adhesive is a popular choice for professional tilers.",Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> Building Adhesives mixed class adhesive (white star ready) 10ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/37/NW-H79937_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/BAL_Greenstar_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/BAL_White Star Plus_MSDS.pdf,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/BAL_Professional_Fixing_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/BAL_White_Star_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/BAL_Grout_MSDS.pdf,,,,,,,,,,,,,,,,,,,
67,PS95930,Bostik The Dogs B*ll*cks adhesive and sealant White,Bostik,26.4,"Formulated with hybrid SMP technology, Bostik Evo-Stik The Dogs B*LL*CKS white multi-purpose adhesive and sealant means you won't need a van-full of adhesives and sealants. Suitable for bonding a variety of materials indoors and outdoors, The Dogs B*LL*CKS can be used for sealing joints with a low ability to absorb movement.",Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> Bostik The Dogs B*ll*cks adhesive and sealant White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/30/NW-S95930_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Bostik_The_Dogs_B_LL_Cks_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PP96467,International Plastics Weld on Wet 'R Dry 725 wet and dry cement 240ml,International Plastics,19.62,"Extremely fast setting, this International Plastic 725 weld-on wet R dry cement is a medium-bodied PVC cement suitable for all classes and schedules up to 3"" diameter interference fit. This cement has been especially formulated for use in extremely wet conditions or where quick pressurisation is needed.",Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> International Plastics Weld on Wet 'R Dry 725 wet and dry cement 240ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/67/NW-P96467_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Weld_On_Wet_R_Dry_Cement_Msds.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,P690289,Pump House Diversi-Flush HVAC flushing refill,Pump House,238.27,"Formulated for refrigerant conversions and compressor burn-outs, Pump House Diversi-Flush HVAC flushing solvent refill for A/C and refrigeration systems is compatible with all refrigerants and compressor oils. Diversi-Flush has low toxicity, is non-flammable and residue-free.",Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> Pump House Diversi-Flush HVAC flushing refill,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/89/NW-690289_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Pump_House_Diversi_Flush_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Pump_House_DiversiTech_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,P810001,Advance Tapes gas PVC tape 50mm x 66m Black Print,Advance Tapes,5.61,"Coated on one side with a permanent acrylic adhesive, this Advance Tapes 50mm gas identification tape is made up of a yellow polypropylene film with GAS printed repeatedly in large black letters across its width.",Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> Advance Tapes gas PVC tape 50mm x 66m Black Print,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/01/NW-810001_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Advance_Tapes_AT294_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,P683673,Danfoss POE lubricant 160Z POE Lubricant in a Can 1ltr,Danfoss,76.08,"This Danfoss POE lubricant is supplied in a 1L can suitable for LFZ, MFZ and PSH with R410A, SH and SZ with R407C, R134A and R404A and VSH and VZH scroll refrigeration compressors.",Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> Danfoss POE lubricant 160Z POE Lubricant in a Can 1ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/73/NW-683673_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/og/Danfoss_CmrclCompressorParts_Catalog.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Danfoss_CPI_R_5402036P01B_160MPZ_SDS.pdf,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Danfoss_ZEROL_150T_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Danfoss_Huile_Ester_160SZ_160Z_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_Oil_Types_Technical.pdf,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Danfoss_EMKARATE_RL32HB160SZ160Z_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Danfoss_Huile_Ester_160PZ_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Danfoss_Daphne_Hermetic_Oil160HV_SDS.pdf,,,
72,P231627,Dow 785 clear and white pack,Dow,15.0,TBC,Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> Dow 785 clear and white pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/27/231627_wm.jpg,,,,,N,,,231627 PK,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT80180,JET Range anti corrosion tape 100mm x 10m roll,JET Range,20.29,This JET Range 105mm anti-corrosion tape is designed to protect steelwork pipe and metal fittings. It is made of a non-rotting synthetic fibre fabric which has been impregnated and coated with a compound based on petrolatum and inert fillers.,Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> JET Range anti corrosion tape 100mm x 10m roll,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/80/NW_T80180_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/v2/Anti Corrossion Tape V2.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,P190937,Armaflex Ultima self adhesive tape 3mmx50mmx15mm,Armaflex,116.3,"This Armaflex Ultima 3 x 50mm self adhesive tape is used for securing Ultima flexible insulation. Suitable for use in hot and cold water services, chilled water, heating systems, air conditioning and refrigeration pipework, Ultima insulation provides effective condensation control while reducing energy loss and providing protection against freezing.",Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> Armaflex Ultima self adhesive tape 3mmx50mmx15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/37/190937_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ds/01/Armacell_Armaflex_SDS01.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PF25305,Marley Chemicals and Adhesives silicone lubricant aerosol (no cfc),Marley,25.22,This Marley SZ400 universal silicone lubricant is formulated specifically for use with Marley Equator products. It is suitable for use in both above and below ground drainage projects.,Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> Marley Chemicals and Adhesives silicone lubricant aerosol (no cfc),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/05/NW-F25305_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Marley_Silicone_Spray_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,P691360,Emkarate RL RL32H Lubricant 1ltr,Emkarate,46.38,"Suitable for initial and service fill, Emkarate RL ISO VG 32 synthetic polyol ester (POE) lubricant is formulated for use in refrigeration and air-conditioning compressors using HFC refrigerants. Offering effective wear protection for steel and aluminium surfaces, this product increases system life and improves efficiency. Emkarate RL32H is suitable for use over a wide operating temperature range, thanks to low temperature characteristics and chemical and thermal stability.",Trade Essentials/Sealants and Adhesives/Sealants and Adhesives.csv -> Emkarate RL RL32H Lubricant 1ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/60/NW-691360_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Parker_Chemical_Lubricant_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Emkarate_RL32H_SDS.pdf,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Emkarate_RL32H_Technical.pdf,,,,,,,,,,,,,,,,,,,,,
