,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Colour,Connection Type,Operating Temperature,Range,Warranty,Weight,Hazardous,Water Heating Declared Load Profile,Sound Power Level (Indoors),Output,Depth (mm),Re-heat times,Anti Legionella Function,Water Pressure,Thermostat Temperature,Useage Single / Multi Point,Controls,Eco Setting,ErP Rating,IP Rating,Material,Max Pressure (Psi),Min Pressure (Psi),Mounting Type,Water Connection,Supplier Product Code,Type,WEEE Compliant,Capacity Litre,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Fuel Type,Mugs (250ml) per Tank,Antimicrobial Protection,Body Material,Frequency,Min Bar Pressure,Feature 14,Feature 15,Flow Rate,Watts,Projection,Tap Holes,Safety Lock,Water Options,Cartridge Type,Spout Type,Handle Type,Feature 16,Feature 17,Feature 18,Feature 19,Pack Quantity,Attachment 7,Attachment 8
194,PS08027,Acv WaterMaster 70 Evo condensing direct gas-fired water heater,Acv,6268.0,"Supplying reliably high peak and continuous water volumes, the ACV WaterMaster 70 Evo condensing direct gas-fired water heater has a small overall size for ease of installation, even in the tightest plant room. ErP A-rated, this highly efficient 190L water heater uses clever tank-in-tank technology for great energy savings.",Water Heating and Storage/Water Heaters/Water Heaters.csv -> Acv WaterMaster 70 Evo condensing direct gas-fired water heater,,"WaterMaster, Robokit, Flue Measuring Tube",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/27/S08027_wm.jpg,,,,,,,White,Threaded,80,WaterMaster,5 Years,298,N,XXL,60,68 kW,787,27,No,3.5,95,Multi Point,Electronic,No,A,IP20,Stainless Steel,124,1.4,Floor Standing,1,XB660004,,N,190 l,Small footprint for ease of installation in any plant room,Floor-standing installation,Up to 98% gross efficiency,Stainless steel heat exchanger and DHW tank,Low maintenance and long service life,ACVMax control system offers simple standardised controls,With LPG kit for easy on-site conversion,"Continuous flow rates up to 3,402 LPH",IP20 rated,5 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,P137895,Andrews Water Heaters HIflo EVO HF 30/300 water heater,Andrews Water Heaters,6654.63,"A popular choice for properties requiring larger quantities of hot water, the Andrews HIflo EVO HF30/300 high efficiency floor-standing storage water heater offers a generous 300L of storage for fast, reliable hot water delivery. Straightforward to install and requiring minimal maintenance, the 30kW HIflo EVO features a highly reliable Correx® powered anode and Hydrojet® sediment reduction system, ensuring longevity and lower running costs.",Water Heating and Storage/Water Heaters/Water Heaters.csv -> Andrews Water Heaters HIflo EVO HF 30/300 water heater,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/99/137895_137899_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Andrews_Hiflo_EVO_WH.Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Andrews_Hiflo_EVO_WH_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/o_/ps/Andrews_Hiflo_EVO_PS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/137895_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Andrews_Water_Heaters_Spec_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,P137898,Andrews Water Heaters HIflo EVO HF 48/380 water heater,Andrews Water Heaters,9196.77,"Providing reliably fast hot water, the Andrews HIflo EVO HF48/380 high efficiency storage water heater is ideal for use in buildings where large quantities of hot water are demanded. Suitable for floor standing installation, this 380L water heater offers ease of installation and requires minimal maintenance. Designed for a long life and low running costs, the 28kW HIflo incorporates a highly reliable Correx powered anode along with a Hydrojet sediment reduction system for reliable operation.",Water Heating and Storage/Water Heaters/Water Heaters.csv -> Andrews Water Heaters HIflo EVO HF 48/380 water heater,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/99/137895_137899_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Andrews_Hiflo_EVO_WH.Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Andrews_Hiflo_EVO_WH_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/o_/ps/Andrews_Hiflo_EVO_PS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/137898_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Andrews_Water_Heaters_Spec_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PD68162,Santon Aquarius A10/3 oversink water heater 10ltr 3kw,Santon,354.9,"The 10L Santon Aquarius A10/3 oversink vented water heater is designed for convenient point-of-use installation ideal for handwashing and dishwashing. Supplied with a valve, spout and fixtures, the 3kW Aquarius provides straightforward installation and thanks to an easily removed heater plate, maintenance is simple too.",Water Heating and Storage/Water Heaters/Water Heaters.csv -> Santon Aquarius A10/3 oversink water heater 10ltr 3kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/70/D68170_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Santon_Aquarius_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Santon_Aquarius_Oversink_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PD68983,Heatrae Sadia Hotflo 50V vertical water heater 50ltr 3kW,Heatrae Sadia,614.99,"Perfect for installation in light commercial settings, the 50L capacity Heatrae Sadia Hotflo 50V vertical unvented water heater provides useful handwashing, pot-filling and tea-making facilities in canteens, washrooms and kitchens. Manufactured from robust stainless steel and featuring inbuilt pressure and temperature control, this safe, reliable 3kW water heater offers generous, convenient delivery with minimal maintenance requirements.",Water Heating and Storage/Water Heaters/Water Heaters.csv -> Heatrae Sadia Hotflo 50V vertical water heater 50ltr 3kW,,Water heater;Wall mounting brackets;Literature pack;Expansion vessel (including bracket);Tundish;Pressure reducing valve;Expansion (pressure) relief valve;Check valve;Compression nuts;Copper olives,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/lo/_v/Hotflo_V_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Santon_Water_Heating_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,P137896,Andrews Water Heaters HIflo EVO HF 48/300 water heater,Andrews Water Heaters,7882.2,"A popular choice for properties requiring larger quantities of hot water, the Andrews HIflo EVO HF48/300 high efficiency floor-standing storage water heater offers a generous 300L of storage for fast, reliable hot water delivery. Straightforward to install and requiring minimal maintenance, the 48kW HIflo EVO features a highly reliable Correx® powered anode and Hydrojet® sediment reduction system, ensuring longevity and lower running costs.",Water Heating and Storage/Water Heaters/Water Heaters.csv -> Andrews Water Heaters HIflo EVO HF 48/300 water heater,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/99/137895_137899_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Andrews_Hiflo_EVO_WH.Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/137896_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Andrews_Hiflo_EVO_WH_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/o_/ps/Andrews_Hiflo_EVO_PS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Andrews_Water_Heaters_Spec_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,P137907,Andrews Water Heaters ECOflo COMPACT EC20/190 natural gas water heater,Andrews Water Heaters,4195.0,"A highly efficient ErP A-rated condensing storage water heater, the 190L Andrew ECOflo COMPACT EC20/190 is designed to meet high hot water demands. Extremely compact, this floor standing storage heater can be installed individually or as part of a multiple installation, providing excellent siting flexibility, even in awkward locations. With impressive recovery rates and high gross efficiencies, the 20kW ECOflo COMPACT helps homeowners to save on their bills while maintaining reliable comfort.",Water Heating and Storage/Water Heaters/Water Heaters.csv -> Andrews Water Heaters ECOflo COMPACT EC20/190 natural gas water heater,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/07/137907_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/137907_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Andrews_Ecoflo_Compact_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Andrews_EcoFlocompact_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Andrews_Water_Heaters_Spec_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PD73817,Ariston Velis Evo Wifi 45 storage water heater Brushed Metal pack,Ariston,420.0,"The compact, Italian-designed Ariston Velis Evo Wi-Fi storage electric water heater incorporates a slim twin tank configuration for high hot water availability in premises where space is limited. This 45L capacity wall-mounted water heater is suitable for domestic and light commercial environments thanks to its dual 3kW power supply and reliable safety features. With inbuilt smart Blue Tech touchscreen controls, the contemporary Velis Evo Wi-Fi is easy to set up and use.",Water Heating and Storage/Water Heaters/Water Heaters.csv -> Ariston Velis Evo Wifi 45 storage water heater Brushed Metal pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/17/NW-D73817_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/rs/Ariston_Velis_Evo_Oprt_Instrs.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ariston_Hot_Water_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Ariston_Velis_Evo_WiFi_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ariston_Velis_Evo_WiFi_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PD70638,Heatrae Sadia Multipoint Eco 100H water heater 100ltr 3kW,Heatrae Sadia,1850.96,"Designed for light commercial use, the safe, practical and hardwearing 100L capacity Heatrae Sadia Multipoint Eco 100H horizontal unvented water heater is ideal for restaurant kitchens, office washrooms or canteens, providing on-demand hot water for handwashing and pot filling. Incorporating smart function controllability to recognise and manage demand levels throughout the day, the 3kW Multipoint Eco helps to make cost-effective energy savings, even when using off peak tariffs.",Water Heating and Storage/Water Heaters/Water Heaters.csv -> Heatrae Sadia Multipoint Eco 100H water heater 100ltr 3kW,,Water heater;Wall mounting brackets;Literature pack;Expansion vessel (including bracket);Tundish;Pressure reducing valve (PRV);Expansion (pressure) relief valve;Check valve;Compression nuts,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/at/er/MultiEco_WaterHeater_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/HS_Multi_Eco_Ver_QuickFit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/HS_Multipoint_Eco_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/HS_Multi_Eco_Ver_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HS_Unvented_PoU_Hot_Water_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PD69923,Ariston Andris Lux Eco 3100722 15L Under Sink 2.5kW,Ariston,283.96,"Ariston's 15L storage Andris Lux Eco is a compact unvented electric water heater, designed to suit a wide range of locations, from building sites to office bathrooms or coffee shop kitchens. Incorporating Italian design alongside ErP A-rated energy efficiency, plus durability and performance you can rely on, the premium 2.5kW undersink Andris Lux Eco includes cutting-edge anti-legionella and anti-overheating functions for safe commercial use.",Water Heating and Storage/Water Heaters/Water Heaters.csv -> Ariston Andris Lux Eco 3100722 15L Under Sink 2.5kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/24/D69920_D69924_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/o_/ds/Ariston_AndrisLuxEco_DS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Ariston_AndrisLuxEco_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ariston_AndrisLuxEco_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PD68970,Santon Aquarius AU7/3 undersink water heater 7ltr 3kW pack,Santon,149.99,"The 7L Santon Aquarius AU7/3 undersink vented water heater is designed for convenient point-of-use installation ideal for handwashing and dishwashing. Supplied with a valve, spout and fixtures, the 3kW Aquarius provides straightforward installation and thanks to an easily removed heater plate, maintenance is simple too.",Water Heating and Storage/Water Heaters/Water Heaters.csv -> Santon Aquarius AU7/3 undersink water heater 7ltr 3kW pack,,Water heater;Fixing screws ;plugs;Installation ;user instructions;Guarantee card,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/61/D68961_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Santon_Aquarius_Undersink_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Santon_Aquarius_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,P137891,Andrews Water Heaters CLASSICflo BALANCED RSC 9/145 natural gas water heater,Andrews Water Heaters,3063.0,"The 145L Andrews CLASSICflo BALANCED RSC 9/145 water heater offers all the preferred features of the CLASSICflo, including simple operation controls and efficient CFC-free insulation, with the added benefit and convenience of a balanced flue. This concentric flue system draws air in from outside, an ideal feature for businesses such as salons, supermarkets or dry cleaners where internal air might be contaminated by chemicals.",Water Heating and Storage/Water Heaters/Water Heaters.csv -> Andrews Water Heaters CLASSICflo BALANCED RSC 9/145 natural gas water heater,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/92/137891_137892_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/l_/ps/Andrews_CLASSICflo_Bal_PS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Andrews_CLASSICflo_Bal_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Andrews_CLASSICflo_Bal_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/137891_ErP.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,P449366,Morco EUP11RS room sealed water heater,Morco,660.54,"Operating independently of the room in which it's installed, the fan flued Morco EUP11RS water heater uses air from outside for combustion while also expelling flue gases outside for safe peace of mind on the move. Ideal for leisure accommodation vehicles (LAVs) like boats or caravans, this multi-point, room sealed instantaneous water heater provides on-demand hot water using automatic flame ignition when a tap is turned.",Water Heating and Storage/Water Heaters/Water Heaters.csv -> Morco EUP11RS room sealed water heater,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/66/NW-449366_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Morco_EUP11RS_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PD70841,Heatrae Sadia Supreme 165SS boiling water unit 165ltr Stainless Steel,Heatrae Sadia,1302.15,"The clean, hygienic Heatrae Sadia Supreme 165SS 5L capacity water boiling unit pack has antimicrobial, fingerprint-resistant stainless steel outer casing, making it ideal to deliver on-demand hot water in hospital, clinical and kitchen settings. Straightforward to install and easy to use, the 2.5kW, wall-mounted Supreme is an efficient, safe alternative to kettles, ensuring heat-up steam is condensed and retained, guarding against scalds.",Water Heating and Storage/Water Heaters/Water Heaters.csv -> Heatrae Sadia Supreme 165SS boiling water unit 165ltr Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/46/D70840_D70846_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HeatraeSadia_Supreme_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Heatrae Sadia_Supreme_SS_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/HS_SmartDrinkigWaterSltn_PrdRng_2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/HS_Supreme_150SS_165SS_180SS_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HeatraeSadia_Supreme_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PD69089,Zip Aquapoint 5 AP4100S smart universal water heater 100ltr,Zip,760.29,"Connecting directly to the mains water supply, the feature-packed Zip Aquapoint IV 100L smart universal unvented water heater is capable of delivering reliable hot water to multiple conventional taps. Designed to maximise efficiency, this large 2kW water heater incorporates a robust powder-coated steel casing and polyurethane foam insulation for less heat loss while an anti-Legionella function ensures an always healthy water delivery.",Water Heating and Storage/Water Heaters/Water Heaters.csv -> Zip Aquapoint 5 AP4100S smart universal water heater 100ltr,,"Water heater, installation kit",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/89/D69086_D69089_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Zip_Aquapoint_IV_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D69089_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PD69921,Ariston Andris Lux Eco 3100718 10L Under Sink 2.5kW,Ariston,251.96,"Ariston's 10L storage Andris Lux Eco is a compact unvented electric water heater, designed to suit a wide range of locations, from building sites to office bathrooms or coffee shop kitchens. Incorporating Italian design alongside ErP A-rated energy efficiency, plus durability and performance you can rely on, the premium 2.5kW undersink Andris Lux Eco includes cutting-edge anti-legionella and anti-overheating functions for safe commercial use.",Water Heating and Storage/Water Heaters/Water Heaters.csv -> Ariston Andris Lux Eco 3100718 10L Under Sink 2.5kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/24/D69920_D69924_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/o_/ds/Ariston_AndrisLuxEco_DS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Ariston_AndrisLuxEco_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ariston_AndrisLuxEco_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,P112182,Hyco wall mounted boiling water heater 5 litre,Hyco,533.83,"Stylishly designed to look great while saving space in a kitchen, the Hyco 5L capacity wall-mounted boiling water dispenser does away with the need for a kettle, serving up boiling water on demand for those workplace teas and coffees with no annoying waiting. A durable unit offering fast heat up and recovery times, the ABS-built Hyco water heater is easy to use and offers a range of useful features, including an LED ring for a clear indication of readiness.",Water Heating and Storage/Water Heaters/Water Heaters.csv -> Hyco wall mounted boiling water heater 5 litre,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/50/596350_wm.jpg,,,,,,,White,,96-98 degrees,,1 year on-site warranty as standard3 year on-site warranty available at additional cost,7 kg(Empty)12 kg(Full),N,,N/A,2.84 kW,255,11 mins,,,,,Manual,No,,IPX0,Easy Clean High Impact Polycarbonate/ ABS,,14.5,,Inlet/ Outlet 2 x 15mm compression. 1 x Tundish Recommended,OMEG5,Mall Mounted Boiling Water Heater,N,5 l,UK designed and assembled,Fast heat up time and high recovery rate,23W standing losses for improved efficiency,Green/red LED ring on base of control valve indicates ready/heating,With heavy duty ceramic control valve,Cool touch control valve and water outlet,Easy installation,Simple operation,Durable white ABS case is easy to clean,"Constant supply, even when unit is automatically refilling",Autocalibration ensures optimised temperature,A filter system is recommended to protect against scale build up,May require regular descaling,,20,N/A,,,1,Scale damage is not covered by warranty,IPX20 protection,,,,,,,,,,1 year on-site warranty,3 year warranty upgrade available at extra cost,,,,,
