,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Boiler Section,Boiler Range,Feature 4,Setting Range,Dimensions mm (H x W x D),Application,Range,Feature 5,Feature 6,Warranty,Depth (mm),Smart,Switch Type,Battery Back Up,Number of Zones,Switching Capacity (amps),Programmable Duration,On / Off Periods per Day,Auto GMT / BST,Dimensions (L x W x D),Display Type,Installation Type,Number of Channels,Pack Quantity,Voltage (V),Feature 7,Feature 8,Feature 9,Feature 10,Attachment 5,Attachment 6,Operating Temperature Range (C),Connection,Thread Standard,Max Set Pressure,Connection Gender,Material,Thread Size,Maximum Operating Temperature,Feature 11,Feature 12,Feature 13,Feature 14,Connection Size,Torque Rating,Position Indicator,Operating Range,Override Type,Running Time Motor,Cable Length (m),Position Feedback,Protection Class,Weight,Attachment 7,Attachment 8,Connection Type,Working Pressure,Number of Ports,Operator Type,Seal Material,Size,Feature 15,Feature 16,Colour,Standards,Operating Temperature,Attachment Type,Pipe Diameter,Pressure Rating,Diameter,Range For Use With,Material Type,Min Outlet Pressure,Max Outlet Pressure
331,PN20712,JET Range 73 push on pocket 100mm Brass,JET Range,24.1,A JET Range 100mm spare brass push fit pocket for 100mm dial thermometers.,Heating/Central Heating Controls/Central Heating Controls.csv -> JET Range 73 push on pocket 100mm Brass,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/12/NW-N20712_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Jet_Gauges_Thermometers_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Jet_Bimetal_Thermometer_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,P120083,Vaillant sensoNET VR 921 wall hung unit,Vaillant,219.59,"Designed for wall mounting, the Vaillant sensoNET VR 921 unit provides remote control of a heating system for both comfort and reduced waste, saving on energy and costs.",Heating/Central Heating Controls/Central Heating Controls.csv -> Vaillant sensoNET VR 921 wall hung unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/83/120083_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Valliant_VR921_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,P305819,Siemens Ancillary female thermostat coupling 20mm (Pack of 3),Siemens,14.18,"This Siemens 20mm coupling is designed for globe and pressure independent control valves. It incorporates a 1 1/4"" BSPP x 3/4"" FBSPT type connection.",Heating/Central Heating Controls/Central Heating Controls.csv -> Siemens Ancillary female thermostat coupling 20mm (Pack of 3),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/20/NW-305819_305820_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Siemens_Heating Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,P250815,"Myson Fullflow FF151/2LAC lockshield angle 15mm 1/2"" Chrome (10)",Myson,21.35,"Designed specifically for commercial installations, the Myson Fullflow FF151/2LAC 15mm 1/2"" angled lockshield valve incorporates a compression fitting, a rise-free spindle, double EPDM O-ring gland seals and an additional O-ring back seating arrangement. This ensures that the valve can be serviced with no need for a full system drain down. Made of robust brass and finished in a polished chrome, this valve is part of the extensive Fullflow range.","Heating/Central Heating Controls/Central Heating Controls.csv -> Myson Fullflow FF151/2LAC lockshield angle 15mm 1/2"" Chrome (10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/15/250815_wm.jpg,,,,,N,FF151/2LAC,DVC Valves,N,With lockshield,Angled version,Compression connection,,,Brass construction,,,Central Heating,Fullflow,Polished chrome finish,Produced under an ISO 9001:2008 quality management system,,,,,,,,,,,,,,,10,,Meets BS 2767-10,,,,,,,Compression,BSP,,,Brass,15mm & 1/2,120 deg C,,,,,15mm & 1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,P310923,Honeywell stroke actuator 24v s/r 20mm,Honeywell,647.63,The Honeywell 24V S/R 20mm stroke actuator provides 3-P floating control of 20mm stroke control valves.,Heating/Central Heating Controls/Central Heating Controls.csv -> Honeywell stroke actuator 24v s/r 20mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/23/310923_wm.jpg,,,,,N,ML6425A3006,Linear valve actuator,N,Spring return safety function,Offers DIN EN 14597 district heating certification used with V5016A/V5025A/V5049/V5328 control valves,Rated at 600N linear force,,,IP54 protection class,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,600 N,Visual,Ambient Temperature: -10…50 °C,Manual knob,108s,0,Accessory,IP54,,,,,,N/A,,,,,,,,,,,,,,,,
336,P305245,Siemens easy electronic room thermostat with TPI,Siemens,31.49,"Non-programmable, this Siemens room temperature thermostat is suitable for use in heating or cooling systems. The temperature sensor provides TPI (PID) control of room temperature only in homes, schools or offices, and has a large LCD display for intuitive use. This device is suitable for use with thermal valves or zone valves, combi boilers, gas or oil burners or pump equipment.",Heating/Central Heating Controls/Central Heating Controls.csv -> Siemens easy electronic room thermostat with TPI,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/45/NW-305245_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Siemens_Heating_Controls_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Siemens_RDH100_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Siemens_RDH100_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,P301520,Watts Industries Powerseat Eco screw powerseat valve 1.1/2inch 230v,Watts Industries,1165.98,"Offering extremely high flow rates, this electro-hydraulically operated Watts Industries Black Teknigas Powerseat Eco family gas safety shut-off valve is supplied with 1 1/2"" connections, removable strainer and a range of switching options. Providing on-off general and safety control of low pressure combustible gases, air and oil, this shut-off valve is suitable for use with 1st (town gas), 2nd (natural gas) and 3rd (LPG) families and offers compatibility with oil with a viscosity of up to 200 seconds Redwood.",Heating/Central Heating Controls/Central Heating Controls.csv -> Watts Industries Powerseat Eco screw powerseat valve 1.1/2inch 230v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/20/NW-301520_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/WI_Black_Teknigas_Powerseat_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,P303150,Siemens Acvatix - SKD low torque spring return actuator 0-10vdc,Siemens,429.52,"Suitable for 20mm stroke two and three port valves, the Siemens Acvatix SKD 1000 N low torque electrohydraulic actuator is compatible with valve types VVF, VVG, VXF and VXG used as control or shut-off valves in heating, ventilation or air conditioning systems.",Heating/Central Heating Controls/Central Heating Controls.csv -> Siemens Acvatix - SKD low torque spring return actuator 0-10vdc,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/50/NW-303150_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Siemens_Acvatix_SKD_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Siemens_SKD_EU-Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/pd/Siemens_SKD_EPD.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/po/rt/Siemens_SKB-KC-KD_Test_Report.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Siemens_SKD_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,P308510,Belimo SRA AC rotary valve actuator open/close 230V 20Nm,Belimo,144.9,"Designed for ball valves, this Belimo SRA rotary actuator with 20Nm actuating torque offers simple, direct mounting using just one central screw. The assembly tool is integrated into the plug-in position indication and mounting orientation is selectable in 90° steps.",Heating/Central Heating Controls/Central Heating Controls.csv -> Belimo SRA AC rotary valve actuator open/close 230V 20Nm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/10/NW-308510_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Belimo_TR-LR-NR-SR-A_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Belimo_SR230A_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Belimo_SR230A_EU-Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,P170173,Nabic Fig 568 anti-vacuum valve 25mm,Nabic,275.02,This Nabic Fig 568 gunmetal anti-vacuum valve is set to open at a vacuum pressure of 50 mbar. Thie wrench operated valve includes 25mm BSP tapered male connections.,Heating/Central Heating Controls/Central Heating Controls.csv -> Nabic Fig 568 anti-vacuum valve 25mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/73/NW-170173_wm.jpg,,,,,N,N-568-025,Anti-Vacuum Valve,N,PTFE to metal seating,Gunmetal construction,For use in vented hot water systems,,,,,,,FIG 568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gun Metal,,,,,,,25mm,,,,,,,,,,,,BSP Tapered Male,,,Manual,Viton,,,,,,,,,,,,,,
341,PC28032,Drayton Digistat 2290M Mains 16A relay with OpenTherm,Drayton,68.2,"Mains powered, the Drayton Digistat thermostat has a 16A relay and OpenTherm outputs. With universal operation and the option of smartphone control, this thermostat offers great flexibility.",Heating/Central Heating Controls/Central Heating Controls.csv -> Drayton Digistat 2290M Mains 16A relay with OpenTherm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/34/NW-C28031_C28034_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_2290M_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Drayton_Digistat_Userguide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Drayton_Digistat_Thermostat_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,P336014,Drayton Lifestyle LPSi service timeswitch,Drayton,111.45,"Providing enhanced combi boiler or zone control, the Drayton Lifestyle LP711Si 7 day time switch offers programming flexibility via an individual day programme, ideal for those users with a less predictable weekly schedule.",Heating/Central Heating Controls/Central Heating Controls.csv -> Drayton Lifestyle LPSi service timeswitch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/14/NW-336014_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_Lifestyle_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Drayton_Product_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_Lifestyle_LP_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_Lifestyle_LP_LPSI_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,P306685,Danfoss Control Packs Danfoss Control Packs electromechanical dial control pack,Danfoss,112.73,"Helping to streamline your home heating, the easy to install Danfoss Heatplan electromechanical dial control pack includes a motorised valve, a two-channel programmer time switch, a cylinder thermostat, a room thermostat, a receiver and a wiring box assembly.",Heating/Central Heating Controls/Central Heating Controls.csv -> Danfoss Control Packs Danfoss Control Packs electromechanical dial control pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/85/306685_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_RMT_Thermostat_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_FP720_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_c/at/Danfoss_Wireless_Heat_CtrlPack_Cat.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_Product_Selection_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_H-Series_Valves_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PK21509,Crane Dominator Peak Pro D995LF D299P D902 strainer drain DN15/15,Crane,160.24,"The compact, modular Crane Dominator Peak Pro Z9801PF includes the Peak Pro Pressure Independent Control Valve (D995) providing precise flow, temperature and pressure control. Supplied fully assembled, the Peak Pro incorporates an integral Venturi metering station for improved flow range, equal lengths through union connections and the option to orientate the valve on-site for quicker, simpler installation. This lightweight unit provides all the essential control components and connecting 15mm pipework required for terminal units in a single ready-to-use package and delivers and maintains a high performance system, offering excellent energy and cost reductions over its lifetime.",Heating/Central Heating Controls/Central Heating Controls.csv -> Crane Dominator Peak Pro D995LF D299P D902 strainer drain DN15/15,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/09/NW-K21509_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Crane_FS_Z9801P_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Crane_FS_Z9601_Z9701_Z9801_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PK00540,Kemper multi therm auto balancing valve 15,Kemper,150.46,"The Kemper Multi-Therm thermostatic balancing valve hydraulically balances riser and distribution pipes. It is also suitable for the balancing of hot water return systems (PWH-C).Supporting thermal disinfection, this valve is resistant to aggressive water and resists corrosion for a longer useable life.",Heating/Central Heating Controls/Central Heating Controls.csv -> Kemper multi therm auto balancing valve 15,,Thermal Balanc Valve,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/40/K00540_wm.jpg,,,,,N,143 00 015,Valve,N,Wetted metal parts made from dezincification-free and corrosion-resistant gunmetal,Isolating unit with temperature sensor pocket,PTFE seat gasket,,,Female pipe thread with plugged drain port,,,,,Free from dead spots,"With isolating, balancing and pre-setting functions",,,,,,,,,,,,,,,,,,,,,,,,,,,,Gun Metal,DN15 - DN25,,,,,,,,,,,,,,,,,,Female ended,,0,Automatic,PTFE,DN15 - DN25,,,GunMetal,,,,,,,,,,
346,P306680,Danfoss Control Packs Danfoss Control Packs programmable mains powered control pack with bypass,Danfoss,223.44,"Helping to streamline your home heating, the easy to install Danfoss Heatplan programmable mains-powered control pack with bypass includes a motorised valve, a room thermostat and a wiring box assembly.",Heating/Central Heating Controls/Central Heating Controls.csv -> Danfoss Control Packs Danfoss Control Packs programmable mains powered control pack with bypass,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/80/306680_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Danfoss_TP5001_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_Elect_Room_Controls_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_TP5001_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_Product_Selection_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_c/at/Danfoss_Wireless_Heat_CtrlPack_Cat.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_H-Series_Valves_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,P303461,Siemens Acvatix - SKD low torque spring release actuator 240v,Siemens,477.71,"Suitable for 20mm stroke two and three port valves, the Siemens Acvatix SKD 1000 N low torque electrohydraulic actuator is compatible with valve types VVF, VVG, VXF and VXG used as control or shut-off valves in heating, ventilation or air conditioning systems.",Heating/Central Heating Controls/Central Heating Controls.csv -> Siemens Acvatix - SKD low torque spring release actuator 240v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/61/NW-303461_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Siemens_Acvatix_SKD_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Siemens_SKD_EU-Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/pd/Siemens_SKD_EPD.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/po/rt/Siemens_SKB-KC-KD_Test_Report.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Siemens_SKD_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,P301511,Watts Industries Powerseat Eco flanged powerseat valve 80mm 230v,Watts Industries,1842.66,"Offering extremely high flow rates, this electro-hydraulically operated Watts Industries Black Teknigas Powerseat Eco family gas safety shut-off valve is supplied with 80mm connections, removable strainer and a range of switching options. Providing on-off general and safety control of low pressure combustible gases, air and oil, this shut-off valve is suitable for use with 1st (town gas), 2nd (natural gas) and 3rd (LPG) families and offers compatibility with oil with a viscosity of up to 200 seconds Redwood.",Heating/Central Heating Controls/Central Heating Controls.csv -> Watts Industries Powerseat Eco flanged powerseat valve 80mm 230v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/12/NW-301510_301512_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/WI_Black_Teknigas_Powerseat_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,P311654,Belimo LF modulating spring-return actuator 230V 4Nm,Belimo,272.0,"Controlling air dampers with cross sections of up to 0.8M², the Belimo LF modulating rotary actuator fail-safe with 4Nm actuating torque is suitable for ventilation and air conditioning systems and for dampers performing protection protocols, such as freezing and smoke detection. Connected with a standard modulating signal of 0 - 10V, this actuator moves the damper to the operating position while tensioning the return spring. The damper is turned back to the fail-safe position by spring force when supply voltage is interrupted.",Heating/Central Heating Controls/Central Heating Controls.csv -> Belimo LF modulating spring-return actuator 230V 4Nm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/54/NW-311654_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Belimo_LF24-SR_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Belimo_LF24-SR_EU-Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Belimo_LF_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PN20915,"JET Range RSYPH brass ring syphon 3/8""",JET Range,181.04,"Jet syphons can be used to condense vapour into liquid before it damages the gauge, to cool the gauge when working on a process involving high temperatures and also, they can be used to change the direction of pipework to a gauge (u-syphon at a right angle).","Heating/Central Heating Controls/Central Heating Controls.csv -> JET Range RSYPH brass ring syphon 3/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/15/NW-N20915_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Jet_Gauges_Thermometers_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,P307014,ESBE 3F 3port flanged iron valve 100mm kv225,ESBE,675.18,"Supplied with a 100mm PN6 flange connection, this ESBE series 3F three-way mixing valve is made of a robust cast iron suitable for heating and cooling installations. Mixing or diverting up to 6 bar, this valve is ideal for use with ESBE actuators and controllers.",Heating/Central Heating Controls/Central Heating Controls.csv -> ESBE 3F 3port flanged iron valve 100mm kv225,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/14/NW-307013_307014_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Esbe_F_Series_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Esbe_3F_Series_Mixing_Valve_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Esbe_3F_4F_Mixing_Valve_Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,P224925,HW HOME T3 & T4 PROG ROOM STAT CORE PK,Resideo,365.22,TBC,Heating/Central Heating Controls/Central Heating Controls.csv -> HW HOME T3 & T4 PROG ROOM STAT CORE PK,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/25/224925_wm.jpg,,,,,N,224925 PK,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
