,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Hazardous,Model For Use With,Boiler Section,Boiler Range,Part Gas Council number,By Model Number,Supplier Product Code,Type,WEEE Compliant,Range,Attachment 1,Connection Size,Connection Type,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Range For Use With,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,For Use With,Weight,Dimensions mm (H x W x D),Pack Quantity,Colour,Flow Rate,Warranty,Output,Depth (mm)
505,P408460,Worcester Bosch pcb greenstar heatslave,Worcester Bosch,178.85,"An official Worcester Bosch part, this printed circuit board is suitable for use in Greenstar Oil and Heatslave boilers.  The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch pcb greenstar heatslave,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/60/408460_wm.jpg,N,"20/25-RSO-GB, HEATSLAVE 12/18 EXT, HEATSLAVE 18/25 EXT, 15/19 RSO (RS), 26/32 RSO (RS), HEATSLAVE HE 18/25 INT, HEATSLAVE 25/32 EXT, HEATSLAVE HE 25/32 INT, HEATSLAVE HE 12/18 INT",Control Panel,"Heatslave, Greenstar Oil",,"HEATSLAVE 25/32 EXT,HEATSLAVE HE 12/18 INT,20/25-RSO-GB,15/19 RSO (RS),HEATSLAVE HE 25/32 INT,26/32 RSO (RS),HEATSLAVE 12/18 EXT,HEATSLAVE 18/25 EXT,HEATSLAVE HE 18/25 INT",87186852610,Printed Circuit Board,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,P791780,Worcester Bosch o-ring 2.4x5.6,Worcester Bosch,3.19,"A genuine Worcester Bosch replacement part, this pack of 10x O-rings is suitable for use in the hydraulics of Greenstar, Greenstar ErP, Highflow, i Junior Series, i Series, Si/C1 Series and RD Series boilers.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch o-ring 2.4x5.6,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/80/791780_wm.jpg,N,"15 i, 24 i Junior Mk5, 28 i Junior, 28 i Junior Mk5 LPG, 12Ri ErP+ NG, 15Ri LPG, 400 Electronic BSN (BF), 400 Electronic OSN (OF), 400-OSN-GB (OF), 24 i Junior LPG, 24 i RSF, C1 FSN, 18 i LPG, 24 i Junior, 24Ri, 24Ri LPG, 9Ri ErP+ LPG, 400-BSP-GB (BF), 4",Hydraulics,"Greenstar, Greenstar ErP, Highflow, i Junior Series, i Series, Si/C1 Series, RD Series",299403,"28 i Junior Mk5 LPG,400 Electronic OSN (OF),15 i LPG,400-OSN-GB (OF),400-OSP-GB (OF),25 Si LPG,25 Si,28 i Junior,12 i LPG,24 i Juni,400-FSP-GB (RSF),15 Ri LPG,400 Electronic BSN (BF),15 Ri,24 i Junior Mk5,18Ri LPG,15 i,18 Ri,24 i LPG,12 Ri",87161408380,O-Ring,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,P480530,Worcester Bosch silicon tubing 1mtr Beige,Worcester Bosch,11.4,"Worcester Bosch brand tubing for the air pressure switch of CDi Series, Greenstar, Greenstar ErP, Highflow, i Series, SBi Series, Bosch, CBi Series, Si/C1 Series, CDiXtra Series, RD Series and 350 boilers.  A vital safety device, an air pressure switch ensures the boiler fan is working correctly and prevents a build up of toxic gases with no means of venting them in case of a fan failure. The unit's PCB closely monitors the air pressure switch to ensure it is fully functional before firing the system up, keeping the appliance from starting without the presence and operation of key safety features.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch silicon tubing 1mtr Beige,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/30/480530_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/WB_Greenstar_25_30SI_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
508,P474256,Worcester Bosch 8716117026 flap assembly,Worcester Bosch,29.98,"This Worcester Bosch flap assembly is a replacement part for use in the casing of Greenstar ErP boilers.  Casings vary from model to model, designed to suit different locations, offering differing levels of robustness and a variety of finishes.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch 8716117026 flap assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/56/474256_wm.jpg,N,"30i Combi, 21i System LPG, 24i System, 30i Combi LPG, 9i System LPG, 15i System, 21i System, 25i Combi LPG, 15i System LPG, 18i System, 9i System, 12i System, 12i System LPG, 18i System LPG, 24i System LPG, 25i Combi",Casing,Greenstar ErP,,,8716117026,Flap Assembly,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,P793251,Worcester Bosch adapter,Worcester Bosch,2.75,"This adaptor is a genuine Worcester Bosch spare part for use in the diverter valve section of Greenstar boilers.  A directional water device in combi boilers, a diverter valve directs hot water into a heating system or a hot water system. This feature means that combis are able to provide both heating and hot water without the need for a storage cylinder.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch adapter,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/51/793251_wm.jpg,N,"27 CDi LPG, 30 CDi, 34 CDi Classic LPG, 35 CDi Classic System LPG, 38 CDi Classic, 42 CDi LPG, 430/i, 430/i LPG, 537/i, 542/i, 27 CDi, 29 CDi, 30 CDi Conventional LPG, 30 CDi System, 30 CDi System LPG, 537/i LPG, 542/i LPG, 30 CDi Classic System LPG, 29",Diverter Valve,Greenstar,H31835,"29 CDi Classic,35 CDi Classic System LPG,27 CDi LPG,34 CDi Classic LPG,38 CDi Classic,42 CDi,35 CDi Classic System,532/i,29 CDi LPG,37 CDi,537/i,34 CDi Classic,30 CDi LPG,430/i LPG,532/i LPG,42 CDi LPG,29 CDi Classic LPG,30 CDi,30 CDi Conventional,430/i",87155045250,Adapter,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,P410579,Worcester Bosch 8716119384 control box,Worcester Bosch,293.23,"This Worcester Bosch control box is suitable for use in the control panel of Greenstar ErP boilers.  The boiler control panel usually features control knobs and a digital display for switching the boiler on and off, viewing fault info and setting modes.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch 8716119384 control box,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/79/410579_wm.jpg,N,"12Ri ErP+ NG, 21Ri ErP+ NG, 24Ri ErP+ NG, 12Ri ErP+ LPG, 9Ri ErP+ LPG, 15Ri ErP+ NG, 15Ri ErP+ LPG, 18Ri ErP+ LPG, 18Ri ErP+ NG, 21Ri ErP+ LPG, 9Ri ErP+ NG, 24Ri ErP+ LPG",Control Panel,Greenstar ErP,,,8716119384,Control Box,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,P142035,Worcester Bosch actuator,Worcester Bosch,56.92,"This Bosch actuator is suitable for use in Worcester Bosch's Buderus 500 and Buderus 600 24C and 28C boilers.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch actuator,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/35/142035_wm.jpg,N,"24C, 28C, 28C",Gas Assembly,"Buderus 500, Buderus 600",,"24C,28C",7099578,Actuator,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,P793187,Worcester Bosch tube condensate drain,Worcester Bosch,13.04,"A Worcester Bosch spare, this drain tube is designed for use in the condensate trap of Greenstar boilers.  The condensate trap holds discharge that accumulates in the primary heating or cooling system caused by changes in pressure and temperature. A discharge pipe connected to the condensate trap sends held water out of the property. This pipe is ordinarily made of plastic that can withstand the low levels of acid present due to CO2 from the combustion process dissolving in the water.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch tube condensate drain,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/87/793187_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/WB_Greenstar24-28I_Junior_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
513,P408408,Worcester Bosch rope thermal resistant,Worcester Bosch,12.08,"This Worcester Bosch rope is a seal for use in the heat exchanger of Greenstar Oil boilers.  Seals are used in many different boiler parts and are designed to prevent leaks of water or harmful gases as they move through the unit.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch rope thermal resistant,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/08/408408_wm.jpg,N,"CAMRAY 12/18 OIL, CAMRAY 12/18 EXT SYS, CAMRAY 12/18 U'LITY, CAMRAY 12/18 U'LITY SYS, CAMRAY 25/32 OIL, CAMRAY 12/18 ROO GB, CAMRAY 18/25 U'LITY, CAMRAY 25/32 U'LITY, CAMRAY 18/25 OIL, CAMRAY 25/32 EXT SYS, CAMRAY 18/25 EXT, CAMRAY 18/25 ROO GB, CAMRAY 2",Heat Exchanger,Greenstar Oil,,"CAMRAY 12/18 ROO GB,CAMRAY 12/18 EXT,CAMRAY 12/18 U'LITY,CAMRAY 18/25 U'LITY SYS,CAMRAY 25/32 U'LITY,CAMRAY 18/25 U'LITY,CAMRAY 25/32 EXT SYS,CAMRAY 12/18 U'LITY SYS,CAMRAY 18/25 EXT,CAMRAY 18/25 OIL,CAMRAY 25/32 EXT,CAMRAY 12/18 EXT SYS,CAMRAY 12/18 OIL",87161119860,Rope,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,P491895,Worcester Bosch manifold/flexible hose kit,Worcester Bosch,22.7,"This Worcester Bosch manifold and flexible hose kit is suitable for use in the hydraulics of i Junior Series boilers.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch manifold/flexible hose kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/95/491895_wm.jpg,N,"28 i Junior, 24 i Junior, 24 i Junior LPG, 28 i Junior LPG",Hydraulics,i Junior Series,H49370,"24 i Junior LPG,28 i Junior,28 i Junior LPG,24 i Junior",87161081320,Manifold/Flexible Hose kit,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,P480702,Worcester Bosch fixing set,Worcester Bosch,52.56,"This Worcester Bosch fixing set is for use in the heat exchanger of Greenstar, RD Series, CDi Series and Greenstar ErP boilers.  The heat exchanger transfers heat from a boiler's burner to water. A primary heat exchanger is found in all boilers, using heat from a burner to raise the temperature of the water in the system while a secondary heat exchanger is present only in combis and allows the heat to be transferred between closed systems.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch fixing set,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/02/480702_wm.jpg,N,"25 HE, 30 CDi, 40 CDi Classic Regular LPG, 40 CDi Conventional LPG, 42 CDi Classic, 42 CDi Classic LPG, ICC2-FSN 37KW, R30 HE, RD537I, FS 30 LPG, 29 CDi LPG, 30 CDi LPG, 34 CDi LPG, 35 CDi, 35 CDi Classic System, 37 CDi, 42 CDi, 532/i, 532/i LPG, CS1-FSN",Heat Exchanger,CDi SeriesGreenstarGreenstar ErPRD Series,E27208,"30 CDi Classic Regular,25 CDi LPG,38 CDi,30 HE Plus Combi,25 CDi,25 HE +,35 HE Plus Combi,29 CDi,30 CDi Classic Regular LPG,FS 30,FS 42,37 CDi LPG,30 CDi Conventional LPG,34 CDi Classic,30 CDi Classic System LPG,28 HE System,34 CDi,30 CDi System LPG,30 CDi",87103052960,Fixing Set,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,P408424,Worcester Bosch pipe condensate discharge,Worcester Bosch,19.17,"A replacement condensate discharge pipe specifically for use in Worcester Bosch's Greenstar boilers.  The condensate trap holds discharge that accumulates in the primary heating or cooling system caused by changes in pressure and temperature. A discharge pipe connected to the condensate trap sends held water out of the property. This pipe is ordinarily made of plastic that can withstand the low levels of acid present due to CO2 from the combustion process dissolving in the water.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch pipe condensate discharge,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/24/408424_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/WB_Greenstar_25_30SI_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
517,P793090,Worcester Bosch 87186673220 valve,Worcester Bosch,60.32,"A replacement valve for Worcester Bosch Greenstar boilers.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch 87186673220 valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/90/793090_wm.jpg,N,"29 CDi Classic LPG, 40 CDi Classic Regular LPG, 42 CDi Classic, 38 CDi Classic LPG, 34 CDi Classic LPG, 30 CDi Classic Regular LPG, 30 CDi Classic Regular, 38 CDi Classic, 40 CDi Classic Regular, 29 CDi Classic, 34 CDi Classic, 42 CDi Classic LPG",Hydraulics,Greenstar,H31842,"42 CDi Classic LPG,29 CDi Classic,40 CDi Classic Regular LPG,34 CDi Classic LPG,30 CDi Classic Regular,38 CDi Classic,34 CDi Classic,40 CDi Classic Regular,38 CDi Classic LPG,29 CDi Classic LPG,30 CDi Classic Regular LPG,42 CDi Classic",87186673220,Valve,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,P438128,Worcester Bosch coupling assembly,Worcester Bosch,15.3,"This Worcester Bosch coupling assembly is designed for use in the hydraulics of 240 and 230 range boilers.  Pipework either allows water into a heating unit, including the mains water supply and the pipework on a wall jig, or is found within an appliance and carries water between the various mechanisms that require it, including the diverter valve and heat exchanger.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch coupling assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/28/438128_wm.jpg,N,"240 BF, 240 OF, 240 RSF, 230 RSF",Hydraulics,"240, 230",299052,"240 BF,240 RSF,230 RSF,240 OF",87161205070,Coupling Assembly,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,P474018,Worcester Bosch key turn,Worcester Bosch,24.43,"This Worcester Bosch key turn is a replacement part for use in the casing of Greenstar Oil and Greenstar ErP boilers.  Casings vary from model to model, designed to suit different locations, offering differing levels of robustness and a variety of finishes.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch key turn,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/18/474018_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_GrnstrCmryExtrnlStm121825_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
520,P791549,Worcester Bosch 18-22mm isolating valve,Worcester Bosch,37.05,"A replacement Worcester Bosch isolation valve compatible with i Series boilers.  Usually situated underneath heating appliances, the isolation valve lets the user regulate the flow of gas and water into a central heating system. It also allows the user to stop the flow in case of a leak or emergency.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch 18-22mm isolating valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/49/791549_wm.jpg,N,"24 i RSF LPG, 28 i RSF, 24 i RSF",Isolation Valve,i Series,E01885,"24 i RSF,24 i RSF LPG,28 i RSF",87161424100,Isolation Valve,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,P480583,Worcester Bosch air pressure switch,Worcester Bosch,31.19,"This Worcester Bosch pressure switch is designed for use in SBi Series and CDi Series boilers.  A vital safety device, an air pressure switch ensures the boiler fan is working correctly and prevents a build up of toxic gases with no means of venting them in case of a fan failure. The unit's PCB closely monitors the air pressure switch to ensure it's fully functional before firing the system up, keeping the appliance from starting without the presence and operation of key safety features.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch air pressure switch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/83/480583_wm.jpg,N,"24 SBi LPG, 24 CDi RSF NG, 24 CDi RSF LPG, 24 SBi",Fan Combustion Chamber,"SBi Series, CDi Series",173016,"24 CDi RSF LPG,24 CDi RSF NG,24 SBi,24 SBi LPG",87161424060,Pressure Switch,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,P408466,Worcester Bosch bezel rh,Worcester Bosch,7.2,"This Worcester Bosch right hand bezel is a replacement part for use on the casing of Greenstar and Greenstar ErP boilers.  Casings vary from model to model, designed to suit different locations, offering differing levels of robustness and a variety of finishes.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch bezel rh,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/66/408466_wm.jpg,N,"12 Ri, 18Ri LPG, 15 Ri, 18 Ri, 24Ri, 24Ri LPG, 18 Ri LPG, 15Ri, 18Ri, 12 Ri LPG, 24 Ri, 18Ri ErP+ NG, 12Ri ErP+ LPG, 9Ri ErP+ LPG, 12Ri LPG, 15Ri ErP+ NG, 24 Ri LPG, 12Ri, 15Ri ErP+ LPG, 18Ri ErP+ LPG, 21Ri ErP+ LPG, 21Ri ErP+ NG, 24Ri ErP+ NG, 15 Ri LPG",Casing,"Greenstar, Greenstar ErP",H03275,,87161064620,Bezel,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,P480409,Worcester Bosch diverter valve assembly,Worcester Bosch,212.29,"This Worcester Bosch diverter valve assembly is designed for use in the brand's Heatslave boilers.  A directional water device in combi boilers, a diverter valve directs hot water into a heating system or a hot water system. This feature means that combis are able to provide both heating and hot water without the need for a storage cylinder.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch diverter valve assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/09/480409_wm.jpg,N,"20/25-OSO-GB, 12/14-RSO-GB, 20/25-RSO-GB, 26/32 OSO (CF), 12/14-OSO-GB, 26/32 RSO (RS), 15/19-OSO-GB, 15/19 RSO (RS)",Diverter Valve,Heatslave,,"12/14-OSO-GB,20/25-RSO-GB,15/19 RSO (RS),26/32 OSO (CF),15/19-OSO-GB,26/32 RSO (RS),12/14-RSO-GB,20/25-OSO-GB",87161201310,Diverter Valve Assembly,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,P480054,Worcester Bosch 87161424190 diverter valve,Worcester Bosch,180.13,"A Worcester Bosch branded diverter valve cover for boilers in the 240 and 230 ranges.  A directional water device in combi boilers, a diverter valve directs hot water into a heating system or a hot water system. This feature means that combis are able to provide both heating and hot water without the need for a storage cylinder.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch 87161424190 diverter valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/54/480054_wm.jpg,N,"240 BF, 230 RSF, 240 RSF, 240 OF",Diverter Valve,"240, 230",379216,"240 BF,240 RSF,230 RSF,240 OF",87161424190,Diverter Valve,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,P790775,Worcester Bosch 87161427300 transformer,Worcester Bosch,174.16,"A Worcester Bosch part, this transformer is for use in the control panel of Danesmoor, Heatslave and Greenstar Oil boilers.  The boiler control panel usually features control knobs and a digital display for switching the boiler on and off, viewing fault info and setting modes.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch 87161427300 transformer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/75/790775_wm.jpg,N,"12/14-RSO-GB SYS, 15/19 ROO (RS), 20/25-RSO-GB SYS, 50/70-OOO OLD U'LITY, 26/32 OSO (CF), 12/18-OOO (FS), 18/25-OOO (FS), 32/50-OOO-GB U'LITY, DANESMOOR HE 18/25 OOO GB U'LITY, 20/25-OSO-GB, 12/14-OOO-GB, 20/25-ROO-GB U'LITY, 26/32-OOO-GB, 32/50-OOO-GB,",Casing,"Danesmoor, Heatslave, Greenstar Oil",,,87161427300,Transformer,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
