,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Hazardous,Dimensions mm (H x W x D),By Model Number,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Application,Feature 3,Feature 4,Range,Diameter,Watts,Colour Temperature,Attachment 5
72,P465153,Everpure Claris water filter cartridge,Everpure,216.3,"Removing harmful contaminants, the Everpure Claris water filter cartridge ensures that every cup of tea and coffee tastes great and is free of unpleasant odours. Using a clever five-stage filtration process, this cartridge offers pre-filtration before enacting its carbonate hardness adjustment and highly effective carbon block, all of which is in addition to a solid membrane block and fine filtration suitable for filtering out particles as small as five microns.",Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Everpure Claris water filter cartridge,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/53/465153_wm.jpg,,,,,N,14.18in x 5.35in,,EVCLL,Water Filter Cartridge,N,"For coffee, tea and steam applications",Offers pre-filtration,,,,Claris,,,,
73,PV00057,AquaJet hose assembly washer pack,Aquajet,3.35,"This AquaJet hose assembly washer pack is suitable for use with AquaJet 10, 15, 20, 30 and 40 pre-rinse sprays.",Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> AquaJet hose assembly washer pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/57/NW-V00057_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/V00057_Technical.pdf,,,,,,,,,,,,,,,,,,,
74,PV05808,"Die-Pat hose 44""",Die-Pat,67.58,"Suitable for use with a H2O pre-rinse unit, this Die-Pat 44"" hose with grip is made of stainless steel.","Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Die-Pat hose 44""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/08/NW-V05808_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Die_Pat_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,
75,PV00050,AquaJet pre-rinse spray body deck,Aquajet,102.29,This AquaJet pre-rinse spray body deck is suitable for the AJ-PR-30 adjustable inlet and washer.,Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> AquaJet pre-rinse spray body deck,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/50/NW-V00050_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/V00050_Technical.pdf,,,,,,,,,,,,,,,,,,,
76,PC50861,"Mechline Dormont 1/2"" x 1500mm long standard NVPF gas connection hose BS669 part 2,  with straight restainer",Mechline,64.02,"Made of high quality stainless steel, this Mechline Dormont 1.5M unbraided gas hose with a 12.7mm ID offers excellent reliability and built-in safety features. Designed for longevity, this hose is approved for both LPG and natural gas and features a flat-faced, push-to-connect coupling with fast disconnection.","Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Mechline Dormont 1/2"" x 1500mm long standard NVPF gas connection hose BS669 part 2,  with straight restainer",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/61/NW-C50861_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mechline_2650NPVF60_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mechline_Dormont_Gas_Hose_Install.pdf,,,,,,,,,,,,,,,,,,
77,PU60373,"Oxford Hardware push-in quartz infrared lamp - jacketed 300w, 118mm long (120 series)",Oxford Hardware,6.13,"This Oxford Hardware 118mm 300W low pressure jacketed tungsten halogen heat lamp is ideal for keeping food warm in a commercial catering situation. The lamp's tungsten filament is surrounded by a halogen dosed gas, encapsulated in a transparent quartz glass sleeve. An additional free-moving glass sleeve protects the inner sleeve from outside contact, reducing heat spots, extending the lamp's life span and reducing the risk of smashing. This lamp offers short wave infrared output and heat via direct radiation.","Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Oxford Hardware push-in quartz infrared lamp - jacketed 300w, 118mm long (120 series)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/73/NW-U60373_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Oxford_Hardware_Brochure.pdf,,,,,,,,,,,,,,,,,,,
78,PV02709,Foster door seal 623 x 1541mm,Foster,49.5,A Foster 1541 x 623mm full door gasket for use in refrigerated cupboards.,Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Foster door seal 623 x 1541mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/09/NW-V02709_wm.jpg,,,,,N,x  x,,01-231709-01,Gasket,N,For commercial or domestic use,"Suitable for PROG1350H, PROG600HA - PROG600L, E5084819 and EPROG600L",CommercialDomestic,,,,,,,
79,P411422,Edmundson 2ft 18w t8 4000k 840 Cool White,Edmundson,3.46,An Edmundson T8 18840 2FT 18W 4000K lamp.,Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Edmundson 2ft 18w t8 4000k 840 Cool White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/22/411422_wm.jpg,,,,,N,,,05552,Lamp,N,,,,,,,26 mm,18,4000 K,
80,P470339,Zip micro purity water filter cartridge,Zip,266.63,"Certified under the watermark scheme, this Zip Micropurity water filter cartridge is guaranteed comply with industry standards for high levels of performance. Reducing bacteria, limescale and bugs, this filter delivers healthy, great tasting water with minimal contamination.",Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Zip micro purity water filter cartridge,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/39/NW-470339_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Zip_MicroPurity_Water_Filter_Install.pdf,,,,,,,,,,,,,,,,,,,
81,PV01536,AquaJet spray gun threads,Aquajet,56.67,"An AquaJet AJSG019/BSP replacement rose head gun with 1/2"" BSP threads.",Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> AquaJet spray gun threads,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/36/NW-V01536_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/V01536_Technical.pdf,,,,,,,,,,,,,,,,,,,
82,PU60386,"Oxford Hardware push-in quartz infrared lamp - jacketed 500w, 220mm long (220 series)",Oxford Hardware,13.2,"This Oxford Hardware 220mm 500W push-in jacketed tungsten halogen heat lamp is ideal for keeping food warm in a commercial catering situation. The lamp's tungsten filament is surrounded by a halogen dosed gas, encapsulated in a transparent quartz glass sleeve. An additional free-moving glass sleeve protects the inner sleeve from outside contact, reducing heat spots, extending the lamp's life span and reducing the risk of smashing. This lamp offers short wave infrared output and heat via direct radiation.","Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Oxford Hardware push-in quartz infrared lamp - jacketed 500w, 220mm long (220 series)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/86/NW-U60385_U60386_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Oxford_Hardware_Brochure.pdf,,,,,,,,,,,,,,,,,,,
83,PU58293,Foster humidity sensor,Foster,668.01,This Foster humidity sensor for DRP controllers is suitable for use with a selection of DRP refrigerators.,Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Foster humidity sensor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/93/NW-U58293_wm.jpg,,,,,N,x  x,"DRP22T,DRPRI3TRW MK3,DRPRI2T MK3,DRPRI5T MK3,DRPRI1TRW MK3,DRPRI4TRW MK3,DRPRI4T MK3,DRPRI2TRW MK3,DRPRI6T MK3,DRPRI3T,DRPRI3T MK3,DRPRI1T MK3",16252209,Sensor,N,"Compatible with DRP22T, DRPRI1TRW MK3, DRPRI3T MK3 and DRPRI4T MK3","Compatible with DRPRI4TRW MK3, DRPRI6T MK3, DRPRI1T MK3 and DRPRI2T MK3",CommercialDomestic,"Compatible with DRPRI2TRW MK3, DRPRI3T, DRPRI3TRW MK3 and DRPRI5T MK3",,,,,,
84,PV13616,"AquaJet twin feed, single pedestal pre-rinse spray unit with standard gun and with lever controls",Aquajet,211.55,"The AquaJet AJ-PR-20L 1050mm twin feed, single pedestal pre-rinse spray unit includes a standard gun with intuitive lever controls.","Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> AquaJet twin feed, single pedestal pre-rinse spray unit with standard gun and with lever controls",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/16/NW-V13616_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mechline_Aquajet_Install.pdf,,,,,,,,,,,,,,,,,,,
85,PU61036,"Oxford Hardware KS90 63700000002 food safe silicone sealant 310ml - white, temp to 200 deg c (1)",Oxford Hardware,7.69,"Fully certified for use in food service settings, this Oxford Hardware KS90 white silicone sealant is a premium grade silicone-based adhesive. Supplied in a 304ml tube, this sealant forms a reliable waterproof seal, keeping moisture out - or in - wherever needed and holding fast right up to 200°C.","Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Oxford Hardware KS90 63700000002 food safe silicone sealant 310ml - white, temp to 200 deg c (1)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/37/NW-U61035_U61037_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Kason_Silicone_Sealant_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Silicone_Sealant_MSDS_2015.pdf,,,,,,,,,,,,,,,,,,
86,PU61035,"Oxford Hardware KS90 63700000001 food safe silicone sealant 310ml - clear,  temp to 200 deg c (1)",Oxford Hardware,7.69,"Fully certified for use in food service settings, this Oxford Hardware KS90 clear silicone sealant is a premium grade silicone-based adhesive. Supplied in a 304ml tube, this sealant forms a reliable waterproof seal, keeping moisture out - or in - wherever needed and holding fast right up to 200°C.","Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Oxford Hardware KS90 63700000001 food safe silicone sealant 310ml - clear,  temp to 200 deg c (1)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/37/NW-U61035_U61037_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Kason_Silicone_Sealant_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Silicone_Sealant_MSDS_2015.pdf,,,,,,,,,,,,,,,,,,
87,PU61039,"Oxford Hardware Waste kits VTE2518EUROKIT.C combined sink waste, standpipe & strainer, 250mm high",Oxford Hardware,18.86,"Made of stainless steel and polyamide, this Oxford Hardware 250mm blue top combined standpipe, waste and strainer includes a 70mm flange for use with sink bowls with a 70mm opening.","Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Oxford Hardware Waste kits VTE2518EUROKIT.C combined sink waste, standpipe & strainer, 250mm high",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/40/NW-U61038_U61040_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Oxford_Hardware_Brochure.pdf,,,,,,,,,,,,,,,,,,,
88,PV05836,AquaJet AJHA010 short inner/outer hose assembly,Aquajet,51.11,"Supplied with end fittings, this AquaJet complete inner and outer hose assembly is suitable for short models only.",Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> AquaJet AJHA010 short inner/outer hose assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/36/NW-V05836_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/V05836_Technical.pdf,,,,,,,,,,,,,,,,,,,
89,P403796,Goodflo G-Trap grease trap,Goodflo,452.96,"Safe and hygienic, this Goodflo G-Bag grease trap seals waste in the innovative G-Bag for reduced maintenance and mess, eliminating odour and keeping kitchen staff clean during replacement. Reducing the risk of cross contamination and health and safety risks, the grease trap requires no bailing or vacuum cleaning and waste is never exposed to the kitchen environment, making management of fats, oils and grease discharged in wastewater simple, clean and risk-free.",Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Goodflo G-Trap grease trap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/96/NW-403796_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Goodflo_G_Bag_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Goodflo_G_Bag_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Goodflo_G_Bag_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Goodflo_G_Bag_Replacement_Checklist.pdf,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Goodflo_G_Bag_Technical.pdf
90,P465165,Aqua Cure Hydro+ water filter cartidge,Aqua Cure,21.39,"This Aqua Cure Hydro+ 10"" carbon block inline water filter incorporates a 1 micron carbon block to reduce taste, odour and chlorine in potable water. It includes 1/4"" push-fit connections.",Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Aqua Cure Hydro+ water filter cartidge,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/65/NW-465165_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aqua_Cure_Trade_Catalogue.pdf,,,,,,,,,,,,,,,,,,,
91,PU61031,Oxford Hardware QVR/S A13202E energy regulator,Oxford Hardware,32.12,"This phase angle type Oxford Hardware QVR/S UAL switched variable AC regulator (dimmer) is supplied with flying leads, a knob and bezel.",Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Oxford Hardware QVR/S A13202E energy regulator,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/31/NW-U61031_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Oxford_Hardware_Brochure.pdf,,,,,,,,,,,,,,,,,,,
92,P487515,Clesse Mutli-cylinder LPG NRV T-piece connector,Clesse,9.67,"Suitable for use with an LPG automatic changeover, this Clesse multi-cylinder LPG NRV T-piece has M20 female x M20 male x M20 male connections.",Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Clesse Mutli-cylinder LPG NRV T-piece connector,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/15/NW-487515_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Clesse_Product_Catalogue_2016.pdf,,,,,,,,,,,,,,,,,,,
93,PV13676,"Mechline Cater Connex appliance water connection hose braided 3/4"" A07 1500 mm",Mechline,18.66,The Mechline Cater Connex 1.5M braided water hose has a 13mm internal diameter and robust stainless steel design. It is suitable for hot and cold water and can be used for catering or sanitary use.,"Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Mechline Cater Connex appliance water connection hose braided 3/4"" A07 1500 mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/76/NW-V13676_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mechline_A07_Technical.pdf,,,,,,,,,,,,,,,,,,,
94,PV04855,Foster circuit breaker 16a,Foster,11.5,This Foster CNC DZ47-16-1P (C45N) D single-phase and pole circuit breaker with 16A current rating is compatible with commercial and domestic refrigerators.,Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Foster circuit breaker 16a,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/55/NW-V04855_wm.jpg,,,,,N,x  x,"DRP22T,DRPRI3TRW MK3,DRPRI2T MK3,DRPRI5T MK3,DRPRI1TRW MK3,DRPRI4TRW MK3,DRPRI4T MK3,DRPRI2TRW MK3,DRPRI6T MK3,DRPRI3T MK3,DRPRI1T MK3",16240132,Circuit Breaker,N,"Suitable for DRP22T, DRPRI1TRW MK3, DRPRI2TRW MK3, DRPRI3T MK3 and DRPRI3TRW MK3","Suitable for DRPRI4T MK3, DRPRI5T MK3, DRPRI6T MK3, DRPRI1T MK3, DRPRI2T MK3 and DRPRI4TRW MK3",CommercialDomestic,,,,,,,
95,PV00064,AquaJet spray gun faceplate and screw,Aquajet,6.39,This AquaJet face plate and screw is suitable for use with a spray gun.,Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> AquaJet spray gun faceplate and screw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/64/NW-V00064_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/V00064_Technical.pdf,,,,,,,,,,,,,,,,,,,
96,PU61037,"Oxford Hardware KS90 63700000004 food safe silicone sealant 310ml - black , temp to 250 deg c (1)",Oxford Hardware,7.69,"Fully certified for use in food service settings, this Oxford Hardware KS90 black silicone sealant is a premium grade silicone-based adhesive. Supplied in a 304ml tube, this sealant forms a reliable waterproof seal, keeping moisture out - or in - wherever needed and holding fast right up to 250°C.","Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Oxford Hardware KS90 63700000004 food safe silicone sealant 310ml - black , temp to 250 deg c (1)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/37/NW-U61035_U61037_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Kason_Silicone_Sealant_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Silicone_Sealant_MSDS_2015.pdf,,,,,,,,,,,,,,,,,,
97,PV00068,AquaJet valve body fits hot and cold - for body decks with cross head taps,Aquajet,23.94,This AquaJet valve body fits hot onto a lever head body or onto hot and cold on a crosshead body.,Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> AquaJet valve body fits hot and cold - for body decks with cross head taps,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/68/NW-V00068_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/V00068_Technical.pdf,,,,,,,,,,,,,,,,,,,
98,PC50865,"Mechline Dormont 1"" x 1 metre long standard NPVF gas connection hose BS669 part 2, supplied with quick disconnect coupling, str",Mechline,174.2,"Made of high quality stainless steel, this Mechline Dormont 1M unbraided gas hose with a 25.4mm ID offers excellent reliability and built-in safety features. Designed for longevity, this hose is approved for both LPG and natural gas and features a flat-faced, push-to-connect coupling with fast disconnection.","Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Mechline Dormont 1"" x 1 metre long standard NPVF gas connection hose BS669 part 2, supplied with quick disconnect coupling, str",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/65/NW-C50865_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mechline_26100NPVF36_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mechline_Dormont_Gas_Hose_Install.pdf,,,,,,,,,,,,,,,,,,
99,PV13610,AquaJet twin feed single pedestal supershort pre-rinse spray unit with standard gun and with lever controls,Aquajet,247.32,"The AquaJet AJ-PR-20LSS 540mm super-short twin feed, single pedestal pre-rinse spray unit includes a standard gun with simple lever controls.",Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> AquaJet twin feed single pedestal supershort pre-rinse spray unit with standard gun and with lever controls,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/10/NW-V13610_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mechline_Aquajet_Install.pdf,,,,,,,,,,,,,,,,,,,
100,PV05834,AquaJet replacment coiled hose for AJPR50,Aquajet,38.11,This AquaJet coiled hose is suitable for use with the AJPR50 pre-rinse spray arm.,Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> AquaJet replacment coiled hose for AJPR50,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/34/NW-V05834_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/V05834_Technical.pdf,,,,,,,,,,,,,,,,,,,
101,P490343,"Clesse Male/female test point adaptor 3/8"" x 1/2''",Clesse,7.7,"Suitable for LPG use, this Clesse test point adapter includes a 3/8"" BSP taper male inlet connection and 1/2"" BSP taper female outlet connection.","Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Clesse Male/female test point adaptor 3/8"" x 1/2''",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/43/NW-490343_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Clesse_Product_Catalogue_2019-2020.pdf,,,,,,,,,,,,,,,,,,,
102,PV03096,Mechline Grease Pak replacement battery pack for dosing module,Mechline,32.23,This Mechline Grease Pak 6V alkaline battery for dosing module use has an approximate service life of 18 - 24 months.,Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Mechline Grease Pak replacement battery pack for dosing module,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/96/NW-V03096_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mechline_GP-BP_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mechline_GP-BP_Technical.pdf,,,,,,,,,,,,,,,,,,
103,P470337,Zip water filter cartridge,Zip,179.4,"Certified under the watermark scheme, this Zip Sub Micron water filter cartridge is guaranteed comply with industry standards for high levels of performance. Reducing bacteria, limescale and bugs, this filter delivers healthy, great tasting water with minimal contamination.",Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Zip water filter cartridge,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/37/NW-470337_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Zip_91240-41_Manual.pdf,,,,,,,,,,,,,,,,,,,
