,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Weight,Hazardous,ASHRAE Code,Safety Classification,GWP,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Attachment 7,Attachment 8,Feature 7
47,P624264,A-Gas Gly-Cool+ MPG -10 to -55c 25kg,A Gas,326.48,"High performance GLY-COOL+ (MPG) is a monopropylene glycol (MPG) based heat transfer fluid for use in indirect cooling in food processing and beverage cooling applications. GLY-COOL+ (MPG) delivers high resistance to degradation, scale, bacterial growth and corrosion along with reliable protection from freezing, clean circuits and efficient heat transfers for long term cost benefits in terms of system maintenance.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Refrigerants, Industrial Gas & Glycol.csv -> A-Gas Gly-Cool+ MPG -10 to -55c 25kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/64/NW-624264_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_MPG_SDS.pdf,,,,,,,,,,,,,,,,,,,,,,
48,P684834,A-Gas R410A rental cylinder 50kg,A Gas,1120.02,"This A-Gas 50kg rental cylinder contains R-410A, a HFC blend used mainly in air conditioning systems or as an alternative to R-13B1 in low temperature refrigeration.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Refrigerants, Industrial Gas & Glycol.csv -> A-Gas R410A rental cylinder 50kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/34/NW-684833_684834_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/A-Gas_R410A_Pressure_Temp_Chart.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_R410A_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Refrigerant_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,
49,P624263,A-Gas Gly-Cool MEG -10 to -55c 25kg,A Gas,145.6,"GLY-COOL (MEG) is a high performance monoethylene glycol (MEG) based heat transfer fluid suitable for secondary refrigerant and industrial cooling applications. GLY-COOL (MEG) delivers high resistance to degradation, scale, bacterial growth and corrosion along with reliable protection from freezing, clean circuits and efficient heat transfers for long term cost benefits in terms of system maintenance.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Refrigerants, Industrial Gas & Glycol.csv -> A-Gas Gly-Cool MEG -10 to -55c 25kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/63/NW-624263_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_MEG_SDS.pdf,,,,,,,,,,,,,,,,,,,,,,
50,P684875,A-Gas CO2 Vapour Rental Cylinder 10ltr,A Gas,77.67,"This 10L A-Gas rental cylinder contains R744 refrigerant grade CO2. Thanks to its low global warming potential and good properties, this gas is increasingly popular for refrigerant purposes and is suitable for use alongside other primary refrigerants including hydrocarbons and ammonia.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Refrigerants, Industrial Gas & Glycol.csv -> A-Gas CO2 Vapour Rental Cylinder 10ltr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/75/684875_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/sd/s3/Agas_CO2_SDS3.pdf,,,,,,,,,,,,,,,,,,,,,,
51,P684874,A-Gas CO2 Vapour Rental Cylinder 30ltr,A Gas,229.54,"This A-Gas 30L rental cylinder contains refrigerant grade R-744 (CO2), a suitable replacement for R-134A and R-404A in ultra-low, low and medium temperature refrigeration applications. Offering an Ozone Depleting Potential (ODP) of 0 and a global warming potential (GWP) of 1, the increasingly popular R-744 (CO2) is a natural refrigerant for eco-friendly use. With a water content ten times lower than industrial grade R-744 (CO2), this cylinder helps to prevent the formation of carbonic acid which can result in corrosion of machinery and pipework.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Refrigerants, Industrial Gas & Glycol.csv -> A-Gas CO2 Vapour Rental Cylinder 30ltr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/74/NW-684874_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_CO2_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Refrigerant_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/A-Gas_R744_Pressure_Temp_Chart.pdf,,,,,,,,,,,,,,,,,,,
52,P684830,A-Gas R407C rental cylinder 25kg,A Gas,620.79,"This A-Gas 25kg rental cylinder contains R-407C, a HFC blend, a suitable replacement for R-22 in air conditioning systems and medium temperature refrigeration applications.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Refrigerants, Industrial Gas & Glycol.csv -> A-Gas R407C rental cylinder 25kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/31/NW-684830_684831_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_R407C_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Refrigerant_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/A-Gas_R407C_Pressure_Temp_Chart.pdf,,,,,,,,,,,,,,,,,,,
53,P684821,A-Gas R23 rental cylinder 8.5kg,A Gas,6146.93,"This A-Gas 8.5kg rental cylinder contains R-23, a suitable replacement for R-13 and R503 in very low temperature refrigeration. R-23 can also used as a clean fire suppressant, replacing Halon 1301. Commonly used in cascade systems at an evaporating temperature of -60 to -100°C and at a condensing temperature of approximately -10 to -40°C, R-23 now has limited popularity due to its high Global Warming Potential (GWP).","Refrigeration/Refrigerants, Industrial Gas & Glycol/Refrigerants, Industrial Gas & Glycol.csv -> A-Gas R23 rental cylinder 8.5kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/21/NW-684821_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Refrigerant_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/A-Gas_R23_Pressure_Temp_Chart.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/R290_Propane_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_R23_SDS.pdf,,,,,,,,,,,,,,,,,,
54,P630398,A-Gas R455A refrigerant rental cylinder R455A 11kg,A Gas,607.2,"This 11kg A-Gas R455A rental cylinder contains a zeotropic blend, low flammability (A2L) refrigerant for the replacement of R404A in new low, medium and high temperature systems. A long term alternative to other refrigerants, R455A has a GWP of 148, complying with the F-Gas regulation.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Refrigerants, Industrial Gas & Glycol.csv -> A-Gas R455A refrigerant rental cylinder R455A 11kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/98/NW-630398_wm.jpg,,,,,,,11 kg,N,R455A,,148,455A0011,Rental Cylinder,N,GWP: 148,"High efficiency, high critical temperature, low critical pressure",Very similar capacity to R404A,"Low discharge gas temperature, comparable to R404A/R507",30 percent lower mass flow compared to R404A/R507 - allows application in more compact systems,Miscible with polyolester lubricants,,,Non-toxic and mildly flammable (A2L)
55,P688730,A-Gas R507 rental cylinder 12kg,A Gas,1490.4,"Containing a HFC blend, this A-Gas R507 rental cylinder is a suitable replacement for R502 and R22 in low or medium temperature refrigeration. R507 has a Global Warming Potential (GWP) of 3985, making it similar to R404A in terms of environmental concern.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Refrigerants, Industrial Gas & Glycol.csv -> A-Gas R507 rental cylinder 12kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/30/688730_wm.jpg,,,,,,,12Kg,N,R507,A1,3985,507R0012,Rental Cylinder,N,Cylinders are subject to rental charges,HFC blend,12kg weight,,,,,,
56,P684872,A-Gas Genetron Performax LT R407F rental cylinder 25kg,A Gas,1002.81,"This A-Gas 25kg rental cylinder contains R-407F, a HFC blend used as a replacement for R-22 and R-404A in low and medium temperature applications. R-407F offers a lower global warming potential (GWP) and higher efficiency than R-404A and R-407A.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Refrigerants, Industrial Gas & Glycol.csv -> A-Gas Genetron Performax LT R407F rental cylinder 25kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/73/NW-684872_684873_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_R407F_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Refrigerant_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/R407C_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/A-Gas_R407F_Pressure_Temp_Chart.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/R407F_(performax LT)_H&S.pdf,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_R407F_Performax-LT_Guide.pdf,,
57,P684840,A-Gas R507 reclaimed rental cylinder 50kg,A Gas,6210.0,"This A-Gas 50kg rental cylinder contains R507, a HFC blend used as a replacement for R502 and R-22 in low and medium temperature refrigeration. Offering a Global Warming Potential (GWP) of 3985, the use of R507 is now prohibited in new equipment and restricted in pre-existing equipment although reclaimed R507 is still permitted until 2030 for servicing equipment already running, making it an option for systems above 40T CO2 Equivalent.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Refrigerants, Industrial Gas & Glycol.csv -> A-Gas R507 reclaimed rental cylinder 50kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/40/NW-684840_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Refrigerant_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_R507_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/A-Gas_R507_Pressure_Temp_Chart.pdf,,,,,,,,,,,,,,,,,,,
58,P684844,A-Gas Freon MO29 R422D rental cylinder 13kg,A Gas,2944.66,"This A-Gas Freon MO29 rental cylinder contains Freon/Isceon MO29 R-422D. A HFC blend, this gas was originally designed to replace R22 in direct expansion water chillers. Now it is more commonly used as a retro-fit refrigerant for R22 in low and medium temperature refrigeration and air conditioning systems.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Refrigerants, Industrial Gas & Glycol.csv -> A-Gas Freon MO29 R422D rental cylinder 13kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/44/NW-684844_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/Isceon_MO29_R422D_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Agas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Agas_R422D_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Agas_Product_Info_Guide.pdf,,,,,,,,,,,,,,,,,,,
59,P688688,A-Gas R290 propane rental cylinder 11kg,A Gas,171.97,"This A-Gas 11kg cylinder contains refrigerant-grade propane, also known as R-290, an alternative to R-22 and R-502 in low, medium and high temperature refrigeration and air conditioning applications. R-290 (propane) is a highly flammable hydrocarbon, however it makes for an efficient refrigerant with a low Global Warming Potential (GWP).","Refrigeration/Refrigerants, Industrial Gas & Glycol/Refrigerants, Industrial Gas & Glycol.csv -> A-Gas R290 propane rental cylinder 11kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/88/NW-688688_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Refrigerant_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/A-Gas_Pressure_Temperature_Chart.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_R290_SDS.pdf,,,,,,,,,,,,,,,,,,,
