,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Connection Size,Connection Type,Hazardous,Dimensions (L x W x D),Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Colour,Diameter,Waste Diameter,Warranty,Weight,Drainage Product Type,Minimum Operating Temperature,Resistance Features,Wall Thickness (mm),Maximum Operating Temperature,Paintable,Standards,Application,Feature 5,Feature 6,Feature 7,Feature 8,Range,Approvals,Min Bar Pressure,Operating Pressure,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13
121,PF43723,"McAlpine anti-vacuum bath trap 1.1/2"" x 50mm",McAlpine,10.67,"This McAlpine anti-siphon bath trap is made of polypropylene (PP) to McAlpine's always high standards. This fitting includes 1 1/2"" BSP x 50mm water seal compression connections.","Drainage/Wastes and Traps/Wastes and Traps.csv -> McAlpine anti-vacuum bath trap 1.1/2"" x 50mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/23/NW-F43723_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/McAlpine_SG10V_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/McAlpine_WcConnectors_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PF42462,McAlpine BSKTOP basket strainer top plug only,McAlpine,3.42,This McAlpine stainless steel strainer plug with rubber finger seal connection is suitable for basket strainer wastes.,Drainage/Wastes and Traps/Wastes and Traps.csv -> McAlpine BSKTOP basket strainer top plug only,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/62/NW-F42462_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/McAlpine_Plumbing_Products_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/F42462_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PF47291,"McAlpine BN2 flange backnut plus washer 1.1/2"" x 70mm",McAlpine,1.35,"This McAlpine 1 1/2"" backnut is made of white plastic with a rubber washer and incorporates a 1 1/4"" threaded female connection.","Drainage/Wastes and Traps/Wastes and Traps.csv -> McAlpine BN2 flange backnut plus washer 1.1/2"" x 70mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/91/NW-F47291_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/McAlpine_Plumbing_Products_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PF42010,"McAlpine seal bottle trap 1.1/4"" x 75mm",McAlpine,7.84,"This McAlpine A10 bottle trap is made of polypropylene (PP) and includes 1 1/4"" x 75mm water seal compression connections. It is suitable for use with a bathroom or cloakroom wash hand basin.","Drainage/Wastes and Traps/Wastes and Traps.csv -> McAlpine seal bottle trap 1.1/4"" x 75mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/10/NW-F42010_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/McAlpine_WcConnectors_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/McAlpine_A10_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PF44010,"McAlpine seal bottle P-trap anti syphon 1.1/4"" x 75mm",McAlpine,10.3,"This McAlpine anti-siphon bottle trap is made of polypropylene (PP) to McAlpine's always high standards. This fitting includes 1 1/4"" BSP x 75mm water seal compression connections.","Drainage/Wastes and Traps/Wastes and Traps.csv -> McAlpine seal bottle P-trap anti syphon 1.1/4"" x 75mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/10/NW-F44010_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/McAlpine_A10V_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/McAlpine_WcConnectors_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PF49926,"McAlpine wash hand basin space saver bend with silicone valve 1.1/4""",McAlpine,18.66,"This McAlpine wash hand basin and bath space saver with self-closing waste valve is made of polypropylene (PP) and includes 1 1/4"" BSP x compression connections.","Drainage/Wastes and Traps/Wastes and Traps.csv -> McAlpine wash hand basin space saver bend with silicone valve 1.1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/26/NW-F49926_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/McAlpine_WHB-1_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/McAlpine_WHB-1_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PF10060,Marley Multikwik wall mounted utility P-double nozzle 40mm,Marley,25.27,"Supplied in a white finish, this Marley Multikwik adjustable utility P trap with double nozzle offers fast, easy installation to any new or existing plastic or copper pipework via 40mm compression connections.",Drainage/Wastes and Traps/Wastes and Traps.csv -> Marley Multikwik wall mounted utility P-double nozzle 40mm,,P-trap;2x nozzle,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/60/NW-F10060_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Marley_Multikwik_Specification_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Marley_Multikwik_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PF48374,"McAlpine female inlet nut x universal compression outlet self closing waste valve (BSP) 1.1/4""",McAlpine,28.61,"This McAlpine 1 1/4 x 1 1/4"" self-closing waste valve includes a BSP female inlet nut x universal compression outlet. The valve's membrane opens under water pressure allowing discharge to freely flow before closing to form a seal designed to prevent unpleasant odours and sewer gases escaping into the premises.","Drainage/Wastes and Traps/Wastes and Traps.csv -> McAlpine female inlet nut x universal compression outlet self closing waste valve (BSP) 1.1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/75/NW-F48374_F48375_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/McAlpine_KOMO_Kiwa_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/F48374_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/McAlpine_Plumbing_Products_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PQ64406,"Wavin OsmaT tubular S-trap 1.1/4"" White",Wavin,18.17,"This Wavin Osma 32mm tubular S trap connects to compact PVC-U soil or Wavin AS acoustic soil systems via a 1 1/4"" compression connection.","Drainage/Wastes and Traps/Wastes and Traps.csv -> Wavin OsmaT tubular S-trap 1.1/4"" White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/06/NW-Q64406_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Wavin_4V_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Wavin_Osma_Above_Ground_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PF43712,"McAlpine FJ10WC bath trap 1.1/2"" x 3""",McAlpine,29.29,"This McAlpine 1 1/2 x 3"" bath trap is manufactured in robust plastic for reliable use in domestic bathrooms. This fitting is part of a comprehensive range developed by McAlpine to meet all common applications.","Drainage/Wastes and Traps/Wastes and Traps.csv -> McAlpine FJ10WC bath trap 1.1/2"" x 3""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/12/F43712_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/McAlpine_WcConnectors_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PF42707,"McAlpine Y10 straight through S-trap 1 25""x1.1/2"" 3""",McAlpine,10.07,"Manufactured in white plastic, this McAlpine Y10 1 1/4 x 1 1/2"" 3"" straight-through S-trap with cleaning eye is designed with inline connections for a neater installation. Measuring 58mm in diameter, this S-trap is UV-resistant and withstands temperatures of up to 90°C.","Drainage/Wastes and Traps/Wastes and Traps.csv -> McAlpine Y10 straight through S-trap 1 25""x1.1/2"" 3""",,"Trap, seals ;compression nuts",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/07/F42707_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/McAlpine_WcConnectors_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PQ64413,"Wavin Osma Waste resealing trap 1.1/4"" White",Wavin,25.86,"Manufactured in white polypropylene (PP), this Wavin Osma Waste 32 x 32mm resealing bottle trap is simple to use, offering fast, reliable push-fit connections to save on both time and cost.","Drainage/Wastes and Traps/Wastes and Traps.csv -> Wavin Osma Waste resealing trap 1.1/4"" White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/13/NW-Q64413_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Osma_Waste_Water_Drain_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PP_&_PE_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PF10004,Marley Multikwik bottle trap reslng adjustable 32mm,Marley,21.21,"Made of white plastic, the self-cleaning Marley Multikwik adjustable releasing bottle trap has an adjustable inlet and 32mm compression connections for fitting to new or existing plastic or copper pipework.",Drainage/Wastes and Traps/Wastes and Traps.csv -> Marley Multikwik bottle trap reslng adjustable 32mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/04/NW-F10004_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Marley_Multikwik_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Marley_Multikwik_Specification_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PF13485,"Center CB shower trap 1.1/2"" 40mm Chrome",Center CB,36.28,"Center CB shower trap is made of polypropylene. The Center waste trap range features a wide variety of trap configurations, so whatever need to drain waste water from, be that a sink, basin, bath, shower, bidet, washing machine or dishwasher, comprehensive range has all your needs covered.","Drainage/Wastes and Traps/Wastes and Traps.csv -> Center CB shower trap 1.1/2"" 40mm Chrome",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/85/NW-F13485_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PF13425,"Center CB straight through trap 1.1/4"" 32mm",Center CB,18.33,"Center CB straight through trap is made of polypropylene. The Center waste trap range features a wide variety of trap configurations, so whatever need to drain waste water from, be that a sink, basin, bath, shower, bidet, washing machine or dishwasher, comprehensive range has all your needs covered.","Drainage/Wastes and Traps/Wastes and Traps.csv -> Center CB straight through trap 1.1/4"" 32mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/25/NW-F13425_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PQ64650,Wavin Osma Waste P-trap 75mm Seal 40mm White,Wavin,25.68,"Easy to use, this Wavin Osma Waste 40mm adjustable tubular P trap is designed with push-fit connections for faster and more cost-effective installation without compromising on security. Designed for use with Osma Waste pipes and fittings, this trap is made of robust white polypropylene.",Drainage/Wastes and Traps/Wastes and Traps.csv -> Wavin Osma Waste P-trap 75mm Seal 40mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/50/NW-Q64650_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Osma_Waste_Water_Drain_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PP_&_PE_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PF13445,"Center CB bottle P-trap anti-vacuum 1.1/2"" 40mm",Center CB,13.45,"Center CB bottle P-trap with anti syphon, made of polypropylene. The Center waste trap range features a wide variety of trap configurations, so whatever need to drain waste water from, be that a sink, basin, bath, shower, bidet, washing machine or dishwasher, comprehensive range has all your needs covered.","Drainage/Wastes and Traps/Wastes and Traps.csv -> Center CB bottle P-trap anti-vacuum 1.1/2"" 40mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/45/NW-F13445_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PF47927,"McAlpine urinal P-trap syphon 2"" x 75mm",McAlpine,24.49,"This McAlpine urinal P trap is made of polypropylene (PP) to McAlpine's always high standards. This fitting includes 2"" BSP x 75mm water seal connections.","Drainage/Wastes and Traps/Wastes and Traps.csv -> McAlpine urinal P-trap syphon 2"" x 75mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/27/NW-F47927_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/McAlpine_HCUP50UK_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/McAlpine_HCUP50UK_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PF13992,Center CB bottle trap 38mm seal White,Center CB,14.17,"This Center CB 40mm bottle trap is made of a precision-moulded, durable white polypropylene (PP) with compression connection. Center CB's range of compression wastes offers a universal jointing system, making connection to new or existing plastic or copper waste pipes simple.",Drainage/Wastes and Traps/Wastes and Traps.csv -> Center CB bottle trap 38mm seal White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/92/NW-F13992_wm.jpg,,,,,,40 mm,Compression,N,,Polypropylene (PP),CTB20,Bottle Trap,N,White colour,Simple installation,Lightweight and easy to handle on site,,White,40 mm,,,,,,,,,,,,,,,,,,,,,,,,
140,PF00452,"McAlpine adjustable bottle trap/pipe 1.1/4"" Chrome Plated",McAlpine,76.24,"This McAlpine bottle cylinder trap is made of chrome-plated brass to McAlpine's always high standards. This fitting includes 1 1/4"" European outlet x 75mm water seal solvent weld connections.","Drainage/Wastes and Traps/Wastes and Traps.csv -> McAlpine adjustable bottle trap/pipe 1.1/4"" Chrome Plated",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/52/NW-F00452_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/McAlpine_CA32UK-CB_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/McAlpine_WcConnectors_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PC20226,Center CB 32mm contemporary bottle trap,Center CB,40.4,Nabis contemporary 1 1/4 inch bottle trap with a 75mm water seal suitable for all types of commercial and domestic installations.,Drainage/Wastes and Traps/Wastes and Traps.csv -> Center CB 32mm contemporary bottle trap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/26/A03810_C20226_wm.jpg,,,,,,,,N,,Metal,PBT51WC,Bottle Trap,N,Easy to install,Lightweight and easy to handle on-site,Chrome finish,Fittings are precision moulded in white polypropylene for durability,Chrome,,,,,,,,,,,,,Suitable for commercial and domestic installations,,,,,,,,,,,,
142,PF47242,"McAlpine seal shower trap plus waste 1.1/2"" x 19mm",McAlpine,13.94,"This McAlpine 85mm shower trap is made of polypropylene (PP) to McAlpine's always high standards. This fitting includes 1 1/2"" BSP x 19mm water seal connections.","Drainage/Wastes and Traps/Wastes and Traps.csv -> McAlpine seal shower trap plus waste 1.1/2"" x 19mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/42/NW-F47242_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/McAlpine_WcConnectors_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/McAlpine_STW3-R_DWG.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PF41169,"McAlpine FSW2PP combination sink waste and overflow 1.1/2"" x 85mm",McAlpine,6.12,"This McAlpine 1 1/2"" x 85mm sink combined waste and overflow with black overflow grid has a centre pin dry fixing connection for fast, easy installation and a neat finish.","Drainage/Wastes and Traps/Wastes and Traps.csv -> McAlpine FSW2PP combination sink waste and overflow 1.1/2"" x 85mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/69/NW-F41169_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/McAlpine_Plumbing_Products_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/F41169_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PF13989,Center CB double nozzle trap 76mm seal White,Center CB,12.49,"Center CB double nozzle trap is made of polypropylene. The Center waste trap range features a wide variety of trap configurations, so whatever need to drain waste water from, be that a sink, basin, bath, shower, bidet, washing machine or dishwasher, comprehensive range has all your needs covered.",Drainage/Wastes and Traps/Wastes and Traps.csv -> Center CB double nozzle trap 76mm seal White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/89/NW-F13989_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/CenterCB_Drainage_Prod_Guide_Feb2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PF00482,"McAlpine ABS solvent/weld adaptor 35mm x 1.1/2""",McAlpine,1.21,"This McAlpine 1 1/4"" brass adapter converts chrome-plated brass compression fittings to plastic solvent weld waste pipes.","Drainage/Wastes and Traps/Wastes and Traps.csv -> McAlpine ABS solvent/weld adaptor 35mm x 1.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/82/NW-F00482_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/F00482_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/McAlpine_Plumbing_Products_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/F47570_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
