,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Colour,Connection Type,Style,Warranty,Hazardous,With Drain Off,Max Pressure,Flow Water Temperature,Material,Orientation,Pipe Connection Size,Radiator Connection Size,Sensor,Shape,With Lockshield,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Depth (mm),Smart,Switch Type,Battery Back Up,Number of Zones,Switching Capacity (amps),Programmable Duration,On / Off Periods per Day,Auto GMT / BST,Dimensions (L x W x D),Display Type,Number of Channels,Application,Feature 13,Range,Feature 14,Pack Quantity,Feature 15,Feature 16,Weight
75,P296044,Myson TRV2 TRV angle c/w pushfit 90o elbow 15mm Chrome (1),Myson,18.18,"Offering ease of installation to reduce the need for expensive and inconvenient callouts, the Myson TRV2 15mm 90° elbow angled thermostatic radiator valve is fitted with simple push-fit connections. Built around a liquid sensor, this thermostatic radiator valve offers years of temperature accuracy, giving you the ability to adapt the heating in a single room to suit your needs. Helping to minimise waste while maximising comfort, a TRV will maintain a constant temperature by reacting to ambient changes in conditions, meaning a room is only heated when required.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Myson TRV2 TRV angle c/w pushfit 90o elbow 15mm Chrome (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/44/296044_wm.jpg,,,,,,,,Chrome,Push Fit,Modern,2 years,N,No,3,Max 92 deg C,CR3 and Brass,,15 mm,1/2 BSP,Yes,Angle,No,TRV215ACPF90,TRV,N,Angled version,Push-fit connection,Brass construction,CR3 chrome finish,Produced under ISO 9001:2008 quality management system,Complies with EN215 and BS2767-10,2 year warranty,,,,,,,,,,,,,,,,,,,,TRV2,,1,,,
76,P311227,Honeywell Home Valencia hw home vt200 trv 15mm ang,Honeywell Home,22.33,"Helping developers to meet Building Regs Part L1, the Valencia classic thermostatic radiator valve (TRV) offers individual room-by-room control of radiator temperatures. With a high quality of design, performance and reliability, this TRV is suitable for any heating installation and can be mounted vertically or horizontally at either end of a radiator. For best use, the TRV should be installed in a two-pipe heating system with free flow of air around the head for accurate temperature sensing.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Honeywell Home Valencia hw home vt200 trv 15mm ang,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/27/311227_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Honeywell_Valencia_O_code_Transition.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Honeywell_Heating_Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,P222012,Drayton TRV4 angled valve with lockshield 15mm Anthracite,Drayton,35.0,"Specifically created for design-led Anthracite Grey radiators, the Drayton TRV4 angled thermostatic radiator valve with lockshield has an easy-clean matte anthracite finish with chrome accessories, meaning it won't compromise your carefully considered design aesthetic. Featuring reverse flow capacity, non-stick internals and a liquid sensor for high levels of accuracy, this TRV provides homeowners with complete control of a room's climate.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Drayton TRV4 angled valve with lockshield 15mm Anthracite,,Thermostatic radiator valve;Lockshield,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/14/247514_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Drayton_5543_D127_TRV4_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_D34_11_TRV_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,P246077,"Danfoss RLV-S vertical angle valve 1/2"" 15mm",Danfoss,16.27,The Danfoss RLV-S standard lockshield valve has a nickel-plated finish with internal threaded connection.,"Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Danfoss RLV-S vertical angle valve 1/2"" 15mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/77/NW-246077_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_RLV_S_Installation_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_DRL_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Danfoss_RLV_S_Self_Seal_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_RLV_D_RLV_S_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_RLV_B_Installation_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_RLV_S_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,P246138,Danfoss RAS-C2 angle combi pack 8mm,Danfoss,16.7,"Designed for domestic two-pipe systems, this Danfoss RAS-C2 angled thermostatic radiator valve (TRV) has a modern, metallic finish.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Danfoss RAS-C2 angle combi pack 8mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/38/246138_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_DOC350451887649_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_DOC310431102901_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,P531577,Intatec 15mm full bore compression ball valve with butterfly handle,Intatec,7.18,"Manufactured in tough brass, this Intatec 15mm full bore ball valve is supplied with compression connections and has butterfly handles in both red and blue to indicate use in hot or cold water.  A ball valve is a type of quarter-turn valve featuring a hollow, perforated ball that pivots to control the flow of a fluid. The valve is open when the ball's hole is in line with flow and closed when pivoted to 90°. The long lasting reliability of ball valves makes them popular in a wide range of settings.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Intatec 15mm full bore compression ball valve with butterfly handle,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/77/531577_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/15/82/Technical 531577_531582.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,P247431,Drayton TRV4 remote capillary sensor 2m,Drayton,39.25,"This Drayton TRV4 chrome straight remote head with 2M remote sensor is an accessory designed for use with thermostatic radiator valves (TRVs). The remote head is designed to read the temperature in a room where a normal TRV would be hidden behind furniture or curtains and unable to take an accurate reading. Slimline and compact, the TRV4 remote head is an understated but useful accessory.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Drayton TRV4 remote capillary sensor 2m,,Remote head;2m remote sensor,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/31/247431_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_TRV4_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_TRV4_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Drayton_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_D34_11_TRV_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,P249306,Pegler Yorkshire angled thermostatic radiator valve and lockshield (and push fit elbow 10mm) 15mm,Pegler,78.41,"This quick-to-fit Pegler Yorkshire Terrier 631 angled thermostatic radiator valve (TRV) is built with 'Tectite Push' push-fit technology to save time and hassle during installation with no need for secondary operations in difficult to reach spots, reducing the risk of damage to chrome pipes. Designed for consistent heating comfort, this chrome finish TRV maintains a room's temperature by adjusting radiator output in response to changes in its immediate surroundings.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Pegler Yorkshire angled thermostatic radiator valve and lockshield (and push fit elbow 10mm) 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/06/249306_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Pegler_Yorkshire_12306196_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,P296042,Myson TRV2 TRV angle c/w comp 90o elbow 10mm Chrome (1),Myson,17.2,"Offering ease of installation to reduce the need for expensive and inconvenient callouts, the Myson TRV2 10mm 90° elbow angled thermostatic radiator valve is fitted with simple compression connections. Built around a liquid sensor, this thermostatic radiator valve offers years of temperature accuracy, giving you the ability to adapt the heating in a single room to suit your needs. Helping to minimise waste while maximising comfort, a TRV will maintain a constant temperature by reacting to ambient changes in conditions, meaning a room is only heated when required.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Myson TRV2 TRV angle c/w comp 90o elbow 10mm Chrome (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/42/296042_wm.jpg,,,,,,,,Chrome,Compression,Modern,2 years,N,No,10,Max 120 deg C,CR3 and Brass,,10mm,1/2 BSP,Yes,Angle,No,TRV210AC90,TRV,N,Angled version,Compression connection,Brass construction,CR3 chrome finish,Produced under ISO 9001:2008 quality management system,Complies with EN215 and BS2767-10,2 year warranty,,,,,,,,,,,,,,,,,,,,TRV2,,1,,,
84,P250083,Pegler Yorkshire thermostatic radiator valve and lockshield drain-off valve pack 15mm,Pegler,14.0,"This ergonomically designed Pegler Yorkshire Bulldog 2 angled thermostatic radiator valve (TRV) has a sleek design and better-than-ever limiting and locking. With built-in frost protection settings for added safety and low water resistance, this polished chrome and white TRV incorporates the best of Pegler design tech for high levels of reliability and functionality.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Pegler Yorkshire thermostatic radiator valve and lockshield drain-off valve pack 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/83/250083_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/BulldogTRV_FeatureBenefit_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Bulldog_250083_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Pegler_Yorkshire_Bulldog_2_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ec/Pegler_Yorkshire_Bulldog2_250083_Tec.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,P224927,Terrier 3 angled thermostatic radiator valve with lockshield 15 mm pack,Terrier,9.99,"Easy to fit, the Pegler Yorkshire Terrier 15mm angled thermostatic radiator valve, or TRV, with lockshield is bi-directional for either-way installation. A reliable choice for room-by-room heating comfort, the Terrier aids in improving a home's efficiency for reduced environmental impact and potential fuel bill savings too. With a host of useful features, including easy-read numbers for ease of operation by the visually impaired and an economy setting to keep you ticking over when a blast of heat isn't required, the Terrier TRV is a highly practical choice for any home.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Terrier 3 angled thermostatic radiator valve with lockshield 15 mm pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/95/249293_249295_wm.jpg,,,,,,,,Chrome/Polished,"Threaded, Compression",Modern,5 Years,N,No,10,120,Brass,,15 mm,1/2 inch,No,Angular,No,224927 PK,Thermostatic Radiator Valve,N,With lockshield,Bi-directional flow for installation flexibility,Polished chrome finish,Double O-ring seal,Clear temperature settings for visually impaired use,Low hysteresis for rapid response to changing temperatures,Economy settings maximise energy efficiency,Improved nominal flow rates for bi-direction applications,"With 1/2"" radiator connection",15mm pipe connection,10 bar test pressure,A-rated TELL approved for thermostatic energy efficiency,,,,,,,,,,,,,,Terrier valves generally approved to BS 2767-10,3,Connections approved to BS EN 1254-2,,Threaded connections comply with BS 21 or BS 2780,5 year warranty,
86,P311233,Honeywell Home Valencia VT200 hw home vt200 trv + l/s 15mm ang,Honeywell Home,30.31,"Helping developers to meet Building Regs Part L1, the Valencia classic thermostatic radiator valve (TRV) offers individual room-by-room control of radiator temperatures. With a high quality of design, performance and reliability, this TRV is suitable for any heating installation and can be mounted vertically or horizontally at either end of a radiator. For best use, the TRV should be installed in a two-pipe heating system with free flow of air around the head for accurate temperature sensing.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Honeywell Home Valencia VT200 hw home vt200 trv + l/s 15mm ang,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/33/311233_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Honeywell_Heating_Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,P311223,Honeywell Home Valencia hw home vtl120 trv + l/s 15mm str,Honeywell Home,25.59,"Offering excellent performance and reliability, the Valencia traditional thermostatic radiator valve (TRV) is popular with installers and homeowners for its combination of energy efficiency and flexible ease of installation. With a bi-directional flow design, this TRV is suitable for any heating installation and can be mounted vertically or horizontally at either end of a radiator. Once in place, the valve's integrated radiator balancing insert retains the radiator's balancing setting when the TRV and lockshield valve is closed. For best use, the TRV should be installed in a two-pipe heating system with free flow of air around the head for accurate temperature sensing.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Honeywell Home Valencia hw home vtl120 trv + l/s 15mm str,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/23/NW-311220_311223_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Honeywell_Valencia_O_code_Transition.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Honeywell_Heating_Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,P247390,Drayton TRV4 angled TRV4 and internal head 15mm Chrome,Drayton,38.31,"Ideal for towel rails, the bathroom-suitable Drayton TRV4 chrome 15mm angled boxed thermostatic radiator valve (TRV) with integral head has a neat, wipe-clean finish and contemporary chrome design. The TRV4 incorporates a double gland seal and non-stick, pre-set internals, a useful feature designed to allow for balancing the radiator through the TRV.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Drayton TRV4 angled TRV4 and internal head 15mm Chrome,,Thermostatic radiator valve;Integral head;Double gland seal,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/90/247390_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_TRV4_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_TRV4_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Drayton_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_h002943_31426_t_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_D34_11_TRV_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,P249296,Pegler Yorkshire angled thermostatic radiator valve and lockshield with drain off 15mm,Pegler,76.26,"The easy to install bi-directional Pegler Yorkshire Terrier 631 angled thermostatic radiator valve (TRV) is highly reliable and top-rated for energy efficiency, ensuring the ideal balance of comfort and cost savings. Providing accurate temperature adjustment in response to conditions inside a room, the Terrier TRV includes an economy setting for minimised waste and easy-read numerals making it an ideal choice for visually impaired users.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Pegler Yorkshire angled thermostatic radiator valve and lockshield with drain off 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/96/249296_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Pegler_Yorkshire_631804_631805_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Pegler_Yorkshire_12306196_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,P222013,Drayton TRV4 Chrome angled valve with lockshield 15mm,Drayton,34.0,"Suitable for use in bathrooms, the Drayton TRV4 15mm angled thermostatic radiator valve (TRV) with lockshield an ideal addition to your towel rail. Constructed in a neat, wipe-clean chrome, this TRV has a smartly contemporary design that won't detract from your interior decor whether modern or traditional. Offering increased sensitivity thanks to its innovative liquid-filled head, the TRV4 provides faster and more accurate responses to changes in temperature for precision temperature control.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Drayton TRV4 Chrome angled valve with lockshield 15mm,,Thermostatic radiator valve;Lockshield,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/16/247516_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Drayton_5543_D127_TRV4_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_D34_11_TRV_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,P312859,Danfoss RAS-B2 dynamic radiator pack 10mm,Danfoss,24.94,"Offering high levels of performance, the Danfoss RAS-B2 10mm dynamic radiator pack is built around a dynamic pressure independent radiator valve which has been fitted with a flow limiting device for the pre-setting of a maximum water flow. Suitable for use in two-pipe heating systems, this TRV offers a maximum flow of 10 - 135L/h with a built-in pressure regulator maintaining differential pressure over the valve at 0.1 bar. Made of robust brass, RAS-B2 has a smooth brushed finish along with a chromium steel gland seal pressure pin and lifetime lubricated O-ring. The valve's gland seal assembly is fully replaceable without drain down while a protective cap provides manual regulation during construction.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Danfoss RAS-B2 dynamic radiator pack 10mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/59/NW-312859_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ri/al/Danfoss_Promotion_Material.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_HeatingResidentl_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_RAS_B2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_RAS_B2_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_RAS_B2_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_Product_Selection_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,P296043,Myson TRV2 TRV angle c/w pushfit 90o elbow 10mm Chrome (1),Myson,17.38,"Offering ease of installation to reduce the need for expensive and inconvenient callouts, the Myson TRV2 10mm 90° elbow angled thermostatic radiator valve is fitted with simple push-fit connections. Built around a liquid sensor, this thermostatic radiator valve offers years of temperature accuracy, giving you the ability to adapt the heating in a single room to suit your needs. Helping to minimise waste while maximising comfort, a TRV will maintain a constant temperature by reacting to ambient changes in conditions, meaning a room is only heated when required.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Myson TRV2 TRV angle c/w pushfit 90o elbow 10mm Chrome (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/43/296043_wm.jpg,,,,,,,,Chrome,Push Fit,Modern,2 years,N,No,3,Max 92 deg C,CR3 and Brass,,10mm,1/2 BSP,Yes,Angle,No,TRV210ACPF90,TRV,N,Angled version,Push-fit connection,Brass construction,CR3 chrome finish,Produced under ISO 9001:2008 quality management system,Complies with EN215 and BS2767-10,2 year warranty,,,,,,,,,,,,,,,,,,,,TRV2,,1,,,
93,P312858,Danfoss RAS-B2 dynamic valve radiator pack 15mm,Danfoss,24.94,"Offering high levels of performance, the Danfoss RAS-B2 15mm dynamic radiator pack is built around a dynamic pressure independent radiator valve which has been fitted with a flow limiting device for the pre-setting of a maximum water flow. Suitable for use in two-pipe heating systems, this TRV offers a maximum flow of 10 - 135L/h with a built-in pressure regulator maintaining differential pressure over the valve at 0.1 bar. Made of robust brass, RAS-B2 has a smooth brushed finish along with a chromium steel gland seal pressure pin and lifetime lubricated O-ring. The valve's gland seal assembly is fully replaceable without drain down while a protective cap provides manual regulation during construction.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Danfoss RAS-B2 dynamic valve radiator pack 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/58/NW-312858_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ri/al/Danfoss_Promotion_Material.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_HeatingResidentl_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_RAS_B2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_RAS_B2_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_RAS_B2_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_Product_Selection_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
