,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Colour,Thickness,Warranty,Hazardous,Depth (mm),Frame Colour,Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Attachment 6,Range,Position,Shower Tray Shape,Style,Weight,Floor Mounted,Waste Supplied,Anti Slip Surface,Riser included,Waste Kit Included
379,PE61155,Mermaid Timeless Trade ply wood square panel 2420 x 1200mm Polar Sparkle,Mermaid,184.82,"A simple, hardwearing and attractive choice for a luxe bathroom, this Mermaid Timeless Trade 2420 x 1210mm square panel in polar sparkle is made of robust, long-lasting plywood for a seamless finish with no need for messy and time consuming grouting. Reliably watertight, this panel's modern polar sparkle finish blends soft grey undertones with reflective elements for a clean and modern appearance.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Mermaid Timeless Trade ply wood square panel 2420 x 1200mm Polar Sparkle,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/56/NW-E61153_E61156_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mermaid_Timeless_Trade_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,PD89063,Croydex superline modular kit,Croydex,52.85,"This Croydex Superline modular kit includes a ceiling support and curtain rings. This kit can be used to create U-shaped, L-shaped, large L-shaped and straight assemblies.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Croydex superline modular kit,,Ceiling supportCurtain ringsFixingBlister pack with euro slot,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/63/NW-D89063_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Croydex_Rods_Rails_V5_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Croydex_Rods_Rails_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PD27871,Merlyn Mbox MB8S1200 sliding door 1200mm,Merlyn,305.38,"Ideal for recessed and corner showers, this Merlyn MBox 1200mm sliding door is a practical, stylish choice in simple, clear glass. 1900mm in height, this door is made of robust toughened glass for long lasting reliability.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Merlyn Mbox MB8S1200 sliding door 1200mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/71/D27871_wm.jpg,,,,,,Clear,8mm,10 Years,N,,Chrome,Glass,MB8S1200,Sliding Door,N,Manufactured in 8mm toughened glass,Clear glass finish,Chrome fittings,10 year warranty,,,,,,,,,Mbox,,,,,,,,,
382,PE61126,Mermaid Timeless Trade ply wood tunnel and groove panel 2420 x 1185mm White Frost,Mermaid,182.45,"Easy to install, with no need for grouting, this Mermaid Timeless Trade 2420 x 1185mm tongue and groove panel is a great finishing touch for any bathroom. Built in plywood, Timeless Trade panelling is easy to maintain and offers a long-lasting alternative to tiling. Finished in white frost, this panel's clean, crisp look complements just about any bathroom scheme while adding just a touch of warmth thanks to its subtle creamy tones.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Mermaid Timeless Trade ply wood tunnel and groove panel 2420 x 1185mm White Frost,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/26/NW-E61125_E61126_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mermaid_Timeless_Trade_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PN57615,Multipanel Linda Barker bathroom wall panel hydrolock tongue and groove 2400 x 1200mm Bianca Luna,Multipanel,195.86,"With no need to grout or paint, this 1200mm Multipanel Linda Barker wall panel is a convenient alternative to tiling. Made with a water-resistant hardwood plywood core, this panel is finished with a high pressure decorative laminate on its front, with a plain balancing laminate to the rear. This panel is finished in the marble effect Blanca Luna, a great complement to the Dove Grey found in the brand's Neutrals Collection.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Multipanel Linda Barker bathroom wall panel hydrolock tongue and groove 2400 x 1200mm Bianca Luna,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/17/NW-N57612_N57617_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/22/Multipanel Product Data Sheet Oct22.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Multipanel_NeutralsCllctn_Brcr_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PN86566,9367 URBAN FALL N/LOCK 2400X1200X11 7PLY,Perform Panel,230.38,"An easy to install alternative to tiling and five times faster too, Nu-Style Nu-Lock 2400 x 1200mm shower wall panels have a smart tongue and groove design. Finished in Urban Falls, these panels are inspired by the natural shimmer of a waterfall, using earthy tones and naturalistic patterns to bring the outdoors in.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> 9367 URBAN FALL N/LOCK 2400X1200X11 7PLY,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/66/N86566_wm.jpg,,,,,,Grey,,,N,11,,PLY,NL1200PLYURBANFALL,Shower Panel,N,Urban Fall finish,Nu-lock tongue and groove design,Plywood construction,Waterproof,Faster installation compared to tiles,,,,,,,,,,,,,,,,,
385,PD28576,Merlyn MBox shower side panel 700mm,Merlyn,182.77,"Built from strong, safe 6mm glass, this 700mm Merlyn MBox optional side shower panel is suitable for installation with MBox sliding doors.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Merlyn MBox shower side panel 700mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/79/UP-D28576_D28579_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Merlyn_MBox_Sliding_Door_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PD65133,Coram Optima 6 pivot door 760 x 1900mm Glass/Chrome Finish,Coram,201.34,"Ideal for small bathrooms or en-suites, the 760 x 1900mm Coram Optima 6 pivot door shower enclosure has an in-swing to minimise its intrusion on your precious space and a 20mm adjustment per profile for a perfect fit. This modern, semi-frameless pivot door enclosure includes smooth rise and fall hinges, ultra-clear seals and stay-clean glass for hassle-free cleaning while Coram's Lock and Level system allows for screwless adjustment and Cam and Pin system makes installation fast.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Coram Optima 6 pivot door 760 x 1900mm Glass/Chrome Finish,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/36/UP-D65132_D65136_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Coram_Optima6_Premier8_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Coram_Optima_6_Pivot_Door_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Coram_Optima_6_Pivot_Door_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Coram_Showers_Brochure_July_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PD65144,Coram Optima 6 quadrant door 800 x 1900mm Glass/Chrome Finish,Coram,336.8,"The classically designed Coram Optima 6 800 x 1900mm quadrant door shower enclosure is a space-saving curved alternative to standard corner entry showers, making a design feature out of a solution. Easy and fast to install, durable and simple to clean, the Optima 6 includes quick-release rollers and ultra-clear seals, useful touches in family bathrooms.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Coram Optima 6 quadrant door 800 x 1900mm Glass/Chrome Finish,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/48/D65144_D65148_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Coram_Optima6_Premier8_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Coram_Optima_6_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Coram_Optima_6_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Coram_Showers_Brochure_July_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PN86541,Perform Panel Blue Eiger Nu-Lock Panel 2400mm x 1200mm x 11mm,Perform Panel,177.94,"A fast, clean, stylish alternative to tiling, Perform Panel 2400 x 1200mm Nu-Lock shower wall panels require minimal installation effort and offer a reliable waterproof finish. Manufactured in 11mm thick plywood, these smart, modern panels are finished in Blue Eiger, a subtle, textural blue-grey.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Perform Panel Blue Eiger Nu-Lock Panel 2400mm x 1200mm x 11mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/41/N86541_wm.jpg,,,,,,Blue Eiger,,,N,11,,PLY,NL1200PLYBLUEEIGER,Shower Panel,N,Waterproof design,Ply construction,For installation 5x quicker than tiles,Blue Eiger finish,,,,,,,,,,,,,,,,,,
389,PT41736,Scudo 8 mm wetroom 800 mm with 275 mm deflector panel,,300.14,"Manufactured in toughened safety glass, the Scudo 800 x 2000mm wetroom panel, supplied with a deflector panel, is finished with Acquashield for ease of cleaning. This must-have glass treatement creates an invisible barrier that resists soap scum, limescale and bacterial buildup, making regular cleaning simple with no need for harsh chemicals.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Scudo 8 mm wetroom 800 mm with 275 mm deflector panel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/36/T41736_wm.jpg,,,,,,Clear,,,N,,,,800I8WETSET,,N,Up to 8mm thick safety glass,Aquashield treated for ease of cleaning,"Modern, minimalist support arm included",Suitable for installation on a tray or direct to tiled floor,With 20mm adjustment for out of true walls,Wetroom and return panel included,With chrome frame,Lifetime warranty,,,,,,,,,,,,,,
390,PD28569,Merlyn MBOX sliding shower door fixed panel box 1700mm,Merlyn,327.68,"Combining practicality and style, the 1700mm Merlyn MBox shower enclosure fixed panel sliding door is ideal for recess and corner shower installations. 1900mm tall and built from tough 6mm safety glass, the MBox offers reversible installation to suit your bathroom, easy installation with generous per profile adjustment and Mershield Stayclear treatment for effortless cleaning.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Merlyn MBOX sliding shower door fixed panel box 1700mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/70/UP-D28562_D28570_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Merlyn_MBOX_SlidingDoor_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Merlyn_MBOX_SlidingDoor_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Merlyn_MBOX_Enclosures_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PN36650,Multipanel Classic bathroom wall panel unlipped 2400 x 900mm Grey Marble,Multipanel,144.28,"An easy, grout-free alternative to paint or tiling, this 900mm Multipanel Classic wall panel has a reliably water-resistant hardwood plywood core and a high pressure decorative laminate to face along with a plain balancing laminate to rear. This panel is finished in glossy Grey Marble, a realistic cool marble effect with subtle warm-toned veining.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Multipanel Classic bathroom wall panel unlipped 2400 x 900mm Grey Marble,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/50/NW-N36650_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/22/Multipanel Product Data Sheet Oct22.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/13/Multipanel_Brochure_2013.pdf,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/MPanel_Classic_MSDS.pdf,,,,,,,,,,
392,PN57651,Multipanel Linda Barker bathroom wall panel hydrolock tongue and groove 2400 x 1200mm Graphite Elements,Multipanel,195.86,"An easy, grout-free alternative to paint or tiling, this 1200mm Multipanel Linda Barker wall panel has a reliably water-resistant hardwood plywood core and a high pressure decorative laminate to face along with a plain balancing laminate to rear. The Linda Barker range is designed to bring a touch of luxury to the bathroom, harnessing design trends pioneered in spas and hotels and bringing them into the home. Finished in highly textured Graphite Elements, this natural look panel pairs perfectly with Pebble Grey products in the Neutrals Collection.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Multipanel Linda Barker bathroom wall panel hydrolock tongue and groove 2400 x 1200mm Graphite Elements,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/53/NW-N57648_N57653_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/22/Multipanel Product Data Sheet Oct22.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Multipanel_NeutralsCllctn_Brcr_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PD28361,Mira Leap bi-fold door only 800mm,Mira,390.12,"The Mira Leap 800mm inward opening door is ideal for alcove or corner shower enclosures, providing a stylish, frameless look and saving on valuable space. Built using strong 6mm thick glass with CleanCoat glass coating technology and with no visible fixings or screwcaps, the Leap looks sleek and modern and provides easy-clean convenience.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Mira Leap bi-fold door only 800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/63/UP-D28360_D28363_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_Leap_Bifold_Door_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/r_/ld/Mira_Leap_Bifold_Door_LD.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PD28589,Merlyn MBOX shower bifold door 900mm,Merlyn,329.34,"Combining practicality and style, the 900mm Merlyn MBox bifold shower door is ideal for recess and corner shower installations. 1900mm tall and built from tough 4mm safety glass, the MBox offers reversible installation to suit your bathroom, easy installation with generous per profile adjustment and Mershield Stayclear treatment for effortless cleaning.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Merlyn MBOX shower bifold door 900mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/90/UP-D28586_D28590_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Merlyn_MBOX_BifoldDoor_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Merlyn_MBOX_BifoldDoor_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Merlyn_MBOX_Enclosures_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PN86450,Perform Panel ply se panel 3331 2400 x 1200 x 11 Concrete,Perform Panel,168.08,"Nu-Style 2400 x 1200mm ply SE shower wall panels provide ease of installation for a faster transformation compared to tile. These waterproof panels are finished in Concrete, a statement choice for a modern urban bathroom.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Perform Panel ply se panel 3331 2400 x 1200 x 11 Concrete,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/50/N86450_wm.jpg,,,,,,Grey,,,N,11,,LAMINATE AND PLYWOOD,SE1200PLYCONCRETE,SHOWER PANELS,N,Concrete finish,Ply SE design,Laminate and plywood construction,Waterproof,"Quick, easy installation",,,,,,,,,,,,,,,,,
396,PD28908,Merlyn Ionic Express single door quadrant shower enclosure 900mm,Merlyn,677.53,The smart Merlyn Ionic Express 900mm one door quadrant installation is manufactured in robust 6mm safety glass with Mershield Stayclear coating and features quick release rollers for effortless cleaning and double fin seals for increased for best-ever watertightness.,Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Merlyn Ionic Express single door quadrant shower enclosure 900mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/08/UP-D28908_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Merlyn_IonicExpress_QDoor_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ionic_Showering_Collection_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Merlyn_IonicExpress_QuadDoor_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PD05981,Mira Elevate slider shower door 1400mm,Mira,374.84,"Maximising your bathroom floor space, the Mira Elevate 1400mm shower enclosure sliding door is designed for a corner or alcove enclosure. Manufactured in 6mm safety glass with magnetic closings at both top and bottom and with adjustable, quick-release double rollers, this reversible installation door is easy to fit, clean and use.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Mira Elevate slider shower door 1400mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/81/UP-D05978_D05981_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_Elevate_SlidingDoor_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Mira_Elevate_SlidingDoor_Spares.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT41774,Scudo pivot door 700 mm,,203.04,"The Scudo 700mm pivot shower door offers universal fitting for left or right-handed opening to best suit your bathroom design. This 1850mm height shower door with smart chrome frame is manufactured in a robust toughened safety glass treated with Aquashield for easier, streak-free cleaning. Forming a protective bond during manufacturing, Acquashield keeps glass looking good for longer, minimising the effort required for limescale-free clarity and reducing the harsh cleaning chemicals you use every week.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Scudo pivot door 700 mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/74/T41774_wm.jpg,,,,,,Clear,,,N,,,,S6-GLASS017,,N,Up to 6mm thick toughened safety glass,Universal design for left or right hand openings,Acquashield glass treatment,Large adjustment for out of true walls,Easy installation,High quality pivot mechanism,Lifetime warranty,,,,,,,,,,,,,,,
399,PT41762,Scudo quadrant double door 1200 x 800 x 1850mm - 6mm glass,Scudo,281.16,"Made of a thick safety glass treated with Aquashield for a longer like-new shine, the Scudo S6 1200 x 800mm quadrant double shower door is finished with a simple chrome frame. 1850mm in height, this shower door with 550mm radius opens and closes smoothly.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Scudo quadrant double door 1200 x 800 x 1850mm - 6mm glass,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/63/T41758_T41763_wm.jpg,,,,,,Clear,up to 6 mm,"Lifetime (fixed parts only), 2 years moving parts and seals",N,1170-1190 / 770-790,Chrome,Aluminium,S6-GLASS005,Double door quadrant,N,AquaShield glass treatment for ease of cleaning,Smooth sliding action,With 6mm thick toughened safety glass,Generous adjustment for out-of-true walls,Lifetime warranty on fixed parts,2 year warranty on seals and moving parts,,,,,,,,,,,,,,,,
400,PD02417,Kudos Ultimate 2 side panel fixing kit Chrome,Kudos,127.9,"1M in height, this versatile Kudos Ultimate 2 side panel fixing kit can be used to help create your perfect shower enclosure. The polished chrome kit is treated with Lifeshield for easier cleaning and a long lasting shine.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Kudos Ultimate 2 side panel fixing kit Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/17/UP-D02416_D02417_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Kudos_Ultimate_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PN57526,Multipanel Classic bathroom wall panel hydrolock tongue and groove 2400 x 900mm White Snow,Multipanel,172.95,"An easy, grout-free alternative to paint or tiling, this 900mm Multipanel Classic wall panel has a reliably water-resistant hardwood plywood core and a high pressure decorative laminate to face along with a plain balancing laminate to rear. This panel is finished in White Snow, a highly reflective gloss.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Multipanel Classic bathroom wall panel hydrolock tongue and groove 2400 x 900mm White Snow,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/27/NW-N57522_N57527_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/22/Multipanel Product Data Sheet Oct22.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/13/Multipanel_Brochure_2013.pdf,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/MPanel_Classic_MSDS.pdf,,,,,,,,,,
