,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Connection Type,Diameter,Range,Hazardous,Approvals,Equal / Unequal,End Connection A size,End Connection C size,Material,Size,Connection Type 1,Connection Type 2,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Angle
64,PM40236,"Marla Tube 90deg long radius heavy weight welding elbow 4""",Marla Tube,37.03,"This Marla Tube long radius heavyweight 4 x 4"" 90° welding elbow is made of carbon steel and is designed for connecting pipes of different diameters.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Marla Tube 90deg long radius heavy weight welding elbow 4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/36/NW-M40236_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marla_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
65,PL45158,Midland Fittings heavy weight cone seat union 40mm Black,Midland Fittings,77.04,This Midland Fittings heavyweight 40 x 40mm cone seat union is made of mild steel with a threaded connection on each end.,"Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Midland Fittings heavy weight cone seat union 40mm Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/59/NW-L45154_L45159_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Midland_Fittings_ISO_Certification.pdf,,,,,,,,,,,,,,,,,,,,,,
66,PM40140,"Marla Tube 45deg long radius heavy weight welding elbow 5""",Marla Tube,44.16,"This Marla Tube long radius heavyweight 5 x 5"" 45° welding elbow is made of carbon steel and is designed for connecting pipes of different diameters.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Marla Tube 45deg long radius heavy weight welding elbow 5""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/40/NW-M40140_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marla_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
67,PM40244,"Marla Tube 90deg long radius heavy weight welding elbow 6""",Marla Tube,79.46,"This Marla Tube long radius heavyweight 6 x 6"" 90° welding elbow is made of carbon steel and is designed for connecting pipes of different diameters.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Marla Tube 90deg long radius heavy weight welding elbow 6""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/44/NW-M40244_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marla_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
68,PM41431,"Marla Tube 45deg standard weight long radius elbow 6""",Marla Tube,92.34,"This Marla Tube long radius standard weight 6 x 6"" 45° welding elbow is made of carbon steel and is designed for connecting pipes of different diameters.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Marla Tube 45deg standard weight long radius elbow 6""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/32/NW-M41431_M41432_wm.jpg,,,butt weld,6,ASTM,N,ISO 9001:2015BS3602BS1965BS6001,Equal,6,6,Carbon Steel,6 x 6,Butt Weld,Butt Weld,03E4ST060,Elbow,N,Made of carbon steel,Standard weight elbow,ISO 9001:2015 accredited,"Meets BS3602, BS1965 and BS6001",,45
69,PM40226,"Marla Tube 90deg long radius medium weld elbow 3""",Marla Tube,19.96,"This Marla Tube long radius medium weight 3 x 3"" 90° welding elbow is made of carbon steel and is designed for connecting pipes of different diameters.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Marla Tube 90deg long radius medium weld elbow 3""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/26/NW-M40226_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marla_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
70,PM41405,"Marla Tube 90deg standard weight long radius elbow 1.1/2""",Marla Tube,10.37,"This Marla Tube standard weight 1 1/2 x 1 1/2"" 90° long radius elbow is made of ASTM A234 carbon steel. Used to change flow direction between pipes, this fitting provides less frictional resistance to a fluid compared to short elbows.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Marla Tube 90deg standard weight long radius elbow 1.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/14/NW-M41403_M41414_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marla_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
71,PM40436,"Marla Tube 90deg short radius heavy weight welding elbow 4""",Marla Tube,37.93,"This Marla Tube short radius heavyweight 4 x 4"" 90° welding elbow is made of carbon steel and is designed for connecting pipes of different diameters.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Marla Tube 90deg short radius heavy weight welding elbow 4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/36/NW-M40436_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marla_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
72,PM40136,"Marla Tube 45deg long radius heavy weight welding elbow 4""",Marla Tube,27.46,"This Marla Tube long radius heavyweight 4 x 4"" 45° welding elbow is made of carbon steel and is designed for connecting pipes of different diameters.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Marla Tube 45deg long radius heavy weight welding elbow 4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/36/NW-M40136_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marla_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
73,PM41407,"Marla Tube 90deg standard weight long radius elbow 2.1/2""",Marla Tube,25.39,"This Marla Tube standard weight 2 1/2 x 2 1/2"" 90° long radius elbow is made of ASTM A234 carbon steel. Used to change flow direction between pipes, this fitting provides less frictional resistance to a fluid compared to short elbows.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Marla Tube 90deg standard weight long radius elbow 2.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/14/NW-M41403_M41414_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marla_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
74,PM40587,"Marla Tube heavy weight welding branch bend 4 x 8""",Marla Tube,80.64,"This Marla Tube heavyweight 4 x 8"" welding branch bend is made of carbon steel.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Marla Tube heavy weight welding branch bend 4 x 8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/87/NW-M40586_M40587_wm.jpg,,,Welding Branch,4 ON 8,,N,ISO 9001:2008EN 10253-2,Unequal,4,8,Carbon Steel,4 x 8,Butt Weld,Butt Weld,AM00040080,Bend,N,Made of carbon steel,Metallic finish,Heavyweight branch end,ISO 9001:2008 accredited,Meets EN 10253-2,
75,PL31305,Midland Fittings WROUGHT IRON TEES wrought iron tee 20mm Black,Midland Fittings,12.85,This Midland Fittings 20 x 20 x 20mm 90° black tee is made of wrought iron with threaded connections.,"Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Midland Fittings WROUGHT IRON TEES wrought iron tee 20mm Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/09/NW-L31304_L31309_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Midland_Fittings_Delcorte_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Midland_Fittings_ISO_Certification.pdf,,,,,,,,,,,,,,,,,,,,,
76,PL45155,Midland Fittings heavy weight cone seat union 20mm Black,Midland Fittings,23.43,This Midland Fittings heavyweight 20 x 20mm cone seat union is made of mild steel with a threaded connection on each end.,"Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Midland Fittings heavy weight cone seat union 20mm Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/59/NW-L45154_L45159_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Midland_Fittings_ISO_Certification.pdf,,,,,,,,,,,,,,,,,,,,,,
77,PL45206,Midland Fittings wrought iron hex nipple 25mm Black,Midland Fittings,19.67,This Midland Fittings 25 x 25mm black hex nipple is made of wrought iron and includes threaded connections on both ends.,"Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Midland Fittings wrought iron hex nipple 25mm Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/09/NW-L45204_L45209_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Midland_Fittings_ISO_Certification.pdf,,,,,,,,,,,,,,,,,,,,,,
78,PM40957,"Marla Tube eccentric welding reducer 4 x 3""",Marla Tube,40.55,"This Marla Tube 4 x 3"" eccentric welding reducer is designed to connect two pipes of different sizes. This eccentric reducer has a tapered, slanted shape with one side symmetrical to the source and the other side slanted.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Marla Tube eccentric welding reducer 4 x 3""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/57/NW-M40957_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marla_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
79,PL45326,Midland Fittings wrought iron bush 15 x 10mm Black,Midland Fittings,6.36,This Midland Fittings 15 x 10mm black bush is made of wrought iron and includes threaded connections.,"Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Midland Fittings wrought iron bush 15 x 10mm Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/26/NW-L45326_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Midland_Fittings_ISO_Certification.pdf,,,,,,,,,,,,,,,,,,,,,,
80,PM40628,"Marla Tube heavy weight welding tee 3""",Marla Tube,43.53,"This Marla Tube heavyweight 3 x 3 x 3"" 90° welding tee is made of carbon steel. This fitting is designed to attach two horizontal pipes and one vertical pipe and has a wide range of uses in many industries.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Marla Tube heavy weight welding tee 3""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/28/NW-M40628_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marla_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
81,PL45339,Midland Fittings wrought iron bush 32 x 20mm Black,Midland Fittings,36.81,This Midland Fittings 32 x 20mm black bush is made of wrought iron and includes threaded connections.,"Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Midland Fittings wrought iron bush 32 x 20mm Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/40/NW-L45338_L45340_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Midland_Fittings_ISO_Certification.pdf,,,,,,,,,,,,,,,,,,,,,,
82,PM40636,"Marla Tube heavy weight welding tee 4""",Marla Tube,65.02,"This Marla Tube heavyweight 4 x 4 x 4"" 90° welding tee is made of carbon steel. This fitting is designed to attach two horizontal pipes and one vertical pipe and has a wide range of uses in many industries.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Marla Tube heavy weight welding tee 4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/36/NW-M40636_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marla_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
83,PL31504,Midland Fittings wrought iron socket 15mm Black,Midland Fittings,8.0,This Midland Fittings 15 x 15mm socket is made of wrought iron and includes a threaded connection on each end.,"Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Midland Fittings wrought iron socket 15mm Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/12/NW-L31503_L31512_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Midland_Fittings_ISO_Certification.pdf,,,,,,,,,,,,,,,,,,,,,,
84,PL31508,Midland Fittings wrought iron socket 40mm Black,Midland Fittings,24.22,This Midland Fittings 40 x 40mm socket is made of wrought iron and includes a threaded connection on each end.,"Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Midland Fittings wrought iron socket 40mm Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/12/NW-L31503_L31512_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Midland_Fittings_ISO_Certification.pdf,,,,,,,,,,,,,,,,,,,,,,
85,PM40620,"Marla Tube heavy weight welding tee 2""",Marla Tube,31.97,"This Marla Tube heavyweight 2 x 2 x 2"" 90° welding tee is made of carbon steel. This fitting is designed to attach two horizontal pipes and one vertical pipe and has a wide range of uses in many industries.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Marla Tube heavy weight welding tee 2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/20/NW-M40620_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marla_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
86,PL33507,Midland Fittings galvanised wrought iron socket 32mm,Midland Fittings,23.13,This Midland Fittings 32 x 32mm socket is made of wrought iron and includes a threaded connection on each end.,"Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Midland Fittings galvanised wrought iron socket 32mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/09/NW-L33504_L33509_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Midland_Fittings_ISO_Certification.pdf,,,,,,,,,,,,,,,,,,,,,,
87,PM40869,"Marla Tube concentric welding reducer 6 x 4""",Marla Tube,51.74,"This Marla Tube 6 x 4"" concentric welding reducer is made of carbon steel. Used to connect pipes of two different diameters, this reducer has two centred parallel ends, resembling a cone.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Marla Tube concentric welding reducer 6 x 4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/69/NW-M40869_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marla_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
88,PL45207,Midland Fittings wrought iron hex nipple 32mm Black,Midland Fittings,42.42,This Midland Fittings 32 x 32mm black hex nipple is made of wrought iron and includes threaded connections on both ends.,"Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Midland Fittings wrought iron hex nipple 32mm Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/09/NW-L45204_L45209_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Midland_Fittings_ISO_Certification.pdf,,,,,,,,,,,,,,,,,,,,,,
89,PL33505,Midland Fittings galvanised wrought iron socket 20mm,Midland Fittings,12.34,This Midland Fittings 20 x 20mm socket is made of wrought iron and includes a threaded connection on each end.,"Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Midland Fittings galvanised wrought iron socket 20mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/09/NW-L33504_L33509_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Midland_Fittings_ISO_Certification.pdf,,,,,,,,,,,,,,,,,,,,,,
90,PL21088,Midland Fittings heavy weight close taper nipple 40mm Black,Midland Fittings,6.91,This Midland Fittings heavyweight 40 x 40mm close taper nipple is made of mild steel and includes a threaded connection on each end.,"Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Midland Fittings heavy weight close taper nipple 40mm Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/91/NW-L21084_L21091_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Midland_Fittings_ISO_Certification.pdf,,,,,,,,,,,,,,,,,,,,,,
91,PL23065,Midland Fittings galvanised heavy weight barrel nipple 20mm,Midland Fittings,10.51,This Midland Fittings heavyweight 20 x 20mm galvanised barrel nipple is made of mild steel and includes a threaded connection on each end.,"Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Midland Fittings galvanised heavy weight barrel nipple 20mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/72/NW-L23061_L23072_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Midland_Fittings_ISO_Certification.pdf,,,,,,,,,,,,,,,,,,,,,,
92,PL31309,Midland Fittings WROUGHT IRON TEES wrought iron tee 50mm Black,Midland Fittings,73.22,This Midland Fittings 50 x 50 x 50mm 90° black tee is made of wrought iron with threaded connections.,"Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Midland Fittings WROUGHT IRON TEES wrought iron tee 50mm Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/09/NW-L31304_L31309_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Midland_Fittings_Delcorte_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Midland_Fittings_ISO_Certification.pdf,,,,,,,,,,,,,,,,,,,,,
93,PM41652,"Marla Tube standard weight concentric reducer 8 x 6""",Marla Tube,133.71,"This Marla Tube standard weight 8 x 6"" concentric reducer is made of carbon steel. This fitting has a wide range of uses in a variety of piping systems.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Marla Tube standard weight concentric reducer 8 x 6""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/52/NW-M41652_wm.jpg,,,butt weld,8 x 6,ASTM,N,ASTM A234BS3602BS1965BS6001,Unequal,8,6,Carbon Steel,8 x 6,Butt Weld,Butt Weld,03CRST080060,Reducer,N,Made of carbon steel,Standard weight reducer,Widely used in a range of piping systems,Meets ASTM A234,"Meets BS3602, BS1965 and BS6001",
94,PM40855,"Marla Tube concentric welding reducer 4 x 2 1/2""",Marla Tube,24.21,"This Marla Tube 4 x 2 1/2"" concentric welding reducer is made of carbon steel. Used to connect pipes of two different diameters, this reducer has two centred parallel ends, resembling a cone.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Marla Tube concentric welding reducer 4 x 2 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/55/NW-M40855_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marla_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
95,PL33504,Midland Fittings galvanised wrought iron socket 15mm,Midland Fittings,9.49,This Midland Fittings 15 x 15mm socket is made of wrought iron and includes a threaded connection on each end.,"Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Midland Fittings galvanised wrought iron socket 15mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/09/NW-L33504_L33509_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Midland_Fittings_ISO_Certification.pdf,,,,,,,,,,,,,,,,,,,,,,
96,PM40839,"Marla Tube concentric welding reducer 2 1/2 x 2""",Marla Tube,13.46,"This Marla Tube 2 1/2 x 2"" concentric welding reducer is made of carbon steel. Used to connect pipes of two different diameters, this reducer has two centred parallel ends, resembling a cone.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Weld Fittings/Carbon Steel Weld Fittings.csv -> Marla Tube concentric welding reducer 2 1/2 x 2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/39/NW-M40839_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marla_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
