,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Connection Type,Diameter,Range,Hazardous,Approvals,Equal / Unequal,Angle,End Connection A size,End Connection B size,End Connection C size,Grade,Material,Size,Supplier Product Code,WEEE Compliant,Type,Feature 1,Feature 2,Feature 3,Weight,Connection Type 1,Connection Type 2,Feature 4,Feature 5
64,P701343,Steelcom Fittings 316/L EN10253-4 pressed collars 84mm,Steelcom Fittings,7.84,This Steelcom Fittings metric 84mm pressed collar has butt weld connections and a 316L stainless steel construction,"Pipe, Valves and Fittings/Metal Pipe Fittings/Stainless Steel Pipe Fittings/Stainless Steel Weld Fittings/Stainless Steel Weld Fittings.csv -> Steelcom Fittings 316/L EN10253-4 pressed collars 84mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/48/701342_701348_wm.jpg,,,,,butt weld,,,N,N/A,N/A,,84mm,N/A,84mm,,316L Stainless Steel,84mm x 2.0mm,CA0L016L0008402000,N,Butt-weld fitting,Butt-weld connection,Manufactured in 316L stainless steel,Meets European Standard EN 10253 - EN 10204 3.1 test certificates,,,,,
65,P701344,Steelcom Fittings 316/L EN10253-4 pressed collars 104mm,Steelcom Fittings,10.87,This Steelcom Fittings metric 104mm pressed collar has butt weld connections and a 316L stainless steel construction,"Pipe, Valves and Fittings/Metal Pipe Fittings/Stainless Steel Pipe Fittings/Stainless Steel Weld Fittings/Stainless Steel Weld Fittings.csv -> Steelcom Fittings 316/L EN10253-4 pressed collars 104mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/48/701342_701348_wm.jpg,,,,,butt weld,,,N,N/A,N/A,,104mm,N/A,104mm,,316L Stainless Steel,104mm x 2.0mm,CA0L016L0010402000,N,Butt-weld fitting,Butt-weld connection,Manufactured in 316L stainless steel,Meets European Standard EN 10253 - EN 10204 3.1 test certificates,,,,,
66,PR02539,A403 304 SCH10S C. REDUCER WLD 1.1/2X3/4,Starfit,3.18,"This Starfit SCH10S 1 1/2 x 3/4"" concentric reducer is a seamless and welded butt fitting made of 304 stainless steel.","Pipe, Valves and Fittings/Metal Pipe Fittings/Stainless Steel Pipe Fittings/Stainless Steel Weld Fittings/Stainless Steel Weld Fittings.csv -> A403 304 SCH10S C. REDUCER WLD 1.1/2X3/4",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/39/NW-R02539_wm.jpg,,,,,butt weld,1.1/2 x 3/4,SCH10S,N,ASTM A 403 ANSI B16.9EN 10253-4EN 10204 3.1,Unequal,,1-1/2,,3/4,304 LW,304 Stainless Steel,1-1/2 x 3/4,R02539*,N,Concentric Reducer,Butt welded,Stainless steel construction,DN10 - DN200,185.00000,Butt Weld,Butt Weld,American ASTM A 403 ANSI B16.9 standard or to European standard EN 10253-4,Test certificates EN 10204 3.1
67,P701346,Steelcom Fittings 316/L EN10253-4 pressed collars 154mm,Steelcom Fittings,16.61,This Steelcom Fittings metric 154mm pressed collar has butt weld connections and a 316L stainless steel construction,"Pipe, Valves and Fittings/Metal Pipe Fittings/Stainless Steel Pipe Fittings/Stainless Steel Weld Fittings/Stainless Steel Weld Fittings.csv -> Steelcom Fittings 316/L EN10253-4 pressed collars 154mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/48/701342_701348_wm.jpg,,,,,butt weld,,,N,N/A,N/A,,154mm,N/A,154mm,,316L Stainless Steel,154mm x 2.0mm,CA0L016L0015402000,N,Butt-weld fitting,Butt-weld connection,Manufactured in 316L stainless steel,Meets European Standard EN 10253 - EN 10204 3.1 test certificates,,,,,
68,PM20699,"Georg Fischer GF-245 reducer hex nipple 3/4 x 1/2"" Black",Georg Fischer,5.72,"This Georg Fischer GF-245 3/4 x 1/2"" hexagon nipple is made of malleable cast iron and incorporates BSP tapered connections. Durable and highly resistant to mechanical stress and temperatures, this fitting is safe for use in a wide range of settings and offers universal, standardised thread jointing technology. With full end load capability, this fitting ensures fast and reliable connection of steel, PE, lead and butt-weld steel pipes.","Pipe, Valves and Fittings/Metal Pipe Fittings/Stainless Steel Pipe Fittings/Stainless Steel Weld Fittings/Stainless Steel Weld Fittings.csv -> Georg Fischer GF-245 reducer hex nipple 3/4 x 1/2"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/99/NW-M20699_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/GF_Cast_Iron_Fittings_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/GF_245_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PR18007,"Ta-Chen BS21 barrel nipples 1.1/2"" (BSP)",Ta-Chen,11.73,"This JET Range BS21 1 1/2 x 1 1/2"" barrel nipple is made of 316L stainless steel and has BSP threaded end connections.","Pipe, Valves and Fittings/Metal Pipe Fittings/Stainless Steel Pipe Fittings/Stainless Steel Weld Fittings/Stainless Steel Weld Fittings.csv -> Ta-Chen BS21 barrel nipples 1.1/2"" (BSP)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/10/NW-R18000_R18010_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_SS_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_SS_Barrel_Nipple_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PR18303,"Ta-Chen BS21 square head plug 1/2"" (BSP)",Ta-Chen,1.46,"This JET Range BS21 1/2"" square head plug is made of 316L stainless steel and includes BSP threaded end connections.","Pipe, Valves and Fittings/Metal Pipe Fittings/Stainless Steel Pipe Fittings/Stainless Steel Weld Fittings/Stainless Steel Weld Fittings.csv -> Ta-Chen BS21 square head plug 1/2"" (BSP)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/09/NW-R18300_R18309_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_SS_Square_Head_Plug_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_SS_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Jet_150LB_Std_Fittings_Spec_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Wolseley_Exclusive_Range_Guide_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,
71,PR18005,"Ta-Chen BS21 barrel nipples 1"" (BSP)",Ta-Chen,6.27,"This JET Range BS21 1 x 1"" barrel nipple is made of 316L stainless steel and has BSP threaded end connections.","Pipe, Valves and Fittings/Metal Pipe Fittings/Stainless Steel Pipe Fittings/Stainless Steel Weld Fittings/Stainless Steel Weld Fittings.csv -> Ta-Chen BS21 barrel nipples 1"" (BSP)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/10/NW-R18000_R18010_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_SS_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_SS_Barrel_Nipple_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PR18003,"Ta-Chen BS21 barrel nipples 1/2"" (BSP)",Ta-Chen,3.77,"This JET Range BS21 1/2 x 1/2"" barrel nipple is made of 316L stainless steel and has BSP threaded end connections.","Pipe, Valves and Fittings/Metal Pipe Fittings/Stainless Steel Pipe Fittings/Stainless Steel Weld Fittings/Stainless Steel Weld Fittings.csv -> Ta-Chen BS21 barrel nipples 1/2"" (BSP)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/10/NW-R18000_R18010_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_SS_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_SS_Barrel_Nipple_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PR18008,TC2IN BSP BARREL NIPPLES BS21 316,Ta-Chen,17.67,"This JET Range BS21 2 x 2"" barrel nipple is made of 316L stainless steel and has BSP threaded end connections.","Pipe, Valves and Fittings/Metal Pipe Fittings/Stainless Steel Pipe Fittings/Stainless Steel Weld Fittings/Stainless Steel Weld Fittings.csv -> TC2IN BSP BARREL NIPPLES BS21 316",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/10/NW-R18000_R18010_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_SS_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_SS_Barrel_Nipple_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PR02506,A403 304 SCH10S REDUCING TEE WLD     6X3,Starfit,53.08,TBC,"Pipe, Valves and Fittings/Metal Pipe Fittings/Stainless Steel Pipe Fittings/Stainless Steel Weld Fittings/Stainless Steel Weld Fittings.csv -> A403 304 SCH10S REDUCING TEE WLD     6X3",,n/a,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/06/R02506_wm.jpg,,,,,butt weld,6 x 3,SCH10S,N,PED,Unequal,,6,3,N/A,304 LW,304,150 x 80,R02506,N,,,,,,,,,
75,PR02872,A403 304 SCH40S EQUAL TEE WLD          6,Starfit,92.45,TBC,"Pipe, Valves and Fittings/Metal Pipe Fittings/Stainless Steel Pipe Fittings/Stainless Steel Weld Fittings/Stainless Steel Weld Fittings.csv -> A403 304 SCH40S EQUAL TEE WLD          6",,n/a,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/72/R02872_wm.jpg,,,,,butt weld,6,SCH40S,N,PED,Equal,,6,6,6,304 LW,304,150,R02872,N,,,,,,,,,
76,PR02616,A403 304 SCH10S ECC. REDUCER WLD     8X6,Starfit,37.09,TBC,"Pipe, Valves and Fittings/Metal Pipe Fittings/Stainless Steel Pipe Fittings/Stainless Steel Weld Fittings/Stainless Steel Weld Fittings.csv -> A403 304 SCH10S ECC. REDUCER WLD     8X6",,n/a,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/16/R02616_wm.jpg,,,,,butt weld,8 x 6,SCH10S,N,PED,Unequal,,8,6,N/A,304 LW,304,200 x 150,R02616,N,,,,,,,,,
