,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Connection Size,Connection Type,Range,Hazardous,Core Size,Core Type,Supplier Product Code,Type,WEEE Compliant,Feature 1,Attachment 3,Attachment 4,Attachment 5,Dimensions (L x W x D),Feature 2,Pack Quantity,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Model For Use With,Power Supply,Colour,Material,Feature 8,Feature 9,By Model Number,Diameter,Thickness,Warranty,Length (M),Size,Current Rating,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Depth (mm),Weight,Dimensions mm (H x W x D),Phase,For Use With
321,P606922,Daikin FXNQ32A R410A Low Level Indoor Vrv Chassis Unit 32 Class,Daikin,902.0,"Designed for concealed installation inside walls, the Daikin VRV indoor floor-standing air conditioning unit blends discreetly into its surrounding with only its suction and discharge grilles on show, ideal for those settings where space is limited.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Daikin FXNQ32A R410A Low Level Indoor Vrv Chassis Unit 32 Class,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/24/NW-606920_606924_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_FXNQ-A_4PEN323720-1E_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_FXNQ_A_RoHS_Declaration.pdf,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_FXNQ-A_4PEN393318-1C_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FXNQ_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,P611294,Daikin 5006319 Compressor 2.2KW,Daikin,2148.56,A Daikin JT1G-VDYR@B2 2.2kW compressor for use in air conditioning systems.,Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Daikin 5006319 Compressor 2.2KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/94/NW-611294_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,P697727,Copeland electronic oil switch 230v,Copeland,345.18,"This Copeland 115/230VAC, 50/60Hz black electronic oil pressure switch is compatible with 3DAD1-75X.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Copeland electronic oil switch 230v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/27/NW-697727_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Copeland_3DAD1-75X_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,P604942,Daikin 5014090 Propeller Fan (P47N11F),Daikin,79.82,This Daikin P47N11F propeller fan is a replacement part for use in air conditioning units.,Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Daikin 5014090 Propeller Fan (P47N11F),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/42/NW-604942_wm.jpg,,,,,,N,,,5014090,Fan Propeller,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,P690404,Copeland singlephase run cap 50hz,Copeland,77.85,"This Copeland single phase, 475V, 50Hz, 50µF black run capacitor is for use with ZP32K3E and ZR34K3E.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Copeland singlephase run cap 50hz,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/04/690404_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Copeland_Replacement_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,P685037,Aspen Pumps Xtra elbow connector (for tube 6mm) (Pack of 5),Aspen Pumps,27.3,A pack of Aspen Pumps Xtra 6mm elbow connectors in black.,Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Aspen Pumps Xtra elbow connector (for tube 6mm) (Pack of 5),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/37/NW-685037_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AP_Xtra_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/uk/AP_Xtra_BigFoot_Catalogue_UK.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,P605934,Daikin BRP069B42 Wi-Fi Adaptor For Splits,Daikin,81.0,"The Daikin Wi-Fi adapter for FTXZ-N and FVXM-F allows for app-based remote control of your air conditioning from any location, improving comfort.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Daikin BRP069B42 Wi-Fi Adaptor For Splits,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/34/NW-605934_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/on/_2/Daikin_BRP069B42_Installation_2.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/on/_1/Daikin_BRP069B42_Installation_1.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,P695440,Pump House Klo-Shure insulation wall clamp 7/8 inner diameter 1,Pump House,12.94,"There's no need to double-wrap, glue and tape insulation onto strut-mounted clamps with the Pump House Klo-Shure  7/8"" diameter insulation wall clamp. A patented solution designed to reduce installation time and improve the appearance of your insulation, Klo-Shure secures closed-cell insulation at fixing points without the need for additional accessories.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Pump House Klo-Shure insulation wall clamp 7/8 inner diameter 1,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/51/695451_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Pumphouse_Klo-Shure_LineDrawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Kloshure_Series_7DataSheet.pdf,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Pumphouse_Klo-Shure_Instalation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/KloShure_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,P604954,Daikin 5015522 One Phase Ac Fan Motor (4P5B2231061) 55W,Daikin,436.39,"This Daikin 4P5B2231061 one phase, 55W AC fan motor is a replacement part for use in air conditioning units.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Daikin 5015522 One Phase Ac Fan Motor (4P5B2231061) 55W,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/54/604954_wm.jpg,,,,,,N,,,5015522,fan motor,N,1PH AC fan motor,,,,,55W power rating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,P604648,Daikin 1693900 Printed Circuit Boardreyq10M,Daikin,785.55,This Daikin EB0350R PCB is a suitable control board for the brand's REYQ10M.,Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Daikin 1693900 Printed Circuit Boardreyq10M,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/48/NW-604648_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,P693955,"Danfoss DCL DCL303 filter drier flared connection 3/8""",Danfoss,41.2,"This Danfoss Eliminator DCL303 30 cu.inch hermetic filter drier with 3/8"" flare inlet and outlet is manufactured for use in applications needing a high moisture and acid absorption capacity. A solid core, composed of 80% molecular sieve and 20% activated alumina, is ideal for systems using HCFC and CFC refrigerants and mineral or alkyl benzene oils and type DCL driers are especially recommended for systems that operate at high condensing temperatures, requiring a higher drying capacity","Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Danfoss DCL DCL303 filter drier flared connection 3/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/55/NW-693955_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/va/ls/Danfoss_Approvals.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_7_Technical.pdf,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Danfoss_DCL_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/og/Danfoss_Catalog.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_DCL_Installation_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,P670042,"Aspen Pumps Xtra quick positioning clip 1/2"" (Pack of 10)",Aspen Pumps,25.07,"Made of black nylon, these Aspen Pumps Xtra 1/2"" quick positioning clips can be fitted into standard unistrut channels with a simple twist. Ideal for smaller installations, these QPCs are suitable to be used both externally and internally, giving a neat, professional finish to any installation while the thickness of the pipe clip is manufactured to be equal to the wall thickness of an insulation in order to maintain the vapour barrier.","Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Aspen Pumps Xtra quick positioning clip 1/2"" (Pack of 10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/45/NW-670042_670045_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aspen_Pumps_QPC_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,P685093,Fujitsu UTYRVRY Designer Remote Controller Utyrvry,Fujitsu,318.98,This Fujitsu UTYRVRY Designer remote controller makes controlling a unit easy via an intuitive touchscreen.,Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Fujitsu UTYRVRY Designer Remote Controller Utyrvry,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/93/685093_wm.jpg,,,,,,N,,,UTYRVRY,Remote controller,N,Touchscreen operation,,,,,Compatible with all current models,,,,,,,All current models,,,,,,,,,,,,,,,,,,,,,,
334,P675873,Aspen Pumps Condenser Support Bracket wall mount support bracket 250kg,Aspen Pumps,106.48,"Constructed in tough galvanised steel, this Aspen Pumps 250kg condenser support bracket is designed for reliable wall mounting of a pump unit. Supplied with all fittings, this bracket includes an inbuilt spirit level to ensure straight and true installation.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Aspen Pumps Condenser Support Bracket wall mount support bracket 250kg,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/73/675873_wm.jpg,,,,,Condenser Support Bracket,N,,,B2093,Wall Support Bracket,N,Integrated spirit level provided (not B2093),,,,,Adjustable unit fixing feet positions (not B2093),,With pre-assembled arms,Supplied with arm levelling fixing bolt,Wall fixing kit included,With unit fixing feet kit,Manufactured in galvanised steel,,,White / Steel,Polyester powder coated galvanised steel construction,White polyester powder-coated finish (approx 100m thickness),M8 8.8 zinc passivated carbon steel high strength fixings included,,,,,,,,,,,,,,,,,
335,P677422,"Tecumseh Lunite rotalock valve 5/8""",Tecumseh,69.15,"A Tecumseh Lunite 5/8"" rotolock valve for CAJ4511Y, CAJ4513Y, CAJ9513Z, CAJ4517Z, CAJ4519Z, CAJ2464Z, TAJ4511Y, TAJ9510Z, TAJ9513Z, TAJ4517Z, TAJ4517Z and TAJ2464Z.","Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Tecumseh Lunite rotalock valve 5/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/23/NW-677422_677423_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Tecumseh_Reference_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,P619328,"Henry Technologies 937306 schraeder+ ball valve 3/4""",Henry Technologies,37.27,"Ball valves are used in a wide variety of air conditioning and refrigeration applications. They can be used for both liquid and gas applications. This type of valve is commonly used for isolating purposes. All valves are suitable for CO2, HCFC and HFC refrigerants along with their associated oils.","Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Henry Technologies 937306 schraeder+ ball valve 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/al/ve/Pic of Ball Valve_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Henry_64-66_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,P697815,Copeland crank case heater 67/73W 230V DIA231,Copeland,81.95,"This Copeland 230V, 67/73W crankcase heater is for use with ZR94-ZR190, ZP103-ZP182, ZB50-ZB114 and ZF34-ZF54.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Copeland crank case heater 67/73W 230V DIA231,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/15/NW-697815_wm.jpg,,,,,,N,,,8622731,Crankcase Heater,N,67/73W,,,,,230V,,,,,,,ZR94-ZR190ZP103-ZP182ZB50-ZB114ZF34-ZF54,"230 V, 67/73 W",,,,,,,,,,,,,,,,,,,,,
338,P619296,"Henry Technologies 907204 ball valve 1/2""",Henry Technologies,23.14,"Ball valves are used in a wide variety of air conditioning and refrigeration applications. They can be used for both liquid and gas applications. This type of valve is commonly used for isolating purposes. All valves are suitable for CO2, HCFC and HFC refrigerants along with their associated oils.","Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Henry Technologies 907204 ball valve 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/al/ve/Pic of Ball Valve_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Henry_64-66_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,P694037,Danfoss DCL DCL164S filter drier (164S),Danfoss,24.2,"This Danfoss Eliminator DCL164S 16 cu.inch hermetic filter drier with 1/2"" solder inlet and outlet is manufactured for use in applications needing a high moisture and acid absorption capacity. A solid core, composed of 80% molecular sieve and 20% activated alumina, is ideal for systems using HCFC and CFC refrigerants and mineral or alkyl benzene oils and type DCL driers are especially recommended for systems that operate at high condensing temperatures, requiring a higher drying capacity",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Danfoss DCL DCL164S filter drier (164S),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/37/NW-694037_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/va/ls/Danfoss_Approvals.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Danfoss_DCL_Datasheet.pdf,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/og/Danfoss_Catalog.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_DCL_Installation_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,P619327,"Henry Technologies 937205 schraeder+ ball valve 5/8""",Henry Technologies,25.47,"Ball valves are used in a wide variety of air conditioning and refrigeration applications. They can be used for both liquid and gas applications. This type of valve is commonly used for isolating purposes. All valves are suitable for CO2, HCFC and HFC refrigerants along with their associated oils.","Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Henry Technologies 937205 schraeder+ ball valve 5/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/al/ve/Pic of Ball Valve_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Henry_64-66_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,P684193,Beermaster MK2 defrost sensor (BMI),Beermaster,43.25,"This efficient Beermaster defrost sensor is fitted to ensure accuracy. Where a controller set point is reduced to a temperature of below 8°C without a fitted defrost sensor, the set point will automatically default to 8°C.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Beermaster MK2 defrost sensor (BMI),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/93/NW-684193_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Beermaster_R407C_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Beermaster_BMIE-BMO_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,P692439,Dena Service Driers 4014 drier with multistep connections 1IN,Dena,6.82,"A Dena 1"" drier made of copper with multistep connection.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Dena Service Driers 4014 drier with multistep connections 1IN,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/39/NW-692439_wm.jpg,,,3/8IN x 5/16IN x Capillary,Stepped,Service Driers,N,1IN,Soldering,CD.4014,Drier,N,With multistep connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,P619302,"Henry Technologies 901613-CE ball valve 1.5/8""",Henry Technologies,100.47,"Ball valves are used in a wide variety of air conditioning and refrigeration applications. They can be used for both liquid and gas applications. This type of valve is commonly used for isolating purposes. All valves are suitable for CO2, HCFC and HFC refrigerants along with their associated oils.","Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Henry Technologies 901613-CE ball valve 1.5/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/al/ve/Pic of Ball Valve_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Henry_64-66_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,P697760,Copeland discharge line scroll thermostat,Copeland,33.8,"This Copeland 130°C black discharge line thermostat kit is compatible with ZF06-18K4E-TFD, ZF25K5E-TFD and ZF(D)13-18KVE.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Copeland discharge line scroll thermostat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/60/NW-697760_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Copeland_ZR_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,P671592,Aspen Pumps Xtra clip stud M10 x 42mm (Pack of 10),Aspen Pumps,21.52,"Made of nylon, this Aspen Pumps Xtra 1 5/8"" stud clip, suitable for 8 or 10mm studding incorporates a unique ratchet design for fast, easy installation and adjustment.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Aspen Pumps Xtra clip stud M10 x 42mm (Pack of 10),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/92/NW-671592_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aspen_Pumps_Stud_Clip_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,P693969,"Danfoss DCL DCL033 filter drier flared connection 3/8""",Danfoss,13.3,"This Danfoss Eliminator DCL033 3 cu.inch hermetic filter drier with 3/8"" flare inlet and outlet is manufactured for use in applications needing a high moisture and acid absorption capacity. A solid core, composed of 80% molecular sieve and 20% activated alumina, is ideal for systems using HCFC and CFC refrigerants and mineral or alkyl benzene oils and type DCL driers are especially recommended for systems that operate at high condensing temperatures, requiring a higher drying capacity","Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Danfoss DCL DCL033 filter drier flared connection 3/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/69/NW-693969_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/va/ls/Danfoss_Approvals.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_7_Technical.pdf,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Danfoss_DCL_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/og/Danfoss_Catalog.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_DCL_Installation_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,P675191,"Danfoss GBC10S solder ball valve 3/8""",Danfoss,25.83,"GBC ball valves are manually operated shut-off valves suitable for applications where bi-directional flow is a requirement; GBC valves are approved for applications in liquid, suction, and hot gas lines in refrigeration and air conditioning systems; GBC valves offer maximum tightness across the seat and seal, with minimum pressure drop; GBC valves give maximum flow in the fully open position;They are designed for operation within a broad temperature range and are approved for use with any fluorinated refrigerant;Standard GBC valves may be used in applications using high pressure refrigerants, including R410A, and GBC bi-directional ball valves can be delivered with or without external access port; For CO2 applications a dedicated range is available with a max;working pressure of 90 bar (1300 psig); GBC valves are equipped with a one-piece seal cap to prevent tampering;Complies with European Safety Directive EN 378 (Safety and environmental requirements).","Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Danfoss GBC10S solder ball valve 3/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/02/693802_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_1_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
