,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Colour,Range,Warranty,Hazardous,Depth (mm),Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Flow Rate,Max System Pressure Cold (Bar),Min System Pressure Cold (Bar),Material,Number of Outlets,Number of Spray Patterns,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Weight,Attachment 5,Feature 10,Feature 11
60,PJ78202,Grohe Tempesta shower rail 600mm Chrome Plated,Grohe,38.41,"The 600mm Grohe Tempesta shower rail offers adjustable showering to suit the whole family. Finished in StarLight chrome, this rail is designed to complement the entire Grohe shower range.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Grohe Tempesta shower rail 600mm Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/03/NW-J78202_J78203_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grohe_27523000_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grohe_100031339_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PD08172,Bristan ABS round fixed shower head 200mm,Bristan,39.07,Ensure your project is given the perfect finishing touch with our range of Accessories,Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Bristan ABS round fixed shower head 200mm,,1 x Plastic Shower Head;1 x Fitting Instructions,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/72/NW-D08172_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_FHCABRS_Instruction.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PD61765,Mira Beat slide bar White/Chrome Plated,Mira,48.15,"Easy to install, the Mira Nectar white and chrome slide bar adjusts for fitting to existing screw holes with variable fixing points.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Mira Beat slide bar White/Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/65/NW-D61765_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Mira_Shower_Access_Fittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PC02587,Grohe thermostatic compact cartridge 3/4IN,Grohe,117.55,"Using TurboStart technology, the compact Grohe 3/4"" thermostatic cartridge maintains a constant shower temperature for improved comfort and reliable safety.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Grohe thermostatic compact cartridge 3/4IN,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/87/NW-C02587_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grohe_47483000_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PA66806,Bristan Prism dual control shower pack,Bristan,560.18,"The Bristan Prism shower pack includes a Prism shower valve with integral two outlet diverter along with a 200mm single function round showerhead, shower arm and adjustable riser. Easy to install, this shower is designed for UK wall cavities.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Bristan Prism dual control shower pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/06/NW-A66806_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Bristan_PRISMSHWRPK2_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/mb/ly/Bristan_CAS_KIT02_C_Assembly.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_PRISMSHWRPK2_Instruction.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PD08167,Bristan Evo evc shower kit Chrome,Bristan,68.58,This Bristan Evo shower kit includes a range of shower accessories in a chrome finish.,Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Bristan Evo evc shower kit Chrome,,"1.5 M easy-clean hose, adjustable fixing brackets, multi-function rub-clean anti-limescale handset and hose retainer",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/67/D08167_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Bristan_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Bristan_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PD66777,Mira Advance spare flow valve assembly,Mira,85.7,This Mira replacement flow valve assembly is compatible with all Mira Advance models.,Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Mira Advance spare flow valve assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/77/NW-D66777_wm.jpg,,,,,White,Advance,1 year,N,N/A,4.1643.149,Flow Valve Assembly,N,For use with Mira Advance electric showers,1 year warranty,,,,,,,,,,,,,,,,,
67,PD66235,Mira Rada head assembly (spares),Mira,103.29,A Mira Rada spare head assembly.,Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Mira Rada head assembly (spares),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/35/NW-D66235_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Mira_Showers_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PD53194,Aqualisa Mian 3 mode handset 110mm Chrome,Aqualisa,110.18,"This Aqualisa adjustable shower kit includes a 110mm chrome-plated stainless steel rail, a 106mm three spray pattern shower handset and a 1.5M metal hose. The rail incorporates a push button slider for effortless adjustments.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Aqualisa Mian 3 mode handset 110mm Chrome,,Handset;Metal hose,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/94/NW-D53194_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Aqualisa_ACY1010_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PD60430,Mira Sprint outlet double check valve Chrome Plated,Mira,57.57,"The Mira DCV-H keeps water from travelling back up the shower hose and into the water system if the showerhead is submerged, ensuring that waste water doesn't contaminate the system.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Mira Sprint outlet double check valve Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/30/NW-D60430_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_Outlet_Valve_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PD02614,Saracen curtain rod 1200 x 1200mm Stainless Steel,Saracen,58.67,"The strong, durable Saracen polished stainless steel shower curtain rod is supplied with zinc-plated mild steel wall brackets, chrome-plated zinc die-cast covers, chrome-plated ABS ceiling support brackets and 24 rings.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Saracen curtain rod 1200 x 1200mm Stainless Steel,,Shower curtain rod;6x fixing screws;6x wall plugs;Hex head key;3x spare grub screw,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/14/NW-D02614_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Saracen_D02614_Curtain_Rod_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Saracen_D02614_Curtain_Rod_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PA05034,Nabis round shower arm,Nabis,15.58,This Nabis round shower arm is made of stainless steel with a smart chrome-plated finish.,Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Nabis round shower arm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/34/NW-A05034_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Shower_Arm_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_A05033-A05060_Shower_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PC30400,Ideal Standard Trevi CTV folding shower seat and legs White,Ideal Standard,575.1,"A compact design, the wall-mounted Ideal Standard folding shower seat is designed to be folded neatly against a wall when not in use. Ideal for family bathrooms, this comfortable padded seat is fitted with strong, secure legs capable of holding weights of up to 210kg and adjustable feet for sturdy use on uneven floors. Easy to clean, this white shower seat is free from dirt traps, ensuring hygienic use.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Ideal Standard Trevi CTV folding shower seat and legs White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/00/NW-C30400_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Blue_Book_Showers_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C30400_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_S6850_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PD61496,Mira Response hose assembly 2mtr Chrome Plated,Mira,60.0,The Mira Response 2M spare shower hose is designed to work with any shower and on any system.,Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Mira Response hose assembly 2mtr Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/96/NW-D61496_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Mira_Showers_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PD61985,SNGLE FUNCTN EXTND SLIDE BAR SHWR KIT CH,Bristan,133.33,910mm adjustable riser shower kit with single function rub clean anti limescale handset and extended 1.75M flexible hose.,Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> SNGLE FUNCTN EXTND SLIDE BAR SHWR KIT CH,,1 x Riser Rail;1 x Plated Shelf;1 x Handset;1 x Hose Cone To Nut;1 x Green Limiter;4 x Screws;4 x Rawl Plugs;1 x Allen Key;1 x Fitting Instructions,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/85/NW-D61985_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_EVKITEEFBC_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_EVKITEEFBC_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Bristan_EVKITEEFBC_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PA05054,Nabis smooth shower hose - wipe clean 2mtr,Nabis,9.09,"A practical Nabis 2M smooth, wipe clean shower hose made of PVC with a silver finish.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Nabis smooth shower hose - wipe clean 2mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/54/NW-A05054_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_A05033-A05060_Shower_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PD01190,Nabis Nano Nano G2 Thermo Mini Valve & Kit,Nabis,149.34,"The Nabis Nano G2 thermostatic mini valve and kit is supplied with an easy-clean showerhead, hose, riser rail and soap dish. Controlled thermostatically, the Nano G2 provides safe, practical showering, maintaining a comfortable temperature, even in the face of pressure fluctuations.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Nabis Nano Nano G2 Thermo Mini Valve & Kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/90/D01190_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_D01190_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_D01190_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PA05058,* CENTER SINGLE FUNCTION FIXED HEAD 70MM,Center CB,4.31,"Finished in chrome, this Center CB single function showerhead has a 70mm faceplate and incorporates a swivel joint for personalised adjustment. The shower's rubber nozzles are easy to clean with a quick wipe of a damp cloth.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> * CENTER SINGLE FUNCTION FIXED HEAD 70MM,,Screw coverSpray plateNozzlesHandset bodyFixed head threadSealing washer,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/58/NW-A05058_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/tn/Center_CB_A05044_A05058_Fit_Instrctn.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_Shower_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PD80246,Bristan Opac valve only Chrome,Bristan,561.08,The Bristan Opac exposed thermostatic Cool Touch bar shower valve is supplied with self-isolating wall mount 12 fixing kit and an integral flushing mechanism for hands-off cleaning.,Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Bristan Opac valve only Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/46/NW-D80246_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D80246_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_SHXVO_EL_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Bristan_OP_SHXVO_EL_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PC92717,Ideal Standard Trevi Boost tap boost cartridge,Ideal Standard,267.52,This Ideal Standard Trevi Boost thermostatic cartridge is designed for use in pre-2012 Trevi Boost models.,Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Ideal Standard Trevi Boost tap boost cartridge,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/17/NW-C92717_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/IS_Brassware_Brochur_2014.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PE98627,Vado Protherm inline thermostatic valve TMV3,Vado,150.0,This Vado Protherm chrome inline thermostatic valve offers a 31LPM flow rate at 3 bar pressure.,Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Vado Protherm inline thermostatic valve TMV3,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/27/NW-E98627_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Vado_Export_Consumer_Guide_Jan_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/E98627_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/E98627_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PD08164,Bristan Evo KIT01 C evc shower kit Chrome,Bristan,55.81,"This Bristan Evo shower kit includes a large single function, easy-clean handset and 1.5M long shower hose.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Bristan Evo KIT01 C evc shower kit Chrome,,1x riser rail;2x wall brackets;1x slider;4/4x fixings;1x hose;1x Single function handset,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/65/NW-D08164_D08165_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_EVCKIT01_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Bristan_EVCKIT01C_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_EV_KIT01_C_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PD63778,Ideal Standard Idealrain M3 3 function shower kit handset 100mm 600mm rail,Ideal Standard,85.66,"The Ideal Standard Idealrain M3 shower kit includes a 600mm chrome sliding rail, 100mm three function handset, hose and soap dish.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Ideal Standard Idealrain M3 3 function shower kit handset 100mm 600mm rail,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/78/NW-D63778_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_B9416_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/IS_Brassware_Brochur_2014.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PD61484,Mira Logic shower head White,Mira,28.5,"The Mira Logic white four spray showerhead includes a water-saving economy setting for eco-friendly peace of mind. It’s easy to clean too, thanks to limescale-busting rub clean rubber nozzles while rubberised finger grips help maintain your hold even with soapy hands.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Mira Logic shower head White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/84/NW-D61484_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Mira_Shower_Access_Fittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PD98115,Rada Rada SF1 single mode handset,Rada,16.52,"Designed to fully comply with healthcare guidelines, this Rada SF1 single mode shower handset in chrome is ideal for use in hospitals and other healthcare settings but also offers suitability for sports and leisure facilities. This handset is supplied with coloured rings to help track quarterly cleaning and sanitisation regimens.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Rada Rada SF1 single mode handset,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/15/D98115_wm.jpg,,,,,Chrome,Rada SF1,2 years,N,,77322-CP,Shower Handset,N,Supports hospitals' regular replacement programmes,Chrome finish,With 8LPM flow regulator,,,,,,,With 4x coloured indicator rings,Rings help track cleaning schedule,2 year warranty,,,,,,,
85,PA05038,* NAB ROUND SHOWER HANDSET,Nabis,4.92,"Made of robust plastic with a chrome finish, this Nabis round shower handset is supplied with a 1/2"" BSP male connection.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> * NAB ROUND SHOWER HANDSET,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/38/NW-A05038_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_Shower_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PD78141,Mira Response hose assembly 1.5m (chrome) 150.60,Mira,55.17,A 1.5M Mira chrome universal shower hose.,Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Mira Response hose assembly 1.5m (chrome) 150.60,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/41/NW-D78141_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Mira_Showers_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PA05045,Center CB single function handset Chrome,Center,4.53,This simple Center CB 80mm single function shower handset is finished in a smart chrome.,Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Center CB single function handset Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/45/NW-A05045_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Center_CB_A05044_A05058_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_A05033-A05060_Shower_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PD44974,Roca Wall shower kit including head/hose/rail and dish,Roca,74.08,"Supplied with a hose and soap dish, this Roca Wall shower kit also includes a five function handset for adaptable and comfortable showering.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Roca Wall shower kit including head/hose/rail and dish,,5 mode handsetSoap dishStandard hose,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/74/NW-D44974_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/l_/27/Roca_PL_27.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_r/es/Discovery_High_Res.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/6_/17/Roca_Discovery_High_Res_2016_17.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D44974_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PA05482,Nabis Regal A05482 hand shower,Nabis,18.89,This Nabis replacement shower handset with chrome finish is suitable for the A05430 bath/shower mixer.,Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Nabis Regal A05482 hand shower,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/48/597548_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
