,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Pack Quantity,Range,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Depth (mm),Colour,Warranty,Design Type,Material,Shape,Fittings Included
59,P171883,"Fluidmaster Airgap 6000 side entry delayed brass shanked fill valve 1/2""",Fluidmaster,21.66,"Suitable for mains and gravity systems, the Fluidmaster Airgap 6000 series 1/2"" fill valve with brass shank, side entry and delayed action fills a cistern fast, even at pressures as low as 0.1 bar.","Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Fluidmaster Airgap 6000 side entry delayed brass shanked fill valve 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/83/NW-171883_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Fluidmaster_Airgap6000_F-Valve_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Fluidmaster_UK_Catalogue_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PD00227,Siamp Skipper 45 push button,Siamp,12.35,"The easy clean Siamp Skipper 45 push button screws into the flush valve directly for durable, long lasting use.",Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Siamp Skipper 45 push button,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/27/NW-D00227_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Siamp_Product_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PB97902,"Masefield Epson 3 piece high level flushpipe 5 and 6"" White",Masefield,5.41,A Masefield high level side wall three piece white PVC flush pipe.,"Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Masefield Epson 3 piece high level flushpipe 5 and 6"" White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/02/NW-B97902_wm.jpg,,,,,,,Epson,N,PTOPIP363635,Flush Pipe,N,High quality PVC,32mm bore,406mm wall to centre top offset,457mm back to centre bottom offset,203mm return bend,Supplied with fitted 45mm flange,,,,,,,,,,,,,,,,
62,PB90028,Thomas Dudley Beta+ side inlet brass tail ball valve (part 3),Thomas Dudley,8.15,This Thomas Dudley Beta+ side entry inlet valve with brass tail is suitable for use as a replacement part in most plastic and ceramic exposed and concealed cisterns.,Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Thomas Dudley Beta+ side inlet brass tail ball valve (part 3),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/28/NW-B90028_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Thomas_Dudley_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,P171117,Fluidmaster spare button for cable dual flush valve,Fluidmaster,7.66,This replacement Fluidmaster cistern push-button is suitable for use with cable dual flush valves.,Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Fluidmaster spare button for cable dual flush valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/17/NW-171117_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Fluidmaster_UK_Catalogue_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PB90483,Thomas Dudley Vantage round button single flush 73.5mm White,Thomas Dudley,27.35,A Thomas Dudley Vantage white finish single flush button for use in a range of cisterns.,Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Thomas Dudley Vantage round button single flush 73.5mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/83/NW-B90483_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/TDudley_Vantage_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PF47458,MULTIFLUSH DUAL FLUSH VALVE        MFV3C,Marley,62.63,The cable operated Marley Multiflush dual flush valve has an adjustable height internal overflow feature.,Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> MULTIFLUSH DUAL FLUSH VALVE        MFV3C,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/58/NW-F47458_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Multikwik_Sanitary_Systems_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PB92001,Thomas Dudley Vantage dio dual flush button Chrome Plated,Thomas Dudley,32.77,This Thomas Dudley Vantage pneumatic dual flush button can be used with a range of cisterns.,Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Thomas Dudley Vantage dio dual flush button Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/01/NW-B92001_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Thomas_Dudley_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PD40203,ROCA AH0004800R CISTERN FLUSH VALVE D2D,Roca,33.84,"Easy to replace and maintain, this Roca D2D dual flush valve is identified by the threaded top section that the button operating rods attach to.",Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> ROCA AH0004800R CISTERN FLUSH VALVE D2D,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/03/NW-D40203_wm.jpg,,,,,,,D2D,N,,Flush Valve,N,Compatible with many Roca suites,D2D identified by the dual threaded top,Often referred to as the New Style valve,318mm height,Easily replaced and serviced,Twist to release valve from cistern cradle,Height adjustable flushing level,,,,,,,,,,,,,,,
68,P171882,"Fluidmaster Airgap 6000 bottom entry delayed brass shanked fill valve 1/2""",Fluidmaster,23.55,"Suitable for mains and gravity systems, the Fluidmaster Airgap 6000 series 1/2"" fill valve with brass shank, bottom entry and delayed action fills a cistern fast, even at pressures as low as 0.1 bar.","Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Fluidmaster Airgap 6000 bottom entry delayed brass shanked fill valve 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/82/NW-171882_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Fluidmaster_Airgap6000_F-Valve_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Fluidmaster_UK_Catalogue_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,P171213,Fluidmaster mechanical dual flush valve 313 x 130 x 93 Black,Fluidmaster,24.48,"Suitable for 2"" outlets, this Fluidmaster mechanical dual flush valve is compatible with most top button activated toilet cisterns.",Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Fluidmaster mechanical dual flush valve 313 x 130 x 93 Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/13/NW-171213_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Fluidmaster_UK_Catalogue_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,P171113,Fluidmaster Pro Series flapper valve and handle,Fluidmaster,25.01,"A favourite with professional plumbers, the Fluidmaster Pro Series flapper valve with 1 1/2"" flush outlet and side mounted button provides significant water savings with every flush.",Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Fluidmaster Pro Series flapper valve and handle,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/13/NW-171113_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/13/Fluidmaster_Opella_Catalogue_2013.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Fluidmaster_UK_Catalogue_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PB24018,Nabis telescopic inlet valve 1/2 air ga,Nabis,16.01,"Easy to both install and use, the Nabis 1/2"" telescopic bottom entry inlet valve with air gap is suitable for use with any bottom entry cistern. This delayed fill valve offers savings of up to 6L of water each day for a typical family of four.",Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Nabis telescopic inlet valve 1/2 air ga,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/18/B24018_wm.jpg,,,,,,,,N,10120724,Side entry cistern fill valve to suit requirements of AUK1,N,Delayed fill saves up to 0.4L per flush,Easy height adjustment,Eliminates back-syphoning,With anti-fouling float,"Endurance tested to 200,000 fill cycles",Wide pressure range of 0.1 – 20 bar,Complies with WRAS,Reg4 approved to BS1212-4,Meets all AG air gap requirements,,,,,,,,,,,,,
72,P171072,Fluidmaster high pressure float valve seal Black,Fluidmaster,6.0,This Fluidmaster high pressure float valve seal is designed for use with Fluidmaster 400 and 747 float valves.,Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Fluidmaster high pressure float valve seal Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/72/NW-171072_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/13/Fluidmaster_Opella_Catalogue_2013.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Fluidmaster_UK_Catalogue_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PB90340,Thomas Dudley Niagara mechanical dual flush outlet flush valve Chrome Plated,Thomas Dudley,33.66,"The Thomas Dudley Niagara mechanical dual flush valve is a suitable replacement part for most ceramic or plastic exposed cisterns with an internal height of 330 - 408mm. With a sleek chrome push button, featuring intuitive full or reduced flush segments, fitted neatly into the cistern lid, this valve is not only easy to use but it makes maintenance effortless too, with no need to disconnect water or dismantle the cistern.",Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Thomas Dudley Niagara mechanical dual flush outlet flush valve Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/40/NW-B90340_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Thomas_Dudley_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PB12453,Center CB Breeze push button Chrome Plated,Center CB,13.65,"Finished in tough chrome plating, this Center CB Breeze dual toilet flush button is a high quality replacement part.",Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Center CB Breeze push button Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/53/NW-B12453_wm.jpg,,,,,,,Breeze,N,CF1003CP,push button,N,Dual flush,Chrome-plated,,,,,,,,,,,,,,,,,,,,
75,PB88505,Ideal Standard pneumatic push button,Ideal Standard,195.7,An Ideal Standard stainless steel pneumatic-type finger push button for flush valves.,Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Ideal Standard pneumatic push button,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/05/NW-B88505_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_S4489MY_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PF47456,MULTIFLUSH DUAL FLUSH VALVE        MFV1C,Marley,54.11,The cable operated Marley Multiflush dual flush valve has an adjustable height internal overflow feature.,Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> MULTIFLUSH DUAL FLUSH VALVE        MFV1C,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/56/NW-F47456_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Multikwik_Sanitary_Systems_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PC93217,Ideal Standard supply pipe with nipples nickle set,Ideal Standard,8.57,This Ideal Standard inlet supply pipe in nickel is supplied complete with nipples.,Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Ideal Standard supply pipe with nipples nickle set,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/17/C93217_wm.jpg,,,,,,,,N,B960773AT,Inlet pipe,N,Complete set,Nickel finish,With nipples,,,,,,,,,,,,,,,,,,,
78,PB98796,Thomas Dudley Flush Buttons dome push button assembly Chrome Plated,Thomas Dudley,35.17,A Thomas Dudley Dome single flush push button for Pushflo cisterns.,Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Thomas Dudley Flush Buttons dome push button assembly Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/96/NW-B98796_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Thomas_Dudley_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PB24019,Nabis side entry inlet valve 1/2 air ga,Nabis,16.36,"Easy to both install and use, the Nabis 1/2"" side entry inlet valve with air gap is suitable for use with any side entry cistern. This delayed fill valve offers savings of up to 6L of water each day for a typical family of four.",Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Nabis side entry inlet valve 1/2 air ga,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/19/B24019_wm.jpg,,,,,,,,N,10120725,Side entry cistern fill valve to suit requirements of AUK1,N,Delayed fill saves up to 0.4L per flush,Easy height adjustment,Eliminates back-syphoning,With anti-fouling float,"Endurance tested to 200,000 fill cycles",Wide pressure range of 0.1 – 20 bar,180° rotating head for installation into compact cisterns,Complies with WRAS,Reg4 approved to BS1212-4,Meets all AG air gap requirements,,,,,,,,,,,,
80,PC90052,Ideal Standard E4448AA push button pack Chrome Plated,Ideal Standard,20.51,"Finished in chrome, this Ideal Standard dual flush push button is compatible with the Impuls250 Twico-1 flush valve.",Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Ideal Standard E4448AA push button pack Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/52/NW-C90052_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/IS_DFV_PB_Assy_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PB79275,"Cistermiser EasyflushEVO sensor-activated WC dual flush valve 1.5""",Cistermiser,190.3,"Easy to install, the Cistermiser EasyflushEVO sensor-activated WC dual flush valve is suitable for new or retrofit installation. Flushing via sensor, this no-touch flush helps to improve hygiene in commercial toilets.","Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Cistermiser EasyflushEVO sensor-activated WC dual flush valve 1.5""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/76/B79275_B79276_wm.jpg,,,,,,,EasyflushEVO,N,EVO1.5'',WC dual flush valve,N,For commercial WC use,No flush seal below water line,"Will not leak due to debris, scale or scale degradation",Hygienic non-touch sensor activated,Battery and mains power options out the box,,,,,,,,,,,390,,,,,,
82,P171015,"CME Sanitary Systems ball valve side entry 1/2""",CME Sanitary Systems,13.85,"This CME Sanitary Systems Hushflow ball valve for toilet cisterns offers a 1/2"" connection and side entry.","Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> CME Sanitary Systems ball valve side entry 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/15/NW-171015_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Macdee_Brassware_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PD32479,Ideal Standard Conceala concealed lever 405mm Chrome Plated,Ideal Standard,71.36,This Ideal Standard Conceala 405mm concealed cistern lever is finished in chrome.,Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Ideal Standard Conceala concealed lever 405mm Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/79/NW-D32479_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Conceala_E6021AA_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PJ78046,Grohe dual flush button,Grohe,63.64,"Elegantly designed with a chrome finish, this Grohe dual flush push button is compatible with the Eau2 old-style dual flush valve. Suitable for use in bathroom furniture with concealed cisterns and for in-wall installations, the button has an easy-clean finish and a reliable pneumatic mechanism, making it ideal for high traffic areas. This button requires a 16mm hole for use with its shroud or a hole of at least 35mm if used without the shroud.",Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Grohe dual flush button,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/46/NW-J78046_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grohe_EnjoyWater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PN66499,Ideal Standard I.Life B close-coupled open bowl 360x665x790 mm White Gloss,Ideal Standard,174.9,"A designer choice for a modern bathroom, the Ideal Standard iLife B close-coupled open WC bowl is manufactured in robust vitreous china with a glossy white finish. Part of a broad collection complete with furniture units, soft close toilet seats and more, this toilet pan can form part of a stylish matching suite.",Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Ideal Standard I.Life B close-coupled open bowl 360x665x790 mm White Gloss,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/99/N66499_wm.jpg,,,,,,,i.Life B,N,E260901,Close Coupled,N,Designed by Palomba Serafini Associati,Slow close seat option,Quick release seat for ease of cleaning,Water efficient design,RimLS+ flush technology,Dedicated furniture unit available,Vitreous china construction,White gloss finish,Horizontal outlet,With fixings,Lifetime warranty,,,,,,White/Gloss,Lifetime,Palomba Serafini Associati,Vitreous China,Round / Curved,Yes
86,PF47457,MULTIFLUSH DUAL FLUSH VALVE        MFV2C,Marley,65.49,The cable operated Marley Multiflush dual flush valve has an adjustable height internal overflow feature.,Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> MULTIFLUSH DUAL FLUSH VALVE        MFV2C,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/57/NW-F47457_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Multikwik_Sanitary_Systems_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
