,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Weight,Hazardous,Equal / Unequal,End Connection A size,End Connection C size,Size,Connection Type 1,Connection Type 2,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Attachment 3,Range,Approvals,Material,Feature 4,Feature 5,Diameter,Warranty,Depth (mm),Feature 6,Attachment 4
58,PP97295,"Uponor Q&E PEX female solder adaptor 16mm x 1/2"" Copper",Uponor,2.87,"Fitted with easy to work with push-fit connections, this Uponor Q&E PEX 16mm 1 /2"" female solder adapter is made of copper.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PEX Pipe Fittings/PEX Pipe Fittings.csv -> Uponor Q&E PEX female solder adaptor 16mm x 1/2"" Copper",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/95/NW-P97295_wm.jpg,,,,N,Unequal,16 mm,15mm,16 x 15 mm,Push-Fit,,1008734,Adaptor,N,Suitable for hot and cold and heating systems,6 bar at 80°C for heating,Suitable for recirculation hot water systems,,Q&E PEX,WRAS,Copper,Copper construction,WRAS approved,,,,,
59,PP93839,"Uponor Wipex pre-insulated male thread pipe wipex coupling 25mm x 1""",Uponor,29.76,"Made of corrosion-resistant brass, this robust Uponor Wipex PN6 pre-insulated pipe coupling with stainless steel screw connects cross-linked polyethylene pipes for hot and cold water in domestic and district heating installations, ensuring that sealing performance isn't affected by fluctuations in temperature. Available in 25 to 125 mm pipe dimensions and in PN6 and PN10 series, this coupler is sealed with an O-ring in 25 to 110mm and with hemp in 125 mm, for fast, easy installation, even in confined spaces, and a tight grip you can rely on, with a strength higher than the tensile strength of the pipe.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PEX Pipe Fittings/PEX Pipe Fittings.csv -> Uponor Wipex pre-insulated male thread pipe wipex coupling 25mm x 1""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/39/P93839_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Uponor_Ecoflex_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
60,PP53257,Uponor Ecoflex pre-insulated pipe rubber end cap 2 x 25+32+40/175mm,Uponor,55.36,"Suitable for use on two medium pipes, this waterproof Uponor Ecoflex twin rubber end cap is part of a range of accessories designed for complete heating and cooling networks as well as for potable and warm tap water supply. A complement to Ecoflex pipes and fittings, this cap protects pipe ends from damaging dirt and moisture.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PEX Pipe Fittings/PEX Pipe Fittings.csv -> Uponor Ecoflex pre-insulated pipe rubber end cap 2 x 25+32+40/175mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/58/P53255_P53258_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Uponor_Ecoflex_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
61,PP91100,Uponor S-Press MLCP compression equal tee 50mm,Uponor,60.47,These Uponor S-Press 50 x 50 x 50mm 90° tees are made of tin-plated brass. They provide fast press-fit installation with easy bevel and no need for calibration.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/PEX Pipe Fittings/PEX Pipe Fittings.csv -> Uponor S-Press MLCP compression equal tee 50mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/00/NW-P91099_P91100_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
62,P517792,JG Speedfit radiator outlet plate,JG Speedfit,4.75,"Providing a neat finished appearance, this JG Speedfit radiator outlet plate allows for the dropping down of 10mm pipes from pipe runs into the relevant radiator positions keeping all pipework well-concealed in the wall and behind the radiator.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PEX Pipe Fittings/PEX Pipe Fittings.csv -> JG Speedfit radiator outlet plate",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/92/NW-517792_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/JG_Speedfit_PipeConnection_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/JG_Speedfit_Plumbing_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
63,PP91571,"Uponor S-Press male iron straight connector 40mm x 1.1/2""",Uponor,31.01,"The Uponor S-Press 40mm x 1 1/2"" adapters are made of tin-plated brass material. They offer fast installation with an easy bevel and no need to calibrate.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PEX Pipe Fittings/PEX Pipe Fittings.csv -> Uponor S-Press male iron straight connector 40mm x 1.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/71/NW-P91571_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PP58976,Uponor Q&E PEX PEX straight coupling 20mm,Uponor,2.12,This Uponor Q&E 20 x 20mm straight coupler is made of polyphenylsulfone (PPSU) with shrink-fit connections. It is suitable for use in hot and cold systems as well as in heating systems.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/PEX Pipe Fittings/PEX Pipe Fittings.csv -> Uponor Q&E PEX PEX straight coupling 20mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/76/NW-P58976_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Uponor_QE_Shrink_Fit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
65,PP58956,Uponor Q&E PEX PEX reducer 20 x 16mm,Uponor,2.06,This Uponor Q&E 20 x 16mm reducer is made of polyphenylsulfone (PPSU) with shrink-fit connections. It is suitable for use in hot and cold systems as well as in heating systems.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/PEX Pipe Fittings/PEX Pipe Fittings.csv -> Uponor Q&E PEX PEX reducer 20 x 16mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/58/NW-P58956_P58958_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Uponor_QE_Shrink_Fit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
66,PP94843,Uponor S-Press MLCP compression lever ball valve 40mm,Uponor,116.51,"Supplied in a pack of six, these Uponor S-Press 40 x 40mm ductile iron lever ball valves are delivered fully assembled and sealed with press adapters ready for use with MLC pipes. A ball valve is a type of quarter-turn valve featuring a hollow, perforated ball that pivots to control the flow of a fluid. The valve is open when the ball's hole is in line with flow and closed when pivoted to 90°. The long lasting reliability of ball valves makes them popular in a wide range of settings.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PEX Pipe Fittings/PEX Pipe Fittings.csv -> Uponor S-Press MLCP compression lever ball valve 40mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/44/NW-P94839_P94844_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Uponor_S-Press_PLUS_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/Uponor_MLC_Brochure_2014.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
67,PP92481,Uponor Q&E PEX PEX radiator connector elbow 16 x 300mm,Uponor,16.15,This Uponor Q&E 16 x 15mm 90° elbow includes a coated copper pipe with a 15 x 1mm radiator connection suitable to be made with the clamp compression adapter Cu.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/PEX Pipe Fittings/PEX Pipe Fittings.csv -> Uponor Q&E PEX PEX radiator connector elbow 16 x 300mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/81/NW-P92481_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PP91694,Uponor MLC pipe clip 22-25mm White,Uponor,1.32,These Uponor 25mm pipe clips are made of white plastic and are suitable for use with PE-X pipes.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/PEX Pipe Fittings/PEX Pipe Fittings.csv -> Uponor MLC pipe clip 22-25mm White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/94/NW-P91692_P91694_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Uponor_PEX_Q&E_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PP92483,Uponor Q&E PEX PEX pipe ring 20mm Blue,Uponor,0.45,"This Uponor Q&E 20mm evolution ring is made of cross-linked polyethylene (PE-X). Suitable for PEX pipes, this fitting has a conical liner shape and stop edge and includes shrink-fit connections.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PEX Pipe Fittings/PEX Pipe Fittings.csv -> Uponor Q&E PEX PEX pipe ring 20mm Blue",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/87/NW-P92483_P92487_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PP51569,Buteline BE16 equal elbows 16 x 16mm,Buteline,3.43,"Compatible with Buteline's Polybutene-1 pipe, these Buteline BE16 16mm equal elbows are strongly constructed for quality and performance. With an annealed protective metal sleeve for precise attachment, Polybutene pipes and BE16 fittings result in a unique metal reinforced joint for faster, more economical creation of a reliable pipe system.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PEX Pipe Fittings/PEX Pipe Fittings.csv -> Buteline BE16 equal elbows 16 x 16mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/lb/ow/Equal Elbow_wm.jpg,,,,N,,,,,,,BE16,Fitting,N,Minimum working stress applied (approx.0.5 ton per sq. in.) allowing pipe material to “flow” into insert tail grooves,"No stress from clamping transmitted to insert tail or pipe at end of fitting. End of metal sleeve cannot impinge into pipe, even in bending",Minimise resistance to water flow,,,,Polybutene-1,Guarantees no stress break in this critical area,Provides additional rigidity and resistance to pull-off. Seals against dirt and moisture,60mm,25 Years,18,"Narrow lands with wide grooves, ensure clamp stress is transferred into the pipe joint efficiently",
71,PP58951,"Uponor Q&E PEX PEX male adaptor 20mm x 3/4""",Uponor,4.6,"This Uponor Q&E 20mm x 3/4"" male thread adapter is made of polyphenylsulfone (PPSU) and is suitable for use in hot and cold systems as well as heating systems.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PEX Pipe Fittings/PEX Pipe Fittings.csv -> Uponor Q&E PEX PEX male adaptor 20mm x 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/51/NW-P58951_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Uponor_QE_Shrink_Fit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
72,PP52945,Uponor Ecoflex pre-insulated pipe elbow joint 200/175/141,Uponor,441.44,"Made of tough ABS, this Uponor Ecoflex 140 x 175 x 200mm insulation elbow set connects Ecoflex jacket pipes used in a local district heating network.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PEX Pipe Fittings/PEX Pipe Fittings.csv -> Uponor Ecoflex pre-insulated pipe elbow joint 200/175/141",,Insulated half-shells;Bolts;Sealant,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/45/NW-P52945_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Uponor_Ecoflex_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Uponor_Ecoflex_InsulationSet_Tech.pdf,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Uponor_Ecoflex_InsulationSet_Install.pdf,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Uponor_Plumbing_Heating_Brochure.pdf
73,PP89865,Uponor Q&E PEX brass adapter for soldering 32-28CU,Uponor,35.31,This Uponor Q&E 32 x 28mm adapter for soldering PL is made of copper material and is suitable for use in hot and cold systems and in heating systems.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/PEX Pipe Fittings/PEX Pipe Fittings.csv -> Uponor Q&E PEX brass adapter for soldering 32-28CU",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/98/65/NW-P89865_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Uponor_QE_Shrink_Fit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
74,PP94839,Uponor S-Press MLCP compression lever ball valve 16mm,Uponor,30.08,"Supplied in a pack of six, these Uponor S-Press 16 x 16mm ductile iron lever ball valves are delivered fully assembled and sealed with press adapters ready for use with MLC pipes. A ball valve is a type of quarter-turn valve featuring a hollow, perforated ball that pivots to control the flow of a fluid. The valve is open when the ball's hole is in line with flow and closed when pivoted to 90°. The long lasting reliability of ball valves makes them popular in a wide range of settings.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PEX Pipe Fittings/PEX Pipe Fittings.csv -> Uponor S-Press MLCP compression lever ball valve 16mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/44/NW-P94839_P94844_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Uponor_S-Press_PLUS_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/Uponor_MLC_Brochure_2014.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
75,PP94841,Uponor S-Press MLCP compression lever ball valve 25mm,Uponor,45.97,"Supplied in a pack of six, these Uponor S-Press 25 x 25mm ductile iron lever ball valves are delivered fully assembled and sealed with press adapters ready for use with MLC pipes. A ball valve is a type of quarter-turn valve featuring a hollow, perforated ball that pivots to control the flow of a fluid. The valve is open when the ball's hole is in line with flow and closed when pivoted to 90°. The long lasting reliability of ball valves makes them popular in a wide range of settings.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PEX Pipe Fittings/PEX Pipe Fittings.csv -> Uponor S-Press MLCP compression lever ball valve 25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/44/NW-P94839_P94844_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Uponor_S-Press_PLUS_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/Uponor_MLC_Brochure_2014.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
76,PP91028,"Uponor S-Press male iron straight connector 50mm x 1 1/2""",Uponor,33.8,"These Uponor S-Press 50mm x 1 1/2"" adapters are made of tin-plated brass material. They offer fast installation with an easy bevel and no need to calibrate.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PEX Pipe Fittings/PEX Pipe Fittings.csv -> Uponor S-Press male iron straight connector 50mm x 1 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/28/NW-P91027_P91028_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PP51585,Buteline BFB16 female soldering tail 15 x 16mm,Buteline,5.05,"Part of a complete range, this Buteline BFB16 15 x 16mm female soldering tail is designed to offer complete compatibility with the brand's Polybutene-1 pipe system. Faster and more economical compared to similar systems, Buteline pipes have precision-fitted annealed protective metal sleeves for uniquely high levels of reinforcement.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PEX Pipe Fittings/PEX Pipe Fittings.csv -> Buteline BFB16 female soldering tail 15 x 16mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ta/il/Inline Soldering Tail_wm.jpg,,,,N,,,,,,,BFB16,Fitting,N,Minimum working stress applied (approx.0.5 ton per sq. in.) allowing pipe material to “flow” into insert tail grooves,"No stress from clamping transmitted to insert tail or pipe at end of fitting. End of metal sleeve cannot impinge into pipe, even in bending",Minimise resistance to water flow,,,,Polybutene-1,Guarantees no stress break in this critical area,Provides additional rigidity and resistance to pull-off. Seals against dirt and moisture,18 mm,25 Years,18,"Narrow lands with wide grooves, ensure clamp stress is transferred into the pipe joint efficiently",
