,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Flow Rate,Fuel Type,Range,Warranty,Weight,Energy Rating,Hazardous,Water Heating Energy Efficiency Class,Output,Depth (mm),Boiler Bundles,Efficiency (SAP 2009),Mounting Type,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Pack Quantity,Feature 9,Feature 10,Feature 11,Feature 12,Attachment 6,Attachment 7,Dry Weight (kg),Colour,Max High Level Flue Length (metres),Seasonal Space Heating Energy Efficiency %,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Attachment 8,Attachment 9,Max Vertical Level Flue Length (metres),Rated Heat Output (Prated or Psup),Seasonal Space Heating Energy Efficiency Class,Flue Type,Flue Diameter,Flue Length,Flue Size,Part Gas Council number,By Model Number
331,P120222,Ideal Vogue Combi GEN2 C32 combi boiler,Ideal,1278.45,"A lightweight, single piece unit, the Ideal Vogue Combi GEN2 C32 boiler is easy to install, repair, service and maintain. Featuring a bang-up-to-date colour LCD screen display, the 32kW Vogue combi provides advanced diagnostics alongside straightforward multi-function button operation and speedy set up. The latest in cool burner door technology lets you crack on with the job at hand even when the Vogue has been running all day, a feature which only improves maintenance times. With an impressive ErP A rating this thoroughly modern boiler isn't just a pleasure to work with but it helps users to save on waste and energy bills as well.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Ideal Vogue Combi GEN2 C32 combi boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/23/120221_120223_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Vogue_Combi_GEN2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Ideal_Vogue_Combi_GEN2_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/120222_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Ideal_Vogue_Combi_GEN2_Warranty.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Vogue_Combi_GEN2_User_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,P115369,Worcester Bosch Greenstar Utility 50/70 2022+ heat only boiler,Worcester Bosch,3008.0,"Ideal for large homes and light commercial premises, the Worcester Bosch Greenstar Danesmoor Utility 50/70 2022+ heat only boiler has a compact footprint yet provides an impressive heat output. ErP A-rated, this smartly designed and efficient boiler includes a concealed control panel for a neater look wherever it's installed.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Worcester Bosch Greenstar Utility 50/70 2022+ heat only boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/69/115368_115369_wm.jpg,,,,,,,Oil,Greenstar Utility,2 years,220 kg,A,N,,70 kW,795,,90.5,Floor Standing,7731600267,Heat Only Boiler,N,100/150mm room sealed flues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,P333621,Ideal Vogue Combi GEN2 C40 boiler only,Ideal,1399.0,"Lightweight and easy to install, the single piece Ideal Vogue GEN2 C35 boiler makes siting, servicing and maintenance simple. Day-to-day use and recognising issues is simple thanks to a backlit colour LCD display featuring advanced diagnostic information and user-friendly multi-button controls while getting in there and getting the job done is hassle-free with the latest in cool burner door technology for immediate access even when the Vogue's still hot. This 35kW boiler offers an ErP A rating, a must for modern homes, helping to make savings on fuel bills and reduce waste.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Ideal Vogue Combi GEN2 C40 boiler only,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ge/n2/Vogue_Gen2_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Vogue__Gen2_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Ideal_Vogue_Combi_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Vogue_Gen2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Ideal_Vogue_Warranty.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,P333553,Alpha E Tec 33NX combi boiler only,Alpha,900.0,"Offering ease of installation, the robust Alpha E-Tec Plus 33NX combi boiler incorporates a thermoplastic-moulded stainless steel heat exchanger for the ideal combination of lightweight convenience and efficient A-rated performance. This 33kW combi has a backlit touchscreen display for intuitive use by both installer and homeowner while also boasting a double casing design for quieter operation.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Alpha E Tec 33NX combi boiler only,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/30/196028_196030_wm.jpg,,,,,,14.1,Natural Gas,E-Tec,10 Years,33.4,A,N,XL,3.3 kW,275,,89.4,Wall Mounted,333553 PK,Combi,N,For wall mounting,Lightweight for ease of fitting,Thermoplastic moulded stainless steel main heat exchanger,Double casing design for quieter operation,Backlit display and control panel interface,Removable push-fit flue connection,Fully range output adjustable,Delta T variable speed operation pump,,A-rated efficiency,10 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,
335,P114054,Keston Heat 2 packaged NG boiler 45kW,Keston,2093.5,"Suitable for large domestic and light commercial use, the Keston Heat 2 45kW packaged NG boiler offers a twin flue solution for extra flexibility. Low NOx, this compact boiler is fitted with a low-energy modulating pump and offers compatibility with commercial control systems. The Heat 2 can be cascaded with up to five further units using a Keston frame and header kit.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Keston Heat 2 packaged NG boiler 45kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/50/114050_wm.jpg,,,,,,,,Heat 2,5 Years,,,N,,,360,N/A,,,355125,Heat Only Boiler,N,With built-in weather compensator,Minimum pressure 0.3 bar,Small installation footprint,Inbuilt low energy modulating pump,Minimum head 3M,5:1 turndown ratio,Low NOx Class 5,Commercial control system compatibility,,Can be installed in a cascade producing up to 330kW via 6 boilers,ECA listed,5 year warranty,,,,,,,,,,,,,,,,,,,,"Room Sealed, Twin Flue",50,27000,50,41-930-52,N/A
336,P101341,Intergas ECO RF 30 compact combi boiler,Intergas,1743.71,"Providing heating for small homes with up to three bedrooms, the Intergas ECO RF 30 Combi Compact boiler uses Intergas's tried and tested Combi Compact technology. With a compact design and easy to use features, this reliable 30kW combi boiler helps to maximise space in a kitchen or utility while making heating your home easy. The ECO RF 30 brings together a 2-in-1 heat exchanger, high efficiency pump and smart self-learning eco mode to maintain an ErP A rating, minimising your carbon footprint and fuel bill costs. Installation, maintenance and daily use is uncomplicated, providing both technician and customer with peace of mind.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Intergas ECO RF 30 compact combi boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/42/101340_101342_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Intergas_Combi_ECO_RF_Spare_Parts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Intergas_ECO_RF_Operating_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/101341_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/Intergas_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Intergas_Compact_HRE_&_RF_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Intergas_Combi_ECO_RF_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Intergas_Boilers_Terms_&_Conditions.pdf,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Intergas_ECO_RF_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/_1/Intergas_Combi_ECO_RF_Technical_1.pdf,,,,,,,,,
337,P116013,Vaillant ecoFIT pure System 612 system boiler,Vaillant,1540.85,"Built for performance, the Vaillant ecoFIT pure 612 system boiler is fitted with a powerful aluminium heat exchanger for reliability and improved efficiency, earning it an ErP A rating. Compact and lightweight, this 12kW boiler makes installation flexible, with the option to cupboard fit in a standard kitchen unit and the quietest possible operation for added convenience in the smallest of spaces. Compatible with a range of heating controls, the ecoFit pure can form part of a smart, app-controlled home.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Vaillant ecoFIT pure System 612 system boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/17/116013_116017_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_ecoFIT-Pure_Boiler_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Valliant_ecoFIT_pure_Combi_Blr_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vaillant_SstemecoFITpure_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Vaillant_System_ecoFIT_pure_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,P115371,Worcester Bosch Greenstar Danesmoor External 18/25 2022+ heat only boiler,Worcester Bosch,2341.96,"A regular oil boiler ideal for external fitting on properties of almost any size, the Worcester Bosch Greenstar Danesmoor External 18/25 2022+ heat only boiler has been designed based on customer feedback to deliver on user-friendly performance and ease of installation. Lightweight and flexible, this reliable ErP A-rated boiler is fitted with an easy to remove one-piece primary baffle and cross firing burner and offers effortless access to oil and hydraulic connections.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Worcester Bosch Greenstar Danesmoor External 18/25 2022+ heat only boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/72/115370_115372_wm.jpg,,,,,,,Oil,Greenstar Danesmoor External,2 years,114 kg,A,N,,25 kW,780,,90.9,Floor Standing,7731600249,Heat Only Boiler,N,Cross firing burner,Accepts a 30°C return temperature making the appliance perfect for modern heating designs,One piece baffle for quick and easy servicing,Lightweight aiding installation,Easy access oil and hydraulic connections,Compatible with solar thermal,80/125mm room sealed flues with lengths of up to 8m available,Plume management of up to 5m with conventional and flexi-flue kits also available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,P333694,Intergas HRE 36/40 combi boiler,Intergas,1167.0,"Keep costs and maintenance time low with the Intergas HRE 36/40 compact combi boiler. Built to fit into a home with ease while satisfying the high hot water and heating demands of a busy family, this compact 40kW combi features a self-learning eco mode, double high efficiency heat exchanger and, thanks to a reduced number of internal components, does what it can to minimise downtime and keep maintenance costs low. With an ErP A rating, the HRE also contributes to reduced emissions and lower fuel bills.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Intergas HRE 36/40 combi boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/36/102436_wm.jpg,,,,,,"15 L/min @ 40°C, 9 L/min @ 60°C",Natural Gas,HRE,7 Years,36 kg,A,N,A,36 kW,240,"333694, 333725",93,Wall Hung,333694 PK,Compact Combi Boiler,N,Easy to service,Less parts means less to maintain,No diverter valve or valve motor,No auto air vent,Double high efficiency heat exchanger,Self-learning eco-mode,Two fixing options,Extended warranty available when following Intergas installation specification and guidelines,,10 year warranty on heat exchanger,,,,,,,Black/Gloss,,A,,,,,,,,,,,,,,,,,,
340,P114683,WORCS GSTAR 8000 LIFE 30KW REG WHT LPG,Worcester Bosch,1577.0,"The Worcester Bosch Greenstar 8000 Life GR8300iW 30 R LPG condensing regular boiler is an ideal replacement for the award-winning Greenstar CDi Classic, providing the same high levels of reliability but with a contemporary new design that brings it in line with modern living. A whole host of features, including a digital control system and inbuilt diagnostics make operation and maintenance of this 30kW boiler easy while best ever A-rated efficiency and effectiveness is gained through a modulating fan, temperature sensors and direct burner ignition electrodes.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> WORCS GSTAR 8000 LIFE 30KW REG WHT LPG,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/83/114674_114683_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/WB_Greenstar8000LifeRglr_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Greenstar_8000_LifeStyle_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/114683_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/114683_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar8000Life_Regular_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,P112396,Worcester Bosch Greenstar Ri ERP+ 12Ri LPG regular ErP+ boiler,Worcester Bosch,1003.72,"An ideal selection for small and medium sized homes, including those with low water pressure, the Worcester Bosch Greenstar 12Ri ErP+ LPG regular boiler is compact and simple to install, even as a replacement for an existing unit. ErP A-rated, this compact and efficient frost-protected boiler is compatible with Greenskies solar panels as well as Greenstore cylinders for a full Worcester Bosch system with built-in cost savings and eco-credentials.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Worcester Bosch Greenstar Ri ERP+ 12Ri LPG regular ErP+ boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/06/112395_112406_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Gas_Consumer_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar_9-24Ri_Regular_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/112396_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/WB_Greenstar_Ri_ErP+_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,P125228,Ideal Heating Logic 228370 logic plus system 2 S24,Ideal Heating,1117.2,The Ideal Logic+2 System boiler is the next evolution of our award-winning Logic range.,Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Ideal Heating Logic 228370 logic plus system 2 S24,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/29/125226_125229_wm.jpg,,,,,,,Natural Gas,Logic,7 Years,31.1,A,N,A,24 kW,310,,89.7,Wall Mounted,228370,Boiler,N,For wall mounting<multisep/>Compact size for cupboard fit<multisep/>UK built<multisep/>With concealed connections under boiler<multisep/>Fully compatible with easy-fit Halo controls<multisep/>Operated via large high resolution colour screen<multisep/>A-rated for efficiency<multisep/>7 year warranty,,,,,,,,,,,,,,,31.1,,,,,,,,,,,,,,,,,,,,,
343,P120225,Ideal Vogue Gen2 S18 system boiler,Ideal,1122.77,"The room-sealed Ideal Vogue Gen 2 S18 System condensing boiler is a compact, wall-mounted unit built with a range of high quality components for reliability and longevity. Easy to operate, this 18kW output boiler has a large backlit LCD for at-a-glance information and simple buttons for intuitive programming. The Vogue Gen 2 is Energy Saving Trust endorsed and has an ErP A rating for efficiency, helping users to achieve lower bills and improve their emissions.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Ideal Vogue Gen2 S18 system boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/27/120224_120227_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Vogue_Gen2_System_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/120225_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ideal_Consumer_Boiler_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Vogue_Gen2_System_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Ideal_Vogue_Gen2_System_Warranty.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,P125223,Ideal Heating Logic 228329 logic plus combi 2 C24,Ideal Heating,964.79,The Ideal Logic+2 Combi boiler is the next evolution of our award-winning Logic range.,Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Ideal Heating Logic 228329 logic plus combi 2 C24,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/25/125223_125225_wm.jpg,,,,,,,Natural Gas,Logic,7 Years,32.9,A,N,A,24 kW,310,No,89.6,Wall Mounted,228329,Combi Boiler,N,For wall mounting<multisep/>Compact size for cupboard fit<multisep/>UK built<multisep/>With concealed connections under boiler<multisep/>Fully compatible with easy-fit Halo controls<multisep/>Operated via large high resolution colour screen<multisep/>A-rated for efficiency<multisep/>7 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,P127260,Vaillant ecoTEC plus 415 open vent heat only boiler,Vaillant,1461.04,"The Vaillant ecoTEC plus 415 high efficiency boiler is an ideal choice for those homes where low water pressure problems demand an open vent system with hot water storage. Compact and lighter in weight than your average boiler, this 15kW output unit is hassle-free to fit, even inside a kitchen cupboard, and features a range of premium components to reduce the need for ongoing maintenance. Compatible with a wide range of add-ons, including solar panels and smart controls, the ErP A-rated ecoTEC plus can help homeowners to create a more eco-friendly home.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Vaillant ecoTEC plus 415 open vent heat only boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/63/127259_127263_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Vaillant_ecoTEC_plus_VU_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_ecoTEC_Boiler_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Vaillant_OpenVent-ecoTECplus_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Vaillant_Open_Vent-ecoTEC_plus_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,P116018,Vaillant ecoFIT pure 412 heat only open vent boiler,Vaillant,1336.65,"The compact Vaillant ecoFIT pure 412 heat only boiler is designed for smaller spaces, allowing for easy cupboard fitting in an open vent system. Connected to a storage cylinder this ErP A-rated, 12kW output unit can supply reliable domestic hot water to multiple outlets at once, making it a great choice for those homes where low water pressure is an issue. Compatible with a range of controls, including the vSMART app, and suitable for use in an eco-friendly solar-driven system, the ecoFIT pure can help you to create a greener home.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Vaillant ecoFIT pure 412 heat only open vent boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/23/116018_116023_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_ecoFIT-Pure_Boiler_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Vaillant_OpenVent-ecoFITpure_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vaillant_ecoFITpr_412435_Instruction.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,P102442,Intergas HRE SB 30 ErP compact system boiler,Intergas,1445.36,"The wall-mounted Intergas Compact HRE 20 SB gas-fired boiler is designed to effectively transfer heat to a central heating system's water circuit for reliable home warmth at an ErP A rating. Suitable for use with a storage cylinder, this modulating boiler can also supply reliable hot water and, with next to no standby losses, no air pressure switch and hassle-free installation and maintenance, it is a cost effective addition to the family home.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Intergas HRE SB 30 ErP compact system boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/43/102440_102443_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Intergas_HRE-SB_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e-/ov/Intergas_Flyer_Compact-HRE-OV.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Intergas_HRE-SB_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Intergas_Compact_HRE_&_RF_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Intergas_HRE-SB_Product_Sheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Intergas_Boilers_Terms_&_Conditions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/102442_ErP.pdf,,,,,,,,,,,,,,,,,,,,,,
