,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Fuel Type,Pack Quantity,Range,Warranty,Weight,Energy Rating,Hazardous,Water Heating Energy Efficiency Class,Output,Depth (mm),Boiler Bundles,Efficiency (SAP 2009),Mounting Type,Supplier Product Code,Type,WEEE Compliant,Feature 1,Colour,Max High Level Flue Length (metres),Seasonal Space Heating Energy Efficiency %,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Attachment 6,Seasonal Space Heating Energy Efficiency Class,Attachment 7,Flue Type,Flue Diameter,Flue Length,Flue Size,Part Gas Council number,By Model Number,Dry Weight (kg)
104,P112396,Worcester Bosch Greenstar Ri ERP+ 12Ri LPG regular ErP+ boiler,Worcester Bosch,1003.72,"An ideal selection for small and medium sized homes, including those with low water pressure, the Worcester Bosch Greenstar 12Ri ErP+ LPG regular boiler is compact and simple to install, even as a replacement for an existing unit. ErP A-rated, this compact and efficient frost-protected boiler is compatible with Greenskies solar panels as well as Greenstore cylinders for a full Worcester Bosch system with built-in cost savings and eco-credentials.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> Worcester Bosch Greenstar Ri ERP+ 12Ri LPG regular ErP+ boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/06/112395_112406_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Gas_Consumer_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar_9-24Ri_Regular_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/112396_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/WB_Greenstar_Ri_ErP+_Instructions.pdf,,,,,,,,,,,,,,,,,
105,P147054,Viessmann Vitodens 100-W B1GA-16 heat only boiler (1),Viessmann,1268.63,"Hydrogen-ready (H2, 20% blend), the Viessmann Vitodens 100-W B1GA-16 heat only boiler is suitable for installation on existing open vented or sealed systems. Reliable and high performing, this ErP A-rated heat only boiler is fitted with the patented Viessmann Matrix Plus Burner and a stainless steel Inox-Radial heat exchanger. Lightweight and compact, the Vitodens 100-W is easy to install in almost any location.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> Viessmann Vitodens 100-W B1GA-16 heat only boiler (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/3_/57/147053_57_wm.jpg,Natural Gas,1,Vitodens 100-W,5 Year,23 kg,A,N,,16 kW,285,,92,Wall,7959995,Heat Only Boiler,N,Gas condensing heat only boiler for open vent and sealed systems,,,,"Lambda Pro for exceptional performance, high efficiency and low emissions",Hydrogen ready (H2 20% blend),Compact design for cupboard installation,Ideal for bungalow application with its low static water head requirement,"Low weight, easy to handle",Particularly attractive price/performance ratio,Durable and efficient due to Inox-Radial stainless steel heat exchanger,MatriX-Plus burner,Easy operation via control unit with LED display and touch buttons,Internet capability with WiFi ready for ViCare app,Ideal for installation in living areas thanks to its low operating noise and compact dimensions,LPG configurable through control settings,,,,,,,,,,,,,,,,,,,,,
106,P150982,Baxi Assure 13 Heat 1 NG heat boiler 13kW,Baxi,818.53,"As a result of comprehensive customer insight, from 1 October 2020 we are re-branding the Potterton Assure range of boilers to Baxi Assure. The Baxi Assure range of boilers will include all outputs and types of boilers currently in the Potterton Assure range with the addition of the Baxi Assure Combi 36kW LPG - for installations in off mains gas areas.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> Baxi Assure 13 Heat 1 NG heat boiler 13kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/2-/86/150982-86_wm.jpg,Natural Gas,,Assure 13 Heat,2 Year Parts & Labour,19.5Kg,A,N,A,13 kW,270,,93,Mounting plate,7749446,Boiler,N,Boilers designed for use with pipes that can be run behind the boiler,,,,2 year parts and labour warranty,A rated,"Industry leading choice of flue lengths, bends and accessories",Compatible with a range of Baxi accessories that can improve SAP benefits for developers and compliant with Boiler Plus requirements for social housing refurbishments.,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,
107,P127260,Vaillant ecoTEC plus 415 open vent heat only boiler,Vaillant,1461.04,"The Vaillant ecoTEC plus 415 high efficiency boiler is an ideal choice for those homes where low water pressure problems demand an open vent system with hot water storage. Compact and lighter in weight than your average boiler, this 15kW output unit is hassle-free to fit, even inside a kitchen cupboard, and features a range of premium components to reduce the need for ongoing maintenance. Compatible with a wide range of add-ons, including solar panels and smart controls, the ErP A-rated ecoTEC plus can help homeowners to create a more eco-friendly home.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> Vaillant ecoTEC plus 415 open vent heat only boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/63/127259_127263_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Vaillant_ecoTEC_plus_VU_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_ecoTEC_Boiler_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Vaillant_OpenVent-ecoTECplus_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Vaillant_Open_Vent-ecoTEC_plus_Tech.pdf,,,,,,,,,,,,,,,,,
108,P127263,Vaillant ecoTEC plus 430 open vent heat only boiler,Vaillant,1808.04,"The Vaillant ecoTEC plus 430 high efficiency boiler is an ideal choice for those homes where low water pressure problems demand an open vent system with hot water storage. Compact and lighter in weight than your average boiler, this 30kW output unit is hassle-free to fit, even inside a kitchen cupboard, and features a range of premium components to reduce the need for ongoing maintenance. Compatible with a wide range of add-ons, including solar panels and smart controls, the ErP A-rated ecoTEC plus can help homeowners to create a more eco-friendly home.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> Vaillant ecoTEC plus 430 open vent heat only boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/63/127259_127263_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Vaillant_ecoTEC_plus_VU_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_ecoTEC_Boiler_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Vaillant_OpenVent-ecoTECplus_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Vaillant_Open_Vent-ecoTEC_plus_Tech.pdf,,,,,,,,,,,,,,,,,
109,P109204,Baxi 600 Heat 613 heat only boiler,Baxi,914.27,"The Baxi 613 Heat heat only boiler is a breeze to install, with a compact size that allows it to slide right into a kitchen or utility room cupboard, top and rear flueing options and an easy-fit wall mounting bracket. Suitable for fully pumped open vent or sealed systems, this ErP A-rated boiler offers a 13kW output and quiet operation wherever it's sited. With no pump overrun required and front and side access to internal components, the 613 Heat promises easy, fast servicing and maintenance.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> Baxi 600 Heat 613 heat only boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/08/109204_109208_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Baxi_600_Heat_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Baxi_600_Heat_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Baxi_600_Heat_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Baxi_600_Heat_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Baxi_Boilers_Brochure.pdf,,,,,,,,,,,,,,,,
110,P333865,Intergas HRE SB 18 system boiler,Intergas,846.0,"The wall-mounted Intergas Compact HRE 18 SB closed gas-fired boiler is designed to effectively transfer heat to a central heating system's water circuit for reliable home warmth at an ErP A rating. Suitable for use with a storage cylinder, this modulating boiler can also supply reliable hot water and, with next to no standby losses, no air pressure switch and hassle-free installation and maintenance, it is a cost effective addition to the family home.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> Intergas HRE SB 18 system boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/e_/sb/Intergas_HRE_SB_wm.jpg,Natural Gas,,HRE SB,7 Years,30Kg,A,N,,18 kW,240,333865,93,Wall Hung,333865 PK,Compact System Boiler,N,Fitted with a modulating control to adjust power in line with heat requirements,White/Gloss,,A,No air pressure switch,Easy to service and maintain,Almost no standby losses,7 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
111,P147056,Viessmann Vitodens 100-W B1GA-25 heat only boiler (1),Viessmann,1374.7,"Hydrogen-ready (H2, 20% blend), the Viessmann Vitodens 100-W B1GA-25 heat only boiler is suitable for installation on existing open vented or sealed systems. Reliable and high performing, this ErP A-rated heat only boiler is fitted with the patented Viessmann Matrix Plus Burner and a stainless steel Inox-Radial heat exchanger. Lightweight and compact, the Vitodens 100-W is easy to install in almost any location.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> Viessmann Vitodens 100-W B1GA-25 heat only boiler (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/3_/57/147053_57_wm.jpg,Natural Gas,1,Vitodens 100-W,5 Year,23 kg,A,N,,25 kW,285,,92,Wall,7959997,Heat Only Boiler,N,Gas condensing heat only boiler for open vent and sealed systems,,,,"Lambda Pro for exceptional performance, high efficiency and low emissions",Hydrogen ready (H2 20% blend),Compact design for cupboard installation,Ideal for bungalow application with its low static water head requirement,"Low weight, easy to handle",Particularly attractive price/performance ratio,Durable and efficient due to Inox-Radial stainless steel heat exchanger,MatriX-Plus burner,Easy operation via control unit with LED display and touch buttons,Internet capability with WiFi ready for ViCare app,Ideal for installation in living areas thanks to its low operating noise and compact dimensions,LPG configurable through control settings,,,,,,,,,,,,,,,,,,,,,
112,P109207,Baxi 600 Heat 625 heat only boiler,Baxi,1077.1,"The Baxi 625 Heat heat only boiler has a reduced footprint for hassle-free installation in a kitchen or utility room cupboard, plus top and rear flueing options and an easy-fit wall mounting bracket. It can be used in fully pumped open vent or sealed systems and offers a 25kW output alongside super quiet operation and an ErP A rating. No pump overrun is required and internal components are easily accessed through the front and side of the unit making the Heat more economical and easier to maintain.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> Baxi 600 Heat 625 heat only boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/08/109204_109208_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Baxi_600_Heat_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Baxi_600_Heat_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Baxi_600_Heat_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Baxi_600_Heat_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Baxi_Boilers_Brochure.pdf,,,,,,,,,,,,,,,,
113,P114682,WORCS GSTAR 8000 LIFE 35KW REG WHT LPG,Worcester Bosch,1864.0,"The Worcester Bosch Greenstar 8000 Life GR8300iW 35 R LPG condensing regular boiler is an ideal replacement for the award-winning Greenstar CDi Classic, providing the same high levels of reliability but with a contemporary new design that brings it in line with modern living. A whole host of features, including a digital control system and inbuilt diagnostics make operation and maintenance of this 35kW boiler easy while best ever A-rated efficiency and effectiveness is gained through a modulating fan, temperature sensors and direct burner ignition electrodes.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> WORCS GSTAR 8000 LIFE 35KW REG WHT LPG,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/83/114674_114683_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/WB_Greenstar8000LifeRglr_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Greenstar_8000_LifeStyle_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/114682_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar8000Life_Regular_Install.pdf,,,,,,,,,,,,,,,,,
114,P125243,Ideal Heating Logic 228401 logic max heat 2 H15,Ideal Heating,996.76,"Part of the award-winning Logic range, the Ideal Logic Heat2 H15 boiler has been designed for complete compatibility with Halo smart thermostats, making running your home heating simple, even when you're on the go. Easy to install into most kitchen or utility room cupboards, this neatly designed 15kW heat only boiler is commissioned and operated vis a high resolution colour screen. A-rated for its high levels of efficiency, the Logic Heat2 is the perfect choice for homes where running costs and carbon footprints are of real concern.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> Ideal Heating Logic 228401 logic max heat 2 H15,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/46/125242_125246_wm.jpg,Natural Gas,,Logic,10 Years,25.1 kg,A,N,A,15 kW,310,No,89.4,Wall Mounted,228401,Boiler,N,"For wall mounted installation<multisep/>Compact fit for in-cupboard installation<multisep/>Built in the UK<multisep/>Operated using large, high res colour screen<multisep/>Compatible with Halo smart programmable thermostat range<multisep/>High quality brass system filter protects system<multisep/>ErP A rated for efficiency<multisep/>10 year parts and labour warranty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,P123322,Ideal Mexico HE HE24 high efficiency floor standing natural gas boiler excluding flue,Ideal,2148.11,"The compact, floor-standing Ideal Mexico HE24 condensing boiler is designed for room-sealed operation. Offering high levels of energy efficiency, this Energy Saving Trust endorsed 24kW output unit has an ErP A rating, meaning less waste and lower energy bills. With its clear status display, the Mexico makes control and fault diagnostics simple while the option to add a remote user kit provides homeowners with an additional level of control.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> Ideal Mexico HE HE24 high efficiency floor standing natural gas boiler excluding flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/24/123320_123324_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/123322_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Mexico_HE_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ideal_Domestic_Gas_Boilers_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Ideal_Mexico_HE_Warranty.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Mexico_HE_Installation.pdf,,,,,,,,,,,,,,,,
116,P150984,Baxi Assure 19 Heat 1 NG heat boiler 19kW,Baxi,949.53,"As a result of comprehensive customer insight, from 1 October 2020 we are re-branding the Potterton Assure range of boilers to Baxi Assure. The Baxi Assure range of boilers will include all outputs and types of boilers currently in the Potterton Assure range with the addition of the Baxi Assure Combi 36kW LPG - for installations in off mains gas areas.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> Baxi Assure 19 Heat 1 NG heat boiler 19kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/2-/86/150982-86_wm.jpg,Natural Gas,,Assure 19 Heat,2 Year Parts & Labour,19.5Kg,A,N,A,19 kW,270,,93,Mounting plate,7749448,Boiler,N,Boilers designed for use with pipes that can be run behind the boiler,,,,2 year parts and labour warranty,A rated,"Industry leading choice of flue lengths, bends and accessories",Compatible with a range of Baxi accessories that can improve SAP benefits for developers and compliant with Boiler Plus requirements for social housing refurbishments.,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,
117,P127262,Vaillant ecoTEC plus 424 open vent heat only boiler,Vaillant,1719.96,"The Vaillant ecoTEC plus 424 high efficiency boiler is an ideal choice for those homes where low water pressure problems demand an open vent system with hot water storage. Compact and lighter in weight than your average boiler, this 24kW output unit is hassle-free to fit, even inside a kitchen cupboard, and features a range of premium components to reduce the need for ongoing maintenance. Compatible with a wide range of add-ons, including solar panels and smart controls, the ErP A-rated ecoTEC plus can help homeowners to create a more eco-friendly home.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> Vaillant ecoTEC plus 424 open vent heat only boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/63/127259_127263_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/127262_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Vaillant_ecoTEC_plus_VU_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_ecoTEC_Boiler_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Vaillant_OpenVent-ecoTECplus_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Vaillant_Open_Vent-ecoTEC_plus_Tech.pdf,,,,,,,,,,,,,,,,
118,P115368,Worcester Bosch Greenstar Utility 32/50 2022+ heat only boiler,Worcester Bosch,2803.27,"Ideal for large homes and light commercial premises, the Worcester Bosch Greenstar Danesmoor Utility 32/50 2022+ heat only boiler has a compact footprint yet provides an impressive heat output. ErP A-rated, this smartly designed and efficient boiler includes a concealed control panel for a neater look wherever it's installed.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> Worcester Bosch Greenstar Utility 32/50 2022+ heat only boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/69/115368_115369_wm.jpg,Oil,,Greenstar Utility,2 years,215 kg,A,N,,50 kW,795,,90.7,Floor Standing,7731600266,Heat Only Boiler,N,100/150mm room sealed flues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,P112397,Worcester Bosch Greenstar Ri ERP+ 15Ri LPG regular LPG ErP+ boiler,Worcester Bosch,1046.07,"An ideal selection for small and medium sized homes, including those with low water pressure, the Worcester Bosch Greenstar 15Ri ErP+ LPG regular boiler is compact and simple to install, even as a replacement for an existing unit. ErP A-rated, this compact and efficient frost-protected boiler is compatible with Greenskies solar panels as well as Greenstore cylinders for a full Worcester Bosch system with built-in cost savings and eco-credentials.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> Worcester Bosch Greenstar Ri ERP+ 15Ri LPG regular LPG ErP+ boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/06/112395_112406_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Gas_Consumer_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/112397_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar_9-24Ri_Regular_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/WB_Greenstar_Ri_ErP+_Instructions.pdf,,,,,,,,,,,,,,,,,
120,P115367,Worcester Bosch Greenstar Danesmoor Utility 25/32 2022+ heat only boiler,Worcester Bosch,2399.97,"A regular oil boiler ideal for the utility room in homes of almost any size, the Worcester Bosch Greenstar Danesmoor External 25/32 2022+ heat only boiler has been designed based on customer feedback to deliver on user-friendly performance and ease of installation. Lightweight and flexible, this reliable ErP A-rated boiler is fitted with an easy to remove one-piece primary baffle and cross firing burner and offers effortless access to oil and hydraulic connections.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> Worcester Bosch Greenstar Danesmoor Utility 25/32 2022+ heat only boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/67/115365_115367_wm.jpg,Oil,,Greenstar Danesmoor Utility,2 years,11.5 kg,A,N,,32 kW,600,,90.5,Floor Standing,7731600247,Heat Only Boiler,N,Cross firing burner,,,,Accepts a 30°C return temperature making the appliance perfect for modern heating designs,One piece baffle for quick and easy servicing,Lightweight aiding installation,Easy access oil and hydraulic connections,Compatible with solar thermal,80/125mm room sealed flues with lengths of up to 8m available,Plume management of up to 5m with conventional and flexi-flue kits also available,,,,,,,,,,,,,,,,,,,,,,,,,,
121,P100365,Worcester Bosch Greenstar CDi FS Regular 42CDi ErP floor standing natural gas boiler,Worcester Bosch,2456.59,"An ideal replacement for older floor-standing boilers, the Worcester Bosch Greenstar 42CDi FS regular boiler is compact and straightforward to fit for minimal disruption during installation. Suitable for larger sized homes with more than one bathroom, the ErP A-rated Greenstar CDi contributes to reduced energy bills and is compatible with Greenskies solar panels for further eco-efficiency. With inbuilt frost protection, this appliance can be sited in the loft or garage, giving you greater flexibility of siting.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> Worcester Bosch Greenstar CDi FS Regular 42CDi ErP floor standing natural gas boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/65/100365_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Gas_Consumer_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar_FS_CDi_Regular_Install.pdf,,,,,,,,,,,,,,,,,,,
