,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Range,Hazardous,Pack Size,Pack Type,Dimensions (L x W x D),Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Pack Quantity,Attachment 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Colour,Feature 16,Weight
48,P689019,Advanced Engineering DrainKleen condensate drain unblocker 5ltr,Advanced Engineering,99.99,"Advanced Engineering DrainKleen condensate drain unblocker removes limescale, rust deposits and sludge from refrigeration drains and traps, fast. With a specific gravity heavier than that of water, DrainKleen quickly finds its way to the source of a blockage, even where a U-trap is located between the blockage and access point.",Trade Essentials/Van and Site Essentials/Cleaning Supplies/Cleaning Supplies.csv -> Advanced Engineering DrainKleen condensate drain unblocker 5ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/19/NW-689019_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AE_DrainKleen_&_One_Shot_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/AE_DrainKleen_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/689019_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,,,,,,,,
49,P689024,Advanced Engineering RTU ECD (ready-mixed) evaporator cleaner and disinfectant 1ltr,Advanced Engineering,22.52,"With a highly effective cleaning action, Advanced Engineering RTU ECD evaporator cleaner and disinfectant improves the efficiency of a system, while ensuring complete hygiene. RTU ECD's improved formulation includes QX-60, a high-strength disinfectant formujlated to kill 99.9% of germs in under a minute.",Trade Essentials/Van and Site Essentials/Cleaning Supplies/Cleaning Supplies.csv -> Advanced Engineering RTU ECD (ready-mixed) evaporator cleaner and disinfectant 1ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/24/NW-689024_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/at/es/AE_CondenCide_Certificates.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AE_RTU_ECD_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AE_RTU_ECD_EC_LT_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/AE_RTU_ECD_SDS.pdf,,,,,,,,,,,,,
50,P689012,Advanced Engineering CondenCide cleaner 5ltr,Advanced Engineering,71.41,"This Advanced Engineering CondenCide alkaline evaporator cleaner and disinfectant in a 5L size works effectively on air conditioning coils to kill bacteria, fungi and other microbes, targeting the source of nasty odours, allergic reactions and even diseases, including Covid-19. A heavy duty coil cleaner CondenCide contains a powerful disinfectant to kill virtually all bacteria in less than a minute, thoroughly cleaning and disinfecting aluminium coils and condensate trays in air conditioning systems and shifting even the worst evaporator dirt and grime.",Trade Essentials/Van and Site Essentials/Cleaning Supplies/Cleaning Supplies.csv -> Advanced Engineering CondenCide cleaner 5ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/12/NW-689012_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/689012_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/at/es/AE_CondenCide_Certificates.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/AE_CondenCide_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/AE_CondenCideEasyCareEasyFresh_Tech.pdf,,,,,,,,,,,,,
51,PN51942,Toolbank Antifreeze D/ISGDI720 silverhook de-icer trigger spray 750ml,Toolbank,3.38,"Supplied in a handy trigger spray bottle, this Toolbank Silverhook de-icer acts fast to remove ice and frost in conditions right down to -30°C.",Trade Essentials/Van and Site Essentials/Cleaning Supplies/Cleaning Supplies.csv -> Toolbank Antifreeze D/ISGDI720 silverhook de-icer trigger spray 750ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/42/N51942_wm.jpg,Antifreeze,N,each,easy-to-use trigger spray bottle,109 x 279 x 64 (mm),D/ISGDI720,N/A,N,750ml bottle,Fast-acting formula,Effective down to -30°C,Helps prevent re-freezing,In easy to use trigger spray bottle,,,,,,,,,,,,,,,,,,,
52,P514143,Wiseman Evershower descaler 1ltr,Wiseman,16.49,"Meeting a variety of cleaning requirements, Wiseman Evershower spray limescale remover doesn't just remove grime and the everyday low-level build-up of bacteria, it also deals with more harmful bacteria strains, including Legionella, which can breed in the stagnant water that sometimes sits in shower heads. A multi-purpose product, this spray minimises the need to store and use multiple bottles.",Trade Essentials/Van and Site Essentials/Cleaning Supplies/Cleaning Supplies.csv -> Wiseman Evershower descaler 1ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/43/514143_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wiseman_Evershower_MSDS.pdf,,,,,,,,,,,,,,,,,,
53,P514527,Big Wipes multi surface wipes bio 4x4 (Pack of 80),Big Wipes,14.07,"Tough on grime yet kind to skin, these Big Wipes Green Top 4x4 multi-surface cleaner wipes are made from plant-derived viscose engineered to be soft and highly absorbent, clinging to grime and staying wet for longer than your average wipe. While power cleansers remove everything from paint to adhesives and oils, these wipes also contain skin conditioners to leave hands soft and comfortable after use.",Trade Essentials/Van and Site Essentials/Cleaning Supplies/Cleaning Supplies.csv -> Big Wipes multi surface wipes bio 4x4 (Pack of 80),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/27/514527_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Big-Wipes_Multi-Purpose_SDS.pdf,,,,,,,,,,,,,,,,,,
54,P651272,Center CB multi-purpose maintenance spray 400ml,Center CB,4.19,"Reducing friction, preventing corrosion and stopping squeaks, this Center CB multi-purpose maintenance spray penetrates and lubricates metal components. This versatile lubricant can also displace moisture, clean metals and help to free rusted components.",Trade Essentials/Van and Site Essentials/Cleaning Supplies/Cleaning Supplies.csv -> Center CB multi-purpose maintenance spray 400ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/72/NW-651272_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Drainage_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/CenterCB_651272_MSDS.pdf,,,,,,,,,,,,,,,,,
55,PN80424,Kimberly Clark wiper roll 500 sheets Blue,Kimberly Clark,30.51,"Kimberly Clark WypAll L20 cleaning and maintenance jumbo roll paper is ultra-absorbent and ultra-strong to reliably tackle those everyday cleaning and maintenance tasks. Featuring the brand's own Airflex technology, classic blue WypAll sheets deliver the tough performance you need for frustration-free clean ups.",Trade Essentials/Van and Site Essentials/Cleaning Supplies/Cleaning Supplies.csv -> Kimberly Clark wiper roll 500 sheets Blue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/24/N80424_wm.jpg,,N,500 sheets,Roll,,582096000,Jumbo Roll Wiping Paper,N,Contains 500 sheets,Jumbo roll format,Blue colour,For cleaning and maintenance tasks,Airflex technology delivers exceptional strength and absorbency,,,,,,,Single-use sheets,,,,,,,,,,,,1.25444
56,P614161,EDS Trade Hygiene barrier cream 500ml,EDS,15.89,"Use this EDS Trade Hygiene barrier cream to protect and nourish hardworking hands. Fragrance-free, this comfortable cream helps to protect skin from harmful substances while also reducing abrasion and moisturising dry skin.",Trade Essentials/Van and Site Essentials/Cleaning Supplies/Cleaning Supplies.csv -> EDS Trade Hygiene barrier cream 500ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/61/614161_wm.jpg,Trade Hygiene,N,500ml,500ml bottle with pump,180 x 60 x 100 mm,HYH344,Barrier Cream,N,500ml supply,Fragrance-free,Reduces abrasion,Nourishing to skin,Supplied in pump bottle,,,,,,,,,,,,,,,,,,,
57,P852931,Numatic HepaFlo dust bags,Numatic,16.47,"Made of cloth, these Numatic HepaFlo vacuum dust bags improve the performance of your vacuum cleaner by adding a further three layers of filtration. Ensuring that secondary filters stay clean, these bags can also make emptying your machine cleaner and simpler, eliminating the issue of dust clouds, which are often experienced when emptying bagless machines.",Trade Essentials/Van and Site Essentials/Cleaning Supplies/Cleaning Supplies.csv -> Numatic HepaFlo dust bags,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/31/NW-852931_wm.jpg,Hepaflo,N,10,,,604016,Dust Bag,N,Pack of 10,Improves performance of vacuum,Adds 3x layers of filtration,"Easy, clean emptying with no dust cloud",,,,,,,,,,,,,,,,,,,,
58,P614168,EDS Trade Hygiene citrus heavy duty hand cleanser 500ml,EDS,8.67,"A must-have for those working in heavy duty industrial environments, this EDS Trade Hygiene heavy duty hand cleanser works hard to remove general dirt and grime, as well as oil and grease, after a hard day on the job.",Trade Essentials/Van and Site Essentials/Cleaning Supplies/Cleaning Supplies.csv -> EDS Trade Hygiene citrus heavy duty hand cleanser 500ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/68/614168_wm.jpg,Trade Hygiene,N,500ml,500ml bottle with pump,181 x 60 x 100 mm,HYH346,Hand Cleaner,N,500ml supply,Supplied in pump bottle,Removes oil and grease,Bead-free,Clean citrus fragrance,,,,,,,,,,,,,,,,,,,
59,P694271,Advanced Engineering AdvancedGel ice machine cleaner 490ml8ltr,Advanced Engineering,42.86,"Advanced Engineering AdvancedGel IMC ice machine cleaner is nickel and aluminium-safe, making it suitable for all ice machines. Compact, lightweight and easy to carry, this cleaner is an essential for any maintenance kit.",Trade Essentials/Van and Site Essentials/Cleaning Supplies/Cleaning Supplies.csv -> Advanced Engineering AdvancedGel ice machine cleaner 490ml8ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/71/NW-694271_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/AE_NSF_Letter_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AE_AdvancedGel_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/694271_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/AE_AdvancedGel_IMC_SDS.pdf,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,,,,,,
60,P614167,EDS Trade Hygiene citrus pumice hand cleanser 500ml,EDS,9.3,"A must-have for those working in heavy duty industrial environments, this EDS Trade Hygiene heavy duty hand cleanser uses the natural scrubbing action of pumice to gently but effectively remove general dirt and grime, as well as oil and grease, after a hard day on the job.",Trade Essentials/Van and Site Essentials/Cleaning Supplies/Cleaning Supplies.csv -> EDS Trade Hygiene citrus pumice hand cleanser 500ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/67/614167_wm.jpg,Trade Hygiene,N,500ml,500ml bottle with pump,182 x 60 x 100 mm,HYH345,Hand Cleaner,N,500ml supply,Supplied in pump bottle,Removes oil and grease,With natural pumice beads,Clean citrus fragrance,,,,,,,,,,,,,,,,,,,
61,PP26738,Durapipe HTA cleaner 1litre,Durapipe,27.21,A 1L tin of Durapipe HTA primer.,Trade Essentials/Van and Site Essentials/Cleaning Supplies/Cleaning Supplies.csv -> Durapipe HTA cleaner 1litre,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/38/NW-P26738_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Durapipe_HTA_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Durapipe_GirpiCleaner_SDS.pdf,,,,,,,,,,,,,,,,,
62,PT80001,Arctic Hayes bag of coloured rags 10kg,Arctic Hayes,33.3,"Ideal for heavy duty or industrial cleaning, this Arctic Hayes JB121 10 kg mixed colour rag bag contains a range of durable and re-usable rags made of rich cotton.",Trade Essentials/Van and Site Essentials/Cleaning Supplies/Cleaning Supplies.csv -> Arctic Hayes bag of coloured rags 10kg,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/01/NW-T80001_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Arctic_Hayes_Product_Catalogue_2016.pdf,,,,,,,,,,,,,,,,,,
63,P855669,Numatic Henry vacuum cleaner,Numatic,208.9,"Suitable for use on carpets, hard floors, cars and stairs, this Henry HVR240 vacuum cleaner with toolkit has a bumper to protect your walls and doors and on-board tool storage to keep your most used nozzles and brushes to hand. Easy to empty, this 7.2L vacuum minimises dust and mess for a faster clean-up job.",Trade Essentials/Van and Site Essentials/Cleaning Supplies/Cleaning Supplies.csv -> Numatic Henry vacuum cleaner,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/69/NW-855669_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Numatic_Product_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,
64,P515080,Big Wipes multisurface pro biodegradable bucket 240,Big Wipes,38.96,"Highly absorbent and kind to your skin, Big Wipes Multi-Surface Pro+ wipes are capable of cleaning up the most challenging of messes, effectively tackling grease, silicone and oil on tools, surfaces and even your hands. Made of a soft cotton-like renewable plant fibre fabric, these powerful wipes offer close cleaning using a sulphate and paraben-free biodegradable formula. Dermatologically tested, Pro+ wipes contain nourishing skin conditioners to protect and care for the hardest working hands.",Trade Essentials/Van and Site Essentials/Cleaning Supplies/Cleaning Supplies.csv -> Big Wipes multisurface pro biodegradable bucket 240,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/_1/515080_1_wm.jpg,,N,Bucket,,,2447 0000,Cleaning Wipes,N,Bucket of 240 wipes,Super absorbent ‘cotton-like’ fabric,"Removes industrial and maintenance grime from hands, tools and surfaces","Cleans up paint, adhesive, PU foam, silicone, gap fill, oil, grease and dirt",Wipes are 100% biodegradable and plastic-free,,,,,,,100% biodegradable cleaning formula,Dermatologically tested formula,Imbued with skin conditioners to protect hands,"Free from artificial preservatives, parabens and sulphates",Anti-bacterial action,,,,,,,,
65,P415163,Kitchenmaster limescale remover phosphoric 5ltr (Pack of 4),Kitchenmaster,118.21,"This Kitchenmaster 403 phosphoric acid-based descaler removes limescale and protein and stone deposits in dishwashers, water coolers, coffee machines and air conditioning filters. The descaler contains an effective blend of phosphoric acid, low foam non-ionic surfactants, corrosion inhibitors and water soluble dyes.",Trade Essentials/Van and Site Essentials/Cleaning Supplies/Cleaning Supplies.csv -> Kitchenmaster limescale remover phosphoric 5ltr (Pack of 4),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/63/NW-415163_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Kitchenmaster_403_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Kitchenmaster_403_Technical.pdf,,,,,,,,,,,,,,,,,
66,P655281,Arctic Hayes flue brushed domestic set of 7,Arctic Hayes,16.18,"A flexible set for complete flue cleaning, this Arctic Hayes seven-piece domestic flue brush and rod cleaning set incorporates two handles measuring 125mm and 305mm, a 305mm extension rod for hard-to-reach spots and a range of brush heads. Nylon-constructed, these heads include a 15 x 50 x 95mm elliptical design and two round heads measuring 50mm dia x 65mm and 50mm dia x 130mm.",Trade Essentials/Van and Site Essentials/Cleaning Supplies/Cleaning Supplies.csv -> Arctic Hayes flue brushed domestic set of 7,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/81/655281_wm.jpg,,N,,,433 x 158 x 56 mm,A664107,Cleaning Brushes and abrasives,N,Seven-piece set,With 2x handles,Includes 305mm extension rod,Includes variety of brush heads,Brush heads have nylon bristles,,,,,,,,,,,,,,,,,,,
67,PN52843,Stadium flexi tub large 40ltr Yellow,Stadium,6.58,"Highly resistant, this Stadium 40L yellow flexi tub ideal for removing builder's rubble and garden waste.",Trade Essentials/Van and Site Essentials/Cleaning Supplies/Cleaning Supplies.csv -> Stadium flexi tub large 40ltr Yellow,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/43/NW-N52843_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Flambeau_Stadium_Product_Guide_2018.pdf,,,,,,,,,,,,,,,,,,
68,P694270,Advanced Engineering AdvancedGel drain unblocker 490ml/8ltrs,Advanced Engineering,44.32,"A heavy duty formula to clear organic and inorganic blockages, Advanced Engineering AdvancedGel DU drain unblocker is compact, lightweight and easy to carry, providing 8L of cleaning power from each pouch.",Trade Essentials/Van and Site Essentials/Cleaning Supplies/Cleaning Supplies.csv -> Advanced Engineering AdvancedGel drain unblocker 490ml/8ltrs,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/70/NW-694270_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AE_AdvancedGel_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/AE_AdvancedGel_DU_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/694270_Technical.pdf,,,,,,,,,,,,,,,
69,P231567,Uniwipe Ultragrime Pro Pro Multuse Xxl+C/Wipes 100Pk,,10.0,"From paint and ink to oil and grease, whatever the substance Uniwipe Multiuse XXL Clothwipes can clean it up. These powerful, large size wet wipes are extremely strong and feature a formula that's capable of clearing away even the toughest of messes. Environmentally friendly and kind to your hands, XXL Clothwipes won't deteriorate while you scrub. They'll also stay wet for over an hour out of the packet and for several days if the pack's left open, minimising waste and cost.",Trade Essentials/Van and Site Essentials/Cleaning Supplies/Cleaning Supplies.csv -> Uniwipe Ultragrime Pro Pro Multuse Xxl+C/Wipes 100Pk,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/45/500745_wm.jpg,,N,,,,231567 PK,,N,Pack of 100,Large 380 x 250mm size,Super strong cloth-like fabric,Stays wet for over an hour out of the pack,Won’t dry out when lid is left open for days,,,,,,,3-in-1 action for efficient cleaning,"Removes grease, paint, silicone, uncured PU foam and adhesives",Recyclable packaging contains over 77% less plastic than regular tubs,Dispenses 1 wipe at a time,Safe for all surfaces,Dermatologically tested,Alcohol-free vitamin E and aloe extract formula,,,,,,
