,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Material Type,Warranty,Hazardous,Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Watts,Weight,Depth (mm),Dimensions (L x W x D),IP Rating,Feature 4,Attachment 6,Attachment 7,Attachment 8,Smart,Switch Type,Battery Back Up,Number of Zones,Switching Capacity (amps),Programmable Duration,On / Off Periods per Day,Auto GMT / BST,Display Type,Number of Channels,Application,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Colour,Connection Type,Range,Style,With Drain Off,Max Pressure,Flow Water Temperature,Orientation,Pipe Connection Size,Radiator Connection Size,Sensor,Shape,With Lockshield,Feature 14,Number of Bars,Fuel Source,Output (W),BTU h,Pack Quantity,Attachment 9,Pressure,Height (mm),Width (mm),Size,Feature 15,Feature 16,Wall to Centre Tapping,Projection Depth,Diameter,Projection
1106,P271830,Stelrad Compact P+ 30 section radiator 300 x 1000mm,Stelrad,81.69,"A favourite of installers and homeowners alike, the Stelrad Compact double panel single convector radiator is the ideal choice for developments where space is at a premium. Suitable for any room, commercial or domestic, this 1000 x 300mm radiator is smartly designed and promises reliable comfort in any setting. While the Compact's convector is precision-welded directly onto the waterways for excellent efficiency, the flexible connections make installation straightforward. Delivered carefully wrapped in tough packaging, this radiator will reach you in pristine condition and can be installed before unpackaging for risk-free fitting.",Radiators/Radiators.csv -> Stelrad Compact P+ 30 section radiator 300 x 1000mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/30/NW-271830_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Compact_Horizontal_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,P243542,Stelrad Vita Compact P+ radiator 600 x 1600mm,Stelrad,166.75,"The Stelrad Vita Compact double panel rectangular radiator is perfect for homes where space is at a premium. With its reduced dimensions, sleek design and 7345 BTU/h heat output, this compact radiator is designed to be unobtrusive even in the smallest of spaces. Powder-coated steel finished in bright Traffic White, the classic lines and neat finish of the Vita Compact make it a real crowd pleaser.",Radiators/Radiators.csv -> Stelrad Vita Compact P+ radiator 600 x 1600mm,,Compact radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/42/243542_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_Vita_Series_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Vita_Compact_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vita_Compact_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Vita Series_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_VITA_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,P224748,Myson Premier Metric DX 4 tapping radiator 600 x 1800mm,Myson,381.82,"Free of sharp edges, the smooth Myson Premier Metric double panel Xtra tapping radiator is beautifully designed to suit modern and traditional interiors alike. Measuring 1800 x 600mm, this sleek horizontal unit is finished in classic white.",Radiators/Radiators.csv -> Myson Premier Metric DX 4 tapping radiator 600 x 1800mm,,Double panel xtra tapping radiator;Fixing bracket;Air vent ;plug pack,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/49/NW-224747_224749_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/Myson_Declaration_Of_Performance.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Premier_Metric_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,P271118,Stelrad Compact K1 18 section radiator 450 x 600mm,Stelrad,52.2,"Suitable for domestic or commercial properties, the Stelrad Compact single panel single convector radiator has been designed to take up minimal space and blend seamlessly into interiors. Highly reliable and efficient, this 600 x 450mm radiator is robustly built, with the convector precision-welded onto the waterways. Flexible connection options make installation simple in any space and tough packaging helps your new radiator to reach you in perfect condition with no need to unwrap until fully in-place, minimising the risk of transport or installation hiccups.",Radiators/Radiators.csv -> Stelrad Compact K1 18 section radiator 450 x 600mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/18/NW-271118_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Compact_Horizontal_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,P271915,Stelrad Compact P+ 15 section radiator 450 x 500mm,Stelrad,61.26,"A favourite of installers and homeowners alike, the Stelrad Compact double panel single convector radiator is the ideal choice for developments where space is at a premium. Suitable for any room, commercial or domestic, this 500 x 450mm radiator is smartly designed and promises reliable comfort in any setting. While the Compact's convector is precision-welded directly onto the waterways for excellent efficiency, the flexible connections make installation straightforward. Delivered carefully wrapped in tough packaging, this radiator will reach you in pristine condition and can be installed before unpackaging for risk-free fitting.",Radiators/Radiators.csv -> Stelrad Compact P+ 15 section radiator 450 x 500mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/15/NW-271915_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Compact_Horizontal_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,P311215,Honeywell Home Valencia hw home vtl120 trv + l/s 8mm ang,Honeywell Home,23.09,"Offering excellent performance and reliability, the Valencia Traditional thermostatic radiator valve (TRV) is popular with installers and homeowners for its combination of energy efficiency and flexible ease of installation. With a bi-directional flow design, this TRV is suitable for any heating installation and can be mounted vertically or horizontally at either end of a radiator. Once in place, the valve's integrated radiator balancing insert retains the radiator's balancing setting when the TRV and lockshield valve is closed. For best use, the TRV should be installed in a two-pipe heating system with free flow of air around the head for accurate temperature sensing.",Radiators/Radiators.csv -> Honeywell Home Valencia hw home vtl120 trv + l/s 8mm ang,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/15/311215_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Honeywell_Valencia_O_code_Transition.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Honeywell_Heating_Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,P236117,Myson Select Compact DC compact radiator 400 x 1100mm,Myson,190.13,"Neatly designed to suit all interiors, the Myson Select Compact double convector radiator is ideal for the eco-friendly modern home. This lightweight 1100 x 400mm horizontal radiator is not only manufactured using less steel than comparable units, it also delivers high outputs while minimising water use, helping homeowners to reduce the carbon footprint of their heating system.",Radiators/Radiators.csv -> Myson Select Compact DC compact radiator 400 x 1100mm,,Double convector compact radiator;Fixing bracket;Air vent ;plug pack,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/22/NW-236116_236122_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Select_Compact_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/Myson_Declaration_Of_Performance.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,P217344,Stelrad Vita Concord Vertical DP radiator 1800 x 592mm,Stelrad,472.93,"Designed to combine practicality with good looks, the contemporary Stelrad Vita Concord Vertical single panel radiator fits beautifully in any modern home. The vertical dimensions of this design-led radiator provides a wealth of installation options, even in a smaller room, while the glossy white finish brings a touch of style to your interior scheme. Incorporating Stelrad's advanced heating technology, the Vita Concord Vertical delivers on 5705 BTU/h of safe, reliable heat.",Radiators/Radiators.csv -> Stelrad Vita Concord Vertical DP radiator 1800 x 592mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/48/217337_217348_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Stelrad_Vita_Concord_Vertical_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_BoutiqueSeries_Brochure_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,P271148,Stelrad Compact K1 48 section radiator 450 x 1600mm,Stelrad,115.86,"Suitable for domestic or commercial properties, the Stelrad Compact single panel single convector radiator has been designed to take up minimal space and blend seamlessly into interiors. Highly reliable and efficient, this 1600 x 450mm radiator is robustly built, with the convector precision-welded onto the waterways. Flexible connection options make installation simple in any space and tough packaging helps your new radiator to reach you in perfect condition with no need to unwrap until fully in-place, minimising the risk of transport or installation hiccups.",Radiators/Radiators.csv -> Stelrad Compact K1 48 section radiator 450 x 1600mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/48/NW-271148_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Compact_Horizontal_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,P247887,Siemens 2 way liquid sensing  thermostatic radiator valve 15/10mm,Siemens,29.41,"Supplied with 10mm and 15mm fittings, this Siemens angled two-way liquid sensing thermostatic radiator valve (TRV) has an understated, clean design with no slots or edges, ideal for the modern home. A thermostatic radiator valves allows for convenient individual setting of radiators using a liquid-filled head for accurate control, minimising wasted energy and maximising comfort.",Radiators/Radiators.csv -> Siemens 2 way liquid sensing  thermostatic radiator valve 15/10mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/87/NW-247887_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Siemens_Product_Selection_Guide_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Siemens_TRV_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,P247490,Drayton RT414 Drayton RT414 with 15mm angle valve,Drayton,26.3,"Providing control of individual room temperatures, this Drayton RT414 thermostatic radiator valve (TRV) has an integral thermostatic sensing head and reverse flow capability. The 15mm angle valve can be mounted vertically or horizontally on flow or return for ease of fitting. A radiator's flow rate can be balanced from the TRV.",Radiators/Radiators.csv -> Drayton RT414 Drayton RT414 with 15mm angle valve,,RT414 Sensing head15mm angle valve,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/90/NW-247490_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/ns/Drayton_TRV_Commissioning_Instrctns.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/ns/Drayton_06490029001_TRV_Instrctns.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/de/rs/Drayton_TRV_Info_for_Householders.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_Declared_CEN_Information.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Drayton_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ci/ty/Drayton_EB_Valve_Flow_Capacity.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,P262548,Stelrad Vita Plan Vertical radiator 1800 x 400mm,Stelrad,419.94,"Designed with minimalist interiors in mind, the Stelrad Vita Plan Vertical radiator offers the ideal compromise between dependable practicality and style. This simple and elegant flat-fronted double panel radiator, its tall, slim dimensions ideal for those rooms where space is at a premium, is painted in bright, understated white, providing the perfect finishing touch in contemporary homes while delivering impressive 5036 BTU/h performance and reliability.",Radiators/Radiators.csv -> Stelrad Vita Plan Vertical radiator 1800 x 400mm,,Flat fronted vertical radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/50/262548_262550_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Vita_Plan_Vertical_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_BoutiqueSeries_Brochure_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,P247949,Drayton RT212 TRV with angled valve lockshield and push fit elbow 10 x 10mm,Drayton,38.36,"A low cost solution to room-by-room heating control, the Drayton RT212 angled thermostatic radiator valve (TRV) is fitted with a liquid sensor for accurate temperature setting. With a reverse flow body the RT212 allows for vertical or horizontal flow or return mounting, providing installation flexibility.",Radiators/Radiators.csv -> Drayton RT212 TRV with angled valve lockshield and push fit elbow 10 x 10mm,,Thermostatic radiator valve;Lockshield,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/49/247949_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Drayton_NEW_RT212_ED_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Drayton_5038_D27_12_NEW_RT212_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Drayton_RT212_U_and_I_Guide_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_D34_11_TRV_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,P250399,Pegler Yorkshire straight wheel-head lockshield valve with elbow 15 x 10mm,Pegler,13.59,"This Pegler Yorkshire Mercia 10mm straight pattern manual radiator valve with push-fit connector is finished in neat, easy to clean chrome.",Radiators/Radiators.csv -> Pegler Yorkshire straight wheel-head lockshield valve with elbow 15 x 10mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/99/NW-250399_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Pegler_Yorkshire_Merica_P_Guide_2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,P275079,Stelrad Boutique straight ladder towel warmer 1800 x 500mm Chrome Plated,Stelrad,222.6,"Combining effective heating with practical storage and drying, the Stelrad Boutique straight ladder towel warmer is ideal for use in the kitchen or bathroom. It measures 1800 x 500mm and has a 5-9-9-13 rail layout.",Radiators/Radiators.csv -> Stelrad Boutique straight ladder towel warmer 1800 x 500mm Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/79/NW-275070_275079_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Radiator_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Boutique_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,P236012,Myson Select Compact SC compact radiator 400 x 600mm,Myson,47.37,"Neatly designed to suit all interiors, the Myson Select Compact single convector radiator is ideal for the eco-friendly modern home. This lightweight 600 x 400mm horizontal radiator is not only manufactured using less steel than comparable units, it also delivers high outputs while minimising water use, helping homeowners to reduce the carbon footprint of their heating system.",Radiators/Radiators.csv -> Myson Select Compact SC compact radiator 400 x 600mm,,Single convector compact radiator;Fixing brackets;Air vent ;plug pack,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/14/NW-236011_236014_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Select_Compact_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/Myson_Declaration_Of_Performance.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,P206092,Stelrad Vita Plan radiator 600 x 1400mm,Stelrad,351.68,"Designed with minimalist interiors in mind, the Stelrad Vita Plan horizontal radiator offers the ideal compromise between dependable practicality and style. This simple and elegant flat-fronted double panel radiator, painted in bright, understated white, provides the perfect finishing touch in contemporary homes while delivering impressive 7649 BTU/h performance and reliability.",Radiators/Radiators.csv -> Stelrad Vita Plan radiator 600 x 1400mm,,Flat fronted radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/95/206057_206095_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Vita_Plan_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Vita Series_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vita_Plan_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_BoutiqueSeries_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_VITA_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,P236161,Myson Select Compact DC compact radiator 600 x 1600mm,Myson,354.78,"Neatly designed to suit all interiors, the Myson Select Compact double convector radiator is ideal for the eco-friendly modern home. This lightweight 1600 x 600mm horizontal radiator is not only manufactured using less steel than comparable units, it also delivers high outputs while minimising water use, helping homeowners to reduce the carbon footprint of their heating system.",Radiators/Radiators.csv -> Myson Select Compact DC compact radiator 600 x 1600mm,,Double convector compact radiator;Fixing bracket;Air vent ;plug pack,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/61/NW-236159_236161_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Select_Compact_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/Myson_Declaration_Of_Performance.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/xt/ra/Select Compact - Double Panel Extra.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,P296034,Myson TRV2 15mm Trv Straight Chrome (1),Myson,18.94,"Offering ease of installation to reduce the need for expensive and inconvenient callouts, the Myson TRV2 15mm straight thermostatic radiator valve is fitted with simple compression connections. Built around a liquid sensor, this thermostatic radiator valve offers years of temperature accuracy, giving you the ability to adapt the heating in a single room to suit your needs. Helping to minimise waste while maximising comfort, a TRV will maintain a constant temperature by reacting to ambient changes in conditions, meaning a room is only heated when required.",Radiators/Radiators.csv -> Myson TRV2 15mm Trv Straight Chrome (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/34/296034_wm.jpg,,,,,,,2 years,N,CR3 and Brass,TRV215SC,TRV,N,Straight version,Push-fit connection,Brass construction,,,,,,CR3 chrome finish,,,,,,,,,,,,,,,Produced under ISO 9001:2008 quality management system,Complies with EN215 and BS2767-10,2 year warranty,,,,,,,Chrome,Compression,TRV2,Modern,No,10,Max 120 deg C,,15 mm,1/2 BSP,Yes,Straight,No,,,,,,1,,,,,,,,,,,
1125,P260442,Myson Avonmore straight towel warmer 1807 x 400mm Chrome,Myson,570.86,"A classic multi-rail design with a 12-4-4-4-12 configuration, the Myson Avonmore straight towel warmer measures 1807 x 400mm. With good outputs and tube spacing for practical towel placement, the Avonmore is ideal for both heating and storage.",Radiators/Radiators.csv -> Myson Avonmore straight towel warmer 1807 x 400mm Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/42/NW-260442_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Avonmore_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_DesignCollection_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
