,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Fuel Type,Range,Warranty,Weight,Energy Rating,Hazardous,Seasonal Space Heating Energy Efficiency Class,Output,Depth (mm),Efficiency (SAP 2009),Mounting Type,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Attachment 1,Attachment 2,Dimensions mm (H x W x D),Application,Diameter,Part Gas Council number,Max Set Pressure,Pack Quantity,By Model Number,Colour,Flow Rate,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,For Use With,Connection,Exhaust Port Size,Thread Standard,Material,Thread Size,Maximum Operating Temperature,Attachment 3,Model For Use With,Boiler Section,Boiler Range
60,P411608,Vaillant control VRC 470,Vaillant,239.4,"A Vaillant controller for VRC 470 boilers installed in commercial settings.  As the UK’s leading parts specialist, Wolseley carries the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Vaillant control VRC 470,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/08/411608_wm.jpg,,,,,,N,,,,,,20184593,Genuine Vaillant Spare Part,N,Genuine Vaillant Spare Part,,,,,,,,,,,,70 x 170 x 190,Central heating and hot water control,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,
61,P120363,"Vaillant Commercial plate heat exchangers flat faced copper end feed including insulation 1/4""",Vaillant,516.78,"The ideal solution for systems where cleanliness can't be guaranteed, this Vaillant plate heat exchanger keeps the boiler and system water separate for longer operating life and lower risk of malfunction.","Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Vaillant Commercial plate heat exchangers flat faced copper end feed including insulation 1/4""",,Insulation;Connection set,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/63/120363_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/03/63/120363.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Vaillant_Commercial_Brochure_2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,P411547,Vaillant O-ring (pack of 10),Vaillant,11.01,These Vaillant replacement O-rings are for the repair and maintenance of domestic boilers and heat pumps.,Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Vaillant O-ring (pack of 10),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/47/411547_wm.jpg,,,,,,N,,,,,,981311,Genuine Vaillant Spare Part,N,Pack of 10,Genuine brand spare,For domestic boilers and heat pumps,,,,,,,,,,10 x 60 x 90,Domestic Boilers & Heatpumps,,n/a,,pack of 10,,,,,,,,,,,,,,,,,,,,,,,
63,P120707,VAIL 720KW INS PLATE HEAT EXCHANGER SET,Vaillant,3432.33,"A Vaillant 720kW insulated plate heat exchanger set.  The heat exchanger transfers heat from a boiler's burner to water. A primary heat exchanger is found in all boilers, using heat from a burner to raise the temperature of the water in the system while a secondary heat exchanger is present only in combis and allows the heat to be transferred between closed systems.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it, first time.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> VAIL 720KW INS PLATE HEAT EXCHANGER SET,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/07/NW-120707_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_Commercial_Boilers_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_Commercial_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,P120715,Ideal Imax Xtra 2 dn150 3 flange 280 kit max 840,Ideal,6957.0,"A genuine Ideal part, this DN150 3 flange kit max 840 is for the installation of the commercial Imax Extra2 boiler.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Ideal Imax Xtra 2 dn150 3 flange 280 kit max 840,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/15/120715_wm.jpg,,Imax Xtra 2,,,,N,,,,,,226404,Spares,N,Suitable for Imax Extra2 boilers,3 flange kit,,,,,,,,,,,N/A,Commercial,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,
65,P478503,Lochinvar Ecocharger LV309232 hot surface ignitor,Lochinvar,353.96,This Lochnivar hot surface ignitor is a replacement part suitable for use on any Ecocharger model boiler.,Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Lochinvar Ecocharger LV309232 hot surface ignitor,,"Hot surface ignitor, lead, screws ;bolts",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/03/478503_wm.jpg,,Ecocharger,,,,N,,,,,,LV309232,Hot Surface Ignitor,N,For use during servicing,Includes leads,With screws and bolts for fitting,For commercial boiler use,,,,,,,,,,Service part,,,,1,,,,,,,,,,,,,,,,,,,,,,,
66,P411749,Vaillant gas control valve,Vaillant,127.17,"This Vaillant gas control valve is a genuine branded replacement part for 60kW Vaillant commercial boilers. Manufactured in aluminium, this valve is fitted via a union thread connection.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Vaillant gas control valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/49/411749_wm.jpg,,,,,,N,,,,,,0020268765,Genuine Vaillant Spare Part,N,Genuine brand spare,For 60kW commercial boilers,Aluminium construction,,,,,,,,,,,,,n/a,N/A,,,,,,,,,,,,,,,Union Thread,N/A,N/A,Aluminum,N/A,n/a,,,,
67,P709187,Reznor WARM AIR 03-400US-42 electrode ignition,Reznor,78.94,"This Reznor brand ignition (spark) electrode is compatible with a wide range of Reznor units, including those in the VRA range.  An ignition (spark) electrode causes the spark that begins combustion within the burner while flame sensing electrodes are responsible for checking if there is a flame present in the burner to make sure that the boiler doesn't keep supplying gas without a flame.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it, first time.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Reznor WARM AIR 03-400US-42 electrode ignition,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/87/NW-709187_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Reznor_Servicing_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,P175620,Parts vaillant/bosch flat roof flashing kit,Parts,40.6,"A Parts flat roof flashing kit for the installation of Keston, Ideal and Zanussi boilers.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Parts vaillant/bosch flat roof flashing kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/20/NW-175620_wm.jpg,,,,,,N,,,,,,WOL175620,Flat Roof Flashing Kit,N,Type: Flat,Diameter (mm): 100,,,,,,,,,,,x  x,,,H78172,,,,,,,,,,,,,,,,,,,,,,,,,
69,P469848,Powrmatic GM44 driver board,Powrmatic,1159.09,"A genuine Powrmatic part, this GM44 driver board is compatible with HEM, NV, VPC and NVx models.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Powrmatic GM44 driver board,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/98/48/469848_wm.jpg,,,,,,N,,,,,,142400303,DHM Control Box,N,"Compatible with HEM, NV, VPC and NVx",For commercial boiler use,,,,,,,,,,,130 x 40 x 100 mm,DHM Range,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,P421894,Ambirad ionisation probe,Ambirad,52.45,A genuine Ambirad flame sensor for LCSA and SCA range boilers.,Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Ambirad ionisation probe,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/94/NW-421894_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Ambirad_SCA_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,P439789,Reznor Warm Air gas valve 240v,Reznor,1104.6,"This Reznor Preeva RHC 240V gas valve is compatible with selected Siemens, Neff and Bosch boilers.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Reznor Warm Air gas valve 240v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/89/NW-439789_wm.jpg,,WARM AIR,,,,N,,,,,,03-35145,Gas Valve,N,Gas valve 240 Volts,Compatible with a selected range of boilers,,,,,,,,,,,,,,,,,,Grey / Silver / Green,,,,,,,,,,,,,,,,,,,,,
72,P709255,Reznor 60078 relay timer,Reznor,344.68,A Reznor relay timer for control of commercial boilers.,Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Reznor 60078 relay timer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/55/709255_wm.jpg,,,,,,N,,,,,,60078,Relay Timer,N,For use in commercial boiler units,,,,,,,,,,,,x  x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,P120475,Vaillant ecoTEC Plus cascade flue non return valve kit,Vaillant,389.07,This Vaillant non-return valve is a vital spare part for boiler installations. The shorter 110mm motorised non-return valve flap is easily installed on the top of a boiler before connecting a flue header.,Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Vaillant ecoTEC Plus cascade flue non return valve kit,,VR 40 multifunctional 2-in-7 module,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/75/120475_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/04/75/120475.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Vaillant_Cmmrcl_System_Boiler_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,P112460,Worcester Bosch Mc 400 Cascade Sequencer 7738111001,Worcester Bosch,589.3,"Suitable for up to four EMS boilers, the intelligent Worcester Bosch MC400 cascade sequencer maximises system efficiency. Promising less wear and tear and therefore maintenance, this sequencer features clever technology designed to deliver on reduced costs and downtime.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Worcester Bosch Mc 400 Cascade Sequencer 7738111001,,Control up to 4 GB boilers;Link five MC400 together to control up to 16 boilers;Accepts a 0-10VDC or volt free enable from a BMS;Output for common alarm;Definable boiler control operations (such as serial ;parallel operation),https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/60/112460_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/24/60/112460.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,P498892,Potterton service kit,Potterton,359.45,This Potterton service kit contains all required products for the service and maintenance Remeha 110 - 115kW commercial heating products.,Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Potterton service kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/92/NW-498892_wm.jpg,,,1 year,,,N,,,,,,7667989,Service Kit,N,All of their products are engineered to the highest quality for unrivalled performance,,,,,,,,,,,,x  x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,P112453,Worcester Bosch digital programmer control 8313,Worcester Bosch,1004.08,"Suitable for both medium and large Bosch heating systems, this Worcester Bosch 8000 CC8313 programmer control gives a user complete control of their heating via innovative modular structured technology. Adjustable to suit any specific system, the CC8313 makes operating even the most complex hydraulic systems easy, thanks to a user-friendly touchscreen and optional networking with a wide variety of similarly useful devices.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Worcester Bosch digital programmer control 8313,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/53/112453_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/24/53/112453.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/112453_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/112453_Operating_Manual.pdf,,,
77,P117965,Vaillant VAILLANT VR34 0-10 VOLT COUPLER volt coupler,Vaillant,76.93,The Vaillant VR 34 is a 0-10V coupler designed to transfer a voltage input from BEMS equipment into a temperature set point for ecoTEC or ecoCRAFT boilers.,Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Vaillant VAILLANT VR34 0-10 VOLT COUPLER volt coupler,,VR34 0-10V interface;Connection terminal for eBUS line;Cable clamp,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/65/117965_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vaillant_vr-34-Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_Wall_Hung_Boilers_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,P439720,Powrmatic overheat thermostat,Powrmatic,101.86,"Offering simple boiler temperature control, the Powrmatic PGUG170 hi-limit thermostat offers a temperature range of 90 - 110°C and compatibility with PGUH, NV and NVX commercial and industrial boilers.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Powrmatic overheat thermostat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/20/NW-439720_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Powrmatic_Servicing_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,P421877,Ambirad fan assembly,Ambirad,770.19,"This Ambirad fan assembly offers compatibility with a wide range of boilers. The fan introduces fresh air into a boiler's combustion chamber, ensuring that gas is burnt correctly and extracting burnt gas at the end of the combustion process. Your boiler's safety parameters ensure that no gas passes through to the main burner if the fan is not functioning correctly.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Ambirad fan assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/77/NW-421877_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Ambirad_Vision-UT_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,P445502,Gledhill plate heat exchanger,Gledhill,139.7,"This Gledhill plate heat exchanger is suitable for use in BoilerMate, ElectraMate, PulsaCoil, SysteMate and Gulfstream boilers. The heat exchanger transfers heat from a boiler's burner to water. A primary heat exchanger is found in all boilers, using heat from a burner to raise the temperature of the water in the system while a secondary heat exchanger is present only in combis and allows the heat to be transferred between closed systems.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Gledhill plate heat exchanger,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/02/NW-445502_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Gledhill_Benchmark_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,P421856,Ambirad angled ignition probe,Ambirad,66.02,"This Ambirad angled ignition probe/electrode is suitable for a selection of Ambirad, Main and Vokera boilers. An ignition (spark) electrode causes the spark that begins combustion within the burner while flame sensing electrodes are responsible for checking if there is a flame present in the burner to make sure that the boiler doesn't keep supplying gas without a flame.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Ambirad angled ignition probe,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/56/NW-421856_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Ambirad_MobileRadiantHeaters_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,P709207,Reznor Warm Air 03-25322 ignition controller,Reznor,510.17,"This Reznor ignition controller is compatible with a wide range of units.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it, first time.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Reznor Warm Air 03-25322 ignition controller,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/07/NW-709207_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Reznor_Servicing_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,P462675,Ideal Spares control unit,Ideal,750.54,"An Ideal gas valve assembly for use in Ideal Super commercial boilers. The gas valve is employed in the distribution of gas. When gas is required in the burner the printed circuit board (PCB) sends a signal to the gas valve, which opens to allow gas to flow into the burner or the pilot assembly (depending on the model of the appliance).",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Ideal Spares control unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/75/NW-462675_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Super-Series_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,P120548,Vaillant plate heat exchanger 240kw,Vaillant,1363.23,"Suitable for use with all Vaillant boilers, this Vaillant 240kW external plate heat exchanger set provides protection when installing in an older sealed or open vented heating system. Protecting boilers from damaging debris, particularly that which will exist in old systems, and improving efficiency at the same time, this set helps to minimise maintenance and ensure consistent flow rates. A complete system solution, the Vaillant 720kW heat exchanger set prevents poor performance in a secondary system even where pressurised boilers are added.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Vaillant plate heat exchanger 240kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/48/NW-120548_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_Commercial_Boilers_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_Commercial_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,P707462,Ambirad ID fan,Ambirad,464.59,This Ambirad ID fan offers compatibility with a wide range of boilers.,Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Ambirad ID fan,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/62/NW-707462_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ambirad_VS-A-LF-DL-LHB_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,P101545,Worcester Greenstar 45deg bend assembly 130mm,Worcester,61.39,A Worcester Greenstar 130mm 45° elbow offering compatibility with condensing oil boilers.,Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Worcester Greenstar 45deg bend assembly 130mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/45/NW-101545_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Worcester_oil-boiler&solar_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Worcester_greenstar-camray_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Worcester_oilintflue_Installation.pdf,,,
87,P411553,Vaillant flow switch,Vaillant,153.66,"A Vaillant flow switch for the ecoTEC VU 656/4-5.  The flow switch, or flow meter, has an inbuilt sensor that sits inside heating or hot water system pipework as an important safety mechanism. Designed to sense water flow, the switch feeds information to the boiler's printed circuit board (PCB) to ensure that the burner is not activated when the system is low on water or dry.  As the UK’s leading parts specialist, Wolseley carries the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Vaillant flow switch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/53/411553_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Vaillant_ecoTEC_SpareParts_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Vaillant_ecoTEC_Plus_Parts_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
