,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Colour,Connection Size,Connection Type,Diameter,Range,Warranty,Weight,Hazardous,Drainage Product Type,Material,Minimum Operating Temperature,Resistance Features,Wall Thickness (mm),Maximum Operating Temperature,Standards,Supplier Product Code,WEEE Compliant,Application,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Pack Quantity,Paintable,Feature 6,Feature 7
140,PQ66743,Wavin OsmaWeld 90deg ABS spigot bend 32mm Black,Wavin,4.91,This Wavin OsmaWeld 32mm long tail spigot is manufactured in black ABS and incorporates secure solvent weld connections.,Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Wavin OsmaWeld 90deg ABS spigot bend 32mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/43/NW-Q66743_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_ABS_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Osma_Waste_Water_Drain_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PF66007,Polypipe 91.5deg swivel bend 32mm Grey,Polypipe,4.34,"Suitable for domestic use, this Polypipe swivel bend with 32mm push-fit connections is made of grey polypropylene (PP) and incorporates BioCote anti-microbial technology. A fast, simple alternative to solvent weld systems, Polypipe Push Fit waste fittings allows for disassembly and reconnection at the point of installation.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Polypipe 91.5deg swivel bend 32mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/07/NW-F66007_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_PolySoil_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PF66279,Polypipe 91.5deg swivel bend 40mm White,Polypipe,4.34,"Suitable for domestic use, this Polypipe swivel bend with 40mm push-fit connections is made of white polypropylene (PP) and incorporates BioCote anti-microbial technology. A fast, simple alternative to solvent weld systems, Polypipe Push Fit waste fittings allows for disassembly and reconnection at the point of installation.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Polypipe 91.5deg swivel bend 40mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/79/NW-F66279_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_PolySoil_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PF60291,PPT SWPT BEND 91 32MM ABS 601.125.91W,Polypipe,2.7,"Made of white ABS, this Polypipe Terrain 600 sweep soil bend with 32mm solvent weld connections is suitable for use in commercial building services.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> PPT SWPT BEND 91 32MM ABS 601.125.91W,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/93/NW-F60291_F60293_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PF57302,Geberit HDPE 91.5deg HDPE bend 56mm,Geberit,2.3,"Made of high density polyethylene (HDPE), this Geberit HDPE 56mm solvent weld pipe is suitable for a range of uses in building and roof drainage in industrial, commercial and laboratory settings and can be installed in-ground, in concrete or during bridge construction. This fitting is additionally suitable for conventional or siphonic roof drainage systems and in land drainage systems.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Geberit HDPE 91.5deg HDPE bend 56mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/02/NW-F57302_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Geberit_HDPE_Silent_db20_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_DrainageSystem_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PQ66574,Wavin Osma Waste 4M161W 87.5deg bend 32mm White,Wavin,6.88,"Suitable for interior and exterior use, this Wavin Osma Waste 32mm 87.5° bend, supplied in white, is part of a PVC-C solvent weld waste system designed to withstand high in-service temperatures while resisting UV and offering fire retardant properties.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Wavin Osma Waste 4M161W 87.5deg bend 32mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/74/NW-Q66574_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Osma_Waste_Water_Drain_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PF66157,Polypipe 91.25deg swivel bend 40mm Black,Polypipe,4.34,"Suitable for domestic use, this Polypipe swivel bend with 40mm push-fit connections is made of black polypropylene (PP) and incorporates BioCote anti-microbial technology. A fast, simple alternative to solvent weld systems, Polypipe Push Fit waste fittings allows for disassembly and reconnection at the point of installation.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Polypipe 91.25deg swivel bend 40mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/57/NW-F66157_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_PolySoil_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PF30906,"Polypipe Terrain 501.75.135:W 135deg bend 3/4"" White",Polypipe,5.13,"Suitable for commercial building services, this Polypipe Terrain 500 135° 3/4"" double socket bend with 19mm solvent weld connections is made of white PVC-u. Fully accredited, the Polypipe Terrain PVC drainage system can be joined to a wide range of other materials.","Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Polypipe Terrain 501.75.135:W 135deg bend 3/4"" White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/06/NW-F30906_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Polypipe_Terrain_Above_Ground_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PF28563,Polypipe Terrain 200 135deg spigot/socket bend 40mm White,Polypipe,7.93,"This Polypipe Terrain 200 soil bend is made of white mPVC-U with 40mm solvent weld connections. Ideal for use where high temperatures and harsh chemicals are used, mPVC-U is recommended as an alternative to ABS in education and healthcare settings, while in residential installations it can be used for boiler discharge and standard waste applications.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Polypipe Terrain 200 135deg spigot/socket bend 40mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/63/NW-F28563_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Polypipe_Terrain_Above_Ground_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PQ66561,Wavin Osma Waste 87.5deg bend 50mm White,Wavin,11.56,"Suitable for interior and exterior use, this Wavin Osma Waste 50mm 87.5° bend, supplied in white, is part of a PVC-C solvent weld waste system designed to withstand high in-service temperatures while resisting UV and offering fire retardant properties.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Wavin Osma Waste 87.5deg bend 50mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/61/NW-Q66561_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Osma_Waste_Water_Drain_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PF58105,Geberit HDPE 370.045.16.1 45deg HDPE butt weld bend 200mm,Geberit,60.31,"Geberit HDPE fittings and pipe are manufactured using high density polyethylene (HDPE), the robust piping material. Geberit HDPE discharge pipes are appropriate for a multitude of application ranges in roof drainage systems, industry, commercial or laboratory facilities, placement in the ground, in concrete or in bridge construction.  Hot water does not affect the material at temperatures of up to 80 °C.  It is resistant against around 95% of all commercially available alkalis, acids and chemicals.  The pipes and fittings also withstand shocks, drops, impacts or brief pressures of up to 1.5 bar without breakage or permanent deformation.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Geberit HDPE 370.045.16.1 45deg HDPE butt weld bend 200mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/F58105_Primary_Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Geberit_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,P514597,Wavin Tigris K5 90deg elbow 16mm x 1/2in (Single),Wavin,10.32,"Suitable for use in potable water, the press-fit Wavin Tigris 16mm x 1/2"" 90° elbow can also be employed in sanitary and heating systems. It is part of a comprehensive piping system ideal for large commercial projects.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Wavin Tigris K5 90deg elbow 16mm x 1/2in (Single),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/97/514597_wm.jpg,,,,,,Black,16 mm,Push Fit,16 mm,Tigris,1 year,0.062 kg,N,Elbow,PPSU,-10,Corrosion Resistant,N/A,70,N/A,3079782,N,Water Heating,Metal layer for resistance to oxygen diffusion,PPSU construction,Black finish,Corrosion-resistant,1 year warranty,Single,No,,
152,PF66005,Polypipe 157.5deg soil boss bend 32mm Grey,Polypipe,4.93,"Suitable for domestic use, this Polypipe boss bend with 32mm push-fit connections is made of grey polypropylene (PP) and incorporates BioCote anti-microbial technology. A fast, simple alternative to solvent weld systems, Polypipe Push Fit waste fittings allows for disassembly and reconnection at the point of installation.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Polypipe 157.5deg soil boss bend 32mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/05/NW-F66005_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_PolySoil_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PF30903,"Polypipe Terrain 500 91deg bend 3/4"" White",Polypipe,5.1,"Suitable for commercial building services, this Polypipe Terrain 500 91° 3/4"" double socket bend with 19mm solvent weld connections is made of white PVC-u. Fully accredited, the Polypipe Terrain PVC drainage system can be joined to a wide range of other materials.","Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Polypipe Terrain 500 91deg bend 3/4"" White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/03/NW-F30903_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Polypipe_Terrain_Above_Ground_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PF02058,Geberit Silent-db20 45deg bend 56mm,Geberit,5.06,"Ideal for use in projects requiring high levels of sound insulation, this Geberit Silent-db20 45° bend is made of mineral-reinforced polyethylene (PE-S2) and offers 56mm solvent weld connections. This fitting is suitable for use in premium residential buildings and hotels as well as in hospitals, retirement and nursing homes.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Geberit Silent-db20 45deg bend 56mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/58/NW-F02058_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Geberit_HDPE_Silent_db20_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_DrainageSystem_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PF60295,Polypipe Terrain 600 91deg ABS knuckle bend 40mm White,Polypipe,2.71,"Made of white ABS, this Polypipe Terrain 600 knuckle bend with 40mm solvent weld connections is suitable for use in commercial building services.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Polypipe Terrain 600 91deg ABS knuckle bend 40mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/95/NW-F60294_F60295_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PF57202,Geberit HDPE 91.5deg HDPE bend 50mm,Geberit,2.28,"Made of high density polyethylene (HDPE), this Geberit HDPE 50mm solvent weld pipe is suitable for a range of uses in building and roof drainage in industrial, commercial and laboratory settings and can be installed in-ground, in concrete or during bridge construction. This fitting is additionally suitable for conventional or siphonic roof drainage systems and in land drainage systems.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Geberit HDPE 91.5deg HDPE bend 50mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/02/NW-F57202_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Geberit_HDPE_Silent_db20_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_DrainageSystem_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PF69584,Polypipe 90deg pushfit swept waste ben 40mm,Polypipe,5.16,"Suitable for domestic use, this Polypipe swept bend with 40mm push-fit connections is made of white polypropylene (PP) and incorporates BioCote anti-microbial technology. A fast, simple alternative to solvent weld systems, Polypipe Push Fit waste fittings allows for disassembly and reconnection at the point of installation.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Polypipe 90deg pushfit swept waste ben 40mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/84/NW-F69584_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_PolySoil_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PF15152,"Center CB 90deg knuckle bend 1.1/4""",Center CB,3.43,"Made of polypropylene (PP), this Center CB 32mm knuckle bend is part of a range designed to incorporate simple but effective ring seal jointing for fast, convenient installation. This cost-effective system is completely demountable, making it suitable for both new installations and modifications.","Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Center CB 90deg knuckle bend 1.1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/52/NW-F15152_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PF66153,Polypipe 90deg knuckle bend 40mm Black,Polypipe,3.67,"Suitable for domestic use, this Polypipe knuckle bend with 40mm push-fit connections is made of black polypropylene (PP) and incorporates BioCote anti-microbial technology. A fast, simple alternative to solvent weld systems, Polypipe Push Fit waste fittings allows for disassembly and reconnection at the point of installation.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Polypipe 90deg knuckle bend 40mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/53/NW-F66153_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_PolySoil_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PF16344,Center CB 92.5deg (87.5deg) PF bend 32mm White,Center CB,4.33,"Made of polypropylene (PP), this Center CB 32mm push-fit bend is part of a range designed to incorporate simple but effective ring seal jointing for fast, convenient installation. This cost-effective system is completely demountable, making it suitable for both new installations and modifications.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Center CB 92.5deg (87.5deg) PF bend 32mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/44/NW-F16344_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/CenterCB_Drainage_Prod_Guide_Feb2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PF02050,Geberit Silent-db20 15deg bend 110mm,Geberit,11.76,"Ideal for use in projects requiring high levels of sound insulation, this Geberit Silent-db20 15° bend is made of mineral-reinforced polyethylene (PE-S2) and offers 110mm solvent weld connections. This fitting is suitable for use in premium residential buildings and hotels as well as in hospitals, retirement and nursing homes.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Geberit Silent-db20 15deg bend 110mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/50/NW-F02050_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Geberit_HDPE_Silent_db20_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_DrainageSystem_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PF24706,Marley Solvent Waste 45deg bend 32mm White,Marley,2.55,This Marley Solvent Waste 32mm 45° bend in white is suitable for both internal and external applications.,Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Marley Solvent Waste 45deg bend 32mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/06/NW-F24706_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PF30562,Polypipe Terrain 200 92.5deg spigot/socket bend 40mm White,Polypipe,7.64,"This Polypipe Terrain 200 soil bend is made of white mPVC-U with 40mm solvent weld connections. Ideal for use where high temperatures and harsh chemicals are used, mPVC-U is recommended as an alternative to ABS in education and healthcare settings, while in residential installations it can be used for boiler discharge and standard waste applications.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Polypipe Terrain 200 92.5deg spigot/socket bend 40mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/63/NW-F30562_F30563_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Polypipe_Terrain_Above_Ground_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PF57304,Geberit HDPE 91.5deg HDPE branch 56 x 56mm,Geberit,4.24,"Manufactured in high density polyethylene (HDPE), this Geberit HDPE 88.5° T branch fitting with 56mm solvent weld connections is suitable for a range of uses in building and roof drainage in industrial, commercial and laboratory settings and can be installed in-ground, in concrete or during bridge construction. This fitting is additionally suitable for conventional or siphonic roof drainage systems and in land drainage systems.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Geberit HDPE 91.5deg HDPE branch 56 x 56mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/05/NW-F57304_F57705_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Geberit_HDPE_Silent_db20_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_DrainageSystem_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
