,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Colour,Connection Size,Connection Type,Range,Thickness,Refrigerant Suitability,Hazardous,Material,Supplier Product Code,Type,WEEE Compliant,Application,Feature 1,Feature 2,Diameter,Pack Quantity,Size,Connection Type 1,Feature 3,Feature 4,Gender,Connection Type 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Attachment 8,Attachment 9,Attachment 10,Feature 5,Feature 6,Dimensions (L x W x D),Refrigerant,Max Pressure,Sight Glass,Number of Valves,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Voltage (V),Operating Pressure,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Feature 20,Feature 21,Connection,Flow Rate,Warranty,Motor Speed,Horse Power,Depth (mm),Absolute Vacuum,Stages,Oil Capacity
50,P671356,"Refcomm U4-6 female flare union 3/8""",Refcomm,10.06,"This Parker 3/8 x 3/8"" female flare union is made of brass.","Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Refcomm U4-6 female flare union 3/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/0f/hd/660FHD_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Parker_Brass_Fittings_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,P671078,"Refcomm LGL U3-4A connector female flared x female pipe thread 1/4 x 1/8""",Refcomm,3.97,"This Refcom LGL 1/4 x 1/8"" male flare x FPT coupling is made of brass.","Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Refcomm LGL U3-4A connector female flared x female pipe thread 1/4 x 1/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/79/NW-671078_671079_wm.jpg,,,,,,LGL,,,N,Brass,U3-4A,Connector,N,,Made of Brass,"Size in 1/4 x 1/8""",1/4 x 1/8,,1/4 x 1/8,Flare,,,Male x Female,FPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,P690080,Javac multiple 4 valve manifold,Javac,168.11,"Built to EN 973 T3, this Javac four valve manifold is hardwearing and easy to use with 80mm gauge heads and all manifolds either dual seal piston valves or quarter-turn mechanical valves. Manufactured with long life Teflon seals and a larger capacity bore, this manifold withstands maximum levels of flow and works with R-22, R-134A, R-404A and R-407C refrigerants.",Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Javac multiple 4 valve manifold,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/80/NW-690080_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Javac_Manifold-X5_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Javac_4-Valve_Instruction_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,P688537,Javac Refco dry pressure gauge bar/psi 70mm,Javac,27.23,"The Javac Refco pressure gauge for high pressure applications has a 63mm outside diameter and offers compatibility with R-22, R134A and R-404A refrigerants.",Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Javac Refco dry pressure gauge bar/psi 70mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/38/NW-688537_688538_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Javac_Refco_Catalog_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,P671355,"Refcomm U4-4 female flare union 1/4""",Refcomm,7.61,"This Parker 1/4 x 1/4"" female flare union is made of brass.","Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Refcomm U4-4 female flare union 1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/0f/hd/660FHD_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Parker_Brass_Fittings_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,P671361,"Refcomm UR2-64 male flanged x male flanged union reducer 3/8 x 1/4"" (Pack of 5)",Refcomm,6.55,"Made of brass, this Parker 3/8 x 1/4"" male flanged x male flanged union reducer is used to connect two copper pipe sections.","Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Refcomm UR2-64 male flanged x male flanged union reducer 3/8 x 1/4"" (Pack of 5)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/61/NW-671361_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Parker_Brass_Fittings_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,P688487,"Javac Refco hose set (R410A) 36 x 1/4""",Javac,62.1,"A Javac Refco CCL-36-1/2-20UNF R410A 36"" hose set.","Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Javac Refco hose set (R410A) 36 x 1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/87/NW-688487_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,P671232,"Parker 640F 640F-8 flanged cap nut 1/2""",Parker,7.61,"Made of brass, this Parker 640F 1/2"" cap nut is for use with the 2GF flare gasket. Suitable for use in refrigerant lines, propane lines, fuels, natural gas, oil burners and adapters, this flare fitting is an economical choice for a metal-to-metal seal in high pressure service. 2GF fittings are resistant to mechanical pull out and their positive connections ensures reliability and safety. Available in forgings for refrigeration use, flare fittings are an alternative to solder joints where an open flame shouldn't be used.","Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Parker 640F 640F-8 flanged cap nut 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/33/NW-671230_671233_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Parker_Brass_Fittings_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,P670995,"Refcomm LGL B1-6 copper flared seal cap 3/8""",Refcomm,1.46,"This Refcom LGL 3/8"" flare seal cap is made of copper.","Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Refcomm LGL B1-6 copper flared seal cap 3/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/97/NW-670995_670997_wm.jpg,,,,,,LGL,,,N,Copper,B16,Flare Seal Cap,N,,De-greased copper,Specifically designed for ACR,3/8,,3/8,Flare,Can be used in assemblies subject to pressure equipment directive,Safety factor of at least 3 applied as a recommended maximum working pressure,,,,,,,,,,,Manufactured to ASME B1622 - 2001 standards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,P688500,"Javac Refco heavy duty hose comes with ball valve 72"" Blue",Javac,41.35,"This Javac Refco CA-CL-72-B 72"" length single hose with ball valve is supplied in blue colour.","Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Javac Refco heavy duty hose comes with ball valve 72"" Blue",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/00/NW-688500_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,P671025,"Refcomm LGL N4-4 long flared nut 1/4""",Refcomm,4.97,"This Refcom LGL 1/4"" long flare nut is made of brass","Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Refcomm LGL N4-4 long flared nut 1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/26/NW-671025_671026_wm.jpg,,,,,,LGL,,,N,Brass,N4-4,Flared Nut,N,,Made of Brass,"Sizes in 1/4""",1/4,,14,Flare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,P493188,Testo smart probe refrigeration kit,Testo,448.02,"This useful Testo SMART probe refrigeration test kit contains two Testo 549i high-pressure measuring instruments and two Testo 115i clamp thermometers. Bluetooth-enabled, this kit works with a smartphone or tablet to help install, service and troubleshoot air conditioning and refrigeration systems on-the-go and with ease. Both instruments are quick and simple to attach directly at the system's pressure connection or the temperature measuring point for faster working.",Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Testo smart probe refrigeration kit,,2x testo 549i High-pressure measuring instrument;2x testo 115i clamp thermometer;Testo smart case (refrigeration);Batteries;Calibration protocol,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/88/NW-493188_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Testo_Test-Kit_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Testo_Test-Probe_Application.pdf,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Testo_Test-Kit_Instruction_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,P690820,"Javac Edge PTFE braided hose 48"" Stainless Steel",Javac,71.85,"This Javac Edge Supahose 48"" flexible refrigerant hose is made of stainless steel with PTFE lining and offers a 1/4"" SAE connection.","Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Javac Edge PTFE braided hose 48"" Stainless Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/21/NW-690816_690821_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,P671026,"Refcomm LGL N4-6 long flared nut 3/8""",Refcomm,6.62,"This Refcom LGL 3/8"" long flare nut is made of brass","Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Refcomm LGL N4-6 long flared nut 3/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/26/NW-671025_671026_wm.jpg,,,,,,LGL,,,N,Brass,N4-6,Flared Nut,N,,Made of Brass,"Sizes in 3/8""",3/8,,3/8,Flare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,P337368,Fieldpiece jl micron gauge with alarm int,Fieldpiece,335.91,"Offering reliable evacuation measurements, the Fieldpiece JL micron gauge with alarm is designed with a reliable, leakproof seal, reversible angled coupler and a cylindrical design for easy fitting into challenging spots. Suitable for standalone use via the built-in display, the JL can also wirelessly connect to the Job Link System app or the SMAN digital manifold display. In addition, this tool offers three ways to view found values with level, bar graph and rate meter options. Weather-resistant, this A2L compatible gauge has a robust over-molded construction for excellent impact resistance.",Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Fieldpiece jl micron gauge with alarm int,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/68/337368_wm.jpg,,,,,,,,,N,,MG44INT,Digital Vacuum gauge-(wireless),N,,With 1/4” SAE male fitting,60 bar overpressure sensor,,,,,"Accuracy of ±(5% of reading + 5 microns) at 25°C, 50 - 2000 microns","Range of 50 - 25,000 microns mercury, 6 - 3333 Pascals, 0.06 - 33.33 mBar, 50 - 25,000 mTorr, 0.05 - 25 Torr",,,,,,,,,,,"Best resolution of 1 micron of mercury (below 2000 microns), 1 Pascal (below 250 Pascals), 0.001 mBar (below 2.5 mBar), 1 mTorr (below 2000 mTorr), 0.001 Torr (below 2.5 Torr, equivalent to mmHg)",With 2x AA alkaline batteries with typical 40 hours life,,N/A,60 bar over pressure sensor,N/A,1,Auto power off after 15 minutes default (APO adjustable),Wireless range of 300M line of sight,2.4 GHz radio frequency,Operates in -10 to 50°C at <lt/>75% RH,Suitable for storage temperature of -20 to 60°C at <lt/>80% RH (batteries removed),IP54 protection,,,,,,,,,,,,,,,,,,,,
65,P671079,"Refcomm LGL U3-4B connector male flared x national pipe thread fuel 1/4 x 1/4""",Refcomm,4.97,"This Refcom LGL 1/4 x 1/4"" male flare x FPT coupling is made of brass.","Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Refcomm LGL U3-4B connector male flared x national pipe thread fuel 1/4 x 1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/79/NW-671078_671079_wm.jpg,,,,,,LGL,,,N,Brass,U3-4B,Connector,N,,Made of Brass,"Sizes in 1/4""",1/4 x 1/4,,14,Flare,,,Male x Female,FPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,P670996,"Refcomm LGL B1-8 copper flared seal cap 1/2""",Refcomm,1.86,"This Refcom LGL 1/2"" flare seal cap is made of copper.","Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Refcomm LGL B1-8 copper flared seal cap 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/97/NW-670995_670997_wm.jpg,,,,,,LGL,,,N,Copper,B1-8,Flare Seal Cap,N,,De-greased copper,Specifically designed for ACR,1/2,,12,Flare,Can be used in assemblies subject to pressure equipment directive,Safety factor of at least 3 applied as a recommended maximum working pressure,,,,,,,,,,,Manufactured to ASME B1622 - 2001 standards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,P671299,"Parker 48F 48F-4-2 male flanged x male pipe thread half union 1/4 x 1/8""",Parker,3.64,"Made of brass, this Parker 48F 1/4 x 1/8"" male connector with 7/16-20 thread size is an economical choice for a metal-to-metal seal in high pressure service. It is resistant to mechanical pull out and offers positive connections to ensure reliability and safety. Flare fittings are a suitable alternative to solder joints where an open flame shouldn't be used.","Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Parker 48F 48F-4-2 male flanged x male pipe thread half union 1/4 x 1/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/01/NW-671299_671301_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Parker_Brass_Fittings_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,P671034,"Refcomm LGL N5-4 long flared nut 1/4""",Refcomm,2.52,"This Refcom LGL 1/4"" flare cap nut is made of brass","Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Refcomm LGL N5-4 long flared nut 1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/34/NW-671034_wm.jpg,,,,,,LGL,,,N,Brass,N5-4,Flared Nut,N,,Made of Brass,"Sizes in 1/4""",1/4,,14,Flare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,P671104,"Refcomm LGL UR3-46 reducer female flared x male flared 1/4 x 3/8""",Refcomm,7.29,"This Refcom LGL 1/4 x 3/8"" female flare x male flare reducer is made of brass.","Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Refcomm LGL UR3-46 reducer female flared x male flared 1/4 x 3/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/04/NW-671104_wm.jpg,,,,,,LGL,,,N,Brass,UR3-46,Reducer,N,,Made of Brass,"Sizes in 1/4 x 3/8""",1/4 x 3/8,,1/4 x 3/8,Flare,,,Female x Male,Flare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,P671154,"Refcomm B2-8 flared copper gasket 1/2"" (Pack of 10)",Refcomm,1.86,"This Parker refrigeration grade 1/2"" flared gasket is made of copper.","Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Refcomm B2-8 flared copper gasket 1/2"" (Pack of 10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/55/NW-671153_671155_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Parker_CA_Fittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,P680120,Javac high pressure gauge R22/R134A/R404A/R407C 80mm,Javac,31.57,"This robust brass Javac 80MMHP 34 bar pressure gauge offers easy to read measurements in R-22, R-134A, R-407C and R-404A refrigerants.",Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Javac high pressure gauge R22/R134A/R404A/R407C 80mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/20/NW-680120_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Javac_HP-LP-Gauge_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,P680119,Javac low pressure gauge R22/R134A/R404A/R407C 80mm,Javac,31.57,"This robust brass Javac 80MMLP 8 bar pressure gauge offers easy to read measurements in R-22, R-134A, R-407C and R-404A refrigerants.",Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Javac low pressure gauge R22/R134A/R404A/R407C 80mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/19/NW-680119_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Javac_HP-LP-Gauge_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,P337393,Fieldpiece MR45INT A2L digital recovery machine 110V,Fieldpiece,1237.85,"With onboard system monitoring, the Fieldpiece MR45 110V recovery machine is able to adjust motor performance to handle liquid while running faster than ever on vapour. Stepping up low voltage at the power plug for maximum motor power if high voltage drop causes issues, this machine is designed with a 1HP motor and large condenser for reliability even on the hottest and lengthiest of jobs. Lightweight at under 10kg and able to withstand driving rain, MR45 features an easy-read display and single dial as well as straight hose connection ports ensuring ease of use in any situation.",Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Fieldpiece MR45INT A2L digital recovery machine 110V,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/93/337393_wm.jpg,,,Black/Yellow,,,,,,N,,MR45UK,Digital Recovery Machine,N,,Protects from voltage drop,Runs as low as 190 VAC,,,,,Single dial self purge,2x RPMs (3000) and 2x horsepower (1HP) with DC motor,,,,,,,,,,,Extra large condenser cools faster on hot days,Weighs 9.98kg,,All A1 & A2L refrigerants,,,,Water resistance withstands direct rain,With easy access ports,"Long life, low friction using ceramic cylinders",With dual cylinder compressor,Simple hose connections,Built in power cord storage,110,20 hg to 600,Large backlit display shows status messages,"A2L ready, including R33",,,,,,,,,,,,,,,,
74,P688499,"Javac Refco heavy duty hose comes with ball valve 72"" Red",Javac,41.35,"This Javac Refco CA-CL-72-R 72"" length single hose with ball valve is supplied in red colour.","Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Javac Refco heavy duty hose comes with ball valve 72"" Red",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/99/NW-688499_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,P690817,"Javac Edge PTFE braided hose 24"" Stainless Steel",Javac,48.32,"This Javac Edge Supahose 24"" flexible refrigerant hose is made of stainless steel with PTFE lining and offers a 1/4"" SAE connection.","Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Javac Edge PTFE braided hose 24"" Stainless Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/21/NW-690816_690821_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,P337375,Fieldpiece manifold 4valve,Fieldpiece,873.36,"Designed with many years of feedback from A/C and refrigeration specialists in mind, the Fieldpiece SMAN four valve digital refrigerant manifold is a tough unit packed with advanced features developed to help streamline the way you work while also providing customers with the support they require. Toughly resistant, SM480VINT incorporates a heavy duty waterproof casing for operation in all conditions along with a reinforced hook, hermetically sealed sight glass and impact resistant screen. Protected, well-located thermocouple ports also protect the unit from unnecessary damage.",Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Fieldpiece manifold 4valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/75/337375_wm.jpg,,,,,,,,,N,,SM480VINT,Ground Drainage,N,,With micron gauge,Reliably robust build,,,,,Includes data logging feature,Temperature compensated system tightness test,,,,,,,,,,,Capable of sending and receiving wireless readings,300M wireless range,,R11 R12 R13 R22 R23 R32 R113 R114 R115 R116 R123 R124 R125 R134A R236FA R245FA R290 R401A R401B R402A R402B R403B R404A R406A R407A R407C R407F R408A R409A R410A R413A R414A R414B R416A R417A R417C R420A R421A R421B R422A R422B R422C R422D R424A R427A R4,,Yes,,350 hour battery life,Protected thermocouple jacks suitable for outdoor remperatures,R32(A2L) ready,IP54 protected,,,,,,,,,,,,,,,,,,,,,,
77,P671156,"Refcomm LGL B2-12 flared copper gasket 3/4""",Refcomm,2.65,"This Refcom LGL 3/4"" flare gasket is made of copper.","Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Refcomm LGL B2-12 flared copper gasket 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/56/NW-671156_wm.jpg,,,,,,LGL,,,N,Copper,B212,Gasket,N,,De-greased copper,Specifically designed for ACR,3/4,,3/4,Flare,Can be used in assemblies subject to pressure equipment directive,Safety factor of at least 3 applied as a recommended maximum working pressure,,,,,,,,,,,Manufactured to ASME B1622 - 2001 standards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
