,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Attachment 8,Attachment 9,Attachment 10,Attachment 11
43,P686305,Whirlpool Embraco Aspera T2178GK LBP capacitive start and run compressor box (R404A),Whirlpool,307.91,"Supplied with a capillary tube or expansion valve device, the Whirlpool Embraco Aspera 1HP, single phase hermetic reciprocating compressor is designed for refrigeration applications, offering quiet operation, reliable use and a compact design. This single phase model is supplied with the necessary electrical components.",Refrigeration/Compressors/Hermetic Reciprocating Compressors/Hermetic Reciprocating Compressors.csv -> Whirlpool Embraco Aspera T2178GK LBP capacitive start and run compressor box (R404A),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/05/NW-686305_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Embraco_Compressors_Catalogue_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Embraco_686305_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Whirlpool_HVACR_C_Spares_Catalogue.pdf,,,,,,,,
44,P686973,Tecumseh AE2 AE4430Y-FZ1A 1 phase (Voltage Code-FZ) hermetic compressor (R134A),Tecumseh,198.41,"Suitable for residential and commercial air conditioning and refrigeration, the Tecumseh AE2 1/4HP, single phase hermetic reciprocating compressor uses pistons driven by a crankshaft to deliver refrigerant at high pressure from the low side to the high side of a refrigeration system. This compressor is particularly well-suited to use in food service and walk-in coolers.",Refrigeration/Compressors/Hermetic Reciprocating Compressors/Hermetic Reciprocating Compressors.csv -> Tecumseh AE2 AE4430Y-FZ1A 1 phase (Voltage Code-FZ) hermetic compressor (R134A),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/76/NW-686972_686976_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Tecumseh_Europe_181030_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/Tecumseh_General_Service_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Tecumseh_General_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tecumseh_686973_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Tecumseh_686973_PerformanceDatasheet.pdf,,,,,,
45,P656376,Tecumseh FH 4525Y-XG 3 phase compressor HP with tube connections 380 - 420V,Tecumseh,796.1,"The Tecumseh FH4525Y-XG1A 342 to 462V reciprocating compressor uses pistons driven by a crankshaft, allowing for the high pressure delivery of refrigerant from low side to high side of your refrigeration system.",Refrigeration/Compressors/Hermetic Reciprocating Compressors/Hermetic Reciprocating Compressors.csv -> Tecumseh FH 4525Y-XG 3 phase compressor HP with tube connections 380 - 420V,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/76/NW-656376_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tecumseh_FH4525Y-XG1A_Technical.pdf,,,,,,,,,,
46,P686386,Whirlpool Embraco Aspera NE6187Z HBP hermetic compressor (R134A),Whirlpool,178.69,"Supplied with a capillary tube or expansion valve device, the Whirlpool Embraco Aspera 1/3HP, single phase hermetic reciprocating compressor is designed for refrigeration applications, offering quiet operation, reliable use and a compact design. This single phase model is supplied with the necessary electrical components.",Refrigeration/Compressors/Hermetic Reciprocating Compressors/Hermetic Reciprocating Compressors.csv -> Whirlpool Embraco Aspera NE6187Z HBP hermetic compressor (R134A),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/86/NW-686386_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Embraco_Compressors_Catalogue_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Embraco_686386_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Whirlpool_HVACR_C_Spares_Catalogue.pdf,,,,,,,,
47,P686384,Whirlpool Embraco Aspera EMT6170Z HBP hermetic compressor (R134A),Whirlpool,158.26,"Supplied with a capillary tube or expansion valve device, the Whirlpool Embraco Aspera 1/3HP, single phase hermetic reciprocating compressor is designed for refrigeration applications, offering quiet operation, reliable use and a compact design. This single phase model is supplied with the necessary electrical components.",Refrigeration/Compressors/Hermetic Reciprocating Compressors/Hermetic Reciprocating Compressors.csv -> Whirlpool Embraco Aspera EMT6170Z HBP hermetic compressor (R134A),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/84/NW-686384_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Embraco_Compressors_Catalogue_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Embraco_686384_Technical.pdf,,,,,,,,,
48,P686371,Whirlpool Embraco Aspera T6222GK MBP hermetic compressor (R404A),Whirlpool,332.62,"Supplied with a capillary tube or expansion valve device, the Whirlpool Embraco Aspera 1HP, single phase hermetic reciprocating compressor is designed for refrigeration applications, offering quiet operation, reliable use and a compact design. This single phase model is supplied with the necessary electrical components.",Refrigeration/Compressors/Hermetic Reciprocating Compressors/Hermetic Reciprocating Compressors.csv -> Whirlpool Embraco Aspera T6222GK MBP hermetic compressor (R404A),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/71/NW-686371_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Embraco_Compressors_Catalogue_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Whirlpool_HVACR_C_Spares_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Embraco_686371_Technical.pdf,,,,,,,,
49,P683645,Maneurop MTZ MTZ40JH4AVE 3 phase reciprocating compressor,Maneurop,1006.09,"Manufactured using high quality components, the Maneurop MTZ 3.3HP, three phase hermetic reciprocating compressor is suitable for applications with a wide range of operating conditions and offers a long product life. Designed for medium and high evaporating temperature applications, the MT benefits from internal motor protection, a high efficiency circular valve design and high torque motors.",Refrigeration/Compressors/Hermetic Reciprocating Compressors/Hermetic Reciprocating Compressors.csv -> Maneurop MTZ MTZ40JH4AVE 3 phase reciprocating compressor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/46/NW-683636_683646_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Danfoss_MT_MTZ_NTZ_VTZ_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Maneurop_MT_MTZ_Application_Guide.pdf,,,,,,,,,
50,P686976,Tecumseh AE2 AE4456Y-FZ1C 1 phase (Voltage Code-FZ) hermetic compressor (R134A),Tecumseh,276.78,"Suitable for residential and commercial air conditioning and refrigeration, the Tecumseh AE2 1/2HP, single phase hermetic reciprocating compressor uses pistons driven by a crankshaft to deliver refrigerant at high pressure from the low side to the high side of a refrigeration system. This compressor is particularly well-suited to use in food service and walk-in coolers.",Refrigeration/Compressors/Hermetic Reciprocating Compressors/Hermetic Reciprocating Compressors.csv -> Tecumseh AE2 AE4456Y-FZ1C 1 phase (Voltage Code-FZ) hermetic compressor (R134A),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/76/NW-686972_686976_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Tecumseh_Europe_181030_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Tecumseh_686976_PerformanceDatasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tecumseh_686976_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/Tecumseh_General_Service_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Tecumseh_General_Catalogue.pdf,,,,,,
51,P683656,Maneurop NTZ NTZ068A4LR1B 3 phase reciprocating compressor,Maneurop,602.41,"This Maneurop NTZ 2.3HP, three phase commercial hermetic reciprocating compressor is designed for use in low evaporating temperature applications. Replacing the LTZ range, the NTZ series is engineered as a true low temperature compressor, optimised with R404A at -35°C with an extended evaporating temperature range from -45 to -10°C with no need for a liquid injection system. Operable at a return gas temperature (suction gas temperature) of 20°C, even at low evaporating temperatures, NTZ components are precision engineered for a long product life while a large internal free volume helps to reduce the risk of liquid hammering. The NTZ's electrical motor is fully suction gas cooled so no additional body cooling is required, allowing insulation with an acoustic hood.",Refrigeration/Compressors/Hermetic Reciprocating Compressors/Hermetic Reciprocating Compressors.csv -> Maneurop NTZ NTZ068A4LR1B 3 phase reciprocating compressor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/56/NW-683655_683656_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_MD_8555016_K_MFR_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/og/Danfoss_CmrclCompressorParts_Catalog.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_683656_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_MD_8555014_O_MFR_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/lr/tn/Danfoss_Cmrcl_Compressors_AS_Dclrtn.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Maneurop_Huile_Ester_175PZ_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ri/al/Maneurop_MTMTZNTZ_Promotion_Material.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Danfoss_MT_MTZ_NTZ_VTZ_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/id/es/Maneurop_NTZ_Compressors_Appl_Guides.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_MD_8555032_D_MFR_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_MD_8555030_F_MFR_Declaration.pdf
52,P656348,Tecumseh FH 2480Z-XC compressor with tube connections 230V,Tecumseh,864.24,"The Tecumseh FH2480Z-XC3A 220 to 240V reciprocating compressor uses pistons driven by a crankshaft, allowing for the high pressure delivery of refrigerant from low side to high side of your refrigeration system.",Refrigeration/Compressors/Hermetic Reciprocating Compressors/Hermetic Reciprocating Compressors.csv -> Tecumseh FH 2480Z-XC compressor with tube connections 230V,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/48/NW-656348_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tecumseh_FH2480Z-XC3A_Technical.pdf,,,,,,,,,,
53,P683660,Maneurop NTZ NTZ048A5LR1B 1 phase reciprocating compressor,Maneurop,517.21,"This Maneurop NTZ 1.8HP, single phase commercial hermetic reciprocating compressor is designed for use in low evaporating temperature applications. Replacing the LTZ range, the NTZ series is engineered as a true low temperature compressor, optimised with R404A at -35°C with an extended evaporating temperature range from -45 to -10°C with no need for a liquid injection system. Operable at a return gas temperature (suction gas temperature) of 20°C, even at low evaporating temperatures, NTZ components are precision engineered for a long product life while a large internal free volume helps to reduce the risk of liquid hammering. The NTZ's electrical motor is fully suction gas cooled so no additional body cooling is required, allowing insulation with an acoustic hood.",Refrigeration/Compressors/Hermetic Reciprocating Compressors/Hermetic Reciprocating Compressors.csv -> Maneurop NTZ NTZ048A5LR1B 1 phase reciprocating compressor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/61/NW-683660_683661_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_MD_8555016_K_MFR_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/og/Danfoss_CmrclCompressorParts_Catalog.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_MD_8555014_O_MFR_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/lr/tn/Danfoss_Cmrcl_Compressors_AS_Dclrtn.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Maneurop_Huile_Ester_175PZ_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ri/al/Maneurop_MTMTZNTZ_Promotion_Material.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Danfoss_MT_MTZ_NTZ_VTZ_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/id/es/Maneurop_NTZ_Compressors_Appl_Guides.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_MD_8555032_D_MFR_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_MD_8555030_F_MFR_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_683660_Technical.pdf
54,P602903,Tecumseh AE2 AE1420Z-FZ1B 1 phase (Voltage Code-FZ) hermetic compressor (R404A),Tecumseh,295.63,"Suitable for residential and commercial air conditioning and refrigeration, the Tecumseh AE2 1/2HP, single phase hermetic reciprocating compressor uses pistons driven by a crankshaft to deliver refrigerant at high pressure from the low side to the high side of a refrigeration system. This compressor is particularly well-suited to use in food service and walk-in coolers.",Refrigeration/Compressors/Hermetic Reciprocating Compressors/Hermetic Reciprocating Compressors.csv -> Tecumseh AE2 AE1420Z-FZ1B 1 phase (Voltage Code-FZ) hermetic compressor (R404A),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/04/NW-602903_602904_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Tecumseh_General_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Tecumseh_602903_PerformanceDatasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tecumseh_602903_Technical.pdf,,,,,,,,
55,P686374,Whirlpool Embraco Aspera NJ9238GK MBP hermetic compressor tube (R404A),Whirlpool,409.82,"Supplied with a capillary tube or expansion valve device, the Whirlpool Embraco Aspera 1 1/2HP, single phase hermetic reciprocating compressor is designed for refrigeration applications, offering quiet operation, reliable use and a compact design. This single phase model is supplied with the necessary electrical components.",Refrigeration/Compressors/Hermetic Reciprocating Compressors/Hermetic Reciprocating Compressors.csv -> Whirlpool Embraco Aspera NJ9238GK MBP hermetic compressor tube (R404A),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/74/NW-686374_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Embraco_Compressors_Catalogue_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Embraco_686374_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Whirlpool_HVACR_C_Spares_Catalogue.pdf,,,,,,,,
56,P686373,Whirlpool Embraco Aspera NJ9232GK MBP hermetic compressor (R404A),Whirlpool,400.03,"Supplied with a capillary tube or expansion valve device, the Whirlpool Embraco Aspera 1 1/4HP, single phase hermetic reciprocating compressor is designed for refrigeration applications, offering quiet operation, reliable use and a compact design. This single phase model is supplied with the necessary electrical components.",Refrigeration/Compressors/Hermetic Reciprocating Compressors/Hermetic Reciprocating Compressors.csv -> Whirlpool Embraco Aspera NJ9232GK MBP hermetic compressor (R404A),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/73/NW-686373_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Embraco_Compressors_Catalogue_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Embraco_686373_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Whirlpool_HVACR_C_Spares_Catalogue.pdf,,,,,,,,
57,P602904,Tecumseh AE2 AE4470Z-FZ3C 1 phase (Voltage Code-FZ) hermetic compressor (R404A),Tecumseh,319.48,"Suitable for residential and commercial air conditioning and refrigeration, the Tecumseh AE2 5/8HP, single phase hermetic reciprocating compressor uses pistons driven by a crankshaft to deliver refrigerant at high pressure from the low side to the high side of a refrigeration system. This compressor is particularly well-suited to use in food service and walk-in coolers.",Refrigeration/Compressors/Hermetic Reciprocating Compressors/Hermetic Reciprocating Compressors.csv -> Tecumseh AE2 AE4470Z-FZ3C 1 phase (Voltage Code-FZ) hermetic compressor (R404A),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/04/NW-602903_602904_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Tecumseh_Europe_181030_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Tecumseh_602904_PerformanceDatasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/Tecumseh_General_Service_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Tecumseh_General_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tecumseh_602904_Technical.pdf,,,,,,
58,P656358,Tecumseh FH 2511Z-XC compressor with tube connections 230V,Tecumseh,887.88,"The Tecumseh FH2511Z-XC3A 220 to 240V reciprocating compressor uses pistons driven by a crankshaft, allowing for the high pressure delivery of refrigerant from low side to high side of your refrigeration system.",Refrigeration/Compressors/Hermetic Reciprocating Compressors/Hermetic Reciprocating Compressors.csv -> Tecumseh FH 2511Z-XC compressor with tube connections 230V,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/58/NW-656358_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tecumseh_FH2511Z-XC3A_Technical.pdf,,,,,,,,,,
59,P689256,Whirlpool Embraco Aspera NEK6213GK hermetic compressor (R404A),Whirlpool,240.43,"Supplied with a capillary tube or expansion valve device, the Whirlpool Embraco Aspera 1/2HP, single phase hermetic reciprocating compressor is designed for refrigeration applications, offering quiet operation, reliable use and a compact design. This single phase model is supplied with the necessary electrical components.",Refrigeration/Compressors/Hermetic Reciprocating Compressors/Hermetic Reciprocating Compressors.csv -> Whirlpool Embraco Aspera NEK6213GK hermetic compressor (R404A),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/56/NW-689256_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Embraco_Compressors_Catalogue_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Embraco_689256_Technical.pdf,,,,,,,,,
60,P686858,Whirlpool Embraco Aspera NT6226GK single phase compressor,Whirlpool,355.89,"Supplied with a capillary tube or expansion valve device, the Whirlpool Embraco Aspera 1HP, single phase hermetic reciprocating compressor is designed for refrigeration applications, offering quiet operation, reliable use and a compact design. This single phase model is supplied with the necessary electrical components.",Refrigeration/Compressors/Hermetic Reciprocating Compressors/Hermetic Reciprocating Compressors.csv -> Whirlpool Embraco Aspera NT6226GK single phase compressor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/58/NW-686858_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Embraco_Compressors_Catalogue_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Embraco_686858_Technical.pdf,,,,,,,,,
