,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Pack Quantity,Range,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Attachment 1,Attachment 2,Attachment 3,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Attachment 4,Attachment 5,Connection Type,Diameter,Approvals,Equal / Unequal,End Connection A size,End Connection C size,Material,Size,Connection Type 1,Depth (mm),Material Type,Finish,Weight,Colour,Warranty,Design Type,Shape,Fittings Included
60,PD00225,Siamp Inlet Valve Spares diaphragm washer,Siamp,4.34,This Siamp diaphragm washer is suitable for side and bottom supplied inlet valves.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Siamp Inlet Valve Spares diaphragm washer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/25/NW-D00225_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Siamp_Product_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PD00231,Siamp Optima replacement seal (49 and 50),Siamp,6.88,This Siamp Optima replacement outlet seal is suitable for inlet valves.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Siamp Optima replacement seal (49 and 50),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/31/NW-D00231_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Siamp_Product_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PC59107,"Masefield Torbeck bottom inlet float valve, telescopic 1/2"" Brass Tail",Masefield,27.03,"Easy to install, this Masefield Torbeck quiet filling bottom inlet telescopic part 4 float valve has a brass tail to prevent cross-threading.","Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Masefield Torbeck bottom inlet float valve, telescopic 1/2"" Brass Tail",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/07/NW-C59107_wm.jpg,,Torbeck,N,367051,Float Valve,N,Equilibrium quiet filling,Reduces water hammer,"1/2"" brass tail",Anti back siphon design prevents contamination of fresh water supply,,,,Fits most cisterns,Manufactured in the UK,Approved to BS 1212 part 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PD00228,Siamp Optima 49 push button,Siamp,12.35,The Siamp Optima 49 push button is for use with a flush valve and is supplied with a chrome spacer shroud to allow flexible installation into cistern lids with 20 - 50mm holes.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Siamp Optima 49 push button,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/28/NW-D00228_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Siamp_Product_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PC58960,"Masefield X-Type front lever 3/8"" with 1/2"" bush",Masefield,12.04,A universal use Masefield X-Type front cistern lever assembly pack includes two bush sizes to guarantee fitting.,"Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Masefield X-Type front lever 3/8"" with 1/2"" bush",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/60/NW-C58960_wm.jpg,,X-Type,N,PTOLEV367093,Front Lever,N,Lever shape for easy flush at the touch of a finger,Standard 110mm spindle,High quality strong metal construction,"Smooth, chrome-plated finish",,,,Compatible with most lever flush toilet cisterns,Supplied with bush nut and plastic adjustable lift arm,"Supplied with 3/8"" and 1/2"" bushes",,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PC58931,Dudley Syvac BS9900 syphonic aspirator,Dudley,34.96,This Dudley Syvac BS9900 aspirator is an air extractor for double trap symphonic pans that use a Thomas Dudley Turbo 88 siphon or Thomas Dudley S7 cascade siphon.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Dudley Syvac BS9900 syphonic aspirator,,Aspirator;Rubber washer,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/31/NW-C58931_wm.jpg,,Syvac,N,PSPSYP313313,Aspirator,N,For use with double trap symphonic pans,Internal siphon hole should be 42mm or larger,Minimum siphon size 74mm,With rubber washer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PB81901,Center CB universal toilet seat hinge White,Center CB,12.37,A Center CB white universal toilet seat hinge.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Center CB universal toilet seat hinge White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/01/NW-B81901_wm.jpg,,,N,20120563,Hinge,N,Compatible with any toilet seat,White colour,,,,,,,,,,,,,,,,,,,,,,,,,Plastic,,,,Plastic,,,,,,,
67,P171207,"Fluidmaster Pro Series Pro45B Brass Be 1/2"" Fill Valve Twinpack (Pair)",Fluidmaster,44.2,"The professional-grade Fluidmaster Pro Series fill valve twin pack with bottom entry and 1/2"" heavy-duty brass shank is designed to meet high standards of performance and quality for minimal maintenance requirements.","Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Fluidmaster Pro Series Pro45B Brass Be 1/2"" Fill Valve Twinpack (Pair)",,2x bottom entry fill valves,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/07/NW-171207_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/13/Fluidmaster_Opella_Catalogue_2013.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Fluidmaster_UK_Catalogue_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PD32482,Ideal Standard Studio E8263AA cistern lever Chrome Plated,Ideal Standard,39.65,"This Ideal Standard Studio 3/8"" chrome-plated cistern lever is for use with the Studio toilet cistern.",Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Ideal Standard Studio E8263AA cistern lever Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/82/NW-D32482_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PD32551,Ideal Standard Twico push button replacement,Ideal Standard,8.53,An Ideal Standard Twico chrome dual flush push button for 290 flush valves.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Ideal Standard Twico push button replacement,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/51/NW-D32551_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PD00778,Siamp Compact 99B bottom entry inlet valve 1/2inch,Siamp,20.72,"Quiet in operation, the Siamp Compact 99B bottom entry inlet valve with 1/2"" plastic end fitting includes a hydraulic closure and adjustable water level with anti-backflow. Easy to maintain with no need to disassemble, this valve is suitable for use as a replacement or new installation.",Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Siamp Compact 99B bottom entry inlet valve 1/2inch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/78/NW-D00778_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Siamp_Compact_99B_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/Siamp_Product_Catalogue_2014.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Siamp_Monaco_InletValve_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PB98874,Thomas Dudley Niagara dualflush pneumatic outlet valve- no cage,Thomas Dudley,35.34,"This Thomas Dudley Niagara pneumatic dual flush valve is a suitable replacement part for most concealed cisterns with push button plates or sensors. Effortless to maintain, this valve does away with the need to disconnect water and dismantle the cistern.",Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Thomas Dudley Niagara dualflush pneumatic outlet valve- no cage,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/74/NW-B98874_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Thomas_Dudley_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PB92114,Thomas Dudley Hydroflo tail side inlet valve Brass,Thomas Dudley,17.53,This Thomas Dudley Hydroflo side inlet valve with brass tail is suitable for low and high pressure water supplies and has been pressure tested from 0.1 - 20 bar.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Thomas Dudley Hydroflo tail side inlet valve Brass,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/14/NW-B92114_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Thomas_Dudley_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PD00665,Roca D2D dual flush drop valve,Roca,33.97,A Roca D2D dual flush valve for toilet cisterns.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Roca D2D dual flush drop valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/65/NW-D00665_wm.jpg,,D2D,N,AH0004800R,Flush Valve,N,Compact body,Dual flush,Suitable for Roca toilet cisterns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PC92769,Ideal Standard flushvalve diaphragm pneumatic,Ideal Standard,1.3,An Ideal Standard pneumatic flush valve diaphragm bellows washer for use in cisterns.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Ideal Standard flushvalve diaphragm pneumatic,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/69/NW-C92769_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PD52831,Ideal Standard Conceala cable valve and button,Ideal Standard,18.23,"This Ideal Standard Conceala wire operated flush valve includes a 1.5"" push button.",Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Ideal Standard Conceala cable valve and button,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/31/NW-D52831_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/IS_Conceala_2_Cistern_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PB79702,"Thomas Dudley BBS Auto Syphons auto syphon for 3 gallon cisterns 1.1/4""",Thomas Dudley,16.86,"A Masefield automatic siphon for 1 1/4"" cisterns.","Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Thomas Dudley BBS Auto Syphons auto syphon for 3 gallon cisterns 1.1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/02/NW-B79702_wm.jpg,,BBS Auto Syphons,N,PURAUT364953,Automatic Syphon,N,"For 3 gallon, 1 1/4"" cisterns",,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,,,,,,,,
77,PB98088,Geberit 380AG fill valve,Geberit,23.64,"Easy and quick to install, this Geberit Type 380AG fill valve is compatible with Geberit concealed cisterns manufactured since 1999 meaning there's no need to completely replace a cistern just because of a broken fill valve.",Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Geberit 380AG fill valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/88/B98088_wm.jpg,,,N,244.595.00.1,Type 380AG Fill Valve,N,For Geberit concealed cisterns,suitable or Geberit Monolith sanitary modules,"Suitable for greywater (rainwater) with pH value 6.0 – 9.5, if filter system is used",For potable water use,,,,Offers adjustable filling height,With threaded brass nipple,Water supply connection on left/right,Backflow prevention type AG (free outlet with overflow),Flow pressure 0.1 - 10 bar,Maximum storage temperature 40°C,Maximum operating temperature of 25°C,"Fulfils requirements in accordance with BS 1212-4:2016, WRAS Section 2075",,,,,,,,,,,,,,,,,,,,,,,
78,PD01504,"Siamp Compact 99T 0.5"" telescopic brass bottom inlet",Siamp,22.95,"Quiet in operation, the Siamp Compact 99T bottom inlet valve with 1/2"" brass end connection includes a hydraulic closure and adjustable water level with anti-backflow. Easy to maintain, this valve is suitable for use as a replacement or new installation.","Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Siamp Compact 99T 0.5"" telescopic brass bottom inlet",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/04/NW-D01504_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Siamp_Compact_99T_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/Siamp_Product_Catalogue_2014.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Siamp_Compact_99T_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PC01022,Masefield Torbeck side inlet float valve,Masefield,16.85,"Easy to install, this Masefield Torbeck quiet filling side inlet telescopic part 4 float valve has a brass tail to prevent cross-threading.",Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Masefield Torbeck side inlet float valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/22/NW-C01022_wm.jpg,,Torbeck,N,367045,Float Valve,N,Equilibrium quiet filling,Reduces water hammer,"1/2"" brass tail",Anti back siphon design prevents contamination of fresh water supply,,,,Fits most cisterns,Manufactured in the UK,Approved to BS 1212 part 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PB82902,Center CB non cranked toilet seat hinge Stainless Steel,Center CB,20.55,A Center CB non-cranked toilet seat hinge in robust stainless steel.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Center CB non cranked toilet seat hinge Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/02/NW-B82902_wm.jpg,,,N,20120547,Hinge,N,Non-cranked,Stainless steel,,,,,,,,,,,,,,,,,,,,,,,,,Stainless Steel,,,,Stainless Steel,,,,,,,
81,PB92117,"Thomas Dudley Turbo S44R syphon 7/9ltr 203mm 8""",Thomas Dudley,33.95,"Suitable for high and low level use, the Thomas Dudley Turbo S44R 8"" two part siphon can be used as a replacement in most lever operated ceramic or concealed cisterns. The two part design of this smart siphon makes maintenance easy, simply lifting out with no need to turn off water and take the cistern apart, meaning that servicing can be completed in five minutes.","Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Thomas Dudley Turbo S44R syphon 7/9ltr 203mm 8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/17/NW-B92117_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Thomas_Dudley_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PB90523,Thomas Dudley Flush Buttons round dual flush pneumatic push button 51mm Chrome Plated,Thomas Dudley,32.77,A Thomas Dudley dual flush button with polished chrome finish.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Thomas Dudley Flush Buttons round dual flush pneumatic push button 51mm Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/23/NW-B90523_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Thomas_Dudley_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PB97708,"Wirquin Metro Rapid 3 part syphon 6/9litre 9""",Wirquin,16.49,This Wirquin Metro Rapid oblong siphon includes an easy to remove upper section for straightforward maintenance and replacement with no need to remove the toilet cistern.,"Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Wirquin Metro Rapid 3 part syphon 6/9litre 9""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/08/NW-B97708_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/8-/19/Wirquin_Product_Catalogue_UK_2018-19.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wirquin_Metro_Rapid_Siphon_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PB12982,"Siamp Dudley side entry compact float valve 3.8""",Siamp,26.57,"A Siamp 3.8"" compact side entry float valve.","Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Siamp Dudley side entry compact float valve 3.8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/82/B12982_wm.jpg,,Dudley,N,367037,Float Valve,N,3/8” inlet,Brass Tail,WRAS Approved,BS1212 Part 4 Equilibrium Quiet Filling,,,,Anti-siphon design prevents contamination of fresh water supply,Compact - float supplied,Easy to install,10 Year Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PB12978,"Dudley Hydroflo compact float water saving pedestal inlet valve 8.5""",Dudley,23.75,"Suitable for plastic or ceramic exposed or concealed cisterns, this Dudley Hydroflo 216mm air gap compact float valve is a handy replacement part. A compact delay fill model, this float helps to save on water by only allowing for cistern refill after flushing completes. Uniquely designed, the incorporated float arm ensures the float won't detach under any circumstances.","Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Dudley Hydroflo compact float water saving pedestal inlet valve 8.5""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/78/NW-B12978_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Dudley_Hydroflo_Inlet_Valves_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Dudley_Hydroflo_Inlet_Valves_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PD81444,"Ideal Standard Crescent finger push button, pneumatic dual flush",Ideal Standard,22.57,"Offering a smart modern design, this Ideal Standard Crescent pneumatic dual flush push button is intended to complement Conceala 2 cisterns.","Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Ideal Standard Crescent finger push button, pneumatic dual flush",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/44/D81444_wm.jpg,,,N,S1084AA,push button,N,Suitable for Conceala 2 pneumatic cistern,Push-button actuation,Dual flush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PB12979,"Dudley Hydroflo compact float water saving pedestal inlet valve 9.5""",Dudley,20.5,"This Dudley Hydroflo float valve is a compact, water saving design for a 9.5"" pedestal inlet valve.","Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Dudley Hydroflo compact float water saving pedestal inlet valve 9.5""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/79/B12979_wm.jpg,,Hydroflo,N,PSPBVH370911,Float Valve,N,Stylish chrome plated pushbutton sits neatly in the cistern lid and incorporates easily recognisable segments for full and reduced flushes,Bayonet fitting enables valve body to be simply removed from the cistern,Maintenance can then be carried out in minutes without disconnecting the water supply or dismantling the cistern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PJ57814,Twyford Total total install fixing kit,Twyford,36.32,"This Twyford Total installation kit comes complete with a basin bracket for 550, 600 and 650mm wash basins.",Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Twyford Total total install fixing kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/14/NW-J57814_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Twyford_Total_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PJ89102,Ideal Standard side action lever Chrome Plated,Ideal Standard,14.43,"Made of robust plastic, this Ideal Standard cistern lever with chrome-plated finish is compatible with the Montana toilet cistern.",Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Ideal Standard side action lever Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/02/NW-J89102_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PB90522,Thomas Dudley Dudley kit w for upto wall duct 130mm Chrome Plated,Thomas Dudley,22.74,This Thomas Dudley lever assembly with lift arm kit is suitable for walls and ducts up to 130mm.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Thomas Dudley Dudley kit w for upto wall duct 130mm Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/22/NW-B90522_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/TDudley_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PD00229,Siamp Optima 50 push button,Siamp,12.35,The easy-clean Siamp Optima 50 push button clips into the cable block for simple installation.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Siamp Optima 50 push button,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/29/NW-D00229_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Siamp_Product_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PC01002,Thomas Dudley Dudley natural fin type flushpipe connector,Thomas Dudley,0.61,Flush pipe connector for 38mm flush pipes.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Thomas Dudley Dudley natural fin type flushpipe connector,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/02/C01002_wm.jpg,,Dudley,N,PTOFLS370220,Flush Pipe Connector,N,Internal flush pipe cone,"For 38mm (1 1/2"") flush pipes",Fits to rear inlet of pan,EVA/polythene construction,,,,Clear colour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
