,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Attachment 8,Attachment 9,Attachment 10,Attachment 11,Range,Warranty,Weight,Phase,Refrigerant Suitability,Hazardous,Depth (mm),Seasonal Efficiency Energy Label Heating,Seasonal Efficiency Energy Label Cooling,Nominal Heating (kW),Max Sound Pressure,Nominal Cooling (kW),Max Airflow (m/min),Min Air Flow (m/min),Min Sound Pressure,Fuse Size (A),Pipe Size Diameter - Gas,Pipe Size Diameter - Liquid,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Pack Quantity,Feature 12,Feature 13
39,P696857,Daikin FXAQ63A R410A Vrv Wall Mounted Unit,Daikin,752.4,"Suitable rooms of just about any shape or size, the Daikin VRV range of indoor air conditioning units with five discharge angles is user friendly, highly reliable and quiet in operation. Compliant with eco-design legislation, these units incorporate specially designed DC fans for excellent levels of energy efficiency.",Air Conditioning/Daikin R32 Indoor Units/Daikin R32 Indoor Units.csv -> Daikin FXAQ63A R410A Vrv Wall Mounted Unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/57/NW-696851_696857_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_m/an/Daikin_FXAQ15_4PEN494113_Operat_Man.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FXAQ-A_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_FXAQ-A_4PEN494115_1C_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_FXAQ-A_RoHS_Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,P619140,Daikin Bluevolution FHA71A9 R32 Ceiling Suspended Unit 7KW,Daikin,1145.19,"Blending effortlessly into any interior, the Daikin Bluevolution ceiling suspended air conditioning unit provides comfortable air flow, even in wide rooms, harnessing the Coanda effect with a discharge angle of up to 100°. Sleekly designed, the Bluevolution's flaps close completely with no air intake grilles visible when the unit isn't in use.",Air Conditioning/Daikin R32 Indoor Units/Daikin R32 Indoor Units.csv -> Daikin Bluevolution FHA71A9 R32 Ceiling Suspended Unit 7KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/43/NW-619137_619143_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FHA_140AVEBFAT_Photo_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_FHA-A_4PEN469440-1G_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FHA35-140AVEB_Operat_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Daikin_FHA-A_RZASG-M_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/de/cl/Daikin_FHA-A_RoHS_Decl.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,P619146,Daikin Bluevolution FFA50A9 R32 Cassette 600 X 600Mm 5KW,Daikin,664.64,"With its fully flat cassette, the Daikin Bluevolution indoor air conditioning unit fits flush with ceiling panels for a discreet install that leaves room for speakers, sprinklers and lights in adjacent tiles. This unit features the very latest energy saving functions that maintain and enhance user comfort, including a presence sensor proven to reduce energy consumption up to 27% and an advanced controller for complete control over the user's local environment.",Air Conditioning/Daikin R32 Indoor Units/Daikin R32 Indoor Units.csv -> Daikin Bluevolution FFA50A9 R32 Cassette 600 X 600Mm 5KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/47/NW-619144_619147_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_FFA-A_4PEN456960-1B_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ec/la/Daikin_FFA25-60A_3P418197_RoHS_Decla.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FFA-A_RXM-M9_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FFA25_60A2VEBFAT_Photo_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FFA25_60A2VEB_Photo_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_FFA-A_Install_Ref_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,P652792,Daikin Perfera FTXM50R R32 Wall Mount 5.0KW,Daikin,366.39,"Quiet in operation and attractively designed, the Daikin Perfera wall-mounted indoor air conditioning unit incorporates flash streamer technology for powerful air purification. Suitable for app control, this split unit gives you complete power over your home comfort, allowing you to choose your ideal temperature before setting foot inside the house.",Air Conditioning/Daikin R32 Indoor Units/Daikin R32 Indoor Units.csv -> Daikin Perfera FTXM50R R32 Wall Mount 5.0KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/94/NW-652788_652794_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_CTXM_FTXM_ATXM_R_Ref_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FTXM_R_RXM_R_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_CTXM_FTXM_ATXM_R_Oprtn_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Daikin_CTXM_FTXM_ATXM_R_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,P619145,Daikin Bluevolution FFA35A9 R32 Cassette 600 X 600Mm 3.5KW,Daikin,569.94,"With its fully flat cassette, the Daikin Bluevolution indoor air conditioning unit fits flush with ceiling panels for a discreet install that leaves room for speakers, sprinklers and lights in adjacent tiles. This unit features the very latest energy saving functions that maintain and enhance user comfort, including a presence sensor proven to reduce energy consumption up to 27% and an advanced controller for complete control over the user's local environment.",Air Conditioning/Daikin R32 Indoor Units/Daikin R32 Indoor Units.csv -> Daikin Bluevolution FFA35A9 R32 Cassette 600 X 600Mm 3.5KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/47/NW-619144_619147_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_FFA-A_4PEN456960-1B_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ec/la/Daikin_FFA25-60A_3P418197_RoHS_Decla.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FFA25_60A2VEB_Photo_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FFA25_60A2VEBFAT_Photo_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FFA-A_RXM-M9_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_FFA-A_Install_Ref_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,P613534,Daikin FTXJ50AB Emura Wall Mount Indoor 5 KW Black,Daikin,658.44,"Compatible with R32 refrigerant, the Daikin Emura 5kW indoor wall mount in matte black offers a range of impressive features for better comfort and efficiency as well a healthier environment. Improving temperature distribution throughout a room, this wall mount has specially designed flaps and an intelligent thermal sensor for constantly even temperatures in every corner while also using an inbuilt Flash Streamer to break down pollen and other allergens via clever electron-based technology. A quiet, stylish unit, the Emura is app-compatible for even better flexibility and convenience.",Air Conditioning/Daikin R32 Indoor Units/Daikin R32 Indoor Units.csv -> Daikin FTXJ50AB Emura Wall Mount Indoor 5 KW Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/34/613534_wm.jpg,,,,,,,,,,,,,,12,1,R-32,N,212,,,,,,,,,,12.7,6.35,FTXJ50AB,Wall mounted unit,N,Coanda effect optimises the airflow for a comfortable climate,Specially designed flaps for focused airflow,Intelligent thermal sensor determines current room temperature and distributes air evenly,Heat boost reaches temperature 14% faster than regular air conditioners,Flash Streamer breaks down allergens and removes odours,Voice command via Amazon Alexa or Google Assistant,Compatible with Onecta app for internet control,Whisper-quiet in operation with sound levels down to 19dBA,,,,1,,
45,P697140,Daikin SkyAir FCAG140B Round Flow Cassette 14KW,Daikin,1280.6,"Improving efficiency and comfort, the Daikin SkyAir cassette incorporates 360° round flow technology and R-32 Bluevolution for a reduced environmental impact, helping it to acheieve an A+ seasonal efficiency rating for heating and A++ for cooling. Cleverly designed, this round flow casette uses up-to-the-minute technology to ensure balanced and comfortable flow, even in the most awkwardly shaped rooms.",Air Conditioning/Daikin R32 Indoor Units/Daikin R32 Indoor Units.csv -> Daikin SkyAir FCAG140B Round Flow Cassette 14KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/41/NW-697134_697141_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_FCAG-B_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_SkyAir_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_FCAG-B_Ref_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,P696832,Daikin Stylish FTXA50AW R32 5.0KW White Indoor,Daikin,569.94,"Ideal for small rooms up to around 20M² in size, the Daikin Stylish Bluevolution wall-mounted indoor air conditioning unit combines ultra-quiet operation with convenient controllability via the Daikin Residential app or using your home digital assistant. The attractively designed Stylish reduces consumption and saves on bills, using R32 refrigerant for an efficiency boost.",Air Conditioning/Daikin R32 Indoor Units/Daikin R32 Indoor Units.csv -> Daikin Stylish FTXA50AW R32 5.0KW White Indoor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/32/NW-696828_696832_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ec/la/Daikin_FTXA15_50AW_RoHS_Decla.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ec/la/Daikin_FTXA15_50AW_Eco_Decla.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FTXA20_50AW_Operation_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FTXA-AB_RXA-AB_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_FTXA20_50AW_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_FTXA20_50AW_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,P697136,Daikin SkyAir FCAG60B Round Flow Cassette 6KW,Daikin,707.12,"Improving efficiency and comfort, the Daikin SkyAir cassette incorporates 360° round flow technology and R-32 Bluevolution for a reduced environmental impact, helping it to acheieve an A+ seasonal efficiency rating for heating and A++ for cooling. Cleverly designed, this round flow casette uses up-to-the-minute technology to ensure balanced and comfortable flow, even in the most awkwardly shaped rooms.",Air Conditioning/Daikin R32 Indoor Units/Daikin R32 Indoor Units.csv -> Daikin SkyAir FCAG60B Round Flow Cassette 6KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/41/NW-697134_697141_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_FCAG-B_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_SkyAir_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_FCAG-B_Ref_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,P619161,Daikin Sky Air Advance FBA140A R32 Ducted Unit 14KW,Daikin,1558.49,"Quiet and efficient, the Daikin Sky Air Advance ducted air conditioning unit incorporates an inverter fan designed to adapt available pressure for ideal comfort in all conditions. By lowering the fan revolutions, this helps to not only reduce energy consumption but make the unit significantly quieter too. Just 245mm tall, this compact unit is easily concealed for discreet installation.",Air Conditioning/Daikin R32 Indoor Units/Daikin R32 Indoor Units.csv -> Daikin Sky Air Advance FBA140A R32 Ducted Unit 14KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/61/NW-619155_619161_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FBA35P_18031_Photo_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FBA_4PEN456964-1C_Oper_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_FBA-A_4PEN456962-1E_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_FBA-A_RoHS_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FBA-A_RZASG_102AA_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_4PEN550955_Install_Ref_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FBA35P_17116_Photo_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_FBA-A_4PEN543324-2_User_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,P619520,Daikin FAA100B Wall Mounted Sky Air Indoor 10KW,Daikin,988.55,"Helping to minimise your environmental impact, the Daikin Sky FAA-B 10kW wall-mounted air conditioning unit uses R-32 Bluevolution technology, meaning there's no need to use the more harmful R-410A. This means not only reduced energy use but a 16% lower refrigerant charge too. Designed to fit into most interiors, the smart Sky FAA-B has a front panel conceived for ease of cleaning and a lightweight, flexible design for simplified installation.",Air Conditioning/Daikin R32 Indoor Units/Daikin R32 Indoor Units.csv -> Daikin FAA100B Wall Mounted Sky Air Indoor 10KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/20/NW-619519_619520_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/oc/DKN_FAA-B_Safety_DoC.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/DKN_FAA-B_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/oc/DKN_FAA-B_Eco_DoC.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/DKN_FAA-B_Reference_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/oc/DKN_FAA-B_RoHS_DoC.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,P696830,Daikin Stylish FTXA35AW R32 3.5KW White Indoor,Daikin,432.77,"Ideal for small rooms up to around 20M² in size, the Daikin Stylish Bluevolution wall-mounted indoor air conditioning unit combines ultra-quiet operation with convenient controllability via the Daikin Residential app or using your home digital assistant. The attractively designed Stylish reduces consumption and saves on bills, using R32 refrigerant for an efficiency boost.",Air Conditioning/Daikin R32 Indoor Units/Daikin R32 Indoor Units.csv -> Daikin Stylish FTXA35AW R32 3.5KW White Indoor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/32/NW-696828_696832_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ec/la/Daikin_FTXA15_50AW_RoHS_Decla.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ec/la/Daikin_FTXA15_50AW_Eco_Decla.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FTXA20_50AW_Operation_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_FTXA20_50AW_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FTXA-AB_RXA-AB_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_FTXA20_50AW_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,P613536,Daikin Emura FTXJ50AW Emura Wall Mount Indoor 5 KW White (1),Daikin,598.26,"Finished in matte Crystal White, the Daikin Emura 5kW wall-mounted indoor air conditioning unit has a sleek design to blend seamlessly into smart modern interiors. This air con unit makes use of the Coanda effect, optimising airflow for comfort and using specially designed flaps for improved temperature distribution throughout a space. Employing an intelligent thermal sensor, the Emura can determine a room's temperature and distributes air evenly before using an airflow pattern to direct cool or warm area specifically to those areas that require it.",Air Conditioning/Daikin R32 Indoor Units/Daikin R32 Indoor Units.csv -> Daikin Emura FTXJ50AW Emura Wall Mount Indoor 5 KW White (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/36/NW-613536_wm.jpg,,,,,,,,,,,,Emura,2 Year,12Kg,1 Phase,R-32,N,212,,,,,,,,,13,12.7 mm,6.35 mm,FTXJ50AW,Indoor Unit,N,Remarkable blend of iconic design and engineering excellence with a silver coloured elegant finish,Coanda effect optimises the airflow for a comfortable climate,"Using specially designed flaps, more focused airflow allows better temperature distribution throughout the whole room",Heat boost quickly heats up the user home when starting up user air conditioner,Set temperature is reached 14% faster than a regular air conditioner (pair only),"Using electrons to trigger chemical reactions with air borne particles, the Flash Streamer breaks down allergens",Voice command via Amazon Alexa or Google Assistant to control main functions,"Onecta app - Control user's indoor from any location with an app, via user local network or internet",,,,1,,
52,P605946,Daikin Sensira FTXF71 R32 Indoor 7.1KW,Daikin,323.0,"Offering high efficiency alongside reliable comfort, the wall-mounted Daikin Sensira FTXF71A indoor split unit is ideal for rooms in constant use. Extremely quiet in operation, this air conditioner has draught-free operation to do away with the irritating chill of direct air and removes airborne dust particles to minimise irritation. Elsewhere, rapid heating and cooling options ensure that the Sensira reacts quickly to your changing needs.",Air Conditioning/Daikin R32 Indoor Units/Daikin R32 Indoor Units.csv -> Daikin Sensira FTXF71 R32 Indoor 7.1KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/46/NW-605944_605946_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Daikin_FTXP_M_FTXF_A_D_ATXF_A_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Daikin_FTXF_A_FTXF_B_RXF_A_B_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_FTXP_M_FTXF_A_D_ATXF_A_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FTXF_D_FTXF_A_Operatns_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Residential_AC_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,P602970,Daikin FTXM35A R32 Wall M Pefera 3.5 KW,Daikin,236.0,"Attractive designed to blend into its surroundings, the Daikin 3.5kW R32 wall-mounted air conditioning unit offers excellent levels of efficiency coupled with unbeatable comfort. Fitted with a reliable filter and incorporating flash streamer technology, this clever unit purifies the air around you, making it cleaner, healthier and less allergen-laden while also reducing the unpleasant odours that can be associated with air conditioning units. A raft of smart features, including a presence-sensing automatic energy efficient setting and Comfort+ for whole-room cooling and heating help to maximise efficiency while also ensuring unbeatable climate comfort.",Air Conditioning/Daikin R32 Indoor Units/Daikin R32 Indoor Units.csv -> Daikin FTXM35A R32 Wall M Pefera 3.5 KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/70/602970_wm.jpg,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,FTXM35A,,N,Seasonal efficiency values up to A+++ in cooling and heating,Comfort+ for homogeneous temperature throughout,Double flaps direct air towards ceiling in heating,With 2 area motion detection sensor,Automatically switches to energy-efficient setting if no presence is detected,Heat boost mode reaches set temperature 14% faster (pair only),"Removes viruses, bacteria and fine dust via filter",Flash Streamer breaks down allergens and removes odours,Silver allergen removal and air purifying filter captures allergens such as pollen,Voice command via Amazon Alexa or Google Assistant,Onecta app connection for control via local network or internet,,Quiet operation down to 19dBA,3-D air flow for vertical and horizontal auto swing
