,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Colour,Pack Quantity,Position,Shower Tray Shape,Style,Warranty,Hazardous,Depth (mm),Floor Mounted,Anti Slip Surface,Material,Riser included,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Range,Weight,Waste Supplied,Feature 9,Feature 10,Attachment 5
138,PD17178,Just Trays Fusion anti slip shower tray 1700 x 760mm White,Just Trays,902.39,"Double-skinned for additional strength, this Just Trays Fusion 760 x 45 x 1700mm flat top rectangular shower tray is made of a robust ABS-capped acrylic stone resin. Ultra-slimline, this sleek tray is suitable for fitting flat to the floor or raised up on legs using the JT Fusion riser kit.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Just Trays Fusion anti slip shower tray 1700 x 760mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/79/NW-D17176_D17179_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Just_Trays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Just_Trays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Just_Trays_Collection_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PD17190,Just Trays Fusion anti slip shower tray 900 x 800mm White,Just Trays,372.71,"Double-skinned for additional strength, this Just Trays Fusion 800 x 45 x 900mm flat top rectangular shower tray is made of a robust ABS-capped acrylic stone resin. Ultra-slimline, this sleek tray is suitable for fitting flat to the floor or raised up on legs using the JT Fusion riser kit.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Just Trays Fusion anti slip shower tray 900 x 800mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/90/NW-D17190_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Just_Trays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Just_Trays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Just_Trays_Collection_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PD09590,Ideal Standard Simplicity shower tray with 4 upstands and waste 900 x 760mm,Ideal Standard,305.31,"Manufactured from a lightweight acrylic capped ABS stone resin, the Ideal Standard Simplicity LH 900 x 760mm rectangular four upstand shower tray is easy to install and ensures a slimline finish ideal for modern minimalist bathrooms.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Ideal Standard Simplicity shower tray with 4 upstands and waste 900 x 760mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/90/NW-D09590_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_Simplicity_L5116_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PD02245,Just Trays Rectangular Shower Trays shower tray and waste 1100 x 760mm White,Just Trays,232.15,"Double skinned for ultra-strong use and manufactured in ABS capped stone resin, this Just Trays Fusion 1100 x 760mm flat top shower tray pack includes a waste and trap for convenient all-in-one installation. Popular with installers, this low-level shower tray is easy to fit, whether on legs using the JT riser kit or flat-to-the floor for a sleek wetroom style look. With an understated elegant design and lighter than traditional stone resin trays. the Fusion includes a discreet 90mm rapid waste outlet for powerful drainage.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Just Trays Rectangular Shower Trays shower tray and waste 1100 x 760mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/55/NW-D02244_D02255_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/JustTrays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JustTrays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/JustTrays_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PD29047,Merlyn Touchstone shower tray with 4 upstands 900 x 760mm,Merlyn,269.36,"Single-skinned, the Merlyn Touchstone 900 x 760mm shower tray is made of hardwearing ABS for reliably long lasting use. This rectangular shower tray is supplied with four upstands with the option to use a separately purchased tray panel kit for installation.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Merlyn Touchstone shower tray with 4 upstands 900 x 760mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/51/NW-D29047_D29051_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Merlyn_Upstand_Tray_Rectanguler_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/tn/Merlyn_LowLevelShowerTray_FitIstrctn.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PD16558,Just Trays Fusion Anti-Slip anti slip shower tray 1600 x 760mm 40mm White,Just Trays,858.79,"Double-skinned for strength, this Just Trays Fusion Anti-Slip 760 x 45 x 1600mm flat top rectangular shower tray with waste is made of a tough ABS-capped acrylic stone resin. Suitable for fitting flat to the floor or raised up using a JT Merlin riser kit, it has a 90mm rapid waste outlet for 48LPM waste water removal. Treated with a colourless JT exclusive Anti-Slip application, this shower tray provides a safe surface for secure showering.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Just Trays Fusion Anti-Slip anti slip shower tray 1600 x 760mm 40mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/58/NW-D16558_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Just_Trays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Just_Trays_Fusion_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PD02272,Just Trays Rectangular Shower Trays shower tray and waste 1700 x 700mm White,Just Trays,417.16,"Double skinned for ultra-strong use and manufactured in ABS capped stone resin, this Just Trays Fusion 1700 x 700mm flat top shower tray pack includes a waste and trap for convenient all-in-one installation. Popular with installers, this low-level shower tray is easy to fit, whether on legs using the JT riser kit or flat-to-the floor for a sleek wetroom style look. With an understated elegant design and lighter than traditional stone resin trays. the Fusion includes a discreet 90mm rapid waste outlet for powerful drainage.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Just Trays Rectangular Shower Trays shower tray and waste 1700 x 700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/72/NW-D02270_D02272_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/JustTrays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JustTrays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/JustTrays_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PD17143,Just Trays Fusion shower tray with 4 upstands 1200 x 760mm White,Just Trays,358.09,"Double-skinned for additional strength, this Just Trays Fusion 760 x 1200mm upstand rectangular shower tray with four upstands is made of a robust ABS-capped acrylic stone resin. Ultra-slimline at 45mm depth and lighter in weight than other stone resin models, this sleek tray is suitable for fitting flat to the floor or raised up on legs using the JT Fusion riser kit. It is supplied with a 90mm rapid waste capable of draining 48L away every minute.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Just Trays Fusion shower tray with 4 upstands 1200 x 760mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/45/NW-D17142_D17145_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Just_Trays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Just_Trays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Just_Trays_Collection_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PD33507,Just Trays Fusion shower tray 1000 x 900mm White,Just Trays,322.01,"Double-skinned for additional strength, this Just Trays Fusion 900 x 45 x 1000mm flat top rectangular shower tray is made of a robust ABS-capped acrylic stone resin. Ultra-slimline, this sleek tray is suitable for fitting flat to the floor or raised up on legs using the JT Fusion riser kit.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Just Trays Fusion shower tray 1000 x 900mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/18/NW-D33506_D33518_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Just_Trays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Just_Trays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Just_Trays_Collection_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PD16527,Just Trays Fusion shower tray 1600 x 700mm 40mm White,Just Trays,719.48,"Double-skinned for additional strength, this Just Trays Fusion 700 x 45 x 1600mm flat top rectangular shower tray is made of a robust ABS-capped acrylic stone resin. Ultra-slimline, this sleek tray is suitable for fitting flat to the floor or raised up on legs using the JT Fusion riser kit.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Just Trays Fusion shower tray 1600 x 700mm 40mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/27/NW-D16527_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Just_Trays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Just_Trays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Just_Trays_Collection_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PD73696,Just Trays Rectangular low profile shower tray with 4 upstands and concealed waste 1400 x 800mm White,Just Trays,689.07,"Double skinned for ultra-strong use and manufactured in ABS capped stone resin, this Just Trays Fusion 1400 x 800mm four upstand shower tray pack includes a waste and trap for convenient all-in-one installation and a tiling upstand to create a watertight enclosure. Popular with installers, this low-level shower tray is easy to fit, whether on legs using the JT riser kit or flat-to-the floor for a sleek wetroom style look. With an understated elegant design and lighter than traditional stone resin trays. the Fusion includes a discreet 90mm rapid waste outlet for powerful drainage.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Just Trays Rectangular low profile shower tray with 4 upstands and concealed waste 1400 x 800mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/97/NW-D73696_D73697_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JustTrays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/JustTrays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/JustTrays_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PD13154,Ideal Standard Simplicity low profile shower tray with 4 upstands 1200 x 800mm,Ideal Standard,339.0,"Supplied with four upstands for straightforward installation, the Ideal Simplicity 800 x 1200mm low profile rectangular shower tray has a softly angled modern design suitable for contemporary bathrooms. Designed with a shallow sloped recess for reliable drainage, this acrylic tray incorporates a central waste and trap.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Ideal Standard Simplicity low profile shower tray with 4 upstands 1200 x 800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/54/NW-D13154_wm.jpg,,,,,White/Gloss,,Centre,Rectangular,Contemporary,10 Year,N,50,Yes,Yes,Acrylic,No,L507601,Low Level Shower Tray,N,Hardwearing acrylic construction,Non-slip surface,Includes upstands,Lightweight design,"Strong, rigid base",With waste,10 year warranty,,Simplicity+,,,,,
150,PD73793,Just Trays Fusion tray and waste 1500 x 800mm White,Just Trays,500.9,"Double skinned for ultra-strong use and manufactured in ABS capped stone resin, this Just Trays Fusion 1500 x 800mm four upstand shower tray pack includes a waste and trap for convenient all-in-one installation and a tiling upstand to create a watertight enclosure. Popular with installers, this low-level shower tray is easy to fit, whether on legs using the JT riser kit or flat-to-the floor for a sleek wetroom style look. With an understated elegant design and lighter than traditional stone resin trays. the Fusion includes a discreet 90mm rapid waste outlet for powerful drainage.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Just Trays Fusion tray and waste 1500 x 800mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/94/NW-D73793_D73794_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JustTrays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/JustTrays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/JustTrays_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PD07361,Center shower tray with 4 upstands 1200 x 800mm 80mm,Center,261.81,"Built to last, this Center CB 1200 x 800mm shower tray is made of ABS capped acrylic stone resin and includes four upstands. Offering a standard 80mm depth, this tray is supplied with a waste suitable for fitting on either left or right to suit your bathroom's layout. A riser kit can be purchased separately.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Center shower tray with 4 upstands 1200 x 800mm 80mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/62/NW-D07356_D07362_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterCB_D07361_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterCB_Shower_Tray_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PD52812,Mira Flight Low shower tray with 4 upstands 1000 x 800mm,Mira,189.36,"Made of highly durable yet lightweight acrylic capped resin stone, the low profile Mira Flight Low 1000 x 800mm four upstand shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a vortex waste for reliable, fast drainage, the Flight Low includes inbuilt BioCote technology providing clean resistance to bacteria and mould.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Mira Flight Low shower tray with 4 upstands 1000 x 800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/12/NW-D52811_D52812_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Mira_Flight_Low_Rectangle_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_FlightLLShowerTray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT04081,Marleton Cross Elements  low profile tray 1500 x 800 (1),Marleton Cross,198.69,"A stylish low profile tray, the Marleton Cross Elements 1500 x 800mm shower tray is incredibly lightweight for easier fitting yet offers all the benefits of cast stone. Made using WRAS approved materials, this rectangular shower tray has a simple white finish to blend seamlessly in with the majority of bathroom suites.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Marleton Cross Elements  low profile tray 1500 x 800 (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/81/T04081_wm.jpg,,,,,White,1,Floor mounted / Raise it on a riser kit,Rectangular,Flat Top low profile shower tray,25 Years,N,800,Yes,No,ABS Stone Resin,No,XHN,Shower Tray,N,Low profile design,Suitable for most types of enclosure,40% lighter than high wall stone resin trays,Compatible with 90mm high flow wastes,Contoured underside for leg use,Manufactured using WRAS approved phthalate-free materials,Meets BS EN 14527,25 year warranty,Elements,,,,,
154,PD16516,Just Trays Fusion shower tray with 4 upstands 1000 x 900mm White,Just Trays,402.51,"Double-skinned for additional strength, this Just Trays Fusion 900 x 1000mm upstand rectangular shower tray with four upstands is made of a robust ABS-capped acrylic stone resin. Ultra-slimline at 45mm depth and lighter in weight than other stone resin models, this sleek tray is suitable for fitting flat to the floor or raised up on legs using the JT Fusion riser kit. It is supplied with a 90mm rapid waste capable of draining 48L away every minute.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Just Trays Fusion shower tray with 4 upstands 1000 x 900mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/16/NW-D16516_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Just_Trays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Just_Trays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Just_Trays_Collection_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PD17174,Just Trays Fusion anti slip shower tray 1500 x 800mm White,Just Trays,771.62,"Double-skinned for additional strength, this Just Trays Fusion 800 x 45 x 1500mm flat top rectangular shower tray is made of a robust ABS-capped acrylic stone resin. Ultra-slimline, this sleek tray is suitable for fitting flat to the floor or raised up on legs using the JT Fusion riser kit.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Just Trays Fusion anti slip shower tray 1500 x 800mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/74/NW-D17173_D17174_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Just_Trays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Just_Trays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Just_Trays_Collection_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PD16523,Just Trays Fusion shower tray 1500 x 700mm 40mm White,Just Trays,646.42,"Double-skinned for additional strength, this Just Trays Fusion 700 x 45 x 1500mm flat top rectangular shower tray is made of a robust ABS-capped acrylic stone resin. Ultra-slimline, this sleek tray is suitable for fitting flat to the floor or raised up on legs using the JT Fusion riser kit.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Just Trays Fusion shower tray 1500 x 700mm 40mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/23/NW-D16523_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Just_Trays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Just_Trays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Just_Trays_Collection_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PD17177,Just Trays Fusion anti slip shower tray 1700 x 700mm White,Just Trays,902.39,"Double-skinned for additional strength, this Just Trays Fusion 700 x 45 x 1700mm flat top rectangular shower tray is made of a robust ABS-capped acrylic stone resin. Ultra-slimline, this sleek tray is suitable for fitting flat to the floor or raised up on legs using the JT Fusion riser kit.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Just Trays Fusion anti slip shower tray 1700 x 700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/79/NW-D17176_D17179_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Just_Trays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Just_Trays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Just_Trays_Collection_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT04083,Marleton Cross elements low profile tray 1700 x 800 (1),Marleton Cross,239.25,"A low profile design ideal for sleek, modern bathrooms, the Marleton Cross Elements 1700 x 800mm shower tray has a height of just 40mm and a robust stone resin build. Simply designed and with a smart white finish, this tray will suit the majority of bathroom designs and offers the useful addition of a contoured underside for ease of leg location.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Marleton Cross elements low profile tray 1700 x 800 (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/83/T04083_wm.jpg,,,,,White,1,Centre,Rectangular,Low Profile,25 Years,N,800,Yes,No,ABS Stone Resin,No,XHP,Shower Tray,N,ABS stone resin construction,White finish,Suitable for most types of enclosure,Suitable for 90mm high flow wastes,Made with WRAS approved phthalate-free materials,Complies with BS EN 14527,25 year warranty,,,,,,,
159,PD33897,Just Trays Fusion 4 upstand shower tray 1100 x 800 x 45mm White,Just Trays,428.91,"Supplied with a waste and four upstands, this Just Trays Fusion 800 x 45 x 1100mm upstand shower tray is made of ABS-capped acrylic stone resin, double-skinned for robust strength. Slimline and sleek, this tray has a concealed waste for a minimalist finish in modern bathrooms.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Just Trays Fusion 4 upstand shower tray 1100 x 800 x 45mm White,,Upst;shower tray;Waste,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/97/NW-D33895_D33897_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Just_Trays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Just_Trays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Just_Trays_Collection_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
