,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Range,Evaporator Fans,Hazardous,Power Supply,Supplier Product Code,Type,WEEE Compliant,Connection Size,Pressure,Feature 1,Weight,Defrost,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Pack Quantity,Material Type,Warranty,Material,Amps,Connection Type,Voltage Rating,Display Type,Sensor,Application,Operating Temperature Range (C),Feature 13,Feature 14,Electric Supply,Cable Length (m),IP Rating,Maximum Working Pressure (Bar g),Feature 15
128,P675070,Danfoss AKS11 temperature sensor cable 3.5mtr,Danfoss,37.28,"Supplied fully adjusted, the Danfoss AKS11 temperature sensor is designed for temperature logging and monitoring alongside Danfoss controllers. It is suitable for use in heating, air conditioning and refrigeration applications.",Refrigeration/Controls/Controls.csv -> Danfoss AKS11 temperature sensor cable 3.5mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/70/NW-675070_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/RK0YG502_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_AKS11_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_AKS11_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,P673952,Eliwell SN7 PTC sensor with cable 3mtr -20/+80c,Eliwell,5.38,"Detecting temperatures in a chosen application, the Eliwell SN7 PTC sensor should be selected based on precise criteria, bearing in mind the characteristics of the probe itself. Accurate selection minimises the risk of errors and potential breakdown.",Refrigeration/Controls/Controls.csv -> Eliwell SN7 PTC sensor with cable 3mtr -20/+80c,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/52/673952_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Eliwell_SN7_SN8_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,P693546,Danfoss TE5 Te 5 Valve Body Sld Straight,Danfoss,39.78,"The Danfoss TE5 1/2 x 5/8"" valve body is for use with thermostatic expansion valves. It is suitable for use with R134a, R404A, R507, R22 and R407C refrigerants.",Refrigeration/Controls/Controls.csv -> Danfoss TE5 Te 5 Valve Body Sld Straight,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/47/NW-693546_693547_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_TE5_TE55_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_10_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,P675435,Danfoss EVR20 normally closed solenoid valve 1.1/8'',Danfoss,208.17,"A direct or servo operated solenoid valve, the Danfoss EVR20 is designed for use in liquid, suction and hot gas lines. It offers compatibility with most refrigerants, including flammable options. This solenoid valve has 1 1/8"" solder ODF connections.",Refrigeration/Controls/Controls.csv -> Danfoss EVR20 normally closed solenoid valve 1.1/8'',,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/35/NW-675434_675435_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fe/ty/Danfoss_EVR_Safety.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_EVR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_EVR_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_SolenoidValve_Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,P693602,Danfoss TE12 angled valve body,Danfoss,48.28,"This Danfoss TE12 5/8 x 7/8"" valve body is for use with thermostatic expansion valves. It is compatible with R134a, R404A, R507. R22 and R407C refrigerant.",Refrigeration/Controls/Controls.csv -> Danfoss TE12 angled valve body,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/02/NW-693602_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_TE5_TE55_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_10_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,P675023,Danfoss BE BE230AS normally closed coil with terminal box 220-240v,Danfoss,31.51,"Designed for aggressive environments, the Danfoss BE 12W 220 to 230VAC solenoid coil is capable of operating in high humidity and temperature fluctuations, making it ideal for use in refrigeration systems. With a clip-on fastening system, this coil ensures faultless and simple installation. Simply dismounted with a screwdriver, the coil is mounted with no need for tools whatsoever.",Refrigeration/Controls/Controls.csv -> Danfoss BE BE230AS normally closed coil with terminal box 220-240v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/24/NW-675023_675024_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_Solenoid_Coil_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_BB_BE_BF_BG_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_BB_BE_BF_BG_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,P693641,"Danfoss EVR2 normally closed flared solenoid valve 1/4""",Danfoss,37.59,"A direct or servo operated solenoid valve, the Danfoss EVR2 is designed for use in liquid, suction and hot gas lines. It offers compatibility with most refrigerants, including flammable options. This solenoid valve has 1/4"" flare connections.","Refrigeration/Controls/Controls.csv -> Danfoss EVR2 normally closed flared solenoid valve 1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/43/NW-693641_693643_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fe/ty/Danfoss_EVR_Safety.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_EVR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_EVR_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_SolenoidValve_Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,P693597,Danfoss TE12 element (Range-N),Danfoss,138.51,"Compatible with R407C refrigerant, this Danfoss TE12 element with 1/4"" connections is built for use alongside thermostatic expansion valves.",Refrigeration/Controls/Controls.csv -> Danfoss TE12 element (Range-N),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/97/NW-693597_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_TE5_TE55_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_10_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,P693630,Danfoss BE BE110CS coil with terminal box 110v 10w,Danfoss,31.51,"Designed for aggressive environments, the Danfoss BE 13/15W 110VAC solenoid coil is capable of operating in high humidity and temperature fluctuations, making it ideal for use in refrigeration systems. With a clip-on fastening system, this coil ensures faultless and simple installation. Simply dismounted with a screwdriver, the coil is mounted with no need for tools whatsoever.",Refrigeration/Controls/Controls.csv -> Danfoss BE BE110CS coil with terminal box 110v 10w,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/31/NW-693630_693631_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_Solenoid_Coil_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_BB_BE_BF_BG_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_BB_BE_BF_BG_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,P623320,Danfoss ETS12.5 Ets 12.5 Electronic Exp. Valve,Danfoss,243.2,"A series of stepper motors, the Danfoss ETS12.5 5/8"" electric expansion valve is electrically operated to ensure precision liquid injection. Suitable for evaporators used in air conditioning and refrigeration, this valve is compatible with a range of refrigerants but cannot be used with flammable hydrocarbons. It has a balanced valve piston and linear positioning mechanism for good bidirectional flow as well as a tight solenoid shut-off in both flow directions.",Refrigeration/Controls/Controls.csv -> Danfoss ETS12.5 Ets 12.5 Electronic Exp. Valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/20/NW-623320_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_ETS_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_ETS_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_ETS_Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,P672319,"Henry Technologies 5231 pressure relief valve 14bar 1/2x5/8"" (ce ped)",Henry Technologies,69.3,"Protecting refrigeration systems against over-pressure, this Henry Technologies 5231 pressure relief valve (PRV) has 1/2"" NPTF x 5/8"" SAE flare connections. This PRV discharges vapour only and therefore should not be used to vent liquid refrigerant. Back-pressure dependent, the valves are used to discharge to atmosphere.","Refrigeration/Controls/Controls.csv -> Henry Technologies 5231 pressure relief valve 14bar 1/2x5/8"" (ce ped)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/20/NW-672317_672320_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Henry_Technologies_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,P672320,"Henry Technologies 5231 pressure relief valve 16.2bar 1/2x5/8"" (ce ped)",Henry Technologies,69.3,"Protecting refrigeration systems against over-pressure, this Henry Technologies 5231 pressure relief valve (PRV) has 1/2"" NPTF x 5/8"" SAE flare connections. This PRV discharges vapour only and therefore should not be used to vent liquid refrigerant. Back-pressure dependent, the valves are used to discharge to atmosphere.","Refrigeration/Controls/Controls.csv -> Henry Technologies 5231 pressure relief valve 16.2bar 1/2x5/8"" (ce ped)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/20/NW-672317_672320_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Henry_Technologies_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,P675430,Danfoss EVR10 normally closed solenoid valve 1/2'',Danfoss,80.44,"A direct or servo operated solenoid valve, the Danfoss EVR10 is designed for use in liquid, suction and hot gas lines. It offers compatibility with most refrigerants, including flammable options. This solenoid valve has 1/2"" solder ODF connections.",Refrigeration/Controls/Controls.csv -> Danfoss EVR10 normally closed solenoid valve 1/2'',,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/30/NW-675429_675430_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fe/ty/Danfoss_EVR_Safety.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_EVR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_EVR_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_SolenoidValve_Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,P675125,Danfoss TE5 power element (Range-N),Danfoss,112.59,"Compatible with R404A and R507A refrigerant, this Danfoss TE5 1/4"" element is suitable for installation with thermostatic expansion valves.",Refrigeration/Controls/Controls.csv -> Danfoss TE5 power element (Range-N),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/25/NW-675125_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_TE5_TE55_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_10_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,P668674,Carel NTC015WH01 negative temperature coefficient sensor,Carel,10.67,"A high quality passive temperature probe, this Carel NTC sensor senses the value of the heater, converting it into a temperature via the electronic control. Suitable for use in HVAC/R, this NTC sensor is part of a range designed to meet the various needs of different installations.",Refrigeration/Controls/Controls.csv -> Carel NTC015WH01 negative temperature coefficient sensor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/74/NW-668674_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Carel_Sensor_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,P674994,"Danfoss EVR3 normally closed flared solenoid valve 1/4""",Danfoss,43.42,"A direct or servo operated solenoid valve, the Danfoss EVR3 is designed for use in liquid, suction and hot gas lines. It offers compatibility with most refrigerants, including flammable options. This solenoid valve has 1/4"" flare connections.","Refrigeration/Controls/Controls.csv -> Danfoss EVR3 normally closed flared solenoid valve 1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/94/NW-674994_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fe/ty/Danfoss_EVR_Safety.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_EVR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_EVR_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_SolenoidValve_Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,P674169,Ranco C17 C17-202 2-stage AC thermostat 9/12c,Ranco,52.54,"With an adjustable range of around 17°C, this Ranco C17-202 thermostat incorporates switching positions and differentials that are fixed relative to each other. With a 20A rating, the C17 is able to directly switch compressors and heater batteries in a variety of air conditioning installations.",Refrigeration/Controls/Controls.csv -> Ranco C17 C17-202 2-stage AC thermostat 9/12c,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/69/NW-674169_wm.jpg,,,,,C17,,N,,C17-202-057,Thermostat,N,,,2-stage,,,2450mm capillary length,,,,,,,,,,,,,,,,,,,,,9 to 1110 to 12,,,,,,,
145,P675024,Danfoss BE BE115AS normally closed coil with terminal box 115v,Danfoss,31.51,"Designed for aggressive environments, the Danfoss BE 11W 115VAC solenoid coil is capable of operating in high humidity and temperature fluctuations, making it ideal for use in refrigeration systems. With a clip-on fastening system, this coil ensures faultless and simple installation. Simply dismounted with a screwdriver, the coil is mounted with no need for tools whatsoever.",Refrigeration/Controls/Controls.csv -> Danfoss BE BE115AS normally closed coil with terminal box 115v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/24/NW-675023_675024_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_Solenoid_Coil_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_BB_BE_BF_BG_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_BB_BE_BF_BG_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,P693548,Danfoss TE5 angled solenoid valve body IN 1/2 OUT 5/8,Danfoss,39.78,"The Danfoss TE5 1/2 x 5/8"" valve body is for use with thermostatic expansion valves. It is suitable for use with R134a, R404A, R507, R22 and R407C refrigerants.",Refrigeration/Controls/Controls.csv -> Danfoss TE5 angled solenoid valve body IN 1/2 OUT 5/8,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/48/NW-693548_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_TE5_TE55_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_10_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,P672357,"Henry Technologies 5231 straigh through pressure relief valve 24.8bar 3/8x1/2""",Henry Technologies,65.92,"Protecting refrigeration systems against over-pressure, this Henry Technologies 5231 pressure relief valve (PRV) has 3/8"" NPTF x 1/2"" SAE flare connections. This PRV discharges vapour only and therefore should not be used to vent liquid refrigerant. Back-pressure dependent, the valves are used to discharge to atmosphere.","Refrigeration/Controls/Controls.csv -> Henry Technologies 5231 straigh through pressure relief valve 24.8bar 3/8x1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/57/NW-672357_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Henry_Technologies_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,P693787,"Danfoss WVFX15 direct actuated valve 1/2"" 3.5-16bar",Danfoss,157.5,"Regulating the flow of water in a refrigeration plant with water-cooled condensers, the Danfoss WVFX15 pressure operated water valve provides modulating regulation of condensing pressure within set limits. Suitable for use with flammable refrigerants, this valve shuts off the flow of cooling water when a refrigeration plant is stopped. With 1/2"" threaded x 1/4"" SAE flare connections, this valve ensures a double seal between refrigerant and water line, ensuring that should bellows be damaged, refrigerant won't leak into the water. This ensures that the valve can be used with a double walled heat exchanger and that the water circuit does not need to be considered part of the installation for flammable refrigerants per EN378-1:2008, clause 4.4.2.2.","Refrigeration/Controls/Controls.csv -> Danfoss WVFX15 direct actuated valve 1/2"" 3.5-16bar",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/88/NW-693786_693788_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_WVFX_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_WVFX_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_WVFX_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,P672203,"Henry Technologies flared oil filter drier 3/8""",Henry Technologies,82.44,"Especially suitable for systems using highly hydroscopic POE oil, this Henry Technologies S-4005 oil filter drier works on the basis that POE oil absorbs moisture at a much higher rate than mineral oils, meaning a higher risk of issues and damage in a refrigeration system.","Refrigeration/Controls/Controls.csv -> Henry Technologies flared oil filter drier 3/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/03/NW-672203_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Henry_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,P694181,"Danfoss NRV 12S 020B1012 solder check valve 1/2""",Danfoss,33.95,"The Danfoss NRV and NRVH check valves are optimized for use in liquid, suction and hot gas lines in air conditioning applications to ensure correct flow direction. The NRVH valve is especially designed for systems where compressors are connected in parallel.","Refrigeration/Controls/Controls.csv -> Danfoss NRV 12S 020B1012 solder check valve 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/81/694181_wm.jpg,,,,,NRV 12S,,N,,020B1012,Solder Check Valve,N,1/2,,The valves can be used for fluorinated refrigerants as well as CO2,,,Straightway and angleway versions are available,Supplied with flare and solder connections,Available with oversize connections for easy installation,NRVH is supplied with spring to p = 0.3 bar (4 psi),,,,,,,,,,,,,,,,,,,,,,,,,
151,P690667,Alco TISE-NW BME407 expansion valve,Alco,109.14,"A throttle between high pressure and low pressure sides of a refrigeration system, this Alco TISE-NW 1/2"" expansion valve controls the superheat action of refrigerant vapour at the evaporator outlet. Ensuring that the rate of refrigerant flow into the evaporator matches up to the rate of evaporation of liquid refrigerant in the evaporator, this valve is specifically designed for compatibility with R407C refrigerant. Using the TISE-NW expansion valve ensures that evaporator is used up and does to reach the compressor.",Refrigeration/Controls/Controls.csv -> Alco TISE-NW BME407 expansion valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/67/NW-690667_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Alco_TISE-NW_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,P693603,Danfoss TE12/TE20 angled valve body,Danfoss,48.28,"This Danfoss TE12/TE20 7/8 x 1 1/8"" valve body is for use with thermostatic expansion valves. It is compatible with R134a, R404A, R507. R22 and R407C refrigerant.",Refrigeration/Controls/Controls.csv -> Danfoss TE12/TE20 angled valve body,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/03/NW-693603_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_TE5_TE55_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
