,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Attachment 8,Attachment 9,Attachment 10,Attachment 11,Attachment 12,Colour,Flow Rate,Min System Pressure Cold (Bar),Operating Temperature,Projection Depth,Range,Style,Warranty,Hazardous,Depth (mm),Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Fitting / Mounting Type,Handle Type,Material,Number of Tap Holes,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Finish,Feature 11,Feature 12,Feature 13
245,PC44336,Bristan Java mini basin mixer tap and click waste Chrome Plated,Bristan,135.06,"With a looped handle, the Bristan Java cloakroom basin mixer with clicker waste offers tactile, effortless control and elegant looks. This smart deck-mounted cloakroom tap is made of tough brass with a chrome finish and is suitable for installation in any plumbing system.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Bristan Java mini basin mixer tap and click waste Chrome Plated,,Cloakroom basin mixer;Clicker waste,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/36/NW-C44336_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Java_BAS_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/C44336_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C44336_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PC00005,"Pegler Performa Cross Top cross head cold bath tap 3/4""",Pegler,36.83,"An elegant choice for period or modern bathrooms, this pair of deck-mounted Pegler Yorkshire Performa bath taps have stylish cross heads that don't just look great but make turning easy too. Durably built with a shiny chrome finish, these taps are supplied with metal back nuts and anti-rotation washers for reliable fitting.","Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Pegler Performa Cross Top cross head cold bath tap 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/06/NW-C00005_C00006_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/PY_302008_302018_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/PY_Brassware_Guide_2015.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wr/as/PY_2159_Taps_WRAS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PD77191,Bristan Hourglass basin mixer tap Chrome Plated,Bristan,143.94,"With a curvy design and bright chrome finish, the Bristan Hourglass basin mixer lends any bathroom a touch of glamour. Built in robust brass, this deck-mounted bathroom tap is suitable for use in all plumbing systems and offers smooth ceramic cartridge controlled operation.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Bristan Hourglass basin mixer tap Chrome Plated,,Basin mixer;Flexible tails,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/91/NW-D77191_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Hourglass_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D77191_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/D77191_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PD77386,Bristan 1901 pillar bath filler tap with ceramic disc valves Chrome Plated,Bristan,296.4,"Finished in bright, glossy chrome, this Bristan 1901 bath filler is made of durable brass. Suitable for all plumbing systems, this deck-mounted, Edwardian-inspired filler is an ideal choice for bathrooms in period homes.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Bristan 1901 pillar bath filler tap with ceramic disc valves Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/86/NW-D77386_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D77386_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PD80846,Bristan Niva bath shower mixer tap Chrome,Bristan,146.47,"Ideal for modern bathrooms, the Bristan Niva bath/shower mixer tap has a bold square design and flawless chrome finish. Suitable for use in any system, this contemporary deck-mounted mixer is supplied with a shower hose and single function handset.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Bristan Niva bath shower mixer tap Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/46/D80846_wm.jpg,,,,,,,,,,,,,Chrome,20.2 L/min at 3 bar through handset50.6 L/min at 3 bar through bath filler,0.2,Max 60,140,Niva,Contemporary,5,N,140,LowMedHigh,No,No,Yes,Fixed,Deck,Lever,Brass,2,NVA BSM C,Bathroom Taps,N,With long life quarter-turn ceramic disc valves,Easy to turn,With hose and single function handset,Metal fixing nuts for durable securing,Brass construction,Chrome finish,Suitable for high and low pressure systems,Flow rate through handset 20.2LPM at 3 bar,Flow rate through bath filler 50.6LPM at 3 bar,5 year warranty,,,,
250,PC36990,Methven Amio basin mixer and waste Matte Black,Methven,108.86,"An ideal choice for ultra-modern bathrooms, the Methven Amio basin mixer is finished in an eye-catching, sleek black. Deck-mounted, this smart single lever tap uses ceramic cartridge technology for smooth, easy operation and a longer life.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Methven Amio basin mixer and waste Matte Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/90/NW-C36990_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Methven_Shower-Tap_Guide_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PJ92310,Ideal Standard Contour 21+ single lever basin anti vandal mixer tap,Ideal Standard,149.64,"Offering anti-vandal operation and temperature limiting, the Ideal Standard Contour 21+ basin mixer tap is an efficient, hardwearing and safe choice for use in public or commercial bathrooms. Deck-mounted, this modern chrome tap has nickel-free waterways and an antibacterial self-draining spout as well as a ceramic disc for long lasting practicality.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Ideal Standard Contour 21+ single lever basin anti vandal mixer tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/10/NW-J92309_J92310_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Contour21TapShower_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Contour_21+_BC120AA_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PC01691,Grohe BauEdge Deck mounted bath filler,Grohe,114.37,"Stylishly modern, the Grohe BauEdge dual lever bath filler features two solid metal handles and a bright, long lasting Grohe Starlight chrome finish. This hardwearing chrome coating is easy to keep clean and streak-free and is resistant to scratches, ensuring it looks gleamingly new for longer.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Grohe BauEdge Deck mounted bath filler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/91/NW-C01691_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C01691_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PC41170,Deva Cross basin tap with cross top handle Chrome Plated (Pair),Deva,22.47,"The smart Deva Cross basin taps are made of brass with a chrome finish. Suitable for all plumbing systems, this pair of taps is designed for deck mounting.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Deva Cross basin tap with cross top handle Chrome Plated (Pair),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/70/NW-C41170_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Deva_181X_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Deva_Shower-Tap_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PC45600,"Bristan Timed Flow single luxury basin tap 1/2""",Bristan,88.84,"With BREEAM compliant timed delivery, this 5LPM flow regulated Bristan Timed Flow basin tap helps to minimise water waste in all plumbing systems, though it performs most effectively with a balanced supply. Simple and modern, this deck-mounted soft-touch tap is made of reliably tough brass with a chrome finish.","Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Bristan Timed Flow single luxury basin tap 1/2""",,Basin tap;5L/min flow regulator;Cold ;hot indices,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/00/NW-C45600_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C45600_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/C45600_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/C45600_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PC43093,Deva Milan bath taps Chrome Plated,Deva,33.4,"These Deva Milan bath taps are made of brass with a chrome finish. Compatible with all plumbing systems, this smart pair of taps is designed to suit any bathroom décor.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Deva Milan bath taps Chrome Plated,,2x bath taps,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/93/NW-C43093_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Deva_MILAN102_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Deva_Shower-Tap_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PD45285,Roca Atlas basin mixer with smooth body and flexible tails 1/2'',Roca,146.04,"Helping users to save on both water and energy, the single lever Roca Atlas basin mixer tap incorporates a 5LPM flow limiter and cold start position. Designed for deck mounting, this elegantly designed chrome tap also includes an aerator and ceramic disc cartridge for precision use and smooth water delivery. Flexible supply hoses are provided for easy installation.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Roca Atlas basin mixer with smooth body and flexible tails 1/2'',,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/85/NW-D45285_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Roca_Atlas_5A3290C0R_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Roca_Atlas_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_Atlas_5A3290C0R_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PD80815,MILA BATH FILLER TAP CHROME,Bristan,160.34,"The Bristan Mila bath filler is a smart, modern bathroom fitting with an elegantly elongated and angled spout and easy-use single lever. Constructed in robust brass with hardwearing ceramic disc valves, this smart bath filler tap is designed for long lasting reliability.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> MILA BATH FILLER TAP CHROME,,"1 x Bath Filler, 2 x Metal Back Nuts, 2 x Washers, 1 x Fitting Instructions",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/15/D80815_wm.jpg,,,,,,,,,,,,,Chrome Plated,80.3 l/min @ 3 bar,0.2,60,115,Mila,Contemporary,10 Years,N,150,All,No,No,Yes,Fixed,Deck Mounted,Round,Brass,2,MI BF C,Bath Filler,N,Brass construction,Chrome finish,With long life quarter-turn ceramic disc valves for smooth control,"Robust metal fixing nut secures tap in place, reducing loosening over time",Tough scratch-resistant chrome finish lasts for years,Salt spray tested to ensure added durability,Flow rate of 80.3LPM at 3 bar,10 year warranty,,,,,,
258,PD88146,Bristan Renaissance basin taps Chrome,Bristan,204.54,"The perfect choice for a period bathroom, this unique Bristan Renaissance basin tap is inspired by Italian Renaissance art and design. Made of brass with chrome-plated finish and porcelain features, this 90mm projection tap includes intricate hand-finished handles.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Bristan Renaissance basin taps Chrome,,"2 x Basin Taps, 2 x Metal Backnuts, 2 x Washers, 1 x Fitting Instructions",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/46/NW-D88146_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D88146_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/D88146_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/D88146_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PC00004,Grohe Eurosmart basin mixer tap,Grohe,55.54,"This Grohe Eurosmart basin mixer body has no chain or pop-up rod for a sleeker finish. With a range of technologies including SilkMove for effortless control and EcoJoy to cut water use by up to 50% with no reduction in performance, this mixer is built for economy and ease of use. Easy to install, the Eurosmart is finished in StarLight chrome designed for a long lasting shine and high levels of resistance against scratching and tarnishing.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Grohe Eurosmart basin mixer tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/04/NW-C00004_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grohe_32467_32154_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grohe_Eurosmart_32467002_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Grohe_Product_Guide_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Grohe_23456_33265_32467-927_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PC34351,Ideal Standard Ceraplan single lever high spout basin mixer,Ideal Standard,172.36,"Smooth and slimline, the Ideal Standard Ceraplan single lever high spout basin mixer has classic looks to suit modern and traditional bathroom interior designs. Deck-mounted, this elegant high spout tap offers ease of installation using the EasyFix system and reliable robustness thanks to its FirmFlow ceramic disc cartridge.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Ideal Standard Ceraplan single lever high spout basin mixer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/51/C34351_wm.jpg,,,,,,,,,,,,,Chrome,5L,50kPa,N/A,145,,Basin Mixer,5 Years,N,179,Med,N/A,Yes,Yes,Swivel,Deck,Lever,Brass,0,BD245AA,High spout basin mixer,N,"FirmaFlow cartridge offer lifespan of 500,000 cycles","EasyFix fixation system for quick, simple installation",Lever-operated,Pre-fitted 5LPM flow regulator saves water,Chrome finish,5 year warranty,,,,,,,,
261,PT41322,Scudo Thermostaic BSM Wall and Deck Mounted,Scudo,114.76,"TMV approved, the Scudo thermostatic BSM monobloc mixer tap has a thermostatic cartridge for safer, scald-free operation. Suitable for operating pressures of 0.5 to 5 bar, this smart chrome tap is suitable for deck or wall mounting, allowing for complete flexibility in any bathroom.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Scudo Thermostaic BSM Wall and Deck Mounted,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/22/T41322_wm.jpg,,,,,,,,,,,,,Chrome,4.3 @0.2BAR9.1 @0.5BAR12.8 @1.0BAR18 @2.0BAR22 @3.0BAR,0.5,38°C to 45,66,,Classic,Lifetime Guarantee,N,110,Med,No,No,Yes,Fixed,Wall mounted,Twist,Brass,2,TAP065,Bath Filler,N,Brass construction,Chrome finish,With flexible tails,Without waste,Lever handle for ease of use,For deck or wall mounting,TMV approved,WRAS approved,Lifetime warranty,,,,,
262,PD77197,Bristan Blitz bath filler tap Chrome Plated,Bristan,169.5,"Made of tough brass, this Bristan Blitz bath filler tap has a durable, easy to clean chrome finish for a lasting shine. Well-suited to contemporary bathroom designs, this attractive deck-mounted tap uses ceramic disc technology for ease of use and longevity.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Bristan Blitz bath filler tap Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/97/NW-D77197_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D77197_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/D77197_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Blitz_Tap_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PC63124,Bristan Quest bath filler tap Chrome Plated,Bristan,183.36,"Built to last, the modern Bristan Quest bath filler is made of tough brass with a long lasting chrome surface. This curved, deck-mounted tap is compatible with all plumbing systems and features ceramic cartridge control for ease of use.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Bristan Quest bath filler tap Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/24/NW-C63124_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C63124_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/C63124_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/C63124_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PC34294,Ideal Standard Ceraplan single lever basin mixer and pop up waste,Ideal Standard,104.46,"Combining solid engineering with designer looks, the Ideal Standard Ceraplan single lever basin mixer and pop-up waste has a subtle look that will suit most bathroom decors. Lever-operated, this deck-mounted bathroom tap is designed to help save on water waste.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Ideal Standard Ceraplan single lever basin mixer and pop up waste,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/94/C34294_wm.jpg,,,,,,,,,,,,,Chrome,5 L/min,0.2,,150,Ceraplan,Contemporary,5 Years,N,173,Low,No,Yes,Yes,Fixed,Deck Mounted,Lever,Brass,1,BD221AA,Basin Mixer,N,Designed by Palomba Serafini Associati,Water saving design,Single lever operation,With pop-up waste,Deck-mounted installation,Brass construction,Chrome-plated finish,5 year warranty,,,,,,
265,PD45293,Roca T500 wall-mounted thermostatic shower mixer,Roca,235.02,"The Roca T500 thermostatic shower mixer promotes safe showering through its inbuilt thermostat, reducing the risk of scalding should incoming supplies fluctuate. This elegant shower is finished in a smart Evershine chrome for a long lasting high shine finish that will stand the test of time.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Roca T500 wall-mounted thermostatic shower mixer,,Product and Installation Guide,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/93/D45293_wm.jpg,,,,,,,,,,,,,Chrome,15l Per min 3-Bar,0.50,38 Degree,52,,Wall mounted,10 Year,N,77,Med,No,Yes,Yes,N/A,Wall mounted,Chrome,Chrome,0,A5A2E18C00,Wall Mounted,N,Evershine chrome finish,For wall mounting,Supplied with installation guide,Flow rate of 15LM at 3 bar,10 year warranty,,,,,,,,,
266,PD80845,Bristan Niva bath filler tap Chrome,Bristan,111.8,"Suitable for both high and low pressure systems, the Bristan Niva bath filler has a statement square design that will look great in modern bathrooms. Fitted with a ceramic cartridge for durability and ease of use, this smart, robust filler tap is supplied with all necessary parts for hassle-free fitting.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Bristan Niva bath filler tap Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/45/D80845_wm.jpg,,,,,,,,,,,,,Chrome,72.9,0.2,60,95,Niva,Contemporay,5,N,255,Low,No,No,No,Fixed,Deck,Lever,Brass,2,NVA BF C,Bath Fillers 2 Hole,N,Hardwearing chrome finish,Long life and easy to use quarter-turn ceramic disc valves,Supplied with metal fixing nuts to secure tap,Suitable for high and low pressure water systems,5 year warranty,,,,,,,,,
267,PD77060,Bristan Capri basin mixer tap with no waste Chrome Plated,Bristan,103.57,"The Bristan Capri twist control basin mixer with statement spout is made of hardwearing brass with a chrome finish. Suitable for use in any plumbing system, this modern deck-mounted mixer incorporates ceramic cartridge technology for smooth control and durability.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Bristan Capri basin mixer tap with no waste Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/60/NW-D77060_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Capri_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Bristan_Capri_Tap_Mixer_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D77060_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
