,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Connection Type,Operating Temperature,Warranty,Hazardous,Approvals,Max Pressure,Material,Operating Pressure,Maximum Operating Temperature,Supplier Product Code,WEEE Compliant,Application,Capacity Litre,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Attachment 5,Type,Attachment 6,Attachment 7,Boiler Section,Boiler Range,Setting Range,Dimensions mm (H x W x D),Range,Pack Type,Colour,Flow Rate,Voltage (V),Phase,Depth (mm),Rated Speed,Enclosure Class,Frequency,Pressure Rating,Standards,Dimensions (L x W x D),Smart,Switch Type,Battery Back Up,Number of Zones,Switching Capacity (amps),Programmable Duration,On / Off Periods per Day,Auto GMT / BST,Display Type,Installation Type,Number of Channels,Pack Quantity,Output,Connection Size,Maximum Velocity,Efficient Dirt Particle Removal Range,Size,Working Pressure,Part Gas Council number,Operating Temperature Range (C),Range For Use With,Connection,Thread Standard,Max Set Pressure,Connection Gender,Thread Size,Feature 12,Feature 13,Feature 14,Volume,Physical State / Form,By Model Number,Torque Rating,Position Indicator,Operating Range,Override Type,Running Time Motor,Cable Length (m),Position Feedback,Protection Class,Weight,Attachment 8,Number of Ports,Operator Type,Seal Material,Model For Use With,Spray Angle,Diameter,Air Volume (m3 per s),Capacitance,Feature 15,Feature 16,Area (m2),Output (W),Fuel Type,Fan Speeds,Mounting Type,Feature 17,Feature 18,Refrigerant Suitability,Seasonal Efficiency Energy Label Heating,UK Total Cooling,Seasonal Efficiency Energy Label Cooling,Nominal Heating (kW),Max Sound Pressure,UK Sensible Cooling,Nominal Cooling (kW),Max Airflow (m/min),Fuse Size (A),Pipe Size Diameter - Gas,Pipe Size Diameter - Liquid,Feature 19,Attachment Type,Pipe Diameter,Mains Connection Size and Type,System Connection Size and Type,Drain Connection,Attachment 9,Top Design,Overheat Protection,Programmable,Controls,BTU h,IP Rating,Finish,Max Fill Pressure,Full Load Current A,Thickness,Sector,Flue Type,Flue Diameter,Flue Length,Control Device,Fire Frontage,Flue Size,Material Type,Min Outlet Pressure,Max Outlet Pressure,Feature 20,Feature 21,Feature 22
1504,P567634,Wavin Hep2O 15UH513 underfloor heating composite manifold 3-piece balancing adaptor 15mm,Wavin,152.46,"Serving two or more plumbed UFH circuits connected to a boiler or alternative heat source, this Wavin Hep2O underfloor heating composite manifold includes three ports and 15mm connections. Should the underfloor heating be connected to a high temperature heat source that also controls hot water or radiators, a mixing unit will need to be connected to this manifold. This will ensure that water is mixed to the correct temperature for the system.",Heating/Heating.csv -> Wavin Hep2O 15UH513 underfloor heating composite manifold 3-piece balancing adaptor 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/34/567634_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Hep2o_Underfloor_Product-Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Hep2o_Underfloor_Manifold_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1505,P488907,Advanced Water TPR28 PTEM100050 pressure temperature relief valve,Advanced Water,564.64,"This RWC 7 bar pressure and 90 - 95°C temperature relief valve is supplied with 1"" MBSP x 28mm connections and a 200mm probe. A compact, cartridge-type valve, this part is for use in unvented hot water systems. The relief valve is designed to safely relieve over pressure.",Heating/Heating.csv -> Advanced Water TPR28 PTEM100050 pressure temperature relief valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/07/488907_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/RWC_TPR28_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,P292270,Bwt Combi Care comb care compact 15mm (1),Bwt,69.13,"BWT's Combi-Care works by introducing a small amount of food grade polyphosphate into the water feed, sequestering the calcium in the water and preventing it from forming scale on the heat exchanger. Suitable for 15mm pipe and supplied with 15mm compression fittings.",Heating/Heating.csv -> Bwt Combi Care comb care compact 15mm (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/71/NW-292270_292271_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/BWT_Combicare_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/BWT_Combicare_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/BWT_Product_Guide_2020_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1507,P130375,Valor Black Beauty Slimline 341 LFE natural gas fire,Valor,682.67,"Highly efficient and economical, the Valor Black Beauty Slimline gas fire offers a high heat output of up to 4kW and realistic flame effect in a compact package. Finished in black with brass detailing, with a pagoda-style canopy, the Black Beauty promises low running costs and simple operation via a side-mounted control.",Heating/Heating.csv -> Valor Black Beauty Slimline 341 LFE natural gas fire,,Fire assembly;Ceramic fuel effect (In packaging inside firebox);Closure plate;Smoke match tube;Olive ;olive nut for gas line connection;Literature pack,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/75/130375_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Valor_341_Erp.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Valor_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Baxi_BBSlimline_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Valor_BBeauty_341_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Valor_Complete_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508,P610107,Adey Magna Clean Atoms Flt+Chem & Test & Electros,Adey,159.95,"Protecting heating systems and helping with Building Regulations Part L compliance, the Adey MagnaClean AtomSL Compliance Pack includes the MagnaClean AtomSL filter, MC1+ inhibitor, MC3+ cleaner, ProCheck water test strips and, optionally, the Electroscale2 or Magnascale2 scale reducer. Using the items in this pack and following Adey's best guidance could reduce heating bills by up to 7% while also improving efficiency and minimising the risk of breakdown due to damaging limescale and other contaminants.",Heating/Heating.csv -> Adey Magna Clean Atoms Flt+Chem & Test & Electros,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/07/610107_wm.jpg,,,,,,,,N,,,,,,FL1-03-06485,N,Domestic,,Immediate test results using ADEY ProCheck,Compact design,"Bi-directional, either port can be an inlet",Rotatable filter can be fitted at any angle,Supplied ready for quick installation,Easy access to air vent and drain valve for ease of servicing,ProCheck water test results via ADEY Sense portal,Flushing adapter available,Internal water operating temperature 3°C - 95°C,Internal operating water pressure up to 4.5 bar,Maximum flow rate of 50LPM,,Central heating water filters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509,P127182,Vaillant programmable thermostat (VRC 700),Vaillant,209.12,"The Vaillant VRC 700 wired weather compensating programmable room thermostat system control puts the user in full control of their heating and hot water. Designed to work side-by-side with all current Vaillant products, the VRC 700 helps to maximise home efficiency and comfort via a clear display and simple menu.",Heating/Heating.csv -> Vaillant programmable thermostat (VRC 700),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/82/127182_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Vaillant_VRC700_User_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ac/ks/Vaillant_VRC_700-packs.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_Control_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/71/82/127182.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510,PG37971,Liff Powermag PM200S electromagnetic water conditioner,Liff,4549.62,"Using the principle of magnetism, the Liff Powermag electromagnetic scale inhibitor stops the formation of hard crystalline scale in hot and cold water. With a magnetic field specifically used for its effect on hardness salts found in water, the environmentally-friendly Powermag both inhibits and removes existing formations of scale with no need for harsh chemicals.",Heating/Heating.csv -> Liff Powermag PM200S electromagnetic water conditioner,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/71/NW-G37970_G37971_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Liff_PowerMag_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Liff_PowerMag200_PM200S_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511,P120081,Vaillant sensoHOME control unit,Vaillant,156.0,"Designed to blend seamlessly into the home, the Vaillant SensoHOME control unit offers practical reliability in an attractively designed package. Easy to operate, this premium control has an intuitive touchscreen interface with simple sub-menus, while installation and commissioning is effortless via guided processes. Using eBUS protocols, the SensoHOME makes the most of enhanced load compensation when fitted with Vaillant heating appliances.",Heating/Heating.csv -> Vaillant sensoHOME control unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/81/NW-120081_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_sensoHOME_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512,P606166,Fernox TF1 installer pack,Fernox,84.25,This handy Fernox TF1 Sigma installer pack contains everything you'll need for complete cleaning and protection of a central heating system.,Heating/Heating.csv -> Fernox TF1 installer pack,,TF1 sigma filter;F1 protector 500ml;F3 cleaner 500ml,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/66/NW-606166_wm.jpg,,,,,,,,N,,,,,,606166 PK,N,Suitable for Central Heating Systems,,Cleans and protects central heating systems,With F1 protector and F3 cleaner,,,,,,,,,,,Sigma Installer Pack,,,,,,,TF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513,P421335,Anglo Nordic expel soot breaker,Anglo Nordic,9.42,"Anglo Nordic Expel C chemical cleaner cleans and removes carbon scale and soot from the combustion zone and flues of pressure jet oil, blown gas, closed combustion solid fuel boilers and heaters.",Heating/Heating.csv -> Anglo Nordic expel soot breaker,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/35/NW-421335_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/421335_Anglo Nordic_Data Sheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514,P581487,JG Underfloor LowFit 7 port manifold stainless steel 12mm conns,JG Underfloor,318.24,"Manufactured to the best possible quality, the high performance JG Speedfit LowFit seven port underfloor heating manifold promises reliability and longevity. Manufactured in stainless steel, this manifold offers quick and easy installation thanks to its Speedfit push-fit connections, pre-assembled wall brackets and ready-fitted vibration isolation mounts and automatic air vent. Suitable for left or right handed supplies, this manifold comes fully assembled with flow and return rails and with adjustable flow meters and a fill valve included. Protective dust caps on the return rail are suitable for removal, opening and closing flow to pipe loops for the installation of circuit actuator valves.",Heating/Heating.csv -> JG Underfloor LowFit 7 port manifold stainless steel 12mm conns,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/87/NW-581482_581487_wm.jpg,,,,,,,2 Year,N,,,Stainless Steel,,,JGLOWFITMAN7,N,,,7 ports,Stainless steel construction,High performance,"Easy, quick install with 12mm Speedfit connections",Speedfit connections eliminate requirement for reducing adaptors,Pre-mounted brackets and vibration isolation mount for ease of installation,Integral automatic air vent eliminates the air that may impact circulation,Valves on return manifold compatible with thermoelectric heads,Rail valves on return rail for easy connection of circuit actuators,Suitable for left- or right-hand supply,Maximum working pressure 3 bar,,Manifold,,,,,,,Lowfit,,,,,,,,,,,,,,,,,,,,,,,,,,12 mm,,,,,,,,,,,,,Maximum test pressure 10 bar,Working temperature 30 - 55°C,2 year warranty,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515,P305748,Siemens flanged 3 port valve actuator 65mm kv=50,Siemens,1338.86,"Designed for modulating control of high temperature hot water of steam, this Siemens two port PN16 valve with magnetic actuator has 32mm connection, positioning control, a position feedback signal, spring-return function and manual control.",Heating/Heating.csv -> Siemens flanged 3 port valve actuator 65mm kv=50,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/48/NW-305748_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Siemens_MXG461_MXF461_EU_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/la/rn/Siemens_MXG461_MXF461_Envirn_Declarn.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Siemens_MXG461-MXF461_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/la/rn/Siemens_MXG461_MXF461_Supplr_Declarn.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516,P262977,Myson Floortec TOUCH2 wifi thermostat and hub pack,Myson,418.67,"Control your heating from anywhere using the second generation, app-enabled Myson Touch 2 Wi-Fi thermostat and Touch 2 hub. Easy to set up, this thermostat connects your home system with a smartphone or tablet via the Myson Touch 2 app for on-the-go control. Available on its own as a programmable room thermostat or as part of a combined solution along with the Touch 2 Hub, this thermostat can help to meet Boiler Plus requirements.",Heating/Heating.csv -> Myson Floortec TOUCH2 wifi thermostat and hub pack,,Programmable thermostat;Hub,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/77/NW-262976_262977_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Myson_E_Controls_Thermostat_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_Touch2WiFi_HUB_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_Underfloor_Heating_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_Touch2WiFi_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,P581456,JG Underfloor Speedfit JGUFHPACK20/4 under floor heating pack - up to 20mtr2,JG Underfloor,864.68,"Designed for solid floors, the JG Underfloor Speedfit underfloor heating pack is suitable for spaces of up to 20M². Including a control unit and thermostat, as well as the underfloor heating piping and fixtures, Speedfit is an ideal choice for straightforward all-in-one installation in conservatories or extensions.",Heating/Heating.csv -> JG Underfloor Speedfit JGUFHPACK20/4 under floor heating pack - up to 20mtr2,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/56/581456_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG_Speedfit_UFH_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518,PS25151,Dab Pumps VS 3 speed bronze circulator pump,Dab Pumps,445.0,"Designed to circulate hot water, the Dab Pumps VS 0.0022kW 230V circulating pump is suitable for use in a pressurised closed circuit or open circulation-type domestic heating or air conditioning system. Robustly made, VS incorporates a hydraulic section and wet rotor motor in a single body.",Heating/Heating.csv -> Dab Pumps VS 3 speed bronze circulator pump,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/51/NW-S25151_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Dab_Pumps_VS_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519,P892171,Spirotech SpiroCombi BC080F flanged air and dirt seperator (pn16) 80mm,Spirotech,1343.61,"Removing air and dirt from a sealed system, this Spirotech SpiroCombi 80mm flanged air dirt separator can help to improve system efficiency. Working continuoisly to eliminate air, microbubbles and particles as small as 5µm, the Spirocombi discharges dirt during operation for uninterrupted use.",Heating/Heating.csv -> Spirotech SpiroCombi BC080F flanged air and dirt seperator (pn16) 80mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/72/NW-892171_892172_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Spirotech_AirDirt_Separator_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/892171_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Spirotech_SpiroCombi_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520,P581490,JG Underfloor Lowfit JGLOWFITMAN10 10 port manifold stainless steel 12mm conns,JG Underfloor,412.07,"Distributing warm water via low profile pipework, the JG Underfloor LowFit 12mm 10-port UFH manifold is manufactured to a high level in tough stainless steel. Fitted using JG Speedfit push-fit connections, this manifold is easy and quick to install thanks to the supplied pre-mounted bracket and vibration isolation mount. Ready assembled, the LowFit UFH manifold is supplied complete with vital components including flow and return rails, an automatic air vent, adjustable flow meters and a fill valve. In addition, protective dust caps are supplied on the return rail, removable if circuit actuator valves are installed, allowing for the opening and closing of water flow around pipe loops.",Heating/Heating.csv -> JG Underfloor Lowfit JGLOWFITMAN10 10 port manifold stainless steel 12mm conns,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/90/NW-581490_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JG_LowFit_UFH_Manifold_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/JG_Underfloor_Heating_Brochure_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,P323809,Honeywell ML7425A spring return actuator 24V 0-10VDC,Honeywell,528.35,"This Honeywell ML7425A 600 N straight actuator offers modulating control alongside controllers with an analogue output of 0 - 10VDC or 2 - 10VDC. It is suitable for operating standard valves in heating, district heating, ventilation and air conditioning (HVAC) applications. Spring-return models return to a safety position in case of power failure.",Heating/Heating.csv -> Honeywell ML7425A spring return actuator 24V 0-10VDC,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/09/NW-323809_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Honeywell_ML7420-ML7425A-B_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Honeywell_ML7425A_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522,P420010,Kingspan Titan EcoSafe R1225 rectangular plastic oil storage tank 1225ltr,Kingspan,866.75,"Ideal for domestic applications where bunding is not legally required, the plastic, bottom outlet Kingspan Titan EcoSafe R1225 single skin horizontal oil tank is suitable for the safe storage of fuels including kerosene (C1/C2), fuel oil (A2) and gas oil/diesel (D).",Heating/Heating.csv -> Kingspan Titan EcoSafe R1225 rectangular plastic oil storage tank 1225ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/10/420010_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Kingspan_TitanEcoSafe_Tank_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Titan_OilStorage_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Kingspan_TitanEcosafe_Tank_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Titan_OilStorage_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
