,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Pack Quantity,Range,Hazardous,Dimensions (L x W x D),Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Attachment 1,Colour,Material,Size,Application,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Drive,Connection Type,Handle Type,Weight,Power Supply,Feature 10,Feature 11,Feature 12,Feature 13,Attachment 2,Diameter,Head Material,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Length (M),Warranty
64,PT86912,"Rothenberger Rogrip 1000002700 M Plier 10""",Rothenberger,27.52,"Ideal for working with water or oil, these Rothenberger Rogrip 10"" water pump M pliers are designed with safe non-slip handles. Made of steel, these pliers will clamp and rotate different pipe types up to 50mm in diameter.","Trade Essentials/Hand Tools/Hand Tools.csv -> Rothenberger Rogrip 1000002700 M Plier 10""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/12/NW-T86912_wm.jpg,,Rogrip,N,,1000002700,Water Pump Pliers,N,"Double-hardened, wear-resistant teeth","3 touchpoint grip on pipe, handle and tooth design prevent slipping",30% higher gripping capacity,,Grey/Red,Steel,20 (W) x 312 (H) mm,Hold and turn pipes,Prevents unintentional opening,50% quicker adjustment,,,,,,10,,,,,,,,,,,,,,,,
65,P231556,Rothenberger Wide Jaw Wrench 70459 Adjustable Wide Jaw Wrench 6'',Rothenberger,15.0,"Suitable for use in small, confined spaces, this Rothenberger 152.4mm adjustable wide jaw wrench is designed with a narrow profile and precision thumb turn adjustment.",Trade Essentials/Hand Tools/Hand Tools.csv -> Rothenberger Wide Jaw Wrench 70459 Adjustable Wide Jaw Wrench 6'',,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/47/NW-T86445_T86447_wm.jpg,,,,,231556 PK,,,Opens to 34mm,Narrow jaw profile,Precise thumbturn adjustment,,,,,,Calibrated jaws for accurate sizing,Comfortable soft-grip handle,Jaw protectors protect polished surfaces,,,,,,,,,,,,,,,,,,,,,
66,PN34253,Rothenberger Hand Tools  spanner set (for monobloc taps),Rothenberger,9.52,"Fitting almost all monobloc tap securing nuts, this Rothenberger spanner set includes options for 8/9mm, 10/11mm and 12/13mm sizes. Corrosion-resistant for a longer life, these zinc-plated spanners are supplied with a tommy bar for extra leverage wherever needed.",Trade Essentials/Hand Tools/Hand Tools.csv -> Rothenberger Hand Tools  spanner set (for monobloc taps),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/53/NW-N34253_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Rothenberger_Product_Brochure_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,P688869,Rothenberger Junior junior hacksaw,Rothenberger,2.45,"Fitted with a tough plastic grip for more comfortable use, this Rothenberger standard junior hacksaw can be used for a range of small cutting operations such as the trimming of pipes and profiles.",Trade Essentials/Hand Tools/Hand Tools.csv -> Rothenberger Junior junior hacksaw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/69/688869_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Rothenberger_Hand Tools_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT86861,Rothenberger Hand Tools  compression nut spanner,Rothenberger,3.4,"Designed for use in awkward places, this Rothenberger 15 x 22mm compression spanner tightens and loosens fittings in spots that other spanners and wrenches can't reach. This useful tool is especially suitable for the fitting and removal of certain shower valves.",Trade Essentials/Hand Tools/Hand Tools.csv -> Rothenberger Hand Tools  compression nut spanner,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/61/NW-T86861_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Rothenberger_Product_Brochure_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PN13746,Nerrad Versa funnel,Nerrad,24.45,"Formable into almost any shape, this Nerrad Versa funnel helps to contain nuisance drips when working on radiators or draining cylinders and is particularly useful for catching or diverting water away from PCBs. Manufactured from flexible aluminium, this funnel is covered with a high grade nitrile rubber.",Trade Essentials/Hand Tools/Hand Tools.csv -> Nerrad Versa funnel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/46/NW-N13746_wm.jpg,,,N,370 x 170 mm,NTVSF1,Funnel,N,Versa funnell is approx 37 x 17cms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470mm,
70,PN39706,Rothenberger Pipeslice Tube Cutters pipe slice twin pack,Rothenberger,26.55,"Suitable for cutting copper tube with one hand, this Rothenberger pipe slice uses an automatic self-clamping action for accurate results and a smooth finish with no deformation. Ideal for use in confined spaces, the cutter has a compact design, rotating within its own radius.",Trade Essentials/Hand Tools/Hand Tools.csv -> Rothenberger Pipeslice Tube Cutters pipe slice twin pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/06/NW-N39706_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Rothenberger_Product_Brochure_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PN13747,"Nerrad mini adjustable wrench 4""",Nerrad,10.99,"Ideal for working in tight, awkward spaces, this Nerrad 18mm adjustable mini wrench has the largest jaw width in its class. Made of CRV steel, this compact yet powerful wrench is suitable for use on drain valves and internal boiler fittings.","Trade Essentials/Hand Tools/Hand Tools.csv -> Nerrad mini adjustable wrench 4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/47/NW-N13747_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/0_/21/Nerrad_Product_Catalogue_2020_21.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,P231593,Center CB medium grade steel wool 1lb roll,Center CB,4.0,This Center CB medium grade steel wool is supplied in a large 1lb bundle. It is a multipurpose product commonly used in cleaning and deburring applications.,Trade Essentials/Hand Tools/Hand Tools.csv -> Center CB medium grade steel wool 1lb roll,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/75/512575_wm.jpg,,,N,,231593 PK,Wool Roll,N,1lb roll,Medium grade,For cleaning and deburring pipes,,Red,Steel,100 mm,Cleaning and deburring pipes,For prepping pipework ahead of soldering,Suitable for applying flux,Steel construction,,,,,,,,,,,,,,,,,,,,,
73,PT85571,"Rothenberger spare multibender guide 22mm (7/8"")",Rothenberger,24.85,"This precision-made Rothenberger 80178 multibender guide is made of strong aluminium and offers clean, strong bends.","Trade Essentials/Hand Tools/Hand Tools.csv -> Rothenberger spare multibender guide 22mm (7/8"")",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/71/NW-T85571_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Rothenberger_Product_Brochure_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,P688865,"Rothenberger SPK water pump plier 10"" Black",Rothenberger,19.17,"Made of steel, these Rothenberger SPK 250mm water pump pliers have jaws opening up to a maximum of 43mm.","Trade Essentials/Hand Tools/Hand Tools.csv -> Rothenberger SPK water pump plier 10"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/65/NW-688865_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Rothenberger_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PH70801,"Neill Tools 70-20TR professional hacksaw 12""",Neill Tools,21.5,"These Neill Tools professional hacksaws offers die cast handles for comfortable use, strong tubular frames and accurate Eclipse 24 TPI bi-metal blades.","Trade Essentials/Hand Tools/Hand Tools.csv -> Neill Tools 70-20TR professional hacksaw 12""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/01/NW-H70801_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Neill_Tools_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PN39443,"Rothenberger SPK water pump plier 12"" Black",Rothenberger,23.33,"Made of steel, these Rothenberger SPK 300mm water pump pliers have jaws opening up to a maximum of 48mm.","Trade Essentials/Hand Tools/Hand Tools.csv -> Rothenberger SPK water pump plier 12"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/43/NW-N39442_N39443_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Rothenberger_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT81719,Rothenberger 4 piece multi tool accessory kit,Rothenberger,13.57,"This four-piece accessory pack is suitable for the Rothenberger 300W Multitool. It includes both a small and a large plunge saw blade for plunge cutting in wood, plastic and soft metal and a scraper blade for the removal of dry paint, caulk and adhesives. A semi-circular saw blade is also included for making straight cuts in wood or plastic and for trimming nails.",Trade Essentials/Hand Tools/Hand Tools.csv -> Rothenberger 4 piece multi tool accessory kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/19/T81719_wm.jpg,,,N,,99299,Accessory Kit,N,Large Plunge saw blade: 95 x 32 x 10mm,Scraper blade: 52 x 79mm,Small Plunge saw blade: 78 x 20 x 10mm,,Black,Steel,L160xW20xH250 mm,Accessories for the Rothenberger 300W Multitool,Semi - Circular saw blade: 0 87.5mm,,,,,,,,,,,,,,,,,,,,,,,
78,P519476,Wavin Wavin Hep2O HX78/22W hepkey 22mm,Wavin,0.35,"Made of polybutylene (PB), this Wavin Hep2O HX78 22mm HepKey demounting tool is suitable for use in hot and cold flexible plumbing systems accepting push-fit connections. The HepKey allows for easy demounting and adjusting of Hep2O connectors.",Trade Essentials/Hand Tools/Hand Tools.csv -> Wavin Wavin Hep2O HX78/22W hepkey 22mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/76/NW-519476_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Hep2O_Pushfit_Plumbing_Install.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wavin_Hep2O_Push-Fit_Plumbing_Guide.pdf,,,,,,,,
79,PT86377,Rothenberger cranked ring immersion spanner,Rothenberger,2.8,This Rothenberger cranked ring immersion spanner offers a strong one piece construction with a cranked handle designed for additional leverage and clearance when turning.,Trade Essentials/Hand Tools/Hand Tools.csv -> Rothenberger cranked ring immersion spanner,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/77/NW-T86377_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Rothenberger_Product_Brochure_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PP96059,Geberit Mapress pressing collar set 2 extra large in case d108mm,Geberit,2035.27,"Supplied in a handy case, this Geberit Mapress 108mm [2XL] pressing collar is suitable for ACO 203XL pressing tools and press fittings. It includes a ZB 222 [2XL] adapter jaw for final pressing.",Trade Essentials/Hand Tools/Hand Tools.csv -> Geberit Mapress pressing collar set 2 extra large in case d108mm,,"Pressing collar, diameter 108mm;Adaptor jaw ZB 222 [2XL] for final pressing;BRUNOX Turbo-Spray",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/59/NW-P96059_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/P96059_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PM03566,Geberit Mapress FKM seal ring 54mm Blue,Geberit,4.72,"This Geberit Mapress 54mm blue FKM seal ring is suitable for use in a wide range of applications. Mapress Stainless Steel is an extremely effective supply system with a high molybdenum content, ensuring high corrosion resistance for robust reliability.",Trade Essentials/Hand Tools/Hand Tools.csv -> Geberit Mapress FKM seal ring 54mm Blue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/66/NW-M03566_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_Supply_Systems_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,P465072,Milwaukee block torpedo level,Milwaukee,46.67,"Designed with Sharpsite Magnified Vial technology, this Milwaukee block torpedo level in red offers reliable accuracy and a clear reading in every possible position. Made of die-cast aluminium with reinforced vials, this robust level has a locking function to help it maintain its accuracy even after being toted from job to job in a crowded tool bag.",Trade Essentials/Hand Tools/Hand Tools.csv -> Milwaukee block torpedo level,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ev/el/Block_Torpedo_Level_wm.jpg,,,N,,4932459096,Torpedo levels,N,With 360° adjustable vial,Can identify and repeat any angle,Vial locks to maintain accuracy,,Red,Aluminium / Acrylic,25cm (Length),,Amplified rare earth magnets for high levels of holding power,Reinforced acrylic block vials for durability,Die-cast aluminium body for durability,Precision-milled measuring surface for accuracy,With lanyard hole,,,,,,,,,,,,,,,,,,,
83,PT86308,Rothenberger Rotrac 28 tube cutter 3-28mm,Rothenberger,60.85,"This robust Rothenberger Rotrac tube cutter cuts copper, brass, aluminium and thin-walled steel pipes in 3 - 28mm sizes. Fitted with an internal deburrer, this tool provides a smooth, ready to use finish.",Trade Essentials/Hand Tools/Hand Tools.csv -> Rothenberger Rotrac 28 tube cutter 3-28mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/08/NW-T86308_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Rothenberger_Product_Brochure_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PN20129,Rothenberger tap backnut spanner,Rothenberger,8.32,"Ideal for accessing awkwardly located backnuts, this Rothenberger tap backnut spanner reaches into tight recesses under sinks, basins and baths where spanners and other tools can't. Fitting most 1/2"" and 3/4"" backnuts, this spanner includes a tommy bar for added leverage.",Trade Essentials/Hand Tools/Hand Tools.csv -> Rothenberger tap backnut spanner,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/29/NW-N20129_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Rothenberger_Product_Brochure_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PN20116,"Rothenberger radiator spanner 0.5""",Rothenberger,2.53,"This Rothenberger radiator spanner has an Allen key design for leverage when fitting and removing even tight, hollow radiator valve connectors and vent plugs.","Trade Essentials/Hand Tools/Hand Tools.csv -> Rothenberger radiator spanner 0.5""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/16/NW-N20116_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Rothenberger_Product_Brochure_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PS11476,Rems Aquila 3B 120270 aquila 3b,Rems,503.84,"Made of steel and mounted on a reliably tough tripod, the REMS Aquila 3B chain vice is suitable for use with a wide range of pipe sizes from 1/8"" right up to 6"".",Trade Essentials/Hand Tools/Hand Tools.csv -> Rems Aquila 3B 120270 aquila 3b,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/76/NW-S11476_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Rems_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,P690495,"Rothenberger tube expander set 3/8-1.1/8""",Rothenberger,488.46,"The Rothenberger tube expander set is a precision capillary socket forming tool designed to produce end feed soldering joints in copper tube. Lightweight, hardwearing and resistant to wear, it creates quality pipe connections in accordance with DVGW standards.","Trade Essentials/Hand Tools/Hand Tools.csv -> Rothenberger tube expander set 3/8-1.1/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/95/NW-690495_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Rothenberger_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT85720,"Rothenberger Heavy Duty 70155 heavy duty pipe wrench 24""",Rothenberger,178.27,"Screwing, loosening and securing steel pipes up to 89mm in diameter, this Rothenberger 600mm length pipe wrench is suitable for use in a wide range of applications. Withstanding rough site conditions, this wrench has durable forged jaws which, along with its hooks, are easy to replace when worn out, saving on the cost of a whole new wrench.","Trade Essentials/Hand Tools/Hand Tools.csv -> Rothenberger Heavy Duty 70155 heavy duty pipe wrench 24""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/20/NW-T85720_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Rothenberger_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PN00188,Rothenberger universal spanner with ratchet handle,Rothenberger,38.24,"Supplied with a ratchet handle, this Rothenberger universal spanner set is ideal for use in the installation and removal of heating valve nipples, tank connectors and short tap extensions.",Trade Essentials/Hand Tools/Hand Tools.csv -> Rothenberger universal spanner with ratchet handle,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/88/NW-N00188_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Rothenberger_Product_Brochure_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PM15632,Geberit Mapress manual deburrer 15-54mm,Geberit,50.63,This Geberit Mapress pipe deburrer for 12 - 54mm is suitable for deburring the inside and outside of Geberit Mapress system pipes and standard copper pipes.,Trade Essentials/Hand Tools/Hand Tools.csv -> Geberit Mapress manual deburrer 15-54mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/32/NW-M15632_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/M15632_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,P512549,Center CB steel wool pads (Pack of 8),Center CB,2.95,Center CB wool pad is made of steel material. Wool pads is used for cleaning and deburring pipes.,Trade Essentials/Hand Tools/Hand Tools.csv -> Center CB steel wool pads (Pack of 8),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/49/NW-512549_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/ArcticProducts_Brochure.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/25/49/512549.pdf,,,,,,,,
92,P519477,Hep2O Wavin Hep2O HX78 hepkey 28mm,Hep2O,0.4,"This Wavin Hep2O HX78 28mm Hepkey is used for the secure demounting of Hep2O fittings. It simply clips onto a fitting and holds the grab ring in its release position while you remove the connection. A unique system for reliable push-fit jointing, Hep2O offers joint recognition, secure demounting and a leak-free guarantee.",Trade Essentials/Hand Tools/Hand Tools.csv -> Hep2O Wavin Hep2O HX78 hepkey 28mm,,10 tools,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/77/519477_wm.jpg,,Wavin Hep2O,N,,HX78/28W,Demounting tool,N,For secure demounting of Wavin Hep2O push-fit system,"Clips onto Hep2O fitting, holding grab-ring in its release position",Hep2O is suitable for hot and cold systems,,Orange,PB,28 mm,Use to demount Wavin Hep2O fittings,System has In4Sure joint recognition for secure joints,System guarantees leak-free security,Colour-coded packaging for easy identification,"Green 10mm, blue 15mm, purple 22mm and orange 28mm",BS EN 7291 parts 1 and 2,WRAS approved,,,,,,,,,,,,,,,,,,
93,P418055,"Rothenberger 4-in-1 universal stopcock key 42""",Rothenberger,20.85,"This Rothenberger stopcock key is designed to fit most 1/2"" and 3/4"" stop taps as well as 1/2"" and 3/4"" square stop taps. Strong and sturdy, this key is suitable for turning stiff stop taps while a longer length tommy bar on the handle is ideal for lifting access covers.","Trade Essentials/Hand Tools/Hand Tools.csv -> Rothenberger 4-in-1 universal stopcock key 42""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/55/NW-418055_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Rothenberger_Product_Brochure_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,P581260,JET Range hank of hemp 250g,JET Range,11.45,Jet hemp is used by plumbers and pipefitters as a filler in conjunction with a thread paste to produce a tight seal on threaded pipes.,Trade Essentials/Hand Tools/Hand Tools.csv -> JET Range hank of hemp 250g,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/60/581260_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/581260 - 581262 Datasheet.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/da/ta/581260_Data.pdf,,,,,,,,
95,P418060,Rothenberger Rocut plastic pipe shear 0-42mm,Rothenberger,25.16,"This ratchet-type Rothenberger 0 - 42mm pipe shear is suitable for cutting all plastic pipes, including MDPE, PP, PE, HEP20 and PE-X.",Trade Essentials/Hand Tools/Hand Tools.csv -> Rothenberger Rocut plastic pipe shear 0-42mm,,"1x Rocut cutter,1x Blade",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/91/55091_wm.jpg,,Rocut,N,,055091E,Pipe Shears,N,Ratchet action,"For fast, clean square cuts",Suitable for all plastic pipe types,,Red / Silver,Plastic,0 - 42 mm,Plastic pipes,,,,,,,,,,0.43000,,,,,,,,,,,,,,
96,PN20138,"Rothenberger universal 5 in 1 stop cock key 34""",Rothenberger,24.1,"This Rothenberger stopcock key is designed to fit most 1/2"" and 3/4"" crutch head valves as well as 1/2"", 3/4"" and 5/8"" square stop taps. Strong and sturdy, this key is suitable for turning stiff stop taps while a longer length tommy bar on the handle is ideal for lifting access covers.","Trade Essentials/Hand Tools/Hand Tools.csv -> Rothenberger universal 5 in 1 stop cock key 34""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/38/NW-N20138_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Rothenberger_Product_Brochure_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT85722,"Rothenberger aluminium pipe wrench 14""",Rothenberger,120.13,"Designed for up to 2"" pipes, this Rothenberger 355.6mm pipe wrench is made of a lightweight aluminium alloy.","Trade Essentials/Hand Tools/Hand Tools.csv -> Rothenberger aluminium pipe wrench 14""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/22/NW-T85722_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Rothenberger_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
