,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Hazardous,Boiler Section,Boiler Range,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Range,Warranty,Depth (mm),Smart,Switch Type,Battery Back Up,Number of Zones,Switching Capacity (amps),Programmable Duration,On / Off Periods per Day,Auto GMT / BST,Dimensions (L x W x D),Dimensions mm (H x W x D),Display Type,Installation Type,Number of Channels,Application,Feature 5,Feature 6,Pack Quantity,Voltage (V),Setting Range,Operating Temperature Range (C),Feature 7,Feature 8,Feature 9,Attachment 5,Attachment 6,Attachment 7,Attachment 8,Diameter,Operating Temperature,Weight,Range For Use With
45,P127305,Vaillant wireless room thermostat,Vaillant,277.16,"Compatible with ambiSENSE TRVs, this Vaillant VRC 700f wireless programmable room thermostat controls the heating of up to 20 rooms. Using eBUS technology to communicate with each part of the system, this thermostat uses weather and load compensation features to maximise efficiency and if used on a hybrid system, automatically chooses which appliance should be used to deliver the greatest efficiency. Featuring an energy monitoring function, VRC 700f works with third party elements, such as underfloor heating.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Vaillant wireless room thermostat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/05/NW-127305_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vaillant_VRC_700f_4_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/tn/Vaillant_VRC_700f_Operating_Instrctn.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vaillant_VRC_700_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vaillant_aroTHERM_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Vaillant_VRC_700_700f_Pack_Options.pdf,,,,,,,
46,P222078,Drayton Wiser thermostat kit 1,Drayton,119.0,"Allowing for convenient control of your heating via the Wiser Heat smartphone app, this Drayton Wiser single-channel thermostat pack is suitable for use with a combi boiler. It is supplied with an OpenTherm module and both a wall bracket and a stand for flexibility of installation.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Drayton Wiser thermostat kit 1,,Room thermostat;Thermostat stand;Thermostat wall bracket;2x AA batteries;1-channel Heat HubR;OpenTherm module;Wall plate,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/98/NW-304798_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_Wiser_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Drayton_Wiser_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,P302003,Drayton Digistat+ wired room thermostat,Drayton,53.07,"User-friendly, the Drayton Digistat Plus wired room thermostat offers tactile, audible and visual feedback for confident use. It combines a familiar dial control with a digital display, showing that the temperature has been set accurately. This thermostat has an optional minimum temperature setting, ideal for vulnerable users.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Drayton Digistat+ wired room thermostat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/03/NW-302003_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/302003_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_DigistatPlus_RF_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/15/Drayton_Product_Catalogue_Issue_15.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,P336030,Drayton Lifestyle LP711 Lp711 7Day Time Switch,Drayton,49.26,"Providing enhanced combi boiler or zone control, the Drayton Lifestyle LP711 7 day time switch offers programming flexibility via an individual day programme, ideal for those users with a less predictable weekly schedule.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Drayton Lifestyle LP711 Lp711 7Day Time Switch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/30/NW-336030_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_Lifestyle_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Drayton_Product_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_Lifestyle_LP_LPSI_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,P336031,Drayton Lifestyle LP112 24hr programmer,Drayton,68.41,"Offering common heating and hot water timings, the Drayton Lifestyle LP112 24 hour programmer provides control of fully pumped or gravity systems with minimal need for interaction. With four switching options and an easy to read display, this programmer is extremely user-friendly.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Drayton Lifestyle LP112 24hr programmer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/31/NW-336031_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_Lifestyle_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Drayton_Product_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_Lifestyle_LP_LPSI_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,P305247,Siemens easy daily programmable room thermostat with TPI,Siemens,39.12,"This Siemens electronic room thermostat with 24 hour time switch is a mains independent battery powered unit. With PID out control and large LCD screen, this thermostat controls room temperature only in homes, schools or offices. This device is suitable for use with thermal valves or zone valves, combi boilers, gas or oil burners or pump equipment.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Siemens easy daily programmable room thermostat with TPI,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/47/NW-305247_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Siemens_RDJ100_Instruction_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Siemens_Heating_Controls_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Siemens_RDJ100_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Siemens_RDJ100_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,P305203,Siemens 7 day programmable room thermostat,Siemens,87.78,"User-friendly, this Siemens 7 day battery operated digital programmable room thermostat has an easy-read display with large numbers. Controlling the magnetic valves of an instantaneous water heater or atmospheric gas burner, forced draught gas/oil burners, electrothermal actuators, circulating pumps in heating systems, electric direct heating, fans of electric storage heaters, zone valves (normally open and normally closed), air conditioning and cooling equipment, this thermostat is suitable for small homes or offices or individual rooms.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Siemens 7 day programmable room thermostat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/03/NW-305203_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Siemens_REV24_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Siemens_Heating_Controls_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Siemens_REV24_Operating_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,P240712,Honeywell Home hw home st9500c programmer 7 day 2 zone,Honeywell Home,114.79,"Aiding Building Regs compliance, the ST9500C two channel 7 day programmer controls two heating zones with three on/off periods each day. Offering the option to set 5/2 day or single day programmes during installation, this flexible programmer works with the user's lifestyle while a Line of Text (LoT) display that gives clear instructions when a button or slider is used for more intuitive operation. A Holiday button allows for switch off from one to 99 days for reduced waste while the user is away from home.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Honeywell Home hw home st9500c programmer 7 day 2 zone,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/12/240712_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Honeywell_Heating_Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,P306583,Danfoss room thermostat 24v,Danfoss,24.22,"This Danfoss RMT24 room thermostat with accelerator for 240V system includes an SPDT type contact. Incorporating an accelerator heater to improve control accuracy, this thermostat includes a thermometer and night set-back facility, activated by an external time control. The RMT range offers accurate, reliable temperature control and is suitable for a wide range of uses, from radiator based heating applications to underfloor heating.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Danfoss room thermostat 24v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/83/NW-306583_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_DomesticProdSelection_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_RMT_RET_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Danfoss_RMT_Thermostat_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/gr/am/Danfoss_RMT24_Wiring_Diagram.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_RMT_Thermostat_Technical.pdf,,,,,,,
54,P336010,Drayton Lifestyle LPSi LP241SI service programmer,Drayton,123.67,"Designed for fully pumped heating and hot water systems, the Drayton Lifestyle LP241Si 24 hour programmer can operate at different times for improved comfort and energy efficiency. This reliable programmer has automatic summer/winter time adjustment and a service interrupter so you'll never forget to book in your annual service again.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Drayton Lifestyle LPSi LP241SI service programmer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/10/NW-336010_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_Lifestyle_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Drayton_Product_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_Lifestyle_LP_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_Lifestyle_LP_LPSI_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,P302054,Drayton RTS3 frost thermostat (SPST) 240v,Drayton,24.98,"Ensuring accurate temperature control, this Drayton RTS 3 frost thermostat with SPST contacts employs electronic sensing for precision and optional surface or conduit mounting for flexibility.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Drayton RTS3 frost thermostat (SPST) 240v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/54/NW-302054_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_RTS_Thermostat_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/15/Drayton_Product_Catalogue_Issue_15.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Drayton_RTS_Quick_Start_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_RTS_Thermostat_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,P440975,Danfoss TP5001M V2 programmable room thermostat 230V (1),Danfoss,74.76,"Providing full heating schedule control of RET variants, the Danfoss TP5001M V2 programmable 230V room thermostat offers 5/2 day or 24 hour scheduling with two user-set heating periods. This means that heating can be turned off or set to run at a reduced temperature overnight or when a property is unoccupied, helping to maximise efficiency.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Danfoss TP5001M V2 programmable room thermostat 230V (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/_a/440975_76_A_wm.jpg,,,,,N,,,087N7935,Room Thermostat,N,For domestic use,Easy to read large backlit display,Display shows room temperature and output status of thermostat,Offers 5/2 day or 24hr scheduleWith 4x events (2 period),,,,,SPDT,,,,,,,,55x98x112,,,,Domestic Central Heating,With holiday mode,Frost protection mode for safe use,1,230,5 °C - 35 °C,5 °C - 35,With temperature settings and standby/off position,,,,,,,,,,
57,P158094,Neomitis PRG7RF 7-day two channel programmer (with RF room thermostat),Neomitis,198.72,"Minimising waste and saving on fuel costs, the intuitive Neomitis PRG7RF digital programmer helps homeowners to personalise your comfort with a seven day programmed heating schedule. Combining this programmer with Neomitis's RT0-RF thermostat further improves efficiency.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Neomitis PRG7RF 7-day two channel programmer (with RF room thermostat),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/94/NW-158094_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Neomitis_PRG7RF_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Neomitis_PRG7RF_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,P311132,Honeywell Home DT4 Black Wired Thermostat,Honeywell Home,40.73,"Designed for compatibility.Can be installed standalone or as a part of an existing system, including conventional and combi boilers.Easy-to-read, energy-efficient LED-based display that turns off when the screen is not in use. Wired or wireless versions to suit almost every installation. Integration with smart devices such as Honeywell Home evohome and the HCC100 underfloor multi-zone controller. Backlit, captive touch buttons. Built in eco-mode to reduce room temperature for a set time period and help save money and the environment. Built in boost mode to increase room temperature for a set time period.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Honeywell Home DT4 Black Wired Thermostat,,"Product, install guide, wall mount, user guide, screws",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/32/311132_wm.jpg,,,,,N,,,DT40BT22,Thermostat,N,Suitable for zoning/UFH,evohome,Works with heat pumps,Heating and cooling,,,,,SPDT,,,,,,,,101 x 101 x 23.5,,,,"Boiler, Heat Pump, Zoning, UFH, 2-port zone valve",Clear LED display,Coloured icons,,24-230,05-35 Degrees,0-40 Degrees,Easy to use,Modern display,,,,,,,,,
59,P336032,Drayton Lifestyle LP241 24hr programmer,Drayton,77.55,"Suitable for fully pumped heating and hot water systems, this Drayton Lifestyle LP241 24 hour programmer is capable of operation at different times for more energy efficient use. It offers independent timing of each channel with simple, user-friendly setting.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Drayton Lifestyle LP241 24hr programmer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/32/NW-336032_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_Lifestyle_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Drayton_Product_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_Lifestyle_LP_LPSI_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,P304801,Drayton Wiser WT714R9K0902 multi-zone kit 1,Drayton,231.6,"Simple and smart, the Drayton Wiser Multi-Zone Kit 1 for combi boiler heating systems provides easy installation from app to thermostat, allowing you to personalise your home heating via smartphone or using the thermostat's colour LCD. Offering seven day programming for your home heating zones, this kit includes a room thermostat, OpenTherm module and both a stand and a wall bracket for your choice of controller storage.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Drayton Wiser WT714R9K0902 multi-zone kit 1,,Room thermostat;Thermostat stand;Thermostat wall bracket;2x AA batteries;1-channel Heat HubR;OpenTherm module;Wall plate,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/01/304801_wm.jpg,,,,,N,,,WV714R9K0902,Thermostat Pack,N,One channel thermostat system with two radiator thermostats to start zoning your system,Suitable for combination boilers,Control the Room thermostat and radiator thermostats via the Wiser Heat app,Add more radiator valves to create more independent zones,Wiser,2 years,93,Yes,SPDT,Y,16,2(1),7 Day,8,Yes,70 x 150 x 93,,Colour LCD,Heating,1,CommercialDomestic,,,,,,,,,,,,,,,,,
61,P302062,Drayton RTS8 combi thermostat,Drayton,21.61,"Providing accurate room temperature control, this Drayton RTS8 CombiStat room thermostat is suitable for all two or three wire combination or conventional boilers with a current up to 6A.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Drayton RTS8 combi thermostat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/62/NW-302062_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/302062_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/15/Drayton_Product_Catalogue_Issue_15.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Drayton_RTS_Quick_Start_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_CombiStat_RTS8_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,P158061,Neomitis PRG7 7 day wired twin channel programmer,Neomitis,85.34,"Offering simple operation, the Neomitis PRG7 7 day, two channel digital programmer has a large backlit display, an automatic summer/winter changeover and intuitive slide controls. Suitable for use in new installation or to improve an existing system, PRG7 can be combined with a RT1 or RT1-RF thermostat for the ultimate in comfort and efficiency.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Neomitis PRG7 7 day wired twin channel programmer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/61/NW-158061_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fl/et/Neomitis_Leaflet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Neomitis_TMR7_PRG7_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Neomitis_PRG7_Installation_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Neomitis_PRG7_Operating_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,P320928,Drayton RTS9 volt free room thermostat with LED,Drayton,30.55,This Drayton RTS9 room thermostat with SPDT contacts employs a volt-free heating/cooling changeover switch with call for heat LED indicator. It uses electronic sensing for highly accurate temperature control.,Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Drayton RTS9 volt free room thermostat with LED,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/28/NW-320928_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_RTS_Thermostat_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/15/Drayton_Product_Catalogue_Issue_15.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Drayton_RTS_Quick_Start_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_RTS_Thermostat_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,P305194,Siemens single channel electronic time switch,Siemens,57.25,This Siemens electronic time switch offers control of combination boilers and single zone applications when used alongside an appropriate thermostat. A service interval function ensures the user never misses a servicing date.,Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Siemens single channel electronic time switch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/94/NW-305194_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Siemens_RWB29si_27si_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Siemens_Heating_Controls_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/305194_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/305194_User_Insturctions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/305194_Technical.pdf,,,,,,,
65,P310722,Honeywell Home T6 Y6H920RW5031 T6R -Wall Mount With Hot Water,Honeywell Home,142.5,"The smart T6R wireless thermostat not only gives homeowners the flexibility and improved control of wireless programming, it's also easy to install and set up, making life easier for engineers too.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Honeywell Home T6 Y6H920RW5031 T6R -Wall Mount With Hot Water,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/22/310722_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Honeywell_Heating_Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
