,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Colour,Connection Size,Connection Type,Diameter,Range,Warranty,Weight,Hazardous,Drainage Product Type,Material,Resistance Features,Wall Thickness (mm),Paintable,Standards,Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8
123,PF87207,Calder Code 4 lead flashing 48kg (Code-4) 6mtr x 390mm,Calder,313.32,"The professional's choice for a wide range of applications, this Calder Code 4 6000 x 390mm roofing lead flashing roll is suitable for valley gutters, porches and dormers. Extremely malleable and easy to work with, this hard wearing and high quality 1.8mm thick flashing offers outstanding levels of protection from the elements. Produced to BS EN 12588, Calder Code 4 flashing provides predictable, reliable performance where correctly specified and fitted.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Calder Code 4 lead flashing 48kg (Code-4) 6mtr x 390mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/08/NW-F87205_F87208_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Calder_Lead-Related_Prods_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Calder_Roofing_Products_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Calder_LeadMetalSheet_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
124,PF67951,Polypipe square gutter 112mm x 4mtr Black,Polypipe,56.59,"Suitable for domestic use, this Polypipe 112mm push-fit square gutter is made of black PVC-U and supplied in a length of 4M",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Polypipe square gutter 112mm x 4mtr Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/51/NW-F67951_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PF67551,Polypipe half round gutter 112mm x 4mtr,Polypipe,54.26,"Made of black PVC-U, this Polypipe 112mm half-round gutter, supplied in a 4M length, is suitable for use in domestic applications. Polypipe's Rainwater systems range offers versatile, well-designed fittings for both residential and light commercial applications.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Polypipe half round gutter 112mm x 4mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/51/NW-F67551_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PF68622,Polypipe OGEE gutter 130mm x 4mtr Black,Polypipe,98.65,"Suitable for domestic use, this Polypipe OGEE 130mm gutter, supplied in a 4M length, is made of PVC-U. With a deep capacity, the OGEE rainwater system is ideal for use in any area where regular heavy rainfall is expected.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Polypipe OGEE gutter 130mm x 4mtr Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/22/NW-F68622_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PF67227,Polypipe 112.5° Rainwater Branch for 68mm Downpipe in White,Polypipe,38.22,"Made of white PVCu, this Polypipe 112.5 degree branch with 68mm connections is suitable for use with 68mm round downpipe in domestic applications.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Polypipe 112.5° Rainwater Branch for 68mm Downpipe in White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/27/NW-F67227_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PF59239,Wavin Osma StormLine 90deg external gutter 111mm Black,Wavin,16.31,"Made of black PVC-U, this Wavin Osma StormLine 111mm external gutter angle is part of a high capacity domestic system with a classic ogee shape. Cleanly and attractively designed, StormLine is ideal for roof perimeters or conservatory use.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Wavin Osma StormLine 90deg external gutter 111mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/39/NW-F59239_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PF67260,Polypipe Rainwater Hopper Head for 68mm Downpipe in Black,Polypipe,55.93,"Made of black PVCu, this Polypipe standard size hopper head with 68mm connections is suitable for use in domestic applications with round downpipe.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Polypipe Rainwater Hopper Head for 68mm Downpipe in Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/60/NW-F67260_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PQ66628,Wavin Osma DeepLine gutter deep run line 4mtr Black,Wavin,47.03,"Supplied in a 4M length, this Wavin Osma DeepLine 113mm gutter is made of black PVC-U and is part of a semi-elliptical profile gutter system offering a compact yet high capacity domestic solution designed to cope with increased rainwater.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Wavin Osma DeepLine gutter deep run line 4mtr Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/28/NW-Q66628_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
131,PQ64326,"Wavin Osma SquareLine squareline outlet 4"" Black",Wavin,14.07,"Ideal for domestic use, this Wavin Osma SquareLine 100mm running outlet is made of black PVC-U and offers a neat, modern rectilinear profile.","Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Wavin Osma SquareLine squareline outlet 4"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/26/NW-Q64326_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
132,PQ68010,Wavin Wavin Osma RoundLine gutter bracket spacer Black,Wavin,3.54,"Made of black PVC-u with a smart semi-round profile, this Wavin Osma RoundLine 68mm gutter bracket spacer with push-fit connections has a projection of 21mm.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Wavin Wavin Osma RoundLine gutter bracket spacer Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/10/NW-Q68010_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Wavin_AGBG_Trade_Catalogue_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,
133,PF59209,Wavin Osma StormLine gutter union 111mm Black,Wavin,12.46,"Made of black PVC-U, this Wavin Osma StormLine 111mm gutter jointing bracket is part of a high capacity domestic system with a classic ogee shape. Cleanly and attractively designed, StormLine is ideal for roof perimeters or conservatory use.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Wavin Osma StormLine gutter union 111mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/09/NW-F59209_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PQ66985,Wavin Osma RoundLine square end outlet gutter 112mm Black,Wavin,16.23,"Ideal for domestic use, this Wavin Osma RoundLine 112mm stop end outlet is made of black PVC-U with a classic half-round profile.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Wavin Osma RoundLine square end outlet gutter 112mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/85/NW-Q66985_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Wavin_AGBG_Trade_Catalogue_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,
135,PQ64463,Wavin Osma RoundLine offset bend Black,Wavin,9.47,"Ideal for domestic use, this Wavin Osma RoundLine 68mm offset bend with spigot connection is made of black PVC-U with a classic half-round profile.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Wavin Osma RoundLine offset bend Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/63/NW-Q64463_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Wavin_AGBG_Trade_Catalogue_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,
136,PQ64461,"Wavin Osma RoundLine pipe connector 2.1/2"" Black",Wavin,6.08,"Ideal for domestic use, this Wavin Osma RoundLine 68mm straight pipe connector with socket x insert connections is made of black PVC-U with a classic half-round profile.","Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Wavin Osma RoundLine pipe connector 2.1/2"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/61/NW-Q64461_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Wavin_AGBG_Trade_Catalogue_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,
137,PQ66629,Wavin Wavin Osma DeepLine rise and fall bow and pin Black,Wavin,16.63,"Made of black PVC-u, this Wavin Osma DeepLine bow and pin for rise and fall rafter brackets with built-in or drive-in spikes is fitted using 113mm push-fit connections. This fitting is part of the semi-round profile DeepLine guttering system, a high capacity but compact domestic solution for heavy rainfall.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Wavin Wavin Osma DeepLine rise and fall bow and pin Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/29/NW-Q66629_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
138,PW76160,"Alumasc Apex Heritage beaded half round gutter 5"" x 6ft",Alumasc,64.42,"Made of black cast iron, this Alumasc Apex Heritage 125mm diameter half-round gutter includes a pronounced feature bead on each lip, providing definition on the gutter edge and creating a feature well-suited to period properties.","Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Alumasc Apex Heritage beaded half round gutter 5"" x 6ft",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/60/NW-W76160_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Alumasc_Rainwater_Systems_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Harmer_Alumasc_M004RW_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PF87722,"Calder Code 4 45deg lead slate 4"" (1)",Calder,40.2,"Designed to provide a weatherproof seal around pipe penetrations, this Calder 4"" 45° lead weathering slate is suitable for use on tile or slate roofs. Highly reliable, this slate is made of Code 4 lead, and is supplied with a 450mm base and a 150mm rear upstand.","Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Calder Code 4 45deg lead slate 4"" (1)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/22/NW-F87722_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Calder_Lead-Related_Prods_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Calder_Roofing_Products_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Calder_LeadMetalSheet_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
140,PW76080,"Alumasc Apex Heritage beaded half round gutter 4.1/2"" x 6ft",Alumasc,56.32,"Made of black cast iron, this Alumasc Apex Heritage 113mm diameter half-round gutter includes a pronounced feature bead on each lip, providing definition on the gutter edge and creating a feature well-suited to period properties.","Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Alumasc Apex Heritage beaded half round gutter 4.1/2"" x 6ft",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/80/NW-W76080_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Alumasc_Rainwater_Systems_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Harmer_Alumasc_M004RW_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PF67230,Polypipe Rainwater Hopper Head for 68mm Downpipe in White,Polypipe,55.93,"Made of white PVCu, this Polypipe standard size hopper head with 68mm connections is suitable for use in domestic applications with round downpipe.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Polypipe Rainwater Hopper Head for 68mm Downpipe in White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/30/NW-F67230_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PF87778,Calder Code 4 0-30deg uncut flexislate 450mm 25-125mm (1),Calder,40.87,"Offering easy installation, Calder 25 - 125mm uncut 0 - 30D Flexislate is a robust pipe sleeving made up of a 450mm Code 4 lead base and a bonded EPDM synthetic rubber sleeve. Highly reliable, Flexislate is used to create a weatherproof seal around pipes, roof-mounted aerials or similar fittings that require penetration through your slate, tile or built-up felt roofing.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Calder Code 4 0-30deg uncut flexislate 450mm 25-125mm (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/78/NW-F87778_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Calder_Lead-Related_Prods_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Calder_Roofing_Products_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Calder_LeadMetalSheet_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
143,PF67553,Polypipe gutter union bracket 112mm Black,Polypipe,8.24,"Made of black PVC-U, this Polypipe 112mm half-round gutter bracket is suitable for use in domestic applications. Polypipe's Rainwater systems range offers versatile, well-designed fittings for both residential and light commercial applications.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Polypipe gutter union bracket 112mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/53/NW-F67553_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PQ64896,Wavin Osma SquareLine squareline stand off pipe bracket Black,Wavin,4.83,"Ideal for domestic use, this Wavin Osma SquareLine 61mm pipe bracket with stand-off is made of black PVC-U and offers a neat, modern rectilinear profile.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Wavin Osma SquareLine squareline stand off pipe bracket Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/96/NW-Q64896_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
145,PF67512,Polypipe Rise and Fall Bracket,Polypipe,24.87,"Suitable for domestic use, this Polypipe rise and fall bracket is made of galvanised steel.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Polypipe Rise and Fall Bracket,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/12/NW-F67512_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_Plumbing&Heating_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PF87720,"Calder Code 4 straight lead slate 4"" (1)",Calder,40.2,"Designed to provide a weatherproof seal around pipe penetrations, this Calder 4"" straight lead weathering slate is suitable for use on tile or slate roofs. Highly reliable, this slate is made of Code 4 lead, and is supplied with a 450mm base and a 150mm rear upstand.","Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Calder Code 4 straight lead slate 4"" (1)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/20/NW-F87720_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Calder_Lead-Related_Prods_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Calder_Roofing_Products_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Calder_LeadMetalSheet_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
147,PF67243,Polypipe gutter fascia bracket 112mm White,Polypipe,4.3,"Made of white PVC-U, this Polypipe 112mm half-round fascia bracket is suitable for use in domestic applications. Polypipe's Rainwater systems range offers versatile, well-designed fittings for both residential and light commercial applications.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Polypipe gutter fascia bracket 112mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/43/NW-F67243_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PF67552,Polypipe gutter fascia bracket 112mm Black,Polypipe,4.3,"Made of black PVC-U, this Polypipe 112mm half-round fascia bracket is suitable for use in domestic applications. Polypipe's Rainwater systems range offers versatile, well-designed fittings for both residential and light commercial applications.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Polypipe gutter fascia bracket 112mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/52/NW-F67552_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
