,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Range,Hazardous,Pack Size,Pack Type,Dimensions (L x W x D),Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Pack Quantity,Attachment 5,Weight,Colour,Physical State / Form,Application,Testing Capability,Battery Life,Power Supply,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Connection Size,Diameter,Length (M),Size
51,PT02727,Rothenberger 88834R tote tool bag,Rothenberger,29.14,The Rothenberger 88834R 400mm length open top tote style tool bag is a practical design ideal for carrying all your essential tools. It features a range of internal and external pockets along with a tape holder and elasticated gas cylinder holder. A waterproof base ensures protection in challenging environments while a soft grip carry handle and detachable shoulder strap support comfortable use.,Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Rothenberger 88834R tote tool bag,,1x Tool Bag,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/27/T02727_wm.jpg,,N,,,430 x 90 x 340 mm,88834R,Storage,N,With steel tape holder,With gas cylinder holder,With setachable shoulder strap for ease of carrying,"Robust, waterproof rubber base",Internal and external pockets,,,,,Soft grip covered metal carry handle,,,,,,,,,,,,,,,,,,,,,,,
52,PH02404,Wiseman Everclear organic drain cleaner 1ltr,Wiseman,17.55,"An eco-friendly drain cleaner, it's unique formulation rapidly breaks down the material causing most common blockages such as organic and soap powder residue.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Wiseman Everclear organic drain cleaner 1ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/04/NW-H02404_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Wiseman_Everclear_SDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,P500747,Ultragrime Pro antibacterial cloth wipes XXL+ (Pack of 100),Ultragrime,10.71,"Supplied in a handy pack of 100, Ultragrime Pro XXL+ antibacterial cloth wipes are always on hand to help clean up tough messes. Tackling the grease, grime and other nasties that you'll encounter in plumbing, automotive, construction and electrical applications, these wipes are unforgiving on dirt but kind to hands, employing vitamin E and aloe extract to keep skin soft, safe and clean. These strong, large format wipes are specially designed to stay wet for longer, remaining usable for over an hour once out of their packaging, meaning you'll use less each day, reducing site costs and your impact on the environment.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Ultragrime Pro antibacterial cloth wipes XXL+ (Pack of 100),,1 pack of 100 wet wipes,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/47/500747_wm.jpg,Pro,N,100 wipes per pack,Antibacterial,290 x 160 x 120 mm,5930,Antibacterial Clothwipe,N,Pack of 100,Extra large size,Antibacterial to remove bacteria and viruses,Tough on grime but gentle on skin,Infused with vitamin E and soothing aloe extract,,,,,Stay wet for over an hour for repeated use,Recycled materials reduce carbon footprint,,,,,Pack of 100,,,,,,,,,,,,,,,,,
54,PT80979,Fernox Hawk jointing compound 400g White,Fernox,6.75,"This Fernox Hawk white jointing compound is suitable for natural gas, non-potable water, steam, air (excluding medical lines) brine, alcohol and LPG. Designed for use on pipe diameters up to 25mm, with reinforcement fibre it can also be used on pipework over 25mm.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Fernox Hawk jointing compound 400g White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/79/NW-T80979_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Fernox_Hawk_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Fernox_Hawk_SDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
55,P655243,"Arctic Hayes Van Pack contains: 1 x scraper, 1 x deIcer, 1 x screenwash",Arctic Hayes,8.41,"Containing a range of cold weather essentials, this Arctic Hayes WK400 winter pack includes an ice scraper, de-icer and screen wash. Keep this pack in your van or car so you're always prepared for an icy start to the day.","Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Arctic Hayes Van Pack contains: 1 x scraper, 1 x deIcer, 1 x screenwash",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/_a/655243_A_wm.jpg,,N,,,295mm x 130mm x 60mm,WK400,Winter Kit,N,Arctic Hayes De-Icer Spray,This rapid action formulation helps prevent freezing to as low as -10°C,"It quickly removes frost from all types of glass, helps release frozen locks","With its Non-Smear formulation, leaves no marks on the glass to give increased visibility","Arctic Hayes Screen Wash this concentrated solution is designed to rapidly remove grime, dirt and insects from windscreens, leaving a smear free screen, giving added visibility",,,,,When used undiluted (100% screen wash) helps prevent freezing in the vehicle washer bottle as low as -5°C,Arctic Hayes Ice Scraper high quality Ice Scraper with foam grip handle,A must have van or car  essential over the winter period,,,,,,,,,,,,,,,,,,,,,
56,P614158,EDS Trade Hygiene abrasive hand wipes (pack of 150 wipes),EDS,27.9,"Helping to remove grease, dirt and grime from hands, these EDS Trade Hygiene abrasive hand wipes work quickly for easy clean ups. Not only suitable for use on your hands, these wipes are also ideal for cleaning up tools and equipment.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> EDS Trade Hygiene abrasive hand wipes (pack of 150 wipes),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/58/614158_wm.jpg,Trade Hygiene,N,Bucket of 150 wipes,Bucket,170 x 190 mm,HYW501,Industrial Hand Wipes,N,Removes grease and dirt,Dermatologically tested and approved,Suitable for use on tools,,,,,,,,,,,,,pack of 150 wipes,,,,,,,,,,,,,,,,,
57,PIN8012,Visqueen R10 rubble sack 508 x 762mm Black (Pack of 16),Visqueen,4.95,These Visqueen R10 black rubble sacks measure 508 x 762mm.,Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Visqueen R10 rubble sack 508 x 762mm Black (Pack of 16),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_j/pg/IN8012.jpg_wm.jpg,,N,,,508 x 762 mm,RS067411,Rubble Sack,N,Pack of 16,,,,,,,,,,,,,,,Pack of 16,,,,,,,,,,,,,,,,,
58,PT00017,JET Range ochre gloss 2.5ltr,JET Range,24.7,"Fast drying, this Jet hardwearing polyurethane ochre gloss is suitable for use in commercial and industrial environments.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> JET Range ochre gloss 2.5ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/17/NW-T00017_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_T00002-016_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_T000017-270_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Jet_T00017_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
59,PN39504,Rodo ProDec CRPR129 protector dust sheet 12 x 9ft,Rodo,20.0,"Ensuring protection from both dust and liquids, these Rodo ProDec 12 x 9ft protective dust sheets are made of an absorbent cotton twill. In addition, they have a water-resistant backing for added protection against spills and less risk of tread-through.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Rodo ProDec CRPR129 protector dust sheet 12 x 9ft,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/04/NW-N39504_wm.jpg,Pro Dec,N,10,PE,12 (L) x 9' (W),CRPR129,Protector Dust Sheet,N,Pack of 10,Absorbent cotton twill,Water-resistant backing protects against spills and tread-through,Anti-slip coating keeps sheet in place,Slip-free on smooth floors,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,P500015,Allied Hygiene best wipe quick release dispenser unit with paint solution 25 x 25cm Black with Blue nozzle (Pack of 100),Allied Hygiene,17.08,"This Allied Hygiene quick release dispenser with blue nozzle contains 100 Serious wet wipes made of heavy duty fabric. The double-sided wipes offer safe and effective removal of paint, oil, grime, adhesive, ink, PU foam and silicone from hands and surfaces, employing a rough micro-beaded side and a smooth wiping side.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Allied Hygiene best wipe quick release dispenser unit with paint solution 25 x 25cm Black with Blue nozzle (Pack of 100),,Wet wipesBlue nozzle,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/15/NW-500015_wm.jpg,,N,100,,250 (L) x 250 mm (W),SWW-100,Wet Wipes,N,Pack of 100,Rough micro-beaded side removes grime,Smooth side wipes clean,Larger surface,"50gsm, heavier than most wipes",,,,,Reduced packaging waste,,,,,,Pack of 100,,,Black,,,,,,,,,,,,,,
61,PT86867,Rothenberger 72091 pipe and drain cleaning coil,Rothenberger,7.24,This practical Rothenberger pipe and drain cleaning coil is designed for unblocking and clearing domestic wastes and waste pipes in bathrooms and kitchens.,Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Rothenberger 72091 pipe and drain cleaning coil,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/67/NW-T86867_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Rothenberger_Product_Brochure_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,P689246,Advanced Engineering EasyFinish aerosol 600ml,Advanced Engineering,16.72,"Supplied with an extension nozzle, this Advanced Engineering EasyFinish aerosol quickly removes unwanted UV dye.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Advanced Engineering EasyFinish aerosol 600ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/46/NW-689246_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/AE_Easy_Finish_600mL_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
63,P500746,Uniwipe Ultragrime pro power scrub xxl+c/wipes 80pk,Uniwipe,11.9,"Suitable for use in a wide range of jobs, Uniwipe Pro Power Scrub XXL+C wipes are capable of clearing up everything from ink and paint to silicones, grease and uncured PU foam. Large format wipes in a ultra-strong cloth-like fabric, Pro Power Scrub XXL+C combines an abrasive scrubbing side with a softer side for wiping and finishing, all soaked in a powerful cleaning agent that handles even the greasiest of messes. Despite their grime-busting power, these alcohol-free 3-in-1 wipes are kind to hands, having been dermatologically tested and imbued with soothing aloe vera.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Uniwipe Ultragrime pro power scrub xxl+c/wipes 80pk,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/46/500746_wm.jpg,Ultragrime,N,80 Wipes,,,5920,Cleaning Wipes,N,Pack of 80,Large 380 x 250mm size,Super strong fabric,"Rough on one side, soft on the other",Highly absorbent,,,,,Stays wet for over an hour out of the pack,Won’t dry out when lid is left open for days,3-in-1 action for efficient cleaning,"Removes grease, paint, silicone, uncured PU foam and adhesives",Recyclable packaging contains over 77% less plastic than regular tubs,Dispenses 1 wipe at a time,,,,,,,,,,Safe for all surfaces,Dermatologically tested,Alcohol-free vitamin E and aloe extract formula,,,,,,
64,P695394,Pump House DiversiTech odour eliminator pack 12g (Pack of 10),Pump House,31.76,"Designed to eliminate odours in RAC systems, this Pump House DiversiTech Smell-Buster 12g tablets pack works powerfully on odours caused by smoke, mould, mildew, cat litter and pets as well as noxious smells created by ammonia, hydrogen sulphide and other chemicals.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Pump House DiversiTech odour eliminator pack 12g (Pack of 10),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/94/NW-695394_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Pump_House_DiversiTech_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Pump_House_DiversiTechSmellBustr_SDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
65,P231624,Big Wipes heavy duty surface wipes red top pk,Big Wipes,9.6,"Big, thick and tough, these Big Wipes Red Top heavy-duty hand cleaner wipes are tough on grime yet kind to your hands. A high-performance, mobile multi-cleaner, water-based Red Tops will tackle any dirt or stain, removing paint, adhesives, sealants, silicone, PU foam and general dirt and grime while protecting skin with their blend of skin conditioners.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Big Wipes heavy duty surface wipes red top pk,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/26/NW_514526_wm.jpg,,N,80,Tub,,231624 PK,Heavy-Duty Wipes,N,Tub of 80,Dual-sided fabric,Heavy-duty fibres create a tough scrub face,"Double cleaning power, removes double-strength dirt and grime",Specially-treated smooth face absorbs grime,,,,,Cleaner and anti-bac cleans and disinfects,"Protects, nourish and moistures the skin","Contains aloe vera, glycerine, lanolin and vitamin E",Fixes accidents immediately and effectively,Reduced slippage,High tear-resistance,,,,,,,,,,No pilling,"Cleaning liquid and clean-up towel in one, no water required",Conveniently portable,Preservative-free,Designed to meet EU Regulation 1223/2009 for cosmetic products,,,,
66,PN57862,Duracell Procell D battery (Pack of 10),Duracell,19.07,"Made using superior cell design, these Duracell Procell alkaline manganese dioxide D batteries meet stringent battery standards, incorporating parts of the ANSI and IEC battery standards for safety and quality. Economically packaged in bulk and individually date-coded for effective inventory management, Procell alkaline batteries are designed in collaboration with manufacturers for effective use in professional devices.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Duracell Procell D battery (Pack of 10),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/64/NW-N57861_N57864_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Duracell_MN1300_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,P582017,Jason Plastics Bottom weld bag 14043 bottom weld bags 635 x 990mm White (50),Jason Plastics,1.23,A box of 50 Jason Plastics white recycled bottom weld bags measuring 635 x 990mm.,Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Jason Plastics Bottom weld bag 14043 bottom weld bags 635 x 990mm White (50),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/53/597753_wm.jpg,Bottom weld bag,N,50 per box,Box,635 x 990mm,CO 0069W,LDPE,N,Contains recycled material,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,
68,PT03101,Nebo Big Larry 3 Flashlight,Nebo,19.0,"An improved version of the brand's previous models, the Nebo Big Larry 3 has an output of 600 lumens when using the COB work light and delivers 220 lumens from its top light. In addition, a red COB light is included for distress signalling and roadside emergencies. Battery-powered for convenience, Big Larry 3 is fitted with both a steel belt clip and a strongly magnetic base, giving users two possible options for hands-free operation.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Nebo Big Larry 3 Flashlight,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/01/T03101_wm.jpg,NEBO,N,,,2003225,NE1041,Flashlight / Worklight,N,Powered by 3x AA batteries,Batteries included,Dimming + power memory recall,Direct-to-red function,Manufactured in anodised aircraft-grade aluminum,,,,,Water and impact-resistant,Steel pocket clip with hanging hole,With powerful magnetic base,IPX4 protection,,,,,,,,,,,,,,,,,,,,
69,P697793,Advanced Engineering EasyFresh odour neutraliser 400ml,Advanced Engineering,16.72,"Specifically designed for use in air conditioning units, Advanced Engineering EasyFresh odour neutraliser works on contact, eliminating odours with a long lasting fresh scent.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Advanced Engineering EasyFresh odour neutraliser 400ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/93/NW-697793_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/AE_CondenCide_EasyCareEasyFresh_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/AE_EasyFresh_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/697793_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,
70,P667761,Javac Veto Pro Pac Classic MC small tool bag,Javac,171.45,"Designed for HVAC/R technicians' tools, this Javac Veto Pro Pac Tech XL tool bag is built to withstand harsh working conditions, with tough plastic handles and heavy duty fastenings and zips.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Javac Veto Pro Pac Classic MC small tool bag,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/61/NW-667761_wm.jpg,Veto Pro Pac,N,,,,AX3506,Tool Bag,N,Hinged ergonomic handles,Large tool pockets,20x pockets,Small punch and bit pockets,Small neoprene pockets,,,,,Waterproof base of 3mm polypropylene,Weatherproof body fabric,1800 PVC impregnated denier fabric,5 year zero downtime warranty,,,,,,Black/Smooth,,,,,,,,,,,N/A,203,0.254,203 mm(W) x 254 mm (D) x 317.5 mm (H)
71,P515015,Big Wipes industrial bio power spray 1ltr,Big Wipes,15.32,"A powerful and fast-acting antibacterial cleaner, this Big Wipes 4x4 Power Spray contains the 4x4 grime-busting formula you'll find in all Big Wipes 4x4 hand cleaning wipes. This unique biodegradable, water-based formulation of four power cleansers removes everything from paint to oil and adhesives as well as day-to-day grime and includes four skin conditioners to protect the skin during use. Used without water, Power Spray is perfect for the cleaning of surfaces, tools and hands and for cleaning or pre-treating large areas including walls, floors or window frames before wiping clean.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Big Wipes industrial bio power spray 1ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/15/NW_515015_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Big-Wipes_PowerSpray_SDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,P667756,Javac Veto Pro Pac Backpack technicians tool bag,Javac,394.11,"Designed for HVAC/R technicians' tools, this Javac Veto Pro Pac Tech Pac tool bag is built to withstand harsh working conditions, with tough plastic handles and heavy duty fastenings and zips.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Javac Veto Pro Pac Backpack technicians tool bag,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/56/667756_wm.jpg,Veto Pro Pac,N,,,,AX3501,Tool Bag,N,Hinged ergonomic handles,Large tool pockets,56x pockets,Small punch and bit pockets,Small neoprene pockets,,,,,Waterproof base of 3mm polypropylene,Weatherproof body fabric,1800 PVC impregnated denier fabric,5 year zero downtime warranty,,,,,,Black/Textured,,,,,,,,,,,,251,0.362,251 mm (W) x 362 mm (D) x 457 mm (H)
73,P689090,JET Range S2 solder/brazing rod 1kg,JET Range,54.86,"Jet S2 solder/brazing rod is a self-fluxing, silver copper phosphorous brazing rod that is perfect for the repair, maintenance and joining of higher stressed copper components found in piping systems. The specially developed square rods contain 0.2% silver and has a melting range of 645 to 815°C with an optimal working temp of 760°C making it perfect for capillary gap brazing.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> JET Range S2 solder/brazing rod 1kg,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/90/NW-689090_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/689090_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,P689019,Advanced Engineering DrainKleen condensate drain unblocker 5ltr,Advanced Engineering,99.99,"Advanced Engineering DrainKleen condensate drain unblocker removes limescale, rust deposits and sludge from refrigeration drains and traps, fast. With a specific gravity heavier than that of water, DrainKleen quickly finds its way to the source of a blockage, even where a U-trap is located between the blockage and access point.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Advanced Engineering DrainKleen condensate drain unblocker 5ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/19/NW-689019_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AE_DrainKleen_&_One_Shot_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/AE_DrainKleen_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/689019_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,
75,P689024,Advanced Engineering RTU ECD (ready-mixed) evaporator cleaner and disinfectant 1ltr,Advanced Engineering,22.52,"With a highly effective cleaning action, Advanced Engineering RTU ECD evaporator cleaner and disinfectant improves the efficiency of a system, while ensuring complete hygiene. RTU ECD's improved formulation includes QX-60, a high-strength disinfectant formujlated to kill 99.9% of germs in under a minute.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Advanced Engineering RTU ECD (ready-mixed) evaporator cleaner and disinfectant 1ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/24/NW-689024_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/at/es/AE_CondenCide_Certificates.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AE_RTU_ECD_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AE_RTU_ECD_EC_LT_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/AE_RTU_ECD_SDS.pdf,,,,,,,,,,,,,,,,
76,P688749,Pump House DiversiTech universal coil cleaner 1ltr,Pump House,38.09,"Suitable for condensers, evaporators and air filters, Pump House DiversiTech Pro-Universal pre-mixed coil cleaner is a NSF food safe registered universal indoor and outdoor solution for effective cleaning with no detrimental effect on coils. Pro-Universal's inhibitor prevents the cleaner from attacking delicate fins, concentrating its power on actively breaking down soil and dirt. Non-foaming, this self rinsing product is safer for the user and the environment compared to traditional foaming coil cleaners.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Pump House DiversiTech universal coil cleaner 1ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/49/NW-688749_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Pump_House_DiversiTech_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Pump_House_DiversiTech_G2G_Univ_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Pump_House_DiversiTech_G2G_Univ_SDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
