,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Colour,Range,Warranty,Hazardous,Depth (mm),Pre-Drilled Waste Hole,Pre-Drilled Overflow,Anti Slip Surface,Grips or Handles,Material,Number of Tap Holes,Shape,Fittings Included,Supplier Product Code,WEEE Compliant,Capacity Litre,Feature 1,Feature 2,Feature 3,Anti Slip,Grip Holes,Position,Tap Holes,Feature 4,Feature 5,Feature 6,Thickness,Feature 7,Feature 8,Grips/Handles,Type,Material Type,Style,Weight,Height (mm)
48,PU17606,Trojan Granada bath two tap holes twin grip 1700 x 700 x 8mm,Trojan,226.51,"Measuring 700 x 1700mm, the Trojan Granada twin gripped white bath with textured base, is robust and sturdy, ideal for use in busy homes. This bath is suitable for use with standard rectangular, vinyl-wrapped high gloss MDF and is compatible with the single piece Trojan EPS tiling board.",Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Trojan Granada bath two tap holes twin grip 1700 x 700 x 8mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/06/NW-U17605_U17606_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Trojan_Collection_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PD01781,Roca Contesa 2 tap hole bath 1700 x 700mm 156 Ltr,Roca,206.95,"Made of steel, the hardwearing 1700mm Roca Contesa rectangular bath is tough yet elegant with a timeless, refined style.",Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Roca Contesa 2 tap hole bath 1700 x 700mm 156 Ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/81/NW-D01781_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Roca_235860xx0_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_A2370M3000_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PD09656,Ideal Standard Sandringham 21 bath including twin grips and tread 1600mm White,Ideal Standard,158.88,"With its updated interior shape, the 1600mm Ideal Standard Sandringham 21 bath provides the most comfortable bathing position yet. With a tread pattern and chrome-plated handgrips, this bath provides additional stability during use.",Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Ideal Standard Sandringham 21 bath including twin grips and tread 1600mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/96/56/NW-D09656_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Armitage_Shanks_MENA_Edi1_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_E028701_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PD00970,Kaldewei Saniform 2 tap hole medium bath including twin grips 1700 x 700mm,Kaldewei,512.74,"Made of tough steel with a simple white finish, this Kaldewei Saniform 1700 x 700mm bath has a foot-end waste and broad back space for more comfortable bathing. Offering an economical 111L capacity, the Saniform is supplied with grip holes and two tap holes.",Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Kaldewei Saniform 2 tap hole medium bath including twin grips 1700 x 700mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/70/NW-D00970_wm.jpg,,,,,White,Saniform+,25 Year,N,305,Yes,Yes,Yes,Yes,Steel,2,Rectangular,Yes,220334350001,N,111 l,Economic water consumption thanks to its shallow depth,Made of KALDEWEI steel enamel,Low-Line-Product,Y,Y,Right,Two,One-seater bath with waste at foot end,,,,,,Y,Standard,,,,
52,PA01893,Twyford Celtic 2 tap hole plain bath 1700mm White,Twyford,230.6,"Supplied with a fast fixing set for ease of installation, the Twyford Celtic BS1502WH 1700mm bath includes two pre-drilled tap holes. Made of robust steel, this 540mm deep bath is suitable for over-bath showering and is made to withstand high levels of use.",Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Twyford Celtic 2 tap hole plain bath 1700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/94/NW-A01892_A01894_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Twyford_BS1502WH_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Twyford_DOP17_Baths_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Twyford_BS1572WH_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Twyford_BS1572WH-BS1502WH_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PD00684,CARLA BATH ONLY 1600X700MM TG A/S 2TH WH,Roca,205.16,"A practical choice for any bathroom, the Roca Carla 1600 x 705 x 400mm steel bath keeps bath water warm for longer, meaning less water waste and a more comfortable experience. Easy to clean, this highly resistant two tap hole anti-slip bath has a smart white triple-coated enamel finish that won't absorb odours or bacteria.",Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> CARLA BATH ONLY 1600X700MM TG A/S 2TH WH,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/84/NW-D00684_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/8_/18/Care_Instructions_22_08_18.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/30/00/INS_2375L3000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PA02606,Ideal Standard Sandringham 21 2 tap hole anti-slip bath including twin grips 1500 x 700mm White,Ideal Standard,381.81,"Part of the wider Sandringham 21 suite of bathroom furniture, the Ideal Standard Sandringham 21 1500 x 700mm steel bath helps you to maintain a streamlined look in a new bathroom. Highly engineered, this white steel bath offers reliable strength, durability and ease of cleaning.",Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Ideal Standard Sandringham 21 2 tap hole anti-slip bath including twin grips 1500 x 700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/09/NW-A02606_A02609_wm.jpg,,,,,White,Sandringham21,,N,,Yes,Yes,,,,,,,A02606 PK,N,,For domestic and commercial use,Standard gauge steel,Slip-resistant base,Y,Y,Left,Two,With 2x tap holes,With pre-drilled waste and overflow,Includes grips,,Includes legs,,,,,,,
55,PD00618,Roca Seville 2 tap holes bath Plain White,Roca,222.24,"Gently curved, the Roca Seville acrylic bath is attractive and elegant while its tough, resistant build, surviving knocks and scratches, makes it ideal for busy family bathrooms.",Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Roca Seville 2 tap holes bath Plain White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/18/NW-D00618_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_D00618_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Roca_D00618_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PD00674,Roca Carla 2 tap hole anti-slip bath 1700 x 700mm White,Roca,205.16,"Made of steel, the robust porcelain enamelled Roca Carla 1700mm bath is part of a wider Roca collection designed to suit any bathroom, offering a combination of style, practicality and innovative technology.",Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Roca Carla 2 tap hole anti-slip bath 1700 x 700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/74/NW-D00674_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Roca_2374L3000_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_2374L3000_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PD00681,Roca Contesa 2 tap hole anti-slip bath 1700 x 700mm White,Roca,213.01,"Made of steel, the hardwearing 1700mm Roca Contesa bath is tough yet elegant with a timeless, refined style. This simple rectangular bath offers simple drop-in installation and is supplied with a front panel.",Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Roca Contesa 2 tap hole anti-slip bath 1700 x 700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/81/NW-D00681_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Roca_235860xx0_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_2370J3000_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PJ91008,Kaldewei Eurowa no tap hole bath 1700 x 700mm Alpine White,Kaldewei,122.95,"Tough andongasting, the Kaldewei Eurowa 312 1700mm bath is made of a highly resistant steel enamel, standing up to scratches, abrasion and acid.",Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Kaldewei Eurowa no tap hole bath 1700 x 700mm Alpine White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/08/NW-J91008_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Kaldewei_Eurowa_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PD00619,Roca Cadiz bath including twin grips 1700 x 700mm White,Roca,272.93,This Roca Cadiz rectangular porcelain bath includes grips for added stability during use.,Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Roca Cadiz bath including twin grips 1700 x 700mm White,,Bath;All fittings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/19/NW-D00619_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Roca_24719000_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PD09657,Ideal Standard Sandringham 21 water saving bath including twin grips 1700mm White,Ideal Standard,162.3,"With its updated interior shape, the 1700mm Ideal Standard Sandringham 21 bath provides the most comfortable bathing position yet. With a tread pattern and chrome-plated handgrips, this bath provides additional stability during use.",Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Ideal Standard Sandringham 21 water saving bath including twin grips 1700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/96/57/NW-D09657_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_E028801_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Armitage_Shanks_MENA_Edi1_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PC21684,Ideal Standard Concept two tap hole bath 1700 x 700mm White,Ideal Standard,287.84,"Part of the Ideal Standard Concept range, this 700mm width acrylic bath features a gently sloping interior for extra ergonomic comfort.",Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Ideal Standard Concept two tap hole bath 1700 x 700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/84/NW-C21684_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_E729201_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PA01899,Twyford Celtic 2 tap hole anti-slip bath including twin grips 1700mm 140ltr,Twyford,246.31,"Supplied with a fast fixing set for ease of installation, the Twyford Celtic BS1572WH 1700mm bath also includes twin hand grips and a slip-resistant surface for secure use, especially when getting in and out of the bath. Made of robust steel, this 540mm deep, two tap hole bath is suitable for over-bath showering and is made to withstand high levels of use.",Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Twyford Celtic 2 tap hole anti-slip bath including twin grips 1700mm 140ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/99/NW-A01899_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Twyford_BS1502WH_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Twyford_DOP17_Baths_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Twyford_BS1572WH-BS1502WH_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Twyford_BS1572WH_Instruction.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT03865,Ideal Standard Tesi idealform bath without tap holes 1700 x 700mm,Ideal Standard,226.23,The 1600mm Ideal Standard Tesi water saving acrylic bath includes a comfortable arched back rest for ultra-relaxed bathing. This 540mm deep bath is designed to blend seamlessly with the Tesi wash basin for a perfectly matched bathroom finish.,Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Ideal Standard Tesi idealform bath without tap holes 1700 x 700mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/65/NW-T03865_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_T000501_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PA02607,Ideal Standard Sandringham 21 2 tap hole anti-slip bath including twin grips 1600 x 700mm White,Ideal Standard,381.81,"Part of the wider Sandringham 21 suite of bathroom furniture, the Ideal Standard Sandringham 21 1600 x 700mm steel bath helps you to maintain a streamlined look in a new bathroom. Highly engineered, this white steel bath offers reliable strength, durability and ease of cleaning.",Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Ideal Standard Sandringham 21 2 tap hole anti-slip bath including twin grips 1600 x 700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/09/NW-A02606_A02609_wm.jpg,,,,,White,Sandringham21,,N,,Yes,Yes,,,,,,,A02607 PK,N,,For domestic and commercial use,Standard gauge steel,Slip-resistant base,Y,Y,Left,Two,With 2x tap holes,With pre-drilled waste and overflow,Includes grips,,,,,,,,,
65,PD00788,Roca Carla 2 tap hole anti-slip bath 1500 x 700mm White,Roca,205.16,"Made of steel, the robust porcelain enamelled Roca Carla 1500mm bath is part of a wider Roca collection designed to suit any bathroom, offering a combination of style, practicality and innovative technology.",Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Roca Carla 2 tap hole anti-slip bath 1500 x 700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/88/NW-D00788_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_2376L3000_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PU17334,Trojan Granada two tap hole bath with twin grip 1500 x 700 x 8mm,Trojan,226.51,"Measuring 700 x 1500mm, the Trojan Granada twin gripped white bath with textured base, is robust and sturdy, ideal for use in busy homes. This bath is suitable for use with standard rectangular, vinyl-wrapped high gloss MDF and is compatible with the single piece Trojan EPS tiling board.",Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Trojan Granada two tap hole bath with twin grip 1500 x 700 x 8mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/34/NW-U17333_U17334_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Trojan_Collection_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PC21694,Ideal Standard Concept no tap hole bath 1700 x 700mm White,Ideal Standard,287.84,"Part of the Ideal Standard Concept range, this 700mm width acrylic bath features a gently sloping interior for extra ergonomic comfort.",Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Ideal Standard Concept no tap hole bath 1700 x 700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/94/NW-C21694_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_E735201_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PD01762,Roca Seville no tap hole bath 1700 x 700mm White,Roca,194.35,The contemporary Roca Seville 1700mm bath is designed for comfort and convenience. Eco options are available to help users save on water waste.,Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Roca Seville no tap hole bath 1700 x 700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/62/NW-D01762_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Roca_24719000_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PD01782,Roca Carla 2 tap hole anti slip bath 1700x700mm 156 Ltr,Roca,205.16,"Made of steel, the robust porcelain enamelled Roca Carla 1700mm bath is part of a wider Roca collection designed to suit any bathroom, offering a combination of style, practicality and innovative technology.",Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Roca Carla 2 tap hole anti slip bath 1700x700mm 156 Ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/82/NW-D01782_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Roca_2374L3000_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_A2374N3000_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PD00680,Roca Contesa 2 tap hole eco bath 1700 x 700mm White,Roca,260.77,"Made of steel, the hardwearing 1700mm Roca Contesa single-ended bath is tough yet elegant with a timeless, refined style.",Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Roca Contesa 2 tap hole eco bath 1700 x 700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/80/NW-D00680_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_2215K3000_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Roca_2215L3000_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Roca_Discovery_Brochure_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PD38938,Roca Contesa no tap hole anti-slip bath excluding fittings 1700 x 700mm,Roca,213.01,"Made of steel, the hardwearing 1700mm Roca Contesa bath is tough yet elegant with a timeless, refined style. This simple rectangular bath offers easy drop-in installation and is supplied with a front panel.",Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Roca Contesa no tap hole anti-slip bath excluding fittings 1700 x 700mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/38/NW-D38938_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Roca_235860xx0_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_2358J0000_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PD94119,Kaldewei Saniform Plus Eco anti slip eco bath 1700 x 700mtr Alpine White,Kaldewei,421.99,"Made of strong steel enamel, the Kaldewei Saniform Plus Eco 363 bath is ergonomically designed for comfortable bathing, with the waste at foot end,eaving you with plenty of reclining space at the wide head end of the bath.",Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Kaldewei Saniform Plus Eco anti slip eco bath 1700 x 700mtr Alpine White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/19/NW-D94119_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Kaldewei_Saniform_Eco_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PA02612,Armitage Shanks Sandringham 21 S183901 two tap hole bath with anti slipand twin grip 1700 x 700mm 130ltr White,Armitage Shanks,381.81,"Part of the wider Sandringham 21 suite of bathroom furniture, the Armitage Shanks Sandringham 21 1700 x 700 x 390mm steel bath helps you to maintain a streamlined look in a new bathroom. Highly engineered, this white steel bath offers reliable strength, durability and ease of cleaning.",Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Armitage Shanks Sandringham 21 S183901 two tap hole bath with anti slipand twin grip 1700 x 700mm 130ltr White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/12/NW-A02611_A02612_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Ideal_Sandringham_21_130L_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PD59004,Roca Bilbao 1700x70 0TH rectangular bath,Roca,223.39,"The Roca Bilbao 1700mm single ended bath offers a capacity of 170L. Manufactured in white acrylic, this bath is supplied without tapholes, making it suitable for installation with wall-mounted fillers.",Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Roca Bilbao 1700x70 0TH rectangular bath,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/04/D59004_wm.jpg,,,,,White,,25,N,420,Yes,Yes,No,No,Acrylic,0,Rectangle,Yes,Z247997511,N,170 l,Rectangular shape,Acrylic construction,White colour,,,N/A,,With encapsulated baseboard,Without tapholes,25 year warranty,,,,,,,,,
75,PD03929,Ideal Standard Tempo Cube no tap hole water saving bath 1700 x 700mm White,Ideal Standard,242.9,The minimalist design of the Ideal Standard Tempo Cube 700mm width bath is ideal for contemporary bathrooms. This bath is designed to form a cohesive suite with other products in the Tempo range with Ideal Form and Ideal Form Plus+ versions available.,Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Ideal Standard Tempo Cube no tap hole water saving bath 1700 x 700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/29/NW-D03929_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_E258101_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
