,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Colour,Range,Hazardous,Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Watts,BTU h,Type
255,P200445,Stelrad Elite K2 45 section radiator 300 x 1500mm,Stelrad,118.73,"Offering the brand's best ever quality and performance, the Stelrad Elite double panel double convector radiator provides improved outputs for even more impressive heating performance. With a symmetrical convector, the 1500 x 300mm radiator can be mounted either way up, for the ultimate in flexibility of siting, while a TBOE connection ensures high levels of efficiency and economy, a must for commercial applications. The Elite's convector is precision-welded directly onto the waterways while all tappings are well-aligned, with robust nickel-plated plugs and vents and quality EPDM O-rings for reliability and longevity. Manufactured with high definition pressings, this radiator promises smooth edges and corners and a run-free, two-coat paint finish that won't let your decor down. Wrapped in tough packaging, every Stelrad radiator reaches its destination in pristine condition, with unwrapping required only after installation, removing the risk of last-minute scrapes and chips.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Stelrad Elite K2 45 section radiator 300 x 1500mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/45/NW-200445_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Series_Elite_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,,,,,,,,,,,,,,,,,,,,,,
256,P276374,Stelrad Classic Compact 900 K2 radiator 1000mm 8172 BTU/h,Stelrad,225.74,"Ideal for homes where space is at a premium, this Stelrad Classic Compact 900 K2 radiator measures 1000mm yet offers a generous heat output of 8172 BTU/h. A traditional design made of robust steel, this radiator offers easy installation thanks to its integrated top grille and side panels and tough brackets. A nickel-plated plug and vent ensures reliable jointing while offering an attractive finish.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Stelrad Classic Compact 900 K2 radiator 1000mm 8172 BTU/h,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_9/00/Stelrad_Compact_900_wm.jpg,,,,,,,,Traffic White,Classic Compact 900,N,3092210,N,Double convector type,Traditional design,Guaranteed to perform to a maximum pressure of 116 psi,Integrated top grille and side panels eradicate movement,"Tight professional fit will remain in place after storage, transport and installation",Convectors precision-welded directly onto waterways for efficiency and economy,Nickel-plated plug and vent for watertight joint,Strong brackets with open top and deep slots for secure installation,10 year warranty,,,
257,P207441,"Myson Premier HE DC 2 tapping radiator 21"" x 41""",Myson,613.82,"With a design suited to any interior, the Myson Premier HE double convertor tapping radiator offers safety, style and comfort all in one. Finished in neat, clean white, this horizontal unit measures 41 x 21"".","Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Myson Premier HE DC 2 tapping radiator 21"" x 41""",,Double convertor tapping radiator;Wall bracket;Air vent,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/41/NW-207441_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Premeir_HE_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/Myson_Declaration_Of_Performance.pdf,,,,,,,,,,,,,,,,,,,,,,
258,P212704,Stelrad Vertex P2 vertical radiator 1800 x 600mm,Stelrad,579.27,"A vertical unit with a touch of traditional style, the Stelrad Vertex P2 vertical radiator brings character to modern and period homes alike. Finished in white, this robustly built radiator measures 1800 x 600mm and offers piping flexibility for simplified installation. The Vertex offers a generous heat output of 5867 BTU/h.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Stelrad Vertex P2 vertical radiator 1800 x 600mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/rt/ex/Caradon Stelrad_Compact Vertex_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/stelrad_radiator_brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,
259,P200648,Stelrad Elite K2 48 section radiator 600 x 1600mm,Stelrad,203.97,"Providing high levels of heating performance along with robust practicality, the 600 x 1600mm Stelrad Elite double panel double convector radiator supplies homeowners with a generous heat output of 9710 BTU/h. Easy to install, this clever radiator is designed with a symmetrical convector for either way up mounting, while TBOE connection improve efficiency, contributing to lower bills. Robustly built, with a convector precision-welded onto its waterways and all tappings carefully aligned, the Elite is fitted with hardwearing EPDM O-rings and nickel-plated plugs and vents, helping it to last well with minimal need for maintenance. Smoothly finished with high definition pressings, this smart radiator has been finished with two coats of run-free Traffic White paint before being wrapped in a robust packaging that remains in place until after installation, minimising the risk of chips or scratches during transit and fitting.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Stelrad Elite K2 48 section radiator 600 x 1600mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/48/NW-200648_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Series_Elite_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,,,,,,,,,,,,,,,,,,,,,,
260,P236154,Myson Select Compact DC compact radiator 600 x 800mm,Myson,178.94,"Helping to make your home heating system more sustainable, the Myson Select Compact DC 600 x 800mm radiator has a slimmed down design requiring less steel to be used in its construction, minimising its carbon footprint. In addition, this smart horizontal radiator delivers on a high heat output of 4714 BTU/h while requiring less water for reduced waste.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Myson Select Compact DC compact radiator 600 x 800mm,,"Radiator, brackets ;plug ;vent kit",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ct/or/Select Double convector_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Select_Compact_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Myson_HeatingSolutions_Brchr_Nov2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/xt/ra/Select Compact - Double Panel Extra.pdf,,,,,,,,,,,,,,,,,,,,,
261,P207511,"Myson Premier He DC 2 tapping radiator 27"" x 11""",Myson,305.12,"A simple and sleek design that will suit almost any interior, the Myson Premier HE double convector two tapping horizontal radiator has a smoothly rounded top for a smart finish and extra safety with no sharp edges. Measuring 286 x 690mm, this 1951 BTU/h output radiator offers the ideal blend of good looks, comfort and ease of fitting so it's a popular choice with both homeowners and engineers.","Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Myson Premier He DC 2 tapping radiator 27"" x 11""",,"Radiator, brackets ;plug ;vent kit",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/e_/22/Myson_Premier HE Type 22_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Premier_HE_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Myson_HeatingSolutions_Brchr_Nov2021.pdf,,,,,,,,,,,,,,,,,,,,,,
262,P224198,Myson Premier Metric DC 4 tapping radiator 600 x 1600mm,Myson,401.26,"Free of sharp edges, the smooth Myson Premier Metric double convertor tapping radiator is beautifully designed to suit modern and traditional interiors alike. Measuring 1600 x 600mm, this sleek horizontal unit is finished in classic white.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Myson Premier Metric DC 4 tapping radiator 600 x 1600mm,,Double convertor tapping radiator;Fixing bracket;Air vent ;plug pack,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/99/NW-224198_224199_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/Myson_Declaration_Of_Performance.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Premier_Metric_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ra/ds/Myson_Brochure_Rads.pdf,,,,,,,,,,,,,,,,,,,,,
263,P207561,"Myson Premier HE DC 2 tapping radiator 27"" x 61""",Myson,1188.31,"A popular design delivering on both style and efficiency, the 27 x 61"" Myson Premier HE double convector tapping radiator has a smoothly rounded top free from sharp edges, meaning that it's a safer choice for homes where young children or the elderly are in residence. Providing a heat output of 10,613 BTU/h, this smart white epoxy-finished radiator is manufactured in robust steel for long lasting strength.","Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Myson Premier HE DC 2 tapping radiator 27"" x 61""",,Double convertor tapping radiator;Wall bracket;Air vent,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/61/NW-207561_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Premeir_HE_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/Myson_Declaration_Of_Performance.pdf,,,,,,,,,,,,,,,,,,,,,,
264,P239554,Myson Premier Compact DC compact radiator 450 x 1000mm,Myson,350.76,"Smart and stylish, yet traditional in design, the Myson Premier Compact double convector radiator has a smooth round top and compact side panels to the top grille. Perfect for newly renovated period homes yet equally suitable in a contemporary new build, this 1000 x 450mm horizontal radiator is finished in crowd-pleasing white.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Myson Premier Compact DC compact radiator 450 x 1000mm,,Double convector compact radiator;Air vent ;plug pack;Wall bracket,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/57/NW-239554_239557_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Premeir_Compact_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_ProductRange_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,
265,P236102,Myson Select Compact DC compact radiator 300 x 1400mm,Myson,265.31,"Neatly designed to suit all interiors, the Myson Select Compact double convector radiator is ideal for the eco-friendly modern home. This lightweight 1400 x 300mm horizontal radiator is not only manufactured using less steel than comparable units, it also delivers high outputs while minimising water use, helping homeowners to reduce the carbon footprint of their heating system.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Myson Select Compact DC compact radiator 300 x 1400mm,,Double convector compact radiator;Fixing bracket;Air vent ;plug pack,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/03/NW-236101_236103_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Select_Compact_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/Myson_Declaration_Of_Performance.pdf,,,,,,,,,,,,,,,,,,,,,,
266,P271772,Stelrad Compact K2 72 section radiator 700 x 2400mm,Stelrad,540.34,"Blending high performance with great looks, the Stelrad Compact double panel double convector radiator is an ideal choice for heating those rooms where wall space is at a premium. Measuring 2400 x 700mm, this radiator incorporates understated integrated top grilles and side panels that have been designed to ensure the unit won't shift. This robust build ensures a tight, professional-level fit, even following storage, transit and installation work. And while the Compact's convector is precision-welded directly onto the waterways for excellent efficiency, the flexible connections make installation straightforward. Delivered in robust packaging, this radiator will reach you in pristine condition and can be installed before unwrapping, limiting the risk of scratches or chips, which can otherwise occur during fitting.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Stelrad Compact K2 72 section radiator 700 x 2400mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/72/NW-271772_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Compact_Horizontal_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
267,P224206,Myson Premier Metric DC 4 tapping radiator 700 x 900mm,Myson,257.65,"Free of sharp edges, the smooth Myson Premier Metric double convertor tapping radiator is beautifully designed to suit modern and traditional interiors alike. Measuring 900 x 700mm, this sleek horizontal unit is finished in classic white.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Myson Premier Metric DC 4 tapping radiator 700 x 900mm,,Double convertor tapping radiator;Fixing bracket;Air vent ;plug pack,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/08/NW-224205_224208_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/Myson_Declaration_Of_Performance.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Premier_Metric_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
268,P271684,Stelrad Compact K2 84 section radiator 600 x 2800mm,Stelrad,565.06,"Robustly built in steel, the Stelrad Compact K2 84 section radiator has an integrated grille and panels to minimise movement and precision-welded convectors for improved economy. Measuring 600 x 2800mm, this radiator combines long-lasting strength with an elegant traditional design and a reliable heat output of 16,553 BTU/h.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Stelrad Compact K2 84 section radiator 600 x 2800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/pa/ct/Caradon Stelrad_Compact_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Radiator_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,
269,P239583,Myson Premier Compact DC compact radiator 700 x 1200mm,Myson,707.78,"Smart and stylish, yet traditional in design, the Myson Premier Compact double convector radiator has a smooth round top and compact side panels to the top grille. Perfect for newly renovated period homes yet equally suitable in a contemporary new build, this 1200 x 700mm horizontal radiator is finished in crowd-pleasing white.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Myson Premier Compact DC compact radiator 700 x 1200mm,,Double convector compact radiator;Air vent ;plug pack;Wall bracket,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/84/NW-239583_239584_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Premeir_Compact_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_ProductRange_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,
270,P224202,Myson Premier Metric DC 4 tapping radiator 700 x 500mm,Myson,143.25,"Free of sharp edges, the smooth Myson Premier Metric double convertor tapping radiator is beautifully designed to suit modern and traditional interiors alike. Measuring 500 x 700mm, this sleek unit is finished in classic white.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Myson Premier Metric DC 4 tapping radiator 700 x 500mm,,Double convertor tapping radiator;Fixing bracket;Air vent ;plug pack,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/03/NW-224202_224203_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/Myson_Declaration_Of_Performance.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Premier_Metric_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ra/ds/Myson_Brochure_Rads.pdf,,,,,,,,,,,,,,,,,,,,,
271,P224203,Myson Premier Metric DC 4 tapping radiator 700 x 600mm,Myson,171.13,"Free of sharp edges, the smooth Myson Premier Metric double convertor tapping radiator is beautifully designed to suit modern and traditional interiors alike. Measuring 600 x 700mm, this sleek unit is finished in classic white.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Myson Premier Metric DC 4 tapping radiator 700 x 600mm,,Double convertor tapping radiator;Fixing bracket;Air vent ;plug pack,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/03/NW-224202_224203_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/Myson_Declaration_Of_Performance.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Premier_Metric_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ra/ds/Myson_Brochure_Rads.pdf,,,,,,,,,,,,,,,,,,,,,
272,P224208,Myson Premier Metric DC 4 tapping radiator 700 x 1100mm,Myson,310.9,"Free of sharp edges, the smooth Myson Premier Metric double convertor tapping radiator is beautifully designed to suit modern and traditional interiors alike. Measuring 1100 x 700mm, this sleek horizontal unit is finished in classic white.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Myson Premier Metric DC 4 tapping radiator 700 x 1100mm,,Double convertor tapping radiator;Fixing bracket;Air vent ;plug pack,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/08/NW-224205_224208_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/Myson_Declaration_Of_Performance.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Premier_Metric_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ra/ds/Myson_Brochure_Rads.pdf,,,,,,,,,,,,,,,,,,,,,
273,P271515,Stelrad Compact K2 15 section radiator 450 x 500mm,Stelrad,68.48,"A favourite of installers and homeowners alike, the Stelrad Compact double panel double convector radiator is the ideal choice where space is at a premium. Suitable for any room, commercial or domestic, this 500 x 450mm radiator is smartly designed and promises reliable comfort in any setting. While the Compact's convector is precision-welded directly onto the waterways for excellent efficiency, the flexible connections make installation straightforward. Delivered carefully wrapped in tough packaging, this radiator will reach you in pristine condition and can be installed before unpackaging for risk-free fitting.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Stelrad Compact K2 15 section radiator 450 x 500mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/15/NW-271515_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Compact_Horizontal_Technical.pdf,,,,,,,,,,,,,,,,,,,,,
274,P207353,"Myson Premier HE DC 2 tapping radiator 15"" x 53""",Myson,613.31,"With a design suited to any interior, the Myson Premier HE double convertor tapping radiator offers safety, style and comfort all in one. Finished in neat, clean white, this horizontal unit measures 53 x 15"".","Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Myson Premier HE DC 2 tapping radiator 15"" x 53""",,Double convertor tapping radiator;Wall bracket;Air vent,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/53/NW-207353_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Premeir_HE_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/Myson_Declaration_Of_Performance.pdf,,,,,,,,,,,,,,,,,,,,,,
275,P207553,"Myson Premier HE DC 2 tapping radiator 27"" x 53""",Myson,1005.33,"With a design suited to any interior, the Myson Premier HE double convertor tapping radiator offers safety, style and comfort all in one. Finished in neat, clean white, this horizontal unit measures 53 x 27"".","Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Myson Premier HE DC 2 tapping radiator 27"" x 53""",,Double convertor tapping radiator;Wall bracket;Air vent,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/53/NW-207553_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Premeir_HE_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/Myson_Declaration_Of_Performance.pdf,,,,,,,,,,,,,,,,,,,,,,
276,P207453,"Myson Premier HE DC 2 tapping radiator 21"" x 53""",Myson,789.14,"With a design suited to any interior, the Myson Premier HE double convertor tapping radiator offers safety, style and comfort all in one. Finished in neat, clean white, this horizontal unit measures 53 x 21"".","Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Myson Premier HE DC 2 tapping radiator 21"" x 53""",,Double convertor tapping radiator;Wall bracket;Air vent,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/53/NW-207453_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Premeir_HE_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/Myson_Declaration_Of_Performance.pdf,,,,,,,,,,,,,,,,,,,,,,
