,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Anti Slip,Colour,Grip Holes,Hazardous,Tap Holes,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Finish,Range,Thickness,Warranty,Material,Depth (mm),Pre-Drilled Waste Hole,Pre-Drilled Overflow,Anti Slip Surface,Grips or Handles,Number of Tap Holes,Shape,Fittings Included,Capacity Litre,Attachment 5,Feature 7,Feature 8,Position,Grips/Handles,Material Type,Style,Weight,Height (mm)
68,PA03206,Nabis Bardot single ended bath round 1500x700mm white,Nabis,162.84,"Simple and elegant, the Nabis Bardot 1500mm acrylic bath is designed for maximum comfort. With a single comfortable back rest end, this bath is supplied without tap holes allowing you to select and install your preferred tap set-up, whether deck or wall-mounted, mixer or separates.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Nabis Bardot single ended bath round 1500x700mm white,,Bath;All fittings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/06/NW-A03204_A03206_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Nabis_StdDoubleEndLShapeBath_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Nabis_Baths-Screens_Matrix_21Feb2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_StandardBathPanel_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_BardotSingleEndBath_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PA02604,Ideal Standard Simplicity 2 tap hole anti-slip bath with grips 1700 x 700mm 130ltr,Ideal Standard,381.81,"Supplied with chrome-plated grips for extra safety, security and peace of mind, this Ideal Standard Simplicity steel bath measures 1700 x 700mm. Made of a highly engineered steel finished in classic white, this bath provides strength and long-lasting durability in addition to easy cleaning.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Ideal Standard Simplicity 2 tap hole anti-slip bath with grips 1700 x 700mm 130ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/04/NW-A02601_A02604_wm.jpg,,,,,Y,White,Y,N,Two,A02604 PK,,N,For domestic and commercial use,With 2x tap holes,Anti-slip finish,Porcelain enamelled steel build,With pre-drilled waste and overflow,Includes legs,,Simplicity+,,,,,Yes,Yes,,,,,,,,,,Left,,,,,
70,PU17333,Trojan Granada two tap holes bath with twin grip 1675 x 700 x 8mm,Trojan,226.51,"Measuring 700 x 1675mm, the Trojan Granada twin gripped white bath with textured base, is robust and sturdy, ideal for use in busy homes. This bath is suitable for use with standard rectangular, vinyl-wrapped high gloss MDF and is compatible with the single piece Trojan EPS tiling board.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Trojan Granada two tap holes bath with twin grip 1675 x 700 x 8mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/34/NW-U17333_U17334_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Trojan_Collection_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PA03064,Nabis Traditional double ended freestanding bath with chrome ball and claw feet 1695 x 755 x 620mm,Nabis,696.43,Nabis bath is free standing mounted. Digitally modelled claw feet for a perfect fit and authentic traditional appearance in chrome.,Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Nabis Traditional double ended freestanding bath with chrome ball and claw feet 1695 x 755 x 620mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/64/NW-A03064_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_A03064-A03065_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PA03209,Nabis Taylor shower bath left hand P-shape 1700x850x750mm white,Nabis,222.54,"Designed to maximise space, the Nabis Taylor 1700mm P-shapedeft hand shower bath provides you with all the elbow room you need for a comfortable shower. Suitable for bathrooms of almost any size, this modern bath is supplied free of tap holes,eaving you to choose the perfect tap and shower set up for your needs.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Nabis Taylor shower bath left hand P-shape 1700x850x750mm white,,Bath;All fittings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/10/NW-A03209_A03210_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_TaylorPShapeBath_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Nabis_StdDoubleEndLShapeBath_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Nabis_Baths-Screens_Matrix_21Feb2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Nabis_TaylorPShapeBathPanel_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_TaylorPShapeBath_Installation.pdf,,,,,,,,
73,PA03207,Nabis Monroe double ended bath 1800x800 white,Nabis,271.67,"Simple and stylish, the contemporary Nabis Monroe 1800mm acrylic bath is a family-friendly design providing optimum bathing space. Supplied without tap holes, the Monroe has the option to maintain two comfortable back rest ends with the freedom to install the tap configuration that suits your needs.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Nabis Monroe double ended bath 1800x800 white,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/08/NW-A03207_A03208_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Nabis_Bath_Panel_Matrix_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Nabis_Baths_Screens_Matrix_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_A03207_08_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PB61012,Nabis Steel Bath 2 tap hole anti slip steel bath with twin grip 1600mm White,Nabis,210.23,"Made of robust, rigid enamelled steel, this Nabis 1600mm rectangular bath offers a long lasting clean appearance. Designed with an anti-slip surface, this bath also includes holes for hand grips, providing users with extra stability when getting in and out of the bath. Two pre-drilled tap holes, an overflow and waste hole are included for ease of installation.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Nabis Steel Bath 2 tap hole anti slip steel bath with twin grip 1600mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/15/NW-B61010_B61015_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Roca_Care_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/t_/v1/Nabis Steel Bath Product Data Sheet v1.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PA03233,Nabis Panel bath front panel 1800x510mm white,Nabis,63.59,Nabis front panel is easy to install and has a modern style that allows it to blend with any bathroom design.,Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Nabis Panel bath front panel 1800x510mm white,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/0_/33/A03230_33_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_MonroeDoubleEndBath_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Nabis_StdDoubleEndLShapeBath_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PA03222,Nabis Garland shower bath L-shape end panel 700x510mm white,Nabis,30.19,"Finished in white gloss, this Nabis Garland 510mm L-shaped end panel has a modern, simple design that will blend seamlessly into most bathroom schemes. Made of polystyrene, this panel is easy to install.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Nabis Garland shower bath L-shape end panel 700x510mm white,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/8_/22/A03218_22_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_GarlandSingleEndBath_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Nabis_StdDoubleEndLShapeBath_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Shaped_Bath_Panel_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PE01182,Nabis Bardot 1700x750 Nth Bath Dbl End,Nabis,184.8,"As elegant as its namesake, the stylish Nabis Bardot 1700 x 700mm acrylic bath is double ended for sharing or for spacious and luxurious solo bathing. The bath's taphole-free design allows the homeowner to opt for deck-mounted, wall-mounted or even standpipe style taps.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Nabis Bardot 1700x750 Nth Bath Dbl End,,Bath;All fittings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/82/E01182_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/E01180_E01183 Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PD00675,Roca Contesa 2 tap hole bath 1700 x 700m White,Roca,197.94,"Made of steel, the hardwearing 1700mm Roca Contesa bath is tough yet elegant with a timeless, refined style. This simple rectangular bath is highly resistant and designed to retain heat, reducing the need to top-up with hot water while you bathe.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Roca Contesa 2 tap hole bath 1700 x 700m White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/75/NW-D00675_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Roca_235860xx0_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_2370K3000_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PB61013,Nabis Steel Bath 2 tap hole anti slip steel bath 1500mm White (bath only),Nabis,201.22,"Made of robust, rigid enamelled steel, this Nabis 1500mm rectangular bath offers a long lasting clean appearance. Designed with an anti-slip surface, this bath also includes holes for hand grips, providing users with extra stability when getting in and out of the bath. Two pre-drilled tap holes, an overflow and waste hole are included for ease of installation.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Nabis Steel Bath 2 tap hole anti slip steel bath 1500mm White (bath only),,Bath only,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/15/NW-B61010_B61015_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/t_/v1/Nabis Steel Bath Product Data Sheet v1.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Nabis_Care_Instructions_22Aug2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PA03238,Nabis Super Strong bath front panel 1500mm,Nabis,51.37,Nabis super strong front panel is easy to install and has a modern style that allows it to blend with any bathroom design.,Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Nabis Super Strong bath front panel 1500mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/8_/40/A03238_40_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Nabis_Bath_Panel_Matrix_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_StandardBathPanel_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PA03242,Nabis Modern F0097 round floor standing bath 1700 x 800 x 580mm,Nabis,981.19,"With a narrow rim and smooth design, the Nabis Modern 1700 x 800 x 580mm oval freestanding bath brings understated elegance to a modern bathroom. Made of a white acrylic, this double-ended bath is supplied with a click-clack waste and slotted overflow.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Nabis Modern F0097 round floor standing bath 1700 x 800 x 580mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/42/NW-A03242_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Nabis_A03066_067_242_243_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/A03242_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PA03223,Nabis Campbell shower bath left hand J-shape 1700x750mm white,Nabis,223.93,"The understated Nabis Campbell 1700mm acrylic J-shapedeft hand bath is designed for modern bathrooms where space is at a premium. With a single comfortable back rest end, this bath is supplied without tap holes allowing you to select and install your preferred tap set-up, whether deck or wall-mounted, mixer or separates.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Nabis Campbell shower bath left hand J-shape 1700x750mm white,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/24/NW-A03223_A03224_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_CampbellSinglEndBath_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Nabis_StdDoubleEndLShapeBath_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Nabis_Baths-Screens_Matrix_21Feb2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Shaped_Bath_Panel_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PC21686,Ideal Standard Concept two tap hole bath 1700 x 750mm White,Ideal Standard,302.97,"Part of the Ideal Standard Concept range, this 750mm width acrylic bath features a gently sloping interior for extra ergonomic comfort.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Ideal Standard Concept two tap hole bath 1700 x 750mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/86/NW-C21686_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_E729501_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PD01781,Roca Contesa 2 tap hole bath 1700 x 700mm 156 Ltr,Roca,206.95,"Made of steel, the hardwearing 1700mm Roca Contesa rectangular bath is tough yet elegant with a timeless, refined style.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Roca Contesa 2 tap hole bath 1700 x 700mm 156 Ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/81/NW-D01781_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Roca_235860xx0_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_A2370M3000_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PA03214,Nabis Taylor shower bath P-shape front panel 1500x510mm white,Nabis,57.97,Nabis Taylor P shaped front panel is easy to install and has a modern style that allows it to blend with any bathroom design.,Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Nabis Taylor shower bath P-shape front panel 1500x510mm white,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/1_/15/A03211_15_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_TaylorPShapeBath_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Nabis_StdDoubleEndLShapeBath_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Nabis_TaylorPShapeBathPanel_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_TaylorPShapeBath_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PD00767,Roca Gap no tap hole bath 1700 x 700mm White,Roca,312.72,A Roca Gap 540 x 1700mm white finish acrylic bath.,Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Roca Gap no tap hole bath 1700 x 700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/67/NW-D00767_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D00767_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PD03929,Ideal Standard Tempo Cube no tap hole water saving bath 1700 x 700mm White,Ideal Standard,242.9,The minimalist design of the Ideal Standard Tempo Cube 700mm width bath is ideal for contemporary bathrooms. This bath is designed to form a cohesive suite with other products in the Tempo range with Ideal Form and Ideal Form Plus+ versions available.,Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Ideal Standard Tempo Cube no tap hole water saving bath 1700 x 700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/29/NW-D03929_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_E258101_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PA03226,Nabis Minelli bath left hand space saver 1690x700x500mm white,Nabis,226.1,"Nabis Minelli bath is made of acrylic, ideal for bathrooms with limited space but where design is important. It provides a single backrest designed for comfort. The Minelli bath comes without pre-drilled tap holes, allowing free choice over accompanying tap placement.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Nabis Minelli bath left hand space saver 1690x700x500mm white,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/27/NW-A03226_A03227_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Nabis_StdDoubleEndLShapeBath_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Nabis_Baths-Screens_Matrix_21Feb2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_MinelliSingleEndBath_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Shaped_Bath_Panel_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PA73726,Ideal Standard Unilux end panel 700mm White,Ideal Standard,62.69,"Complementing almost any bathroom design, this Ideal Standard Unilux 510 x 700mm bath end panel is made of acrylic with a smart white gloss finish. Robustly made, this 18mm thick panel is built to last.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Ideal Standard Unilux end panel 700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/26/NW-A73726_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/IS_Bath_Book_Brchr_2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PA81513,Color Board HDF Bath Front Panel,Color Board,21.47,"Finished in a water-based white paint, the economical Colour Board HDF bath front panel measures 1830 x 610mm with a thickness of 3mm. Suitable for use with a variety of baths, this lightweight and durable bath panel offers easy wipe-clean maintenance and leak-free use provided all edges are well-sealed during installation.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Color Board HDF Bath Front Panel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/13/NW-A81513_wm.jpg,,,,,,White,,N,,WT HDF F,Bath Front Panel,N,Lightweight HDF construction,Denser than hardboard,Water-based white finish,,,,,HDF,3 mm,NO,High Density Fibreboard,,,,,,,,,,,,,,,,,,
91,PD81448,Ideal Standard i.Life double ended bath 1700 x 750mm White,Ideal Standard,336.07,"Double-ended for complete comfort, the Ideal Standard i.Life acrylic bath has no pre-drilled tapholes making it ideal for fitting with floorstanding standpipe-style taps or under a wall-mounted bath filler. Measuring 1700 x 750mm, this bath has a standard rectangular shape to suit any bathroom.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Ideal Standard i.Life double ended bath 1700 x 750mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/48/D81448_wm.jpg,,,,,,White,,N,,T531601,,N,Suitable for domestic or hotel use,Supplied without tapholes,Idealform,Double ended design,Acrylic construction,White colour,,iLIFE,30 mm,25 Years,Acrylic,745,Yes,Yes,No,No,0,Rectangular,No,139 l,,139L capacity,25 year warranty,,,,,,
92,PD00969,Kaldewei Saniform 2 tap hole bath with twin grip 1700 x 700mm White,Kaldewei,221.31,"Made of tough steel with a simple white finish, this Kaldewei Saniform 1700 x 700mm bath has a foot-end waste and broad back space for more comfortable bathing. Offering a generous 181L capacity, the Saniform is supplied with grip holes and two tap holes.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Kaldewei Saniform 2 tap hole bath with twin grip 1700 x 700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/69/NW-D00968_D00969_wm.jpg,,,,,Y,White,Y,N,Two,111834350001,Straight,N,One-seater bath with waste at foot end,Classic four-cornered model,Made of kaldewei steel enamel,Also available with grips,,,,Saniform+,,30 Year,Steel,400,Yes,Yes,Yes,Yes,2,Rectangular,Yes,181 l,,,,Right,Y,,,,
