,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Colour,Connection Size,Diameter,Length (M),Hazardous,Approvals,Material,Outer Diameter,Size,Wall Thickness (mm),Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Range,Connection Type 1,Connection Type 2
91,P519432,"Wavin Hep2O tank connector 22mm x 3/4""",Wavin,4.16,"This Wavin Hep2O HX20 22mm x 3/4"" tank connector, made of polybutylene (PB) with BSP tail and backnut is designed for cold water use only.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Wavin Hep2O tank connector 22mm x 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/32/NW-519431_519432_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Hep2O_Pushfit_Plumbing_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wavin_Hep2O_Push-Fit_Plumbing_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
92,PP97287,Uponor Q&E Shrink-fit PEX pipe 16mm x 3mtr (Priced per metre),Uponor,2.43,"Diffusion-resistant, this Uponor 16mm PE-X pipe is suitable for general plumbing and radiator connections. Meeting ISO 15875 for hot and cold water and heating applications, this 1.8mm thick pipe is supplied in an 85M length.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Uponor Q&E Shrink-fit PEX pipe 16mm x 3mtr (Priced per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/89/NW-P97287_P97289_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Uponor_PEX_Q&E_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
93,P581420,JG Speedfit pb layflat pipe coil 85mtr,JG Speedfit,182.09,"Supplied in a length of 85M this JG Speedfit Layflat 15mm polybutylene pipe is ideal for long runs where softer pipe material is needed for easier cabling through joists. Easy to handle, when removed from its coil, this pipe remains straight and lays completely flat, meaning no annoying recoiling. Made with five layers, Layflat pipe includes a central oxygen barrier to prevent the ingress of air and reduce corrosion on a system's metal components. This pipe is designed for low thermal conductivity staying cool even when carrying hot water, making it safe for exposed installation.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> JG Speedfit pb layflat pipe coil 85mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/20/NW-581420_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/JG Speedfit Barrier Pipe Data Sheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
94,P516507,Polypipe PolyFit polybutylene barrier pipe 28mm x 3mtr White,Polypipe,38.85,"Highly flexible, this Polypipe PolyFit 28mm barrier pipe is designed to fit seamlessly with PolyFit, PolyMax and PolySure plumbing fittings. Made of polybutylene (PB), this pipe can be used in most plumbing and heating installations, including both hot and cold water supply, offering long lasting durability and high levels of performance. This pipe is supplied in a length of 3M.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Polypipe PolyFit polybutylene barrier pipe 28mm x 3mtr White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/08/NW-516507_516508_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Polypipe_Polyplumb-Polyfit_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
95,P500287,Wavin Hep2O brackets for tapped manifold,Wavin,20.52,"Part of the Wavin Hep2O push-fit plumbing system, this Hep2O manifold bracket incorporates a range of unique features for faster, easier and more secure fitting of manifolds. The system provides joint recognition and secure demounting.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Wavin Hep2O brackets for tapped manifold",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/87/NW-500287_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Wavin_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
96,P517751,JG Speedfit conduit pipe coil 15mm x 50mtr,JG Speedfit,68.67,"Provided in a length of 50M, this JG Speedfit 15mm conduit pipe covers and blankets Speedfit PE-X or polybutylene pipe installed in concrete or masonry. Intended for removable installation to meet water regs, this pipe coil is made of a lightweight and flexible PE-X.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> JG Speedfit conduit pipe coil 15mm x 50mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/53/NW-517750_517753_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Speedfit_PushFit_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Speedfit_UnderFloorHeating_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Speedfit_UFHeating_installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,
97,P581338,JG Speedfit barrier pipe 15mm x 6mtr Blue,JG Speedfit,11.66,"Supplied in a 6M length, this JG Speedfit 15mm blue PE-X pipe is an ideal choice for short runs where a harder pipe material is desirable. Incorporating five layers, this pipe has a central blue-coloured oxygen barrier, preventing air ingress and reducing the effect of corrosion on the system's metal components. Thanks to its low thermal conductivity, Speedfit stays cool to the touch when carrying hot water for reliable safety.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> JG Speedfit barrier pipe 15mm x 6mtr Blue",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/38/NW-581338_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Speedfit_PushFit_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
98,P517015,Polypipe Polyplumb barrier pipe 28mm x 6mtr Grey,Polypipe,77.74,"Highly flexible, this Polypipe PolyPlumb 28mm barrier pipe is designed to fit seamlessly with PolyFit, PolyMax and PolySure plumbing fittings. Made of polybutylene (PB), this pipe can be used in most plumbing and heating installations, including both hot and cold water supply, offering long lasting durability and high levels of performance. This pipe is supplied in a length of 6M.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Polypipe Polyplumb barrier pipe 28mm x 6mtr Grey",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/15/NW-517010_517015_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Polypipe_Polyplumb-Polyfit_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
99,P517503,JG Speedfit barrier pipe coil 15mm x 50mtr,JG Speedfit,97.18,"This JG Speedfit 15mm barrier pipe incorporates five layers, with a blue-coloured oxygen barrier in the centre to keep air from entering the system, ensuring excellent levels of corrosion resistance. Supplied in a 50M length, JG Speedfit pipe promises low thermal conductivity, making it safe to touch when carrying hot water.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> JG Speedfit barrier pipe coil 15mm x 50mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/06/NW-517499_517506_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Speedfit_PushFit_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Speedfit_UnderFloorHeating_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Speedfit_UFHeating_installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,
100,P517516,JG Speedfit barrier pipe length 28mm x 3mtr,JG Speedfit,15.7,"JG Speedfit 28mm barrier pipe is ideal for use in those short runs where a harder pipe material provides an advantage. Incorporating five layers, with a blue-coloured oxygen barrier in the centre to keep air from entering the system, this pipe offers excellent levels of corrosion resistance. Supplied in a 3M length, JG Speedfit pipe promises low thermal conductivity, making it safe to touch when carrying hot water.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> JG Speedfit barrier pipe length 28mm x 3mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/17/NW-517514_517517_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/JG_Speedfit_SystmConnections_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/JG_Speedfit_Plumbing_Heating_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Speedfit_PushFit_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,
101,P517434,JG Speedfit pipe in pipe 15mm x 50mtr,JG Speedfit,223.93,"Provided in a length of 50M, this JG Speedfit 15mm pipe-in-pipe covers and blankets Speedfit PE-X or polybutylene pipe installed in concrete or masonry. Intended for removable installation to meet water regs, this pipe coil is made of a lightweight and flexible PE-X.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> JG Speedfit pipe in pipe 15mm x 50mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/34/NW-517434_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/JG_Speedfit_SystmConnections_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/JG_Speedfit_Plumbing_Heating_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Speedfit_PushFit_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,
102,P517014,Polypipe Polyplumb barrier pipe 28mm x 3mtr Grey,Polypipe,38.85,"Highly flexible, this Polypipe PolyPlumb 28mm barrier pipe is designed to fit seamlessly with PolyFit, PolyMax and PolySure plumbing fittings. Made of polybutylene (PB), this pipe can be used in most plumbing and heating installations, including both hot and cold water supply, offering long lasting durability and high levels of performance. This pipe is supplied in a length of 3M.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Polypipe Polyplumb barrier pipe 28mm x 3mtr Grey",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/15/NW-517010_517015_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Polypipe_Polyplumb-Polyfit_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
103,P581415,JG Speedfit PB layflat pipe coil 10mm x 50mtr White,JG Speedfit,99.15,"This JG Speedfit Layflat 10mm polybutylene pipe is recommended for use in long runs where softer pipe material makes cabling through joists simple. Easy to handle when removed from its 50M coil, the pipe stays straight and lays flat, removing the issue of recoiling. Incorporating five layers, this pipe has a central oxygen barrier, preventing air ingress and reducing the effect of corrosion on the system's metal components. Thanks to its low thermal conductivity, Speedfit stays cool to the touch when carrying hot water for reliable safety.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> JG Speedfit PB layflat pipe coil 10mm x 50mtr White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/16/NW-581415_581416_wm.jpg,,,,White/Polished,10mm,10 mm,50,N,BS 7291,Polybutylene,10mm,10mm,1.5,10BPB-50C,PB Pipe Coil,N,"Lays flat, stays flat",Ultra-flexible,Easy to handle,Ideal for cabling through joists,Suitable for central heating systems,Polybutylene material provides lightweight flexibility,Lead-free and non-toxic,Manufactured and Kitemark to BS 7291 Part 2 and Class S,,,
104,P517034,Polypipe Polyplumb barrier coil 15mm x 100mtr Grey,Polypipe,436.76,"Highly flexible, this Polypipe PolyPlumb 15mm barrier pipe is designed to fit seamlessly with PolyFit, PolyMax and PolySure plumbing fittings. Made of polybutylene (PB), this pipe can be used in most plumbing and heating installations, including both hot and cold water supply, offering long lasting durability and high levels of performance. This pipe is supplied in a length of 100M.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Polypipe Polyplumb barrier coil 15mm x 100mtr Grey",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/37/NW-517030_517037_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Polypipe_Polyplumb-Polyfit_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
105,P519314,Wavin Hep2O 90deg single socket elbow 22mm,Wavin,4.33,"This Wavin Hep2O HD4 22 x 22mm 90° spigot elbow is made of polybutylene (PB) and incorporates push-fit connections compatible with plastic and copper pipes and In4Sure joint recognition, providing an indication when the pipe is connected. Suitable for hot and cold water and heating use, this single socket pipe comes off the straight coil and offers secure demounting using the HepKey system.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Wavin Hep2O 90deg single socket elbow 22mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/14/NW-519312_519314_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Hep2O_Pushfit_Plumbing_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wavin_Hep2O_Push-Fit_Plumbing_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
106,P515496,Wavin Hep2O conduit pipe coil 15mm x 50mtr,Wavin,74.24,"Part of the Wavin Hep2O push-fit plumbing system, this Hep2O 15mm x 50M conduit pipe incorporates a range of unique features for faster, easier and more secure fitting. The system provides joint recognition and secure demounting.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Wavin Hep2O conduit pipe coil 15mm x 50mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/96/NW-515496_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_Hepworth_Plastic_Products_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Wavin_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Hep2O_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,
107,P515431,Wavin Wavin Hep2O HX75/22 GR cold forming bend fixture 22mm,Wavin,3.0,"Made of polybutylene (PB), this Wavin Hep2O HX75 22 x 22mm 45° cold forming bend fixture provides clean and secure fitting. It is suitable for use in hot and cold flexible plumbing systems accepting push-fit connections.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Wavin Wavin Hep2O HX75/22 GR cold forming bend fixture 22mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/31/NW-515430_515431_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_Hepworth_Plastic_Products_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Hep2O_Pushfit_Plumbing_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wavin_Hep2O_Push-Fit_Plumbing_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,
108,P519394,Wavin Hep2O end reduced tee 28 x 22 x 28mm,Wavin,15.29,This Wavin Hep2O HD12 28 x 28 x 22mm 90° end reduced tee is made from polybutylene (PB) and includes push-fit connections. This fitting is suitable for use in hot and cold flexible push-fit plumbing systems.,"Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Wavin Hep2O end reduced tee 28 x 22 x 28mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/94/NW-519394_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Hep2O_Pushfit_Plumbing_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wavin_Hep2O_Push-Fit_Plumbing_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
109,P519423,"Wavin Wavin Hep2O HD125B/15W flexible tap connector 15mm x 3/4"" - 300mm",Wavin,11.85,"Connecting awkwardly located bath or basin taps, this Wavin Hep2O flexible tap connector is fitted with 15mm x 3/4"" push-fit x BSP connections. Offering fast, simple installation with a quick twist, this connector uses the brand's In4Sure joint recognition technology for a reliably tight connection. Easily demounted and adjusted using HepKey, it's impossible to accidentally demount this tamper-resistant fitting once in place.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Wavin Wavin Hep2O HD125B/15W flexible tap connector 15mm x 3/4"" - 300mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/23/NW-519423_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Flexible_Tap_Connector_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Wavin_Hep2o_Push_Fit_Plumbing_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Hep2O_Pushfit_Plumbing_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,
110,P581436,JG Speedfit PB layflat pipe coil 10mm x 25mtr White,JG Speedfit,54.53,"This JG Speedfit Layflat 10mm polybutylene pipe is recommended for use in long runs where softer pipe material makes cabling through joists simple. Easy to handle when removed from its 25M coil, the pipe stays straight and lays flat, removing the issue of recoiling. Incorporating five layers, this pipe has a central oxygen barrier, preventing air ingress and reducing the effect of corrosion on the system's metal components. Thanks to its low thermal conductivity, Speedfit stays cool to the touch when carrying hot water for reliable safety.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> JG Speedfit PB layflat pipe coil 10mm x 25mtr White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/37/NW-581436_581437_wm.jpg,,,,White/Polished,10mm,10 mm,2.5,N,BS 7291,Polybutylene,10mm,10mm,1.5,10BPB-25C,PB Pipe Coil,N,"Lays flat, stays flat",Ultra-flexible,Easy to handle,Ideal for cabling through joists,Suitable for central heating systems,Polybutylene material provides lightweight flexibility,Lead-free and non-toxic,Manufactured and Kitemark to BS 7291 Part 2 and Class S,,,
111,P519422,"Wavin Wavin Hep2O HD125A/15W flexible tap connector 15mm x 1/2"" - 300mm",Wavin,10.01,"Connecting awkwardly located bath or basin taps, this Wavin Hep2O flexible tap connector is fitted with 15mm x 1/2"" push-fit x BSP connections. Offering fast, simple installation with a quick twist, this connector uses the brand's In4Sure joint recognition technology for a reliably tight connection. Easily demounted and adjusted using HepKey, it's impossible to accidentally demount this tamper-resistant fitting once in place.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Wavin Wavin Hep2O HD125A/15W flexible tap connector 15mm x 1/2"" - 300mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/22/NW-519422_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Wavin_Hep2o_Push_Fit_Plumbing_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Flexible_Tap_Connector_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Hep2O_Pushfit_Plumbing_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,
112,P519433,Wavin Hep2O hot/cold shut off valve 15mm,Wavin,8.89,This Wavin Hep2O HX37 15 x 15mm polybutylene (PB) shut-off valve with hot and cold indicator insert is suitable for use in cold flexible push-fit plumbing systems.,"Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Wavin Hep2O hot/cold shut off valve 15mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/34/NW-519433_519434_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Hep2O_Pushfit_Plumbing_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wavin_Hep2O_Push-Fit_Plumbing_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
113,P517752,JG Speedfit conduit pipe coil 22mm x 25mtr,JG Speedfit,53.0,"Provided in a length of 25M, this JG Speedfit 22mm conduit pipe covers and blankets Speedfit PE-X or polybutylene pipe installed in concrete or masonry. Intended for removable installation to meet water regs, this pipe coil is made of a lightweight and flexible PE-X.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> JG Speedfit conduit pipe coil 22mm x 25mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/53/NW-517750_517753_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Speedfit_PushFit_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Speedfit_UnderFloorHeating_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Speedfit_UFHeating_installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,
114,P581437,JG Speedfit PB layflat pipe coil 28mm x 50mtr White,JG Speedfit,309.64,"This JG Speedfit Layflat 28mm polybutylene pipe is recommended for use in long runs where softer pipe material makes cabling through joists simple. Easy to handle when removed from its 50M coil, the pipe stays straight and lays flat, removing the issue of recoiling. Incorporating five layers, this pipe has a central oxygen barrier, preventing air ingress and reducing the effect of corrosion on the system's metal components. Thanks to its low thermal conductivity, Speedfit stays cool to the touch when carrying hot water for reliable safety.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> JG Speedfit PB layflat pipe coil 28mm x 50mtr White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/37/NW-581436_581437_wm.jpg,,,,White/Polished,28 mm,28 mm,50,N,BS 7291,Polybutylene,28 mm,28 mm,2.6,28BPB-50C,PB Pipe Coil,N,"Lays flat, stays flat",Ultra-flexible,Easy to handle,Ideal for cabling through joists,Suitable for central heating systems,Polybutylene material provides lightweight flexibility,Lead-free and non-toxic,Manufactured and Kitemark to BS 7291 Part 2 and Class S,,,
