,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Hazardous,Model For Use With,Boiler Section,Boiler Range,Supplier Product Code,Type,WEEE Compliant,Part Gas Council number,Attachment 1,By Model Number,Body Material,Attachment 2,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Pack Quantity,Range,Attachment 3,Range For Use With,Weight,Warranty,Depth (mm),Flue Type,Flue Diameter,Flue Length,Flue Size,For Use With
232,P501447,Vaillant 0020025036 harness,Vaillant,32.48,"A Vaillant wiring harness for boilers in the ecoTEC VU (condensing), ecoTEC VUI (condensing) and ecoTEC VUW (condensing) ranges.  These groups of wires give the PCB complete control over the boiler's processes and safety protocols.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant 0020025036 harness,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/47/501447_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vaillant_ecoTEC+_824837612637_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,P501432,Vaillant seal fan,Vaillant,8.27,"A Vaillant fan seal for use in ecoTEC VU (condensing) and ecoMAX VU (condensing) boilers.  The fan introduces fresh air into a boiler's combustion chamber, ensuring that gas is burnt correctly and extracting burnt gas at the end of the combustion process. Your boiler's safety parameters ensure that no gas passes through to the main burner if the fan is not functioning correctly.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant seal fan,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/32/501432_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vaillant_ecoTEC+_415418428438_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,P406750,Vaillant clamp 100 x 48mm,Vaillant,8.34,"A genuine Vaillant spare, this clamp is compatible with Vertical Flue Kit 60/100 Alu, Vertical Flue Kit 80/125 Alu and 60/100 PP (condensing).  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant clamp 100 x 48mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/50/406750_wm.jpg,N,"Air/Flue duct extension 2 m, Sliding sleeve, Air/Flue duct extension 2.0 m, Extension 1.0 m DN 60/100 PP, Separator DN 60/100 PP, Bends 45 degree (PK2), Telescopic flue duct extension, Sliding sleeve 80/125 Alu, Bend 87 degree DN 60/100 PP, Vertical DDF",Flue,Vertical Flue Kit 60/100 AluVertical Flue Kit 80/125 Alu60/100 PP (Condensing),0020209347,Clamp,N,,,"Air/Flue duct extension 0.5 m,Vertical flue kit 60/100 Alu,Roof terminal black (wall plate),Air/Flue duct extension 2 m,Elbow 90 degree,Extension 0.5 m DN 60/100 PP,Air/Flue duct e,Sliding sleeve,Extension 2.0 m DN 60/100 PP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,P409138,Vaillant control board clip,Vaillant,8.3,"A Vaillant support for the hydraulics of ecoTEC VU (condensing), ecoTEC VUI (condensing) and ecoTEC VUW (condensing) appliances.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant control board clip,,2x supports,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/38/409138_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vaillant_ecoTEC+_824837612637_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,P409034,Vaillant 0020137356 NTC sensor,Vaillant,14.2,"A Vaillant temperature or NTC sensor for use in ecoTEC VU (condensing) boilers.  The sensor or thermistor decreases circuit resistance in line with temperature increases. A boiler's printed control board (PCB) sends a current to the thermistor, deciding whether a decrease or increase in heat is required by reading the relative resistance.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant 0020137356 NTC sensor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/34/409034_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Vaillant_ecoVSC-SauroVSCD_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,P412297,Vaillant electrode,Vaillant,16.85,"A genuine brand spare, this Vaillant electrode is compatible with ecoFIT Pure, ecoFIT Sustain, ecoTEC Plus and Home boiler models.  An ignition (spark) electrode causes the spark that begins combustion within the burner while flame sensing electrodes are responsible for checking if there is a flame present in the burner to make sure that the boiler doesn't keep supplying gas without a flame.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it, first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant electrode,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/97/412297_wm.jpg,N,,"Burner, Heat exchanger",ecoFIT pureecoFIT sustainecoTEC plusHome,0020195481,Domestic Boiler Parts,N,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,P476091,Vaillant 0020148383 gasket,Vaillant,8.12,"This Vaillant brand gasket is a spare part for use in the gas assembly of aquaPLUS VUI (fan-assisted), COMBIcompact VCW (fan-assisted), ecoTEC VU (condensing), ecoTEC VUW (condensing), MAG (balanced flue), THERMOcompact VU (fan-assisted), TURBOmax VUW (fan-assisted), THERMOcompact VC (fan-assisted), THERMOcompact VC-VCW (balanced flue) and ecoTEC VUI (condensing) appliances.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant 0020148383 gasket,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/91/476091_wm.jpg,N,"aquaPLUS VUI 362-7, VCW 242 E, ecoTEC plus 615 VU 156/3-5, ecoTEC plus 615 VU 156/3-5 R1, ecoTEC plus 618 VU 186/3-5 R1 LPG, ecoTEC plus 624 VU 246/3-5, ecoTEC plus 831 VUW 316/3-5 LPG, ecoTEC pro 24 VUW 246/3-3 R2, ecoTEC pro 28 VUW 286/3-3, ecoTEC pro",Gas Assembly,"aquaPLUS VUI (fan-assisted), COMBIcompact VCW (fan-assisted), ecoTEC VU (condensing), ecoTEC VUW (condensing), MAG (balanced flue), THERMOcompact VU (fan-assisted), TURBOmax VUW (fan-assisted), THERMOcompact VC (fan-assisted), THERMOcomp",0020085467,Gasket,N,,,"ecoTEC plus 618 VU 186/3-5 R1,ecoTEC plus 618 VU 186/3-5 LPG,ecoTEC plus 612 VU 126/3-5 R1,ecoTEC plus 624 VU 246/3-5 R1,ecoTEC plus 618 VU 186/3-5,aquaPLUS VUI 362-7 R3,ecoTEC plus 630 VU 306/3-5,VCW 282 E,ecoTEC plus 612 VU 126/3-5,ecoTEC plus 630 VU 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,P501373,Vaillant 180904 packing ring,Vaillant,11.01,"This Vaillant packing ring is designed for use in the heat exchanger of ecoMAX VU (condensing) and ecoTEC VU (condensing) boilers.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant 180904 packing ring,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/73/501373_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Vaillant_ecoTEC_Spare_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,P501499,Vaillant 193584 support,Vaillant,8.27,"A Vaillant complete support for the casing of Guernsey/Jersey only (condensing), ecoTEC VU (condensing) and ecoTEC VUW (condensing) boilers.   Casings vary from model to model with designs to suit different locations, offering differing levels of robustness and a variety of finishes.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant 193584 support,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/99/501499_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vaillant_ecoTEC+_824837612637_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,P500152,Vaillant sensor NTC (domestic hot water outlet pipe),Vaillant,10.71,"A Vaillant NTC sensor for ecoTEC VUW (condensing) and ecoTEC VUI (condensing) boilers.  The sensor or thermistor decreases circuit resistance in line with temperature increases. A boiler's printed control board (PCB) sends a current to the thermistor, deciding whether a decrease or increase in heat is required by reading the relative resistance.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant sensor NTC (domestic hot water outlet pipe),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/52/500152_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vaillant_ecoTEC+_824837612637_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,P409039,Vaillant cable,Vaillant,10.16,"A Vaillant cable for use in the flue section of ecoTEC VU (condensing), ecoTEC VUW (condensing) and ecoTEC VUI (condensing) boilers.  Cables connect the printed circuit board (PCB) to thermostats, switches and sensors, giving it complete control over the boiler's processes and safety protocols.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant cable,,Cable,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/39/409039_wm.jpg,N,"ecoTEC plus 612 VU 126/3-5, ecoTEC plus 624 VU 246/3-5, ecoTEC pro 24 VUW 246/3-3 R1, ecoTEC pro 24 VUW 246/5-3 R2, ecoTEC pro 28 VUW 286/3-3 R2, ecoTEC plus 612 VU 126/3-5 R1, ecoTEC plus 618 VU 186/3-5 LPG, ecoTEC plus 618 VU 186/3-5 R1, ecoTEC pro 28",Flue,"ecoTEC VU (condensing), ecoTEC VUW (condensing), ecoTEC VUI (condensing)",0020135111,Cable,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,P498972,Vaillant 219621 spring clamps (Pack of 10),Vaillant,11.78,"A 10 piece spring clamp set for the water pipework of Vaillant THERMOcompact VU (fan-assisted), TURBOmax VUW (fan-assisted), VWS (heat pump hybrid) and aquaPLUS VUI (fan-assisted) units.  In a boiler pipework either allows water or gas into a heating unit, including the mains water supply and the pipework on a wall jig, or is found within an appliance and carries water between the various mechanisms that require it, including the diverter valve and heat exchanger.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant 219621 spring clamps (Pack of 10),,10x spring clamps,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/72/498972_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vaillant_Turboblock_turboTEC_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,P498917,Vaillant 981140 O rings (10),Vaillant,8.75,"This Vaillant pack of 10x sealing rings is suitable for the heat exchanger of Air ventilation system, aquaPLUS VUI (fan-assisted), COMBIcompact VCW (conventional flue), ecoMAX VU (condensing), ecoMAX VUW (condensing), ecoTEC VU (condensing), ecoTEC VUI (condensing), ecoTEC VUW (condensing), Hydraulic, THERMOcompact VC (conventional flue), THERMOcompact VU (fan-assisted), TURBOmax VUW (fan-assisted), VC-VCW (conventional flue), VKK ecoCRAFT (condensing), THERMOcompact VC (fan-assisted), VC-VCW (balanced flue), VWF (heat pump), Guernsey/Jersey only (condensing), VWL (heat pump accessory), VWS (heat pump hybrid), VWZ ZK (Hydraulic Module), Pump, COMBIcompact VCW (fan-assisted), VWS (heat pump) and THERMOcompact VC-VCW (balanced flue) units.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  To help you find the right parts for your jobs, go to the industr",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant 981140 O rings (10),,10x sealing rings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/17/498917_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vaillant_ecoTEC+_824837612637_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,P501325,Vaillant screw 4.2 x 3.5mm,Vaillant,8.27,"An official Vaillant spare, this screw is for the burner of ecoTEC VU (condensing) and ecoMAX VU (condensing) boilers.  Spare screw packs, for assembling an appliance or holding it in place, are supplied in various sizes and groupings to suit different jobs and appliances.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant screw 4.2 x 3.5mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/25/501325_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vaillant_ecoTEC+_415418428438_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,P409147,Vaillant switch tubes,Vaillant,10.46,"A Vaillant part, this hose is used in the gas assembly of ecoTEC VU (condensing) boilers.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant switch tubes,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/47/409147_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vaillant_ecoTECplusVU8061206R2_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,P404733,Vaillant plug (ignition),Vaillant,8.01,"A Vaillant brand ignition plug designed for the burner section of ecoMAX VU (condensing), ecoMAX VUW (condensing), ecoTEC VU (condensing), ecoTEC VUI (condensing), ecoTEC VUW (condensing), VKK ecoCRAFT (condensing) and Guernsey/Jersey only (condensing) boilers.  The burner produces heat in a combustible heating appliance. In natural gas appliances gas is transferred to a gas valve and into the burner for ignition. The heat created is used to heat the water in the master heat exchanger.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant plug (ignition),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/33/404733_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Vaillant_ecoTEC_exclusive_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,P475877,Vaillant 219622 spring clamps (Pack of 10),Vaillant,11.78,"A Vaillant spares pack, this set of 10x spring clamps can be used in the pipework of aquaPLUS VUI (fan-assisted), ecoTEC VUI (condensing), ecoTEC VUW (condensing), TURBOmax VUW (fan-assisted), THERMOcompact VU (fan-assisted), ecoMAX VUW (condensing), VWS (heat pump hybrid), Hydraulic and VWL (heat pump accessory) ranges.  In a boiler pipework either allows water or gas into a heating unit, including the mains water supply and the pipework on a wall jig, or is found within an appliance and carries water between the various mechanisms that require it, including the diverter valve and heat exchanger.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant 219622 spring clamps (Pack of 10),,Spring Clamp,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/77/475877_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vaillant_TURBOmaxTURBOmax_plus_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,P498997,Vaillant 981146 O rings (10),Vaillant,8.3,"This Vaillant pack of 10x sealing rings is suitable for the heat exchanger of ecoTEC VUI (condensing), ecoTEC VUW (condensing), THERMOcompact VU (fan-assisted), TURBOmax VUW (fan-assisted), VC-VCW (conventional flue), Guernsey/Jersey only (condensing), ecoMAX VUW (condensing), VC-VCW (balanced flue) and aquaPLUS VUI (fan-assisted) units.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant 981146 O rings (10),,10x sealing rings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/97/498997_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vaillant_ecoTEC+_824837612637_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,P411366,Vaillant display cable,Vaillant,8.27,"This display cable is a Vaillant spare for use in ecoTEC VU (condensing), ecoTEC VUI (condensing), ecoTEC VUW (condensing), VWL (heat pump), Guernsey/Jersey only (condensing), VWL (heat pump accessory) and VWS (heat pump hybrid) appliances.  These cables give the PCB complete control over the boiler's processes and safety protocols.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant display cable,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/66/411366_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Vaillant_ecoTEC_exclusive_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,P400036,Vaillant 981104 packing ring,Vaillant,9.84,"This Vaillant packing ring is designed for use in the heat exchanger of ecoMAX VU (condensing), ecoMAX VUW (condensing), ecoTEC VU (condensing), ecoTEC VUW (condensing) and ecoTEC VUI (condensing) boilers.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant 981104 packing ring,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/36/400036_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vaillant_ecoTEC+_824837612637_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,P500351,Vaillant 981155 packing rings (Pack of 10),Vaillant,7.87,"These Vaillant packing rings, supplied in a pack of 10, are designed for use in the heat exchanger of COMBIcompact VCW (conventional flue), ecoMAX VU (condensing), ecoMAX VUW (condensing), ecoTEC VU (condensing), ecoTEC VUW (condensing), THERMOcompact VU (fan-assisted), TURBOmax VUW (fan-assisted), COMBIcompact VCW (fan-assisted), THERMOcompact VC (fan-assisted), aquaPLUS VUI (fan-assisted), ecoTEC VUI (condensing) and THERMOcompact VC-VCW (balanced flue) boilers.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant 981155 packing rings (Pack of 10),,10x packing rings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/51/500351_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vaillant_Turboblock_Turbotop_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
