,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Range,Hazardous,Boiler Section,Boiler Range,Part Gas Council number,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Model For Use With,By Model Number,Attachment 6,Attachment 7,Weight,Depth (mm),Dimensions (L x W x D),Range For Use With,Flue Type,Flue Diameter,Flue Length,Warranty,Flue Size
53,P118755,Baxi Multifit vertical flue adaptor terminal,Baxi,44.28,"Under the Multifit brand, the telescopic flue kit for Baxi boilers provides a length of 350 - 500 mm, and flue lengths are available in 0.25 metre, 0.5 metre and 1 metre.  This means that there is hardly ever a need to cut a length of flue, reducing installation time and wastage, which is a particular consideration for new build.  The flue sections are joined using a simple push seal mechanism with two positive screw connections giving reassurance that the joint will not come apart. By popular demand, white, black and brown terminal options are now available to better blend into the building.  Where pluming is likely to be a nuisance, a new plume management kit has been introduced.  Available in black or white, the new kit can be retrofitted to the flue terminal and is competitively priced and easy to fit.  And for even greater flexibility, a new ridge tile terminal is available.",Heating/Flue & Chimney Systems/Flue & Chimney Systems.csv -> Baxi Multifit vertical flue adaptor terminal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/55/118755_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Potterton_Gold_Tita_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Potterton_Gold_Tita_Guide_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Baxi_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,P128180,Ariston horizontal coaxial flue kit 1mtr,Ariston,104.87,Ariston have an extensive array of flues and accessories which can be applied to suit most flueing installation methods.,Heating/Flue & Chimney Systems/Flue & Chimney Systems.csv -> Ariston horizontal coaxial flue kit 1mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/80/128180_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ariston_WaterHeater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,P211197,Baxi Multifit flue extension and support bracket 0.25mtr 60/100mm,Baxi,40.68,"This Baxi 60/100mm white flue extension supplies an additional 250mm to the flue run on Promax Combi, Platinum, Duo-Tec, Megaflow, EcoBlue, EcoBlue+, EcoBlue Advance Combi, System and Regular boilers. It is provided with fixing screws for hassle-free installation.",Heating/Flue & Chimney Systems/Flue & Chimney Systems.csv -> Baxi Multifit flue extension and support bracket 0.25mtr 60/100mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/97/NW-211197_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Baxi_Flue_Solutions_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Baxi_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,P411394,Vaillant AAV,Vaillant,35.42,"A Vaillant automatic air vent, also known as an AAV, for repair or replacement in Vaillant brand boilers.",Heating/Flue & Chimney Systems/Flue & Chimney Systems.csv -> Vaillant AAV,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/94/411394_wm.jpg,,,,,,,N,,,,0020143508,AAV,N,Genuine Vaillant spare,Part of a wide range of boiler accessories,,,,,,,,,,,,,,,,,,,,
57,P127035,Vaillant air/flue external duct 60/100 4000mm,Vaillant,200.53,This Vaillant flue 100mm x 4M flue duct extension if suitable for Vaillant 600/100 PP horizontal wall terminals.,Heating/Flue & Chimney Systems/Flue & Chimney Systems.csv -> Vaillant air/flue external duct 60/100 4000mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/35/NW-127035_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_Boiler_Range_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,P107884,Firebird low level flue kit 380 600 x 125mm,Firebird,169.16,"Flues are a critical part of a boiler installation. A correctly installed flue will ensure clean and efficient operation of the boiler. Firebird offer a range of high quality stainless steel flue kits that ensure optimum boiler performance and longer design life. Low level flue kits have become popular in recent years due to their convenient size and ease of installation. When installing a condensing low-level flue, consideration should be given to the discharge of the condense plume as it may cause a nuisance to neighbouring properties. In some cases a Plume Dispersal Kit may be advisable.",Heating/Flue & Chimney Systems/Flue & Chimney Systems.csv -> Firebird low level flue kit 380 600 x 125mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/84/107884_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/03/UK_Product_Guide_03.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Firebird_Flue_Section_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,P117220,Grant high level balanced flue adjustable flue kit (for 12 26KW boilers) 1.2mtr,Grant,394.72,"Grant’s low level balanced range of EZ-Flue systems have been developed to make the installation of Grant boilers both quick and simple, whilst ensuring trouble free operation – even in the most exposed site conditions. The round low level kits feature self-sealing ducts requiring no silicone or tape for joints, and the quick-fit connection arrangement ensures a perfect seal every time.  The kits are compatible with all Grant boilers, except external modules.",Heating/Flue & Chimney Systems/Flue & Chimney Systems.csv -> Grant high level balanced flue adjustable flue kit (for 12 26KW boilers) 1.2mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/20/117220_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Grant_EZ-Fit_Product_Guide_May-2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,P123641,Ideal Spares Pack-D high efficiency flue extension,Ideal,51.06,"An Ideal 100 x 950mm flue extension kit pack D in white, suitable for Logic, Logic+, Vogue GEN2, Classic HE and Mexico HE boilers. A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.",Heating/Flue & Chimney Systems/Flue & Chimney Systems.csv -> Ideal Spares Pack-D high efficiency flue extension,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/41/NW-123641_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ideal_HE-Heat_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,P196077,Alpha Vertical Flue Terminal Inc 1M Flue,Alpha,130.2,"It may be tempting to opt for a low cost spare part, but do consider the impact that this may have. Counterfeit parts are typically substandard, manufactured from poor quality materials thus impacting on the design and strength of the product. In the event of a system failure or - in a worst case scenario, an accident - the ultimate responsibility lies with the service and repair engineer rather than the product which was ill-chosen for the application. It is always reccommended you go for an official part, such as this one.",Heating/Flue & Chimney Systems/Flue & Chimney Systems.csv -> Alpha Vertical Flue Terminal Inc 1M Flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/77/196077_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Alpha_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Alpha_CD_Vertical_Terminal_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,P117153,Grant Yellow System 45deg elbow diverter kit 12-26kw Black,Grant,47.96,"The Yellow system has been developed to make the installation of Grant boilers both quick and simple, whilst ensuring trouble free operation – even in the most exposed site conditions. The round low level kits feature self-sealing ducts requiring no silicone or tape for joints, and the unique quick-fit clamp arrangement ensures a perfect seal every time. In fact, the new telescopic flue system requires only two simple operations to complete the installation. The kits are compatible with all Grant boilers, (except Outdoor Modules) including condensing models.",Heating/Flue & Chimney Systems/Flue & Chimney Systems.csv -> Grant Yellow System 45deg elbow diverter kit 12-26kw Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/53/117153_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/h_/20/Grant_EZ-Fit_Flue_Guide_March_20.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,P114516,Warmflow balanced flue,Warmflow,204.91,"This Warmflow balanced flue is compatible with ALL Warmflow Agentis internal oil boilers.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Heating/Flue & Chimney Systems/Flue & Chimney Systems.csv -> Warmflow balanced flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/16/114516_wm.jpg,,,,,,,N,Flue,Agentis internal & external,,FBFUK,Flue Kit,N,The Easy-fit plastic flue systems has ben specifically designed for use on high efficiency condensing oil-fired boilers,Locking clamp arrangement provides for superior rigidity and security,Supplied with 7 Years of guarantee from the manufacturer,,,,,,,,,,,,,,,,,,,
64,P117203,Grant low level extension (for 15 26KW boilers) 450mm,Grant,68.65,"Grant’s low level balanced range of EZ-Flue systems have been developed to make the installation of Grant boilers both quick and simple, whilst ensuring trouble free operation – even in the most exposed site conditions. The round low level kits feature self-sealing ducts requiring no silicone or tape for joints, and the quick-fit connection arrangement ensures a perfect seal every time.  The kits are compatible with all Grant boilers, except external modules.",Heating/Flue & Chimney Systems/Flue & Chimney Systems.csv -> Grant low level extension (for 15 26KW boilers) 450mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/03/117203_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/h_/20/Grant_EZ-Fit_Flue_Guide_March_20.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grant_Flue_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,P117414,Grant VTK25P90/X pitched roof flashing,Grant,82.95,This Grant pitched roof roof flashing is compatible with 12 - 26kW appliances fitted with vertical flues.,Heating/Flue & Chimney Systems/Flue & Chimney Systems.csv -> Grant VTK25P90/X pitched roof flashing,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/14/117414_wm.jpg,,,,,,,N,,,,VTK25P90/X,Pitched Roof Flashing,N,,,,,,,,,,,,,,,,,Vertical Flue,Roof Flashing,N/A,N/A,,
66,P117405,Grant lead pitched flashing (for 26 70KW boilers),Grant,86.76,"This Grant white system lead pitched roof flashing and collar is designed for use with boilers of 26-70kW outputs. The flashing is designed to seal the hole through which a flue exits the roof of a property.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Heating/Flue & Chimney Systems/Flue & Chimney Systems.csv -> Grant lead pitched flashing (for 26 70KW boilers),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/05/117405_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grant_Vortex_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,P117348,Grant 45deg elbow with extension (for 12 46KW boilers) 100mm White,Grant,49.87,"Grant’s low level balanced range of EZ-Flue systems have been developed to make the installation of Grant boilers both quick and simple, whilst ensuring trouble free operation – even in the most exposed site conditions. The round low level kits feature self-sealing ducts requiring no silicone or tape for joints, and the quick-fit connection arrangement ensures a perfect seal every time.  The kits are compatible with all Grant boilers, except external modules.",Heating/Flue & Chimney Systems/Flue & Chimney Systems.csv -> Grant 45deg elbow with extension (for 12 46KW boilers) 100mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/48/117348_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Grant_EZ-Fit_Product_Guide_May-2015.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grant_Flue_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,P117212,Grant low level extension (for 26 70KW boilers) 225mm,Grant,68.65,"Grant’s low level balanced range of EZ-Flue systems have been developed to make the installation of Grant boilers both quick and simple, whilst ensuring trouble free operation – even in the most exposed site conditions. The round low level kits feature self-sealing ducts requiring no silicone or tape for joints, and the quick-fit connection arrangement ensures a perfect seal every time.  The kits are compatible with all Grant boilers, except external modules.",Heating/Flue & Chimney Systems/Flue & Chimney Systems.csv -> Grant low level extension (for 26 70KW boilers) 225mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/12/117212_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/h_/20/Grant_EZ-Fit_Flue_Guide_March_20.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,P101538,Worcester Greenstar Oilfit 45deg bend 100mm,Worcester,52.8,A Worcester Greenstar Oilfit 100mm 45° elbow offering compatibility with Robot Coupe CL55D and CL60D.,Heating/Flue & Chimney Systems/Flue & Chimney Systems.csv -> Worcester Greenstar Oilfit 45deg bend 100mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/38/NW-101538_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Worcester_Greenstar_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,P793147,Worcester Bosch siphon bracket,Worcester Bosch,3.35,"A bracket for use in the casing of Worcester Bosch Greenstar and Greenstar ErP units.  Casings vary from model to model with designs to suit different locations, offering differing levels of robustness and a variety of finishes.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Heating/Flue & Chimney Systems/Flue & Chimney Systems.csv -> Worcester Bosch siphon bracket,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/47/793147_wm.jpg,,,,,,,N,Casing,"Greenstar ErP, Greenstar",H03209,87161065390,Bracket,N,,,,,,,,,,"21Ri ErP+ NG, 24Ri LPG, 12Ri, 21Ri ErP+ LPG, 24Ri ErP+ NG, 15 Ri, 12Ri ErP+ LPG, 15Ri, 15Ri ErP+ LPG, 9Ri ErP+ NG, 18 Ri, 24 Ri LPG, 12Ri LPG, 15Ri ErP+ NG, 18Ri, 18Ri ErP+ NG, 12 Ri, 15 Ri LPG, 24 Ri, 18Ri ErP+ LPG, 24Ri ErP+ LPG, 18 Ri LPG, 12Ri ErP+ N",,,,,,,,,,,,
71,P457622,Vokera rubber trim for wall liner,Vokera,15.24,"A Vokera spare, this rubber trim is designed specifically for the flue of Turbo units.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Heating/Flue & Chimney Systems/Flue & Chimney Systems.csv -> Vokera rubber trim for wall liner,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/22/457622_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vokera_Combi-System_Boilers_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,P493247,Clesse Compac TR800 OPSO 4cyl ACO Kit,Clesse,163.27,"Telemetry-ready, this Clesse CompacTR800 OPSO four-cylinder LPG automatic changeover regulator kit is compatible with the electronic CompacTi device, allowing for remote cylinder readings and notifications. The CompacTR800 includes a push-to-set over-pressure safety system with inbuilt indication and is supplied with pigtails, an ECV and safety plaque.",Heating/Flue & Chimney Systems/Flue & Chimney Systems.csv -> Clesse Compac TR800 OPSO 4cyl ACO Kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/47/493247_wm.jpg,,,,,,Compac TR800,N,Control Panel,N/A,n/a,UU51854CYL-TR,Changeover,N,Telemetry ready to accept CompacTi remote electronic cylinder monitoring device.,"Excellent change-over performance, further enhanced by the CompacTi device when fitted using Clesse Integrated Intelligence to delay notification on the CompacTi application until all gas is used on one side.",OPSO “Push to Set” Consumer safety system with indication,“le Clic” changeover head position with reserve indicator,37 mbar outlet and 5kg/h (70kW) maximum capacity,Non return valves and filters on both Inlet ports to prevent leakage when changing cylinders,Equipped with a limited flow safety relief valve (LRV),Protected breather vents positioned under the tough plastic ABS Weather proof designed casing,Engineer adjustable pressure regulation,,,,,,,,,,,,,
73,P182291,Deks Industries Seldek SDA102B number 2 flashing system 110-200mm (5 per box ),Deks Industries,41.4,"Used to install a flash on tile or slate roofs quickly and economically, this Deks Industries Seldek flashing system is suitable for 110 - 200mm flues. Made of aluminium, this weathering slate won't stain or corrode roofs or guttering. The watertight cone is simply trimmed to fit on-site to fit and has been cleverly locked to a high-grade and malleable 99.9% pure aluminium base.",Heating/Flue & Chimney Systems/Flue & Chimney Systems.csv -> Deks Industries Seldek SDA102B number 2 flashing system 110-200mm (5 per box ),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/92/NW-182290_182292_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Deks_Industries_Flashing_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Deks_Industrie_Flashing_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,P182292,Deks Industries Seldek SDA103B number 3 flashing system 160-300mm (5 per box ),Deks Industries,80.05,"Used to install a flash on tile or slate roofs quickly and economically, this Deks Industries Seldek flashing system is suitable for 160 - 300mm flues. Made of aluminium, this weathering slate won't stain or corrode roofs or guttering. The watertight cone is simply trimmed to fit on-site to fit and has been cleverly locked to a high-grade and malleable 99.9% pure aluminium base.",Heating/Flue & Chimney Systems/Flue & Chimney Systems.csv -> Deks Industries Seldek SDA103B number 3 flashing system 160-300mm (5 per box ),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/92/NW-182290_182292_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Deks_Industries_Flashing_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Deks_Industrie_Flashing_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,P830086,Powrmatic installed length single wall 130 diameter 974mm,Powrmatic,41.8,"A Powrmatic Supra+ 130mm diameter, 974mm length single wall flue pipe.",Heating/Flue & Chimney Systems/Flue & Chimney Systems.csv -> Powrmatic installed length single wall 130 diameter 974mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/86/830086_wm.jpg,,,,,,,N,,,,PM4010113,Flue,N,316 stainless steel construction,12 months parts warranty,,,,,,,,,,,,800 g,130,,,Single Wall S/S,130,974 mm,12 Months (Parts),130
76,P101385,Intergas horizontal straight telescopic wall terminal,Intergas,115.08,The Intergas HRE & EcoRF Boiler Range utilise a concentric flue arrangement consisting of a 60mm diameter inner flue (exhaust) and a 100mm diameter outer (air inlet) duct as standard.,Heating/Flue & Chimney Systems/Flue & Chimney Systems.csv -> Intergas horizontal straight telescopic wall terminal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/85/101385_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Intergas_HRE_HRECO_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,P114518,Warmflow high level balanced flue,Warmflow,407.09,"This Warmflow hgh level balanced fule is compatible with ALL Warmflow Agentis internal oil boilers.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Heating/Flue & Chimney Systems/Flue & Chimney Systems.csv -> Warmflow high level balanced flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/18/114518_wm.jpg,,,,,,,N,Flue,Agentis internal & external,,HBFUK,Flue,N,Unique 1 flue fits all products flue system,The Easy-fit plastic flue system has been specifically designed for use on Agentis high efficiency condensing oil-fired boilers,The locking clamp arrangement provides for superior rigidity and security compared with a traditional push-fit arrangement,,,,,,,,,,,,,,,,,,,
