,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Attachment 8,Attachment 9,Attachment 10,Attachment 11,Attachment 12,Colour,Flow Rate,Min System Pressure Cold (Bar),Operating Temperature,Projection Depth,Style,Warranty,Hazardous,Depth (mm),Tank,Mains,Cartridge,Spout Type,Fitting / Mounting Type,Handle Type,Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Range,Number of Tap Holes
51,PC46158,Bristan Prism basin mixer tap excluding waste Chrome Plated,Bristan,129.07,"Contemporary and practical, the Bristan Prism basin mixer is made of brass with an easy-clean chrome surface. This deck-mounted tap is suitable for installation into any plumbing system but works best in balanced.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Bristan Prism basin mixer tap excluding waste Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/58/NW-C46158_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/C46158_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C46158_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/C46158_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PC36806,Deva Adore monobloc basin mixer tap Chrome Plated,Deva,71.37,"Made of brass with a smart chrome-plated finish, the Deva Adore mono basin mixer tap is supplied with a press-top waste for a cohesive finish. Compatible with all plumbing systems, this deck-mounted tap offers ceramic valve operation for ease of use.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Deva Adore monobloc basin mixer tap Chrome Plated,,Mono basin mixer;Press top waste;Fittings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/07/NW-C36806_C36807_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Deva_ADORE113_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Deva_Shower-Tap_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PJ92310,Ideal Standard Contour 21+ single lever basin anti vandal mixer tap,Ideal Standard,149.64,"Offering anti-vandal operation and temperature limiting, the Ideal Standard Contour 21+ basin mixer tap is an efficient, hardwearing and safe choice for use in public or commercial bathrooms. Deck-mounted, this modern chrome tap has nickel-free waterways and an antibacterial self-draining spout as well as a ceramic disc for long lasting practicality.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Ideal Standard Contour 21+ single lever basin anti vandal mixer tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/10/NW-J92309_J92310_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Contour21TapShower_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Contour_21+_BC120AA_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PJ05622,Grohe Eurosmart Cosmopolitan basin mixer tap with pop up waste,Grohe,80.84,"Suitable for low pressure systems, the Grohe Eurosmart Cosmopolitan basin mixer includes flexible connection hoses for easy installation. Fitted with a single metal lever, this deck-mounted tap includes an EcoJoy mousseur for reduced water waste with no compromise on performance and SilkMove ceramic cartridge for precision temperature and flow control. Smooth bodied, the Eurosmart Cosmopolitan has been finished in smart, resistant StarLight chrome for a long lasting shine.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Grohe Eurosmart Cosmopolitan basin mixer tap with pop up waste,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/22/NW-J05622_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Grohe_32824-25-27_23818-19_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grohe_Eurosmart_Cosmo_3282500L_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Grohe_Product_Guide_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Grohe_32824-25-27_23818_2011_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PC01161,Bristan Quest basin mixer with clicker waste Chrome Plated,Bristan,105.13,"Built to last, the modern Bristan Quest basin mixer with clicker waste is made of tough brass with a long lasting chrome surface. This curved, deck-mounted tap is compatible with all plumbing systems and features ceramic cartridge control for ease of use.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Bristan Quest basin mixer with clicker waste Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/61/NW-C01161_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C01161_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Quest_Mixer_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PJ45260,Grohe Eurosmart basin mixer tap Chrome Plated,Grohe,55.54,"This Grohe Eurosmart basin mixer is designed for use in low pressure systems. Featuring a range of technologies including SilkMove for effortless control, this deck-mounted mixer is easy to install thanks to flexible connection hoses and has been finished in StarLight chrome designed for a long lasting shine and high levels of resistance against scratching and tarnishing.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Grohe Eurosmart basin mixer tap Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/60/NW-J45260_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Grohe_Product_Guide_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grohe_Eurosmart_3246720L_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grohe_32467_33265_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PC01679,Grohe BauEdge OHM single lever basin mixer tap M,Grohe,64.96,"With a smart lozenge shaped metal lever and pop-up waste, the Grohe BauEdge basin mixer combines sleek, modern design and quality German engineering. Delivering powerful water without waste thanks to EcoJoy technology, this tap also incorporates a ceramic cartridge for smooth, precise delivery and a longer life. Fitted in minutes, this tap is supplied with flexible connection hoses and Grohe's Easy Installation System while a StarLight chrome finish makes cleaning hassle-free.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Grohe BauEdge OHM single lever basin mixer tap M,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/79/NW-C01679_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grohe_BauEdge_23758000_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Grohe_Product_Guide_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PD77196,Bristan Blitz basin mixer tap Chrome Plated,Bristan,95.18,"Made of tough brass, this Bristan Blitz basin mixer tap has a durable, easy to clean chrome finish for a lasting shine. Well-suited to contemporary bathroom designs, this attractive deck-mounted tap uses ceramic disc technology for ease of use and longevity.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Bristan Blitz basin mixer tap Chrome Plated,,Basin mixer;Flexible tails,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/96/NW-D77196_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/D77196_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D77196_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Blitz_Tap_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PE51594,ATLAS TALL MONO MIXER CHROME,Hib,197.51,"A statement tap for a modern bathroom, this HiB Atlas basin mixer has an extra-tall height of 305mm. Designed to complement HiB's Novum furniture range, this contemporary tap is finished in a simple high-shine chrome. Supplied with a clicker waste, the Atlas mixer tap has a range of family-friendly features including a safe cold start and an aerator for soft and gentle water delivery.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> ATLAS TALL MONO MIXER CHROME,,Tap,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/94/NW-E51594_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Hib_Novum_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PD71504,Bristan Hospital Taps deck mounted mixer tap TMV3,Bristan,599.15,"HTM04-01 (DO8) compliant, the deck-mounted Bristan Hospital Taps TMV3 mixer tap includes an integral thermal flush mechanism for clean, hygienic use. This safe-touch tap is made of robust brass with smooth bacteria-resistant waterways and an easy to clean chrome surface. It is suitable for use in all pressures but performs best in a balanced system.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Bristan Hospital Taps deck mounted mixer tap TMV3,,Basin mixer tap;Eccentric tails,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/04/NW-D71504_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_HTM64_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/D71504_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D71504_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PD45253,Roca Targa smooth body basin mixer tap without pop up waste,Roca,139.66,"Slim and curvaceous, the Roca Targa basin mixer tap blends attractive styling with practical usability. Designed to be deck-mounted, this tap is operated via a single slimline lever and has an integrated aerator for smooth, soft water delivery. The Targa is finished in a glossy chrome to suit most bathroom schemes.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Roca Targa smooth body basin mixer tap without pop up waste,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/53/NW-D45253_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Roca_Targa_A5A3260C0R_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_Targa_5A3260C0R_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Roca_Targa_5A3260C0R_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PD40665,Roca V2 basin mixer tap excluding waste Chrome Plated,Roca,96.78,"Designed for deck mounting, this Roca V2 basin mixer with waste and chain connector and integrated aerator offers simple single lever operation and a bright chrome finish.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Roca V2 basin mixer tap excluding waste Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/65/NW-D40665_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_V2_5A3125C00_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Roca_V2_5A3125C00_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Roca_Victoria-N_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PC44308,Bristan Java basin mixer tap and clicker waste Chrome Plated,Bristan,115.2,"With a looped handle, the Bristan Java basin mixer with clicker waste offers tactile, effortless control and elegant looks. This smart deck-mounted bathroom tap is made of tough brass with a chrome finish and is suitable for installation in any plumbing system.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Bristan Java basin mixer tap and clicker waste Chrome Plated,,Basin mixer;Flexible tails;Clicker waste,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/08/NW-C44308_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Java_BAS_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C44308_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/C44308_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PC08675,ACTIVE B8062AA BASIN MIXER C/W PUW CP,Ideal Standard,147.2,"The Ideal Standard Active Blue basin mixer tap with pop-up waste brings together eye-catching gently contemporary design and innovative features like the multi-port cartridge and an easy-install top fix system. Providing consistent pressure and a cool body feature, this deck-mounted chrome bathroom tap is designed for safe operation by vulnerable users.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> ACTIVE B8062AA BASIN MIXER C/W PUW CP,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/75/NW-C08675_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_ActiveMixers_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/IS_Brassware_Brochur_2014.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PC26210,Bristan Smile basin mixer tap and clicker waste Chrome Plated,Bristan,94.33,"Simply styled with an easy to use looped handle, the Bristan Smile basin mixer with clicker waste provides an effortless bathroom update. Made of tough brass with a chrome finish, this deck-mounted tap is compatible with all plumbing systems.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Bristan Smile basin mixer tap and clicker waste Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/10/NW-C26210_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/C26210_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C26210_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Smile_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PD88240,Bristan Gild eco start basin mixer with clicker waste,Bristan,134.34,"An elegant choice for a contemporary bathroom, the Bristan Gild basin mixer tap has a softly rounded silhouette for a luxe feel. Finished in high shine, long lasting chrome, this tap is supplied complete with a clicker waste for all-in-one installation and incorporates Eco Start technology to minimise wasted boiler use.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Bristan Gild eco start basin mixer with clicker waste,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/40/D88240_wm.jpg,,,,,,,,,,,,,Chrome,14 l/min @ 3bar,0.5,60,102,Contemporary,10 Years,N,140,No,No,Yes,Curved,Deck,Lever,Brass,GLD2 ES BAS C,Basin Mixer,N,Eco Start technology saves energy,Cold default central start position,Hot water activated when lever is moved,Brass construction,Scratch-resistant chrome-plated finish,With flexible tails and clicker waste,Nothing to buy separately,Long life ceramic cartridge for durability and smooth control,Salt spray tested,10 year warranty,Gild,1
67,PD80803,Bristan Hourglass basin mixer tap plus clicker waste Black,Bristan,188.94,"With shapely curves and a statement black finish, the Bristan Hourglass monobloc mixer tap is designed to suit traditional bathroom designs with a modern twist. Suitable for deck mounting, this tap is supplied with a clicker waste for ease of installation with no need to shop around.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Bristan Hourglass basin mixer tap plus clicker waste Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/03/D80803_wm.jpg,,,,,,,,,,,,,Black,5,0.2,65,108,Contemporary,10 Years,N,300,No,No,Yes,Fixed,Deck,Lever,Brass,HOU BAS BLK,Basin Mixer,N,Brass construction,Black finish,Includes flexible tails,With clicker waste,Long life ceramic cartridge for durability,"Smooth, easy turning",For deck mounting,"Supplied with metal fixing nut for durable, secure fitting",10 year warranty,,Hourglass,1
68,PD71505,Bristan Hospital Taps wall mounted mixer tap TMV3,Bristan,599.15,"HTM04-01 (DO8) compliant, the wall-mounted Bristan Hospital Taps TMV3 mixer tap includes an integral thermal flush mechanism for clean, hygienic use. This safe-touch tap is made of robust brass with smooth bacteria-resistant waterways and an easy to clean chrome surface. It is suitable for use in all pressures but performs best in a balanced system.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Bristan Hospital Taps wall mounted mixer tap TMV3,,Basin mixer tap;Eccentric tails,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/05/NW-D71505_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D71505_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_HTM64_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/D71505_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PD45285,Roca Atlas basin mixer with smooth body and flexible tails 1/2'',Roca,146.04,"Helping users to save on both water and energy, the single lever Roca Atlas basin mixer tap incorporates a 5LPM flow limiter and cold start position. Designed for deck mounting, this elegantly designed chrome tap also includes an aerator and ceramic disc cartridge for precision use and smooth water delivery. Flexible supply hoses are provided for easy installation.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Roca Atlas basin mixer with smooth body and flexible tails 1/2'',,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/85/NW-D45285_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Roca_Atlas_5A3290C0R_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Roca_Atlas_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_Atlas_5A3290C0R_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PC09273,Grohe Eurosmart Cosmopolitan basin mixer tap Chrome Plated,Grohe,77.69,"This Grohe Eurosmart Cosmopolitan monobloc basin mixer with standard height spout combines performance with long lasting durability and an attractively modern design. Fitted with a SilkMove ceramic cartridge, this deck-mounted mixer provides precision control with minimal effort, ensuring perfect temperature and flow with every use. Easy to install thanks to Grohe's FastFixation system, this tap has a high shine StarLight chrome finish for easy cleaning and lasting looks.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Grohe Eurosmart Cosmopolitan basin mixer tap Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/73/NW-C09273_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Grohe_32824-25-27_23818-19_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Grohe_Product_Guide_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grohe_Eurosmart_Cosmo_32824000_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Grohe32824-25-27_23818-19_2014Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PC43603,Deva Insignia Lever monobloc basin mixer tap and pop up waste Chrome Plated,Deva,99.6,"Suitable for use in any plumbing system, the Deva Insignia lever basin mixer tap is supplied with a press-top waste for ease of specification. Made of brass with a chrome finish, this deck-mounted mixer tap is easy to use and built to last thanks to its integral ceramic cartridge technology.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Deva Insignia Lever monobloc basin mixer tap and pop up waste Chrome Plated,,Mono basin mixer;Press top waste;Fittings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/03/NW-C43603_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Deva_INS113_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Deva_Shower-Tap_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
