,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Colour,Flow Rate,Min System Pressure Cold (Bar),Operating Temperature,Projection Depth,Range,Style,Warranty,Hazardous,Sector,Depth (mm),Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Fitting / Mounting Type,Handle Type,Material,Number of Tap Holes,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13
45,PC25131,Ideal Standard Contour 21 wall mounted basin mixer tap spout 15cm Chrome Plated,Ideal Standard,251.25,"Made for the non-residential sector, the practical Ideal Standard Contour 21 thermostatic washbasin mixer is suitable for low or high water pressure systems. With an eye-catching modern design, this chrome wall-mounted tap offers intuitive single sequential control, a laminar flow straightener for low pressure use and an optional aerator for high pressure.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Ideal Standard Contour 21 wall mounted basin mixer tap spout 15cm Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/31/NW-C25131_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Contour_21_S7422AA_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PC16656,Delabie Tempomix 3 soft push button basin mixer tap,Delabie,218.52,"A time controlled basin tap, this Douglas Delabie Tempomix 3 flow mixer is designed for deck mounting. Made of brass with a polished chrome finish and 105mm spout, this tap offers soft-touch operation and an adjustable timed flow to help save on water waste.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Delabie Tempomix 3 soft push button basin mixer tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/56/NW-C16656_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C16656_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Douglas_Delabie_Tempomix_3_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PC98018,Ideal Standard Avon wall mounted non concussive bib tap Chrome Plated,Ideal Standard,227.88,"The smartly designed Ideal Standard Avon 21 bib tap with self closing push button is ideal for commercial use. This chrome wall-mounted tap incorporates an anti-vandal design, flow regulator for reduced waste and adjustable time delay.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Ideal Standard Avon wall mounted non concussive bib tap Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/18/NW-C98018_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/IS_Avon_S7241AA_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Avon_S7241AA_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PN24074,TEMPOMATIC 3 BASIN TAP WALL 6V BATTERY,Delabie,418.85,"Designed for wall mounting, the Delabie Tempomatic 6V battery-operated infrared basin tap has an integrated sensor at the end of its spout for optimised presence detection. This practical commercial monobloc tap offers a range of other convenient features too, including an adjustable flow rate, a scale-resisting flow straightener for splashless use and a duty flush for reduced stagnation and improved cleanliness in public bathrooms.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> TEMPOMATIC 3 BASIN TAP WALL 6V BATTERY,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/06/443006_wm.jpg,,,,,,,3 lpm,1,N/A,190,Tempomatic,,30-year warranty,N,Sport/Fitness;Education;Hotels/Leisure;Office/Retail/Washrooms,310,Low,No,Yes,Yes,straight,Wall mounted,touch free electronic,Chrome-plated solid brass,1,443006,,N,Battery-operated,Integrated 223 6V lithium battery,Reduced-stagnation solenoid valve and electronic unit integrated into tap body,Flow rate pre-set at 3LPM at 3 bar,Flow rate can be adjusted from 15 to 6LPM,Scale-resistant flow straightener,Duty flush ~6 sec every 24hr from last use,Active infrared presence detection,30 year warranty,,,,
49,PB51093,Armitage Shanks Sensorflow E deck mounted tap (mains powered),Armitage Shanks,180.85,"Helping to reduce water use, the Armitage Shanks Sensorflow E infrared basin mixer is mains operated via a simple AC adapter plug. Manufactured in robust brass with a chrome finish, this 120mm spout projection, deck-mounted tap automatically switches off after a set length of time while a stagnation flush ensures always hygienic operation.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Armitage Shanks Sensorflow E deck mounted tap (mains powered),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/93/B51093_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/AS_Sensorflow_E_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PC98036,Ideal Standard Sensorflow 21 basin deck mounted electronic spout with multi box,Ideal Standard,369.26,"A compact water saving solution, this Ideal Standard Sensorflow 21 compact wash basin spout is sensor operated for hands-free electronic use. Vandal-resistant, this spout provides robust, hygienic use.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Ideal Standard Sensorflow 21 basin deck mounted electronic spout with multi box,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/36/NW-C98034_C98036_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Sensorflow_21_A4853AA_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PC66638,DREAM SQ THERMO MIXER DUAL O/LET ADFW,Aqualisa,766.76,"The Aqualisa Dream concealed thermostatic dual outlet mixer shower is designed with modern clean lines and a compact silhouette, helping it to blend seamlessly into contemporary family bathrooms. It is supplied complete with a shower kit comprising a hose and two showerheads for luxuriant overhead drenching through a 250mm overhead and targeted showering via an easy-clean three-function handset, selected via the easy to operate integrated diverter. Behind the slimline shower mixer, concealed in-wall, is a one-piece brass valve designed for safe showering thanks to features such as a pre-set maximum temperature stop.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> DREAM SQ THERMO MIXER DUAL O/LET ADFW,,"Metal wall plate, 2 square chrome plated zinc control dials, 1.5m smooth hose, brass dual outlet valve, wall outlet, 680mm rail, rail ends, 109mm handset, 250mm square wall fixed head, pinch grip slider, hose restraint, installation guides, fixtures and",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/49/547049_wm.jpg,,,,,,Chrome,"Adjustable head3.4l/min @ 0.2bar, 13.56l/min @ 3 barFixed head5.44l/min @ 0.2bar, 20.52l/min @ 3 bar",0.2,10-65,525,Dream,Concealed mixer shower,5 Years,N,,60.5,0.2 - 5 bar,No,Yes,No,N/A,Wall mounted,Square,"Brass, chrome plated, plastic, zinc, stainless steel",0,DRMDCV2.ADFW.SQR,Concealed mixer shower,N,Solid brass body,Dual outlet valve,Temperature safety assurance,Maximum preset temperature and automatic shut off,109mm square handset with rub clean nozzles,Handset has 3x functions,250mm square wall fixed head,With 1.5M smooth hose,Suitable for all water systems,Minimal sleek design,Slimline push-fit metal wall plate for easy assembly,With square control dials,5 year warranty
52,PC66642,DREAM SQ THERMO MIXER DUAL O/LET HSFW,Aqualisa,717.36,"Clean-lined and stylish, the Aqualisa Dream square thermostatic mixer dual outlet shower is ideal for installation in a modern family bathroom. Supplied with a handheld shower and hose as well as a luxury square fixed head, this shower is suitable for everyday showering while also making rinsing and bathroom cleaning tasks effortless. The chrome-finish Dream is easy to install onto any approved UK water system, assuring excellent levels of flow in addition to temperature safety thanks to its preset maximum temperature stop. This elegant shower incorporates a one-piece solid brass valve along with a slimline front panel. The integrated diverter makes switching between showerheads seamless.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> DREAM SQ THERMO MIXER DUAL O/LET HSFW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/80/547080_wm.jpg,,,,,,Chrome,"Handshower: 5.19l/min @ 0.2bar, 14.52l/min @ 3 bar",0.2,10-65,525,Dream,Concealed mixer shower,5 Years,N,,90,0.25,No,Yes,Yes,"1 x handset, 1 x fixed head",Wall,Dials,"Chrome plated brass, plastic, zinc, stainless steel",2,DRMDCV2.HSFW.SQR,Concealed mixer shower,N,Solid brass body,Chrome finish,Reliable temperature safety,Maximum preset temperature and automatic shut-off,With 190mm handshower with rub-clean nozzles,Includes 250mm square fixed head,With 1.5M smooth hose,Suitable for all water systems,Slim push-fit metal wall plate for easy assembly,With square control dials,5 year warranty,,
53,PB62127,Ideal Standard Markwik 21+ bioguard outlet tap hole fixed,Ideal Standard,1078.42,"Functional and hygienic, the Ideal Standard Markwik 21+ timed thermostatic basin mixer with lever offers sequential control which draws hot and cold through during each use. Helping to prevent cross-contamination, this tap has a demountable body, allowing it to be sterilised using an autoclave or washer disinfector while inbuilt thermal cleansing and a BioGuard outlet help to support day-to-day infection control. Safe in operation, the Markwik 21+ features insulated technology for an always cool touch, even when running at maximum temperature.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Ideal Standard Markwik 21+ bioguard outlet tap hole fixed,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/27/NW-B62127_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Markwik_21+_A6737AA_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/IS_Markwik21_Mixer_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PD88178,Bristan Timed Flow single tall timed flow pillar tap Chrome,Bristan,168.14,"Helping users to save on water waste, this Bristan Timed Flow tall basin pillar tap operates with timed delivery, switching off after a predetermined length of time. Manufactured in long lasting brass, this soft touch deck-mounted tap is finished in chrome and has a taller body for convenient installation over trough-type basins. The Timed Flow pillar tap is compatible with all plumbing systems, however it operates best in a balanced supply.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Bristan Timed Flow single tall timed flow pillar tap Chrome,,Basin tap;5L/min flow regulator,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/78/NW-D88178_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D88178_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/D88178_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PC98029,Ideal Standard Sensorflow 21 basin electronic spout with exposed mains box 150mm,Ideal Standard,395.38,"The compact, water saving Ideal Standard Sensorflow 21 tubular panel-mounted spout provides sensor operated hands-free electronic hand washing with vandal-resistant build for practical public use.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Ideal Standard Sensorflow 21 basin electronic spout with exposed mains box 150mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/29/NW-C98029_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Sensorflow_21_A4846AA_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/IS_Sensorflow21_Comapct_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PC29708,"Ideal Standard Markwick high neck sink pillar taps 1/2"" Chrome Plated",Ideal Standard,309.0,"Complying with HBN 00-10 for non-clinical sinks (SK1 and SK2), this pair of Ideal Standard Markwick 1/2"" high neck sink pillar taps can be installed in high or low pressure systems. Deck-mounted, each chrome-finished tap has a convenient swivel spout and is operated with a 150mm lever that sits parallel to the wall for a neat finish.","Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Ideal Standard Markwick high neck sink pillar taps 1/2"" Chrome Plated",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/08/NW-C29708_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/IS_Markwick_Contour_21+_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Markwick_S8265AA_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PD78687,Rada cartridge,Rada,258.2,"Designed for settings where hygiene is of the utmost importance, this Rada cartridge is for use with the Rada 320C mixer showers.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Rada cartridge,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/87/NW-D78687_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Rada_ProductRange_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PC16653,Delabie Securitherm Bioclip sequential basin mixer tap,Delabie,456.65,"Safe and hygienic, the Delabie Securitherm Bioclip thermostatic sink mixer is ideal for installation in healthcare facilities such as hospitals and clinics as well as in retirement and care homes. This wall-mounted chrome tap is fitted with a scale-resistant thermostatic sequential cartridge for single control adjustment of flow rate and temperature and includes a wide range of additional features for safe, clean use.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Delabie Securitherm Bioclip sequential basin mixer tap,,Thermostatic sink mixer;2x In-line stop/check connector;2x stainless steel spout,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/54/NW-C16653_C16654_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Delabie_US_Eng_H9611P_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Delabie_NTH9610_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PC16790,Delabie Securitherm bioclip tap 15mm,Delabie,355.98,"Deck-mounted, the Delabie Securitherm Bioclip sequential thermostatic basin mixer is fitted with a 146mm hygiene control level for clean use in commercial settings. Smartly designed with a polished finish, this practical tap has numerous safety features, including an anti-scalding failsafe, and promotes cleanliness with a flow straightener and the ability to quickly dismantle for complete cleaning.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Delabie Securitherm bioclip tap 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/15/H960515_wm.jpg,,,,,,Polished Silver,5 lpm,1,,95,Securitherm,Modern,30-year warranty,N,Healthcare;Assisted Living;,95,Low,No,No,Yes,Fixed,Deck,Hygiene,Brass,1,H960515,Basin Mixer,N,Brass construction,Polished finish,Can be removed entirely for cleaning and disinfection,Anti-scalding failsafe shuts off hot water if cold supply fails,Securitouch thermal insulation prevents burns,No non-return valve,Straight spout with hygienic flow straightener,Eliminates build-up of impurities,Withstands thermal shocks,Scale-resistant thermostatic sequential cartridge for adjustment of flow rate and temperature,30 year warranty,,
60,PC11842,Pegler Performa T401-2 Thermostatic Mono Basin Mixer,Pegler,204.61,"Suitable for deck mounting, the highly reliable Pegler Performa T401-2 thermostatic monobloc basin mixer tap is built to withstand a lifetime of challenging commercial use. Chrome-plated, this smart 114mm spout projection tap is supplied with a thermostatic valve for safer operation.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Pegler Performa T401-2 Thermostatic Mono Basin Mixer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/42/NW-C11842_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Francis_Pegler_ProductCatalogue_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PB62125,Ideal Standard Markwik 21+ fixed deck mounted thermostatic bioguard outlet,Ideal Standard,742.15,"Clean and practical, the Ideal Standard Markwik 21+ thermostatic basin mixer with lever includes sequential control to draw hot and cold through with every use. While insulated technology keeps the hot side of the mixer at a safe temperature and a built-in thermal cleanse and BioGuard outlet provides every day safety, the body is de-mountable for washer disinfector sterilisation, preventing cross contamination.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Ideal Standard Markwik 21+ fixed deck mounted thermostatic bioguard outlet,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/25/NW-B62125_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/IS_Markwik_21+_Mixer_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Markwik_21+_A6734AA_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PC16650,"Delabie Bioclip Sec/Therm Seq Basin Mixer Lever (supplied with F3/8"" PEX flexibles with brass stopcocks )",Delabie,353.9,"Safe and hygienic, the Delabie Securitherm Bioclip thermostatic basin mixer is ideal for installation in healthcare facilities such as hospitals and clinics as well as in retirement and care homes. This deck-mounted chrome tap is fitted with a scale-resistant thermostatic sequential cartridge for single control adjustment of flow rate and temperature and includes a wide range of additional features for safe, clean use.","Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Delabie Bioclip Sec/Therm Seq Basin Mixer Lever (supplied with F3/8"" PEX flexibles with brass stopcocks )",,Thermostatic basin mixer;Filters;Stopcocks,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/50/NW-C16650_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Delabie_NTH9600_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Delabie_US_Eng_H960515L_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PB97273,Ideal Standard Sensorflow 21 mains powered perimeter infra-red tap spout,Ideal Standard,657.33,"Suitable for commercial use, this Ideal Standard Sensorflow 21 washbasin-mounted tall tap spout is fitted with an integral sensor for hygienic touch-free use and an anti-vandal laminar flow outlet to reduce water waste.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Ideal Standard Sensorflow 21 mains powered perimeter infra-red tap spout,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/75/NW-B97273_B97275_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/IS_Sensorflow_21_Spout_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Sensorflow_21_A4171AA_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PC01172,Deva Sensor 3/D dual source sensor tap,Deva,308.4,"The Deva tall mono basin sensor tap offers convenient and hygienic water saving automatic operation. Made of brass with a chrome finish, this sensor tap is suitable for high pressure systems and ideal for public bathrooms.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Deva Sensor 3/D dual source sensor tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/72/NW-C01172_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Deva_SENSOR3_D_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Deva_Shower-Tap_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PC00388,1/2IN P876 BASIN TAP - HOT NON-CON CHROME,Pegler,102.35,"Finished in chrome, this Pegler Yorkshire Performa non-concussive basin tap is made from tough brass and comes with a factory fitted flow rate of 3.8LPM.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> 1/2IN P876 BASIN TAP - HOT NON-CON CHROME,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/88/NW-C00388_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/PY_Performa_NC_Taps_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PD67387,"Saracen Non Concussive non-concussive basin cart, 7 seconds",Saracen,34.97,"Safe, reliable and economical, this Saracen 30mm seven-second non-concussive, deck-mounted basin tap cartridge has a smart push design for ease of use, even for those with limited mobility. Manually operated, this tap delivers water for a set period before automatically closing, helping to minimise nuisance use and accidental water waste in high use unsupervised areas such as changing rooms and public bathrooms.","Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Saracen Non Concussive non-concussive basin cart, 7 seconds",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/87/NW-D67386_D67387_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/n_/im/D67387_Saracen_IM.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Saracen D67381 Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Saracen_Basin_Taps_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PC29704,Armitage Shanks Markwick wall mixer tap Chrome Plated,Armitage Shanks,427.43,"The Armitage Shanks Markwik dual control wall-mounted mixer includes 150mm levers. With a convenient swivel spout and a lever that sits parallel to the wall, this tap offers neat space-saving. Suitable for low and high pressure systems, this single flow mixer requires a balanced supply.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Armitage Shanks Markwick wall mixer tap Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/04/NW-C29704_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Markwick_S8210AA_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/IS_Washroom_Brochure_2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PB97298,Ideal Standard Avon 21 single basin mixer no pop up waste Chrome Plated,Ideal Standard,396.97,"The smartly designed Ideal Standard Avon 21 washbasin mixer with self closing push button is ideal for commercial use. This chrome deck-mounted tap incorporates an anti-vandal design, flow regulator for reduced waste and variable temperature control.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Ideal Standard Avon 21 single basin mixer no pop up waste Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/98/NW-B97298_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Avon_21_B8263AA_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/IS_Brassware_Brochur_2014.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
