,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Colour,Hazardous,Bend (in degrees),Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Attachment 1,Attachment 2,Attachment 3,Dimensions (L x W x D)
64,PG74396,Vent-Axia Slimline BAS100SLB slimline intermittent fan with low profile 100mm,Vent-Axia,59.19,"Compact in design for discreet and tidy installation, the quiet Vent-Axia Slimline BAS100SLB bathroom/toilet single speed axial fan includes an integral back draught shutter compatible with remote or light switch operation.",Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Vent-Axia Slimline BAS100SLB slimline intermittent fan with low profile 100mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/97/G74396_G74397_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Vent-Axia_Slimline_100_150_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Vent-Axia_Slimline_100_Range_Guide.pdf,,
65,PG75721,Domus EasiPipe 100 44954W louvre with fly 100 mm  White,Domus,12.58,"Designed for residential use, this flexible Domus EasiPipe 100 louvre grille with fly protection can be used in bathrooms, toilets, kitchens or utility rooms. Measuring 155 x 155mm and with a white finish, it is also recommended for use in small offices, medical surgeries and leisure facilities as well as in restaurants and student rooms.",Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus EasiPipe 100 44954W louvre with fly 100 mm  White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/21/NW-G75721_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Domus_Specification_Guide_2021.pdf,,
66,PG76707,Domus EasiPipe 100 system round to rectangular adaptor 100mm White,Domus,5.82,"Making swapping to a different ducting profile easy, this Domus EasiPipe 100mm rectangular-to-round inline adapter in white is part of the brand's wide rigid duct range.",Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus EasiPipe 100 system round to rectangular adaptor 100mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/07/G76707_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_Domus_Brochure.pdf,,
67,PG76687,Xpelair XIMX XIMX100 inline mixed standard flow fan,Xpelair,87.29,"Suitable for a whole range of domestic ducted applications, the two speed Xpelair XIMX XIMX100 inline mixed flow extract fan is a practical, maintenance-free choice designed for simple installation with an easy-access terminal box for simplified electrical connection. The XIMX is supplied with a mounting cradle, making both fitting and ongoing inspection straightforward.",Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Xpelair XIMX XIMX100 inline mixed standard flow fan,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/88/G76687_G76688_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Xpelair_XIMX_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Xpelair_XIMX_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Xpelair_Product_Catalogue.pdf,
68,PG75917,Domus EasiPipe 125 136-05 extract supply valve 125mm,Domus,12.9,This white Domus EasiPipe 125 rigid duct air valve extract or supply is for use in internal duct ventilation terminals.,Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus EasiPipe 125 136-05 extract supply valve 125mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/17/G75917_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,,,
69,PG75848,"Domus EasePipe 125 F5904W louvred grille and fly screen 5"" White",Domus,17.87,"Made of white PVC, this Domus EasiPipe 125 louvred grille with flyscreen is suitable for use on the exterior of any building, blending in seamlessly with many types of commonly used house render. It is designed with a 125mm spigot diameter.","Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus EasePipe 125 F5904W louvred grille and fly screen 5"" White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/48/NW-G75848_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Domus_Specification_Guide_2021.pdf,,
70,PG76702,Domus System 100 system flat channel connector 100mm White,Domus,2.21,"Helping homeowners to enjoy the maximum efficiency available from ventilation appliances, this Domus System 100mm rigid duct straight connector in white can be used to join multiple duct lengths into longer runs. It is also suitable for connecting directly to an MVHR or MEV whole-house appliance.",Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus System 100 system flat channel connector 100mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/02/G76702_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_Domus_Brochure.pdf,,
71,P800261,"Stadium BM469 plastic louverd vent 9"" x 9""",Stadium,3.25,"Made of white plastic, this Stadium surface-mounted louvred ventilator measures 241 x 241mm.","Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Stadium BM469 plastic louverd vent 9"" x 9""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/61/NW-800261_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Stadium_Product_Guide.pdf,,,
72,PG75893,Domus System 100 system horizontal 45 degree bend 100mm White,Domus,4.88,This 45° horizontal-angled Domus System 100 rigid duct bend is designed to help you to achieve the highest possible energy efficiency from the brand's ventilation appliances.,Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus System 100 system horizontal 45 degree bend 100mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/93/G75893_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,,,
73,PG74858,Domus S DF axial fan with timer 100mm,Domus,29.23,"The Domus SDF axial extract fan provides effective ventilation and extraction in bathrooms, reducing condensation and mould build-up. Meeting necessary building regs requirements, the quiet-running SDF is designed to help keep a home clean and safe.",Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus S DF axial fan with timer 100mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/58/G74857_G74858_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Domus_SDF_100_150_Installation.pdf,,
74,PG76101,Domus EasiPipe 125 thermal shell 125mm x 1mtr,Domus,10.15,This Domus EasiPipe 125 rigid duct insulation is part of a range of EPS insulation components designed to insulate either round or rectangular domestic ventilation ducting that passes through cold areas.,Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus EasiPipe 125 thermal shell 125mm x 1mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/01/G76101_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Domus_SynthosSilver_MSDS.pdf,,
75,PG15995,Domus acrylic duct sealant 310ml,Domus,9.61,"Non-hardening for ease of application, this Domus DASEAL acrylic duct sealant is suitable for the sealing of PVC ductwork and ancillary pipes.",Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus acrylic duct sealant 310ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/95/G15995_wm.jpg,,N,,,DASEAL,Sealant,N,310ml supply,Non-hardening formula,Acrylic-based,Suitable for use on ducting and ancillary pipework,,,,,,,N/A
76,PG76704,Domus EasiPipe 100 system elbow bend comes with spigot 100mm White,Domus,5.43,This white plastic Domus EasiPipe 100 fixed spigot plenum is designed to connect Domus air valves to a duct run. It can also be used when changing to an alternative Domus duct profile or changing the direction of a duct run.,Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus EasiPipe 100 system elbow bend comes with spigot 100mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/04/G76704_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_Domus_Brochure.pdf,,
77,PG76751,Domus EasiPipe 100 straight connector White,Domus,4.43,The Domus EasiPipe 100 rigid duct straight connector is designed to help you to achieve the highest possible energy efficiency from the brand's ventilation appliances. It is the ideal choice for joining multiple duct lengths into longer runs or for connecting directly to an MVHR or MEV whole house appliance.,Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus EasiPipe 100 straight connector White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/51/G76751_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,,,
78,PG75664,Domus EasiPipe 150 round to rectangular adaptor,Domus,15.74,Part of the rigid duct range this Domus EasiPipe 100 round-to-rectangular in-line adapter makes changing to an alternative ducting profile simple.,Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus EasiPipe 150 round to rectangular adaptor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/64/G75664_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,,,
79,PF69562,Domus EasiPipe 150 round pipe 150mm x 2mtr,Domus,26.72,"Suitable for use in kitchen, commercial and whole-house applications, the Domus EasiPipe 150 round rigid duct helps ventilation appliances to maximise their energy efficiency. Manufactured to exacting tolerances, this rigid duct virtually eliminates air leakage while reducing pressure drops.",Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus EasiPipe 150 round pipe 150mm x 2mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/62/NW-F69560_F69562_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Domus_Ventilation_Ducting_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Domus_Specification_Guide_2021.pdf,,
80,PG75831,Domus EasiPipe 125 right angled bend round pipe White,Domus,21.9,This 90° horizontal-angled Domus EasiPipe 125 rigid duct bend is designed to help you to achieve the highest possible energy efficiency from the brand's ventilation appliances.,Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus EasiPipe 125 right angled bend round pipe White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/31/G75831_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_Domus_Brochure.pdf,,
81,PG76725,"Domus EasiPipe 125 elbow bend 125mm 5""",Domus,18.05,This white plastic Domus EasiPipe 125 fixed spigot plenum is designed to connect Domus air valves to a duct run. It can also be used when changing to an alternative Domus duct profile or changing the direction of a duct run.,"Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus EasiPipe 125 elbow bend 125mm 5""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/25/G76725_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,,,
82,P800144,"Stadium BM466/F louvre vent 9.1/2 x 6.1/2""",Stadium,3.4,"Made of white plastic, the Stadium 241 x 165mm surface-mounted louvred ventilator is supplied with a flyscreen.","Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Stadium BM466/F louvre vent 9.1/2 x 6.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/44/NW-800144_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Stadium_Product_Guide.pdf,,,
83,PG15971,Domus metal sleeve 204 x 60mm 500mm,Domus,37.95,"Non-combustible, the Domus Ventilation Solis 204 x 60mm 500mm metal sleeve in satin silver colour maintains low resistance and complies with up to date Approved Document B fire safety standards. It is manufactured in galvanised stainless steel.",Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus metal sleeve 204 x 60mm 500mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/71/G15971_wm.jpg,Satin Silver,N,,"1.5mm galvanised steel, fire class A1 'no contribution to fire'",SOL-DUCT-204X60,Metal,N,Satin silver finish,Low resistance,Compatible with Domus Rigid and Thermal ducting range,"Air brick powder coating pre-qualified to EN13501-1 classification A2-s1,d0","Air brick material 1.5mm galvanized steel, fire class A1 ‘no contribution to fire’",Non-combustible as set out in Approved Document B (fire safety),,,,,
84,PG75832,"Domus EasiPipe 125 straight pipe connector 5"" White",Domus,8.25,"Part of the rigid duct round range, this Domus EasiPipe 125 rigid duct straight connector achieves the highest possible energy efficiency from the brand's ventilation appliances. Designed to join multiple duct lengths together to form longer runs, it can also connect directly to an MVHR or MEV whole house appliance.","Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus EasiPipe 125 straight pipe connector 5"" White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/32/G75832_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_Domus_Brochure.pdf,,
85,PG76905,Domus Supertube in-line rigid duct (rectangular to rectangular) 220 x 90 to 204 x 60mm White,Domus,12.2,Part of the rigid duct range this Domus SuperTube rectangular-to-rectangular in-line adapter makes changing to an alternative ducting size or profile simple.,Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus Supertube in-line rigid duct (rectangular to rectangular) 220 x 90 to 204 x 60mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/05/G76905_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,,,
86,PG75762,Domus Supertube flat channel 2mtr,Domus,18.31,"Manufactured to exacting tolerances, the Domus Supertube 60 x 204mm rectangular rigid duct helps to maximise the energy efficiency of ventilation appliances. Almost completely eliminating air leakage and reducing pressure drops, it is suitable for use in the bathroom, toilet or utility room.",Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus Supertube flat channel 2mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/62/NW-G75761_G75762_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Domus_Specification_Guide_2021.pdf,,
87,PF69560,Domus EasiPipe 100 round pipe 2mtr,Domus,30.9,"Suitable for use in bathrooms, toilets and utility rooms, the Domus EasiPipe 100 round rigid duct helps ventilation appliances to maximise their energy efficiency. Manufactured to exacting tolerances, this rigid duct virtually eliminates air leakage while reducing pressure drops.",Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus EasiPipe 100 round pipe 2mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/62/NW-F69560_F69562_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Domus_Ventilation_Ducting_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Domus_Specification_Guide_2021.pdf,,
88,PG75934,Domus double airbrick White,Domus,11.9,This white plastic Domus double airbrick outlet measures 140 x 250mm and is compatible with 220 x 90mm rigid duct systems.,Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus double airbrick White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/34/NW-G75934_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Domus_Specification_Guide_2021.pdf,,
89,P800251,"Stadium BM476 plastic hit  & miss vents 9"" x 6""",Stadium,2.98,These Stadium 241 x 165mm hit and miss ventilators are made of white plastic and are supplied with integral flyscreens.,"Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Stadium BM476 plastic hit  & miss vents 9"" x 6""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/52/NW-800251_800252_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Stadium_Product_Guide.pdf,,,
90,PG76749,Domus EasiPipe 100 45deg bend White,Domus,6.97,This 45° horizontal-angled Domus EasiPipe 100 rigid duct bend is designed to help you to achieve the highest possible energy efficiency from the brand's ventilation appliances.,Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus EasiPipe 100 45deg bend White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/49/G76749_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,,,
91,PG75774,Domus EasePipe 150 F6904W louvre comes with fly 150mm White,Domus,20.41,"Made of white PVC, this Domus EasiPipe 150 louvred grille with flyscreen is suitable for use on the exterior of any building, blending in seamlessly with many types of commonly used house render. It is designed with a 125mm spigot diameter.",Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus EasePipe 150 F6904W louvre comes with fly 150mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/74/NW-G75774_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Domus_Specification_Guide_2021.pdf,,
92,PF69561,Domus EasiPipe 125 round pipe 125mm x 2mtr,Domus,15.24,"Suitable for use in bathrooms, toilets, kitchens and utility rooms, the Domus EasiPipe 125 round rigid duct helps ventilation appliances to maximise their energy efficiency. Manufactured to exacting tolerances, this rigid duct virtually eliminates air leakage while reducing pressure drops.",Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus EasiPipe 125 round pipe 125mm x 2mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/62/NW-F69560_F69562_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Domus_Ventilation_Ducting_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Domus_Specification_Guide_2021.pdf,,
93,P800252,"Stadium BM479 plastic hit  & miss vent 9"" x 9""",Stadium,4.09,These Stadium 241 x 241mm hit and miss ventilators are made of white plastic and are supplied with integral flyscreens.,"Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Stadium BM479 plastic hit  & miss vent 9"" x 9""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/52/NW-800251_800252_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Stadium_Product_Guide.pdf,,,
94,PG75526,Domus EasiPipe 100 air valve for ceilings 100mm,Domus,30.72,This white Domus EasiPipe 100 rigid duct air valve extract or supply is for use in internal duct ventilation terminals.,Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus EasiPipe 100 air valve for ceilings 100mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/26/G75526_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,,,
