,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Pack Quantity,Range,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Attachment 1,Attachment 2,Attachment 3,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Attachment 4,Attachment 5,Colour,Diameter,Material,Size,Connection Type,Approvals,Equal / Unequal,End Connection A size,End Connection C size,Connection Type 1,Depth (mm),Material Type,Warranty,Finish,Weight,Dimensions mm (H x W x D),Design Type,Shape,Fittings Included
251,PB09136,* NAB SPARE HANDLE FOR B08916,Nabis,8.8,"Nabis handle assembly is used with B08916 deck kitchen mixer. Bathroom is special, it is where going to rejuvenate and soak away the stresses of the outside world. That is why new bathroom should be made into the perfect space for relaxing and unwinding. The Nabis bathroom collection offers a complete collection of bathroom products allowing to design that perfect space.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> * NAB SPARE HANDLE FOR B08916,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/36/NW-B09136_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Nabis_B09136_Engineering_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Nabis_B09136_Line_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PA05609,* NAB SPARE HANDLE PAIR WUK90,Nabis,7.44,A Nabis Ossia tap handle assembly pair for A05023 Ossia two tap hole BSM mixer and kit and A05024 Ossia two tap hole bath filler.,Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> * NAB SPARE HANDLE PAIR WUK90,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/98/597498_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/Nabis_Bathroom_Tap_Info.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PA05645,* NAB SPARE CARTRIDGE CLAMP FOR A05495,Nabis,0.6,A Nabis Galene cartridge clamp for the A05494 Galene lever cloakroom basin mixer.,Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> * NAB SPARE CARTRIDGE CLAMP FOR A05495,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/33/597533_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/Nabis_Bathroom_Tap_Info.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PB09125,* NAB SPARE HANDLE FOR B08913,Nabis,4.17,"Nabis handle assembly is used with B08913 single lever mono kitchen tap. Bathroom is special, it is where going to rejuvenate and soak away the stresses of the outside world. That is why new bathroom should be made into the perfect space for relaxing and unwinding. The Nabis bathroom collection offers a complete collection of bathroom products allowing to design that perfect space.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> * NAB SPARE HANDLE FOR B08913,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/25/NW-B09125_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Nabis_B09125_Engineering_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Nabis_B09125_Line_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PA05601,* NAB SPARE HANDLE PAIR WUK82,Nabis,9.6,A Nabis Barford handle assembly pair.,Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> * NAB SPARE HANDLE PAIR WUK82,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/90/597490_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/Nabis_Bathroom_Tap_Info.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PB09135,Nabis WUK56 spare cartridge (Pack of 2),Nabis,4.31,"Nabis valve is used with B08917 kitchen tap. Bathroom is special, it is where going to rejuvenate and soak away the stresses of the outside world. That is why new bathroom should be made into the perfect space for relaxing and unwinding. The Nabis bathroom collection offers a complete collection of bathroom products allowing to design that perfect space.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Nabis WUK56 spare cartridge (Pack of 2),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/35/NW-B09135_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Nabis_B09135_Line_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Nabis_B09135_Engineering_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PB09127,* NAB SPARE HANDLE FOR B08915,Nabis,8.15,"Nabis handle assembly is used with B08915 monobloc kitchen tap. Bathroom is special, it is where going to rejuvenate and soak away the stresses of the outside world. That is why new bathroom should be made into the perfect space for relaxing and unwinding. The Nabis bathroom collection offers a complete collection of bathroom products allowing to design that perfect space.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> * NAB SPARE HANDLE FOR B08915,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/27/NW-B09127_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Nabis_B09127_Engineering_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PB09141,* NAB SPARE CARTRIDGE FOR B08919,Nabis,2.55,"Nabis valve is used with B08919 single lever mono kitchen tap. Bathroom is special, it is where going to rejuvenate and soak away the stresses of the outside world. That is why new bathroom should be made into the perfect space for relaxing and unwinding. The Nabis bathroom collection offers a complete collection of bathroom products allowing to design that perfect space.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> * NAB SPARE CARTRIDGE FOR B08919,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/41/NW-B09141_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Nabis_B09141_Engineering_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Nabis_B09141_Line_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PA05071,Nabis temperature control handle assembly for A05033,Nabis,2.17,This Nabis temperature control handle assembly is suitable for use with A05033.,Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Nabis temperature control handle assembly for A05033,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/71/A05071_wm.jpg,,,N,WUK140,Handle Assembly,N,Compatible with A05033,Chrome finish,,,,,,,,,,,,,,,,,,,Chrome,,,,,,,,,,,,n/a,,,,,,
260,PA05620,* NAB SPARE FLANGE FOR A05025,Nabis,1.55,A Nabis Corda flange for the A05205 Corda basin mixer.,Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> * NAB SPARE FLANGE FOR A05025,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/09/597509_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/Nabis_Bathroom_Tap_Info.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PA05626,* NAB SPARE FLANGE PAIR WUK108,Nabis,1.74,A Nabis Swish/Galene flange.,Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> * NAB SPARE FLANGE PAIR WUK108,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/15/597515_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/Nabis_Bathroom_Tap_Info.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PA05108,Center H5812 tap reviver acrylic head 1/2 (1 pair),Center,15.67,"An easy update for old or broken taps, this pack of two Center CB 3/4"" bath tap revivers with acrylic heads is suitable for BS5412 and BS1010 bathroom taps. With no need to disturb existing plumbing, tap revivers are a fast fix for tired bathrooms.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Center H5812 tap reviver acrylic head 1/2 (1 pair),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/08/A05108_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/A05108 - Data Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/yl/ic/A05108 TDS Center tap reviver acrylic.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PA05461,Nabis Regal A05461 Spare Round Shower Handset,Nabis,6.89,This Nabis replacement shower handset with chrome finish is compatible with the A05416 and A05419 bath/shower mixers.,Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Nabis Regal A05461 Spare Round Shower Handset,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/46/597546_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PB09109,* NAB SPARE VALVE COVER FOR B08912,Nabis,1.76,"Nabis valve cover is used with B08912 crosshead kitchen tap. Bathroom is special, it is where going to rejuvenate and soak away the stresses of the outside world. That is why new bathroom should be made into the perfect space for relaxing and unwinding. The Nabis bathroom collection offers a complete collection of bathroom products allowing to design that perfect space.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> * NAB SPARE VALVE COVER FOR B08912,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/09/NW-B09109_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Nabis_B09109_Line_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Nabis_B09109_Engineering_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PA05069,Nabis thermostatic valve,Nabis,19.22,This Nabis thermostatic valve can be used with A05033 and A05042.,Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Nabis thermostatic valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/69/A05069_wm.jpg,,,N,WUK138,Thermo Valve,N,Compatible with A05042 and A05042,Brass construction,Brass finish,,,,,,,,,,,,,,,,,,Brass,,,,,,,,,,,,n/a,,,,,,
266,PA05479,* NAB SPARE CARTRIDGE,Nabis,8.01,A Nabis brand replacement cartridge.,Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> * NAB SPARE CARTRIDGE,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/79/A05479_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap_Spares_Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PB92001,Thomas Dudley Vantage dio dual flush button Chrome Plated,Thomas Dudley,32.77,This Thomas Dudley Vantage pneumatic dual flush button can be used with a range of cisterns.,Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Thomas Dudley Vantage dio dual flush button Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/01/NW-B92001_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Thomas_Dudley_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PD51007,Aqualisa Midas flow regulator and housing 6ltr/per min,Aqualisa,5.42,"Helping to reduce water waste, this Aqualisa Midas flow regulator with housing reduces consumption by setting water flow to 6LPM.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Aqualisa Midas flow regulator and housing 6ltr/per min,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/07/NW-D51007_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Aqualisa_Product_Guide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PB09112,Nabis WUK16 spare cartridge,Nabis,2.21,"Nabis cartridge assembly is used with B08930 monobloc pull out kitchen tap and B08924 lever pull out kitchen tap. Bathroom is special, it is where going to rejuvenate and soak away the stresses of the outside world. That is why new bathroom should be made into the perfect space for relaxing and unwinding. The Nabis bathroom collection offers a complete collection of bathroom products allowing to design that perfect space.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Nabis WUK16 spare cartridge,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/12/NW-B09112_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Nabis_B09112_Engineering_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Nabis_B09112_Line_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PA05625,* NAB SPARE HANDLE FOR A05029,Nabis,7.95,A Nabis Swish handle assembly pair for A05029 basin pillar taps.,Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> * NAB SPARE HANDLE FOR A05029,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/14/597514_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/Nabis_Bathroom_Tap_Info.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PA05643,* NAB SPARE FLANGE FOR A05494,Nabis,1.66,A Nabis Galene flange for the A05494 Galene lever cloakroom basin mixer.,Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> * NAB SPARE FLANGE FOR A05494,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/31/597531_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/Nabis_Bathroom_Tap_Info.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PA05070,Nabis spline adaptor,Nabis,0.37,This Nabis spline adapter is suitable for A05033 and A05042.,Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Nabis spline adaptor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/70/A05070_wm.jpg,,,N,WUK139,Spline Adapter,N,Compatible with A05042 and A05042,Black colour,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,n/a,,,,,,
273,PA05633,* NAB SPARE AERATOR FOR A05490,Nabis,0.26,A Nabis Galene pair of flow straighteners for A05490 Galene lever basin pillar taps.,Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> * NAB SPARE AERATOR FOR A05490,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/21/597521_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/Nabis_Bathroom_Tap_Info.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PA05644,* NAB SPARE COLD HANDLE,Nabis,4.75,A Nabis Galene handle assembly for the A05494 Galene lever cloakroom basin mixer.,Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> * NAB SPARE COLD HANDLE,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/32/597532_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/Nabis_Bathroom_Tap_Info.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PA05608,* NAB SPARE PILLAR PAIR,Nabis,33.12,A Nabis Barford pair of pillars for the A05019 Barford lever 2 TH BSM mixer and kit and A05020 Barford lever 2 TH bath filler.,Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> * NAB SPARE PILLAR PAIR,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/97/597497_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/Nabis_Bathroom_Tap_Info.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PA05637,Nabis Galene wall bracket,Nabis,1.41,A Nabis Galene wall bracket for the A05492 Galene lever 2 TH BSM mixer and kit.,Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Nabis Galene wall bracket,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/25/597525_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/Nabis_Bathroom_Tap_Info.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
