,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Hazardous,Model For Use With,Boiler Section,Boiler Range,Part Gas Council number,By Model Number,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Pack Quantity,For Use With,Attachment 2,Attachment 3,Attachment 4,Range
198,P410666,Glow-worm 0020063470 O rings (10),Glow-worm,8.53,"This Glow-worm 10 piece O-ring pack is for use in the heat exchanger of Betacom, Ultimate and Easicom boilers.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm 0020063470 O rings (10),,10x O-rings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/66/410666_wm.jpg,,N,"Betacom 24C, Betacom 2 24, 30C, Easicom 28, Betacom 24A, Betacom 30C, Betacom 28A, Betacom 2 28, 35C, Easicom 24",Heat Exchanger,BetacomUltimateEasicom,H84325,"Betacom 30C,Betacom 2 24,35C,Betacom 24C,Betacom 24A,30C,Betacom 28A,Easicom 28,Betacom 2 28,Easicom 24",0020063470,O-ring Pack,N,,,10,,,,,
199,P441415,Glow-worm 2000801136 gas valve tandem 830,Glow-worm,197.24,"This Glow-worm gas valve is suitable for Energysaver and Micron boilers.  The gas valve is employed in the distribution of gas. When gas is required in the burner the printed circuit board (PCB) sends a signal to the gas valve, which opens to allow gas to flow into the burner or the pilot assembly (depending on the model of the appliance).  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm 2000801136 gas valve tandem 830,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/15/441415_wm.jpg,,N,"50E, 70FF, 60FF, 70FF, 80FF, 80E, 60E, 60FF, 80FF",Gas Assembly,"Energysaver, Micron",E24965,"70FF,80 FF,60FF,80 E,50E,60E",2000801136,Gas Valve,N,,,,,,,,
200,P443889,Glow-worm earth wire - 700mm,Glow-worm,8.53,"A Glow-worm brand spare, this earth wire is compatible for HXI, CXI, Eden, Xeon, British Gas and SXI appliances.  Wires connect the printed circuit board (PCB) to thermostats, switches and sensors, giving it complete control over the boiler's processes and safety protocols.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm earth wire - 700mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/89/443889_wm.jpg,,N,"18HXI, 38CXI, 15HXI, 38HXI, Vb, Condens 18, BG330, 24CXI, Sb, 12HXI, 30CXI, 24HXI, 30HXI, 18SXI, 30SXI, Cb, Condens 30",Control Panel,"HXI, CXI, Eden, Xeon, British Gas, SXI",E85072,"30SXI,Condens 30,38CXI,BG330,24CXI,Vb,24HXI,Condens 18,Sb,18SXI,30CXI,12HXI,30HXI,38HXI,15HXI,18HXI,Cb",2000801810,Earth Wire,N,,,,,,,,
201,P410686,Glow-worm DHW heat exchanger,Glow-worm,246.1,"A Glow-worm replacement 20 plate DHW heat exchanger for Flexicom and Ultracom boilers.  The heat exchanger transfers heat from a boiler's burner to water. A primary heat exchanger is found in all boilers, using heat from a burner to raise the temperature of the water in the system while a secondary heat exchanger is present only in combis and allows the heat to be transferred between closed systems.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm DHW heat exchanger,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/86/410686_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Glow-worm_Flexicom_Installation.pdf,,,,,,,,,,,,,,,,,
202,P410699,Glow-worm O-rings (Pack of 10),Glow-worm,8.53,"This Glow-worm 10 piece O-ring pack is for use in the heat exchanger of Betacom, Energy, Energy 2, Energy 7, Essential, Home, Ultracom2, Easicom, Sustain, Ultimate 2, MicraCom and Ultimate 3 boilers.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm O-rings (Pack of 10),,10x O-rings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/99/410699_wm.jpg,,N,"Betacom 4 24C, 30c, 30c P, 12s, 18s, 24c P, 12s, 30 CXi, Easicom 3 24c, 25s, 35c, 25c, 35c, 15s, 18s, 25s, 35c, 24 CXi, Betacom 3 24C, 25c, 30s, 25c, 18s, 24c, 28c, Ultimate 3 30c, Easicom 2 28, Easicom 3 28c, 12s, 15s, 25c, 35 CXi, 30c, 30c, Easicom 3 2",Heat Exchanger,"Betacom, Energy, Energy 2, Energy 7, Essential, Home, Ultracom2, Easicom, Sustain, Ultimate 2, MicraCom, Ultimate 3",H82870,"35C,25 S,24C,12 S,Betacom 3 30C,30C,Easicom 3 25s,30 S,24c P,Betacom 3 24C,Easicom 3 28c,Ultimate 3 30c,24CXI,18 S,15s,18SXI,Betacom 4 30C,25 C,Easicom 3 24c,Easicom 2 24,Betacom 4 24C,28C,Easicom 2 28",0020097224,O-ring Pack,N,,,pack of 10,,,,,
203,P485955,Glow-worm 2000801701 heat exchanger,Glow-worm,842.19,"A Glow-worm heat exchanger suitable for British Gas, HXI, SXI, Ultracom, Xeon, Xtramax, Eden and CXI boilers.  The heat exchanger transfers heat from a boiler's burner to water. A primary heat exchanger is found in all boilers, using heat from a burner to raise the temperature of the water in the system while a secondary heat exchanger is present only in combis and allows the heat to be transferred between closed systems.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm 2000801701 heat exchanger,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/55/485955_wm.jpg,,N,"BG330, 38HXI, 30SXI, 15HXi, 18HXi, 30HXi, 24HXi, Condens 30, 24CXi, 38CXi, 38HXi, Xtramax HE, Sb, 12HXi, 30CXi, 24HXI, 38CXI, 30HXI, 30SXi, 18SXi",Heat Exchanger,"British Gas, HXI, SXI, Ultracom, Xeon, Xtramax, Eden, CXI",E84997,"30SXI,Condens 30,38CXI,BG330,24CXI,24HXI,Sb,18SXI,30CXI,12HXI,Xtramax HE,30HXI,38HXI,15HXI,18HXI",2000801701,Heat Exchanger,N,,,,,,,,
204,P486181,Glow-worm 0020053614 air pressure switch,Glow-worm,62.68,"This Glow-worm air pressure switch is designed for use in Micron boilers.  A vital safety device, an air pressure switch ensures the boiler fan is working correctly and prevents a build up of toxic gases with no means of venting them in case of a fan failure. The unit's PCB closely monitors the air pressure switch to ensure it's fully functional before firing the system up, keeping the appliance from starting without the presence and operation of key safety features.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm 0020053614 air pressure switch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/81/486181_wm.jpg,,N,"40FF, 30FF, 30FF, 40FF",Fan Combustion Chamber,Micron,E24881,"40FF,30FF",0020053614,Pressure Switch,N,,,,,,,,
205,P411504,Glow-worm display,Glow-worm,60.22,"A genuine Glow-worm part, this replacement display is compatible with Betacom, Betacom 4, Energy, Energy 2, Energy 7, Easicom 2, Easicom 3, Essential, Home, Sustain, Ultimate 2 and Ultimate 3 units.  The boiler control panel usually features control knobs and a digital display for switching the boiler on and off, viewing fault info and setting modes.  As the UK’s leading parts specialist, Wolseley carries the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm display,,Display,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/04/411504_wm.jpg,,N,Betacom 3 30CEnergy 12R12S15R15S18R18S25C25R25S30C30R30S35C35REasicom 2 2428Easicom 3 24C28CUltimate 2 25SUltimate 3 25RBetacom 4 24CSustain 12 R15 RUltimate 3 25SHome 12REnergy 7 12R25 R30 C30 REssential 24CEnergy 2 30C P,Control Panel,BetacomBetacom 4EnergyEnergy 2Energy 7Easicom 2Easicom 3EssentialHomeSustainUltimate 2Ultimate 3,n/a,,0020195575,Display,N,,,,,,,,
206,P442740,Glow-worm inner door seal - 1765mm,Glow-worm,13.92,"This heat exchanger inner door seal is a Glow-worm brand spare part suitable for use in Ultracom, CXI, SXI and Eden boilers.  The heat exchanger transfers heat from a boiler's burner to water. A primary heat exchanger is found in all boilers, using heat from a burner to raise the temperature of the water in the system while a secondary heat exchanger is present only in combis and allows the heat to be transferred between closed systems. Seals are designed to prevent leaks of water or harmful gases as they move through the boiler.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the p",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm inner door seal - 1765mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/40/442740_wm.jpg,,N,"24CX, 38CXi, 24CXI, 30CXI, 38CXI, 18SXI, 30CXi, 30SXi, 18SXi, Cb, Sb, 30SXI, 30CX, 24CXi",Heat Exchanger,"Ultracom, CXI, SXI, Eden",E88856,"18SXI,24CX,30CXI,30SXI,30CX,38CXI,24CXI,Sb,Cb",2000801843,Door Seal,N,,,,,,,,
207,P486855,Heatline Heatline o-ring (Pack of 10),Heatline,7.75,"Supplied in a pack of ten, these Heatline O-rings are suitable for repairs to the hydraulics of Capriz Plus and Monza units.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among other sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Heatline Heatline o-ring (Pack of 10),,O-Ring x 10,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/55/486855_wm.jpg,,N,,Hydraulics,Capriz PlusMonza,n/a,,0020119389,O-Ring,N,,,pack of 10,,,,,Heatline
208,P485981,Glow-worm clamp,Glow-worm,23.58,"This clamp is for use on the water pipework of Glow-worm Betacom, Energy, Energy 7, Essential, Flexicom, Home, Sustain, Ultimate, Ultimate 2, Ultracom, Ultracom2, Ultrapower, Easicom, Eden, CXI, HXI, Ultimate 3, SXI, British Gas, Xtramax and Energy 2 boilers.  In a boiler a pipe either allows water into a heating unit, including the mains water supply and the pipework on a wall jig, or is found within an appliance and carries water between the various mechanisms that require it, including the diverter valve and heat exchanger.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm clamp,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/81/485981_wm.jpg,,N,"Betacom 2 24, 15r, 15s, 18s, 25s, 35c, 35r, 15r, 24c P, 28c, 18HX, 25c, 12s, 24H, 30C, 35c, 30HXi, 38CXi, 38HXi, 35 CXi, SXI 100, Betacom 24A, Betacom 30C, Easicom 3 25r, Cb, Vb, 18r, 25r, 30r, 35C, 12HXi, 15HXi, 18SXi, Betacom 2 28, 30CXI, Easicom 3 25s",Hydraulics,"Betacom, Energy, Energy 7, Essential, Flexicom, Home, Sustain, Ultimate, Ultimate 2, Ultracom, Ultracom2, Ultrapower, Easicom, Eden, CXI, HXI, Ultimate 3, SXI, British Gas, Xtramax, Energy 2",721688,"35CX,Betacom 2 24,12 S,30CX,30C,30 S,24c P,Betacom 3 24C,Betacom 28A,18 S,15r,15s,35r,Betacom 4 30C,30CXI,30HXI,18SX,18HX,24CX,35C,25 S,15HX,12HX,Easicom 3 25s,BG330,24CXI,24HXI,Sb,1,25 C,12r,12HXI,28C,Betacom 2 28,18HXI",0020020499,Clamp,N,,,,,,,,
209,P479512,Glow-worm 0020061649 timer,Glow-worm,135.23,"An official Glow-worm part, this timer is designed for use in Betacom boilers.  Also known as a clock, programmer or time clock, the timer allows the boiler's user to control when heating and/or hot water is turned on and off to maximise flexibility and comfort.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm 0020061649 timer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/12/479512_wm.jpg,,N,"Betacom 30C, Betacom 24C",Control Panel,Betacom,,"Betacom 30C,Betacom 24C",0020061649,Timer,N,,,,,,,,
210,P442252,Glow-worm heat exchanger 24kw,Glow-worm,744.02,"A Glow-worm heat exchanger suitable for HXI, Ultracom, SXI, CXI and Eden boilers.  The heat exchanger transfers heat from a boiler's burner to water. A primary heat exchanger is found in all boilers, using heat from a burner to raise the temperature of the water in the system while a secondary heat exchanger is present only in combis and allows the heat to be transferred between closed systems.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm heat exchanger 24kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/52/442252_wm.jpg,,N,"18HXI, 18SXi, 18SXI, 24CXi, 30HXi, 30SXi, 15HXI, 18HXi, 24HXi, 24CXI, 12HXI, 30CX, 24CX, 30CXi, Cb, Vb, 12HXi, 15HXi, 38CXi, 38HXi",Heat Exchanger,"HXI, Ultracom, SXI, CXI, Eden",E84996,"24CX,30SXI,30CX,38CXI,24CXI,Vb,24HXI,18SXI,30CXI,12HXI,30HXI,38HXI,15HXI,Cb,18HXI",801621,Heat Exchanger,N,,,,,,,,
211,P417839,Glow-worm 0020186152 heat exchanger 12 plate,Glow-worm,97.92,"A genuine Glow-worm spare part, this twelve plate heat exchanger is compatible with Betacom 4, Energy, Energy 7, Easicom 2 and 3, Essential, Home and Sustain boiler models.  The heat exchanger transfers heat from a boiler's burner to water. A primary heat exchanger is found in all boilers, using heat from a burner to raise the temperature of the water in the system while a secondary heat exchanger is present only in combis and allows the heat to be transferred between closed systems.  As the UK’s leading parts specialist, Wolseley carries the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm 0020186152 heat exchanger 12 plate,,heat exchangerscrewsgaskets,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/39/417839_wm.jpg,,N,,Heat Exchanger,Betacom 4EnergyEnergy 7Easicom 2Easicom 3EssentialHomeSustain,n/a,,0020186152,,N,,,,,,,,
212,P410690,Glow-worm 0020118646 NTC sensor,Glow-worm,26.95,"This Glow-worm NTC sensor is designed for use in Betacom boilers.  The sensor or thermistor decreases circuit resistance in line with temperature increases. A boiler's printed control board (PCB) sends a current to the thermistor, deciding whether a decrease or increase in heat is required by reading the relative resistance.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm 0020118646 NTC sensor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/90/410690_wm.jpg,,N,"Betacom 24C, Betacom 30C",Control Panel,Betacom,726952,"Betacom 30C,Betacom 24C",0020118646,Sensor,N,,,,,,,,
213,P441826,Glow-worm micron shut off ignition lead,Glow-worm,11.7,"This Glow-worm ignition lead is a spare part for Micron and Inset boilers.  An ignition (spark) electrode causes the spark that begins combustion within the burner while flame sensing electrodes are responsible for checking if there is a flame present in the burner to make sure that the boiler doesn't keep supplying gas without a flame.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm micron shut off ignition lead,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/26/441826_wm.jpg,,N,"30FF, 50FF, 50FF, 60FF, 80FF, 80FF, 40FF, 60FF, 70FF, 30FF, 40FF, Chatsworth, 70FF, Dovedale",Gas Assembly,"Micron, Inset",E39570,"70FF,80 FF,50FF,60FF,40FF,30FF,Chatsworth,Dovedale",SWX5503,Ignition Lead,N,,,,,,,,
214,P440468,Glow-worm pilot injector,Glow-worm,15.23,"A Glow-worm pilot injector for Spacesaver Complheat and Spacesaver KFB units.  A pilot injector regulates the velocity at which gas allowed into the boiler’s burner or pilot assembly. This process makes sure that the system uses only the amount of gas necessary, saving on waste.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm pilot injector,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/68/440468_wm.jpg,,N,"70, 40, 60, 70, 30, 40, 50, 60, 20, 30, 50",Gas Assembly,"Spacesaver Complheat, Spacesaver KFB",394163,"70,60,50,40,30,20",S203509,Injector,N,,,,,,,,
215,P443708,Glow-worm condensate trap,Glow-worm,33.82,"A replacement condensate trap for Glow-worm's British Gas, Flexicom, Ultimate and Ultrapower units.  The condensate trap holds discharge that accumulates in the primary heating or cooling system caused by changes in pressure and temperature. A discharge pipe connected to the condensate trap sends held water out of the property. This pipe is ordinarily made of plastic that can withstand the low levels of acid present due to CO2 from the combustion process dissolving in the water.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm condensate trap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/08/443708_wm.jpg,,N,"BG330+, 18HX, 24CX, 30CX, 30SX, 24HX, 35HX, 24H, SXI 170, 18SX, 30HX, 35CX, 12HX, 15HX, SXI 100",Hydraulics,"British Gas, Flexicom, Ultimate, Ultrapower",H42715,"24CX,35CX,18HX,15HX,24HX,30CX,35HX,24H,12HX,BG330,SXI 170,30SX,SXI 100,30HX,18SX",0020020723,Condensate Trap,N,,,,,,,,
216,P411491,Glow-worm condensate drain gasket,Glow-worm,27.71,"A genuine Glow-worm spare, this gasket is suitable for use in a boiler's condensate trap. It is compatible with a wide range of boilers in the brand's Betacom, Betacom 4, Energy, Energy 2, Energy 7, Easicom 2, Easicom 3, Essential, Home, Sustain, Ultimate 2 and Ultimate 3 ranges.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among other sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm condensate drain gasket,,"Gasketsclips,screws",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/91/411491_wm.jpg,,N,Betacom 3 30CEnergy 12R12S15R15S18R18S25C25R25S30C30R30S35C35REasicom 2 2428Easicom 3 24C28CUltimate 2 25SUltimate 3 25RBetacom 4 24CSustain 12 R15 RUltimate 3 25SHome 12REnergy 7 12R25 R30 C30 REssential 24C24C PEnergy 2 30C P,Condensate Trap,BetacomBetacom 4EnergyEnergy 2Energy 7Easicom 2Easicom 3EssentialHomeSustainUltimate 2Ultimate 3,n/a,,0020195522,Gasket,N,,,,,,,,
217,P443758,Glow-worm condense drain tube,Glow-worm,13.62,"A Glow-worm spare, this drain tube is designed for use in the condensate trap of Betacom, British Gas, Easicom, Sustain, Ultimate 3, Ultracom, Energy 2, Energy 7, Flexicom, Home, Energy, Ultimate, Essential and Ultimate 2 boilers.  The condensate trap holds discharge that accumulates in the primary heating or cooling system caused by changes in pressure and temperature. A discharge pipe connected to the condensate trap sends held water out of the property. This pipe is ordinarily made of plastic that can withstand the low levels of acid present due to CO2 from the combustion process dissolving in the water.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm condense drain tube,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/58/443758_wm.jpg,,N,"Betacom 3 30C, BG330+, Easicom 3 24c, 18s, Ultimate 3 25s, 18HXi, 30SXi, Betacom 4 24C, 30c P, 12s, 25s, 30c, 18HX, 24CX, 12s, 25s, 15s, 24CX, 38CXi, Easicom 2 24, 15s, 35c, 30CX, 30c, 25c, 38HXi, Easicom 3 25s, 18s, 24HX, 30SX, 35HX, 35c, 24H, Ultimate",Condensate Trap,"Betacom, British Gas, Easicom, Sustain, Ultimate 3, Ultracom, Energy 2, Energy 7, Flexicom, Home, Energy, Ultimate, Essential, Ultimate 2",H42717,"35CX,12 S,30CX,Easicom 2,30C,Betacom 3 30C,30 S,24c P,Betacom 3 24C,18 S,15s,Betacom 4 30C,Easicom 3 24c,Easicom 2 24,Betacom 4 24C,38HXI,35C,30SXI,15HX,Ultimate 3 35c,12HX,BG330,Easicom 3 28c,24HXI,25 C,Ultimate 3 25s,28C,18HXI",0020020726,Drain Tube,N,,,,,,,,
218,P700567,Glow-worm 0020058975 printed circuit board,Glow-worm,339.27,"A genuine Glow-worm printed circuit board for British Gas boilers.  The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm 0020058975 printed circuit board,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/67/700567_wm.jpg,,N,BG330+,Control Panel,British Gas,H59580,BG330,0020058975,Printed Circuit Board,N,,,,,,,,
