,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Connection Size,Connection Type,Diameter,Weight,Hazardous,Approvals,Equal / Unequal,End Connection A size,End Connection C size,Material,Size,Connection Type 1,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Angle,Range,Body Material,Handle Type,Seal Material,Feature 7,Feature 8,End Connection B size,Connection Type 2,Material Type
57,PP56331,"Durapipe adaptor 2""",Durapipe,7.86,"Suitable for pressurised irrigation, this Durapipe ABS 2"" adapter can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval. Ductile at low temperatures, this robust fitting has solvent weld connections for secure installation.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe adaptor 2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ab/s)/Adaptor male plain-female threaded (ABS)_wm.jpg,,,,,,0.13491,N,WRAS,Equal,2,2,ABS (Acrylonitrile Butadiene Styrene),2,Solvent Weld,SAF60630,Pipe Adaptor,N,Lightweight ABS construction,Ductile at low temperatures,Solvent weld connections,No need for hot works permit,WRAS approved,50 year design life,,,,,,,,,,
58,PP96656,"TP RB0.TIL 90deg abs equal tee 2""",TP,38.92,"This TP RB0.TIL 2 x 2 x 2"" 90° equal tee is made of high impact, highly elastic ABS. Pressure ratings for thermoplastic pipe and fittings carrying water are quoted at 20°C and where the temperature increases, the working pressure must be reduced. ABS is resistant to most diluted inorganic acids, bases and salts and most animal oils and fats.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> TP RB0.TIL 90deg abs equal tee 2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/59/NW-P96651_P96659_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/P57811_P57903_Georg Fischer_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PP02422,Durapipe abs reducing socket 3 x 2inch,Durapipe,70.97,"Suitable for chilled and cold water applications, this Durapipe SuperFLO ABS 3 x 2"" reducing socket is part of a WRAS approved range for low temperature fluid transport. The SuperFLO range is ideal for multistorey buildings, care homes, student accommodation and other multi-occupancy dwellings, providing a wide operational temperature range as well as resistance to corrosion and limescale. These practical features ensure that SuperFLO systems maintain consistent flow rates throughout their lifetime of use.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe abs reducing socket 3 x 2inch",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/ABS redsocket image_wm.jpg,,,,,3 x 2,,N,WRAS,Equal,3,2,ABS (Acrylonitrile Butadiene Styrene),3,Solvent Weld,01114135,Reducing Socket,N,Lightweight ABS construction,Solvent weld connections,Easy to install,Ductile down to -40°C,Corrosion and impact resistant,WRAS approved,,,,,,Common Arrangement of Works Systems (CAWS) applicable to T50 and S548,50 year design life,,,
60,PP56030,"Durapipe Astore 90deg abs elbow 1.1/2""",Durapipe,4.31,"This Durapipe Astore GO4 1 1/2 x 1 1/2"" 90° elbow is made of ABS (Acrylonitrile Butadiene Styrene) pipe. Suitable for pressurised irrigation systems, drinking water, chemical installations and water treatment systems, Astore PVC-U is a solvent-welded, fully matched pipework system available in imperial and metric sizes. Lightweight ABS makes installation simple, saving on time, effort and cost of fitting compared to traditional pipework materials.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe Astore 90deg abs elbow 1.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/31/NW-P56030_P56031_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Durapipe_Astore_Technical_May2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PP10127,Durapipe SuperFLO 90deg ABS elbow 25mm,Durapipe,7.7,"Offering easy installation and good resistance to high temperatures, this Durapipe SuperFLO 25mm 90° elbow with plain ends is made of robust ABS.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe SuperFLO 90deg ABS elbow 25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/30/NW-P10126_P10130_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Durapipe_Superfloabs_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PP56149,"Durapipe abs socket union 1.1/4""",Durapipe,8.24,"Suitable for pressurised irrigation, this Durapipe ABS 1 1/4"" socket union can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval. Ductile at low temperatures, this robust fitting has solvent weld connections for secure installation.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe abs socket union 1.1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/Astore ABS socket union image_wm.jpg,,,1.1/4 in,Solvent weld,1.1/4,0.21486,N,WRAS,Equal,1.1/4,1 1/4,ABS (Acrylonitrile Butadiene Styrene),1.1/4,Solvent Weld,SBO40400,Socket Union,N,Lightweight ABS construction,Ductile at low temperatures,Solvent weld connections,No need for hot works permit,WRAS approved,50 year design life,,,,,,,,,,
63,PP56394,"Durapipe abs stub flange 4""",Durapipe,13.67,"Suitable for pressurised irrigation, this Durapipe ABS 4"" stud flange can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval. Ductile at low temperatures, this robust fitting has solvent weld connections for secure installation.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe abs stub flange 4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/Astore ABS stub flange image_wm.jpg,,,4 in,,4,0.21608,N,WRAS,Equal,4,4,ABS (Acrylonitrile Butadiene Styrene),4,Solvent Weld,SQR41100,Stub Flange,N,Lightweight ABS construction,Ductile at low temperatures,Solvent weld connections,No need for hot works permit,WRAS approved,50 year design life,,,,,,,,,,
64,PP56195,"Durapipe abs reducing bush 1 x 1/2""",Durapipe,1.14,"Suitable for pressurised irrigation, this Durapipe ABS 1 x 1/2"" reducing bush can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval. Ductile at low temperatures, this robust fitting has solvent weld connections for secure installation.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe abs reducing bush 1 x 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/Astore ABS redbush image_wm.jpg,,,1 in x 1/2 in,Solvent weld,1 x 1/2,0.11423,N,WRAS,Equal,1,1/2,ABS (Acrylonitrile Butadiene Styrene),1,Solvent Weld,SRC4032B,Reducing Bush,N,Lightweight ABS construction,Ductile at low temperatures,Solvent weld connections,No need for hot works permit,WRAS approved,50 year design life,,,,,,,,,,
65,PP96709,"TP RB0.QRL abs serrated stub flange 4""",TP,71.99,"This TP RB0.QRL 4 x 4"" serrated face stub flange is made of high impact, highly elastic ABS and includes a stainless steel A2 reinforcing ring and plain/BSP threaded connection. Pressure ratings for thermoplastic pipe and fittings carrying water are quoted at 20°C and where the temperature increases, the working pressure must be reduced. ABS is resistant to most diluted inorganic acids, bases and salts and most animal oils and fats.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> TP RB0.QRL abs serrated stub flange 4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/10/NW-P96708_P96710_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/P57811_P57903_Georg Fischer_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PP56349,"Durapipe female iron/male iron adaptor 1.1/4""",Durapipe,3.53,"Suitable for pressurised irrigation, this Durapipe ABS 1 1/4"" female iron/male iron adapter can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval. Ductile at low temperatures, this robust fitting has solvent weld connections for secure installation.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe female iron/male iron adaptor 1.1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ab/s)/Adaptor female plain-male threaded (ABS)_wm.jpg,,,,,,0.13491,N,WRAS,Equal,1.1/4,1 1/4,ABS (Acrylonitrile Butadiene Styrene),1.1/4,Solvent Weld,SAM60400,Pipe Adaptor,N,Lightweight ABS construction,Ductile at low temperatures,Solvent weld connections,No need for hot works permit,WRAS approved,50 year design life,,,,,,,,,,
67,PP56031,"Durapipe Astore 90deg abs elbow 2""",Durapipe,6.5,"This Durapipe Astore GO4 2 x 2"" 90° elbow is made of ABS (Acrylonitrile Butadiene Styrene) pipe. Suitable for pressurised irrigation systems, drinking water, chemical installations and water treatment systems, Astore PVC-U is a solvent-welded, fully matched pipework system available in imperial and metric sizes. Lightweight ABS makes installation simple, saving on time, effort and cost of fitting compared to traditional pipework materials.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe Astore 90deg abs elbow 2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/31/NW-P56030_P56031_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Durapipe_Astore_Technical_May2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PP56133,"Durapipe 90degree abs equal tee 3""",Durapipe,24.06,"Suitable for pressurised irrigation, this Durapipe ABS 3"" 90° equal tee can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval. Ductile at low temperatures, this robust fitting has solvent weld connections for secure installation.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe 90degree abs equal tee 3""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/Astore ABS Tee image_wm.jpg,,,3 in,Solvent weld,3,0.38217,N,WRAS,Equal,3,3,ABS (Acrylonitrile Butadiene Styrene),3,Solvent Weld,STI40900,tee,N,Lightweight ABS construction,Ductile at low temperatures,Solvent weld connections,No need for hot works permit,WRAS approved,50 year design life,90,,,,,,,3,,
69,PP56011,"Durapipe abs socket 2""",Durapipe,3.34,"Suitable for pressurised irrigation, this Durapipe ABS 2"" socket can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval. Ductile at low temperatures, this robust fitting has solvent weld connections for secure installation.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe abs socket 2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/Astore ABS Socket image_wm.jpg,,,2 in,Solvent weld,2,0.16296,N,WRAS,Equal,2,2,ABS (Acrylonitrile Butadiene Styrene),2,Solvent Weld,SMA40630,Pipe Socket,N,Lightweight ABS construction,Ductile at low temperatures,Solvent weld connections,No need for hot works permit,WRAS approved,50 year design life,,,,,,,,,,
70,PP56007,"Durapipe abs socket 3/4""",Durapipe,1.0,"Suitable for pressurised irrigation, this Durapipe ABS 3/4"" socket can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval. Ductile at low temperatures, this robust fitting has solvent weld connections for secure installation.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe abs socket 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/Astore ABS Socket image_wm.jpg,,,3/4 in,Solvent weld,3/4,0.16296,N,WRAS,Equal,3/4,3/4,ABS (Acrylonitrile Butadiene Styrene),3/4,Solvent Weld,SMA40250,Pipe Socket,N,Lightweight ABS construction,Ductile at low temperatures,Solvent weld connections,No need for hot works permit,WRAS approved,50 year design life,,,,,,,,,,
71,PP57879,"TP RB0.RCL reducing bush 2 x 1.1/4""",TP,12.21,"This TP RB0.RCL 2 x 1 1/4"" reducing bush is made of high impact, highly elastic ABS. Pressure ratings for thermoplastic pipe and fittings carrying water are quoted at 20°C and where the temperature increases, the working pressure must be reduced. ABS is resistant to most diluted inorganic acids, bases and salts and most animal oils and fats.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> TP RB0.RCL reducing bush 2 x 1.1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/82/NW-P57879_P57882_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/P57811_P57903_Georg Fischer_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PP96691,"TP RB0.RCL abs reducing bush 1 x 3/4""",TP,5.39,"This TP RB0.RCL 1 x 3/4"" reducing bush is made of high impact, highly elastic ABS. Pressure ratings for thermoplastic pipe and fittings carrying water are quoted at 20°C and where the temperature increases, the working pressure must be reduced. ABS is resistant to most diluted inorganic acids, bases and salts and most animal oils and fats.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> TP RB0.RCL abs reducing bush 1 x 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/98/NW-P96690_P96698_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/P57811_P57903_Georg Fischer_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PP96621,"TP RB0.GOL 90deg abs elbow 1/2""",TP,5.63,"This TP RB0.GOL 1/2 x 1/2"" 90° elbow is made of high impact, highly elastic ABS. Pressure ratings for thermoplastic pipe and fittings carrying water are quoted at 20°C and where the temperature increases, the working pressure must be reduced. ABS is resistant to most diluted inorganic acids, bases and salts and most animal oils and fats.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> TP RB0.GOL 90deg abs elbow 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/30/NW-P96621_P96630_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/P57811_P57903_Georg Fischer_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PP02132,"Durapipe SuperFLO 90deg ABS elbow 2.1/2""",Durapipe,68.94,"This Durapipe SuperFlo 75 x 75mm 90° elbow with plain end connections is toughly corrosion-resistant and cost-efficient. Suitable for low temperature fluid transportation, SuperFlo provides a wide temperature range and the full system remains extremely ductile right down to -40°C. Lighter in weight and easier to handle on-site than traditional materials, this ABS system provides time and cost savings at installation.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe SuperFLO 90deg ABS elbow 2.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/33/NW-P02131_P02133_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Durapipe_SuperFLO_ABS_Technical_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PP27092,"Durapipe AVF EPDM abs double union ball valve 2""",Durapipe,109.7,"This Durapipe ABS (acrylonitrile butadiene styrene) lever operated ball valve is ideal for use in pressurised irrigation systems, drinking water, chemical installations and for water treatment. It includes 2"" solvent weld connections. A ball valve is a type of quarter-turn valve featuring a hollow, perforated ball that pivots to control the flow of a fluid. The valve is open when the ball's hole is in line with flow and closed when pivoted to 90°. The long lasting reliability of ball valves makes them popular in a wide range of settings.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe AVF EPDM abs double union ball valve 2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/92/NW-P27091_P27092_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Durapipe_AVF_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PP56061,"Durapipe 45degree abs elbow 2""",Durapipe,7.2,"Suitable for pressurised irrigation, this Durapipe ABS 2"" 45° elbow can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval. Ductile at low temperatures, this robust fitting has solvent weld connections for secure installation.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe 45degree abs elbow 2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/Astore ABS 45d elbow image_wm.jpg,,,2 in,Solvent weld,2,0.27231,N,WRAS,Equal,2,2,ABS (Acrylonitrile Butadiene Styrene),2,Solvent Weld,SGY40630,Elbow,N,Lightweight ABS construction,Ductile at low temperatures,Solvent weld connections,No need for hot works permit,WRAS approved,50 year design life,45,,,,,,,,,
77,PP56059,"Durapipe 45degree abs elbow 1.1/4""",Durapipe,4.18,"Suitable for pressurised irrigation, this Durapipe ABS 1 1/4"" 45° elbow can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval. Ductile at low temperatures, this robust fitting has solvent weld connections for secure installation.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe 45degree abs elbow 1.1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/Astore ABS 45d elbow image_wm.jpg,,,1.1/4 in,Solvent weld,1.1/4,0.27231,N,WRAS,Equal,1.1/4,1 1/4,ABS (Acrylonitrile Butadiene Styrene),1.1/4,Solvent Weld,SGY40400,Elbow,N,Lightweight ABS construction,Ductile at low temperatures,Solvent weld connections,No need for hot works permit,WRAS approved,50 year design life,45,,,,,,,,,ABS
78,PP96649,"TP RB0.MAL abs socket 4""",TP,97.66,"This TP RB0.MAL 4 x 4"" socket is made of high impact, highly elastic ABS. Pressure ratings for thermoplastic pipe and fittings carrying water are quoted at 20°C and where the temperature increases, the working pressure must be reduced. ABS is resistant to most diluted inorganic acids, bases and salts and most animal oils and fats.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> TP RB0.MAL abs socket 4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/50/NW-P96648_P96650_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/P57811_P57903_Georg Fischer_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PP56008,"Durapipe abs socket 1""",Durapipe,1.14,"Suitable for pressurised irrigation, this Durapipe ABS 1"" socket can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval. Ductile at low temperatures, this robust fitting has solvent weld connections for secure installation.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe abs socket 1""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/Astore ABS Socket image_wm.jpg,,,1 in,Solvent weld,1,0.16296,N,WRAS,Equal,1,1,ABS (Acrylonitrile Butadiene Styrene),1,Solvent Weld,SMA40320,Pipe Socket,N,Lightweight ABS construction,Ductile at low temperatures,Solvent weld connections,No need for hot works permit,WRAS approved,50 year design life,,,,,,,,,,
80,PP96623,"TP RB0.GOL 90deg abs elbow 1""",TP,9.11,"This TP RB0.GOL 1 x 1"" 90° elbow is made of high impact, highly elastic ABS. Pressure ratings for thermoplastic pipe and fittings carrying water are quoted at 20°C and where the temperature increases, the working pressure must be reduced. ABS is resistant to most diluted inorganic acids, bases and salts and most animal oils and fats.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> TP RB0.GOL 90deg abs elbow 1""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/30/NW-P96621_P96630_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/P57811_P57903_Georg Fischer_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PP56058,"Durapipe 45degree abs elbow 1""",Durapipe,2.88,"Suitable for pressurised irrigation, this Durapipe ABS 1"" 45° elbow can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval. Ductile at low temperatures, this robust fitting has solvent weld connections for secure installation.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe 45degree abs elbow 1""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/Astore ABS 45d elbow image_wm.jpg,,,1 in,Solvent weld,1,0.27231,N,WRAS,Equal,1,1,ABS (Acrylonitrile Butadiene Styrene),1,Solvent Weld,SGY40320,Elbow,N,Lightweight ABS construction,Ductile at low temperatures,Solvent weld connections,No need for hot works permit,WRAS approved,50 year design life,45,,,,,,,,,
82,PP56196,"Durapipe abs reducing bush 1 x 3/4""",Durapipe,1.14,"Suitable for pressurised irrigation, this Durapipe ABS 1 x 3/4"" reducing bush can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval. Ductile at low temperatures, this robust fitting has solvent weld connections for secure installation.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe abs reducing bush 1 x 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/Astore ABS redbush image_wm.jpg,,,1 in x 3/4 in,Solvent weld,1 x 3/4,0.11423,N,WRAS,Equal,1,3/4,ABS (Acrylonitrile Butadiene Styrene),1,Solvent Weld,SRC4032C,Reducing Bush,N,Lightweight ABS construction,Ductile at low temperatures,Solvent weld connections,No need for hot works permit,WRAS approved,50 year design life,,,,,,,,,,
83,PP10131,Durapipe SuperFLO 90deg ABS elbow 63mm,Durapipe,36.03,"This Durapipe SuperFlo 63 x 63mm 90° elbow with plain end connections is toughly corrosion-resistant and cost-efficient. Suitable for low temperature fluid transportation, SuperFlo provides a wide temperature range and the full system remains extremely ductile right down to -40°C. Lighter in weight and easier to handle on-site than traditional materials, this ABS system provides time and cost savings at installation.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe SuperFLO 90deg ABS elbow 63mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/31/NW-P10131_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Durapipe_SuperFLO_ABS_Technical_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PP56131,"Durapipe 90degree abs equal tee 2""",Durapipe,8.24,"Suitable for pressurised irrigation, this Durapipe ABS 2"" 90° equal tee can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval. Ductile at low temperatures, this robust fitting has solvent weld connections for secure installation.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe 90degree abs equal tee 2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/Astore ABS Tee image_wm.jpg,,,2 in,Solvent weld,2,0.38217,N,WRAS,Equal,2,2,ABS (Acrylonitrile Butadiene Styrene),2,Solvent Weld,STI40630,tee,N,Lightweight ABS construction,Ductile at low temperatures,Solvent weld connections,No need for hot works permit,WRAS approved,50 year design life,90,,,,,,,2,,
85,PP96624,"TP RB0.GOL 90deg abs elbow 1.1/4""",TP,15.72,"This TP RB0.GOL 1 1/4 x 1 1/4"" 90° elbow is made of high impact, highly elastic ABS. Pressure ratings for thermoplastic pipe and fittings carrying water are quoted at 20°C and where the temperature increases, the working pressure must be reduced. ABS is resistant to most diluted inorganic acids, bases and salts and most animal oils and fats.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> TP RB0.GOL 90deg abs elbow 1.1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/30/NW-P96621_P96630_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/P57811_P57903_Georg Fischer_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
