,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Hazardous,Model For Use With,Boiler Section,Boiler Range,Part Gas Council number,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Connection Size,Material Type,Material,By Model Number,Attachment 2,Weight
53,P479955,Vokera heat exchanger,Vokera,388.56,"This Vokera heat exchanger is designed for use in Maxim, Vision, Compact, Easi-Heat Plus, Vibe, Sabre and Excel boilers.  The heat exchanger transfers heat from a boiler's burner to water. A primary heat exchanger is found in all boilers, using heat from a burner to raise the temperature of the water in the system while a secondary heat exchanger is present only in combis and allows the heat to be transferred between closed systems.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/Domestic Boiler Parts/Vokera Boiler Parts/Vokera Boiler Parts.csv -> Vokera heat exchanger,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/55/479955_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Vokera_Vibe_20A_ERP_Spare_Parts_List.pdf,,,,,,,,,,,,,,,,,,,
54,P479206,Vokera compact pressure switch,Vokera,68.92,"This Vokera air pressure switch is suitable for use in  the fan combustion chamber of Rain, AquaNova, Compact, Sabre and Mynute boilers.  A vital safety device, an air pressure switch ensures the boiler fan is working correctly and prevents a build up of toxic gases with no means of venting them in case of a fan failure. The unit's PCB closely monitors the air pressure switch to ensure it's fully functional before firing the system up, keeping the appliance from starting without the presence and operation of key safety features.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/Domestic Boiler Parts/Vokera Boiler Parts/Vokera Boiler Parts.csv -> Vokera compact pressure switch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/06/479206_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vokera_Compact_SE_Installation.pdf,,,,,,,,,,,,,,,,,,,
55,P801507,Vokera plastic condense pipe,Vokera,35.54,"This Vokera plastic condensate pipe is a replacement part for the repair of the condensate trap of Mynute 25 EHE boilers.  The condensate trap holds discharge that accumulates in the primary heating or cooling system caused by changes in pressure and temperature. A discharge pipe connected to the condensate trap sends held water out of the property. This pipe is ordinarily made of plastic that can withstand the low levels of acid present due to CO2 from the combustion process dissolving in the water.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/Domestic Boiler Parts/Vokera Boiler Parts/Vokera Boiler Parts.csv -> Vokera plastic condense pipe,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/07/801507_wm.jpg,,N,25 EHE,Hydraulics,Mynute EHE,,20066456,Condensate Pipe,N,,,,,,,,,25 EHE,,
56,P478041,Vokera 10024558 printed circuit board,Vokera,106.27,"This Vokera printed circuit board is suitable for use in Linea, Syntesi, Mynute and Synergy boilers.  The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/Domestic Boiler Parts/Vokera Boiler Parts/Vokera Boiler Parts.csv -> Vokera 10024558 printed circuit board,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/41/478041_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vokera_Linea_Installation.pdf,,,,,,,,,,,,,,,,,,,
57,P800073,Vokera 10020889 pressure switch,Vokera,54.91,"This Vokera pressure switch is designed for use in the fan combustion chamber of Compact, Procombi, AquaNova, Linea, Mynute EHE and Sabre boilers.  A vital safety device, an air pressure switch ensures the boiler fan is working correctly and prevents a build up of toxic gases with no means of venting them in case of a fan failure. The unit's PCB closely monitors the air pressure switch to ensure it's fully functional before firing the system up, keeping the appliance from starting without the presence and operation of key safety features.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/Domestic Boiler Parts/Vokera Boiler Parts/Vokera Boiler Parts.csv -> Vokera 10020889 pressure switch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/73/800073_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vokera_Compact_25HE_29HE_35HE_Parts.pdf,,,,,,,,,,,,,,,,,,,
58,P479047,Vokera push rod,Vokera,3.05,"This Vokera push rod is for use in the diverter valve of Excell, Eclipse and Linea boilers.  A directional water device in combi boilers, a diverter valve directs hot water into a heating system or a hot water system. This feature means that combis are able to provide both heating and hot water without the need for a storage cylinder.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/Domestic Boiler Parts/Vokera Boiler Parts/Vokera Boiler Parts.csv -> Vokera push rod,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/47/479047_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vokera_Eclipse_ESC_Installation.pdf,,,,,,,,,,,,,,,,,,,
59,P800045,Vokera spark electrode,Vokera,26.39,"This Vokera spark electrode is for use in boilers in the Mynute, Linea, Syntesi and Synergy ranges.  An ignition (spark) electrode causes the spark that begins combustion within the burner while flame sensing electrodes are responsible for checking if there is a flame present in the burner to make sure that the boiler doesn't keep supplying gas without a flame.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/Domestic Boiler Parts/Vokera Boiler Parts/Vokera Boiler Parts.csv -> Vokera spark electrode,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/45/800045_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vokera_Synergy_E_Installation.pdf,,,,,,,,,,,,,,,,,,,
60,P478842,Vokera domestic hot water heat exchanger,Vokera,159.36,"Supplied with eight seals, this Vokera domestic hot water heat exchanger is a replacement part for use in Easi-Heat Plus, Excel, Excell, Linea, Sabre, Compact, Syntesi, Vision, Maxin, Procombi and Maxim appliances.  The heat exchanger transfers heat from a boiler's burner to water. A primary heat exchanger is found in all boilers, using heat from a burner to raise the temperature of the water in the system while a secondary heat exchanger is present only in combis and allows the heat to be transferred between closed systems.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/Domestic Boiler Parts/Vokera Boiler Parts/Vokera Boiler Parts.csv -> Vokera domestic hot water heat exchanger,,Heat exchanger8x seals,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/42/478842_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vokera_Linea_24-28_Installation.pdf,,,,,,,,,,,,,,,,,,,
61,P479453,Vokera limit thermostat,Vokera,13.37,"This Vokera limit thermostat is for use in Mynute VHE, Mynute HE and Linea boilers.  This thermostat uses in built-in sensors to monitor a boiler's temperature, ceasing operation if the maximum selected temperature is reached.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/Domestic Boiler Parts/Vokera Boiler Parts/Vokera Boiler Parts.csv -> Vokera limit thermostat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/53/479453_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vokera_Mynute_HE_Installation.pdf,,,,,,,,,,,,,,,,,,,
62,P479836,Vokera connection,Vokera,15.94,"This Vokera connecting tube is suitable for use in the heat exchanger of Compact, Easi-Heat Plus, Linea, Procombi, Sabre, Unica, Vibe, Vision, Maxim, Mynute, Mynute EHE, Evolve, Excel and Mynute HE boilers.  The heat exchanger transfers heat from a boiler's burner to water. A primary heat exchanger is found in all boilers, using heat from a burner to raise the temperature of the water in the system while a secondary heat exchanger is present only in combis and allows the heat to be transferred between closed systems.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/Domestic Boiler Parts/Vokera Boiler Parts/Vokera Boiler Parts.csv -> Vokera connection,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/98/36/479836_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vokera_Unica_HE_Installation.pdf,,,,,,,,,,,,,,,,,,,
63,P415049,Viessmann flow sensor (CPK),Viessmann,94.54,"This Viessmann flow sensor with clip and gasket is designed for compatibility with boilers in the Vitodens range.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/Domestic Boiler Parts/Vokera Boiler Parts/Vokera Boiler Parts.csv -> Viessmann flow sensor (CPK),,Flow sensor;Clip;Gasket,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/49/415049_wm.jpg,,N,,Control Panel,Vitodens,,7828749,Sensor,N,,,,,,,,,,,0.02000
64,P801218,Vokera heating manifold,Vokera,117.5,"This Vokera heating manifold is suitable for use in the diverter valve of Procombi boilers.  A directional water device in combi boilers, a diverter valve directs hot water into a heating system or a hot water system. This feature means that combis are able to provide both heating and hot water without the need for a storage cylinder.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/Domestic Boiler Parts/Vokera Boiler Parts/Vokera Boiler Parts.csv -> Vokera heating manifold,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/18/801218_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vokera_Procombi_85_100_120_HE_Parts.pdf,,,,,,,,,,,,,,,,,,,
65,P800543,Vokera 10025340 printed circuit board,Vokera,291.97,"This Vokera printed circuit board is suitable for use in Compact, Sabre, Procombi, Rain and Mynute boilers.  The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/Domestic Boiler Parts/Vokera Boiler Parts/Vokera Boiler Parts.csv -> Vokera 10025340 printed circuit board,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/43/800543_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vokera_Procombi_85_100_120_HE_Parts.pdf,,,,,,,,,,,,,,,,,,,
66,P478035,Vokera printed circuit board,Vokera,197.79,"This Vokera printed circuit board is a genuine brand spare part for use in Mynute boilers.  The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/Domestic Boiler Parts/Vokera Boiler Parts/Vokera Boiler Parts.csv -> Vokera printed circuit board,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/35/478035_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Vokera_Mynute_E_12_16_20_Parts_List.pdf,,,,,,,,,,,,,,,,,,,
67,P478260,Vokera ignition box,Vokera,244.49,"This Vokera ignition box for use in the pilot assembly of Mynute 28SE boilers.  A pilot assembly normally includes a pilot bracket, injector, electrode and thermocouple. The pilot flame ignites gas entering the boiler's main burner via the gas valve when the system is switched on. The pilot flame operates alongside the printed circuit board (PCB) and the rest of the pilot assembly for safe and efficient ignition.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/Domestic Boiler Parts/Vokera Boiler Parts/Vokera Boiler Parts.csv -> Vokera ignition box,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/60/478260_wm.jpg,,N,28 SE,Gas Assembly,Mynute,E01781,9800,Ignition Box,N,,,,,,,,,28SE,,
68,P801329,Vokera high limit thermostat,Vokera,32.22,"This Vokera high limit thermostat is suitable for Linea, Mynute HE, Unica, iHEAT, Procombi and Easi-Heat Plus boilers.  This thermostat uses in built-in sensors to monitor a boiler's temperature, ceasing operation if the maximum selected temperature is reached.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/Domestic Boiler Parts/Vokera Boiler Parts/Vokera Boiler Parts.csv -> Vokera high limit thermostat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/29/801329_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Vokera_Mynute_HE_12_15_20_Parts_List.pdf,,,,,,,,,,,,,,,,,,,
69,P801204,Vokera transformer,Vokera,124.61,"This Vokera transformer is supplied with lead. A pilot assembly part, it is designed for Mynute HE and Linea boilers.  A pilot assembly normally includes a pilot bracket, injector, electrode and thermocouple. The pilot flame ignites gas entering the boiler's main burner via the gas valve when the system is switched on. The pilot flame operates alongside the printed circuit board (PCB) and the rest of the pilot assembly for safe and efficient ignition.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/Domestic Boiler Parts/Vokera Boiler Parts/Vokera Boiler Parts.csv -> Vokera transformer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/04/801204_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vokera_Linea_HE_Installation.pdf,,,,,,,,,,,,,,,,,,,
70,P478089,Vokera ignition printed circuit board,Vokera,163.45,"This Vokera ignition printed circuit board is suitable for use in Compact, Rain, Sabre, Mynute, Procombi and Linea boilers.  The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/Domestic Boiler Parts/Vokera Boiler Parts/Vokera Boiler Parts.csv -> Vokera ignition printed circuit board,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/89/478089_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vokera_Procombi_85_100_120_HE_Parts.pdf,,,,,,,,,,,,,,,,,,,
71,P411886,Vokera syphon,Vokera,12.05,"This Vokera siphon, or syphon, is used in the hydraulics of Mynute and Unica boiler models.  A siphon is designed to collect the discharge caused by pressure and temperature fluctuations in primary heating/cooling systems.  As the UK’s leading parts specialist, Wolseley carries the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/Domestic Boiler Parts/Vokera Boiler Parts/Vokera Boiler Parts.csv -> Vokera syphon,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/86/411886_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vokera_Unica-i28-ERP-Spare_Parts.pdf,,,,,,,,,,,,,,,,,,,
72,P478211,Vokera o-ring,Vokera,0.95,"A genuine branded spare, this Vokera washer is for use in the gas assembly of Hydra, Linea, Mynute, Syntesi, Eclipse, Synergy and Unica boilers.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/Domestic Boiler Parts/Vokera Boiler Parts/Vokera Boiler Parts.csv -> Vokera o-ring,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/11/478211_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vokera_Hydra_Installation.pdf,,,,,,,,,,,,,,,,,,,
73,P478096,Vokera timer clock,Vokera,106.81,"This Vokera timer clock is suitable for use with Compact, Easi-Heat Plus, Procombi and Sabre boilers.  Also known as a timer, timeclock or time switch, the clock allows the boiler's user to control when heating and/or hot water is turned on and off to maximise flexibility and comfort.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/Domestic Boiler Parts/Vokera Boiler Parts/Vokera Boiler Parts.csv -> Vokera timer clock,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/96/478096_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vokera_Compact_25HE_29HE_35HE_Parts.pdf,,,,,,,,,,,,,,,,,,,
74,P478032,Vokera filling loop pipe,Vokera,40.48,"This Vokera filling loop pipe is a replacement part suitable for use with Linea 24 and 28 boilers.  For use in central heating boilers and systems, allowing the user to manually top-up the amount of water in the system if the pressure drops. External loops are usually removable in keeping with regulations, while internal filling loops normally feature a key that can be removed to interrupt the connection after use.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/Domestic Boiler Parts/Vokera Boiler Parts/Vokera Boiler Parts.csv -> Vokera filling loop pipe,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/32/478032_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Vokera_Linea_28_Mark_1_Parts_List.pdf,,,,,,,,,,,,,,,,,,,
75,P479883,Vokera washer,Vokera,12.28,"A genuine branded spare, this Vokera washer is for use in the hydraulics of Mynute EHE, Procombi, Compact, Sabre, Linea, Syntesi and Synergy boilers.  Washers, along with O-rings and gaskets, are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/Domestic Boiler Parts/Vokera Boiler Parts/Vokera Boiler Parts.csv -> Vokera washer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/98/83/479883_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vokera_Compact_HE_Installation.pdf,,,,,,,,,,,,,,,,,,,
76,P479121,Vokera hot water inlet elbow,Vokera,21.93,"This Vokera hot water inlet elbow is for use in the pipework of Compact, Linea, Mynute EHE, Sabre, Unica, Procombi, Syntesi, AquaNova, Mynute HE, Vision, Option and Hydra boilers.  In a boiler pipework either allows water or gas into a heating unit, including the mains water supply and the pipework on a wall jig, or is found within an appliance and carries water between the various mechanisms that require it, including the diverter valve and heat exchanger.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/Domestic Boiler Parts/Vokera Boiler Parts/Vokera Boiler Parts.csv -> Vokera hot water inlet elbow,,elbow,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/21/479121_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vokera_Combi-System_Boilers_Parts.pdf,,,,,,,,,,,,,,,,,,,
77,P478615,Vokera tryton,Vokera,18.75,"This Vokera Tryton burner insulation is suitable for use in the fan combustion chamber of Unica, Verve, Easi-Heat Plus, Mynute HE and Procombi appliances.  The combustion chamber is a sealed box that contains the burner and electrodes along with combusted gases ready to be cleared by the appliance's fan.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/Domestic Boiler Parts/Vokera Boiler Parts/Vokera Boiler Parts.csv -> Vokera tryton,,Tryton3x screws3x washers,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/15/478615_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vokera_Procombi_A28_A32_A36_Parts.pdf,,,,,,,,,,,,,,,,,,,
78,P478090,Vokera 10021419 main heat exchanger,Vokera,314.52,"Supplied with O-rings seals and clips for ease of installation, this Vokera heat exchanger is a replacement part suitable for use in Sabre appliances.  The heat exchanger transfers heat from a boiler's burner to water. A primary heat exchanger is found in all boilers, using heat from a burner to raise the temperature of the water in the system while a secondary heat exchanger is present only in combis and allows the heat to be transferred between closed systems.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/Domestic Boiler Parts/Vokera Boiler Parts/Vokera Boiler Parts.csv -> Vokera 10021419 main heat exchanger,,Heat exchangerO-ringsSealsClips,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/90/478090_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vokera_Compact_SE_Installation.pdf,,,,,,,,,,,,,,,,,,,
