,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Colour,Connection Type,Range,Hazardous,Material,Size,Supplier Product Code,Type,WEEE Compliant,Application,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Handle Type,Material Type,Pack Quantity,Nut Types,Washer Type,Screw / Bolt Type,Set Type,Screw / Bolt Length,Screw / Bolt Sizes,Drive,Bolt Type,Total Pack Quantity
0,PF16200,Center CB Weld Cement 102400 tin solvent cement 250ml (1),Center CB,6.25,"Suitable for a wide range of applications, this Center CB solvent cement forms a welded joint in plastic pipes.",School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> Center CB Weld Cement 102400 tin solvent cement 250ml (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/00/NW-F16200_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Drainage_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/F16200_Safety Data Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/CENTER_BRAND_F16200_H&S.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT87163,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 130mm (m16) (25 per bag),JET Range,9.26,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 130mm (m16) (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/65/NW-T87150_T87165_wm.jpg,,,,,,XOX,N,Steel,M16 x 130mm,HTBMET01600130Z,Assortment Sets,N,,Reliable,Easy to replace,Made of grade 8.8 steel,Bright zinc plated,,,,BZP Steel,25 per bag,Hex Nut,,Hex Head Bolt,Nut and Bolt,130,M16,Hexagon,,
56,PT83586,JET Range zinc plated b-washer (m8) (1000),JET Range,0.2,Jet flat washer is of made of steel material with bright zinc plate coating. Plain edge form B manufactured to DIN125.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range zinc plated b-washer (m8) (1000),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/90/NW-T83584_T83590_wm.jpg,,,,,,,N,Steel,M8,.8MWFBOZ,Form B,N,,Reliable,Easy to replace,,,,,,BZP Steel,1000,,Flat Washer,,,,,,,
57,PM97931,JET Range Stud Bolt stud bolt BZP M10 120mm (100),JET Range,0.77,"Manufactured in 4.8 grade BZP-coated mild steel, this JET Range M10 x 120mm stud bolt offers fast, consistent and high quality installation. Pre-cut to the most commonly used sizes, these stud bolts save on time and waste and ensure unbeatable accuracy.",School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range Stud Bolt stud bolt BZP M10 120mm (100),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/32/NW-M97924_M97932_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_M97924-32_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT87158,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 80mm (m16) (25 per bag),JET Range,6.28,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 80mm (m16) (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/65/NW-T87150_T87165_wm.jpg,,,,,,XOX,N,Steel,M16 x 80mm,HTBMET01600080Z,Assortment Sets,N,,Reliable,Easy to replace,Made of grade 8.8 steel,Bright zinc plated,,,,BZP Steel,25 per bag,Hex Nut,,Hex Head Bolt,Nut and Bolt,80,M16,Hexagon,,
59,PT83570,JET Range zinc plated cold form hex nut (grade 8) (m20) (50 per bag),JET Range,1.64,This JET Range M20 size cold form hexagon nut is made of steel with a bright zinc finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range zinc plated cold form hex nut (grade 8) (m20) (50 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/70/NW-T83565_T83570_wm.jpg,,,,,,,N,Steel,M20,.20MNXFOZ,Hex Nut,N,,Reliable,Easy to replace,Grade 8 steel material,Bright zinc-coated,,,,BZP Steel,50 per bag,Hexagon,,,,,,,,
60,PT83572,JET Range zinc plated cold form hex nut (grade 8) (m24) (20 per bag),JET Range,3.95,This JET Range M24 size cold form hexagon nut is made of steel with a bright zinc finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range zinc plated cold form hex nut (grade 8) (m24) (20 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/72/NW-T83572_wm.jpg,,,,,,,N,Steel,M24,.24MNXFOZ,Hex Nut,N,,Reliable,Easy to replace,Grade 8 steel material,Bright zinc-coated,,,,BZP Steel,20 per bag,Hexagon,,,,,,,,
61,PT87192,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 85mm (m24) (25 per bag),JET Range,14.02,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 85mm (m24) (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/94/NW-T87191_T87194_wm.jpg,,,,,,XOX,N,Steel,M24 x 85mm,HTBMET02400085Z,Assortment Sets,N,,Reliable,Easy to replace,Made of grade 8.8 steel,Bright zinc plated,,,,,25 per bag,Hex Nut,,Hex Head Bolt,Nut and Bolt,85,M24,Hexagon,,
62,PT83723,JET Range bright zinc plated set screw (grade 8.8) 20mm (m10) (200 per bag),JET Range,0.78,This JET Range set M10 x 20mm screw is made of steel with a bright zinc-plated (BZP) finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range bright zinc plated set screw (grade 8.8) 20mm (m10) (200 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/27/NW-T83723_T83727_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT83940,JET Range zinc plated high tensile screw set (grade 8.8) 60mm (m24) (25 per bag),JET Range,10.7,This JET Range set M24 x 60mm screw is made of heat-treated steel with a bright zinc-plated (BZP) finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range zinc plated high tensile screw set (grade 8.8) 60mm (m24) (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/44/NW-T83940_T83944_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT83757,JET Range bright zinc plated set screw (grade 8.8) 45mm (m16) (50 per bag),JET Range,3.31,This JET Range set M16 x 45mm screw is made of steel with a bright zinc-plated (BZP) finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range bright zinc plated set screw (grade 8.8) 45mm (m16) (50 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/58/NW-T83755_T83758_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT83739,JET Range bright zinc plated set screw (grade 8.8) 30mm (m12) (100 per bag),JET Range,1.3,This JET Range set M12 x 30mm screw is made of steel with a bright zinc-plated (BZP) finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range bright zinc plated set screw (grade 8.8) 30mm (m12) (100 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/39/NW-T83738_T83739_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT83712,JET Range bright zinc plated set screw (grade 8.8) 25mm (m8) (200 per bag),JET Range,0.57,This JET Range set M8 x 25mm screw is made of steel with a bright zinc-plated (BZP) finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range bright zinc plated set screw (grade 8.8) 25mm (m8) (200 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/13/NW-T83712_T83713_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT83741,JET Range bright zinc plated set screw (grade 8.8) 40mm (m12) (100 per bag),JET Range,1.47,This JET Range set M12 x 40mm screw is made of steel with a bright zinc-plated (BZP) finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range bright zinc plated set screw (grade 8.8) 40mm (m12) (100 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/41/NW-T83741_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT83921,JET Range half turn screw set grade 8.8 M16 x 60mm Zinc Plated (50 per bag),JET Range,3.95,This JET Range set M16 x 60mm screw is made of heat-treated steel with a bright zinc-plated (BZP) finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range half turn screw set grade 8.8 M16 x 60mm Zinc Plated (50 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/23/NW-T83920_T83923_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT87194,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 100mm (m24) (15 per bag),JET Range,20.78,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 100mm (m24) (15 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/94/NW-T87191_T87194_wm.jpg,,,,,,XOX,N,Steel,M24 x 100mm,HTBMET02400100Z,Assortment Sets,N,,Reliable,Easy to replace,Made of grade 8.8 steel,Bright zinc plated,,,,,15 per bag,Hex Nut,,Hex Head Bolt,Nut and Bolt,100,M24,Hexagon,,
70,PT87159,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 90mm (m16) (25 per bag),JET Range,6.47,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 90mm (m16) (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/65/NW-T87150_T87165_wm.jpg,,,,,,XOX,N,Steel,M16 x 90mm,HTBMET01600090Z,Assortment Sets,N,,Reliable,Easy to replace,Made of grade 8.8 steel,Bright zinc plated,,,,BZP Steel,25 per bag,Hex Nut,,Hex Head Bolt,Nut and Bolt,90,M16,Hexagon,,
71,PT87171,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 50mm (m20) (25 per bag),JET Range,8.69,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 50mm (m20) (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/79/NW-T87170_T87179_wm.jpg,,,,,,XOX,N,Steel,M20 x 50mm,HTBMET02000050Z,Assortment Sets,N,,Reliable,Easy to replace,Made of grade 8.8 steel,Bright zinc plated,,,,BZP Steel,25 per bag,Hex Nut,,Hex Head Bolt,Nut and Bolt,50,M20,Hexagon,,
72,PT83584,JET Range zinc plated b-washer (m24) (100),JET Range,0.62,Jet flat washer is of made of steel material with bright zinc plate coating. Plain edge form B manufactured to DIN125.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range zinc plated b-washer (m24) (100),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/90/NW-T83584_T83590_wm.jpg,,,,,,,N,Steel,M24,.24MWFBOZ,Form B,N,,Reliable,Easy to replace,,,,,,BZP Steel,100,,Flat Washer,,,,,,,
73,PT83569,JET Range zinc plated cold form hex nut (grade 8) (m16) (100 per bag),JET Range,0.97,This JET Range M16 size cold form hexagon nut is made of steel with a bright zinc finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range zinc plated cold form hex nut (grade 8) (m16) (100 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/70/NW-T83565_T83570_wm.jpg,,,,,,,N,Steel,M16,.16MNXFOZ,Hex Nut,N,,Reliable,Easy to replace,Grade 8 steel material,Bright zinc-coated,,,,BZP Steel,100 per bag,Hexagon,,,,,,,,
74,PT87178,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 90mm (m20) (25 per bag),JET Range,12.03,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 90mm (m20) (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/79/NW-T87170_T87179_wm.jpg,,,,,,XOX,N,Steel,M20 x 90 mm,HTXOXM0200090Z,Assortment Sets,N,,Reliable,Easy to replace,Made of grade 8.8 steel,Bright zinc plated,,,,,25 per bag,Hex Nut,,Hex Head Bolt,Nut and Bolt,90,M20,Hexagon,,
75,PT87134,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 50mm (m12) (100 per bag),JET Range,2.25,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 50mm (m12) (100 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/38/NW-T87132_T87138_wm.jpg,,,,,,XOX,N,Steel,M12 x 50 mm,HTBMET01200050Z,Assortment Sets,N,,Reliable,Easy to replace,Made of grade 8.8 steel,Bright zinc plated,,,,BZP Steel,100 per bag,Hex Nut,,Hex Head Bolt,Nut and Bolt,50,M12,Hexagon,,
76,PT83920,JET Range half turn screw set grade 8.8 M16 x 55mm Zinc Plated (50 per bag),JET Range,3.67,This JET Range set M16 x 55mm screw is made of heat-treated steel with a bright zinc-plated (BZP) finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range half turn screw set grade 8.8 M16 x 55mm Zinc Plated (50 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/23/NW-T83920_T83923_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT83772,JET Range bright zinc plated screw set (grade 8.8) 50mm (m20) (25 per bag),JET Range,7.09,This JET Range set M20 x 50mm screw is made of steel with a bright zinc-plated (BZP) finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range bright zinc plated screw set (grade 8.8) 50mm (m20) (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/75/NW-T83770_T83775_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT83726,JET Range bright zinc plated screw (grade 8.8) 35mm (m10) (100 per bag),JET Range,1.06,This JET Range set M10 x 35mm screw is made of steel with a bright zinc-plated (BZP) finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range bright zinc plated screw (grade 8.8) 35mm (m10) (100 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/27/NW-T83723_T83727_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT87138,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 70mm (m12) (100 per bag),JET Range,2.71,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 70mm (m12) (100 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/38/NW-T87132_T87138_wm.jpg,,,,,,XOX,N,Steel,M12 x 70mm,HTBMET01200070Z,Assortment Sets,N,,Reliable,Easy to replace,Made of grade 8.8 steel,Bright zinc plated,,,,BZP Steel,100 per bag,Hex Nut,,Hex Head Bolt,Nut and Bolt,70,M12,Hexagon,,
80,PT83715,JET Range bright zinc plated set screw (grade 8.8) 40mm (m8) (200 per bag),JET Range,0.65,This JET Range set M8 x 40mm screw is made of steel with a bright zinc-plated (BZP) finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range bright zinc plated set screw (grade 8.8) 40mm (m8) (200 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/15/NW-T83715_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT87161,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 110mm (m16) (25 per bag),JET Range,7.14,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 110mm (m16) (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/65/NW-T87150_T87165_wm.jpg,,,,,,XOX,N,Steel,M16 x 110mm,HTBMET01600110Z,Assortment Sets,N,,Reliable,Easy to replace,Made of grade 8.8 steel,Bright zinc plated,,,,BZP Steel,25 per bag,Hex Nut,,Hex Head Bolt,Nut and Bolt,110,M16,Hexagon,,
82,PT87176,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 75mm (m20) (25 per bag),JET Range,11.03,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 75mm (m20) (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/79/NW-T87170_T87179_wm.jpg,,,,,,XOX,N,Steel,M20 x 75mm,HTXOXM0200075Z,Assortment Sets,N,,Reliable,Easy to replace,Made of grade 8.8 steel,Bright zinc plated,,,,,25 per bag,Hex Nut,,Hex Head Bolt,Nut and Bolt,75,M20,Hexagon,,
83,PT83738,JET Range bright zinc plated set screw (grade 8.8) 25mm (m12) (100 per bag),JET Range,1.26,This JET Range set M12 x 25mm screw is made of steel with a bright zinc-plated (BZP) finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range bright zinc plated set screw (grade 8.8) 25mm (m12) (100 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/39/NW-T83738_T83739_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT83588,JET Range zinc plated b-washer (m12) (500),JET Range,0.16,Jet flat washer is of made of steel material with bright zinc plate coating. Plain edge form B manufactured to DIN125.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range zinc plated b-washer (m12) (500),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/90/NW-T83584_T83590_wm.jpg,,,,,,,N,Steel,M12,.12MWFBOZ,Form B,N,,Reliable,Easy to replace,,,,,,BZP Steel,500,,Flat Washer,,,,,,,
85,PT83913,JET Range zinc plated high tensile screw set (grade 8.8) 60mm (m12) (100 per bag),JET Range,2.09,This JET Range set M12 x 60mm screw is made of heat-treated steel with a bright zinc-plated (BZP) finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range zinc plated high tensile screw set (grade 8.8) 60mm (m12) (100 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/13/NW-T83913_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT87165,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 150mm (m16) (25 per bag),JET Range,10.25,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 150mm (m16) (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/65/NW-T87150_T87165_wm.jpg,,,,,,XOX,N,Steel,M16 x 150mm,HTBMET01600150Z,Assortment Sets,N,,Reliable,Easy to replace,Made of grade 8.8 steel,Bright zinc plated,,,,BZP Steel,25 per bag,Hex Nut,,Hex Head Bolt,Nut and Bolt,150,M16,Hexagon,,
87,PT83770,JET Range bright zinc plated screw set (grade 8.8) 45mm (m20) (25 per bag),JET Range,6.96,This JET Range set M20 x 45mm screw is made of steel with a bright zinc-plated (BZP) finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range bright zinc plated screw set (grade 8.8) 45mm (m20) (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/75/NW-T83770_T83775_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT87174,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 65mm (m20) (25 per bag),JET Range,9.69,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 65mm (m20) (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/79/NW-T87170_T87179_wm.jpg,,,,,,XOX,N,Steel,M20 x 65mm,HTBMET02000065Z,Assortment Sets,N,,Reliable,Easy to replace,Made of grade 8.8 steel,Bright zinc plated,,,,,25 per bag,Hex Nut,,Hex Head Bolt,Nut and Bolt,65,M20,Hexagon,,
