,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Range,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Application,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Range For Use With,Boiler Section,Boiler Range,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Pack Quantity,Pack Type,Weight,Connection Size,Connection Type
51,PM12589,JET Range Mag reusable filter bag 50 micron,JET Range,123.72,This reusable JET Range Mag 50 micron filter bag is for use with a side stream system hub filter.,Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> JET Range Mag reusable filter bag 50 micron,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/89/NW-M12584_M12589_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/M12578_M12590_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/M12578_M12590_JetRange_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/M12578_M12590_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JET_M12578-M12579-M12580_Technical.pdf,,,,,,,,
52,PM12586,JET Range Mag reusable filter bag 10 micron,JET Range,130.03,This reusable JET Range Mag 10 micron filter bag is for use with a side stream system hub filter.,Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> JET Range Mag reusable filter bag 10 micron,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/89/NW-M12584_M12589_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/M12578_M12590_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/M12578_M12590_JetRange_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/M12578_M12590_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JET_M12578-M12579-M12580_Technical.pdf,,,,,,,,
53,PM12581,"JET Range Mag accessory pack 1/2""",JET Range,130.15,"This JET Range Mag 1/2"" accessory pack contains two inlet isolation lever ball valves, a tundish and a butterfly handle ball valve, providing the option to chemically dose with the system hub.","Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> JET Range Mag accessory pack 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/83/NW-M12581_M12583_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/JET_Mag_System_Hub_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/M12578_M12590_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/M12578_M12590_JetRange_Datasheet.pdf,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/M12578_M12590_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JET_M12578-M12579-M12580_Technical.pdf,,,,,,,
54,PM12587,JET Range Mag reusable filter bag 20 micron,JET Range,123.72,This reusable JET Range Mag 20 micron filter bag is for use with a side stream system hub filter.,Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> JET Range Mag reusable filter bag 20 micron,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/89/NW-M12584_M12589_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/M12578_M12590_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/M12578_M12590_JetRange_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/M12578_M12590_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JET_M12578-M12579-M12580_Technical.pdf,,,,,,,,
55,PM12583,"JET Range Mag accessory pack 2""",JET Range,313.47,"This JET Range Mag 2"" accessory pack contains two inlet isolation lever ball valves, a tundish and a butterfly handle ball valve, providing the option to chemically dose with the system hub.","Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> JET Range Mag accessory pack 2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/83/NW-M12581_M12583_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/JET_Mag_System_Hub_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/M12578_M12590_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/M12578_M12590_JetRange_Datasheet.pdf,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/M12578_M12590_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JET_M12578-M12579-M12580_Technical.pdf,,,,,,,
56,PM12582,"JET Range Mag accessory pack 1""",JET Range,169.84,"This JET Range Mag 1"" accessory pack contains two inlet isolation lever ball valves, a tundish and a butterfly handle ball valve, providing the option to chemically dose with the system hub.","Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> JET Range Mag accessory pack 1""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/83/NW-M12581_M12583_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/JET_Mag_System_Hub_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/M12578_M12590_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/M12578_M12590_JetRange_Datasheet.pdf,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/M12578_M12590_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JET_M12578-M12579-M12580_Technical.pdf,,,,,,,
57,PM12585,JET Range Mag reusable filter bag 5 micron,JET Range,147.79,This reusable JET Range Mag 5 micron filter bag is for use with a side stream system hub filter.,Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> JET Range Mag reusable filter bag 5 micron,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/89/NW-M12584_M12589_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/M12578_M12590_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/M12578_M12590_JetRange_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/M12578_M12590_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JET_M12578-M12579-M12580_Technical.pdf,,,,,,,,
58,PM12579,"JET Range Mag side stream system hub 1""",JET Range,1733.38,"The magnetic JET Range Mag 1"" side stream system hub contains a magnetic dirt separator with integral filter basket, an automatic air vent, manual air venting point, a draining valve and a chemical dosing point. This hub can help improve the efficiency of industrial and commercial systems by removing damaging particles of corrosion and other debris, which can form during the day-to-day operation of a heating or cooling system.","Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> JET Range Mag side stream system hub 1""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/80/NW-M12578_M12580_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/M12578_M12590_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Jet_Mag_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/M12578_M12590_JetRange_Datasheet.pdf,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/M12578_M12590_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JET_M12578-M12579-M12580_Technical.pdf,,,,,,,
59,PM12584,JET Range Mag reusable filter bag 1 micron,JET Range,150.1,This reusable JET Range Mag 1 micron filter bag is for use with a side stream system hub filter.,Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> JET Range Mag reusable filter bag 1 micron,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/89/NW-M12584_M12589_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/M12578_M12590_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Jet_Mag_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/M12578_M12590_JetRange_Datasheet.pdf,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/M12578_M12590_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JET_M12578-M12579-M12580_Technical.pdf,,,,,,,
60,P606011,Fernox TF1 filter with valve connections 22mm pack,Fernox,81.75,"Easy to install, the Fernox TF1 Omega 22mm filter with valve connections is a fully sealed, in-line system filter with a compact design ideal for fitting into restricted spaces. An award-winning design, this filter is manufactured in a tough nickel-plated brass and harnesses the power of hydronic particle separation (HPS) technology while also using magnetic filtration to remove magnetic and-non magnetic debris from a central heating system for improved efficiency and longevity. Maintenance of the Omega filter is simple with no need to dismantle the unit or replace O-rings when carrying out a service.",Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> Fernox TF1 filter with valve connections 22mm pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/57/NW-608957_wm.jpg,,,,TF1,N,606011 PK,Omega Filter,N,High capacity,Compact design ideal for smaller spaces,Suitable for Central Heating Systems,Includes valves,Designed for easy installation,Fits onto horizontal and vertical pipework in both flow directions,Operates at 45° angle,Unique action removes magnetic and non-magnetic contaminants,Robust nickel-plated forged brass construction,Powerful neodymium magnet assembly,Unique manifold with double radial seals,Manifold offers multiple orientation options,,,,,,,,,,,,
61,PM10752,JET Range A&D M10752 air and dirt separator flange 50mm,JET Range,614.46,"Fitted with 50mm flanged connections, this Jet Range air and dirt separator is designed for use in sealed heating and cooling systems. Removing air and dirt from the system, this separator protects against the damage that can be caused by particle deposits or by dissolved or undissolved air.",Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> JET Range A&D M10752 air and dirt separator flange 50mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/57/M10752_M10757_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Jet_Air-Dirt_Separator_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,P608205,"MagnaClean DRX magnetic filter 3""",MagnaClean,1971.89,"Protecting commercial heating systems, the MagnaClean DRX 3"" magnetic filter removes debris and black iron oxide sludge. This compact filter incorporates a design based on industry-proven magnetic filtration technologies and components. It consists of an innovative magnetic belt made up of high-performing neodymium magnets which have been wrapped around a robust, precision-engineered stainless steel canister.","Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> MagnaClean DRX magnetic filter 3""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/05/NW-608203_608205_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/MagnaClean_DRX_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PM10757,JET Range A&D M10757 air and dirt separator flange 150mm,JET Range,1310.84,"Fitted with 150mm flanged connections, this Jet Range air and dirt separator is designed for use in sealed heating and cooling systems. Removing air and dirt from the system, this separator protects against the damage that can be caused by particle deposits or by dissolved or undissolved air.",Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> JET Range A&D M10757 air and dirt separator flange 150mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/57/M10752_M10757_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Jet_Air-Dirt_Separator_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PM12580,"JET Range Mag side stream system hub 2""",JET Range,2055.47,"The magnetic JET Range Mag 2"" side stream system hub contains a magnetic dirt separator with integral filter basket, an automatic air vent, manual air venting point, a draining valve and a chemical dosing point. This hub can help improve the efficiency of industrial and commercial systems by removing damaging particles of corrosion and other debris, which can form during the day-to-day operation of a heating or cooling system.","Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> JET Range Mag side stream system hub 2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/80/NW-M12578_M12580_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/M12578_M12590_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Jet_Mag_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/M12578_M12590_JetRange_Datasheet.pdf,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/M12578_M12590_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JET_M12578-M12579-M12580_Technical.pdf,,,,,,,
65,P120068,Glow-worm system filter,Glow-worm,150.27,"Fitting horizontally onto pipework, the Glow-worm Power system filter is suitable for installation in tight spaces, discreetly fitting in close to a boiler's underside. Made of attractive, high-quality brass, this filter is designed to blend seamlessly with existing Glow-worm products.",Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> Glow-worm system filter,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/68/NW-120068_wm.jpg,,,,Power,N,0010035820,System Filter,N,Designed to be sited horizontally,Discreet fit saves space,Suitable for Boilers,Compact design,High quality brass body matches Glow-worm portfolio,Easily dismantled at the middle and magnet sheath removed,Faster removal of dirt,,,,,,,,,,,,,,,,,
66,PG40386,Liff Limebeater electrolytic filter compression fitting 15mm (1),Liff,41.72,"The Liff Limebeater 2 Compact from LIFF uses electrolytic principles, designed for easy installation into existing, or new installations. Due to its compact size, and high quality finish, the Limebeater is ideal for use in restricted spaces, and where the finished installation is visible for the user to see. This electrolytic inhibitor requires no chemicals, or power supply, and is both environmentally friendly, and maintenance free. The scale reducer works by changing the structure of the hardness salts, inducing coagulation, and providing benefits to a range of appliances and as a result, provides protection for the whole house against scale, providing a more efficient central heating system. A more efficient system allows for a warmer, longer life boiler system, allowing for lower fuel bills and less maintenance costs. As well as your heating system, the LimeBeater will help protect household, kitchen and bathroom appliances from limescale build up, such as kettles and showers.",Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> Liff Limebeater electrolytic filter compression fitting 15mm (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/87/NW-G40386_G40387_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Liff_Water_Treatment_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,P116200,"BoilerMag XL magnetic filter 1.1/2"" Black",BoilerMag,823.07,"The Boilermag XL 1 1/2"" magnetic filter helps to prevent the damaging build up of black sludge (also known as ferrous oxide) in heating systems. This sludge can reduce heating efficiency and lead to premature boiler, pump or valve failure.","Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> BoilerMag XL magnetic filter 1.1/2"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/00/NW-116200_wm.jpg,,,,Boilermag,N,BMXL/AAV,Magnetic filter,N,Black colour,Normally cleaning is only required during annual servicing,Suitable for Heating Systems,Ideal for medium-sized commercial and large residential properties,,,,,,,,,,,,,,,,,,6260.00000,,
68,P608155,Fernox TF1 filter with valves 28mm,Fernox,190.57,"A precision-engineered in-line system filter, the Fernox TF1 Sigma 28mm filter incorporates a sealed, lidless design for best ever reliability and strength. Suitable for positioning in multiple orientations up to 45° and for fitting on either horizontal or vertical pipework, this filter is ideal for use in restricted spaces. Easy to install, this composite plastic filter with valve connections uses hydronic particle separation (HPS) action to herd contaminants towards a powerful magnet assembly for safe and complete removal.",Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> Fernox TF1 filter with valves 28mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/55/NW-608154_608155_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Fernox_62417_Sigmafilter_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PM12590,JET Range Mag nitrile insulation jacket,JET Range,308.61,A JET Range Mag insulation jacket for use with a side stream system hub filter.,Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> JET Range Mag nitrile insulation jacket,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/90/NW-M12590_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/M12578_M12590_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/M12578_M12590_JetRange_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/M12578_M12590_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JET_M12578-M12579-M12580_Technical.pdf,,,,,,,,
70,P610115,Adey MagnaClean Professional3 Sense sense magnetic filter,Adey,190.78,"Monitoring the health of your central heating system, the Adey MagnaClean Professional3 Sense filter gives installers the ability to predict heating system breakdowns before they happen. A smart solution for protective and preventative heating system maintenance, this system incorporates Sense technology to detect dangerously high levels of magnetite before effects are seen. Using this smart filter can help to minimise costly and time consuming call-outs.",Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> Adey MagnaClean Professional3 Sense sense magnetic filter,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/15/NW-610115_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Adey_MagnaClean_Profe_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Adey_Domestic_Product_Range_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,P610480,SENTINEL NEW BUILD PK SOFT WATER,Sentinel,109.54,"Helping heating engineers to meet best practice, the Sentinel New Build Pack contains new system cleaner, inhibitor liquid and the Vortex250 22mm compact system filter. While new system cleaner provides thorough cleaning in systems under six months old, the inhibitor protects pipes and components from the damaging effects of limescale and corrosion. Fitted to a newly installed domestic heating system, the Vortex250 filter provides effective filtration of both magnetic and non-magnetic debris.",Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> SENTINEL NEW BUILD PK SOFT WATER,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/80/610480_wm.jpg,,,,,N,NBP-ELIMV250D-B-SW,Water Treatment Filters,N,All-in-one pack,Includes 1L X300 new system cleaner,Water Treatment best practice pack to clean and protect newly installed heating systems.,With 1L X100 inhibitor,Includes Vortex250 22mm ultra-compact system filter,Filter offers filtration of magnetic and non-magnetic debris,,,,,,,,,,,,,,,,,,
72,P608030,"Adey MagnaClean Commercial industrial filter 2""",Adey,2481.45,"Available in five sizes, the Adey MagnaClean Commercial industrial filter protects from the damage caused by system debris, offering suitability for all systems, from light commercial to heavy-duty industrial. This MagnaClean Commercial filter is supplied in a 2"" size.","Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> Adey MagnaClean Commercial industrial filter 2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/32/NW-608030_608032_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Adey_MagnaClean_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PG79820,Liff NDL2G deluxe filter with cartridge,Liff,111.85,"A Liff deluxe 10"" filter with carbon cartridge and automatic cut-off.",Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> Liff NDL2G deluxe filter with cartridge,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/98/20/NW-G79820_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Liff_WaterSoftner_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,P609279,Adey MagnaClean Atom filter,Adey,99.97,"This Adey MagnaClean Atom filter is designed to protect a central heating system against the potentially damaging effects of black iron oxide sludge. With an ultra-compact design, this filter can be installed in spaces previously unsuitable for a filter.",Heating/Water Treatment Products/Central Heating Filters/Central Heating Filters.csv -> Adey MagnaClean Atom filter,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/79/NW-609279_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Adey_Domestic_Product_Range_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Adey_MagnaCleanAtom_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
