,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Hazardous,Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Connection Size,Operator Type,Type,Colour,Connection Type,Material Type,Warranty,Material,Size,Range,Body Material,Grade,Diameter,Operating Temperature,Feature 7,Feature 8,Finish,Length (M),Pack Quantity,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Connection Type 1,Connection Type 2,Approvals,Equal / Unequal,End Connection A size,End Connection C size,Gender,Seat Material,Weight,Thickness,Single / Double,Thread Size,Standards,Number of Ports,Seal Material,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15
183,PC50633,"Tesla Gas Product closure plate 24 x 18"" Aluminium",Tesla,21.13,"Designed for gas fires, this Tesla 24 x 18"" closure plate is made of aluminium.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Tesla Gas Product closure plate 24 x 18"" Aluminium",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/34/NW-C50633_C50634_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Tesla_Product_Guide_2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PF82910,Midland Brass MDPE x copper stop cock 20 x 15mm,Midland Brass,11.98,"Made of brass, this Midland Brass stop cock is used to isolate the water supply to a property in case of emergency or for maintenance. It is fitted with 20 x 15mm threaded x compression connections.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Midland Brass MDPE x copper stop cock 20 x 15mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/12/NW-F82910_F82912_wm.jpg,,,N,MBFST-2015W,N,Brass construction,Metallic finish,12 month warranty,,,,20 x 15 mm,,Stopcock,,Threaded x Compression,,,,,,,CW617N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,P292040,"Midland Brass radiator blank plug 1/2""",Midland Brass,2.24,"Suitable for domestic hot water systems, this Midland Brass 1/2"" threaded brass radiator air vent has a chrome finish.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Midland Brass radiator blank plug 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/40/NW-292040_wm.jpg,,,N,BFRAVP-D,N,Brass construction,1 year warranty,,,,,1/2 inch,,Radiator Blank Plug,,Threaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,P505432,"Navigator MSL brass hexagon nipple 1/4""",Navigator MSL,1.21,"This Navigator MSL 1/4"" threaded barrel nipple is manufactured in tough brass.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Navigator MSL brass hexagon nipple 1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/32/505432_wm.jpg,,,N,CMBRHN-B,N,Brass construction,Self colour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,P255694,"Midland Brass hose union nut and tail 1/2""",Midland Brass,1.08,"Made of brass, this Midland Brass nut and tail offers a 1/2"" hose union connection and metallic finish.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Midland Brass hose union nut and tail 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/94/NW-255694_wm.jpg,,,N,CBFHUNT-D,N,,,,,,,1/2 inch,,Nut and Tail,,Hose Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,P236572,"Center Fibre Flexible Tap Connector Washer 3/4"" Pack of 50",Center,15.96,"These Center 3/4"" fibre washers in green and black are for use with flexible tap connectors.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Center Fibre Flexible Tap Connector Washer 3/4"" Pack of 50",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/72/236572_wm.jpg,,,N,PPWSFTC-E/50W,N,Pack of 50,Fibre construction,Green and black colour,For flexible tap connectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PK11486,Crane D138 check valve (BSP) PN25 32mm Bronze,Crane,334.47,"The Crane D138 PN25 32mm check valve has a 1 1/4"" BSP tapered female connection. This non-return valve is designed to ensure that liquid or gas fluid flows in only one direction, depending on flow and velocity to close automatically, preventing backflow.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Crane D138 check valve (BSP) PN25 32mm Bronze",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/86/NW-K11486_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Crane_KM-07296_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Crane_D138_Check_Valve_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Crane_J1483_Check_Valve_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
190,PK74206,Rubinetterie 24 spring check valve (BSP) 32mm Brass,Rubinetterie,20.2,"Designed to make sure that liquid or gas flows in just one direction, this 24 spring single check valve with 32mm BSP female connection recognises flow and velocity, closing automatically to prevent backflow. Suitable for a maximum pressure of 25 bar, this valve has a brass body and FKM seat.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Rubinetterie 24 spring check valve (BSP) 32mm Brass",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/11/NW-K74202_K74211_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Jet_Valve_Guide_2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,P516620,Polypipe Polyfit 15mm Brass Draincock,Polypipe,19.77,This Polypipe 15mm spigot drain cock is made of brass and used for draining water from a plumbing system.,"Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Polypipe Polyfit 15mm Brass Draincock",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/20/NW-516620_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Polypipe_Polyplumb-Polyfit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_Plumbing_Heating_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,P505451,"Navigator MSL brass hexagon bush 3/8"" x 1/4""",Navigator MSL,1.03,"Made of hardwearing brass, this Navigator MSL 3/8 x 1/4"" threaded hexagonal bush is suitable for use in hot or cold plumbing systems.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Navigator MSL brass hexagon bush 3/8"" x 1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/51/505451_wm.jpg,,,N,CMBRBUSH-CB,N,Suitable for use in hot and cold water,For use in domestic systems,Brass construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,P505419,"Navigator MSL brass hexagon bush 1/4"" x 1/8""",Navigator MSL,1.08,"Manufactured in robust brass, this Navigator MSL 1/4 x 1/8"" threaded hexagonal bush is suitable for use in both hot and cold plumbing systems.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Navigator MSL brass hexagon bush 1/4"" x 1/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/19/505419_wm.jpg,,,N,CMBRBUSH-BA,N,Suitable for use in hot and cold water,For use in domestic systems,Brass construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PK74293,JET Range 41 Type-A drain cock (BSP) 15mm Brass,JET Range,26.36,This JET Range 41 brass type A wrench operated drain cock includes a 15mm BSP tapered male end connection.,"Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> JET Range 41 Type-A drain cock (BSP) 15mm Brass",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/94/NW-K74293_K74294_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Jet_41-41C-41GM-41GMLS_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Jet_Valve_Guide_2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,P171009,"Masefield Beta high pressure seat ball valve (part1) 2"" Bronze (5)",Masefield,376.62,"This Masefield Beta 2"" high pressure seat ball valve is supplied with removable seats and brass backnuts. Brass float operated, this valve incorporates BSP connections.  A ball valve is a type of quarter-turn valve featuring a hollow, perforated ball that pivots to control the flow of a fluid. The valve is open when the ball's hole is in line with flow and closed when pivoted to 90°. The long lasting reliability of ball valves makes them popular in a wide range of settings.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Masefield Beta high pressure seat ball valve (part1) 2"" Bronze (5)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/09/NW-171007_171009_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Beta_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PK74385,"JET Range JET 10 1/2"" BSP Female BS 1010 Stopcock",JET Range,41.36,This JET Range JET 10 brass stop cock isolates the water supply to a property where required for maintenance or in an emergency. It is installed via a 15mm BSP connection.,"Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> JET Range JET 10 1/2"" BSP Female BS 1010 Stopcock",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/85/K74385_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/K74385_K74387_Technical Data Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Jet_Range_K74385-K74390_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PK74699,JET Range WCV-SP single plate check valve 65mm,JET Range,347.96,"This JET Range WCV-SP 65mm 16PN single plate check valve is designed to ensure that liquid or gas fluid flows in only one direction, depending on flow and velocity to close automatically, preventing backflow.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> JET Range WCV-SP single plate check valve 65mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/04/NW-K74698_K74704_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Jet_Valve_Guide_2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PK74391,JET Range JET 11 15mm CxC BS 1010 Stopcock,JET Range,21.36,This JET Range JET 11 brass stop cock isolates the water supply to a property where required for maintenance or in an emergency. It is installed using a 15mm compression connection.,"Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> JET Range JET 11 15mm CxC BS 1010 Stopcock",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/91/K74391_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Jet_Range_K74391-K74396_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_Range_K74391-K74396_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/K74391_K74393_Technical Data Sheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
199,PK74480,JET Range 38 swing check valve (BSP) PN20 40mm Bronze,JET Range,282.42,"Suitable for Group 1 and Group 2 liquids and Group 2 gases, the JET Range 38 PN20 40mm swing check valve prevents reverse flow in pipelines. With a robust bronze body and cap, this self-acting valve includes threaded BSP female connections.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> JET Range 38 swing check valve (BSP) PN20 40mm Bronze",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/81/NW-K74476_K74481_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Jet_JET38_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Jet_Valve_Guide_2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PK74479,JET Range 38 swing check valve (BSP) PN20 32mm Bronze,JET Range,175.81,"Suitable for Group 1 and Group 2 liquids and Group 2 gases, the JET Range 38 PN20 32mm swing check valve prevents reverse flow in pipelines. With a robust bronze body and cap, this self-acting valve includes threaded BSP female connections.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> JET Range 38 swing check valve (BSP) PN20 32mm Bronze",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/81/NW-K74476_K74481_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Jet_JET38_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Jet_Valve_Guide_2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PK74481,JET Range 38 swing check valve (BSP) PN20 50mm Bronze,JET Range,423.33,"Suitable for Group 1 and Group 2 liquids and Group 2 gases, the JET Range 38 PN20 50mm swing check valve prevents reverse flow in pipelines. With a robust bronze body and cap, this self-acting valve includes threaded BSP female connections.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> JET Range 38 swing check valve (BSP) PN20 50mm Bronze",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/81/NW-K74476_K74481_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Jet_JET38_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Jet_Valve_Guide_2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,P236573,"Center 1/2"" fibre washer 100pk",Center,8.37,"These Center 1/2"" fibre washers in red are suitable for use in hot and cold water systems.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Center 1/2"" fibre washer 100pk",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/73/236573_wm.jpg,,,N,PPWSTC-D/100W,N,Pack of 100,Fibre construction,Red colour,For end feed tap connections,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,P255697,"Midland Brass hose union bib tap 3/4""",Midland Brass,13.39,"This Midland Brass bibcock has a 3/4"" hose union x threaded connection. Lever-operated, it is made of brass with a metallic finish.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Midland Brass hose union bib tap 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/97/NW-255697_wm.jpg,,,N,CMBFHUB-E,N,,,,,,,3/4 inch,,Bibcock,,Hose Union x Threaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PK22943,Crane D220W wras dcpn16 dzr dbl check d220w 1.1/2 in,Crane,1817.5,"Made of DZR brass, this Crane D220W double check valve with 1 1/2"" threaded connection helps to prevent backflow and back siphonage contamination in domestic, public and commercial buildings. Suitable for use with wholesome (potable) water to 85°C, it has a shell pressure rating of PN16 with a maximum inlet/working pressure of 16 bar.  A check valve, sometimes called a non-return valve, is designed to ensure that liquid or gas fluid flows in only one direction, depending on flow and velocity to close automatically, preventing backflow.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Crane D220W wras dcpn16 dzr dbl check d220w 1.1/2 in",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/45/NW-K22942_K22945_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Crane_Wras_D220W_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Crane_Wras_D220W_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,P505413,"Navigator MSL brass flanged backnut 1 1/2""",Navigator MSL,7.09,"This Navigator MSL 1/2"" threaded flanged back nut is manufactured in tough brass.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Navigator MSL brass flanged backnut 1 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/13/505413_wm.jpg,,,N,CMBRBACKNUT-H,N,Brass construction,Self colour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PK74478,JET Range 38 swing check valve (BSP) PN20 25mm Bronze,JET Range,132.03,"Suitable for Group 1 and Group 2 liquids and Group 2 gases, the JET Range 38 PN20 25mm swing check valve prevents reverse flow in pipelines. With a robust bronze body and cap, this self-acting valve includes threaded BSP female connections.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> JET Range 38 swing check valve (BSP) PN20 25mm Bronze",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/81/NW-K74476_K74481_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Jet_JET38_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Jet_Valve_Guide_2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PN14022,"JET Range GT brass hose tail (BSPT) 1.1/2 x 1.1/2""",JET Range,17.47,"A JET Range GT 1 1/2 x 1 1/2"" hose tail made of brass with BSP tapered x hose union connections.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> JET Range GT brass hose tail (BSPT) 1.1/2 x 1.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/22/NW-N14020_N14022_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/N14010_N14024 Datasheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PK74209,Rubinetterie 24 spring check valve (BSP) 65mm Brass,Rubinetterie,91.66,"Designed to make sure that liquid or gas flows in just one direction, this 24 PN12 spring single check valve with 65mm BSP female connection recognises flow and velocity, closing automatically to prevent backflow. Suitable for a maximum pressure of 12 bar, this valve has a brass body and FKM seat.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Rubinetterie 24 spring check valve (BSP) 65mm Brass",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/11/NW-K74202_K74211_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Jet_Valve_Guide_2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,P414072,Center CB copper x copper compression wheel head gate valve 28mm Brass (1),Center CB,7.49,"This Center CB 28mm gate valve offers compression connections and wheelhead operation.  A gate valve, also known as a sluice valve, opens by lifting a barrier out of the path of a fluid. Gate valves normally require minimal space along the pipe axis and offer minimal flow restriction when fully open. A multi-turn valve, operation of a gate valve is carried out via a threaded stem, turning multiple times to change position.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Center CB copper x copper compression wheel head gate valve 28mm Brass (1)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/72/NW-414070_414072_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/414070_414071_414072_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,P171026,"Masefield Beta equilibrium ball valve (bsp) 3/4"" Gun Metal (5)",Masefield,180.86,"This lever-operated Masefield Beta 3/4"" equilibrium ball valve minimises issues caused by changing water pressures. With controlled closure, a high flow, full bore seat and hydraulically balanced closing action, this gunmetal ball valve offers a fast, quiet shut-off.  A ball valve is a type of quarter-turn valve featuring a hollow, perforated ball that pivots to control the flow of a fluid. The valve is open when the ball's hole is in line with flow and closed when pivoted to 90°. The long lasting reliability of ball valves makes them popular in a wide range of settings.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Masefield Beta equilibrium ball valve (bsp) 3/4"" Gun Metal (5)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/30/NW-171025_171030_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Beta_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,P255683,Midland Brass double check valve (DZR) 22mm (10),Midland Brass,7.3,"Made of DZR brass, this Midland Brass 22mm check valve is designed for spanner operation.  A check valve, sometimes called a non-return valve, is designed to ensure that liquid or gas fluid flows in only one direction, depending on flow and velocity to close automatically, preventing backflow.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Midland Brass double check valve (DZR) 22mm (10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/83/255683_wm.jpg,,,N,TBFDCV-22,N,DZR brass construction,22mm size,,,,,22 mm,,Check Valve,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
