,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Colour,Diameter,Range,Thickness,Warranty,Hazardous,Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Attachment 6,Attachment 7,Attachment 8,Attachment 9,Attachment 10,Attachment 11,Weight,Phase,Refrigerant Suitability,Depth (mm),Fuse Size (A),Pipe Size Diameter - Gas,Pipe Size Diameter - Liquid,Seasonal Efficiency Energy Label Heating,UK Total Cooling,Seasonal Efficiency Energy Label Cooling,Nominal Heating (kW),Max Sound Pressure,UK Sensible Cooling,Nominal Cooling (kW),Max Airflow (m/min),Min Air Flow (m/min),Min Sound Pressure,Max External Static Pressure,Duct Connection Diameter,Temp Exchange Efficiency,Min External Static Pressure,Pack Quantity,Hardness,Outer Diameter
291,P610062,Fujitsu AOEG14KETA 4KW Designer Wall Outdoor,Fujitsu,486.47,"Highly efficient, the Fujitsu Designer 4kW outdoor air conditioning unit operates using DC multi-inverter technology for excellent levels of convenience and reduced energy consumption. Wall-mounted, this smart unit has a compact design and operates extremely quietly, helping to reduce its impact on its surroundings.",Air Conditioning/Air Conditioning.csv -> Fujitsu AOEG14KETA 4KW Designer Wall Outdoor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/62/610062_wm.jpg,,,,,,,,,,,N,,AOEG14KETA,Split Outdoor unit,N,Highly efficient,Low ambient operation,Compatible with R32 refrigerant,Compact design,,,,,,,,,,,,,,,,3.1,1,R-32,290,10,.3/8,1/4,,,,,,,,,,,,,,,,,
292,P621357,Armaflex Evo technical insulation 2-1/8in OD x 3/4in WT - 2mtr,Armaflex,13.44,"Offering flexible and reliable condensation control, AF/ArmaFlex Evo technical pipe insulation has a closed-cell insulation material structure and built-in Microban antimicrobial protection. Supplied in a 2M coil, this insulation has very low thermal conductivity alongside high levels of resistance to water vapour transmission, helping to reduce energy losses during the long term while also minimising moisture ingress and reducing the risk of corrosion under insulation (CUI). Suitable for installation in public buildings and for use in process industries, AF Evo has inbuilt antimicrobial protection and high levels of fire performance make it a reliable choice for even the most challenging of situations. In addition to insulation, the AF/Armaflex range includes fire sleeves, pipe supports and adhesives for a comprehensive single-brand solution.",Air Conditioning/Air Conditioning.csv -> Armaflex Evo technical insulation 2-1/8in OD x 3/4in WT - 2mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/68/621324_621368_wm.jpg,,,,,,Black,54 mm,Evo,54mm,5 Years,N,Closed cell flexible elastomeric foam insulation,IAFEU19054000,Pipe Insulation,N,Black colour,Made using a closed cell material,Built-in water vapour barrier reduces corrosion under insulation (CUI) risk,Built-in Microban® antimicrobial protection for reduced risk of mould and bacteria growth,Low thermal conductivity value of 0.033 W/m K at 0°C),Highest system reliability if installed with ArmaFix pipe supports and ArmaFlex adhesives,FM approved,"Meets Euroclass B/BL-s2, d0",BRE Green Guide A rating,CE marked,Meets EN 14304,5 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,P610076,Fujitsu AOEH12KMCG 3.6KW Standard Wall Outdoor,Fujitsu,393.6,"A compact design suitable for a wide variety of settings, the Fujitsu Standard 3.6kW outdoor unit uses DC multi inverter technology for quieter running, reducing its impact on your surroundings. Meanwhile, this R32 compatible air con unit also reduces energy consumption, helping to improve efficiency without compromising on cooling comfort.",Air Conditioning/Air Conditioning.csv -> Fujitsu AOEH12KMCG 3.6KW Standard Wall Outdoor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/76/610076_wm.jpg,,,,,,,,,,,N,,AOEH12KMCG,Split Outdoor unit,N,Highly efficient,Low ambient operation,Compatible with R32 refrigerant,Compact design,,,,,,,,,,,,,,,,2.4,1,R-32,290,10,.3/8,1/4,,,,,,,,,,,,,,,,,
294,P616499,Fujitsu Standard AOYG09KVCA Outdoor Unit 2.6KW,Fujitsu,513.53,"Running on eco-friendly R32 refrigerant, the Fujitsu Standard Universal 2.6kW outdoor split has a seasonal efficiency rating of A+ for heating and A+++ rating for cooling, helping to minimise your environmental impact while enjoying an always comfortable indoor temperature.",Air Conditioning/Air Conditioning.csv -> Fujitsu Standard AOYG09KVCA Outdoor Unit 2.6KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/99/NW-616499_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Fujitsu_Air_Conditioning_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,P610077,Fujitsu AOEH14KMCG 4KW Standard Wall Outdoor,Fujitsu,491.39,"A compact design suitable for a wide variety of settings, the Fujitsu Standard 4kW outdoor unit uses DC multi inverter technology for quieter running, reducing its impact on your surroundings. Meanwhile, this R32 compatible air con unit also reduces energy consumption, helping to improve efficiency without compromising on cooling comfort.",Air Conditioning/Air Conditioning.csv -> Fujitsu AOEH14KMCG 4KW Standard Wall Outdoor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/77/610077_wm.jpg,,,,,,,,,,,N,,AOEH14KMCG,Split Outdoor unit,N,Highly efficient,Low ambient operation,Compatible with R32 refrigerant,Compact design,,,,,,,,,,,,,,,,3.1,1,R-32,290,15,.3/8,1/4,,,,,,,,,,,,,,,,,
296,P644229,"Lawton Tube ACR 45deg copper x copper elbow 2.1/8""",Lawton Tube,12.33,"Made of copper, this 2 1/8"" Lawton Tubes ACR 45° elbow includes compression ends and has a seamless, one-piece design for easier use and greater strength.","Air Conditioning/Air Conditioning.csv -> Lawton Tube ACR 45deg copper x copper elbow 2.1/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/31/NW-644221_644231_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_ACR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_ACR_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,P670285,"Lawton Tube straight copper tube (21SWG) 3/8"" x 6m",Lawton Tube,16.31,"Designed for refrigeration and air conditioning use, this Lawton Tube 3/8"" 21SWG straight tube, supplied in a 6M length, has been cleaned, nitrogen-purged and capped. The tube is covered with a seamless plastic coating for reliable protection from abrasion and aggressive materials.","Air Conditioning/Air Conditioning.csv -> Lawton Tube straight copper tube (21SWG) 3/8"" x 6m",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/87/NW-670285_670287_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Lawton_Tube_Technical_Guide_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Lawton_Tube_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,P644106,"Lawton Tube ACR female x copper reducing fitting 1.3/8 x 5/8""",Lawton Tube,4.11,"Made of copper, this 1 3/8 x 5/8"" Lawton Tubes ACR fitting reducer includes plain end x compression connections and has a seamless, one-piece design for easier use and greater strength.","Air Conditioning/Air Conditioning.csv -> Lawton Tube ACR female x copper reducing fitting 1.3/8 x 5/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/12/NW-644095_644112_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_ACR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_ACR_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,P685076,Fujitsu Heat Recovery Systems UTZBD100C Evr Heat Exchanger Unit,Fujitsu,1972.86,"Employing exhausted energy from cooling or heating, the Fujitsu UTZBD100C EVR energy recovery ventilation unit helps to minimise waste for more efficient operation. This heat exchanger unit has a counter-flow element, meaning that airflow stays in contact with the element for longer for better heat exchange compared to a cross-flow element. Slimline, compact and quiet, this unit offers easy and flexible installation.",Air Conditioning/Air Conditioning.csv -> Fujitsu Heat Recovery Systems UTZBD100C Evr Heat Exchanger Unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/76/NW-685076_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Fujitsu_Venti_Pro_Lineup_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Fujitsu_Ventilation_Lineup_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Fujitsu_Energy_Recov_Vent_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,P696856,Daikin FXAQ50A R410A Vrv Wall Mounted Unit,Daikin,682.88,"Suitable rooms of just about any shape or size, the Daikin VRV range of indoor air conditioning units with five discharge angles is user friendly, highly reliable and quiet in operation. Compliant with eco-design legislation, these units incorporate specially designed DC fans for excellent levels of energy efficiency.",Air Conditioning/Air Conditioning.csv -> Daikin FXAQ50A R410A Vrv Wall Mounted Unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/57/NW-696851_696857_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_m/an/Daikin_FXAQ15_4PEN494113_Operat_Man.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FXAQ-A_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_FXAQ-A_4PEN494115_1C_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_FXAQ-A_RoHS_Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,P621391,Armaflex Evo AC coil 7/8OD X 3/8WT (09022) 30M,Armaflex,42.36,"Offering flexible and reliable condensation control, AF/ArmaFlex Evo "" OD x 7/8"" WT pipe insulation is designed with a unique microcell structure for easy installation with no need for an additional vapour barrier. Supplied in a 15M coil, this insulation has very low thermal conductivity alongside high levels of resistance to water vapour transmission, helping to reduce energy losses during the long term while also minimising moisture ingress and reducing the risk of corrosion under insulation (CUI). Suitable for installation in public buildings and for use in process industries, AF Evo has inbuilt antimicrobial protection and high levels of fire performance make it a reliable choice for even the most challenging of situations. In addition to insulation, the AF/Armaflex range includes fire sleeves, pipe supports and adhesives for a comprehensive single-brand solution.",Air Conditioning/Air Conditioning.csv -> Armaflex Evo AC coil 7/8OD X 3/8WT (09022) 30M,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/99/621374_621399_wm.jpg,,,,,,Black,22 mm,Evo,22mm,5 Years,N,Closed cell flexible elastomeric foam insulation,IAFEU09022299,Pipe Insulation,N,Black colour,Made using a closed cell material,Built-in water vapour barrier reduces corrosion under insulation (CUI) risk,Built-in Microban® antimicrobial protection for reduced risk of mould and bacteria growth,Low thermal conductivity value of 0.033 W/m K at 0°C),Highest system reliability if installed with ArmaFix pipe supports and ArmaFlex adhesives,Self-seal tube format speeds up installation,FM approved,"Meets Euroclass B/BL-s2, d0",BRE Green Guide A rating,CE marked,Meets EN 14304,5 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,P644107,"Lawton Tube ACR female x copper reducing fitting 1.3/8 x 7/8""",Lawton Tube,4.05,"Made of copper, this 1 3/8 x 7/8"" Lawton Tubes ACR fitting reducer includes plain end x compression connections and has a seamless, one-piece design for easier use and greater strength.","Air Conditioning/Air Conditioning.csv -> Lawton Tube ACR female x copper reducing fitting 1.3/8 x 7/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/12/NW-644095_644112_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_ACR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_ACR_Fittings_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,P621331,Armaflex Evo technical insulation 3/4in OD x 3/8in WT - 2mtr,Armaflex,2.59,"Offering flexible and reliable condensation control, AF/ArmaFlex Evo technical pipe insulation has a closed-cell insulation material structure and built-in Microban antimicrobial protection. Supplied in a 2M coil, this insulation has very low thermal conductivity alongside high levels of resistance to water vapour transmission, helping to reduce energy losses during the long term while also minimising moisture ingress and reducing the risk of corrosion under insulation (CUI). Suitable for installation in public buildings and for use in process industries, AF Evo has inbuilt antimicrobial protection and high levels of fire performance make it a reliable choice for even the most challenging of situations. In addition to insulation, the AF/Armaflex range includes fire sleeves, pipe supports and adhesives for a comprehensive single-brand solution.",Air Conditioning/Air Conditioning.csv -> Armaflex Evo technical insulation 3/4in OD x 3/8in WT - 2mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/68/621324_621368_wm.jpg,,,,,,Black,20 mm,Evo,20 mm,5 Years,N,Closed cell flexible elastomeric foam insulation,IAFEU09020000,Pipe Insulation,N,Black colour,Made using a closed cell material,Built-in water vapour barrier reduces corrosion under insulation (CUI) risk,Built-in Microban® antimicrobial protection for reduced risk of mould and bacteria growth,Low thermal conductivity value of 0.033 W/m K at 0°C),Highest system reliability if installed with ArmaFix pipe supports and ArmaFlex adhesives,FM approved,"Meets Euroclass B/BL-s2, d0",BRE Green Guide A rating,CE marked,Meets EN 14304,5 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,P605845,Conex MaxiPro MPABPSOIL silicon oil bottle (1),Conex,23.36,A 100ml bottle of Conex Bänninger Maxipro silicone oil fitting lubricant for O-rings.,Air Conditioning/Air Conditioning.csv -> Conex MaxiPro MPABPSOIL silicon oil bottle (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/45/NW-605845_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/me/nt/Conex_MaxiPro_Guarantee_Statement.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ly/er/Conex_MaxiPro_Sales_Flyer.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/Conex_MaxiPro_32kN_Compatible_Chart.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/Conex_MaxiPro_19kN_Compatible_Chart.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Conex_MaxiPro_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/Conex_MaxiPro_Tube_Compatible_Chart.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Conex_MaxiPro_R_Compatibility_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,P697139,Daikin SkyAir FCAG125B Round Flow Cassette 12.5KW,Daikin,1016.87,"Improving efficiency and comfort, the Daikin SkyAir cassette incorporates 360° round flow technology and R-32 Bluevolution for a reduced environmental impact, helping it to acheieve an A+ seasonal efficiency rating for heating and A++ for cooling. Cleverly designed, this round flow casette uses up-to-the-minute technology to ensure balanced and comfortable flow, even in the most awkwardly shaped rooms.",Air Conditioning/Air Conditioning.csv -> Daikin SkyAir FCAG125B Round Flow Cassette 12.5KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/41/NW-697134_697141_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_FCAG-B_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_SkyAir_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_FCAG-B_Ref_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,P644098,"Lawton Tube ACR female x copper reducing fitting 7/8 x 3/8""",Lawton Tube,1.82,"Made of copper, this 7/8 x 3/8"" Lawton Tubes ACR fitting reducer includes plain end x compression connections and has a seamless, one-piece design for easier use and greater strength.","Air Conditioning/Air Conditioning.csv -> Lawton Tube ACR female x copper reducing fitting 7/8 x 3/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/12/NW-644095_644112_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_ACR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_ACR_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,P670286,"Lawton Tube straight copper tube (20SWG) 1/2"" x 6m",Lawton Tube,24.66,"Designed for refrigeration and air conditioning use, this Lawton Tube 1/2"" 20SWG straight tube, supplied in a 6M length, has been cleaned, nitrogen-purged and capped. The tube is covered with a seamless plastic coating for reliable protection from abrasion and aggressive materials.","Air Conditioning/Air Conditioning.csv -> Lawton Tube straight copper tube (20SWG) 1/2"" x 6m",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/87/NW-670285_670287_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Lawton_Tube_Technical_Guide_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Lawton_Tube_Brochure_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,P621359,Armaflex Evo technical insulation 3-1/8in OD x 3/4in WT - 2mtr,Armaflex,20.33,"Offering flexible and reliable condensation control, AF/ArmaFlex Evo technical pipe insulation has a closed-cell insulation material structure and built-in Microban antimicrobial protection. Supplied in a 2M coil, this insulation has very low thermal conductivity alongside high levels of resistance to water vapour transmission, helping to reduce energy losses during the long term while also minimising moisture ingress and reducing the risk of corrosion under insulation (CUI). Suitable for installation in public buildings and for use in process industries, AF Evo has inbuilt antimicrobial protection and high levels of fire performance make it a reliable choice for even the most challenging of situations. In addition to insulation, the AF/Armaflex range includes fire sleeves, pipe supports and adhesives for a comprehensive single-brand solution.",Air Conditioning/Air Conditioning.csv -> Armaflex Evo technical insulation 3-1/8in OD x 3/4in WT - 2mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/68/621324_621368_wm.jpg,,,,,,Black,80mm,Evo,80mm,5 Years,N,Closed cell flexible elastomeric foam insulation,IAFEU19080000,Pipe Insulation,N,Black colour,Made using a closed cell material,Built-in water vapour barrier reduces corrosion under insulation (CUI) risk,Built-in Microban® antimicrobial protection for reduced risk of mould and bacteria growth,Low thermal conductivity value of 0.033 W/m K at 0°C),Highest system reliability if installed with ArmaFix pipe supports and ArmaFlex adhesives,FM approved,"Meets Euroclass B/BL-s2, d0",BRE Green Guide A rating,CE marked,Meets EN 14304,5 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,P619141,Daikin Bluevolution FHA100A R32 Ceiling Suspended Unit 10KW,Daikin,1223.96,"Blending effortlessly into any interior, the Daikin Bluevolution ceiling suspended air conditioning unit provides comfortable air flow, even in wide rooms, harnessing the Coanda effect with a discharge angle of up to 100°. Sleekly designed, the Bluevolution's flaps close completely with no air intake grilles visible when the unit isn't in use.",Air Conditioning/Air Conditioning.csv -> Daikin Bluevolution FHA100A R32 Ceiling Suspended Unit 10KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/43/NW-619137_619143_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FHA_140AVEBFAT_Photo_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_FHA-A_4PEN469440-1G_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FHA35-140AVEB_Operat_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Daikin_FHA-A_RZASG-M_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/de/cl/Daikin_FHA-A_RoHS_Decl.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,P700036,Fujitsu Designer Series AOYG12KGCB R32 3.5KW Outdoor Unit,Fujitsu,501.23,"Part of the popular Design range, this Fujitsu Design Series AOYG12KGCB R32 outdoor air conditioning unit is fully compatible with Design series indoor units. Highly efficient, this 4.2kW unit offers both heating and cooling using R32 refrigerant.",Air Conditioning/Air Conditioning.csv -> Fujitsu Designer Series AOYG12KGCB R32 3.5KW Outdoor Unit,,Outdoor Unit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/36/700036_wm.jpg,,,,,,,,Designer Series,,3 Years (Standard),N,,AOYG12KGCB,R32 Refridgerant wall mounted,N,Compact design,For wall mounted installation,Compatible with the full Design range of indoor units,Single phase,Offers A+++ cooling energy efficiency,Offers A+ heating energy efficiency,3 year warranty,,,,,,,,,,,,,31 kg,Single Phase,R-32,290,10,9.52 mm,6.35 mm,A+,,A++,5.4,Cooling/Heating: 50/50 db(A),,4.2,1580 m³/h,,,,,,,,,
