,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Connection Type,Operating Temperature,Warranty,Hazardous,Approvals,Max Pressure,Material,Operating Pressure,Maximum Operating Temperature,Supplier Product Code,WEEE Compliant,Application,Capacity Litre,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Connection Size,Range,Maximum Velocity,Efficient Dirt Particle Removal Range,Size,Working Pressure,Type,Boiler Section,Colour,Pack Quantity,Depth (mm),Mains Connection Size and Type,System Connection Size and Type,Display Type,Drain Connection,Feature 12,Feature 13,Feature 14,Attachment 6,Attachment 7,Feature 15,Finish,Voltage (V),Output,Max Fill Pressure,Full Load Current A,Feature 16,Feature 17
87,P815265,"Altecnic Intermediate Vessels SX-18SMFO vessel, 3/4""m bsp, 270 x 42018ltr White",Altecnic,92.89,"Suitable for closed solar energy heating systems, this Altecnic 270 x 420mm 18L vessel with 3/4"" male BSP is a reliable sealed system expansion vessel helping to meet a range of necessary directives and standards.","Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Altecnic Intermediate Vessels SX-18SMFO vessel, 3/4""m bsp, 270 x 42018ltr White",,Vessel,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/65/815265_wm.jpg,3/4'',-10 - 100 Degrees,12 Months,N,N/A,10 Bar,Carbon Steel,10,130 °C Transient Peak,SX-VI0018,N,Solar,18 l,The vessels are fabricated by welding the various sections together,Which results in a very reliable structure,Suitable for internal pressures up to 10 bar,,,,,,,,,,,,,,,Intermediate Vessels,,,,,,,White,,,,,,,,,,,,,Powder Coated,,,,,,
88,P891012,Flamco Flexfiller 125D standard pressure set,Flamco,2228.65,"The compact, floor standing Flamco Flexfiller 125D digital pressurisation unit is a fully-integrated product for easy topping-up and filling. The Flexfiller includes an electronic pressure transducer and user-friendly, password-protected microprocessor with LED display providing a range of useful information including event logging and fault details.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Flamco Flexfiller 125D standard pressure set,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/12/891012_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Flamco_Flexfiller_125D_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Flamco_Product_Overview_2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Flamco_Flexfiller_125D_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Flamco_Flexfiller_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,P891010,Flamco Flexfiller Mini 130D mini pressure set,Flamco,1551.41,"Suitable for residential or small-scale commercial premises, the Flamco Flexfiller Mini 130D digital single pump pressurisation unit provides a minimum system pressure requirement to sealed heating systems with a 300L maximum expansion vessel or chilled systems with a 50L maximum expansion vessel. A compact, wall-mounted low flow rate top-up unit with 2L break tank, the Flexfiller Mini features an electronic pressure transducer and straightforward, easy to use, password-protected microprocessor that displays a whole range of useful information.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Flamco Flexfiller Mini 130D mini pressure set,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/10/891010_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Flamco_Product_Overview_2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Flamco_Flexfiller_Mini_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Flamco_Flexfiller_Mini_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Flamco_Flexfiller_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,P892764,FLAMCO VACUMAT ECO 600,Flamco,4574.68,"Offering accurate and reliable degassing, the Flamco Vacumat Eco is a pressure-temperature controlled degasser offering quicker results than comparable devices thanks to its larger, fully continuous capacity. This impressive performance limits the risk of damage and reduces faults and repairs while also extending the life of a system.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> FLAMCO VACUMAT ECO 600,,PU only,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/64/892764_wm.jpg,,,,N,N/A,,,,,17006,N,Air Removal for Heating and Chilled Systems,,Degasses up to 7x faster than comparable products,Offers 8x better energy efficiency via innovative technologies,Provides real-time insight into system performance,Automatic standby function for optimal energy saving,Control unit can be set to any level within a given range,Control unit menu available in 19x languages,"Compact, robust design",Pressure and level-controlled topping-up with wide range of available settings,,,,,,,,,,Vacumat Eco,,,,,BSP M,,,,670,Rp 1,Rp 1,,Rp 3 4,,,,,,,,1 - 230 V 50/60 Hz,0.75 kW,5.4,N/A,,
91,P609980,Adey Mini 130 digital pressurisation unit,Adey,711.49,"This Adey Mini 130 digital pressurisation unit is designed to maintain pressure in large domestic and small commercial sealed heating systems, chilled water systems, refrigeration units and industrial cooling systems up to 3 bar pressure and 6,000L capacity. Compact and easy to install, even for engineers working solo, this unit has a dry weight of just 3.6 or 4.2kg and requires a space envelope of only 0.017m. Containing minimal parts and zero wiring, the Adey Mini has a tough yet eay to remove cover, making servicing simple.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Adey Mini 130 digital pressurisation unit,,Digital pressurisation unit;APU;Front cover;Flexible hose;M6 screw;Wall mounting plate;Fill valve flow restrictor;Rubber hose sealing washer;Cable tie;Instruction book,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/81/NW-609980_609981_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/og/Adey_Pressurisation_Unit_Catalog.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Adey_Pressurisation_Unit_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,P537591,Altecnic Vertical PV12W potable expansion vessel 12ltr,Altecnic,144.36,"With an inbuilt bladder approved for in-water installation, the Altecnic Vertical 12L expansion vessel is suitable for use in hot and cold potable water applications. A vertical closed expansion vessel with MBSP connections, this 2L unit is compatible with most systems. A chamber designed to protect water heating systems from excess pressure, the expansion vessel is filled with air which acts as a cushion against system pressure surges.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Altecnic Vertical PV12W potable expansion vessel 12ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/91/NW-537591_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Altecnic_Vertical_Expan_Vessel_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Altecnic_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Altecnic_Plant_RoomSolution_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,P871100,Mikrofill 3 Pressurisation Unit Packaged with 250L Expansion Vessel,Mikrofill,1729.65,"An advanced direct-type pressurisation unit, the Mirkrofill 3 is supplied with a 250L expansion vessel offering suitability for use in any LPHW/CHW application. Connecting directly to the incoming mains/boosted water supply, unlike less efficient pump-type pressurisation units, Mikrofill 3 fills heating or chilled water systems without the aid of a pump. Consuming as little as 10W/hr on standby and 30W/hr when fully operational, this unit is highly efficient and offers reliable ease of use via a simple LCD display.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Mikrofill 3 Pressurisation Unit Packaged with 250L Expansion Vessel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/fi/ll/871093_871103_MIKROFILL_wm.jpg,,,2 years,N,,,,,,100250,N,,,Integral fluid risk category 4 backflow prevention,No RPZ valve required,Fills any LPHW/CHW system from empty,Connects directly to mains/boosted water supply,Wall mounted installation,Compact design for smaller plantrooms,97% more efficient than some pump-type units,Fill volume indicator aids water treatment calculation,Large colour LCD display for ease of operation,2 year warranty,,,,,,,,,,,,,Pressurisation Unit,,Blue,,112,15 mm compression,15 mm compression,LCD Matrix Display,3/4in BSP (via tundish),,,,,,,,,,,,,
94,P143780,Grundfos Mini Monopress MMP50802 pressurisation unit,Grundfos,1492.0,"A compact, wall-mounted unit, the Grundfos Mini Monopress pressurisation unit houses either one or two small pressurisation pumps and the associated control equipment for connection to small sized heating or cooling installation in large homes or small industrial or commercial premises. All the Mini Monopress's equipment is mounted in a single casing with a flush-mounted pressure gauge on the front for at-a-glance pressure information.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Grundfos Mini Monopress MMP50802 pressurisation unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/80/NW-143780_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_Mini_Monopress_Instruction.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,P537592,Altecnic Vertical PV18W potable expansion vessel 18ltr,Altecnic,176.87,"Resistant to ethylene and propylene glycol mixtures, the 18L capacity Altecnic Vertical PV-W expansion vessel offers low gas permeability. Made of robust carbon steel, the PV-W vessel has a long lasting epoxy finish and includes a replaceable bladder for ease of maintenance. PV-W is one in a broad range of vessels designed to offer flexibility of installation in almost any heating or cooling system.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Altecnic Vertical PV18W potable expansion vessel 18ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/93/537592_537593_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Altecnic_Expansion_Vessels_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Altecnic_VrtclExpansionVessels_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Altecnic_plumbing&heating_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,P422019,"Altecnic Minical air admittance valve 1/2""",Altecnic,16.77,"The Altecnic Minical 1/2"" automatic air vent removes air in heating and air conditioning systems with no need for hands-on adjustments. Reducing noise and improving the accuracy of control valves along with the performance of heating and cooling equipment, the Minical is designed to release air as the system is filled with water and automatically isolate, preventing both water loss and waste.","Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Altecnic Minical air admittance valve 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/19/422019_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Altecnic_Caleffi_HVAC_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Altecnic_plumbing&heating_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Altecnic_Minical_Air-Vent_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,P891126,Flamco Flexvent Top top automatic air vent,Flamco,49.06,"The compact Flamco Flexvent automatic air vent, with 1/2"" connection, offers highly efficient operation in heating and air conditioning to prevent corrosion and damage and reduce thermal transfer. Fitted at those locations where air commonly collects, the float-operated Flexvent simply opens an air release valve to remove excess air. Built in tough brass and suitable for glycol use, this hardwearing tool can improve the working life of your system and reduce the need for costly maintenance.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Flamco Flexvent Top top automatic air vent,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/26/891126_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/en/ts/Flamco_Flexvent_Vents.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Flamco_Flexvent-T_Airvent_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Flamco_Product_Overview_2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Flamco_Flexvent-S_Airvent_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,P179719,Grundfos PHD C PHD C160 combined pressure vacuum,Grundfos,11056.5,"Suitable for floor or wall-mounting, the Grundfos PHD C-Series vacuum degasser and top-up pressurisation system makes use of a multifunctional digital controller with intuitive interface. An advanced product, PHD C combines the pressure step principle with a side stream configuration to minimise impact on the main thermal system. With a real-time display, users can check the status of equipment, monitor system pressure and keep an eye on component health.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Grundfos PHD C PHD C160 combined pressure vacuum,,Vacuum degasser;Top-up pressurisation system,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/19/NW-179719_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Grundfos_Pressurisation_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,P488926,Advanced Water VAREM 634-147-0244  expansion vessel 24ltr,Advanced Water,116.21,"Suitable for use in domestic hot water systems, the Varem 12L Extravarem LC potable water expansion vessel with fixed membrane has a tough carbon steel body with white epoxy polyester paint finish and a reliable stainless steel flange. A chamber designed to protect water heating systems from excess pressure, the expansion vessel is filled with air which acts as a cushion against system pressure surges.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Advanced Water VAREM 634-147-0244  expansion vessel 24ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/26/488926_wm.jpg,Flange,-10 to 99,1 year,N,CE,8,Carbon Steel,3.5 - 8,99,6341470121,N,"Hot and Cold Potable Water Use, Heating, Boilers, Water Hammer Arrester, Pumps, Water Storage",12 l,Expansion vessel with fixed membrane for domestic hot water systems,,,,,,,,,,,,,,,,,VAREM,,,,,Expansion Vessel,Expansion Vessel,White,,,,,,,,,,,,,,,,,,,
100,P894080,Altecnic Robokit 109-5007 compact sealed system kit 18ltr,Altecnic,136.8,"Ideal for installation in an airing or kitchen cupboard, the Altecnic Robokit 18L sealed system kit has a low profile design and includes an assembly connector allowing for left or right-handed fitting to an existing system. Doing away with the need to fit, feed and vent a tank, this compact sealed system kit, complete with expansion vessel, pressure gauge, safety relief valve and filling loop, is a simple choice for domestic water heating.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Altecnic Robokit 109-5007 compact sealed system kit 18ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/80/894078_894080_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Altecnic_Robokit_Compact-SS_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Altecnic_Robokit_Compact-SS_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,P871196,Mikrofill MAX120024 Maxi Plus 2 pump pressurisation unit,Mikrofill,2127.45,"An improved design manufactured to meet the needs of both specifier and installer, the Mikrofill Maxi Plus microprocessor controlled twin pump pressurisation unit features up-to-the-minute microprocessor technology alongside the high quality components users of the original Maxi range know they can rely on. Updates include improved structural stability and protection, better than ever steadiness on uneven surfaces thanks to the Maxi's new feet and an updated door catch for reliable closing.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Mikrofill MAX120024 Maxi Plus 2 pump pressurisation unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/fi/ll/871172_871196_MIKROFILL_wm.jpg,,,2 year parts and labour warranty,N,,,,,,120024,N,,,Back panel offers additional structure,Feet improve stability,Includes improved door catch,With LCD graphic display,Up to date microprocessor technology,2 year warranty,,,,,,,,,,,,,,,,,Pressurisation Unit,,Blue,,440,,,LCD graphic display,20mm,,,,,,,,,,,,,
102,P871092,Mikrofill 3 Packaged 18L Expansion Vessel,Mikrofill,1380.6,"Extremely compact for ease of siting in a sealed system, the Mikrofill 3 18L packaged expansion vessel kit comprises an 18L, 3 bar expansion vessel, a quick-fit 1"" service valve and an advanced direct-type pressurisation unit. Capable of cold-fill pressurising a system up to 4.7 bar, the Mikrofill 3 offers suitability for a variety of LPHW and CHW tasks.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Mikrofill 3 Packaged 18L Expansion Vessel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/92/871092_wm.jpg,,Ambient air temperature 4 - 40CInlet water temperature 4 - 23C,4 Years,N,,,,,,100018,N,,,Fills and maintains LPHW/CHW system pressure,Up to 4.7 bar cold fill pressure,Category 4 backflow prevention,Tundish drain connection,15mm compression mains connection,With LCD display,Compression vessel compliant with pressure equipment directive (PED) 97/23/EC,4 year warranty,,,,,,,,,,,,,,,Pressurisation system,,Blue / Light Grey,,Control Unit 112Expansion Vessel 308,15 mm compression,Cold water inlet 15mm compressionCold water outlet 15mm compressionExpansion vessel connection 3/4M,LCD colour matrix display,Via tundish3/4 BSP,,,,,,,,,,,,,
103,P871094,Mikrofill Mikropro 35 Pressurisation set with 35litre vessel and service valve,Mikrofill,1389.38,"The Mikrofill 35 pressurisation set, supplied with 35L vessel and service valve, is a compact sealed system package built around the Mikrofill 3 advanced direct-type pressurisation unit. Capable of cold fill pressurisation up to 4.7 bar, this expansion vessel with 3/4"" quick-fit service valve meets the requirements of a variety of LPHW and CHW applications.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Mikrofill Mikropro 35 Pressurisation set with 35litre vessel and service valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/94/871094_wm.jpg,,4-40 degrees,4 Years,N,,,,,,100035,N,,,Duty and duty standby options,With 35L vessel,Service valve included,Robust construction,Digital control system with graphic display,4 year warranty,,,,,,,,,,,,,,,,,Pressurisation system,,Blue/Grey,,Control Unit - 112expansion vessel 376,15 mm compression,cold water inlet 15mm compressioncold water outlet 15mm compressionexpansion vessel connection 3/4inch M,LCD colour matrix display,Via tundish3/4 BSP,,,,,,,,,,,,,
104,P891000,Flamco Airfix P UK 24 P-potable vessel 24ltr,Flamco,72.42,"Suitable for domestic or commercial use, this 24L Flamco Airfix P potable water expansion vessel with MBSP connections can be used in sealed chilled and hot water systems. A chamber designed to protect water heating systems from excess pressure, the expansion vessel is filled with air which acts as a cushion against system pressure surges.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Flamco Airfix P UK 24 P-potable vessel 24ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/00/NW-891000_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/891000_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Flamco_Hydronic_Solutions_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Flamco_Expansion_Vessels_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Flamco_Airfix_P_DE_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,P891024,Flamco Flexfiller 250D floor standing twin pump pressurisation unit,Flamco,2866.95,"The compact, floor standing Flamco Flexfiller 250D digital pressurisation unit is a fully-integrated product for easy topping-up and filling. The Flexfiller includes an electronic pressure transducer and user-friendly, password-protected microprocessor with LED display providing a range of useful information including event logging and fault details.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Flamco Flexfiller 250D floor standing twin pump pressurisation unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/24/891024_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Flamco_Flexfiller_125D_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Flamco_Product_Overview_2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Flamco_Flexfiller_250D_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Flamco_Flexfiller_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,P163851,Wilo Comfort Pressurisation Unit,Wilo,1920.44,"This Wilo Comfort twin pump pressurisation unit (duty/standby) is for heating or chilled water systems up to and including 3.5, 6.0 and 8.0 bar cold fill pressures. Fitted with an 18L polypropylene break tank, this unit has a C/W type AB air gap, WRAS approved equilibrium ball float valve, a low water float switch and strainers for pump protection. Each pump is fitted with a non-return valve and quick release couplings for ease of maintenance while a pressure transducer monitors system pressure, feeding a 0 - 10V signal to the controller.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Wilo Comfort Pressurisation Unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/51/NW-163851_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Wilo_Pressurisation_Units_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wilo_REACH_Regulation_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,P871099,Mikrofill 3 packaged unit with expansion vessel 200L,Mikrofill,1662.38,"This packaged kit includes the Mirkrofill 3 and a 200L expansion vessel. The Mikrofill 3 is the most advanced “direct type” pressurisation unit available, suitable for LPHW/CHW applications of any size. Unlike “pump type” pressurisation units the Mikrofill 3 is designed to be connected directly to a buildings incoming mains/boosted water supply and fill a heating or chilled water system without the use of a pump. The Mikrofill 3 is the most energy efficient unit of its kind consuming as little as 10 watts/hr on standby and 30 watts/hr fully operational.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Mikrofill 3 packaged unit with expansion vessel 200L,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/fi/ll/871093_871103_MIKROFILL_wm.jpg,,,2 years,N,,,,,,100200,N,,,Offers integral fluid risk category 4 backflow prevention,Requires no RPZ valve,For filling any LPHW/CHW system from empty,Connects directly to mains/boosted water supply,Wall mounted installation,Compact design of 270 mm high x 250 mm wide,Consumes just 10W per hour on standby,Consumes 30W per hour while fully operational,Offers 97% better efficiency compared to some pump-type units,Fill volume indicator for water treatment calculation,Large colour screen display for ease of operation,,,,,,,,,,,,Pressurisation Unit,,Blue,,112,15 mm compression,15 mm compression,LCD Matrix Display,3/4in BSP (via tundish),2 year warranty,,,,,,,,,,,,
