,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Range,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Colour,Thickness,Waste Supplied,Bowl Type,Bowl Shape,Fitting / Mounting Type,Main Bowl Size,Material,Number of Tap Holes,Second Bowl Size,Depth (mm),Attachment 4,Attachment 5,Flush Type,Warranty,Overflow Type,Air Pipe Supplied,Inlet Position,Flush Mechanism,Fittings Included,Projection Depth,Diameter,Pack Quantity,Sector,Attachment 6,Attachment 7,Attachment 8,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Feature 20,Feature 21,Flow Rate,Min System Pressure Cold (Bar),Pressure (Low / Med / High),Spout Type,Handle Type,Position,Pre-Drilled Waste Hole,Pre-Drilled Overflow,Anti Slip Surface,Grips or Handles,Shape,Capacity Litre,Style,Weight,Mounting Type,Application
100,PB45280,Nabis Pride bath pack White,Nabis,367.46,"This Nabis Pride bath pack includes a Pride basin and toilet and Bardot acrylic bath, ensuring a seamless bathroom finish. The Pride range is coolly contemporary, ideal for creating aight and airy feel to your bathroom.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Nabis Pride bath pack White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/80/NW-B45280_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Wolseley_Care_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PB62103,Ideal Standard Contour 21+ O-line basin tap hole mixer rim mounted one hole,Ideal Standard,524.87,"Designed for one tap hole basins, this Ideal Standard Contour 21+ thermostatic basin mixer has single lever sequential operation to draw both hot and cold water for each use. Fitted with 15mm copper tails and a Laminar flow regulator with anti-vandal housing, this mixer tap also offers a 2LPM eco spray outlet.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Ideal Standard Contour 21+ O-line basin tap hole mixer rim mounted one hole,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/03/NW-B62103_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Contour_21+_A6790AA_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/IS_Monobloc_BasinTap_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PB79339,Twyford Option basin 1th 550mm,Twyford,35.19,"Suitable for mounting on a Twyford full or semi-pedestal, this Twyford Option 550mm single taphole basin, manufactured in robust vitreous china, is designed to be fitted using the Twyford TI1967XX installation kit.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Twyford Option basin 1th 550mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/B79339_Primary_Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/B79339_Dimensions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PB97324,"Ideal Standard Contour 21 basin excluding tap holes, overflow and chain 50cm",Ideal Standard,199.04,"Ideal for use in healthcare facilities, the Ideal Standard Contour 21 500mm back outlet washbasin is made of tough vitreous china. Especially designed for use with ducted services this washbasin includes a back outlet for concealment of the waste pipe and fixings.","Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Ideal Standard Contour 21 basin excluding tap holes, overflow and chain 50cm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/24/NW-B97324_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B97324_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PB97328,Ideal Standard Contour 21 no tap hole basin without overflow and chain 600mm White,Ideal Standard,253.63,"The LB H M/L hospital pattern Ideal Standard Contour 21 600mm back outlet washbasin is made of tough vitreous china and is designed for connection to concealed services. This handwash basin has concealed fixings, no tap holes, no overflow, no chain hole and no plug to ensure the highest possible levels of hygiene.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Ideal Standard Contour 21 no tap hole basin without overflow and chain 600mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/28/NW-B97328_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B97328_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PB32171,Twyford Belfast sink 475 x 390 x 215mm White,Twyford,271.77,"Easy to clean and highly resistant to stains and damage, the Twyford Belfast rectangular kitchen sink is made from fine fireclay with a glazed white finish for a classic, timeless look.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Twyford Belfast sink 475 x 390 x 215mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/71/NW-B32171_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B32171_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PB97339,Ideal Standard Portman 21 1 right tap hole basin without overflow and chain 400mm,Ideal Standard,90.32,"This Ideal Standard Portman 21 400mm washbasin is made of tough vitreous china material with a vandal-resistant design for a longer life. This hardwearing, modern washbasin has a single right hand tap hole and has been designed for wall-mounted installation.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Ideal Standard Portman 21 1 right tap hole basin without overflow and chain 400mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/39/NW-B97339_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Armitage_Shank_WB_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B97339_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PC93140,AKW Digipump digital pump (m17),AKW,745.72,"The easy to install, quiet AKW Digipump waste water pump provides reliably high performance and compatibility with AKW pumped wastes and trays. The innovative design ensures that a new wet room or disabled shower enclosure can be installed in a range of environments, regardless of drainage constraints, pulling water to a higher point enabling drainage, even in unusual shower designs or trays.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> AKW Digipump digital pump (m17),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/40/NW-C93140_wm.jpg,,,,Digipump,N,25450,Digital Pump,N,Quiet in operation,"Compact, pump and controller enclosed in one unit",Easy to install,Efficient debris clearing,Pump head uses 4 valves for improved debris cleaning,Pump head can be rotated to allow flow in either direction,Internal T5A fuse,Installs directly into Luda shower,"Compatible with Tuff Form, Braddan, Mullen, Keppel and Multi Spec trays",Suitable for install in zone 1 or zone 2 of shower room,7 year warranty,,,,,,,,,,,,,,176,,,,,,,,,,,,,Healthcare;Assisted Living;,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PB00022,Twyford Sola Spectrum Washbasin fitting kit,Twyford,44.05,"The Twyford Total Install® system enables bathrooms to be fitted through an array of ingenious factory-fitted professional fittings. A quick and easy high-quality finish, can be achieved using fewer tools. The bracket for the washbasin can be adjusted for easy post-installation tiling without removal. What’s Included: •1 x Outlet Boss •1 x Hanger Bracket •1 x Waste Grate •1 x Seal •2 x Hook Bolts •2 x M8 Bolts •6 x M8 Nuts •4 x 21mm Washers •2 x 25mm Washers •2 x 32mm Washers •2 x Studs •2 x M8-M6 Adaptors •8 x Expanding Fittings",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Twyford Sola Spectrum Washbasin fitting kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/B00022_Primary_Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Twyford_ForLifeBathrooms_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Twyford_Healthcare_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PJ92384,Armitage Shanks Armitage dee sink 160 x 60 Polished Stainless Steel,Armitage Shanks,1852.59,"Wall-mounted, this Armitage Shanks Dee 160 x 60mm polished stainless steel commercial plain top sink includes a hopper and earthing terminal. Offering ease of installation, this sink can be left or right-handed and simply screws to the wall for reliably robust fitting.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Armitage Shanks Armitage dee sink 160 x 60 Polished Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/84/J92384_wm.jpg,,,,Armitage,N,S3335MY,Commercial Sink,N,Disposal unit assembly,For left or right-handed fitting,Screw to wall installation,Stainless steel construction,Rectangular shape,Without tap holes,,,,,,,,,Stainless Steel,50mm,No,Stainlesss Steel,Rectangular,Wall mounted,530 x 380,Stainlesss Steel,0,(Diameter) 325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PB00019,Twyford Sola basin pack centres 280mm,Twyford,38.96,This Twyford Sola total install bracket kit is for the installation of Sola 500 and 600 basins.,Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Twyford Sola basin pack centres 280mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/19/NW-B00019_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Twyford_Sola_600_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Twyford_Commercial_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PE01574,Dolphin horizontal nappy changing unit,Dolphin,348.07,"Offering safe, secure use in public and commercial bathrooms, this Dolphin horizontal baby changing table is designed for a comfortable nappy changing position and easy cleaning thanks to its stainless steel build and antibacterial polyethylene liner. Opening and closing smoothly using a pneumatic mechanism, this nappy changing unit is supplied with safety straps and a buckle as well as all fittings for ease of installation.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Dolphin horizontal nappy changing unit,,Safety labels;Instructions;Mounting hardware;Integrated liner dispenser;Safety straps;Buckle,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/74/NW-E01574_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/E01574_Declaration_Performance.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/E01574_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/E01574_LD_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/de/ls/E01574_BIM_Models.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/E01574_Instruction.pdf,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/mi/ty/E01574_Declaration_Conformity.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/E01574_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/E01574_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,
112,PC96155,Ideal Standard kirn shower panel with push button self-closing on/off valve,Ideal Standard,1376.36,"Pre-plumbed for quicker, easier installation, the Ideal Standard Kirn shower panel is fitted with a push button self-closing on/off valve for reduced water waste and ease of operation. Ideal for use in high usage bathrooms in schools, leisure centres, prisons and similar institutions, this shower panel offers simplified interior access for future maintenance.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Ideal Standard kirn shower panel with push button self-closing on/off valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_j/pg/C96155.jpg_wm.jpg,,,,,N,S1304MY,Shower Panel,N,Pre-plumber for ease of installation,Stainless steel construction,Push button operated,Self-closing,For wall mounting,,,,,,,,,,Stainless Steel,Manufactured from 1.2mm (back plate is 1.5mm) 1.4301 (304) stainless steel sheet.,No,N/A,N/A,Wall mounted,N/A,Stainless Steel,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PE01580,Dolphin horizontal dispenser Stainless Steel,Dolphin,35.6,"This space saving, bulk fill Dolphin rectangular soap dispenser is designed for horizontal surface mounting and has a robust stainless steel construction.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Dolphin horizontal dispenser Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/80/NW-E01580_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Dolphin_BC_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/de/ls/E01580_BIM_Models.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Dolphin_Soap_Dispenser_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/E01580_Line_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PD04889,Ideal Standard ProSys WC mechanical frame 1100mm,Ideal Standard,211.85,"Suitable for front actuation of a cistern, this Ideal Standard ProSys 1150mm mechanical wall-hung WC frame is part of a full range of fittings for the high quality installation of a concealed toilet. Easy to fit and providing good access for maintenance, this frame includes a delay fill valve to help save on water.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Ideal Standard ProSys WC mechanical frame 1100mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/89/NW-D04889_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D04889_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PB32042,Twyford cleaners sink legs and stay,Twyford,71.08,"Designed for cleaners' sinks, this pair of Twyford tubular steel legs has a plastic-coated finish and cast iron painted bearers. The bearers are screwed to a wall and legs to the floor for reliable rigidity while adjustable feet create steadiness on uneven flooring.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Twyford cleaners sink legs and stay,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/42/NW-B32042_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Twyford_GeneralFittingsFireclay_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PD08964,Twyford N/A janitorial unit,Twyford,2098.07,"Built to withstand tough use, this Twyford janitorial sink unit is made of stainless steel. It includes a basin with two bowls measuring 406 x 260mm and 406 x 430mm along with a monobloc mixer tap. Suitable for freestanding use or for wall-mounted installation, the unit is supplied with a four leg set, joggle strip and grid.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Twyford N/A janitorial unit,,4x leg set,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/64/NW-D08964_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Twyford_Janitorial_Unit_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D08964_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PG73254,FIFE 1800 URINAL CONC SPARGE LH WSTE T/E,Pland,596.44,"This Pland Fife trough urinal pack is supplied with plastic cistern and stainless steel sparge flushing pipe. The sparge is located below an integral valance and 2"" domed plastic urinal waste.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> FIFE 1800 URINAL CONC SPARGE LH WSTE T/E,,Trough urinal;Plastic cistern;Stainless steel sparge flushing pipe,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/56/NW-G73251_G73256_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Pland_File_1511197415_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PD06401,"Saracen 1000-WPC urinal bowl with twist-lock valve and fixings plus long life cartridge and waste 1.1/2""",Saracen,329.9,"The waterless WhiffAway urinal is suitable for use on installations with open or closed piping situated below the urinal bowl. Made of white vitreous china, this wall-mounted bowl urinal is suitable for use in a variety of settings.","Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Saracen 1000-WPC urinal bowl with twist-lock valve and fixings plus long life cartridge and waste 1.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/01/NW-D06401_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/D06401_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/WA_D06401_Waterfree_Urinal_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PJ23568,Armitage Shanks Contour 21+ doc M ambulant back to wall rails White,Armitage Shanks,554.87,"Doc M Ambulant care WC pack with Contour 21+ rimless back to wall WC, floor fixing kit, Conceala cistern with lever, grab rails, seat no cover with retaining buffers and white plastic clothes hook.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Armitage Shanks Contour 21+ doc M ambulant back to wall rails White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ai/ls/Doc_Rails_wm.jpg,,,,Contour 21,N,S0681AC,Ambulant Back to Wall Rails,N,Equipment for ambulatory accessible WC compartments for walking impaired people. The WCs are DEFRA water technology listed,Options for white/blue seats & rails,"Optional Stainless Steel rails with grey seat:Finishes: White, Blue, Stainless Steel, Charcoal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PD45011,Roca Foro undercounter basin 410mm White,Roca,134.99,"Made of white vitreous china, the Roca Foro 410mm under countertop basin has a smart modern design and easy to clean finish. Supplied with a fixing kit, this basin provides simple installation.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Roca Foro undercounter basin 410mm White,,Under countertop;Fixing kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/11/NW-D45011_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Roca_Care_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Roca_Discovery_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D45011_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Roca_Basins_Generic_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PD95314,Ideal Standard urinal pack 50cm,Ideal Standard,277.16,"This Ideal Standard urinal pack includes the Sanura urinal bowl along with domed waste, hangers and spreader. Elegantly designed, this complete urinal set is part of a range designed to maximise floor space.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Ideal Standard urinal pack 50cm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/14/NW-D95314_wm.jpg,,,,,N,D95314 PK,Urinal Pack,N,600mm short projection toilet pan,White vitreous china,Premium high gloss glaze finish,All fixings included,Meets the requirement of EN 997-CL1-6A,Space saving,Easy to clean and maintain,"1.5"" domed waste",Includes hangers and top inlet spreader,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PB97341,Ideal Standard Portman 21 2 tap hole basin with overflow and chain 400mm,Ideal Standard,90.32,"This Ideal Standard Portman 21 400mm washbasin is made of tough vitreous china material with a vandal-resistant design for a longer life. This hardwearing, modern washbasin includes two tap holes and is designed for wall-mounted installation.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Ideal Standard Portman 21 2 tap hole basin with overflow and chain 400mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/41/NW-B97341_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Armitage_Shank_WB_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B97341_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/__/__/.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PB79367,Twyford Avalon DOC-M hinged rail Blue,Twyford,65.92,"Ideal for domestic bathrooms, hotels, healthcare facilities and public bathrooms, the Twyford Avalon Doc M 805 x 100 x 200mm hinged rail with integrated toilet roll holder helps to make the use of bathroom facilities simpler, providing support for those who require it, aiding comfort and independence. The hinged mechanism makes this rail suitable for smaller bathrooms, folding back against the wall when not in use. Supplied complete with fixings for concealed installation, this rail is made of robust aluminium with a blue powder-coated finish.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Twyford Avalon DOC-M hinged rail Blue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/67/B79367_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Twyford_ForLifeBathrooms_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/B79367_Tech_Sheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
