,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Fuel Type,Weight,Energy Rating,Hazardous,Depth (mm),Energy Efficiency Class,Mounting Type,Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Flow Rate,Warranty,Water Heating Energy Efficiency Class,Output,Boiler Bundles,Dry Weight (kg),Efficiency (SAP 2009),Type,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Dimensions mm (H x W x D),Range,Part Gas Council number,By Model Number,Application,Length (M),Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Boiler Section,Pack Quantity,Flue Type,Flue Diameter,Flue Length,Flue Size,Gender,Material,Size,Connection Type 1,Feature 20,Feature 21,Feature 22,Boiler Range
81,P116731,Grant Vortex Pro External 46-70KW Heat Only,Grant,3334.36,"Making installation simple, the Grant Vortex Pro External 46 - 70kW heat only boiler includes a factory-fitted multi-directional flue and built-in frost protection for efficient and reliable running, even in cold outdoor areas. The boiler's high quality external powder-coated casing keeps it safe from knocks and scrapes and a mains isolating switch, test switch and condensate state are included for ease of fitting. Highly efficient, the oil fired Pro External is compatible with a separately available sealed system kit and can be converted to run on a range of biofuels.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Grant Vortex Pro External 46-70KW Heat Only,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/31/116731_wm.jpg,,,,,,,,Oil,288kg,A,N,1239,A,Floor Standing,VTXOM46/70,N,Offers excellent space heating efficiencies,Compatible sealed system kits available,"Factory-fitted multi-directional flue for quick, flexible installation",High quality powder-coated casing,Built-in frost protection for all weather conditions,Operates quietly,With Grant Vortex stainless steel heat exchanger,Biofuel compatible depending on type of biofuel and % blend,,,,,,,,,ErP A rated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,P107182,Ideal Spares horizontal flue kit 80/125mm,Ideal,147.0,"This Evomax wall flue kit for Evomax boilers is based around a 80/125 C-type concentric flue. Adapter, screws, locking collars and elbow are supplied.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of gas and oil spare parts from leading manufacturers, so you can fix it, first time.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Ideal Spares horizontal flue kit 80/125mm,,EVO FLUE - HORZ FLUE KIT DIA 80/125MM,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/82/NW-107182_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Evomax_Condensing_Prdt_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Evomax_30_150_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,P191037,Bosch Compress 7000 WP 85 23 condensing boiler,Bosch,2978.25,"The Condens 7000 WP is a high output condensing boiler suitable for: large domestic properties, multi-family housing, and commercial installations. It can also be used in combination with high output heat pumps to create a flexible hybrid solution. The boiler runs on natural gas as standard and can take up to 20% hydrogen blends. The boiler can be used with LPG when combined with our conversion kit.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Bosch Compress 7000 WP 85 23 condensing boiler,,Boiler,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/37/191037_wm.jpg,,,,,,,,Natural Gas,80.2 Kg,N/A,N,550,,Wall Hung,7736702196,N,High output system,"Compact, lightweight design",Ideal for use where access to a plant room is limited or in reduced ceiling height,Offers fast installation,Improved access for servicing and maintenance,"Suitable for large domestic properties, multi-family housing and commercial use",Suitable for use with high output heat pumps,Suitable for up to 20% hydrogen blends,,5 Years,,85 kW,,,97.8,High Efficiency Boilers,Compatible with LPG using conversion kit,Can be cascaded in banks of up to 6x boilers per bank for up to 597.0kW per bank,Control strategies provide cascade and sequencing for up to 16x boilers at a time for up to 1.59MW,Modulates output to match heat demand for improved efficiency,In cascades modulation is from lowest output of smallest boiler to total load,,Compress 7000 WP,,,,,Modulation ration for 50 - 100 models is 1:5,5 year warranty,,,,,,,,,,,,,,,,,,
84,P120042,Ideal Imax Xtra 2 boiler 120 boiler 120kw,Ideal,6549.0,"Suitable for natural gas or for LPG with the use of a conversion kit, the Ideal Imax Xtra 2 120kW boiler helps to futureproof your heating. Designed for floor-standing installation, this condensing boiler can be tucked away beneath a worktop or fitted into a convenient corner.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Ideal Imax Xtra 2 boiler 120 boiler 120kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/46/120042_120046_wm.jpg,,,,,,,,Natural Gas / LPG (requires converstion kit),160.5 kg,N/A,N,835,,Floor Standing,225465,N,Robust cast aluminium silicon,alloy heat exchanger,In-built commissioning and,fault diagnostics,Volt free contacts and BMS,operation standard,Meets Building Regulations,(Part L2),N/A,5 Years,,120 kW,N/A,,N/A,Condensing Boiler,Compact size - small,footprint,High 5:1 turndown,Up to 107.5% net efficiency,(fully condensing),,Imax Xtra 2 boiler,,,,,Fits through standard,doorways,Conventional or room sealed,flue options,Direct weather compensation,option,,,,,,,,,,,NOx <lt/>40mg/kWh (Class 5),for maximum BREEAM,points,
85,P114644,Worcester Bosch Greenstar 8000 Style GR8700iW 35 S NG system boiler 35kW White,Worcester Bosch,1717.0,"The Worcester Bosch Greenstar 8000 Style GR8700iW 35 SB NG system boiler is built with customer and installer feedback in mind, making it even more user-friendly than its predecessor, the popular Greenstar Cdi Classic. With quieter operation, hassle-free installation, commissioning and servicing, intuitive touchscreen operation and compatibility with Worcester Bosch's state-of-the-art Intelligent Filling System, this attractively designed, ErP A-rated combi is a winning addition to any contemporary home.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Worcester Bosch Greenstar 8000 Style GR8700iW 35 S NG system boiler 35kW White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/45/114644_114645_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/114644_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Greenstar_8000_LifeStyle_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/114644_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar8000Style_System_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/uc/tn/WB_Greenstar8000StyleSstm_Instructn.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,P127035,Vaillant air/flue external duct 60/100 4000mm,Vaillant,200.53,This Vaillant flue 100mm x 4M flue duct extension if suitable for Vaillant 600/100 PP horizontal wall terminals.,Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Vaillant air/flue external duct 60/100 4000mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/35/NW-127035_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_Boiler_Range_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,P117724,Vaillant ecoTEC plus 80 wall hung boiler without pump 80kw,Vaillant,3542.56,"Designed for cascade installations, the flexible Vaillant ecoTEC plus 80 commercial boiler can form part of a cascade of up to 960kW. Wall-hung for neat installation in any configuration, this 100kW state-of-the-art unit includes a premium stainless steel heat exchanger and two-stage frost protection for reliable ongoing use and the highest possible levels of efficiency, resulting in an ErP A rating. For a truly bespoke heating system a range of compatible accessories can be used along with the ecoTEC plus.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Vaillant ecoTEC plus 80 wall hung boiler without pump 80kw,,Boilerhanging bracketisolation valves,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/26/117724_117726_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Vaillant_ecoTEC_plus_Cmmrcl_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/tn/Vaillant_ecoTEC_plus_Cmmrcl_Instrctn.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Vaillant_ecoTECplus_Commercial_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Vaillant_Cmmrcl_System_Boiler_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PS12437,Potterton Sirius three 150 wall hung boiler 150kW,Potterton,5925.0,"The efficient, compact and lightweight Potterton Sirius three 150 wall-hung condensing boiler is an ideal choice as a standalone or as part of a cascade system. With its wide modulation ratio of 9:1 and inbuilt weather compensation, this 150kW unit enjoys reduced on/off cycling to improve efficiency all Years round. The Sirius three 150 is easy to use thanks to a clear descriptive display and simple advanced programming functions, putting comfort control into the owner's hands.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Potterton Sirius three 150 wall hung boiler 150kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/37/S12436_S12437_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Potterton_SS_Boiler_Range_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Potterton_Sirius_three_WH_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Potterton_Sirius3_WH_130-150_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PS13787,Remeha Quinta Ace 45 high efficiency condensing wall hung boiler,Remeha,3354.0,"The fully modulating Remeha Quinta Ace 45 boiler provides high levels of efficiency and reduces the homeowner's environmental impact, giving it an ErP A rating and a Class 6 NOx rating. Simple to install and intuitive to use, this compact and quiet 45kW boiler can be connected to LPG or natural gas and is suitable for use in sealed and open vented systems for added flexibility, whether fitting as part of a brand new installation or as a retrofit.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Remeha Quinta Ace 45 high efficiency condensing wall hung boiler,,Boiler only,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/87/S13786_S13787_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/S13787_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/S13787_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Remeha_Quinta_Ace_Erp.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Remeha_Quinta_Ace_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Remeha_Quinta_Ace_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PS12439,Potterton Sirius three FS 70 floor standing boiler 70kW,Potterton,4226.0,"Suitable for a wide range of projects of different sizes requiring up to 440kW, the Potterton Sirius Three 70 floor standing condensing boiler is extremely compact and easy to fit. With modulation ratios of up to 9:8, a reliable stainless steel heat exchanger and the lowest NOx rating available, the Sirius Three is ErP A-rated for energy efficiency and offers a gross seasonal efficiency of up to 97.5%. This boiler can be installed as part of a cascade system.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Potterton Sirius three FS 70 floor standing boiler 70kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/41/S12438_S12441_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Potterton_SS_Boiler_Range_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Potterton_Sirius3_FS_50-110_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Potterton_Sirius_three_FS_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PS12433,Potterton Sirius three 70 wall hung boiler 70kW,Potterton,3415.0,"The highly efficient Potterton Sirius three 70 wall-hung condensing boiler achieves an ErP A rating thanks in large part to its impressive 9:1 modulating ratio which is designed to reduce on/off cycling, improving boiler longevity. This 70kW output unit also offers the lowest possible NOx rating inbuilt weather compensation and easy to use advanced programming functions alongside a simple descriptive display. Compact and lightweight, the Sirius three 70 makes installation easy in almost any position.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Potterton Sirius three 70 wall hung boiler 70kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/33/S12431_S12433_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Potterton_SS_Boiler_Range_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Potterton_Sirius3_WH_50-70_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Potterton_Sirius_three_WH_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,P120043,Ideal Imax Xtra 2 boiler 160 boiler 160kw,Ideal,7328.0,"Suitable for natural gas or for LPG with the use of a conversion kit, the Ideal Imax Xtra 2 160kW boiler helps to futureproof your heating. Designed for floor-standing installation, this condensing boiler can be tucked away beneath a worktop or fitted into a convenient corner.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Ideal Imax Xtra 2 boiler 160 boiler 160kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/46/120042_120046_wm.jpg,,,,,,,,Natural Gas / LPG (requires converstion kit),182kg,N/A,N,835,,Floor Standing,225466,N,Robust cast aluminium silicon,alloy heat exchanger,In-built commissioning and,fault diagnostics,Volt free contacts and BMS,operation standard,Meets Building Regulations,(Part L2),N/A,5 Years,,160 kW,N/A,,N/A,Condensing Boiler,Compact size - small,footprint,High 5:1 turndown,Up to 107.5% net efficiency,(fully condensing),,Imax Xtra 2 boiler,,,,,Fits through standard,doorways,Conventional or room sealed,flue options,Direct weather compensation,option,,,,,,,,,,,NOx <lt/>40mg/kWh (Class 5),for maximum BREEAM,points,
93,PS13791,Remeha Quinta Ace 115 high efficiency condensing wall hung boiler,Remeha,4934.0,"The fully modulating Remeha Quinta Ace 115 boiler is suitable for use in sealed and open-vented systems and can be connected up to LPG or natural gas. The Quinta Ace has a host of great features for high levels of efficiency and a reduced environmental impact, earning it an ErP A rating and a low Class 6 NOx rating. Easy to install and simple to use, this 115kW boiler is compact, lightweight and quiet in operation for convenient installation in any location, whether as a retrofit or brand new install.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Remeha Quinta Ace 115 high efficiency condensing wall hung boiler,,Boiler only,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/91/S13789_S13791_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Remeha_Quinta_Ace_Erp.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Remeha_Quinta_Ace_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Remeha_Quinta_Ace_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/S13791_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,P191038,Bosch Compress 7000 WP condens 100 23,Bosch,3474.15,"The Condens 7000 WP is a high output condensing boiler suitable for: large domestic properties, multi-family housing, and commercial installations. It can also be used in combination with high output heat pumps to create a flexible hybrid solution. The boiler runs on natural gas as standard and can take up to 20% hydrogen blends. The boiler can be used with LPG when combined with our conversion kit.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Bosch Compress 7000 WP condens 100 23,,Boiler,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/38/191038_wm.jpg,,,,,,,,Natural Gas,80.2 Kg,A,N,550,,Wall Hung,7736702197,N,High output,Suitable for use in commercial and large domestic use,Suitable for use with high output heat pumps for hybrid solution,Compatible with 20% hydrogen blends,Suitable for LPG operation using conversion kit,"Compact, modular design for ease of installation",Ideal for installation where space is restricted,Lightweight for faster fitting,,5 Years (Boiler Only),,100 kW,,,98.1,Single Boiler Pack,Modulates to match the heat demand,Improved access for servicing and maintenance,Modulation reduces fuel consumption and improves seasonal efficiency,Can be used in a multi-boiler cascade system where space is restricted,Can be cascaded in banks of up to 6 boilers for up to 597.0kW per bank,,Compress 7000 WP,,,,,Control strategies provide cascade and sequencing for up to 16 boilers for up to 1.59MW,"In cascades, modulation is from lowest output of smallest boiler up to total load",1:5 modulation ration for 50 - 100 models,5 year warranty on boiler only,,,,,,,,,,,,,,,,
95,P117726,Vaillant ecoTEC plus 120 wall hung boiler excluding pump,Vaillant,4472.07,"Designed for cascade installations, the flexible Vaillant ecoTEC plus 120 commercial boiler can form part of a cascade of up to 960kW. Wall-hung for neat installation in any configuration, this 100kW state-of-the-art unit includes a premium stainless steel heat exchanger and two-stage frost protection for reliable ongoing use and the highest possible levels of efficiency, resulting in an ErP A rating. For a truly bespoke heating system a range of compatible accessories can be used along with the ecoTEC plus.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Vaillant ecoTEC plus 120 wall hung boiler excluding pump,,Boilerhanging bracketisolation valves,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/26/117724_117726_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Vaillant_ecoTEC_plus_Cmmrcl_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/tn/Vaillant_ecoTEC_plus_Cmmrcl_Instrctn.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Vaillant_ecoTECplus_Commercial_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Vaillant_Cmmrcl_System_Boiler_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PS12440,Potterton Sirius three FS 90 floor standing boiler 90kW,Potterton,5128.0,"The Potterton Sirius Three 90 floor standing condensing boiler is suitable for a whole range of projects of varying sizes requiring up to 440kW or 1WM as part of a cascade system. This unit offers modulation ratios of up to 9:8, has a reliable stainless steel heat exchanger and boasts the lowest NOx rating available. It's also ErP A-rated for energy efficiency and offers a gross seasonal efficiency of up to 97.5%. Extremely compact and fitted with castors for easy roll-in, this boiler makes installation straightforward.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Potterton Sirius three FS 90 floor standing boiler 90kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/41/S12438_S12441_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Potterton_SS_Boiler_Range_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Potterton_Sirius3_FS_50-110_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Potterton_Sirius_three_FS_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,P123641,Ideal Spares Pack-D high efficiency flue extension,Ideal,51.06,"An Ideal 100 x 950mm flue extension kit pack D in white, suitable for Logic, Logic+, Vogue GEN2, Classic HE and Mexico HE boilers. A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Ideal Spares Pack-D high efficiency flue extension,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/41/NW-123641_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ideal_HE-Heat_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PS12597,Potterton Paramount Five 115 wall hung boiler 115kW,Potterton,5111.0,"Compact and lightweight for easy installation, the Potterton Five 115 boiler features high quality parts, including a precision-built one-piece aluminium/silicon alloy heat exchanger and incorporated weather sensor, for reliability, high levels of efficiency and reduced maintenance requirements. This 115kW output boiler has an ErP A rating, Class 5 NOx emissions and a modulating ratio of 6:1 and can also be powered by solar or other supplementary heat for additional eco credentials.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Potterton Paramount Five 115 wall hung boiler 115kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/97/S12591_S12597_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/_2/Potterton_Paramount_Five_Technical_2.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Potterton_Paramount_Five_Erp.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Potterton_Alum_Boilers_Range_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/_1/Potterton_Paramount_Five_Technical_1.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Potterton_Paramount_Five_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
