,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Range,Hazardous,Boiler Section,Supplier Product Code,Type,WEEE Compliant,Attachment 1,Attachment 2,Attachment 3,Flow Rate,Warranty,Depth (mm),Enclosure Class,Standards,Feature 1,Dimensions mm (H x W x D),Part Gas Council number,By Model Number,Application,Connection Size,Connection Type,Max Pressure,Minimum Operating Temperature,Maximum Operating Temperature,Feature 2,Feature 3,Attachment 4,Fuel Type,Feature 4,Feature 5,Dimensions (L x W x D),Model For Use With,Boiler Range,Connection,Thread Standard,Material,Thread Size,Weight,Operating Temperature,Feature 6,Feature 7,Phase,Output,Litres,Capacity Litre,Attachment 5,Attachment 6,Pack Quantity,For Use With,Feature 8,Feature 9,Voltage (V),Frequency,Pressure Rating
165,P466145,Satronic universal wiring base,Satronic,52.86,"This Satronic S98 wiring base includes terminals 1 - 9, A, B, C and two spare terminals S1 and S2. It is compatible with TF, MMI, MMG, DKO, DKW, DKG and DMG.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Satronic universal wiring base,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/45/NW-466145_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/466145_Satronic_Data Sheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,P419409,Satronic photocell bracket,Satronic,0.93,A Satronic photocell bracket for MZ770.,Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Satronic photocell bracket,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/09/NW-419409_wm.jpg,,N,,65320085,Photocell Bracket,N,,,,,,,,,Black,x  x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,P470153,Zip SP90081 internal thermostat kit assembly,Zip,150.03,This Zip internal thermostat assembly kit is for use in 1.5 to 25L Econoboil and Hydroboil models.,Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Zip SP90081 internal thermostat kit assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/53/470153_wm.jpg,,N,,90081,Thermostat,N,,,,,,,,,Suitable for Zip Hydroboil HS001 to HS040,,,"HS001 TO HS040,HS503 TO HS505,HS202 TO HS208,HS302 TO HS308",,,,,,,Suitable for Hydroboil Plus HS202 to HS208 and HS302-HS308,Also compatible with Econoboil models HS503 to HS506,,Electric,,,,,,,,,,186.00000,,,,,,,,,,,,,,,,
168,P606720,Grant Uflex pump/mixer,Grant,350.83,"Part of the Uflex range, this Grant Uflex pump/mixer is designed for easy installation in new underfloor heating systems. Highly efficient, the Uflex range is ideal for low temperature heating systems.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Grant Uflex pump/mixer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/20/606720_wm.jpg,Uflex,N,,UFLEX109,Pump Mixer,N,,,,,,,,,For use with the Grant UFH Uflex range,,,,,,,,,,"Suitable for new build, extensions and renovation projects",Effective and efficient design,,,Installer friendly,Ideal for low temperate heating systems,,,,,,,,,,,,,,,,,,,,,,,,
169,PM09933,JET Range Jet Stainless Steel Dosing Pot stainless steel dosing pot 11ltr,JET Range,330.55,"Suitable for use in closed systems, this Jet Range 11L dosing pot is for adding water treatments and other chemicals without the hassle of shutting down all or part of a system. Constructed in high quality, fatigue-resistant stainless steel, this dosing pot comes with loose components allowing you to connect it in the best orientation for the system.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> JET Range Jet Stainless Steel Dosing Pot stainless steel dosing pot 11ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_9/35/M09931_935_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/M09931_35_Jet_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PD69053,Zip Hydroboil AQ4 blending valve and check valves,Zip,212.46,"This Zip thermostatic blending valve complete with check valves maintains a constant hot water temperature in unvented water heaters, preventing scalding incidents.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Zip Hydroboil AQ4 blending valve and check valves,,Thermostatic blending valve;Check valve,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/53/D69053_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/ZP1223_DL_Digital_Brochure_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_DL spreads_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,P419415,Satronic 9 pin universal wiring base,Satronic,16.55,"This Satronic S98 wiring base includes terminals 1 - 9, A, B, C and two spare terminals S1 and S2. It is compatible with TF, MMI, MMG, DKO, DKW, DKG and DMG.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Satronic 9 pin universal wiring base,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/15/NW-419415_wm.jpg,,N,,65320101,Wiring Base,N,,,,,,,,,9 Pin,x  x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,P493555,Advanced Water 780-475-0001 pressure temperature relief valve,Advanced Water,68.49,"Helping to safely relieve over-pressure and protect from overheating, this Zip Water temperature and pressure relief valve is compatible with AP3 30 to 100L water heaters.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Advanced Water 780-475-0001 pressure temperature relief valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/55/493555_wm.jpg,,N,Gas Assembly,780-475-0001,Relief Valve,N,,,,,,,,,Suitable for installation in Zip Aquapoint 3 and Varipoint 3 appliances,,,,,,,,,,Pressure/temperature relief valve only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,P138860,Andrews Classicflo horizontal flue kit,Andrews,427.0,An Andrews 80mm horizontal flue kit for use with CLASSICflo Fan Flued.,Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Andrews Classicflo horizontal flue kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/52/138852_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Andrews_Water_Heaters_Spec_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,P262986,Myson Floortec microboard straight board for pipe 12mm 1200 x 600mm,Myson,51.76,"Ideal for retrofit and equally suitable for new builds where space is at a premium, this Myson Floortec Microboard straight board offers easy installation of 12mm underfloor heating pipes over an existing floor. Just 18mm in depth, this board makes underfloor heating possible with no need for the costly disruption of excavation.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Myson Floortec microboard straight board for pipe 12mm 1200 x 600mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/86/262986_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_UnderfloorHeating_Introduction.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,P100631,Wilo mounting feet kit DN32-DN50,Wilo,146.0,"Made of KTL-coated 513 material, this Wilo F 3-12 60mm mounting bracket set with fixings is designed for the installation of inline and monobloc pumps onto a base. Comprised of several brackets, this set is intended for screwed connection with screw-on bases or pump feet. Three angles ensure secure fastening of the pump to the foundation.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Wilo mounting feet kit DN32-DN50,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/32/NW-100631_100632_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Wilo_Mounting_Bracket_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,P173640,Grundfos flexibles 50mm Stainless Steel,Grundfos,422.73,"Made of stainless steel, this Grundfos JBP20BS screwed pump connector consists of a grade 321 convoluted hose with grade 304 outer protective braid fitted with fixed grade 316 BSPT male end connections. This Stourflex connector reduces the noise and vibration created by pumps and reciprocating machinery.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Grundfos flexibles 50mm Stainless Steel,,Connector;Convoluted hose (grade 321);Outer protective braid (grade 304),https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/40/173640_wm.jpg,,N,,97522730,Connector,N,,,,,,300,,,300°C maximum working temperature,,,,,,,,,,16 bar maximum working pressure,Do not use at both maximum working temperature and pressure,,,Maximum test pressure equal to 1.5x working pressure/1.5x flange rating,"Compatible with chilled water, LTHW, MTHW and steam",,,,,,,,3.28807,,,,,,,,,,,,,,,,
177,P412286,Andrews Z139 thermostat control board (not 32/143),Andrews,858.57,"This Andrews PCB is compatible with 54/440, 62/341, 65/173, 81/264 and 54/418 models. The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Andrews Z139 thermostat control board (not 32/143),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/86/NW-412286_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Andrews_Hiflo-WH_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,P493496,Advanced Water 512-468-0001 pressure relief valve,Advanced Water,53.36,"This Range O-ring type 6 bar pressure relief valve is designed for Range Tribune HE (Caleffi control gear) cylinders.  A pressure relief valve is designed to safely relieve over pressure.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Advanced Water 512-468-0001 pressure relief valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/96/493496_wm.jpg,,N,Gas Assembly,512-468-0001,Relief Valve,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,P518001,JG Underfloor Speedfit rail 15mm x 2mtr,JG Underfloor,4.83,"For fast installation of 15mm pipe in underfloor heating, use this JG Underfloor Speedfit mounting rail. This 2M length of rail is pre-scored every 100mm for fast, easy and accurate cutting to fit your space.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> JG Underfloor Speedfit rail 15mm x 2mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/01/518001_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG_Speedfit_PushFit_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/JG_Speedfit_UHF_Brochure_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/JG_Speedfit_Aura_UFH_Installation.pdf,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Speedfit_PushFit_Brochure.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Speedfit_UnderFloorHeating_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Speedfit_UFHeating_installation.pdf,,,,,,,
180,P729549,Ideal Spares burner hood seal,Ideal,41.23,An Ideal burner hood seal for Ideal Xtra F 80 - 560 commercial boilers.,Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Ideal Spares burner hood seal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/49/NW-729549_wm.jpg,Spares,N,,174412,Burner Hood Seal,N,,,,,,,,,"Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",14.4L X 21.7W X 4H,n/a,"Xtra F 280,Xtra F 160,Xtra F 480,Xtra F 240,Xtra F 560,Xtra F 120,Xtra F 80,Xtra F 320,Xtra F 200,Xtra F 400",Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,P419422,Exocet kerosene lubricity additive 500ml,Exocet,14.0,"This Exocet kerosene lubricity additive with 1:5000 treatment ratio is formulated for use where kerosene is used in place of gas oil or diesel in stationary engines or burners, but can also be used in domestic and commercial heating systems to protect fuel pumps from wear. Compensating for low sulphur kerosene's natural lack of lubricity, this additive minimises wear rates and maximises equipment life. It is recommended for use in heating systems experiencing fuel pump failures or seizures and in agricultural grain dryers.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Exocet kerosene lubricity additive 500ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/22/NW-419422_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/419422_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,P193156,Hotun HiFlo SF HHBSF15-32 SF dry trap tundish 15x32mm Black,Hotun,26.73,"The Hotun HHBSF15-32 dry trap tundish is designed to supply safe discharge from a relief valve and to keep waste pipe odours from entering a building. Built for full compliance with water and building regulations, the SF range connects relief valve discharge to a foul waste or soil pipe, with one-way flow of water along with regulation required back-flow contamination and back-siphonage protection. This prevents cross-contamination of wholesome water. This dry trap tundish is approved for use as an air break to drain in commercial and domestic systems.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Hotun HiFlo SF HHBSF15-32 SF dry trap tundish 15x32mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/56/NW-193156_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Hotun_SF_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Hotun_SF_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Hotun_SF_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PM09934,JET Range Jet Stainless Steel Dosing Pot stainless steel dosing pot 18ltr,JET Range,406.66,"Suitable for use in closed systems, this Jet Range 18L dosing pot is for adding water treatments and other chemicals without the hassle of shutting down all or part of a system. Constructed in high quality, fatigue-resistant stainless steel, this dosing pot comes with loose components allowing you to connect it in the best orientation for the system.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> JET Range Jet Stainless Steel Dosing Pot stainless steel dosing pot 18ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_9/35/M09931_935_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/M09931_35_Jet_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PM70324,JET Range PFCU phenolic block 15CU x 25 x 100mm,JET Range,7.08,This 25mm Jet phenolic block insulation for 15CU pipes provides excellent thermal insulation while offering reliable resistance against fire and moisture.,Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> JET Range PFCU phenolic block 15CU x 25 x 100mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/24/NW-M70322_M70324_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Exco_Industries_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_Phenolic_Block_Matrix_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PM09932,JET Range Jet Stainless Steel Dosing Pot stainless steel dosing pot 6ltr,JET Range,295.75,"Suitable for use in closed systems, this Jet Range 6L dosing pot is for adding water treatments and other chemicals without the hassle of shutting down all or part of a system. Constructed in high quality, fatigue-resistant stainless steel, this dosing pot comes with loose components allowing you to connect it in the best orientation for the system.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> JET Range Jet Stainless Steel Dosing Pot stainless steel dosing pot 6ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_9/35/M09931_935_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/M09931_35_Jet_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,P138136,Andrews Potterton 100/150 vertical flue terminal kit,Andrews,254.0,A Potterton 100/150mm vertical wall terminal kit with adaptor for Paramount Five units.,Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Andrews Potterton 100/150 vertical flue terminal kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/36/138136_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Baxi_Potterton_two_Product_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Baxi_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,P706134,Andrews gas control valve White,Andrews,453.98,"A genuine Andrews spare, this gas control valve, in white, is compatible with Andrews 24/39, 32/40, 40/61, 63/62 and 84/87. The gas valve is employed in the distribution of gas. When gas is required in the burner the printed circuit board (PCB) sends a signal to the gas valve, which opens to allow gas to flow into the burner or the pilot assembly (depending on the model of the appliance).",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Andrews gas control valve White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/34/NW-706134_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Andrews_Hiflo-WH_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,P700571,Trianco PCB (211559),Trianco,340.72,"This Trianco replacement printed circuit board is designed for use with Aztec Classic boilers.  The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Trianco PCB (211559),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/71/NW-700571_wm.jpg,,N,,211559,Printed Circuit Board,N,,,,,,,,,For use with Aztec Classic boilers,x  x,,,,,,,,,Printed circuit board only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,P468703,Advanced Water PremierPlus 218-632-0006 premier control valve,Advanced Water,208.28,"A control valve suitable for Heatrae Sadia's PremierPlus range.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Advanced Water PremierPlus 218-632-0006 premier control valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/03/468703_wm.jpg,PremierPlus,N,Gas Assembly,218-632-0006,Control Valve,N,,,,,,,,,,,,,,,,,,,,,,,,,,,PremierPlus,,,,,,,,,,,,,,,,"100i, 120i, 150i, 170i, 210i, 250i, 250i 6kW, 300i, 300i 6kW, 100d, 120d, 150d, 170d, 210d, 250d, 250d 9Kw, 300d, 300d 9kW",,,,,
190,P771734,Potterton burner bar,Potterton,265.92,This Potterton 8801618 replacement burner bar is compatible with selected past production Derwent boilers.,Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Potterton burner bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/34/NW-771734_wm.jpg,,N,,COMN9020400,Burner Bar,N,,,,,,,,,,x  x,,"Derwent Compact Plus - Ceased Production 2013,Derwent Prestige Plus - Ceased Production 2013,Derwent Prestige - Ceased Production 2004,Derwent Compact Plus Condensing - Ceased Production 2008",CommercialIndustrial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,P481304,Broag eco gas service kit (310),Broag,252.24,This Broag S100198 eco gas service kit is designed for use with Remeha (Baxi) commercial boilers.,Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Broag eco gas service kit (310),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/04/NW-481304_wm.jpg,,N,,S100198,Gas Service Kit,N,,,,,1 year,,,,,x  x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,P473092,Valor oxypilot,Valor,108.22,A Valor 540979 replacement oxypilot.,Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Valor oxypilot,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/92/NW-473092_wm.jpg,,N,,X-0540979,Oxypilot,N,,,,,,,,,"Compatible with Anthem BR660, Ultimate BR517R and Ultimate BR517S",x  x,393945,"Exquisite Model 756,Coalflame Model Br 627,Azure Model 639,Co,Limousin Model Br 627,Superflame Turbochim Model Br 517R,BGC2 Model Br658,BGC1 Model Br657,Elegant Model 622,Bolero Model Br 626,Blenheim Powerflue Model 660,Adorn Model Br 622,Adorn Model 622",,,,,,,"Compatible with Quantum BR644VA, British Gas BR657 and Cosyflame Hearthmaster",Compatible with Dream 641 and Intimate 639,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,P144342,"Grundfos G2 union set BSP 1.1/4""",Grundfos,15.73,"Made of cast iron, this Grundfos Union set with G2/Rp 1 1/4"" pipework connection offers a PN10 pressure rating and compatibility with a wide range of light commercial circulator pumps.","Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Grundfos G2 union set BSP 1.1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/42/NW-144342_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Grundfos_Alpha2_CircularPump_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_Alpha2_L_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_Alpha2_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
