,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Connection Type,Diameter,Range,Weight,Hazardous,Approvals,Equal / Unequal,End Connection A size,End Connection C size,Material,Size,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Colour,Wall Thickness (mm),Pack Quantity,Connection Type 1,End Connection B size,Operating Temperature,Gender,Feature 10,Material Type,Warranty,Grade,Connection Type 2,Angle
896,PM27202,"Continental CPE-270 malleable socket 2"" Black",Continental,14.21,"Fitted with parallel threaded connections, this CPE 2"" socket is a malleable iron pipe fitting designed for reliable use in medium and low pressure pipelines.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Malleable Fittings/Carbon Steel Malleable Fittings.csv -> Continental CPE-270 malleable socket 2"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_2/03/M27198_203_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ge/Product Data Sheet - Malleable Range.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,PM27218,"Continental CPE-280 malleable hex nipple 1-1/4"" Galvanised",Continental,9.74,"Fitted with male threaded connections, this CPE 1 1/4"" hex and eight squares nipple is a malleable iron pipe fitting designed for reliable use in medium and low pressure pipelines.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Malleable Fittings/Carbon Steel Malleable Fittings.csv -> Continental CPE-280 malleable hex nipple 1-1/4"" Galvanised",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_2/21/M27216_221_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ge/Product Data Sheet - Malleable Range.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,PM12484,"Crane 161G galvanised malleable square tee 1/2""",Crane,3.68,"This Crane 161 tee is made of malleable iron with 1/2 x 1/2 x 1/2"" BSP tapered connections. This fitting is suitable for use in sprinkler systems, chilled or heating water, natural gas, compressed air, hot water and steam and fuel transfer.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Malleable Fittings/Carbon Steel Malleable Fittings.csv -> Crane 161G galvanised malleable square tee 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/00/NW-M12484_M12500_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Crane_UL_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Crane_Malleable_Pipe_Fittings_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/03/82/Crane_KM_00382.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Crane_161_0-5_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,PM22577,"Georg Fischer GF-240 galvanised reducer socket 3/4 x 1/2""",Georg Fischer,8.08,"This Georg Fischer GF-240 3/4 x 1/2"" reducer socket is made of malleable cast iron and incorporates BSP tapered connections. Durable and highly resistant to mechanical stress and temperatures, this fitting is safe for use in a wide range of settings and offers universal, standardised thread jointing technology. With full end load capability, this fitting ensures fast and reliable connection of steel, PE, lead and butt-weld steel pipes.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Malleable Fittings/Carbon Steel Malleable Fittings.csv -> Georg Fischer GF-240 galvanised reducer socket 3/4 x 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/77/NW-M22577_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/GF_Cast_Iron_Fittings_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/GF_240_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,PM10508,"Crane 161 malleable square tee 1.1/2 x 1/2"" Black",Crane,15.56,"This Crane 161 tee is made of malleable iron with 1 1/2 x 1/2 x 1 1/2"" BSP tapered connections. This fitting is suitable for use in sprinkler systems, chilled or heating water, natural gas, compressed air, hot water and steam and fuel transfer.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Malleable Fittings/Carbon Steel Malleable Fittings.csv -> Crane 161 malleable square tee 1.1/2 x 1/2"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/17/NW-M10503_M10517_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Crane_UL_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Crane_Malleable_Pipe_Fittings_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/03/82/Crane_KM_00382.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Crane_161_1-5X0-5_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,PM26956,"Continental CPE-245 malleable reducing hex nipple 1/2"" x 3/8"" Black",Continental,4.13,"Fitted with threaded connections, this CPE 1/2 x 3/8"" reducing hex and eight squares nipple is a malleable iron pipe fitting designed for reliable use in medium and low pressure pipelines.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Malleable Fittings/Carbon Steel Malleable Fittings.csv -> Continental CPE-245 malleable reducing hex nipple 1/2"" x 3/8"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_9/62/M26948_962_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ge/Product Data Sheet - Malleable Range.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,PM20163,"Georg Fischer GF-2A 90deg female short bend 1/2"" Black",Georg Fischer,5.84,"This Georg Fischer GF-2A 1/2 x 1/2"" short bend is made of malleable cast iron and incorporates BSP tapered connections. Durable and highly resistant to mechanical stress and temperatures, this fitting is safe for use in a wide range of settings and offers universal, standardised thread jointing technology. With full end load capability, this fitting ensures fast and reliable connection of steel, PE, lead and butt-weld steel pipes.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Malleable Fittings/Carbon Steel Malleable Fittings.csv -> Georg Fischer GF-2A 90deg female short bend 1/2"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/70/NW-M20163_M20170_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/GF_Cast_Iron_Fittings_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/GF_2A_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,PM22223,"Georg Fischer GF-90 90deg galvanised female x female elbow 1/2""",Georg Fischer,4.9,"This Georg Fischer GF-90 1/2 x 1/2"" 90° elbow is made of malleable cast iron and incorporates BSP tapered connections. Durable and highly resistant to mechanical stress and temperatures, this fitting is safe for use in a wide range of settings and offers universal, standardised thread jointing technology. With full end load capability, this fitting ensures fast and reliable connection of steel, PE, lead and butt-weld steel pipes.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Malleable Fittings/Carbon Steel Malleable Fittings.csv -> Georg Fischer GF-90 90deg galvanised female x female elbow 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/30/NW-M22223_M22230_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/GF_90_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/GF_Cast_Iron_Fittings_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,PM20806,"Georg Fischer GF-291 770291107 hollow plug 1.1/4"" Black",Georg Fischer,5.16,"Made of malleable cast iron, the Georg Fischer GF-291 1 1/4"" plain plug is designed with BSP tapered connections. Resistant to mechanical stress and extremes of temperature, this robust fitting can be used safely in a variety of settings. Using universal, standardised thread jointing technology, this plug offers full end load capability and can be used to quickly and reliably connect steel, PE, lead and butt-weld steel pipes.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Malleable Fittings/Carbon Steel Malleable Fittings.csv -> Georg Fischer GF-291 770291107 hollow plug 1.1/4"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/08/NW-M20805_M20808_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/GF_291_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/GF_Cast_Iron_Fittings_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,PM27173,"Continental CPE-241 malleable reducing bush 1-1/4"" x 1"" Galvanised",Continental,4.6,"Fitted with threaded connections, this CPE 1 1/4 x 1"" reducing bush is a malleable iron pipe fitting designed for reliable use in medium and low pressure pipelines.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Malleable Fittings/Carbon Steel Malleable Fittings.csv -> Continental CPE-241 malleable reducing bush 1-1/4"" x 1"" Galvanised",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_1/94/M27172_194_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ge/Product Data Sheet - Malleable Range.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,PL13264,"Tubetrade M hot 10255 17"" - 2"" heavy stainless steel 20mm hr Red",Tubetrade,8.33,"Made of heavyweight carbon steel with a red painted primer finish, this Tubetrade M 17 - 2"" 20mm hot gas and water tube is fitted with screwed and socketed connections.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Malleable Fittings/Carbon Steel Malleable Fittings.csv -> Tubetrade M hot 10255 17"" - 2"" heavy stainless steel 20mm hr Red",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/68/L13263_L13268_wm.jpg,,,,,,,,,,N,CE,,,,Carbon Steel,20 mm,RHSS0203.25M-P2,,N,Carbon steel construction,Hot-formed,Red primer painted,EN 10255:2019 and EN 10217:2019 (Part 1 & Part 2) standards,CE marked,,,,,Red,3.2,,Screwed & Socketed,,,,,,,,,
907,PM10883,"Crane 197 malleable twin elbow 1"" Black",Crane,32.13,"This Crane 197 twin elbow is made of malleable iron with 1 x 1 x 1"" BSP tapered connections. This fitting is suitable for use in sprinkler systems, chilled or heating water, natural gas, compressed air, hot water and steam and fuel transfer.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Malleable Fittings/Carbon Steel Malleable Fittings.csv -> Crane 197 malleable twin elbow 1"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/84/NW-M10883_M10884_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Crane_UL_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Crane_Malleable_Pipe_Fittings_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/03/82/Crane_KM_00382.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,PM13217,"Crane 289G galvanised malleable navy union 1.1/2""",Crane,78.25,"This Crane 289 union is made of malleable iron with 1 1/2 x 1 1/2"" BSP tapered connections. This fitting is suitable for use in sprinkler systems, chilled or heating water, natural gas, compressed air, hot water and steam and fuel transfer.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Malleable Fittings/Carbon Steel Malleable Fittings.csv -> Crane 289G galvanised malleable navy union 1.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/18/NW-M13213_M13218_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Crane_UL_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Crane_Malleable_Pipe_Fittings_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/03/82/Crane_KM_00382.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,PM20628,"Georg Fischer GF-241 reducer bush 1/2 x 1/8"" Black",Georg Fischer,3.67,"This Georg Fischer GF-241 1/2 x 1/8"" reducing bush is made of malleable cast iron and incorporates BSP tapered connections. Durable and highly resistant to mechanical stress and temperatures, this fitting is safe for use in a wide range of settings and offers universal, standardised thread jointing technology. With full end load capability, this fitting ensures fast and reliable connection of steel, PE, lead and butt-weld steel pipes.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Malleable Fittings/Carbon Steel Malleable Fittings.csv -> Georg Fischer GF-241 reducer bush 1/2 x 1/8"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/30/NW-M20628_M20630_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/GF_241_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/GF_Cast_Iron_Fittings_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,PM11103,"Crane 256 malleable union 1/2"" Black",Crane,11.17,"This Crane 256 union is made of malleable iron with 1/2 x 1/2"" BSP tapered connections. This fitting is suitable for use in sprinkler systems, chilled or heating water, natural gas, compressed air, hot water and steam and fuel transfer.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Malleable Fittings/Carbon Steel Malleable Fittings.csv -> Crane 256 malleable union 1/2"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/10/NW-M11103_M11110_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Crane_Malleable_Pipe_Fittings_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/03/82/Crane_KM_00382.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Crane_256_0-5_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,PM12745,"Crane 185G galvanised malleable cap 1""",Crane,6.42,"Made of malleable iron, this Crane 185 1"" galvanised cap features BSP tapered connections. Suitable for use in sprinkler systems and fuel transfer, this fitting is compatible with chilled or heating water, natural gas, compressed air, hot water and steam.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Malleable Fittings/Carbon Steel Malleable Fittings.csv -> Crane 185G galvanised malleable cap 1""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/48/NW-M12743_M12748_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Crane_UL_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Crane_Malleable_Pipe_Fittings_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/03/82/Crane_KM_00382.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,PM20904,"Georg Fischer GF-340 female x female union 3/4"" Black",Georg Fischer,14.19,"This Georg Fischer GF-340 3/4 x 3/4"" union taper seat is made of malleable cast iron and incorporates BSP tapered connections. Durable and highly resistant to mechanical stress and temperatures, this fitting is safe for use in a wide range of settings and offers universal, standardised thread jointing technology. With full end load capability, this fitting ensures fast and reliable connection of steel, PE, lead and butt-weld steel pipes.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Malleable Fittings/Carbon Steel Malleable Fittings.csv -> Georg Fischer GF-340 female x female union 3/4"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/10/NW-M20903_M20910_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/GF_Cast_Iron_Fittings_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/GF_340_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,PM22315,"Georg Fischer GF-120 45deg female x female galvanised elbow 1""",Georg Fischer,21.5,"This Georg Fischer GF-120 1 x 1"" 45° elbow is made of malleable cast iron and incorporates BSP tapered connections. Durable and highly resistant to mechanical stress and temperatures, this fitting is safe for use in a wide range of settings and offers universal, standardised thread jointing technology. With full end load capability, this fitting ensures fast and reliable connection of steel, PE, lead and butt-weld steel pipes.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Malleable Fittings/Carbon Steel Malleable Fittings.csv -> Georg Fischer GF-120 45deg female x female galvanised elbow 1""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/18/NW-M22313_M22318_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/GF_120_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/GF_Cast_Iron_Fittings_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,PM27168,"Continental CPE-241 malleable reducing bush 2"" x 1"" Black",Continental,9.72,"Fitted with threaded connections, this CPE 2 x 1"" reducing bush is a malleable iron pipe fitting designed for reliable use in medium and low pressure pipelines.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Malleable Fittings/Carbon Steel Malleable Fittings.csv -> Continental CPE-241 malleable reducing bush 2"" x 1"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/4_/71/M27164_71_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ge/Product Data Sheet - Malleable Range.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,PM10506,"Crane 161 malleable square tee 1.1/4 x 3/4"" Black",Crane,13.39,"This Crane 161 tee is made of malleable iron with 1 1/4 x 3/4 x 1 1/4"" BSP tapered connections. This fitting is suitable for use in sprinkler systems, chilled or heating water, natural gas, compressed air, hot water and steam and fuel transfer.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Malleable Fittings/Carbon Steel Malleable Fittings.csv -> Crane 161 malleable square tee 1.1/4 x 3/4"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/17/NW-M10503_M10517_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Crane_UL_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Crane_Malleable_Pipe_Fittings_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/03/82/Crane_KM_00382.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,PM27118,"Continental CPE-130 malleable reducing tee 2"" x 3/4"" Galvanised",Continental,46.51,"Fitted with BSP tapered thread connections, this Continental 2 x 3/4"" reducing tee in malleable iron has a galvanised finish and offers suitability for use in water, oil, gas and steam.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Malleable Fittings/Carbon Steel Malleable Fittings.csv -> Continental CPE-130 malleable reducing tee 2"" x 3/4"" Galvanised",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/0_/25/M27100_25_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ge/Product Data Sheet - Malleable Range.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,PM20782,"Georg Fischer GF-280 hex nipple 1.1/2"" Black",Georg Fischer,11.23,"This Georg Fischer GF-280 1 1/2 x 1 1/2"" hexagon nipple is made of malleable cast iron and incorporates BSP tapered connections. Durable and highly resistant to mechanical stress and temperatures, this fitting is safe for use in a wide range of settings and offers universal, standardised thread jointing technology. With full end load capability, this fitting ensures fast and reliable connection of steel, PE, lead and butt-weld steel pipes.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Malleable Fittings/Carbon Steel Malleable Fittings.csv -> Georg Fischer GF-280 hex nipple 1.1/2"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/83/NW-M20778_M20783_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/GF_280_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/GF_Cast_Iron_Fittings_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
