,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Colour,Connection Size,Connection Type,Material Type,Operating Temperature,Weight,Hazardous,Material,Size,Standards,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Attachment 6,Attachment 7,Attachment 8,Attachment 9,Range,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15
46,PK23042,Hattersley FIG. 1000 metering station 32mm,Hattersley,174.22,"This Hattersley Fig 1000 DZR brass metering station offers accurate measurement with an integral fixed orifice design for easy set-up involving fewer connections than variable designs, for reduced installation costs. Fitted with 32mm BSP tapered connections, this static balancing valve offers positive flow control at all handwheel settings.","Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Hattersley FIG. 1000 metering station 32mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/44/NW-K23040_K23044_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Hattersley_Fig1000_MS_WRAS_Certi.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/en/ts/Hattersley_Balancing_Coefficients.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Hattersley_Kitemark_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Hattersley_Fig1000_MS_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Hattersley_Fig1000_MS_Install.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/me/nt/Hattersley_FS_SCC_Statement.pdf,,,,,,,,,,,,,
47,PK29646,Pegler Proflow metering station 32mm (BSPP),Pegler,53.39,This Pegler Proflow 1250SF DZR fixed orifice commissioning station with flow measurement function includes 32mm BSP parallel connections.,"Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Pegler Proflow metering station 32mm (BSPP)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/96/46/NW-K29642_K29646_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Pegler_1250_Commis_Valve_WRAS_Certi.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Pegler_Precise_Balancing_Commi_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Pegler_1250_DR_MS_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PK23755,Hattersley FIG. 1732 commissioning valve 25mm Bright Zinc,Hattersley,322.08,This Hattersley Fig 1732 bronze fixed orifice double regulating valve with 25mm BSP tapered connections provides precision flow regulation and measurement with an accuracy of ± 5% on all settings.,"Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Hattersley FIG. 1732 commissioning valve 25mm Bright Zinc",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/58/NW-K23753_K23758_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/en/ts/Hattersley_Balancing_Coefficients.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Hattersley_Fig1432_1732_DRCV_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Hattersley_Fig1432_1732_WRAS_Certi.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Hattersley_Fig_1732_FODRV_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/me/nt/Hattersley_FS_SCC_Statement.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PK75715,AME 435QM ACTUATOR FOR AB-QM 24V; 0-10V,Danfoss,339.48,"Used alongside pressure independent balancing and control valve AB-QM (DN40 - DN100), the Danfoss AME 435 QM actuator for modulating control allows for valve flow adjustment. This means that flow can be changed from linear to logarithmic and back again. An advanced design, this actuator offers load-related switch-off, eliminating the risk of overload, and automatically adapts its stroke to valve end positions, reducing commissioning time.","Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> AME 435QM ACTUATOR FOR AB-QM 24V; 0-10V",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/15/K75715_wm.jpg,,,,,,Blue,DN 40-100,DN 40-100,,0-55,,N,Plastic,,N/A,082H0171,Pressure Independent Control Valves (PICVs),N,"Nominal voltage (AC or DC) 24 V, 50 Hz/60 Hz",Control input signal - 0(4)-20 mA/- 0(2)-10 V,Force 400 N,20mm stroke,Selectable speeds of 7.5 s/mm or 15 s/mm,Maximum medium temperatur: 120°C,,,,,AB-QM,Self-calibrating,LED signalling,External reset button,Output signal,Manual operation,,,,
50,PK13721,Crane ProBalance D934 ultra low field double regulator valve and measurement device 15mm,Crane,275.65,"This Crane ProBalance D934 low flow double regulating valve provides precise and accurate flow regulation and management. Fitted with 15mm BSP tapered connections, this valve offers an accuracy of +/-5% on all settings. With an integral fixed orifice design greater accuracy is provided and set-up is simpler with fewer connections required, lowering installation costs.","Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Crane ProBalance D934 ultra low field double regulator valve and measurement device 15mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/21/NW-K13720_K13721_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Crane_D931_933_934_FODRV_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Crane_FS_D921_923_931_934_BV_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ce/rt/Crane_D921_923_931_933_934_WRAS_Cert.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ra/ph/Crane_D934_D984P_Flow_Measure_Graph.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PK13718,Crane ProBalance D931 double regulator valve and measurement device 50mm Bronze,Crane,1361.91,"This Crane ProBalance D931 double regulating valve provides precise and accurate flow regulation and management. Fitted with 50mm BSP tapered connections, this valve offers an accuracy of +/-5% on all settings. With an integral fixed orifice design greater accuracy is provided and set-up is simpler with fewer connections required, lowering installation costs.","Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Crane ProBalance D931 double regulator valve and measurement device 50mm Bronze",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/18/NW-K13713_K13718_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Crane_D931_Bal_Valve_WRAS_Certi.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Crane_D931_933_934_FODRV_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Crane_FS_D921_923_931_934_BV_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ce/rt/Crane_D921_923_931_933_934_WRAS_Cert.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ra/ph/Crane_D934_D984P_Flow_Measure_Graph.pdf,,,,,,,,,,,,,
52,PK23704,Hattersley FIG. 1432 double regulating valve 20mm Bright Zinc,Hattersley,236.33,"This Hattersley Fig 1432 bronze regulating valve with 20mm BSP parallel connections provides precision flow regulation. Simple to use, this valve includes a handwheel and numerical indicator","Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Hattersley FIG. 1432 double regulating valve 20mm Bright Zinc",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/04/NW-K23704_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Hattersley_Fig_1432_DRV_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Hattersley_Fig1432_1732_DRCV_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/en/ts/Hattersley_Balancing_Coefficients.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Hattersley_Kitemark_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Hattersley_Fig1432_1732_WRAS_Certi.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/me/nt/Hattersley_FS_SCC_Statement.pdf,,,,,,,,,,,,,
53,PK13842,Crane ProBalance flow measurement device 50mm,Crane,386.81,"This Crane ProBalance D901 flow measurement device is designed for use in systems where pipes have been sized on the basis that pipe frictional losses lie in the 100 to 400 Pa/m range. Made of tough brass, this device includes 50mm BSP tapered female x BSP tapered male connections and tappings for P84 test points.","Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Crane ProBalance flow measurement device 50mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/42/NW-K13838_K13842_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Crane_D901_D902_WRAS_Certi.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Crane_D901_D902_FMD_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ra/ph/Crane_D934_D984P_Flow_Measure_Graph.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PK13837,Crane ProBalance flow measurement device 15mm,Crane,127.67,"This Crane ProBalance D901 flow measurement device is designed for use in systems where pipes have been sized on the basis that pipe frictional losses lie in the 100 to 400 Pa/m range. Made of tough brass, this device includes 15mm BSP parallel female x BSP tapered male connections and tappings for P84 test points.","Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Crane ProBalance flow measurement device 15mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/37/NW-K13837_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Crane_D901_D902_WRAS_Certi.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Crane_D901_D902_FMD_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ra/ph/Crane_D934_D984P_Flow_Measure_Graph.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PK13891,Crane ProBalance flow measurement device 125mm,Crane,1546.02,"The Crane ProBalance DM900 flow measurement device is employed as a single unit or can be close coupled to other regulating or isolating valves to provide accurate flow measurement. Fitted with 125mm flanged connection, this device is suitable for use with PN10, PN16, or PN25 flanges or flanged valves with ratings detailed in the appropriate flange or valve product standard.","Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Crane ProBalance flow measurement device 125mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/93/NW-K13887_K13893_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Crane_DM900_WRAS_Certi.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Crane_DM900_Flow_Measure_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Crane_DM900_Flow_Measure_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ra/ph/Crane_DM900_941_950G_DA941_Graph.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PK13831,Crane ProBalance ultra low field - flow measurement device 15mm,Crane,177.33,"This Crane ProBalance D902 ultra low flow measurement device is designed for use in systems where pipes have been sized on the basis that pipe frictional losses lie in the 100 to 400 Pa/m range. Made of tough brass, this device includes 15mm BSP tapered female x BSP tapered male connections and tappings for P84 test points.","Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Crane ProBalance ultra low field - flow measurement device 15mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/31/NW-K13831_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Crane_D901_D902_WRAS_Certi.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Crane_D901_D902_FMD_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ra/ph/Crane_D934_D984P_Flow_Measure_Graph.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PK28043,Crane ProBalance DPAF961 return mounted differential pressure control valve 20mm Bronze,Crane,230.62,"Helping to improve energy consumption, the Crane ProBalance DPAF961 bronze Rp parallel differential pressure control valve optimises system efficiency and performance at the same time. Fitted with 20mm BSP connections, this balancing valve also minimises noise in the system and helps to make commissioning simple. The ProBalance can be simply set to a maximum differential pressure ensuring that flow doesn't exceed the selected rate.","Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Crane ProBalance DPAF961 return mounted differential pressure control valve 20mm Bronze",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/43/NW-K28043_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/K28043_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PK11322,JET Range 9515 DZR commissioning set 32mm,JET Range,196.51,"The JET Range 9515 commissioning valve with 32mm female threaded connections provides a correct balance between the different branches of a hydraulic heating or cooling system to be obtained. This valve can be used to regulate flow by modifying the position of the throttling disc via the rotating handwheel. The handwheel can be used to stop flow at any time and, when reopened, returns to the previous setting using a Memory Stop function.","Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> JET Range 9515 DZR commissioning set 32mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/24/NW-K11319_K11324_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Jet_9515_Commissioning_Set_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Jet_Valve_Guide_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/lv/es/TDS Jet Balancing Valves.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PK13483,Crane ProBalance DM921 double regulator valve PN16 150mm,Crane,5956.61,"Providing precision flow management and regulation, this Crane ProBalance DM921 double regulating valve is fitted with 150mm flanged connections. With an integral fixed orifice design, this valve offers +/-5% accuracy regardless of setting and ensures easy installation, requiring fewer connections and therefore helping to save costs.","Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Crane ProBalance DM921 double regulator valve PN16 150mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/83/NW-K13483_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Crane_DN65_DN300_Flow_Measure_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Crane_ProBalance_DM921_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ns/tl/Crane_DM921_DM_DA931_DM_DA941_Instl.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PK13704,Crane ProBalance double regulator valve 20mm Bronze,Crane,356.44,"This Crane ProBalance D921 double regulating valve provides precise and accurate flow regulation and management. Fitted with 20mm BSP parallel connections, this valve offers an accuracy of +/-5% on all settings. With an integral fixed orifice design greater accuracy is provided and set-up is simpler with fewer connections required, lowering installation costs.","Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Crane ProBalance double regulator valve 20mm Bronze",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/08/NW-K13703_K13708_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Crane_FS_D921_923_931_934_BV_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ce/rt/Crane_D921_923_931_933_934_WRAS_Cert.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Crane_D921_D923_DRV_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PM70330,JET Range PFST phenolic block 15NB/22CU x 25 x 100mm,JET Range,7.62,This 25mm Jet phenolic block insulation for 15NB/22CU pipes provides excellent thermal insulation while offering reliable resistance against fire and moisture.,"Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> JET Range PFST phenolic block 15NB/22CU x 25 x 100mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/31/NW-M70328_M70331_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Exco_Industries_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_Phenolic_Block_Matrix_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PK13836,Crane Spares P82 pressure test point 8mm Blue,Crane,49.62,"Fitted as standard to Crane flow measurement and regulation valves, this Crane P82 1/4"" blue insertion-style pressure test point with blue tie is made of DZR copper alloy.","Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Crane Spares P82 pressure test point 8mm Blue",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/36/NW-K13836_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Crane_P84_WRAS_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Crane_P82_P83_P84_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PK13705,Crane ProBalance double regulator valve 25mm Bronze,Crane,406.52,"This Crane ProBalance D921 double regulating valve provides precise and accurate flow regulation and management. Fitted with 25mm BSP tapered connections, this valve offers an accuracy of +/-5% on all settings. With an integral fixed orifice design greater accuracy is provided and set-up is simpler with fewer connections required, lowering installation costs.","Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Crane ProBalance double regulator valve 25mm Bronze",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/08/NW-K13703_K13708_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Crane_FS_D921_923_931_934_BV_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ce/rt/Crane_D921_923_931_933_934_WRAS_Cert.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Crane_D921_D923_DRV_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
